50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,77135cc9-6d0a-4a0f-9ccb-7a2ced705712,726,,"[56.4, 74.9]",3869118,17,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Bukayo Saka,22084.0,Right Wing,34,England,768,"['8b55f50b-681b-4c4b-9c7d-1c008ee12d50', 'd59cd3b0-902b-4e17-a1ef-af3591bfc42f']",2,,,,,,,,,,,,,,,England,768,00:17:02.214,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,eaa083a8-8cfb-4130-bb50-0ac4b8d9536b,729,,"[52.3, 56.1]",3869118,17,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Kyle Walker,3205.0,Right Back,34,England,768,['239c8b27-748f-44ba-a7ce-3aa3fb9b743b'],4,,,,,,,,,,,,,,,England,768,00:17:04.688,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9037ee7e-ae15-4869-95ec-b5708a442033,737,,"[70.0, 19.9]",3869118,17,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Iliman Ndiaye,80484.0,Center Attacking Midfield,34,England,768,"['5f47bb61-c2cf-4fff-b5e8-463a517b6436', 'fa522f38-6f58-4de6-a21e-a77b397d0357']",8,,,,,,,,,,,,,,,Senegal,787,00:17:08.854,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d14c807f-03d7-4379-80dc-ed53b8dd6f38,744,,"[3.9, 38.1]",3869118,17,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jordan Pickford,3468.0,Goalkeeper,34,England,768,['77f39e48-5b35-494f-af4d-895f5748875d'],13,,,,,,,,,,,,,,,England,768,00:17:13.593,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,199addcf-981d-4980-bd60-9005d7f22a62,747,,"[37.6, 40.7]",3869118,17,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jude Bellingham,30714.0,Left Center Midfield,34,England,768,['e8411d14-9d3d-4b99-93e9-95dc44cd610d'],17,,,,,,,,,,,,,,,England,768,00:17:17.991,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6c19d436-b4cc-449c-8716-0638df3c7e3a,750,,"[13.7, 75.6]",3869118,17,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Kyle Walker,3205.0,Right Back,34,England,768,['ec792345-9db0-49d4-8407-942664aa4be0'],21,,,,,,,,,,,,,,,England,768,00:17:21.118,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b19fa3c4-4676-4337-8b4b-6dbb7e4025a5,753,,"[6.0, 61.9]",3869118,17,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,John Stones,3244.0,Right Center Back,34,England,768,['33c57656-85bf-4b44-a3bd-062fc91a52ee'],24,,,,,,,,,,,,,,,England,768,00:17:24.419,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,fd5e058a-bc78-4c41-bc0c-4d27ce33723b,756,,"[28.9, 46.5]",3869118,17,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jordan Brian Henderson,3532.0,Right Center Midfield,34,England,768,['3a1a468b-6f96-4ab0-9529-d6924f283cdf'],32,,,,,,,,,,,,,,,England,768,00:17:32.615,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,cbaeaf8e-2777-4eb0-b259-9358ac2e7fce,760,,"[14.7, 35.7]",3869118,17,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,John Stones,3244.0,Right Center Back,34,England,768,['64d30319-99d0-4457-a676-ce8da00991f0'],34,,,,,,,,,,,,,,,England,768,00:17:34.735,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2707f9b4-f53c-474a-ab6b-e5ebaef4bfe9,763,,"[24.6, 5.3]",3869118,17,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Harry Maguire,3336.0,Left Center Back,34,England,768,['c06ec9c5-c63b-445f-9d23-c9a1a95931eb'],38,,,,,,,,,,,,,,,England,768,00:17:38.649,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,967a5359-cfad-41b1-a80e-20ea007be0d7,766,,"[22.2, 47.5]",3869118,17,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,John Stones,3244.0,Right Center Back,34,England,768,['0e0b69a1-6d34-4071-afa0-cbd093f640ff'],46,,,,,,,,,,,,,,,England,768,00:17:46.018,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,122a387d-52af-45f8-bd6d-840ab7653a3b,769,,"[31.8, 63.8]",3869118,17,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Kyle Walker,3205.0,Right Back,34,England,768,['df884a63-7118-407b-8227-04aef931788e'],52,,,,,,,,,,,,,,,England,768,00:17:52.419,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,26534489-4693-46e1-85ce-43581bee61d5,772,,"[15.4, 42.4]",3869118,17,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jordan Pickford,3468.0,Goalkeeper,34,England,768,['ef9214e6-2de3-4ac6-88c1-546aedb8b1e2'],54,,,,,,,,,,,,,,,England,768,00:17:54.143,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3dade99e-268b-4117-903e-d631c57223e1,775,,"[32.1, 13.7]",3869118,18,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Harry Maguire,3336.0,Left Center Back,34,England,768,['6ac4a21e-29ef-44de-9744-bcaa2355c289'],2,,,,,,,,,,,,,,,England,768,00:18:02.018,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,21f05eeb-bd38-481c-85a3-8acf860cd76a,778,,"[33.3, 37.6]",3869118,18,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,John Stones,3244.0,Right Center Back,34,England,768,['205b6f0d-bece-4472-ad04-7e1cda19a794'],10,,,,,,,,,,,,,,,England,768,00:18:10.361,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d261af30-5b34-4d75-b92c-19a98335d569,781,,"[49.6, 71.1]",3869118,18,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Kyle Walker,3205.0,Right Back,34,England,768,['9ce06e36-69af-4f6a-92de-73cd20975533'],12,,,,,,,,,,,,,,,England,768,00:18:12.945,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e723921d-0a5b-4ba2-a9a3-6370f8e084ab,784,,"[32.8, 21.7]",3869118,18,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Harry Maguire,3336.0,Left Center Back,34,England,768,['b7f8259c-c99c-4560-9bf4-64cb037dc3e2'],18,,,,,,,,,,,,,,,England,768,00:18:18.123,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,95a5568f-37ba-4749-a4fb-086d6d2b7414,787,,"[56.4, 1.7]",3869118,18,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jude Bellingham,30714.0,Left Center Midfield,34,England,768,['e2e3bae3-0655-4039-90cf-54ccb7840c96'],25,,,,,,,,,,,,,,,England,768,00:18:25.643,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,71612554-c42a-41e3-82f4-dbeec3c43612,790,,"[74.0, 2.4]",3869118,18,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Philip Foden,4354.0,Left Wing,34,England,768,['ab58cc17-2c43-4473-80d5-32f3311a64d7'],27,,,,,,,,,,,,,,,England,768,00:18:27.155,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f4cbdd3d-e5a9-47db-8e04-2a018a91e537,793,,"[52.8, 3.1]",3869118,18,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jude Bellingham,30714.0,Left Center Midfield,34,England,768,['c0d1ff3e-4dc5-40c4-a337-fb6a767167c8'],29,,,,,,,,,,,,,,,England,768,00:18:29.221,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,fe1a07aa-0dd5-4183-8a3a-9517856e891c,796,,"[42.2, 27.9]",3869118,18,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,John Stones,3244.0,Right Center Back,34,England,768,['db2a7943-5751-42c9-98db-f968f930981c'],31,,,,,,,,,,,,,,,England,768,00:18:31.901,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d020aba3-7364-4ac3-9547-5ba57d95ecdc,799,,"[47.7, 49.1]",3869118,18,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Kyle Walker,3205.0,Right Back,34,England,768,['5620dd13-f877-4a7e-b368-fefc93c21066'],35,,,,,,,,,,,,,,,England,768,00:18:35.101,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9770b199-95b2-4c2e-b830-f06b90634906,802,,"[92.5, 18.8]",3869118,18,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Philip Foden,4354.0,Left Wing,34,England,768,['dfc28f2e-145d-4b21-b5ac-b7bf4150109c'],40,,,,,,,,,,,,,,,England,768,00:18:40.009,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f80f38ed-0519-4f63-b499-452f892e8ef4,808,,"[7.4, 59.1]",3869118,18,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kalidou Koulibaly,5675.0,Right Center Back,35,Senegal,787,['2bc871f5-0dc5-4537-984c-237afdeb88f4'],46,,,,,,,,,,,,,,,Senegal,787,00:18:46.104,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e4836ae0-0869-497b-8f28-14b09821850b,810,,"[28.5, 77.7]",3869118,18,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Krépin Diatta,20758.0,Right Wing,35,Senegal,787,['e3d0c2ec-8de2-4d77-b129-e89df9d9d0dc'],47,,,,,,,,,,,,,,,Senegal,787,00:18:47.682,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfe1b7fa-c133-4cd5-825e-609afbe40f4c,817,,"[37.2, 70.7]",3869118,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Pathé Ismaël Ciss,31751.0,Right Defensive Midfield,36,Senegal,787,['545bc37d-f063-44bf-a6c8-5ede93f1edb7'],15,,,,,,,,,,,,,,,Senegal,787,00:19:15.024,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e6f624d6-43a0-4030-9a40-c0528810b6b5,820,,"[21.6, 42.0]",3869118,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Abdou Diallo,8553.0,Left Center Back,36,Senegal,787,['2be745f1-dc18-440f-977d-dff8d0ac07f3'],16,,,,,,,,,,,,,,,Senegal,787,00:19:16.542,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,e2bf1d54-5108-4bd6-953a-f4f000e830fc,823,,"[71.9, 6.1]",3869118,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ismail Jakobs,32915.0,Left Back,36,Senegal,787,['bd47ce6a-a17c-44a9-be3b-b95ed1e378cb'],25,,,,,,,,,,,,,,,Senegal,787,00:19:25.972,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,214c657f-440c-4bf2-bb36-2c428712ebd7,827,,"[88.4, 62.9]",3869118,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Harry Kane,10955.0,Center Forward,37,England,768,['fd954bdd-15c3-4c1a-ab70-d3bd10538328'],29,,,,,,,,,,,,,,,England,768,00:19:29.795,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f8e105-4c7f-419e-824b-78de6d7538d3,830,,"[113.5, 45.4]",3869118,20,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,John Stones,3244.0,Right Center Back,38,England,768,['d07cf058-085e-42ce-a6cc-a785bba8cd33'],25,,,,,,,,,,,,,,,England,768,00:20:25.729,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,883e3031-74ac-46eb-80f2-2cdc23d3075d,835,,"[9.5, 57.7]",3869118,20,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Kalidou Koulibaly,5675.0,Right Center Back,39,Senegal,787,['29f9a2f6-ce4d-413a-8621-f5f5104a66e2'],45,,,,,,,,,,,,,,,Senegal,787,00:20:45.384,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c51004b4-68ab-4842-bb27-58c7f16cbb45,837,,"[52.9, 74.8]",3869118,20,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Krépin Diatta,20758.0,Right Wing,39,Senegal,787,['7f0f27fd-91fc-43b7-81a4-fd6347e941c6'],49,,,,,,,,,,,,,,,Senegal,787,00:20:49.188,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4aac5fba-32f5-4bb8-975b-1aae21858f43,839,,"[44.0, 66.4]",3869118,20,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Iliman Ndiaye,80484.0,Center Attacking Midfield,39,Senegal,787,['26ec17a5-7de2-4ddb-9171-f9fb13457e14'],49,,,,,,,,,,,,,,,Senegal,787,00:20:49.258,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e09eb74-fd3f-4042-b5ca-91318f6fab9a,844,,"[50.0, 77.0]",3869118,20,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Youssouf Sabaly,3404.0,Right Back,39,Senegal,787,['c70cb7d0-5b42-4029-b83c-21aeed43816f'],56,,,,,,,,,,,,,,,Senegal,787,00:20:56.195,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,affb347d-0726-4107-a604-a4b8b0037a74,847,,"[28.5, 69.5]",3869118,20,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Kalidou Koulibaly,5675.0,Right Center Back,39,Senegal,787,['f7029b70-03fb-4009-afda-c8a9b3f94b39'],59,,,,,,,,,,,,,,,Senegal,787,00:20:59.237,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,97edb0ec-60d2-4f45-a2c7-15c5918c943a,850,,"[34.8, 55.3]",3869118,21,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Nampalys Mendy,4506.0,Left Defensive Midfield,39,Senegal,787,['b111350e-bb2a-46ee-9fad-88d46ea1d7f0'],1,,,,,,,,,,,,,,,Senegal,787,00:21:01.757,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3f2b2704-ae2a-419e-a525-3209cdcf4229,853,,"[37.0, 25.2]",3869118,21,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Abdou Diallo,8553.0,Left Center Back,39,Senegal,787,['7256462d-4072-45d9-a00b-b22d8a536f43'],4,,,,,,,,,,,,,,,Senegal,787,00:21:04.907,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1295886-738f-4d7c-b589-af5810287b5e,856,,"[75.0, 5.4]",3869118,21,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Ismail Jakobs,32915.0,Left Back,39,Senegal,787,['2ce74691-a4b5-419d-a5a4-57aee7ce6963'],12,,,,,,,,,,,,,,,Senegal,787,00:21:12.006,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,b94828bb-23d2-43fa-8265-4ef67a638bdf,858,,"[84.9, 10.0]",3869118,21,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Ismaïla Sarr,2941.0,Left Wing,39,Senegal,787,['40190042-a0d9-4ba7-9450-72526d7b1da1'],12,,,,,,,,,,,,,,,Senegal,787,00:21:12.101,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,0bebffff-f407-4df9-aedf-2828d887296e,861,,"[108.3, 13.9]",3869118,21,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Ismaïla Sarr,2941.0,Left Wing,39,Senegal,787,['1ebf1faa-93bb-49ab-8465-e3657f0f2f7b'],18,,,,,,,,,,,,,,,Senegal,787,00:21:18.449,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,88545e6b-1936-422c-a7b6-46db512500fa,864,,"[103.9, 13.4]",3869118,21,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ismaïla Sarr,2941.0,Left Wing,40,Senegal,787,['34385bc4-e3f9-4bd5-b76e-49ce88d9b194'],34,,,,,,,,,,,,,,,Senegal,787,00:21:34.594,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,99afa87e-f7f5-459d-88db-427196c16f3e,866,,"[106.4, 5.4]",3869118,21,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ismail Jakobs,32915.0,Left Back,40,Senegal,787,['b7590dd1-2946-46b1-9c97-446c6a1223cc'],35,,,,,,,,,,,,,,,Senegal,787,00:21:35.679,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,421e6bf7-d900-4890-8624-fe0639848973,868,,"[105.6, 13.9]",3869118,21,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ismaïla Sarr,2941.0,Left Wing,40,Senegal,787,['5c20975f-f408-4421-bf70-3b3250fdbad4'],36,,,,,,,,,,,,,,,Senegal,787,00:21:36.765,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,bce4dd92-49bd-42fa-8c04-cb307597f8b1,872,,"[106.4, 22.5]",3869118,21,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Boulaye Dia,20611.0,Center Forward,40,Senegal,787,['af5d8e98-94ff-47be-a947-39ea7c553022'],38,,,,,,,,,,,,,,,Senegal,787,00:21:38.525,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,027ef875-4041-48fc-964d-c8266313b9f6,874,,"[113.3, 21.3]",3869118,21,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ismaïla Sarr,2941.0,Left Wing,40,Senegal,787,['57254630-b549-4c49-a6a0-b0aee8c42812'],39,,,,,,,,,,,,,,,Senegal,787,00:21:39.284,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b38e6fa6-f996-4592-9938-884c6ac6b1de,878,,"[18.8, 62.2]",3869118,21,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bukayo Saka,22084.0,Right Wing,41,England,768,['5020aacc-ea76-4e41-9bc0-937a5dc38444'],40,,,,,,,,,,,,,,,England,768,00:21:40.800,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,2e0b6c24-2f30-447f-84c0-a15eaf391f58,881,,"[23.4, 69.0]",3869118,21,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Harry Kane,10955.0,Center Forward,41,England,768,['ad24963b-f689-4d03-a0b7-3014c43e191c'],40,,,,,,,,,,,,,,,England,768,00:21:40.945,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,28ca3b2b-199f-4798-a6a6-631150b00d2e,885,,"[115.5, 24.0]",3869118,21,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ismaïla Sarr,2941.0,Left Wing,41,England,768,['1ea78b98-79a2-478e-bd22-d7986b444ea2'],44,,,,,,,,,,,,,,,Senegal,787,00:21:44.268,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,ea548f7d-ecc9-45e1-bdb2-2a88d6093c4c,896,,"[54.2, 8.4]",3869118,21,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jude Bellingham,30714.0,Left Center Midfield,42,Senegal,787,['ee386c68-48eb-4f91-967a-c4762405251d'],54,,,,,,,,,,,,,,,England,768,00:21:54.353,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b989e113-a712-4f22-9abd-4c596ad03610,900,,"[108.6, 42.7]",3869118,21,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Boulaye Dia,20611.0,Center Forward,42,Senegal,787,['7c046c18-76c1-44db-80eb-e5f3cabff5eb'],59,,,,,,,,,,,,,,,Senegal,787,00:21:59.179,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0d25fa3b-16f5-44ba-8ee6-545c0a472682,908,,"[30.6, 58.8]",3869118,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,John Stones,3244.0,Right Center Back,43,England,768,['c241a3c4-785b-43d2-81e4-04bdaa14681f'],0,,,,,,,,,,,,,,,England,768,00:23:00.619,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6ad51daf-7eba-487a-bca8-95ad42f07ca7,910,,"[22.7, 22.6]",3869118,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Harry Maguire,3336.0,Left Center Back,43,England,768,['1931fa37-9e5c-4e18-8f5a-65ac5328918e'],5,,,,,,,,,,,,,,,England,768,00:23:05.743,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,287045af-bacb-44b3-a425-d97ba81f1539,913,,"[33.0, 3.4]",3869118,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Luke Shaw,3382.0,Left Back,43,England,768,['e016a06e-5544-4fb6-85a0-174bb97a329e'],7,,,,,,,,,,,,,,,England,768,00:23:07.462,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,260994be-3bd5-42ca-b6bb-7a747c9e381d,917,,"[4.3, 39.8]",3869118,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jordan Pickford,3468.0,Goalkeeper,43,England,768,['dde1f6f2-fb32-434f-98ea-999d54c513f3'],13,,,,,,,,,,,,,,,England,768,00:23:13.538,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4279c38f-feb3-4168-9a54-03dfa22e1b7a,920,,"[17.8, 63.1]",3869118,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,John Stones,3244.0,Right Center Back,43,England,768,['98df1bea-57ee-481e-9fb6-2b9e21b3e892'],16,,,,,,,,,,,,,,,England,768,00:23:16.481,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,1ac84ba9-51dd-4154-bc61-dc787aced8f1,924,,"[62.9, 53.7]",3869118,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Harry Kane,10955.0,Center Forward,43,England,768,['94c7eebd-aebc-445b-bd5f-68fa9fabd316'],20,,,,,,,,,,,,,,,England,768,00:23:20.349,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a01a61d6-1e2e-433c-a526-c720e96ede6c,927,,"[59.1, 39.1]",3869118,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pathé Ismaël Ciss,31751.0,Right Defensive Midfield,44,Senegal,787,['a79a25d7-253f-44c6-9250-94c37678e87a'],21,,,,,,,,,,,,,,,Senegal,787,00:23:21.531,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,b46e9c0f-6c6c-4d04-b386-016bf98d7a93,931,,"[76.5, 16.0]",3869118,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ismaïla Sarr,2941.0,Left Wing,44,Senegal,787,['768b71d5-4a03-4ed6-8541-a10cd9b7c03b'],23,,,,,,,,,,,,,,,Senegal,787,00:23:23.661,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e9cd3dd-5f2d-493a-9e11-0905942dd9e5,934,,"[3.0, 35.3]",3869118,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Edouard Mendy,7379.0,Goalkeeper,44,Senegal,787,['e21bef6d-6946-4f6c-9e1d-ffb1d83a41bf'],31,,,,,,,,,,,,,,,Senegal,787,00:23:31.286,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ed8b4f1d-7d48-4d92-a8db-88c77770bf93,937,,"[37.9, 71.4]",3869118,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Youssouf Sabaly,3404.0,Right Back,44,Senegal,787,['a389cefd-745e-40f7-b223-4b42e99df058'],33,,,,,,,,,,,,,,,Senegal,787,00:23:33.540,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,58a9343c-f302-43e0-aaec-79b3f2632f99,939,,"[58.2, 77.0]",3869118,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Krépin Diatta,20758.0,Right Wing,44,Senegal,787,['ed303ee4-88db-46f1-a76b-e67ba5bc49ba'],36,,,,,,,,,,,,,,,Senegal,787,00:23:36.882,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,98efc74e-2106-4c43-b572-7cc2782709ef,941,,"[49.6, 3.1]",3869118,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Declan Rice,3943.0,Center Defensive Midfield,45,England,768,['70d7215f-bbaa-4810-8592-d0d1fb512bdf'],41,,,,,,,,,,,,,,,England,768,00:23:41.378,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8414e303-30f5-4146-97a2-591b79ae79ec,943,,"[37.1, 21.7]",3869118,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jordan Brian Henderson,3532.0,Right Center Midfield,45,England,768,['7e241014-a43d-41cf-b6ff-201789163221'],47,,,,,,,,,,,,,,,England,768,00:23:47.303,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,66cbe841-2608-4471-9dff-9fc1e2343405,945,,"[43.6, 54.7]",3869118,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kyle Walker,3205.0,Right Back,45,England,768,['fca55dd2-c6d9-4c00-b77a-1ffcc1042d2a'],49,,,,,,,,,,,,,,,England,768,00:23:49.699,Ball Receipt*,
