50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.170584,,,,,,,,,,,7f43b8e4-6708-4451-845f-dc8b635540ae,1350,,"[48.3, 11.6]",3869118,33,,True,,,-0.47212198,,Right Foot,,,"[62.4, 4.4]",,Ground Pass,,15.83193,,,,,Ismail Jakobs,32915.0,,,,,1,From Free Kick,Abdou Diallo,8553.0,Left Center Back,53,Senegal,787,['42ad52ca-8d04-4431-906a-2b3f7caf3027'],9,,,,,,,,,,,,,,,Senegal,787,00:33:09.864,Pass,
,,,,,,,,,,,,,,,,,2.083241,,,,,,,,,,,3cd9dcf6-32db-45dd-bdb9-b2a5fe1075f3,1352,,"[60.2, 5.5]",3869118,33,,,,,2.7414808,,Left Foot,,,"[34.9, 16.2]",,Ground Pass,,27.46962,,,,,Abdou Diallo,8553.0,,,,,1,From Free Kick,Ismail Jakobs,32915.0,Left Back,53,Senegal,787,['c11c78a1-8da7-4670-adb5-d956007272b3'],12,,,,,,,,,,,,,,,Senegal,787,00:33:12.760,Pass,
,,,,,,,,,,,,,,,,,2.013525,,,,,,,,,,,732a47a6-0f4a-466f-9825-4e9c14d5f598,1355,,"[31.2, 17.2]",3869118,33,,,,,2.0360887,,Left Foot,,,"[19.0, 41.5]",,Ground Pass,,27.190624,,,,,Edouard Mendy,7379.0,,,,,1,From Free Kick,Abdou Diallo,8553.0,Left Center Back,53,Senegal,787,['bf775cb0-0e6c-4e40-b03a-b52c5a210bad'],16,,,,,,,,,,,,,,,Senegal,787,00:33:16.121,Pass,
,,,,,,,,,,,,,,,,,3.566232,,,,,,,,,,,377bb123-3f7a-45b3-9aaa-edbb5512eaed,1358,,"[20.1, 48.9]",3869118,33,,,,,-0.5800422,,Right Foot,,,"[81.3, 8.8]",,High Pass,,73.167274,,,,,Ismaïla Sarr,2941.0,,True,,,1,From Free Kick,Edouard Mendy,7379.0,Goalkeeper,53,Senegal,787,['1f19f218-b373-40f5-ac06-cb08d01be9ae'],20,,,,,,,,,,,,,,,Senegal,787,00:33:20.232,Pass,
,,,,,,,,,,,,,,,,,0.179866,,,,,,,,,,,11b0a53d-5712-4a4e-8e06-3494d977bac3,1361,,"[81.3, 9.3]",3869118,33,,,,True,0.13552772,,,,,"[83.5, 9.6]",,High Pass,,2.2203603,,,,,Boulaye Dia,20611.0,,,,,1,From Free Kick,Ismaïla Sarr,2941.0,Left Wing,53,Senegal,787,"['0803ec07-8b62-4cfc-86f8-5388fc9b8d56', '4eaf3da9-d4e1-43fe-af22-2bc98b460f28']",23,,,,,,,,,,,,,,,Senegal,787,00:33:23.799,Pass,True
,,,,,,,,,,,,,,,,,0.971489,,,,,,,,,,,040ded14-455e-4779-8725-27405f8320db,1364,,"[79.8, 6.7]",3869118,33,,,,,2.6464593,,Right Foot,,,"[74.8, 9.4]",,Ground Pass,,5.682429,,,,,Nampalys Mendy,4506.0,,,,,1,From Free Kick,Boulaye Dia,20611.0,Center Forward,53,Senegal,787,['1074f43a-9e33-46b7-9501-e1336d818794'],29,,,,,,,,,,,,,,,Senegal,787,00:33:29.633,Pass,
,,,,,,,,,,,,,,,,,1.033576,,,,,,,,,,,c1a482bf-a0d3-4a84-9a11-a47bdfcce199,1367,,"[74.3, 11.0]",3869118,33,,,,,1.8321223,,Right Foot,,,"[69.7, 28.2]",,Ground Pass,,17.804493,,,,,Pathé Ismaël Ciss,31751.0,,,,,1,From Free Kick,Nampalys Mendy,4506.0,Left Defensive Midfield,53,Senegal,787,['b799c631-32b3-4fbf-bf7a-30cef28cbe79'],31,,,,,,,,,,,,,,,Senegal,787,00:33:31.945,Pass,
,,,,,,,,,,,,,,,,,1.399145,,,,,,,,,,,5725cd25-4e40-49dc-9382-629dfc68d0a7,1370,,"[69.1, 28.7]",3869118,33,,,,,-1.7458565,,Right Foot,,,"[66.5, 14.0]",,Ground Pass,,14.928162,,,,,Nampalys Mendy,4506.0,,,,,1,From Free Kick,Pathé Ismaël Ciss,31751.0,Right Defensive Midfield,53,Senegal,787,['6552b05c-dfe2-4470-8f32-99ab54a5f70e'],35,,,,,,,,,,,,,,,Senegal,787,00:33:35.114,Pass,
,,,,,,,,,,,,,,,,,1.71771,,,,,,,,,,,67a35cb4-a800-43c4-aa0d-bd1cb467ab12,1373,,"[67.6, 12.8]",3869118,33,,,,,2.5939507,,Right Foot,,,"[45.3, 26.4]",,Ground Pass,,26.119915,,,,,Abdou Diallo,8553.0,,,,,1,From Free Kick,Nampalys Mendy,4506.0,Left Defensive Midfield,53,Senegal,787,['ed38fca1-496f-4beb-a96e-58338fc40fc3'],37,,,,,,,,,,,,,,,Senegal,787,00:33:37.286,Pass,
,,,,,,,,,,,,,,,,,2.177094,,,,,,,,,,,6eecb8c4-4105-4dcf-918c-69834fd73e97,1376,,"[45.3, 26.7]",3869118,33,,,,,1.3746539,,Left Foot,,,"[51.4, 57.4]",,Ground Pass,,31.30016,,,,,Kalidou Koulibaly,5675.0,,,,,1,From Free Kick,Abdou Diallo,8553.0,Left Center Back,53,Senegal,787,['a0f85e6b-958a-48ca-a10f-e29329800603'],40,,,,,,,,,,,,,,,Senegal,787,00:33:40.481,Pass,
,,,,,,,,,,,,,,,,,4.353551,,,,,,,,,,,cd1ec8a7-4773-4bd7-a2e5-e161d9f28335,1379,,"[67.1, 63.7]",3869118,33,,,,,0.028347792,,Right Foot,,,"[120.0, 65.2]",,Low Pass,,52.92126,,,Out,,Krépin Diatta,20758.0,,,,,1,From Free Kick,Kalidou Koulibaly,5675.0,Right Center Back,53,Senegal,787,['1bdd0987-4372-4792-8560-f71881bad422'],45,,,,,,,,,,,,,,,Senegal,787,00:33:45.690,Pass,
,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,f83ba9a7-cc6a-4649-be34-57a7d4cb633d,1381,,"[6.0, 36.0]",3869118,34,,True,,,-0.34727222,,Right Foot,,,"[32.8, 26.3]",,Ground Pass,,28.501404,,,,,Harry Maguire,3336.0,,,,Goal Kick,1,From Goal Kick,Jordan Pickford,3468.0,Goalkeeper,54,England,768,['c38d2c4b-19b6-43b8-8192-d1bbc5162ae6'],9,,,,,,,,,,,,,,,England,768,00:34:09.246,Pass,
,,,,,,,,,,,,,,,,,1.611995,,,,,,,,,,,2b6b9eb8-26da-46cb-b0bb-aaf31b2ba8ff,1383,,"[40.0, 23.8]",3869118,34,,,,,1.503027,,Left Foot,,,"[41.5, 45.9]",,Ground Pass,,22.150846,,,,,John Stones,3244.0,,,,,1,From Goal Kick,Harry Maguire,3336.0,Left Center Back,54,England,768,['432f3d87-976b-496e-b014-b8fcd3e1cdc4'],18,,,,,,,,,,,,,,,England,768,00:34:18.766,Pass,
,,,,,,,,,,,,,,,,,1.243552,,,,,,,,,,,a41035ce-9cff-4eb2-9585-fa3905d40f82,1386,,"[43.0, 48.7]",3869118,34,,,,,0.1630953,,Right Foot,,,"[58.8, 51.3]",,Ground Pass,,16.012495,,,Incomplete,,Jordan Brian Henderson,3532.0,,,,,1,From Goal Kick,John Stones,3244.0,Right Center Back,54,England,768,"['784d28f4-12c9-46f0-80b7-00c316bb841e', 'a423d7f1-24e7-4fa0-8cab-79961fa012da']",21,,,,,,,,,,,,,,,England,768,00:34:21.171,Pass,
,,,,,,,,,,,,,,,,,1.787499,,,,,,,,,,,784d28f4-12c9-46f0-80b7-00c316bb841e,1388,,"[61.3, 28.8]",3869118,34,,,,,-1.0821539,,Right Foot,,,"[69.7, 13.0]",,Ground Pass,,17.894133,,,,,Ismaïla Sarr,2941.0,,,,Recovery,1,Regular Play,Nampalys Mendy,4506.0,Left Defensive Midfield,55,Senegal,787,"['a41035ce-9cff-4eb2-9585-fa3905d40f82', 'ae325a54-fc9b-494e-acdd-41493244bec8']",22,,,,,,,,,,,,,,,Senegal,787,00:34:22.415,Pass,
,,,,,,,,,,,,,,,,,1.151127,,,,,,,,,,,f7169379-0b4e-45ef-b654-b053688ef0af,1391,,"[101.8, 5.2]",3869118,34,,,,,-0.33394507,,Right Foot,,,"[106.7, 3.5]",,Ground Pass,,5.186521,,,,,Ismail Jakobs,32915.0,,,,,1,Regular Play,Ismaïla Sarr,2941.0,Left Wing,55,Senegal,787,['fa3bf48b-ccd1-403d-9a5f-b78ac7ffb1f8'],30,,,,,,,,,,,,,,,Senegal,787,00:34:30.069,Pass,
,,,,,,,,,,,,,,,,,0.760422,,,,,,,,,,,bb19aea1-b680-4b95-88dd-6c985aa53d95,1398,,"[116.6, 7.1]",3869118,34,,,,,1.6364912,,Left Foot,,,"[115.1, 29.9]",,High Pass,,22.849289,,,Incomplete,,,,,,,,1,Regular Play,Ismail Jakobs,32915.0,Left Back,55,Senegal,787,['c80578c2-8978-4f7a-a93f-3f22d8aa5db4'],34,,,,,,,,,,,,,,,Senegal,787,00:34:34.944,Pass,
,,,,,,,,,,,,,,,,,0.135591,,,,,,,,,,,611dffce-faa1-4be1-8731-83f017af6005,1400,,"[109.3, 16.0]",3869118,34,,,,,-2.9078496,,Head,,,"[107.2, 15.5]",,Low Pass,,2.1587033,,,Incomplete,,,,,,,Recovery,1,Regular Play,Ismail Jakobs,32915.0,Left Back,55,Senegal,787,['5cc03c06-813e-483e-916a-2dc02177b8bf'],38,,,,,,,,,,,,,,,Senegal,787,00:34:38.007,Pass,
,,,,,,,,,,,,,,,,,0.855775,,,,,,,,,,,c887dc7a-8b13-4eb1-93a2-9fa17b29a6c1,1402,,"[117.2, 0.1]",3869118,34,,,,,2.7038014,,,,,"[107.8, 4.5]",,Low Pass,,10.378824,,,,,Ismaïla Sarr,2941.0,,,,Throw-in,1,From Throw In,Ismail Jakobs,32915.0,Left Back,56,Senegal,787,['a4e36323-c11f-44bd-9db2-c6c7177f176c'],54,,,,,,,,,,,,,,,Senegal,787,00:34:54.095,Pass,
,,,,,,,,,,,,,,,,,0.303173,,,,,,,,,,,5907d55d-b4c0-464a-8dcd-9d64afca3857,1406,,"[12.9, 75.1]",3869118,34,,,,,-0.7419473,,Right Foot,,,"[17.7, 70.7]",,Ground Pass,,6.511528,,,,,Bukayo Saka,22084.0,,,,Recovery,1,Regular Play,Jordan Brian Henderson,3532.0,Right Center Midfield,57,England,768,['0b5a47f9-6826-4420-85b5-ec1eac080307'],55,,,,,,,,,,,,,,,England,768,00:34:55.811,Pass,
,,,,,,,,,,,,,,,,,0.750386,,,,,,,,,,,6151e1a3-0291-4c60-ac18-84eed7368417,1409,,"[17.2, 70.2]",3869118,34,,,,,-2.2974386,,Left Foot,,,"[11.6, 63.9]",,Ground Pass,,8.429116,,,,,Kyle Walker,3205.0,,,,,1,Regular Play,Bukayo Saka,22084.0,Right Wing,57,England,768,['303c0ded-c704-4b32-9685-06f333be7031'],56,,,,,,,,,,,,,,,England,768,00:34:56.882,Pass,
,,,,,,,,,,,,,,,,,4.129053,,,,,,,,,,,f4dee576-369b-46f2-a045-d9957df4cb1d,1413,,"[11.7, 63.9]",3869118,34,,,,,-0.1415408,,Right Foot,,,"[51.0, 58.3]",,High Pass,,39.696976,,,,,Harry Kane,10955.0,,,,,1,Regular Play,Kyle Walker,3205.0,Right Back,57,England,768,"['0ef74929-00cf-4457-90e2-05e1178f3371', 'a7c5cf8e-e78a-4f4d-bb0f-7cddb578fd8c']",57,,,,,,,,,,,,,,,England,768,00:34:57.783,Pass,True
,,,,,,,,,,,,,,,,,0.209602,,,,,,,,,,,9e7eed06-d57c-4995-a0bf-481df6141cc4,1417,,"[49.9, 51.3]",3869118,35,,,,,-0.9944211,,Left Foot,,,"[52.5, 47.3]",,High Pass,,4.7707443,,,Incomplete,,,,,,,,1,Regular Play,Harry Kane,10955.0,Center Forward,57,England,768,['00405c9f-dc8d-44d1-b617-fea6abe945e9'],5,,,,,,,,,,,,,,,England,768,00:35:05.498,Pass,
,,,,,,,,,,,,,,,,,1.082341,,,,,,,,,,,d89b89d9-672f-4788-bb6e-508273309d7f,1419,,"[56.0, 58.0]",3869118,35,,,,,-0.85480523,,Left Foot,,,"[64.7, 48.0]",,Low Pass,,13.25481,,,,,Jude Bellingham,30714.0,,,,Recovery,1,Regular Play,Bukayo Saka,22084.0,Right Wing,57,England,768,['5a9ed05e-a5ca-4640-a343-3d84f67ae49a'],7,,,,,,,,,,,,,,,England,768,00:35:07.028,Pass,
,,,,,,,,,,,,,,,,,1.599999,,,,,,,,,,,6b48dbbc-8447-494e-a8e3-283cf13042cd,1422,,"[63.1, 49.1]",3869118,35,,,,,2.3355079,,Right Foot,,,"[56.0, 56.5]",,Ground Pass,,10.255242,,,,,Harry Kane,10955.0,,,,,1,Regular Play,Jude Bellingham,30714.0,Left Center Midfield,57,England,768,['0aa47d22-332d-4e4a-964b-c0d55bb5dc63'],8,,,,,,,,,,,,,,,England,768,00:35:08.980,Pass,
,,,,,,,,,,,,,,,,,2.18618,,,,,,,,,,,271673f6-10a0-4d56-85e4-3b869a087979,1426,,"[58.8, 56.9]",3869118,35,,,,,-1.2848703,,Right Foot,,,"[71.5, 13.7]",,High Pass,,45.028103,,,,,Luke Shaw,3382.0,,True,,,1,Regular Play,Harry Kane,10955.0,Center Forward,57,England,768,"['2ccfd48d-fb3d-433d-877a-b0fef661f1fb', 'e1eb0743-14ba-4374-89b4-64e2aa357346']",11,,,,,,,,,,,,,,,England,768,00:35:11.243,Pass,True
,,,,,,,,,,,,,,,,,0.873568,,,,,,,,,,,839cd6d3-e58d-4d68-b5c9-a08abfecf846,1429,,"[75.3, 11.1]",3869118,35,,,,,0.5984189,,Left Foot,,,"[86.3, 18.6]",,Ground Pass,,13.313527,,,,,Philip Foden,4354.0,,,,,1,Regular Play,Luke Shaw,3382.0,Left Back,57,England,768,['12d545f3-e0ed-4838-b71a-902a4f097d23'],15,,,,,,,,,,,,,,,England,768,00:35:15.185,Pass,
,,,,,,,,,,,,,,,,,0.862072,,,,,,,,,,,ae86691b-898a-4dab-afd1-f402b702d13a,1441,,"[86.7, 11.1]",3869118,35,,,,,-1.2090671,,Left Foot,,,"[89.5, 3.7]",,Ground Pass,,7.9120164,,,,,Luke Shaw,3382.0,,,,,1,Regular Play,Philip Foden,4354.0,Left Wing,57,England,768,['44219e52-da48-45dc-ab08-9b702a081f6e'],19,,,,,,,,,,,,,,,England,768,00:35:19.022,Pass,
,,,,,,,,,,,,,,,,,0.998674,,,,,,,,,,,bc955ba4-a3ef-4081-ad1f-3c02d501f86e,1444,,"[88.0, 3.7]",3869118,35,,,,,1.0146301,,Left Foot,,,"[92.6, 11.1]",,Ground Pass,,8.713208,,,,,Jude Bellingham,30714.0,,,,,1,Regular Play,Luke Shaw,3382.0,Left Back,57,England,768,['1ff56f2e-0fc6-4cce-823b-5a6459d5342a'],22,,,,,,,,,,,,,,,England,768,00:35:22.464,Pass,
,,,,,,,,,,,,,,,,,0.346654,,,,,,,,,,,ea2f2c6c-4e19-4e3d-bf5a-02f1946d4d54,1448,,"[93.6, 8.9]",3869118,35,,,,,-1.4749372,,Right Foot,,,"[94.1, 3.7]",,Ground Pass,,5.2239833,,,,,Philip Foden,4354.0,,,,,1,Regular Play,Jude Bellingham,30714.0,Left Center Midfield,57,England,768,"['7ac081df-4ef1-4c48-ae1b-349d0d7ec7e7', 'fc0087b5-addc-4d9e-9243-be03032f9726']",24,,,,,,,,,,,,,,,England,768,00:35:24.541,Pass,True
,,,,,,,,,,,,,,,,,1.285623,,,,,,,,,,,2a20202f-0e75-4fed-a0dd-89d44abec811,1451,,"[94.7, 3.3]",3869118,35,,,,,2.9912212,,Left Foot,,,"[84.8, 4.8]",,Ground Pass,,10.012992,,,,,Luke Shaw,3382.0,,,,,1,Regular Play,Philip Foden,4354.0,Left Wing,57,England,768,['b0589328-562b-4d6e-854f-0ed9169eae24'],24,,,,,,,,,,,,,,,England,768,00:35:24.959,Pass,
,,,,,,,,,,,,,,,,,1.288082,,,,,,,,,,,bae53dfb-c657-4c9c-b1b5-9c3f1c6ae3fe,1454,,"[84.8, 4.8]",3869118,35,,,,,2.5688393,,Left Foot,,,"[74.1, 11.7]",,Ground Pass,,12.73185,,,,,Declan Rice,3943.0,,,,,1,Regular Play,Luke Shaw,3382.0,Left Back,57,England,768,['d4acf013-d556-4a14-bdfb-626614a5d12d'],27,,,,,,,,,,,,,,,England,768,00:35:27.235,Pass,
,,,,,,,,,,,,,,,,,1.700712,,,,,,,,,,,5b99b416-bed3-4371-87a0-76820dc5441a,1457,,"[72.5, 16.6]",3869118,35,,,,,2.193621,,Left Foot,,,"[64.6, 27.6]",,Ground Pass,,13.542894,,,,,Harry Maguire,3336.0,,,,,1,Regular Play,Declan Rice,3943.0,Center Defensive Midfield,57,England,768,['dc599a2b-6176-4b74-8d1c-a4d7c7b41247'],30,,,,,,,,,,,,,,,England,768,00:35:30.186,Pass,
,,,,,,,,,,,,,,,,,1.607317,,,,,,,,,,,e1d9ad85-5097-4bd6-8b8c-02016401b61f,1460,,"[67.6, 31.2]",3869118,35,,,,,2.0036054,,Left Foot,,,"[60.3, 47.0]",,Ground Pass,,17.404884,,,,,John Stones,3244.0,,,,,1,Regular Play,Harry Maguire,3336.0,Left Center Back,57,England,768,['1d9adfc5-dc01-4616-98d5-fb5437a1f0e7'],33,,,,,,,,,,,,,,,England,768,00:35:33.784,Pass,
,,,,,,,,,,,,,,,,,1.203886,,,,,,,,,,,f6602bc3-d1bd-406e-8e75-d9059bceb760,1463,,"[61.1, 49.1]",3869118,35,,,,,1.0149255,,Right Foot,,,"[65.2, 55.7]",,Ground Pass,,7.7698135,,,,,Kyle Walker,3205.0,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,57,England,768,['8a592508-8078-47e1-a5cc-2f9f849db98d'],35,,,,,,,,,,,,,,,England,768,00:35:35.589,Pass,
,,,,,,,,,,,,,,,,,1.449025,,,,,,,,,,,7233bc0f-7bd9-440a-8259-6be93f0bc60a,1466,,"[64.6, 67.1]",3869118,35,,,,,0.0,,Right Foot,,,"[96.8, 67.1]",,High Pass,,32.2,,,Incomplete,,Bukayo Saka,22084.0,,,,,1,Regular Play,Kyle Walker,3205.0,Right Back,57,England,768,"['8f4fce82-4c7e-4818-897e-9a6f229aceca', 'de2677d0-0c33-431c-bce5-ab43a7bb2606']",38,,,,,,,,,,,,,,,England,768,00:35:38.294,Pass,
,,,,,,,,,,,True,,,,,,1.435451,,,,,,,,,,,de2677d0-0c33-431c-bce5-ab43a7bb2606,1468,,"[23.3, 13.0]",3869118,35,,,,,0.016459418,,Head,,,"[47.6, 13.4]",,High Pass,,24.303291,,,,,Ismaïla Sarr,2941.0,,,,Interception,1,From Counter,Ismail Jakobs,32915.0,Left Back,58,Senegal,787,"['5b104658-b6d2-4c7b-b543-1584c889c5e1', '7233bc0f-7bd9-440a-8259-6be93f0bc60a']",39,,,,,,,,,,,,,,,Senegal,787,00:35:39.743,Pass,
,,,,,,,,,,,,,,,,,1.243826,,,,,,,,,,,ffcfbf34-6ec0-43ae-9465-33a8a3941789,1478,,"[85.9, 13.0]",3869118,36,,,,,0.84699416,,Left Foot,True,,"[107.2, 37.1]",,High Pass,,32.163643,,,Incomplete,,,,,,,Free Kick,1,From Free Kick,Ismail Jakobs,32915.0,Left Back,59,Senegal,787,['73e5c069-79c0-4542-94b5-68748695a8f4'],56,,,,,,,,,,,,,,,Senegal,787,00:36:56.393,Pass,
,,,,,,,,,,,,,,,,,1.056856,,,,,,,,,,,a307ac78-293e-4d53-b55a-04a5cad364f4,1482,,"[83.5, 57.4]",3869118,37,,,,,0.0,,Right Foot,,,"[100.1, 57.4]",,Ground Pass,,16.6,,,,,Iliman Ndiaye,80484.0,,,,,1,From Free Kick,Youssouf Sabaly,3404.0,Right Back,59,Senegal,787,['4bc57702-4a13-4b8c-8e93-1162fd190f62'],1,,,,,,,,,,,,,,,Senegal,787,00:37:01.431,Pass,
,,,,,,,,,,,,,,,,,2.124839,,,,,,,,,,,94fce738-14a1-4793-9e08-a15cd7a8eaee,1486,,"[90.2, 58.0]",3869118,37,,,,,-3.1026514,,Right Foot,,,"[74.8, 57.4]",,Ground Pass,,15.411684,,,,,Nampalys Mendy,4506.0,,,,,1,From Free Kick,Iliman Ndiaye,80484.0,Center Attacking Midfield,59,Senegal,787,['902fce34-358b-40af-99d2-d1a27b2ee4d4'],9,,,,,,,,,,,,,,,Senegal,787,00:37:09.385,Pass,
,,,,,,,,,,,,,,,,,1.890889,,,,,,,,,,,4998259e-e14d-4c2a-8280-71e75eb2ae3e,1488,,"[74.6, 57.4]",3869118,37,,,,,-1.7999033,,Right Foot,,,"[68.7, 32.1]",,Ground Pass,,25.978838,,,,,Krépin Diatta,20758.0,,,,,1,From Free Kick,Nampalys Mendy,4506.0,Left Defensive Midfield,59,Senegal,787,['b458fc2b-bf8e-4886-aef2-a3f1e1d11b68'],11,,,,,,,,,,,,,,,Senegal,787,00:37:11.510,Pass,
,,,,,,,,,,,,,,,,,0.816151,,,,,,,,,,,f2acd0de-77b7-44fa-b3c9-a964569ca119,1491,,"[88.5, 66.4]",3869118,37,,,,,0.11444031,,Right Foot,,,"[97.2, 67.4]",,Ground Pass,,8.757282,,,,,Iliman Ndiaye,80484.0,,,,,1,From Free Kick,Krépin Diatta,20758.0,Right Wing,59,Senegal,787,['83f8fd3a-cfe8-4ada-a185-859113085595'],21,,,,,,,,,,,,,,,Senegal,787,00:37:21.211,Pass,
,,,,,,,,,,,,,,,,,2.329831,,,,,,,,,,,3d9e4ee6-7b8b-4f76-b314-5341e7049f84,1494,,"[98.0, 67.5]",3869118,37,,,,,-0.51325226,,Right Foot,,,"[120.0, 55.1]",,Ground Pass,,25.25391,,,Out,,Krépin Diatta,20758.0,,,,,1,From Free Kick,Iliman Ndiaye,80484.0,Center Attacking Midfield,59,Senegal,787,['2583cd6e-cfbf-422c-9cc2-f26b8fdef0e8'],23,,,,,,,,,,,,,,,Senegal,787,00:37:23.551,Pass,
,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,4a5eebd8-c92b-414f-8bd9-da370241a7d0,1496,,"[6.0, 36.0]",3869118,37,,True,,,0.15002696,,Right Foot,,,"[23.2, 38.6]",,Ground Pass,,17.395401,,,,,John Stones,3244.0,,,,Goal Kick,1,From Goal Kick,Jordan Pickford,3468.0,Goalkeeper,60,England,768,['dd041f80-8dad-4b94-94b4-7d2f14772aa2'],45,,,,,,,,,,,,,,,England,768,00:37:45.598,Pass,
,,,,,,,,,,,,,,,,,1.695741,,,,,,,,,,,cec795c9-1574-4a54-bfbf-69f125c90ee2,1498,,"[26.7, 37.0]",3869118,37,,,,,-1.227518,,Right Foot,,,"[35.6, 12.1]",,Ground Pass,,26.442768,,,,,Harry Maguire,3336.0,,,,,1,From Goal Kick,John Stones,3244.0,Right Center Back,60,England,768,['b7caff79-6c42-4c0f-ae47-5edc3d172a61'],48,,,,,,,,,,,,,,,England,768,00:37:48.203,Pass,
,,,,,,,,,,,,,,,,,1.027606,,,,,,,,,,,5016b955-5afe-4656-84ee-305c5373c94c,1501,,"[34.8, 9.4]",3869118,37,,,,,-0.6356888,,Right Foot,,,"[45.1, 1.8]",,Ground Pass,,12.80039,,,,,Luke Shaw,3382.0,,,,,1,From Goal Kick,Harry Maguire,3336.0,Left Center Back,60,England,768,['d1069c5f-fb05-492c-85df-16da42a0578d'],50,,,,,,,,,,,,,,,England,768,00:37:50.881,Pass,
,,,,,,,,,,,,,,,,,0.733298,,,,,,,,,,,8836c033-3942-4f9d-9b46-1e2b9b77c4b3,1504,,"[45.1, 0.3]",3869118,37,,,,,0.21373883,,Left Foot,,,"[58.0, 3.1]",,Ground Pass,,13.200378,,,,,Philip Foden,4354.0,,,,,1,From Goal Kick,Luke Shaw,3382.0,Left Back,60,England,768,['914f74a7-3eb4-4d21-8301-d44ec0a8c6ce'],52,,,,,,,,,,,,,,,England,768,00:37:52.630,Pass,
,,,,,,,,,,,,,,,,,1.145839,,,,,,,,,,,6187c952-cf74-4806-a05f-0ed232ff90f9,1508,,"[58.0, 2.8]",3869118,37,,,,,0.8136925,,Left Foot,,,"[68.3, 13.7]",,Ground Pass,,14.996666,,,,,Harry Kane,10955.0,,,,,1,From Goal Kick,Philip Foden,4354.0,Left Wing,60,England,768,"['8428580c-2b9b-4f48-bdf0-9b4416c62f61', 'b8addef8-ef50-42c4-8022-f136ee0cc573']",53,,,,,,,,,,,,,,,England,768,00:37:53.525,Pass,True
,,,,,,,,,,,,,,,,,1.784092,,,,,,,,,,,c555aa52-a7b0-41a3-aa89-8093cbb4cea5,1511,,"[71.9, 6.0]",3869118,37,,,,,0.46992695,,Right Foot,,,"[97.3, 18.9]",,Ground Pass,,28.488068,,,,,Jude Bellingham,30714.0,,,,,1,From Goal Kick,Harry Kane,10955.0,Center Forward,60,England,768,['cc12c88d-c527-465b-b2fc-292d957009d5'],56,,,,,,,,,,,,,,,England,768,00:37:56.642,Pass,
,,,,,,,,,,,,,,,,,0.825237,,,,,,,,,,,013e7531-156f-4234-8530-bbfb2d629efa,1514,,"[106.9, 21.3]",3869118,37,,,,,1.5289047,8dd1ce3c-8097-412a-9951-4939e15903f3,Left Foot,,,"[107.6, 38.0]",True,Ground Pass,,16.714664,,,,,Jordan Brian Henderson,3532.0,,,,,1,From Goal Kick,Jude Bellingham,30714.0,Left Center Midfield,60,England,768,['02bd524c-6ce0-4358-b021-173c5fcfc211'],59,,,,,,,,,,,,,,,England,768,00:37:59.885,Pass,
,,,,,,,,,,,,,,,,,2.509253,,,,,,,,,,,65bf2138-fc3d-46a6-885c-a0a49205c0cf,1518,,"[61.0, 40.1]",3869118,39,,True,,,-3.081321,,Right Foot,,,"[49.4, 39.4]",,Ground Pass,,11.621101,,,,,Pathé Ismaël Ciss,31751.0,,,,Kick Off,1,From Kick Off,Iliman Ndiaye,80484.0,Center Attacking Midfield,61,Senegal,787,['6bb4dff1-6af6-4ab0-840a-8f42022aa1ac'],27,,,,,,,,,,,,,,,Senegal,787,00:39:27.876,Pass,
,,,,,,,,,,,,,,,,,1.757631,,,,,,,,,,,06aebce3-4898-44bc-a207-b9fcd644989b,1520,,"[48.6, 40.3]",3869118,39,,True,,,-1.5367669,,Right Foot,,,"[49.4, 16.8]",,Ground Pass,,23.513613,,,,,Nampalys Mendy,4506.0,,,,,1,From Kick Off,Pathé Ismaël Ciss,31751.0,Right Defensive Midfield,61,Senegal,787,['e97efe2b-c35b-47a3-8282-326445e0ffc2'],31,,,,,,,,,,,,,,,Senegal,787,00:39:31.645,Pass,
