50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.89188,,,,,,,,,,,,,0e9b86b9-d539-4b02-a073-c46f6d44dba8,3038,,"[107.4, 80.0]",3857286,88,,,,-1.8468933,,,,,"[104.0, 68.0]",,Low Pass,,12.472369,,,Gonzalo Jordy Plata Jiménez,31152.0,,,,,Throw-in,2,From Throw In,Angelo Smit Preciado Quiñónez,37737.0,Right Back,146,Ecuador,3565,['4c927274-91f8-443d-b6cd-7dbe2e4d1efc'],48,,,,,,,,,,,,,,,,,Ecuador,3565,00:43:48.086,Pass,
,,,,,,,,,,,,,,,,0.637979,,,,,,,,,,,,,77911ced-9d2b-4043-a680-f9a77a925d6d,3052,,"[62.1, 0.1]",3857286,90,True,,,0.66963893,,,,,"[71.7, 7.7]",,Low Pass,,12.244183,,,Mohammed Muntari,124901.0,,,,,Throw-in,2,From Throw In,Homam Alamin Ahmed,124900.0,Left Wing Back,148,Qatar,3566,['2b79bfaa-abd9-4f62-853e-b4123b6dd949'],2,,,,,,,,,,,,,,,,,Qatar,3566,00:45:02.134,Pass,
,,,,,,,,,,,,,,,,0.898115,,,,,,,,,,,,,a1c12e4d-7a5f-4c2b-9c10-ba3afd3db2db,3054,,"[71.7, 7.7]",3857286,90,,,,-2.8394475,,Right Foot,,,"[64.0, 5.3]",,Ground Pass,,8.065358,,,Homam Alamin Ahmed,124900.0,,,,,,2,From Throw In,Mohammed Muntari,124901.0,Right Center Forward,148,Qatar,3566,['eb7e31ab-b2de-439b-a15a-e91b8bcffe7e'],2,,,,,,,,,,,,,,,,,Qatar,3566,00:45:02.913,Pass,
,,,,,,,,,,,,,,,,0.779035,,,,,,,,,,,,,50251858-18f6-42f0-82d8-51d543755923,3068,,"[78.3, 0.1]",3857286,90,,,,1.4261819,,,,,"[79.8, 10.4]",,Low Pass,,10.40865,,,Mohammed Muntari,124901.0,,,,,Throw-in,2,From Throw In,Homam Alamin Ahmed,124900.0,Left Wing Back,149,Qatar,3566,['1114c462-761d-4d67-abf4-d7cca1d433ac'],22,,,,,,,,,,,,,,,,,Qatar,3566,00:45:22.641,Pass,
,,,,,,,,,,,,,,,,0.668765,,,,,,,,,,,,,a2176105-e2e2-43af-a27b-83faa2059802,3071,,"[79.8, 9.2]",3857286,90,,,,-2.0451963,,Right Foot,,,"[77.9, 5.5]",,Ground Pass,,4.159327,,,Homam Alamin Ahmed,124900.0,,,,,,2,From Throw In,Mohammed Muntari,124901.0,Right Center Forward,149,Qatar,3566,['8abdea34-7c65-4085-bbff-b2ab37fab68c'],23,,,,,,,,,,,,,,,,,Qatar,3566,00:45:23.605,Pass,
,,,,,,,,,,,,,,,,1.913351,,,,,,,,,,,,,a4af8ec8-5ee1-4853-8f34-be59585a2185,3074,,"[77.9, 5.5]",3857286,90,,,,2.3994246,,Left Foot,,,"[57.4, 24.3]",,Ground Pass,,27.815283,,,Boualem Khoukhi,124493.0,,,,,,2,From Throw In,Homam Alamin Ahmed,124900.0,Left Wing Back,149,Qatar,3566,['d6b10dc6-6f9d-40c9-ae21-f41eea2ca9cd'],24,,,,,,,,,,,,,,,,,Qatar,3566,00:45:24.314,Pass,
,,,,,,,,,,,,,,,,1.686948,,,,,,,,,,,,,8d86ffa8-44f6-4c6d-8dbe-0a8b9bc0c2fc,3077,,"[56.7, 25.8]",3857286,90,,,,1.717501,,Right Foot,,,"[52.4, 54.9]",,Ground Pass,,29.415981,,,Bassam Hisham Al Rawi,124503.0,,,,,,2,From Throw In,Boualem Khoukhi,124493.0,Center Back,149,Qatar,3566,['7c0e4c07-4bc6-4eae-8c06-2f2eade8e4e5'],27,,,,,,,,,,,,,,,,,Qatar,3566,00:45:27.187,Pass,
,,,,,,,,,,,,,,,,2.946527,,,,,,,,,,,,,1693e4a7-a23a-489c-a4cd-41c7944bcedc,3080,,"[65.1, 55.8]",3857286,90,,,,-0.93319875,,Right Foot,,,"[101.4, 6.8]",,High Pass,,60.981064,,,Homam Alamin Ahmed,124900.0,,True,,,,2,From Throw In,Bassam Hisham Al Rawi,124503.0,Right Center Back,149,Qatar,3566,['314d17d1-a9ae-486d-8123-76d25d1231c4'],31,,,,,,,,,,,,,,,,,Qatar,3566,00:45:31.127,Pass,
,,,,,,,,,,,,,,,,1.354623,,,,,,,,,,,,,f15325ab-129a-4868-8998-45ade671b255,3084,,"[101.9, 7.2]",3857286,90,,,,2.6821644,,Left Foot,,,"[92.4, 11.9]",,Low Pass,,10.599056,,,Mohammed Waed Abdulwahhab Al Bayati,124909.0,,,,,,2,From Throw In,Homam Alamin Ahmed,124900.0,Left Wing Back,149,Qatar,3566,['621bf24a-a5c0-471e-a546-adae84c0dbd7'],35,,,,,,,,,,,,,,,,,Qatar,3566,00:45:35.223,Pass,
,,,,,,,,,,,,,,,,0.915174,,,,,,,,,,,,,2cdf12fe-f009-4b74-8134-2479697113ae,3091,,"[13.7, 74.4]",3857286,90,,,,-1.0714496,,Left Foot,,,"[18.5, 65.6]",,Ground Pass,,10.023972,,,Alan Steven Franco Palma,37945.0,,,,,,2,Regular Play,Gonzalo Jordy Plata Jiménez,31152.0,Right Wing,150,Ecuador,3565,['573b3fdb-c26d-40f7-a1dd-6b0d7617c147'],44,,,,,,,,,,,,,,,,,Ecuador,3565,00:45:44.312,Pass,
,,,,,,,,,,,,,,,,1.211608,,,,,,,,,,,,,07a50c80-76db-46ba-bbaf-0dc95b9bbb87,3094,,"[20.6, 64.1]",3857286,90,,,,0.22615243,,Right Foot,,,"[31.9, 66.7]",,Ground Pass,,11.595258,,,José Adoni Cifuentes Charcopa,36148.0,,,,,,2,Regular Play,Alan Steven Franco Palma,37945.0,Left Defensive Midfield,150,Ecuador,3565,['9f8e7d8b-46e4-46aa-95d2-95d3f9ea7367'],46,,,,,,,,,,,,,,,,,Ecuador,3565,00:45:46.113,Pass,
,,,,,,,,,,,,,,,,0.845321,,,,,,,,,,,,,e1e560d8-d681-4b50-b86f-b5014c53862b,3103,,"[75.5, 11.9]",3857286,90,,,,1.8127168,,Left Foot,,,"[71.7, 27.3]",,Ground Pass,,15.861904,,,Karim Boudiaf,124492.0,,,,,,2,Regular Play,Abdelkarim Hassan Al Haj Fadlalla,124494.0,Left Center Back,151,Qatar,3566,"['5f96251a-9cca-4f43-af81-32b146e946d2', '6c92dcba-4910-48b9-9bcb-e053c46dcbff']",51,,,,,,,,,,,,,,,,,Qatar,3566,00:45:51.230,Pass,True
,,,,,,,,,,,,,,,,1.195101,,,,,,,,,,,,,d703eda8-78dd-4d7c-9725-c9adbdd9f8c1,3106,,"[68.3, 34.0]",3857286,90,,,,0.56002486,,Right Foot,,,"[80.9, 41.9]",,Ground Pass,,14.871785,,,Abdulaziz Hatem Mohammed Abdullah,124514.0,,,,,,2,Regular Play,Karim Boudiaf,124492.0,Center Defensive Midfield,151,Qatar,3566,['fdd4b301-b72d-41e9-ac86-3a37dbe29202'],53,,,,,,,,,,,,,,,,,Qatar,3566,00:45:53.806,Pass,
,,,,,,,,,,,,,,,,0.583581,,,,,,,,,,,,,ff943a43-e8c5-49c7-baa6-77f101d8a61d,3109,,"[79.6, 45.9]",3857286,90,,,,1.0569516,,Left Foot,,,"[88.8, 62.2]",,Ground Pass,,18.717104,,,Akram Hassan Afif,40784.0,,,,,,2,Regular Play,Abdulaziz Hatem Mohammed Abdullah,124514.0,Right Center Midfield,151,Qatar,3566,['9817f441-ebb3-42cb-a29d-5131e9c6f809'],57,,,,,,,,,,,,,,,,,Qatar,3566,00:45:57.535,Pass,
,,,,,,,,,,,,,,,,0.51744,,,,,,,,,,,,,3762ca49-81bd-4a83-95a8-382950905754,3112,,"[88.0, 61.8]",3857286,90,,,,-2.2910693,,Right Foot,,,"[83.7, 56.9]",,Ground Pass,,6.519202,,,Abdulaziz Hatem Mohammed Abdullah,124514.0,,,,,,2,Regular Play,Akram Hassan Afif,40784.0,Left Center Forward,151,Qatar,3566,['47e98dfc-0183-4783-b98d-c58ddb1982ba'],58,,,,,,,,,,,,,,,,,Qatar,3566,00:45:58.971,Pass,
,,,,,,,,,,,,,,,,0.854548,,,,,,,,,,,,,2cbc2f72-cffd-4e22-a7d8-74a10d5fb00f,3116,,"[86.2, 62.4]",3857286,91,,,,1.9477056,,Left Foot,,,"[82.4, 72.0]",,Ground Pass,,10.324728,,,Akram Hassan Afif,40784.0,,,,,,2,Regular Play,Abdulaziz Hatem Mohammed Abdullah,124514.0,Right Center Midfield,151,Qatar,3566,['2b7b665f-e95f-4a36-85da-0c6adb3410ea'],1,,,,,,,,,,,,,,,,,Qatar,3566,00:46:01.463,Pass,
,,,,,,,,,,,,,,,,1.412754,,,,,,,,,,,,,c2410a0d-0d0c-40f0-938e-1440123ad841,3119,,"[82.4, 71.8]",3857286,91,,,,0.27518925,,Right Foot,,,"[90.9, 74.2]",,Ground Pass,,8.832327,,,Abdulaziz Hatem Mohammed Abdullah,124514.0,,,,,,2,Regular Play,Akram Hassan Afif,40784.0,Left Center Forward,151,Qatar,3566,['db11123e-5906-4ef0-8d6f-bea84be7a3e9'],2,,,,,,,,,,,,,,,,,Qatar,3566,00:46:02.397,Pass,
,,,,,,,,,,,,,,,,0.577439,,,,,,,,,,,,,1a021e5c-464b-4553-9cb3-6259415266bf,3124,,"[88.2, 77.4]",3857286,91,,,,-3.053216,,Right Foot,,,"[80.3, 76.7]",,Ground Pass,,7.930952,,,Akram Hassan Afif,40784.0,,,,,,2,Regular Play,Abdulaziz Hatem Mohammed Abdullah,124514.0,Right Center Midfield,151,Qatar,3566,"['81ee2725-c7a6-4f3a-8cc5-4304bc2cdbcb', 'f509cc91-b1b4-4bb4-b680-41f9b4260416']",5,,,,,,,,,,,,,,,,,Qatar,3566,00:46:05.167,Pass,True
,,,,,,,,,,,,,,,,0.833114,,,,,,,,,,,,,00dddbf7-3340-4360-9d8f-17ef7d5cf2ef,3136,,"[58.0, 33.1]",3857286,91,,,,1.9124118,,Right Foot,,,"[54.8, 42.1]",,Ground Pass,,9.551963,,,Alan Steven Franco Palma,37945.0,,,,,,2,Regular Play,Jeremy Leonel Sarmiento Morante,40211.0,Left Wing,152,Ecuador,3565,['be376ed1-b726-4bec-a96f-b25ac556133f'],12,,,,,,,,,,,,,,,,,Ecuador,3565,00:46:12.524,Pass,
,,,,,,,,,,,,,,,,0.641483,,,,,,,,,,,,,9c0e9308-8cc0-443b-b080-7746e559f511,3139,,"[56.1, 42.5]",3857286,91,,,,0.96441346,,Right Foot,,,"[60.4, 48.7]",,Ground Pass,,7.545197,,,Gonzalo Jordy Plata Jiménez,31152.0,,,,,,2,Regular Play,Alan Steven Franco Palma,37945.0,Left Defensive Midfield,152,Ecuador,3565,['1589544d-7bae-4c9d-a901-fd8670b291b3'],14,,,,,,,,,,,,,,,,,Ecuador,3565,00:46:14.107,Pass,
,,,,,,,,,,,,,,,,0.593493,,,,,,,,,,,,,485141c8-c72a-4637-8890-cd1b633f0c2d,3141,,"[60.4, 48.3]",3857286,91,,,,-2.2027705,,Left Foot,,,"[56.3, 42.7]",,Ground Pass,,6.940461,,,Alan Steven Franco Palma,37945.0,,,,,,2,Regular Play,Gonzalo Jordy Plata Jiménez,31152.0,Right Wing,152,Ecuador,3565,['ee3ab52d-5dbb-4ffb-921c-a769024e80d9'],14,,,,,,,,,,,,,,,,,Ecuador,3565,00:46:14.748,Pass,
,,,,,,,,,,,,,,,,1.026987,,,,,,,,,,,,,b79cd062-5b86-457b-9303-99d42d0b7f2a,3144,,"[55.9, 35.4]",3857286,91,,,,-2.609383,,Right Foot,,,"[46.9, 30.1]",,Ground Pass,,10.444615,,,Piero Martín Hincapié Reyna,38004.0,,,,,,2,Regular Play,Alan Steven Franco Palma,37945.0,Left Defensive Midfield,152,Ecuador,3565,['a3ace212-8a13-4c36-8ad5-97a14f9b4c8c'],17,,,,,,,,,,,,,,,,,Ecuador,3565,00:46:17.778,Pass,
,,,,,,,,,,,,,,,,1.002753,,,,,,,,,,,,,5e014fd2-702d-44e0-aebd-2c121dd57c1e,3147,,"[48.4, 31.8]",3857286,91,,,,1.6751775,,Left Foot,,,"[47.3, 42.3]",,Ground Pass,,10.557462,,,Felix Eduardo Torres Caicedo,30111.0,,,,,,2,Regular Play,Piero Martín Hincapié Reyna,38004.0,Left Center Back,152,Ecuador,3565,['97c1e6df-d653-45a2-9e70-2c567bda1e54'],19,,,,,,,,,,,,,,,,,Ecuador,3565,00:46:19.748,Pass,
,,,,,,,,,,,,,,,,1.076769,,,,,,,,,,,,,705a51f0-a326-4f99-a003-fac1657d145d,3150,,"[48.0, 45.3]",3857286,91,,,,-0.87985307,,Right Foot,,,"[52.3, 40.1]",,Ground Pass,,6.747592,,,Jhegson Sebastián Méndez Carabalí,23830.0,,,,,,2,Regular Play,Felix Eduardo Torres Caicedo,30111.0,Right Center Back,152,Ecuador,3565,['c485086b-d873-4515-b219-bf0eb22d2eed'],21,,,,,,,,,,,,,,,,,Ecuador,3565,00:46:21.528,Pass,
,,,,,,,,,,,,,,,,1.296069,,,,,,,,,,,,,7e5ac782-d15b-4bfd-857e-055bd8eeae8b,3153,,"[51.6, 44.6]",3857286,91,,,,2.5287724,,Right Foot,,,"[45.2, 49.1]",,Ground Pass,,7.823682,,,Felix Eduardo Torres Caicedo,30111.0,,,,,,2,Regular Play,Jhegson Sebastián Méndez Carabalí,23830.0,Right Defensive Midfield,152,Ecuador,3565,['16a96415-5269-4007-9f0d-d348692eaf63'],23,,,,,,,,,,,,,,,,,Ecuador,3565,00:46:23.071,Pass,
,,,,,,,,,,,,,,,,0.995196,,,,,,,,,,,,,3154f3f7-295d-4cea-8483-2b9ae55600b5,3155,,"[45.0, 49.8]",3857286,91,,,,0.07604356,,Right Foot,,,"[55.5, 50.6]",,Ground Pass,,10.530432,,,Gonzalo Jordy Plata Jiménez,31152.0,,,,,,2,Regular Play,Felix Eduardo Torres Caicedo,30111.0,Right Center Back,152,Ecuador,3565,['2dfc4973-90d5-4641-a331-ebd1dcd7188b'],24,,,,,,,,,,,,,,,,,Ecuador,3565,00:46:24.367,Pass,
,,,,,,,,,,,,,,,,1.37691,,,,,,,,,,,,,d4023c4a-43b8-41dc-8249-6df55b95baa4,3158,,"[55.5, 50.6]",3857286,91,,,,-2.5730681,,Left Foot,,,"[41.1, 41.4]",,Ground Pass,,17.088007,,,Jhegson Sebastián Méndez Carabalí,23830.0,,,,,,2,Regular Play,Gonzalo Jordy Plata Jiménez,31152.0,Right Wing,152,Ecuador,3565,['69455aa4-9235-4ed4-91b6-a4e19def7753'],25,,,,,,,,,,,,,,,,,Ecuador,3565,00:46:25.402,Pass,
,,,,,,,,,,,,,,,,1.334956,,,,,,,,,,,,,0d1b19ab-dfac-4ee2-93f1-a8a2e50bdfa5,3161,,"[42.6, 41.2]",3857286,91,,,,-1.7910451,,Right Foot,,,"[38.1, 21.1]",,Ground Pass,,20.597572,,,Piero Martín Hincapié Reyna,38004.0,,,,,,2,Regular Play,Jhegson Sebastián Méndez Carabalí,23830.0,Right Defensive Midfield,152,Ecuador,3565,['f89ad9c4-75c8-4f71-9ec4-8830fbdc7b68'],27,,,,,,,,,,,,,,,,,Ecuador,3565,00:46:27.756,Pass,
,,,,,,,,,,,,,,,,1.224772,,,,,,,,,,,,,f815b4a9-ad0b-4764-9c17-bd96435b427e,3164,,"[40.1, 20.7]",3857286,91,,,,1.7804362,,Left Foot,,,"[38.1, 30.1]",,Ground Pass,,9.610411,,,Jhegson Sebastián Méndez Carabalí,23830.0,,,,,,2,Regular Play,Piero Martín Hincapié Reyna,38004.0,Left Center Back,152,Ecuador,3565,['125ed53c-1712-48aa-9969-95df3bceda45'],31,,,,,,,,,,,,,,,,,Ecuador,3565,00:46:31.091,Pass,
,,,,,,,,,,,,,,,,0.913102,,,,,,,,,,,,,8e0702a4-a08f-4171-8e45-515a29aadecc,3167,,"[38.8, 30.5]",3857286,91,,,,-0.07216363,,Right Foot,,,"[47.1, 29.9]",,Ground Pass,,8.321658,,,Gonzalo Jordy Plata Jiménez,31152.0,,,,,,2,Regular Play,Jhegson Sebastián Méndez Carabalí,23830.0,Right Defensive Midfield,152,Ecuador,3565,['bab54a91-8fda-4da1-a3a8-e08061d88e6d'],32,,,,,,,,,,,,,,,,,Ecuador,3565,00:46:32.776,Pass,
,,,,,,,,,,,,,,,,1.938189,,,,,,,,,,,,,e34854e4-0226-489e-a54d-8e51766907fb,3169,,"[47.1, 30.1]",3857286,91,,,,2.128957,,Right Foot,,,"[34.3, 50.6]",,Ground Pass,,24.167953,,,Felix Eduardo Torres Caicedo,30111.0,,,,,,2,Regular Play,Gonzalo Jordy Plata Jiménez,31152.0,Right Wing,152,Ecuador,3565,['cf755855-4a58-42b5-84b0-db113c8d9b92'],33,,,,,,,,,,,,,,,,,Ecuador,3565,00:46:33.689,Pass,
,,,,,,,,,,,,,,,,1.136125,,,,,,,,,,,,,3df69485-e760-40d5-9da4-616ee4ce2457,3171,,"[34.3, 50.6]",3857286,91,,,,-0.54404265,,Right Foot,,,"[42.4, 45.7]",,Ground Pass,,9.4667845,,,Jhegson Sebastián Méndez Carabalí,23830.0,,,,,,2,Regular Play,Felix Eduardo Torres Caicedo,30111.0,Right Center Back,152,Ecuador,3565,['13d5a719-9ff1-436b-a46d-f303f80f35a6'],35,,,,,,,,,,,,,,,,,Ecuador,3565,00:46:35.627,Pass,
,,,,,,,,,,,,,,,,0.773929,,,,,,,,,,,,,5bfa4648-7b9e-4687-9c4f-e23512d60d3c,3173,,"[42.4, 45.7]",3857286,91,,,,2.6521997,,Left Foot,,,"[33.2, 50.6]",,Ground Pass,,10.423532,,,Felix Eduardo Torres Caicedo,30111.0,,,,,,2,Regular Play,Jhegson Sebastián Méndez Carabalí,23830.0,Right Defensive Midfield,152,Ecuador,3565,['769d50fc-2c52-413e-a216-3b676166d10e'],36,,,,,,,,,,,,,,,,,Ecuador,3565,00:46:36.763,Pass,
,,,,,,,,,,,,,,,,1.298459,,,,,,,,,,,,,a7326dcb-d983-4873-8d1d-ed3376412a76,3176,,"[33.6, 55.5]",3857286,91,,,,1.2032374,,Right Foot,,,"[40.3, 72.9]",,Ground Pass,,18.645374,,,Angelo Smit Preciado Quiñónez,37737.0,,,,,,2,Regular Play,Felix Eduardo Torres Caicedo,30111.0,Right Center Back,152,Ecuador,3565,['b56d3cf0-8182-4676-b6e4-d4e06e833292'],38,,,,,,,,,,,,,,,,,Ecuador,3565,00:46:38.957,Pass,
,,,,,,,,,,,,,,,,1.53217,,,,,,,,,,,,,9b5057e0-425b-41a2-b819-a2b186f4b3e1,3179,,"[37.9, 66.5]",3857286,91,,,,-2.6243832,,Right Foot,,,"[21.2, 57.0]",,Ground Pass,,19.213017,,,Felix Eduardo Torres Caicedo,30111.0,,,,,,2,Regular Play,Angelo Smit Preciado Quiñónez,37737.0,Right Back,152,Ecuador,3565,['363daf1b-ff06-41e7-8243-c511126fab78'],41,,,,,,,,,,,,,,,,,Ecuador,3565,00:46:41.701,Pass,
,,,,,,,,,,,,,,,,1.589652,,,,,,,,,,,,,f646bdc9-1336-4228-addc-f4a50b26a560,3183,,"[25.5, 62.6]",3857286,91,,,,-0.018459441,,Right Foot,,,"[58.0, 62.0]",,High Pass,,32.50554,Incomplete,,,,,,,,,2,Regular Play,Felix Eduardo Torres Caicedo,30111.0,Right Center Back,152,Ecuador,3565,['4b25d9c3-2a4e-4241-aa35-8168846a5e89'],44,,,,,,,,,,,,,,,,,Ecuador,3565,00:46:44.522,Pass,
,,,,,,,,,,,,,,,,1.398824,,,,,,,,,,,,,4b25d9c3-2a4e-4241-aa35-8168846a5e89,3184,,"[62.1, 18.1]",3857286,91,,,,0.2536741,,Left Foot,,,"[83.7, 23.7]",,High Pass,,22.314121,Incomplete,,,,,,,,Recovery,2,Regular Play,Homam Alamin Ahmed,124900.0,Left Wing Back,152,Ecuador,3565,"['6207304e-9f1b-4a32-9938-8f522e3fa8da', 'f646bdc9-1336-4228-addc-f4a50b26a560']",46,,,,,,,,,,,,,,,,,Qatar,3566,00:46:46.112,Pass,
,,,,,,,,,,,,,,,,1.066572,,,,,,,,,,,,,802987fd-40bd-4221-bdb7-b81667351660,3187,,"[38.1, 58.5]",3857286,91,,,,0.104457125,,Right Foot,,,"[50.5, 59.8]",,Ground Pass,,12.467959,,,José Adoni Cifuentes Charcopa,36148.0,,,,,,2,Regular Play,Jhegson Sebastián Méndez Carabalí,23830.0,Right Defensive Midfield,152,Ecuador,3565,['a4c55d3e-a3bb-4ce0-a529-bb9d7528570b'],49,,,,,,,,,,,,,,,,,Ecuador,3565,00:46:49.063,Pass,
,,,,,,,,,,,,,,,,1.015065,,,,,,,,,,,,,48080200-ce14-461a-99c7-3aa39d6f2339,3189,,"[51.6, 59.8]",3857286,91,,,,-2.7845626,,Right Foot,,,"[39.0, 55.1]",,Ground Pass,,13.448049,,,Jhegson Sebastián Méndez Carabalí,23830.0,,,,,,2,Regular Play,José Adoni Cifuentes Charcopa,36148.0,Center Attacking Midfield,152,Ecuador,3565,['053172cd-159e-48a5-8d02-3c4d077abc7d'],50,,,,,,,,,,,,,,,,,Ecuador,3565,00:46:50.130,Pass,
,,,,,,,,,,,,,,,,2.220615,,,,,,,,,,,,,c5709294-1a95-4de1-a6d6-38e231397d27,3192,,"[39.2, 53.8]",3857286,91,,,,-1.8530816,,Right Foot,,,"[29.6, 20.7]",,High Pass,,34.46404,,,Piero Martín Hincapié Reyna,38004.0,,,,,,2,Regular Play,Jhegson Sebastián Méndez Carabalí,23830.0,Right Defensive Midfield,152,Ecuador,3565,['1c4f3d62-4fa7-41b8-a3f2-929320d92c47'],52,,,,,,,,,,,,,,,,,Ecuador,3565,00:46:52.476,Pass,
,,,,,,,,,,,,,,,,1.616571,,,,,,,,,,,,,e68b178b-8f32-4fd7-9065-10a84dfe3f9a,3195,,"[13.3, 14.9]",3857286,91,,,,-0.66655785,,Left Foot,,,"[28.3, 3.1]",,Ground Pass,,19.085073,,,Pervis Josué Estupiñán Tenorio,24085.0,,,,,,2,Regular Play,Piero Martín Hincapié Reyna,38004.0,Left Center Back,152,Ecuador,3565,['9888db7c-d5d0-4b47-b187-977d68144305'],58,,,,,,,,,,,,,,,,,Ecuador,3565,00:46:58.256,Pass,
,,,,,,,,,,,,,,,,1.18981,,,,,,,,,,,,,cb1f7666-7a27-4170-a392-1ecb439e5f8d,3198,,"[28.1, 3.1]",3857286,92,,,,1.3699225,,Left Foot,,,"[32.6, 25.2]",,Low Pass,,22.553492,,,Jhegson Sebastián Méndez Carabalí,23830.0,,,,,,2,Regular Play,Pervis Josué Estupiñán Tenorio,24085.0,Left Back,152,Ecuador,3565,['82b7251b-7210-4fef-a6bf-122c273520b2'],0,,,,,,,,,,,,,,,,,Ecuador,3565,00:47:00.750,Pass,
,,,,,,,,,,,,,,,,1.015424,,,,,,,,,,,,,67bc61ae-eb94-4efd-8acd-030d0b13a88e,3201,,"[35.4, 28.4]",3857286,92,,,,0.7116406,,Right Foot,,,"[46.3, 37.8]",,Ground Pass,,14.393401,,,José Adoni Cifuentes Charcopa,36148.0,,,,,,2,Regular Play,Jhegson Sebastián Méndez Carabalí,23830.0,Right Defensive Midfield,152,Ecuador,3565,['a6dc6740-866b-4e2e-9396-14b0eef0191c'],3,,,,,,,,,,,,,,,,,Ecuador,3565,00:47:03.415,Pass,
,,,,,,,,,,,,,,,,0.99503,,,,,,,,,,,,,7f700ef2-855b-4a15-adef-a271bc9cc154,3203,,"[46.5, 37.8]",3857286,92,,,,-2.694989,,Right Foot,,,"[39.4, 34.4]",,Ground Pass,,7.8721027,,,Jhegson Sebastián Méndez Carabalí,23830.0,,,,,,2,Regular Play,José Adoni Cifuentes Charcopa,36148.0,Center Attacking Midfield,152,Ecuador,3565,['2410c900-9775-486a-9c79-fbdc6fbec73a'],4,,,,,,,,,,,,,,,,,Ecuador,3565,00:47:04.430,Pass,
,,,,,,,,,,,,,,,,2.046855,,,,,,,,,,,,,6f4bb11e-7449-4759-9f4e-3c23044fa3ed,3205,,"[39.6, 34.4]",3857286,92,,,,1.6808759,,Right Foot,,,"[37.5, 53.4]",,Ground Pass,,19.1157,,,Felix Eduardo Torres Caicedo,30111.0,,,,,,2,Regular Play,Jhegson Sebastián Méndez Carabalí,23830.0,Right Defensive Midfield,152,Ecuador,3565,['65214c69-ff26-4ac7-9247-51447a8988b5'],5,,,,,,,,,,,,,,,,,Ecuador,3565,00:47:05.425,Pass,
,,,,,,,,,,,,,,,,1.425525,,,,,,,,,,,,,204338bd-9380-4af3-bdf2-e1efa2556f03,3208,,"[38.8, 58.3]",3857286,92,,,,-1.2904967,,Right Foot,,,"[40.7, 51.7]",,Ground Pass,,6.868042,,,Jhegson Sebastián Méndez Carabalí,23830.0,,,,,,2,Regular Play,Felix Eduardo Torres Caicedo,30111.0,Right Center Back,152,Ecuador,3565,['06565e89-143c-4806-bf2d-6390591edf73'],8,,,,,,,,,,,,,,,,,Ecuador,3565,00:47:08.876,Pass,
,,,,,,,,,,,,,,,,0.662079,,,,,,,,,,,,,82cddace-9a06-4245-9193-5a1cc94412f8,3211,,"[41.3, 48.7]",3857286,92,,,,-0.8145161,,Right Foot,,,"[46.3, 43.4]",,Ground Pass,,7.2862883,,,Alan Steven Franco Palma,37945.0,,,,,,2,Regular Play,Jhegson Sebastián Méndez Carabalí,23830.0,Right Defensive Midfield,152,Ecuador,3565,['3fa38546-219c-4eda-91dd-20f50e81ef27'],11,,,,,,,,,,,,,,,,,Ecuador,3565,00:47:11.431,Pass,
,,,,,,,,,,,,,,,,0.775058,,,,,,,,,,,,,e65faae0-16f3-4fa3-a9ee-72b0fcaf510c,3214,,"[47.3, 43.1]",3857286,92,,,,2.5234485,,Right Foot,,,"[42.8, 46.3]",,Ground Pass,,5.5217752,,,Jhegson Sebastián Méndez Carabalí,23830.0,,,,,,2,Regular Play,Alan Steven Franco Palma,37945.0,Left Defensive Midfield,152,Ecuador,3565,['8577e507-3420-48f5-89b6-de9b1f5d6ef1'],12,,,,,,,,,,,,,,,,,Ecuador,3565,00:47:12.158,Pass,
