ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.949552,,,,,,,,,,,,,,3209aef7-2d5d-423b-bb61-8485aa4baa37,52,,,"[21.8, 60.2]",3857254,1,,,,1.4382448,,Left Foot,,,,"[23.8, 75.2]",High Pass,,15.132746,,,,Dylan Daniel Mahmoud Bronn,5655.0,,,,,,,1,From Goal Kick,Yassine Meriah,5651.0,Center Back,5,Tunisia,777,"['650072b8-5fc8-4602-ac03-72601f416fa2', 'df5788b4-2652-4070-be58-e73d35ae14d9']",48,,,,,,,,,,,,,,,,,Tunisia,777,00:01:48.131,Pass,True
,,,,,,,,,,,,,,,,2.89129,,,,,,,,,,,,,,c77bf3bf-7f2d-4541-a7b9-b30268bb6e33,56,,,"[23.8, 75.7]",3857254,1,,,,-0.15576755,,Right Foot,,,,"[79.2, 67.0]",High Pass,,56.07896,,,,Issam Jebali,16352.0,,,,,,,1,From Goal Kick,Dylan Daniel Mahmoud Bronn,5655.0,Right Center Back,5,Tunisia,777,"['cb7cffeb-a5df-41f6-bf9e-27f4a3373091', 'f0293a69-b953-49fe-9905-71acdab9ab45']",51,,,,,,,,,,,,,,,,,Tunisia,777,00:01:51.524,Pass,True
,,,,,,,,,,,,,,,,1.112752,,,,,,,,,,,,,,50909317-7c5d-46b2-a699-0cab720f29ab,60,,,"[79.2, 67.0]",3857254,1,,,,3.0191317,,Other,,,,"[72.7, 67.8]",High Pass,,6.5490456,,,,Anis Ben Slimane,35592.0,,,,,,,1,From Goal Kick,Issam Jebali,16352.0,Center Forward,5,Tunisia,777,"['3a86ad68-eccd-4f43-8c27-c31890284906', 'f557736c-c16d-461b-8d4b-f47c6ccb78da']",54,,,,,,,,,,,,,,,,,Tunisia,777,00:01:54.427,Pass,True
,,,,,,,,,,,,,,,,0.589055,,,,,,,,,,,,,,d0e63830-9e52-4a8e-9d8a-6f1cb844b074,63,,,"[74.5, 67.8]",3857254,1,,,,0.27829966,,Right Foot,,,,"[80.1, 69.4]",Ground Pass,,5.824088,,,,Issam Jebali,16352.0,,,,,,,1,From Goal Kick,Anis Ben Slimane,35592.0,Right Wing,5,Tunisia,777,['f1cb43bc-84ae-4d8b-a6e4-932a5a9c86ad'],55,,,,,,,,,,,,,,,,,Tunisia,777,00:01:55.722,Pass,
,,,,,,,,,,,,,,,,1.247398,,,,,,,,,,,,,,a5f9e2ed-7002-40e8-ba89-26eab7d7efc5,69,,,"[80.1, 63.1]",3857254,1,,,,-1.956679,a446476e-a091-441b-bab5-fa812a3c1928,Right Foot,,,,"[76.2, 53.5]",Ground Pass,,10.36195,,,,Youssef Msakni,23910.0,True,,,,,,1,From Goal Kick,Issam Jebali,16352.0,Center Forward,5,Tunisia,777,['af5791ed-33a3-4d11-9ec2-a85b5452c8e5'],57,,,,,,,,,,,,,,,,,Tunisia,777,00:01:57.924,Pass,
,,,,,,,,,,,,,,,,1.143096,,,,,,,,,,,,,,4709b249-432b-424b-b2af-5b9c3986709c,75,,,"[9.1, 69.9]",3857254,2,,,,0.12900922,,Right Foot,,,,"[27.6, 72.3]",Ground Pass,,18.655025,,,,Andreas Skov Olsen,17042.0,,,,,,Recovery,1,Regular Play,Rasmus Nissen Kristensen,16190.0,Right Wing Back,6,Denmark,776,['afe0913e-ca34-4236-9dc7-b42f618a0db2'],6,,,,,,,,,,,,,,,,,Denmark,776,00:02:06.944,Pass,
,,,,,,,,,,,,,,,,0.85937,,,,,,,,,,,,,,779145b2-f2cf-4348-b50b-71bd271f14c6,78,,,"[27.6, 72.3]",3857254,2,,,,-1.6994928,,Right Foot,,,,"[26.5, 63.8]",Ground Pass,,8.570881,,,,Pierre-Emile Højbjerg,3570.0,,,,,,,1,Regular Play,Andreas Skov Olsen,17042.0,Right Center Forward,6,Denmark,776,['c645015f-1820-4b3f-964f-6f5f7b260522'],9,,,,,,,,,,,,,,,,,Denmark,776,00:02:09.045,Pass,
,,,,,,,,,,,,,,,,1.006067,,,,,,,,,,,,,,c71757f9-d2de-404a-964a-68b3a6dbcad9,82,,,"[25.6, 62.9]",3857254,2,,,,2.060328,,Left Foot,,,,"[19.1, 75.1]",Ground Pass,,13.82353,,,,Rasmus Nissen Kristensen,16190.0,,,,,,,1,Regular Play,Pierre-Emile Højbjerg,3570.0,Right Center Midfield,6,Denmark,776,"['848170a1-15c1-42a1-87b6-a12ccdfcfa01', 'c8cbc49a-a903-4e13-bdf0-a9f9c4bbf9e8']",9,,,,,,,,,,,,,,,,,Denmark,776,00:02:09.984,Pass,True
,,,,,,,,,,,,,,,,0.702358,,,,,,,,,,,,,,6c9ac6d5-d4f4-465e-9303-5dff0ab4bce6,85,,,"[19.1, 75.1]",3857254,2,,,,-2.3212438,,Right Foot,,,,"[12.2, 67.7]",Ground Pass,,10.117806,,,,Joachim Andersen,8247.0,,,,,,,1,Regular Play,Rasmus Nissen Kristensen,16190.0,Right Wing Back,6,Denmark,776,['1211633c-92cf-457b-b940-735e1e72154f'],11,,,,,,,,,,,,,,,,,Denmark,776,00:02:11.030,Pass,
,,,,,,,,,,,,,,,,1.141474,,,,,,,,,,,,,,68a7874a-b039-4064-9824-ced05c6e00ec,88,,,"[8.9, 56.8]",3857254,2,,,,-1.9040406,,Right Foot,,,,"[3.5, 41.2]",Ground Pass,,16.50818,,,,Kasper Schmeichel,3815.0,,,,,,,1,Regular Play,Joachim Andersen,8247.0,Right Center Back,6,Denmark,776,['385a11dd-4dc4-43dd-a9d9-f440c98b36b6'],13,,,,,,,,,,,,,,,,,Denmark,776,00:02:13.664,Pass,
,,,,,,,,,,,,,,,,1.473955,,,,,,,,,,,,,,8f3cd957-fea9-4dcd-963d-b7c4d9d08b59,91,,,"[3.5, 40.7]",3857254,2,,,,-1.1383885,,Right Foot,,,,"[11.9, 22.5]",Ground Pass,,20.044949,,,,Andreas Christensen,3959.0,,,,,,,1,Regular Play,Kasper Schmeichel,3815.0,Goalkeeper,6,Denmark,776,['e0803c0b-b08b-4e27-88ef-9c07c208dc1b'],16,,,,,,,,,,,,,,,,,Denmark,776,00:02:16.458,Pass,
,,,,,,,,,,,,,,,,2.121441,,,,,,,,,,,,,,db1a2ef8-fac7-4abe-9b21-04572c6fe55d,94,,,"[23.0, 18.5]",3857254,2,,,,1.5707964,,Right Foot,,,,"[23.0, 27.7]",Ground Pass,,9.2,,Unknown,,Simon Thorup Kjær,5534.0,,,,,,,1,Regular Play,Andreas Christensen,3959.0,Left Center Back,6,Denmark,776,['6bcb9584-f726-40ff-ada7-6730de03bada'],23,,,,,,,,,,,,,,,,,Denmark,776,00:02:23.499,Pass,
,,,,,,,,,,,,,,,,1.347957,,,,,,,,,,,,,,c40e6943-a17b-4674-a257-aac5731a303d,100,,,"[11.1, 37.9]",3857254,2,,,,0.35370314,,Keeper Arm,,,,"[17.6, 40.3]",Ground Pass,,6.928925,,,,Simon Thorup Kjær,5534.0,,,,,,,1,Regular Play,Kasper Schmeichel,3815.0,Goalkeeper,9,Denmark,776,['3b9e8642-f2a5-4ddf-a59b-23f67e760a76'],53,,,,,,,,,,,,,,,,,Denmark,776,00:02:53.704,Pass,
,,,,,,,,,,,,,,,,1.259234,,,,,,,,,,,,,,b9ef9cc2-7333-4f9f-bccb-11a8729ed2ae,103,,,"[25.4, 40.5]",3857254,2,,,,-0.12345652,,Right Foot,,,,"[39.1, 38.8]",Ground Pass,,13.805072,,,,Thomas Delaney,5527.0,,,,,,,1,Regular Play,Simon Thorup Kjær,5534.0,Center Back,9,Denmark,776,['0548663b-6380-4a6e-b3e5-2c0d472a7a5a'],58,,,,,,,,,,,,,,,,,Denmark,776,00:02:58.763,Pass,
,,,,,,,,,,,,,,,,1.112726,,,,,,,,,,,,,,ea13ccf2-4031-47ed-a983-490ac3a333f8,106,,,"[39.1, 38.8]",3857254,3,,,,-3.047851,,Left Foot,,,,"[27.4, 37.7]",Ground Pass,,11.7515955,,,,Simon Thorup Kjær,5534.0,,,,,,,1,Regular Play,Thomas Delaney,5527.0,Center Defensive Midfield,9,Denmark,776,['15de65ca-6e84-4ae3-852c-e01d0fc95477'],0,,,,,,,,,,,,,,,,,Denmark,776,00:03:00.153,Pass,
,,,,,,,,,,,,,,,,0.943954,,,,,,,,,,,,,,b9172e92-5228-47ac-9f33-04819b75f1a4,109,,,"[28.2, 37.9]",3857254,3,,,,0.45881674,,Right Foot,,,,"[36.5, 42.0]",Ground Pass,,9.257429,,,,Pierre-Emile Højbjerg,3570.0,,,,,,,1,Regular Play,Simon Thorup Kjær,5534.0,Center Back,9,Denmark,776,['929454d3-bf2c-442c-b07e-3df5236fb138'],3,,,,,,,,,,,,,,,,,Denmark,776,00:03:03.256,Pass,
,,,,,,,,,,,,,,,,1.249008,,,,,,,,,,,,,,9958c75a-e15d-4adc-aa28-646e4a6b6175,112,,,"[36.7, 42.5]",3857254,3,,,,-1.9017209,,Right Foot,,,,"[31.1, 26.2]",Ground Pass,,17.235138,,,,Simon Thorup Kjær,5534.0,,,,,,,1,Regular Play,Pierre-Emile Højbjerg,3570.0,Right Center Midfield,9,Denmark,776,['83d78cfb-33e9-4a1f-9869-ae3ccf167f56'],6,,,,,,,,,,,,,,,,,Denmark,776,00:03:06.033,Pass,
,,,,,,,,,,,,,,,,1.841353,,,,,,,,,,,,,,80a8ca9b-9668-4b70-84d8-fac9976dc870,115,,,"[43.5, 24.4]",3857254,3,,,,-1.1391013,,Right Foot,,,,"[51.7, 6.6]",Ground Pass,,19.59796,,,,Christian Dannemann Eriksen,3043.0,,,,,,,1,Regular Play,Simon Thorup Kjær,5534.0,Center Back,9,Denmark,776,['5f063d36-929e-477e-9f35-b5d482a4d060'],11,,,,,,,,,,,,,,,,,Denmark,776,00:03:11.959,Pass,
,,,,,,,,,,,,,,,,1.142117,,,,,,,,,,,,,,0f8d0994-2adb-4c98-8cc8-9f01c99bf19b,118,,,"[51.7, 6.6]",3857254,3,,,,-3.0796032,,Left Foot,,,,"[37.2, 5.7]",Ground Pass,,14.5279045,,,,Andreas Christensen,3959.0,,,,,,,1,Regular Play,Christian Dannemann Eriksen,3043.0,Left Center Midfield,9,Denmark,776,['32593df8-5069-4285-b31b-1df8841b9f6b'],13,,,,,,,,,,,,,,,,,Denmark,776,00:03:13.880,Pass,
,,,,,,,,,,,,,,,,1.137015,,,,,,,,,,,,,,06313987-fdfd-4747-a5dd-1cb95a4f5fcf,121,,,"[35.4, 7.7]",3857254,3,,,,1.9120884,,Right Foot,,,,"[28.9, 26.0]",Ground Pass,,19.420094,,,,Simon Thorup Kjær,5534.0,,,,,,,1,Regular Play,Andreas Christensen,3959.0,Left Center Back,9,Denmark,776,['480b90c3-2510-41e5-9143-990f3514c1d1'],16,,,,,,,,,,,,,,,,,Denmark,776,00:03:16.250,Pass,
