50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.090727,,,,,,,,,,,,e1f75f69-ab0b-469a-b575-dde65620a88d,2615,,,"[120.0, 80.0]",3857292,61,,,,-1.8406956,,Right Foot,,,,"[109.1, 40.6]",,High Pass,,40.879948,,Incomplete,True,,,,,Outswinging,,Corner,2,From Corner,Joshua Kimmich,5579.0,Left Defensive Midfield,128,Germany,770,['fdd8b5f9-d0b6-4653-9714-62b552c8e15c'],29,,,,,,,,,,,,,,,,,,Germany,770,00:16:29.838,Pass,
,,,,,,,,,,,,,,,,1.255291,,,,,,,,,,,,8b790487-636d-4ac4-90bc-7449348c9e0a,2617,,,"[81.9, 45.0]",3857292,61,,,,-0.8986371,,Left Foot,,,,"[93.2, 30.8]",,Ground Pass,,18.147451,,,,David Raum,12034.0,,,,,Recovery,2,From Corner,Niklas Süle,6322.0,Right Center Back,128,Germany,770,['f7fc4874-2e45-4803-bf99-5b50a0381239'],33,,,,,,,,,,,,,,,,,,Germany,770,00:16:33.898,Pass,
,,,,,,,,,,,,,,,,2.330834,,,,,,,,,,,,3aa79804-a839-4e63-8c47-182e1cc5a629,2621,,,"[93.4, 36.2]",3857292,61,,,,1.4959365,,Right Foot,,,,"[94.9, 56.2]",,Ground Pass,,20.056171,,,,Serge Gnabry,8400.0,,,,,,2,From Corner,David Raum,12034.0,Left Back,128,Germany,770,['5f1be916-4db6-4b06-a01c-53f93c815598'],37,,,,,,,,,,,,,,,,,,Germany,770,00:16:37.078,Pass,
,,,,,,,,,,,,,,,,2.105871,,,,,,,,,,,,0e3dfe9f-b44a-4b46-a4e9-326e38ebd86f,2623,,,"[94.9, 53.4]",3857292,61,,,,0.5359285,,Right Foot,,,,"[114.6, 65.1]",,Ground Pass,,22.912441,,,,Joshua Kimmich,5579.0,,,,,,2,From Corner,Serge Gnabry,8400.0,Left Midfield,128,Germany,770,['9c73d825-e9b5-483a-89b9-db2fb6653523'],39,,,,,,,,,,,,,,,,,,Germany,770,00:16:39.409,Pass,
,,,,,,,,,,,,,,,,0.615369,,,,,,,,,,,,955342d0-62c7-4cde-82d4-009c2cdf94b4,2626,,,"[114.7, 65.2]",3857292,61,,,,-1.6134245,e526ef0e-05b8-4d93-b032-0719ce696e88,Right Foot,True,True,,"[113.8, 44.1]",,Ground Pass,,21.119186,,,,Antonio Rüdiger,3167.0,True,,,,,2,From Corner,Joshua Kimmich,5579.0,Left Defensive Midfield,128,Germany,770,['248d20fc-c1df-4929-b8db-1cd213e16185'],41,,,,,,,,,,,,,,,,,,Germany,770,00:16:41.879,Pass,
,,,,,,,,,,,,,,,,4.152149,,,,,,,,,,,,055e89e9-f347-4a12-9dc2-b0d687bb7ff1,2631,,,"[7.0, 36.1]",3857292,62,True,,,-0.16370045,,Right Foot,,,,"[74.2, 25.0]",,High Pass,,68.11057,,,,Joel Nathaniel Campbell Samuels,5581.0,,,,,Goal Kick,2,From Goal Kick,Keylor Navas Gamboa,5597.0,Goalkeeper,129,Costa Rica,795,['b532d4f7-e69a-4b2d-87a0-b05d60f653f7'],12,,,,,,,,,,,,,,,,,,Costa Rica,795,00:17:12.807,Pass,
,,,,,,,,,,,,,,,,0.818719,,,,,,,,,,,,5dc81d4f-c2c0-4bde-9c5f-65d8b356950e,2634,,,"[74.2, 25.7]",3857292,62,,,True,1.7307094,,,,,,"[73.7, 28.8]",,High Pass,,3.1400638,,Incomplete,,,,,,,,,2,From Goal Kick,Joel Nathaniel Campbell Samuels,5581.0,Center Forward,129,Costa Rica,795,"['61b0b2ad-c979-4c8b-bf0c-5f00a3034f2d', 'db58bcfe-c18b-4891-9a84-540dfeda30ac']",16,,,,,,,,,,,,,,,,,,Costa Rica,795,00:17:16.973,Pass,True
,,,,,,,,,,,,,,,,1.547736,,,,,,,,,,,,439ea6de-748a-4915-b14f-0f06cbaa9abf,2636,,,"[45.9, 51.3]",3857292,62,,,,2.7908647,,Right Foot,,,,"[37.7, 54.3]",,Low Pass,,8.731552,,Incomplete,,David Raum,12034.0,,,,,Recovery,2,From Goal Kick,Joshua Kimmich,5579.0,Left Defensive Midfield,129,Costa Rica,795,"['082a9b50-9f4a-4e8b-901e-b2019544ccf8', '14420b2e-7f5c-4c24-9e0c-fc6a90f1efad']",18,,,,,,,,,,,,,,,,,,Germany,770,00:17:18.153,Pass,
,,,,,,,,,,,,,,,,1.616939,,,,,,,,,,,,489857ad-b12c-43a1-8e97-8c6febafa013,2644,,,"[32.8, 59.3]",3857292,62,True,,,-0.97704667,,Right Foot,,,,"[49.0, 35.3]",,Ground Pass,,28.955828,,,,Joshua Kimmich,5579.0,,,,,Free Kick,2,From Free Kick,Niklas Süle,6322.0,Right Center Back,131,Germany,770,['60d9415c-195a-4ed1-b11a-a07ad831e6cb'],35,,,,,,,,,,,,,,,,,,Germany,770,00:17:35.349,Pass,
,,,,,,,,,,,,,,,,1.530211,,,,,,,,,,,,4c37c8a4-2ea1-4815-b134-7e23f2cd13c3,2646,,,"[64.3, 28.6]",3857292,62,,,,-1.1103033,,Right Foot,,,,"[76.9, 3.2]",,Ground Pass,,28.353483,,,,David Raum,12034.0,,,,,,2,From Free Kick,Joshua Kimmich,5579.0,Left Defensive Midfield,131,Germany,770,['b0cc4013-a174-4bbe-8b71-80d669fc38dc'],40,,,,,,,,,,,,,,,,,,Germany,770,00:17:40.001,Pass,
,,,,,,,,,,,,,,,,1.459313,,,,,,,,,,,,064c1540-ac1f-4fb6-b33c-108a585a3ad5,2649,,,"[97.3, 5.4]",3857292,62,,,,1.4705418,,Left Foot,,,,"[100.7, 39.2]",,Low Pass,,33.970577,,Incomplete,,Thomas Müller,5562.0,,,,,,2,From Free Kick,David Raum,12034.0,Left Back,131,Germany,770,"['28f2b4ec-10b1-4e34-88a2-d3ca946b0672', '7d06cab1-b9b1-4da4-a5f8-22c63e6b40d1']",44,,,,,,,,,,,,,,,,,,Germany,770,00:17:44.777,Pass,
,,,,,,,,,,,,,,,,1.418794,,,,,,,,,,,,b4c17767-ed1a-4e8b-a1eb-fc5ebaa89032,2653,,,"[25.7, 51.7]",3857292,62,,,,-1.6183795,,Right Foot,,,,"[25.2, 41.2]",,Low Pass,,10.511898,,,,Yeltsin Ignacio Tejeda Valverde,5839.0,,,,,Recovery,2,Regular Play,Celso Borges Mora,5582.0,Right Defensive Midfield,132,Costa Rica,795,['a0af1ce0-c9db-4e74-832d-bb9400488c69'],50,,,,,,,,,,,,,,,,,,Costa Rica,795,00:17:50.293,Pass,
,,,,,,,,,,,,,,,,1.332795,,,,,,,,,,,,8a24c0a2-32a8-431d-bb3d-25ae4b53349f,2655,,,"[25.2, 41.2]",3857292,62,,,,-0.49344012,,Right Foot,,,,"[49.0, 28.4]",,High Pass,,27.023693,,,,Joel Nathaniel Campbell Samuels,5581.0,,,,,,2,Regular Play,Yeltsin Ignacio Tejeda Valverde,5839.0,Left Defensive Midfield,132,Costa Rica,795,['a65a9713-43ae-4253-8a46-ef88ef7d8749'],51,,,,,,,,,,,,,,,,,,Costa Rica,795,00:17:51.711,Pass,
,,,,,,,,,,,,,,,,0.322624,,,,,,,,,,,,3d7fdfa3-7b43-44a8-a040-073454bda2e2,2658,,,"[49.0, 28.4]",3857292,62,,,,3.0045264,,Left Foot,,,,"[46.1, 28.8]",,High Pass,,2.9274561,,Incomplete,,Johan Alberto Venegas Ulloa,5595.0,,,,,,2,Regular Play,Joel Nathaniel Campbell Samuels,5581.0,Center Forward,132,Costa Rica,795,"['32d57f4d-9a65-42cc-8b78-6ff15b896953', 'ea0f3a4b-d8f7-4cdc-aef4-7239656359a7']",54,,,,,,,,,,,,,,,,,,Costa Rica,795,00:17:54.019,Pass,
,,,,,,,,,,,,,,,,1.400878,,,,,,,,,,,,32d57f4d-9a65-42cc-8b78-6ff15b896953,2660,,,"[74.0, 51.3]",3857292,62,,,,-2.1370633,,Head,,,,"[65.1, 37.3]",,High Pass,,16.589455,,,,Joshua Kimmich,5579.0,,,,,Recovery,2,Regular Play,Lukas Klostermann,8507.0,Right Back,133,Germany,770,"['01e55111-9d02-458a-90d9-5a702b3b6ce4', '3d7fdfa3-7b43-44a8-a040-073454bda2e2']",54,,,,,,,,,,,,,,,,,,Germany,770,00:17:54.342,Pass,
,,,,,,,,,,,,,,,,1.722672,,,,,,,,,,,,52a79e52-55ca-48e3-ad1e-8456430574d2,2664,,,"[66.1, 37.3]",3857292,62,,,,1.7181085,,Right Foot,,,,"[63.8, 52.8]",,Ground Pass,,15.669716,,,,Lukas Klostermann,8507.0,,,,,,2,Regular Play,Joshua Kimmich,5579.0,Left Defensive Midfield,133,Germany,770,"['cd2510a9-1e02-444e-a120-f7801bf7fb3e', 'ed3bb081-c09c-47f6-b062-ab37a05fe630']",55,,,,,,,,,,,,,,,,,,Germany,770,00:17:55.854,Pass,True
,,,,,,,,,,,,,,,,1.377904,,,,,,,,,,,,18dffedb-cfa2-4b09-a8d2-c812a73cc054,2666,,,"[63.8, 52.8]",3857292,62,,,,3.1415927,,Left Foot,,,,"[50.9, 52.8]",,Ground Pass,,12.9,,,,Niklas Süle,6322.0,,,,,,2,Regular Play,Lukas Klostermann,8507.0,Right Back,133,Germany,770,['f3ecbe66-dcf7-4fdd-b39e-33b7995047b7'],57,,,,,,,,,,,,,,,,,,Germany,770,00:17:57.577,Pass,
,,,,,,,,,,,,,,,,1.660625,,,,,,,,,,,,48d01566-472c-4ead-9e33-32db9b5e4346,2669,,,"[50.9, 50.9]",3857292,62,,,,0.35809818,,Left Foot,,,,"[67.2, 57.0]",,Ground Pass,,17.404022,,,,Leroy Sané,3053.0,,,,,,2,Regular Play,Niklas Süle,6322.0,Right Center Back,133,Germany,770,['30d7c99f-6a2a-46b1-baaf-7fda3b858bf3'],59,,,,,,,,,,,,,,,,,,Germany,770,00:17:59.546,Pass,
,,,,,,,,,,,,,,,,3.218404,,,,,,,,,,,,474b7897-df94-4917-9f60-ef8667c487ea,2672,,,"[79.4, 52.6]",3857292,63,,,,0.4497596,,Left Foot,,,,"[120.0, 72.2]",,Ground Pass,,45.083477,,Out,,,,,,,,,2,Regular Play,Leroy Sané,3053.0,Right Midfield,133,Germany,770,,4,,,,,,,,,,,,,,,,,,Germany,770,00:18:04.056,Pass,
,,,,,,,,,,,,,,,,6.122586,,,,,,,,,,,,ecf8cec4-a034-4117-b1cd-7becc29b4603,2673,,,"[7.0, 36.1]",3857292,63,True,,,-0.39445615,,Right Foot,,,,"[91.8, 0.8]",,High Pass,,91.85385,,Out,,,,,,,,Goal Kick,2,From Goal Kick,Keylor Navas Gamboa,5597.0,Goalkeeper,134,Costa Rica,795,,29,,,,,,,,,,,,,,,,,,Costa Rica,795,00:18:29.651,Pass,
,,,,,,,,,,,,,,,,1.756481,,,,,,,,,,,,b3c3f9cd-60fa-478b-955e-34b4b726129e,2674,,,"[26.3, 80.0]",3857292,63,,,,-2.1178734,,,,,,"[19.6, 69.0]",,Low Pass,,12.879829,,,,Niklas Süle,6322.0,,,,,Throw-in,2,From Throw In,Lukas Klostermann,8507.0,Right Back,135,Germany,770,['8580b798-5a71-47da-8769-954096fcf18d'],37,,,,,,,,,,,,,,,,,,Germany,770,00:18:37.267,Pass,
,,,,,,,,,,,,,,,,2.34873,,,,,,,,,,,,747dbf04-47de-42ed-a63c-66cfb2588d88,2677,,,"[19.4, 67.2]",3857292,63,,,,-1.2762499,,Right Foot,,,,"[27.5, 40.5]",,Ground Pass,,27.901613,,,,Antonio Rüdiger,3167.0,,,,,,2,From Throw In,Niklas Süle,6322.0,Right Center Back,135,Germany,770,['ab3dca83-7089-4f18-b57e-a065c42d117b'],39,,,,,,,,,,,,,,,,,,Germany,770,00:18:39.998,Pass,
,,,,,,,,,,,,,,,,1.48996,,,,,,,,,,,,d5b77aa3-eeba-4388-bd44-ebf91f721075,2680,,,"[37.2, 32.1]",3857292,63,,,,0.4040975,,Left Foot,,,,"[52.4, 38.6]",,Ground Pass,,16.531485,,,,Joshua Kimmich,5579.0,,,,,,2,From Throw In,Antonio Rüdiger,3167.0,Left Center Back,135,Germany,770,['07a273eb-e5e5-4114-9d8e-7544f4c50196'],44,,,,,,,,,,,,,,,,,,Germany,770,00:18:44.538,Pass,
,,,,,,,,,,,,,,,,2.458802,,,,,,,,,,,,e548f801-69fa-44c8-8266-e3fdec2d426a,2683,,,"[54.5, 40.2]",3857292,63,,,,1.0857615,,Right Foot,,,,"[70.1, 69.8]",,Ground Pass,,33.45923,,,,Lukas Klostermann,8507.0,,,,,,2,From Throw In,Joshua Kimmich,5579.0,Left Defensive Midfield,135,Germany,770,['15ef1cc9-90cd-4c37-a4ea-54ff2176335a'],48,,,,,,,,,,,,,,,,,,Germany,770,00:18:48.212,Pass,
,,,,,,,,,,,,,,,,1.515626,,,,,,,,,,,,4ec4c2e6-822d-4933-87d1-0a9c04466547,2686,,,"[76.9, 73.8]",3857292,63,,,,-1.9555266,,Right Foot,,,,"[70.3, 57.5]",,Low Pass,,17.585505,,,,Joshua Kimmich,5579.0,,,,,,2,From Throw In,Lukas Klostermann,8507.0,Right Back,135,Germany,770,['91ab3273-5f6a-4660-8783-017d0a123785'],52,,,,,,,,,,,,,,,,,,Germany,770,00:18:52.025,Pass,
,,,,,,,,,,,,,,,,1.214968,,,,,,,,,,,,54211860-9cbe-4812-9300-0c614d2fcff2,2689,,,"[74.5, 46.0]",3857292,63,,,,1.4361984,,Right Foot,,,,"[77.1, 65.2]",,Ground Pass,,19.375242,,,,Lukas Klostermann,8507.0,,,,,,2,From Throw In,Joshua Kimmich,5579.0,Left Defensive Midfield,135,Germany,770,['bddfe722-7c17-47f2-a931-4611a8105f6a'],57,,,,,,,,,,,,,,,,,,Germany,770,00:18:57.560,Pass,
,,,,,,,,,,,,,,,,1.236594,,,,,,,,,,,,07aa5e2d-66e8-49ef-ad3d-5c22786bc5a0,2692,,,"[78.1, 65.1]",3857292,63,,,,0.69473827,,Left Foot,,,,"[89.5, 74.6]",,Ground Pass,,14.839475,,,,Thomas Müller,5562.0,,,,,,2,From Throw In,Lukas Klostermann,8507.0,Right Back,135,Germany,770,['875fce8e-1f90-48e5-a046-308515433141'],59,,,,,,,,,,,,,,,,,,Germany,770,00:18:59.398,Pass,
,,,,,,,,,,,,,,,,1.258337,,,,,,,,,,,,644fb30b-a91b-4b3f-bbad-395f16c664b9,2695,,,"[90.2, 74.6]",3857292,64,,,,-2.237998,,Left Foot,,,,"[76.1, 56.7]",,Ground Pass,,22.7864,,,,Joshua Kimmich,5579.0,,,,,,2,From Throw In,Thomas Müller,5562.0,Left Center Forward,135,Germany,770,['1b3d05b9-a010-4726-a290-23783d8f5c49'],1,,,,,,,,,,,,,,,,,,Germany,770,00:19:01.795,Pass,
,,,,,,,,,,,,,,,,2.574986,,,,,,,,,,,,508b8ac8-533a-41eb-be6e-fff71fbc8b60,2698,,,"[76.8, 48.6]",3857292,64,,,,-1.4119256,,Right Foot,,,,"[82.6, 12.4]",,High Pass,,36.661697,,,,David Raum,12034.0,,,,,,2,From Throw In,Joshua Kimmich,5579.0,Left Defensive Midfield,135,Germany,770,['227d6000-ac0a-4213-9925-7ac2f7c14e80'],4,,,,,,,,,,,,,,,,,,Germany,770,00:19:04.856,Pass,
,,,,,,,,,,,,,,,,1.374874,,,,,,,,,,,,4edcd81f-21f5-428b-9f94-e51b914758d4,2701,,,"[82.6, 16.0]",3857292,64,,,,-1.1821711,,Right Foot,,,,"[87.8, 3.3]",,Ground Pass,,13.723338,,,,Serge Gnabry,8400.0,,,,,,2,From Throw In,David Raum,12034.0,Left Back,135,Germany,770,['fcc6daaa-bf18-4261-89da-538e429a7b70'],8,,,,,,,,,,,,,,,,,,Germany,770,00:19:08.373,Pass,
,,,,,,,,,,,,,,,,1.795815,,,,,,,,,,,,10812a29-fa13-43f3-996c-2aa7942dddd5,2704,,,"[89.4, 5.0]",3857292,64,,,,0.1260881,,Right Foot,,,,"[110.7, 7.7]",,Ground Pass,,21.470446,,,,David Raum,12034.0,,,,,,2,From Throw In,Serge Gnabry,8400.0,Left Midfield,135,Germany,770,['87168289-ac4a-48c5-8c36-e12bb65a312e'],10,,,,,,,,,,,,,,,,,,Germany,770,00:19:10.398,Pass,
,,,,,,,,,,,,,,,,4.707471,,,,,,,,,,,,6f165fb4-cc9b-4789-b6f6-1462afc9214f,2706,,,"[111.7, 8.0]",3857292,64,,,,1.522156,,Left Foot,True,,,"[115.2, 79.9]",,Low Pass,,71.98514,,Out,,,,,True,,,,2,From Throw In,David Raum,12034.0,Left Back,135,Germany,770,,12,,,,,,,,,,,,,,,,,,Germany,770,00:19:12.194,Pass,
,,,,,,,,,,,,,,,,1.40775,,,,,,,,,,,,2442bbd7-8586-488b-b2d9-e28e420ba18f,2707,,,"[9.6, 0.1]",3857292,64,,,,0.35485104,,,,,,"[32.0, 8.4]",,High Pass,,23.88828,,Incomplete,,Johan Alberto Venegas Ulloa,5595.0,,,,,Throw-in,2,From Throw In,Juan Pablo Vargas Campos,27163.0,Left Center Back,136,Costa Rica,795,"['64b01bd3-45ef-40ca-b136-d60fee1b00ae', 'ec6a8d9a-9faf-4343-ad71-ecaa7ef8cad6']",49,,,,,,,,,,,,,,,,,,Costa Rica,795,00:19:49.794,Pass,
,,,,,,,,,,,,,,,,3.31176,,,,,,,,,,,,3ba75fcb-48d8-400f-bc13-7d692448deb4,2710,,,"[66.9, 57.2]",3857292,64,,,,-2.1061769,,Right Foot,,,,"[47.8, 25.0]",,High Pass,,37.438618,,,,David Raum,12034.0,,,,,Recovery,2,Regular Play,Niklas Süle,6322.0,Right Center Back,137,Germany,770,['4d755da6-fc23-49eb-a6b8-62e7d41a7b3f'],53,,,,,,,,,,,,,,,,,,Germany,770,00:19:53.386,Pass,
,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,e12b090c-d894-4487-bdb5-00dc116c5add,2713,,,"[55.8, 17.9]",3857292,65,,,,1.5246753,,Left Foot,,,,"[56.1, 24.4]",,Ground Pass,,6.5069194,,,,Antonio Rüdiger,3167.0,,,,,,2,Regular Play,David Raum,12034.0,Left Back,137,Germany,770,['8e068667-c3bc-4197-a58d-fd6f0361b4cc'],0,,,,,,,,,,,,,,,,,,Germany,770,00:20:00.416,Pass,
,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,8d797c7f-8785-4e17-aaba-6f08c23bd35d,2716,,,"[62.5, 25.2]",3857292,65,,,,1.3191063,,Right Foot,,,,"[68.8, 49.7]",,Ground Pass,,25.297035,,,,Niklas Süle,6322.0,,,,,,2,Regular Play,Antonio Rüdiger,3167.0,Left Center Back,137,Germany,770,['89929fd4-6f68-4180-a659-361132f05be7'],4,,,,,,,,,,,,,,,,,,Germany,770,00:20:04.636,Pass,
,,,,,,,,,,,,,,,,1.019625,,,,,,,,,,,,06c3d709-1a2c-41f6-ada7-3c2ecd16bdbd,2719,,,"[71.9, 52.3]",3857292,65,,,,-0.5667292,,Right Foot,,,,"[87.3, 42.5]",,Ground Pass,,18.253767,,,,Niclas Füllkrug,8546.0,,,,,,2,Regular Play,Niklas Süle,6322.0,Right Center Back,137,Germany,770,['90709a22-337a-47e5-a596-2568802863da'],7,,,,,,,,,,,,,,,,,,Germany,770,00:20:07.171,Pass,
,,,,,,,,,,,,,,,,0.993272,,,,,,,,,,,,aa74cfa7-2bf4-4384-8563-52c01f3e5d2a,2722,,,"[79.7, 47.5]",3857292,65,,,,-0.61466295,,Right Foot,,,,"[91.6, 39.1]",,Ground Pass,,14.566056,,,,Thomas Müller,5562.0,,,,,,2,Regular Play,Niclas Füllkrug,8546.0,Right Center Forward,137,Germany,770,['2771dbd5-9af8-4c7a-9cf6-ad9e0c10d714'],14,,,,,,,,,,,,,,,,,,Germany,770,00:20:14.206,Pass,
,,,,,,,,,,,,,,,,0.256531,,,,,,,,,,,,db5e8413-ddc0-4059-a603-3294d31cd1b1,2724,,,"[91.6, 39.1]",3857292,65,,,,1.2433962,,Right Foot,,,,"[93.4, 44.4]",,Ground Pass,,5.5973206,,Incomplete,,Jamal Musiala,39565.0,,,,,,2,Regular Play,Thomas Müller,5562.0,Left Center Forward,137,Germany,770,"['5afc1a73-92c3-4352-b988-fdf9e4a19bc0', 'e0bec226-94da-43ce-b62e-55ed4d7054e0']",15,,,,,,,,,,,,,,,,,,Germany,770,00:20:15.200,Pass,
,,,,,,,,,,,,,,,,0.9818,,,,,,,,,,,,c33954d7-8918-4364-b89d-6f753c88c637,2729,,,"[40.6, 25.7]",3857292,65,,,,0.6340227,,Right Foot,,,,"[54.2, 35.7]",,Ground Pass,,16.880758,,,,Joel Nathaniel Campbell Samuels,5581.0,,,,,,2,Regular Play,Yeltsin Ignacio Tejeda Valverde,5839.0,Left Defensive Midfield,137,Germany,770,['3b7e349b-23e6-45e3-bca7-2542ae530153'],18,,,,,,,,,,,,,,,,,,Costa Rica,795,00:20:18.384,Pass,
,,,,,,,,,,,,,,,,3.467596,,,,,,,,,,,,e1c5c7e9-f4c0-4c51-93e6-ca3e3f3ab107,2732,,,"[54.6, 31.2]",3857292,65,,,,0.6722472,,Left Foot,,,,"[88.9, 58.5]",,Ground Pass,,43.83811,,Incomplete,,Keysher Fuller Spence,130185.0,,,,,,2,Regular Play,Joel Nathaniel Campbell Samuels,5581.0,Center Forward,137,Germany,770,"['7a6c0849-f9f0-46c3-8aa4-d3d00db57ca2', '8afd4294-49c6-4192-aaa7-5ccc9b948974']",20,,,,,,,,,,,,,,,,,,Costa Rica,795,00:20:20.415,Pass,
,,,,,,,,,,,,,,,,1.727614,,,,,,,,,,,,7a6c0849-f9f0-46c3-8aa4-d3d00db57ca2,2735,,,"[31.2, 21.6]",3857292,65,,,,2.7573233,,Right Foot,,,,"[12.9, 29.0]",,Ground Pass,,19.739553,,,,Manuel Neuer,5570.0,,,,,Recovery,2,Regular Play,David Raum,12034.0,Left Back,137,Germany,770,"['a099194b-57be-4104-932f-5804cbdf480d', 'ccc3595b-4545-4f5b-a81e-61f7088aeb9f', 'e1c5c7e9-f4c0-4c51-93e6-ca3e3f3ab107']",23,,,,,,,,,,,,,,,,,,Germany,770,00:20:23.882,Pass,True
,,,,,,,,,,,,,,,,2.252937,,,,,,,,,,,,cbdb9244-8396-4570-a4ea-7bb6f44b6ef4,2738,,,"[9.5, 32.9]",3857292,65,,,,0.7127987,,Right Foot,,,,"[33.1, 53.3]",,Ground Pass,,31.194872,,,,Niklas Süle,6322.0,,,,,,2,Regular Play,Manuel Neuer,5570.0,Goalkeeper,137,Germany,770,['f7a73699-234d-4788-814a-507017372424'],27,,,,,,,,,,,,,,,,,,Germany,770,00:20:27.262,Pass,
,,,,,,,,,,,,,,,,0.711956,,,,,,,,,,,,5b16a4e6-87b3-41f5-8b34-421d5256772d,2741,,,"[43.8, 53.8]",3857292,65,,,,-1.1789069,,Right Foot,,,,"[51.9, 34.2]",,Ground Pass,,21.20778,,,,Joshua Kimmich,5579.0,,,,,,2,Regular Play,Niklas Süle,6322.0,Right Center Back,137,Germany,770,['90a689c3-b950-4a6a-9979-e0a82b3c9591'],31,,,,,,,,,,,,,,,,,,Germany,770,00:20:31.648,Pass,
,,,,,,,,,,,,,,,,1.158803,,,,,,,,,,,,231d7ad4-8d7f-4a7a-85d9-691df9861e87,2744,,,"[60.3, 26.1]",3857292,65,,,,-0.892677,,Right Foot,,,,"[71.9, 11.7]",,Ground Pass,,18.49108,,,,Jamal Musiala,39565.0,,,,,,2,Regular Play,Joshua Kimmich,5579.0,Left Defensive Midfield,137,Germany,770,['2511a4d5-2c91-471e-b3f6-88adae023e64'],34,,,,,,,,,,,,,,,,,,Germany,770,00:20:34.358,Pass,
,,,,,,,,,,,,,,,,0.46505,,,,,,,,,,,,7c9fc984-5f4f-4612-ae1b-598d333a9979,2751,,,"[96.5, 17.9]",3857292,65,,,,0.8891905,,Right Foot,,,,"[100.8, 23.2]",,Ground Pass,,6.824954,,,,Niclas Füllkrug,8546.0,,,,,,2,Regular Play,Jamal Musiala,39565.0,Right Defensive Midfield,137,Germany,770,['78815823-c9b1-4ab2-9263-df3b6b2bf0df'],40,,,,,,,,,,,,,,,,,,Germany,770,00:20:40.090,Pass,
,,,,,,,,,,,,,,,,1.015387,,,,,,,,,,,,256601a7-e376-4234-b457-ff1e7a154c25,2753,,,"[100.8, 23.2]",3857292,65,,,,0.15002696,,Left Foot,,,,"[109.4, 24.5]",,Ground Pass,,8.6977005,,Incomplete,,Jamal Musiala,39565.0,,,,,,2,Regular Play,Niclas Füllkrug,8546.0,Right Center Forward,137,Germany,770,"['010ae0c6-0de9-4b95-bd12-76ef44a549d8', '496d8384-d025-4845-8d87-46973c38c980']",40,,,,,,,,,,,,,,,,,,Germany,770,00:20:40.555,Pass,
,,,,,,,,,,,,,,,,0.692721,,,,,,,,,,,,8e69ad27-c868-4210-a5f5-38b51e1b92c6,2759,,,"[85.5, 0.1]",3857292,66,,,,2.7494738,,,,,,"[72.2, 5.6]",,Low Pass,,14.392359,,,,Antonio Rüdiger,3167.0,,,,,Throw-in,2,From Throw In,Leroy Sané,3053.0,Left Wing Back,138,Germany,770,['c0f9218f-4f51-49f4-9a73-9731117b1b43'],9,,,,,,,,,,,,,,,,,,Germany,770,00:21:09.306,Pass,
,,,,,,,,,,,,,,,,1.356334,,,,,,,,,,,,5837c936-74da-4f46-9fea-d4a63b6d4741,2762,,,"[72.2, 5.6]",3857292,66,,,,-0.36787167,,Right Foot,,,,"[81.8, 1.9]",,Ground Pass,,10.288342,,,,Joshua Kimmich,5579.0,,,,,,2,From Throw In,Antonio Rüdiger,3167.0,Left Center Back,138,Germany,770,['bb71d85f-db1c-457c-a608-210e24481293'],12,,,,,,,,,,,,,,,,,,Germany,770,00:21:12.986,Pass,
,,,,,,,,,,,,,,,,0.802189,,,,,,,,,,,,a2414529-1a23-4dc2-86ab-535aa911db38,2765,,,"[80.5, 26.5]",3857292,66,,,,-0.42826414,14ca6bba-9015-4312-97ff-de53b5475d5d,Left Foot,,,,"[89.7, 22.3]",,Ground Pass,,10.113358,,,,Jamal Musiala,39565.0,True,,,,,2,From Throw In,Joshua Kimmich,5579.0,Center Defensive Midfield,138,Germany,770,['989d274e-b12f-48bb-aced-0de20f565606'],23,,,,,,,,,,,,,,,,,,Germany,770,00:21:23.510,Pass,
