50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,626d22e5-f601-40f8-a3c5-ffa5cb257160,1,,,3857277,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Morocco,788,,0,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 6785, 'name': 'Yassine Bounou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 12149, 'name': 'Nayef Aguerd'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 5219, 'name': 'Romain Saïss'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 15890, 'name': 'Noussair Mazraoui'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 5234, 'name': 'Sofyan Amrabat'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 5237, 'name': 'Hakim Ziyech'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 46258, 'name': 'Azzedine Ounahi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 23774, 'name': 'Selim Amallah'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 3625, 'name': 'Sofiane Boufal'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 17}, {'player': {'id': 6301, 'name': 'Youssef En-Nesyri'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Morocco,788,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c332954d-a3b4-4be1-8faf-405f8789c50a,2,,,3857277,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Morocco,788,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 16531, 'name': 'Dominik Livaković'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 29163, 'name': 'Josip Juranović'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 3471, 'name': 'Dejan Lovren'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 33018, 'name': 'Joško Gvardiol'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 12625, 'name': 'Borna Sosa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 11}, {'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 5456, 'name': 'Mateo Kovačić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3441, 'name': 'Nikola Vlašić'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 13}, {'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 4}, {'player': {'id': 5460, 'name': 'Andrej Kramarić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Croatia,785,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e433fea7-5a64-49c7-8fdc-0aff3807d3a9,3,,,3857277,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Morocco,788,['622c0f53-3a70-4ec9-a59d-99f7be7a783b'],0,,,,,,,,,,,,,,,,Morocco,788,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,622c0f53-3a70-4ec9-a59d-99f7be7a783b,4,,,3857277,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Morocco,788,['e433fea7-5a64-49c7-8fdc-0aff3807d3a9'],0,,,,,,,,,,,,,,,,Croatia,785,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c34b76d3-8e84-483a-9df1-7ea66d34f783,1967,,,3857277,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,80,Morocco,788,['d3a6bd00-5e28-4c43-a136-b133b249ea20'],0,,,,,,,,,,,,,,,,Croatia,785,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d3a6bd00-5e28-4c43-a136-b133b249ea20,1968,,,3857277,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,80,Morocco,788,['c34b76d3-8e84-483a-9df1-7ea66d34f783'],0,,,,,,,,,,,,,,,,Morocco,788,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.913417,,,,,,,,,,,,c720c046-0195-4f91-9068-061ec69dfb2e,5,,"[60.0, 40.0]",3857277,0,,,,-2.9718144,,Left Foot,,,,"[46.0, 37.6]",Ground Pass,,14.204225,,,,Sofyan Amrabat,5234.0,,,,,Kick Off,1,From Kick Off,Youssef En-Nesyri,6301.0,Center Forward,2,Morocco,788,['c1184bb0-aa70-4fac-8f93-d44b6d436a55'],0,,,,,,,,,,,,,,,,Morocco,788,00:00:00.261,Pass,
,,,,,,,,,,,,,,,,,,1.611887,,,,,,,,,,,,5e60ad65-3980-46a4-a7af-91812e41640d,8,,"[45.6, 37.6]",3857277,0,,,,-1.6523147,,Right Foot,,,,"[43.1, 7.0]",Ground Pass,,30.701954,,,,Noussair Mazraoui,15890.0,,,,,,1,From Kick Off,Sofyan Amrabat,5234.0,Center Defensive Midfield,2,Morocco,788,['1a1c8092-7e50-41b3-8023-a5e9e317bfec'],2,,,,,,,,,,,,,,,,Morocco,788,00:00:02.096,Pass,
,,,,,,,,,,,,,,,,,,1.153734,,,,,,,,,,,,dd84b209-e9e9-46e3-9575-73984bfd40b2,12,,"[38.8, 4.6]",3857277,0,,,,2.4613948,,Right Foot,,,,"[21.0, 19.0]",Low Pass,,22.895414,,,,Romain Saïss,5219.0,,,,,,1,From Kick Off,Noussair Mazraoui,15890.0,Left Back,2,Morocco,788,['68951beb-702b-47bf-985c-38bfe4235e6b'],5,,,,,,,,,,,,,,,,Morocco,788,00:00:05.285,Pass,
,,,,,,,,,,,,,,,,,,2.833848,,,,,,,,,,,,a61a2dff-a22c-456b-ac4f-fbd03d080e98,14,,"[21.0, 19.2]",3857277,0,,,,0.25180987,,Left Foot,,,,"[65.7, 30.7]",High Pass,,46.155605,,Incomplete,,Youssef En-Nesyri,6301.0,,,,,,1,From Kick Off,Romain Saïss,5219.0,Left Center Back,2,Morocco,788,"['193f2316-375f-46cb-b7c6-4c44c151305c', '5ccec099-dfef-4e0d-ad58-04f115110502']",6,,,,,,,,,,,,,,,,Morocco,788,00:00:06.439,Pass,
,,,,,,,,,,,,,,,,,,2.48988,,,,,,,,,,,,193f2316-375f-46cb-b7c6-4c44c151305c,16,,"[54.4, 49.4]",3857277,0,,,,-0.2649934,,Head,,,,"[81.3, 42.1]",High Pass,,27.872927,,Incomplete,,,,,,,,Recovery,1,From Kick Off,Dejan Lovren,3471.0,Right Center Back,2,Morocco,788,"['268b0956-0a6c-4e31-b974-e1517d6e5f04', 'a61a2dff-a22c-456b-ac4f-fbd03d080e98']",9,,,,,,,,,,,,,,,,Croatia,785,00:00:09.273,Pass,
,,,,,,,,,,,,,,,,,,3.009566,,,,,,,,,,,,268b0956-0a6c-4e31-b974-e1517d6e5f04,18,,"[38.8, 38.0]",3857277,0,,,,-0.23193076,,Left Foot,,,,"[58.7, 33.3]",High Pass,,20.447495,,,,Youssef En-Nesyri,6301.0,,,,,Recovery,1,From Kick Off,Nayef Aguerd,12149.0,Right Center Back,2,Morocco,788,"['193f2316-375f-46cb-b7c6-4c44c151305c', '95bbadb1-bb25-4d3f-b08d-b98b61664bcb']",11,,,,,,,,,,,,,,,,Morocco,788,00:00:11.763,Pass,
,,,,,,,,,,,,,,,,,,4.405297,,,,,,,,,,,,b1600676-96ef-49c7-947f-20254646ffa3,21,,"[58.7, 33.3]",3857277,0,,,True,-1.6489501,,,,,,"[56.1, 0.1]",High Pass,,33.30165,,Out,,Noussair Mazraoui,15890.0,,,,,,1,From Kick Off,Youssef En-Nesyri,6301.0,Center Forward,2,Morocco,788,"['76b9a82d-17b8-42a3-9774-2a8ff8602da4', 'b175f920-d93c-474f-9255-4e531dfc7d21']",14,,,,,,,,,,,,,,,,Morocco,788,00:00:14.772,Pass,True
,,,,,,,,,,,,,,,,,,1.797908,,,,,,,,,,,,5e303169-8f4e-4436-ae81-f409949c58b3,23,,"[63.4, 80.0]",3857277,0,,,,-2.6959379,,,,,,"[47.7, 72.5]",Low Pass,,17.399426,,,,Dejan Lovren,3471.0,,,,,Throw-in,1,From Throw In,Josip Juranović,29163.0,Right Back,3,Croatia,785,['01e1ba6b-9b19-4f4f-9711-05d42b9bb6c2'],23,,,,,,,,,,,,,,,,Croatia,785,00:00:23.312,Pass,
,,,,,,,,,,,,,,,,,,1.582479,,,,,,,,,,,,bbe990b0-2678-456d-9cd4-14576b34f11d,26,,"[21.9, 62.0]",3857277,0,,,,-1.3599688,,Left Foot,,,,"[27.4, 36.3]",Ground Pass,,26.281933,,,,Joško Gvardiol,33018.0,,,,,,1,From Throw In,Dejan Lovren,3471.0,Right Center Back,3,Croatia,785,['d8e07424-a6c1-4e60-9e31-99fd7c0320cc'],27,,,,,,,,,,,,,,,,Croatia,785,00:00:27.886,Pass,
,,,,,,,,,,,,,,,,,,0.934354,,,,,,,,,,,,eb4eac9e-199c-4e07-8be3-f547a7243e0d,29,,"[36.0, 35.7]",3857277,0,,,,-0.22082877,,Left Foot,,,,"[45.8, 33.5]",Ground Pass,,10.043903,,,,Mateo Kovačić,5456.0,,,,,,1,From Throw In,Joško Gvardiol,33018.0,Left Center Back,3,Croatia,785,['05a10768-17ea-4ada-adfe-1d5d25c9a9cf'],33,,,,,,,,,,,,,,,,Croatia,785,00:00:33.283,Pass,
,,,,,,,,,,,,,,,,,,1.073193,,,,,,,,,,,,26d81be4-7209-461d-a588-26e88bf76526,33,,"[45.8, 32.9]",3857277,0,,,,2.165866,,Right Foot,,,,"[32.6, 52.4]",Ground Pass,,23.547611,,,,Dejan Lovren,3471.0,,,,,,1,From Throw In,Mateo Kovačić,5456.0,Left Center Midfield,3,Croatia,785,"['1b5b1cca-1892-4f19-862e-9c70293c4206', 'c642892c-b584-4897-8de6-0f8318283f13']",34,,,,,,,,,,,,,,,,Croatia,785,00:00:34.354,Pass,True
,,,,,,,,,,,,,,,,,,1.47442,,,,,,,,,,,,8a42f00d-3107-46ec-8832-a88fee0210ce,36,,"[45.4, 71.0]",3857277,0,,,,-1.805212,,Right Foot,,,,"[39.0, 44.2]",Ground Pass,,27.553585,,,,Joško Gvardiol,33018.0,,,,,,1,From Throw In,Dejan Lovren,3471.0,Right Center Back,3,Croatia,785,['08dedd04-49f9-4de1-bf91-e65580544178'],41,,,,,,,,,,,,,,,,Croatia,785,00:00:41.324,Pass,
,,,,,,,,,,,,,,,,,,1.083798,,,,,,,,,,,,986d5118-7473-464d-a000-98cb949b2673,39,,"[43.9, 33.3]",3857277,0,,,,-1.1365012,,Left Foot,,,,"[54.8, 9.8]",Ground Pass,,25.904825,,,,Borna Sosa,12625.0,,,,,,1,From Throw In,Joško Gvardiol,33018.0,Left Center Back,3,Croatia,785,['8bd98243-a836-4ea5-88b4-8c5c6f22c339'],47,,,,,,,,,,,,,,,,Croatia,785,00:00:47.706,Pass,
,,,,,,,,,,,,,,,,,,0.494423,,,,,,,,,,,,ac8bac80-c9c2-4058-93de-502b264dc07a,42,,"[52.7, 9.8]",3857277,0,,,,2.625667,,Left Foot,,,,"[46.0, 13.6]",Ground Pass,,7.702597,,,,Mateo Kovačić,5456.0,,,,,,1,From Throw In,Borna Sosa,12625.0,Left Back,3,Croatia,785,['9619f877-24e4-4f4f-b8fd-71f24e66f426'],49,,,,,,,,,,,,,,,,Croatia,785,00:00:49.984,Pass,
,,,,,,,,,,,,,,,,,,1.400306,,,,,,,,,,,,97be479a-e568-4bc1-8793-ceb83c7ad3c7,46,,"[45.0, 12.6]",3857277,0,,,,2.6609151,,Right Foot,,,,"[28.7, 21.1]",Ground Pass,,18.383144,,,,Joško Gvardiol,33018.0,,,,,,1,From Throw In,Mateo Kovačić,5456.0,Left Center Midfield,3,Croatia,785,"['890fdd63-542b-4910-977a-462538f33e7d', 'aa5fefa9-0c09-416a-b5bb-19f845a5c9eb']",51,,,,,,,,,,,,,,,,Croatia,785,00:00:51.608,Pass,True
,,,,,,,,,,,,,,,,,,1.617643,,,,,,,,,,,,8486672b-45d7-46d8-8089-8bf0a3bb683a,49,,"[31.1, 20.9]",3857277,0,,,,1.6707487,,Left Foot,,,,"[27.6, 55.8]",Ground Pass,,35.07506,,,,Dejan Lovren,3471.0,,,,,,1,From Throw In,Joško Gvardiol,33018.0,Left Center Back,3,Croatia,785,['186cb7b2-8ad2-4909-84d0-638e7f12261e'],56,,,,,,,,,,,,,,,,Croatia,785,00:00:56.471,Pass,
,,,,,,,,,,,,,,,,,,0.969864,,,,,,,,,,,,c74240a7-26fa-4da7-b871-d2e1b2b97174,52,,"[28.3, 56.6]",3857277,0,,,,1.1071488,,Right Foot,,,,"[34.1, 68.2]",Ground Pass,,12.969194,,,,Luka Modrić,5463.0,,,,,,1,From Throw In,Dejan Lovren,3471.0,Right Center Back,3,Croatia,785,['f2117a0b-f1e1-4377-83b5-762c5652ee79'],59,,,,,,,,,,,,,,,,Croatia,785,00:00:59.604,Pass,
,,,,,,,,,,,,,,,,,,1.178822,,,,,,,,,,,,6f5e2973-e4b3-4fbb-982e-4140e1589c2f,55,,"[34.1, 68.2]",3857277,1,,,,-1.7211678,,Right Foot,,,,"[32.6, 58.3]",Ground Pass,,10.012992,,,,Dejan Lovren,3471.0,,,,,,1,From Throw In,Luka Modrić,5463.0,Right Center Midfield,3,Croatia,785,['fe399d26-3ef6-4d6e-8482-1161629c4e77'],3,,,,,,,,,,,,,,,,Croatia,785,00:01:03.463,Pass,
,,,,,,,,,,,,,,,,,,1.03576,,,,,,,,,,,,e50a57de-f90d-4760-a30c-7335e05a7a93,58,,"[41.3, 55.1]",3857277,1,,,,-1.4278662,,Right Foot,,,,"[45.2, 28.0]",Ground Pass,,27.379189,,,,Joško Gvardiol,33018.0,,,,,,1,From Throw In,Dejan Lovren,3471.0,Right Center Back,3,Croatia,785,['e4abb633-fc9a-483c-bb81-c9efcb2ad04c'],7,,,,,,,,,,,,,,,,Croatia,785,00:01:07.332,Pass,
,,,,,,,,,,,,,,,,,,1.28126,,,,,,,,,,,,b7e90dc5-6f29-401f-a757-f02861f214d1,61,,"[48.6, 22.0]",3857277,1,,,,-0.62715787,,Left Foot,,,,"[70.4, 6.2]",Ground Pass,,26.923595,,,,Ivan Perišić,5474.0,,,,,,1,From Throw In,Joško Gvardiol,33018.0,Left Center Back,3,Croatia,785,['0560b1ed-fcb3-4f0d-8b0d-4d028209c062'],9,,,,,,,,,,,,,,,,Croatia,785,00:01:09.878,Pass,
,,,,,,,,,,,,,,,,,,3.987296,,,,,,,,,,,,f450da16-196e-4153-b5b0-19c3365951f0,65,,"[73.8, 5.1]",3857277,1,,,,0.23987927,,Right Foot,,,,"[120.0, 16.4]",Ground Pass,,47.561855,,Out,,Borna Sosa,12625.0,,,,,,1,From Throw In,Ivan Perišić,5474.0,Left Wing,3,Croatia,785,['d029de7b-c7ca-4b2b-bb4b-28274ae7603e'],12,,,,,,,,,,,,,,,,Croatia,785,00:01:12.298,Pass,
,,,,,,,,,,,,,,,,,,2.488585,,,,,,,,,,,,fd4f98f4-b408-40c7-8652-a31c374a5026,68,,"[6.0, 44.0]",3857277,1,,,,-0.38024825,,Left Foot,,,,"[72.8, 17.3]",High Pass,,71.93838,,Incomplete,,Sofiane Boufal,3625.0,,,,,Goal Kick,1,From Goal Kick,Nayef Aguerd,12149.0,Right Center Back,4,Morocco,788,"['ed824331-be00-4d27-8505-a3435b39bcca', 'f3650721-3052-469c-95e6-6d24057715f7']",37,,,,,,,,,,,,,,,,Morocco,788,00:01:37.548,Pass,
,,,,,,,,,,,,,,,,,,1.717708,,,,,,,,,,,,2323dc57-5688-40db-95b4-2a2b408cf3b6,72,,"[78.1, 13.4]",3857277,1,,,,-1.7226788,,Other,,,,"[76.6, 3.6]",Low Pass,,9.914131,,,,Sofiane Boufal,3625.0,,,,,Recovery,1,From Goal Kick,Youssef En-Nesyri,6301.0,Center Forward,4,Morocco,788,['07bfe420-4b7e-4d54-bcc6-8c3071ec2b22'],42,,,,,,,,,,,,,,,,Morocco,788,00:01:42.339,Pass,
,,,,,,,,,,,,,,,,,,1.138207,,,,,,,,,,,,6d216c7c-338d-4e6e-998a-e58f4fb3ad5e,75,,"[76.2, 2.7]",3857277,1,,,,2.926235,,Right Foot,,,,"[63.4, 5.5]",Ground Pass,,13.102672,,,,Noussair Mazraoui,15890.0,,,,,,1,From Goal Kick,Sofiane Boufal,3625.0,Left Midfield,4,Morocco,788,['24830337-6ea4-42b0-8399-7db47437d7e2'],44,,,,,,,,,,,,,,,,Morocco,788,00:01:44.057,Pass,
,,,,,,,,,,,,,,,,,,0.803313,,,,,,,,,,,,c83b54b7-47d6-46a2-a482-8cc6173da2f0,79,,"[63.6, 5.3]",3857277,1,,,,1.0714496,,Right Foot,,,,"[67.2, 11.9]",Ground Pass,,7.5179787,,Incomplete,,Youssef En-Nesyri,6301.0,,,,,,1,From Goal Kick,Noussair Mazraoui,15890.0,Left Back,4,Morocco,788,"['4f1d4f82-cb20-4b5e-8f58-fe82f231a541', 'c97b62e3-f461-4eb7-a5f0-b6d138a34544']",45,,,,,,,,,,,,,,,,Morocco,788,00:01:45.574,Pass,
,,,,,,,,,,,,,,,,,,0.691322,,,,,,,,,,,,a6e4eb35-b5b1-4c8b-864e-9016b773bb95,83,,"[51.8, 73.1]",3857277,1,,,,-2.2178435,,Right Foot,,,,"[48.4, 68.6]",Ground Pass,,5.6400356,,,,Marcelo Brozović,5469.0,,,,,,1,Regular Play,Luka Modrić,5463.0,Right Center Midfield,5,Croatia,785,['8f663f80-463f-436a-85b4-37116b99ee2a'],47,,,,,,,,,,,,,,,,Croatia,785,00:01:47.311,Pass,
,,,,,,,,,,,,,,,,,,0.669479,,,,,,,,,,,,59f76fcb-f4aa-4ae5-a2ab-348098239369,86,,"[46.7, 67.5]",3857277,1,,,,1.815775,,Right Foot,,,,"[45.4, 72.7]",Ground Pass,,5.3600373,,,,Luka Modrić,5463.0,,,,,,1,Regular Play,Marcelo Brozović,5469.0,Center Defensive Midfield,5,Croatia,785,['f6b49386-a242-4ed5-9f0f-e6c0e6963ff8'],51,,,,,,,,,,,,,,,,Croatia,785,00:01:51.772,Pass,
,,,,,,,,,,,,,,,,,,0.70582,,,,,,,,,,,,6fe80c37-345e-41bb-a40f-a75e317a39a9,92,,"[45.6, 70.3]",3857277,2,True,,,-1.2816638,,Right Foot,,,,"[50.3, 54.5]",Ground Pass,,16.484236,,,,Mateo Kovačić,5456.0,,,,,Free Kick,1,From Free Kick,Dejan Lovren,3471.0,Right Center Back,6,Croatia,785,['d0ad6379-a196-4796-a572-87d4d909f7f2'],9,,,,,,,,,,,,,,,,Croatia,785,00:02:09.652,Pass,
,,,,,,,,,,,,,,,,,,0.88389,,,,,,,,,,,,d4a7fa16-eea8-44cd-ba31-73384cf296c6,94,,"[50.3, 54.5]",3857277,2,True,,,1.770625,,Right Foot,,,,"[47.1, 70.3]",Ground Pass,,16.120794,,,,Luka Modrić,5463.0,,,,,,1,From Free Kick,Mateo Kovačić,5456.0,Left Center Midfield,6,Croatia,785,['4a222932-53d6-4441-925b-928c3b5bd843'],10,,,,,,,,,,,,,,,,Croatia,785,00:02:10.569,Pass,
,,,,,,,,,,,,,,,,,,0.886147,,,,,,,,,,,,9701461a-4103-4573-ad7f-b7ad14b8a673,96,,"[50.3, 70.3]",3857277,2,,,,0.4551008,,Right Foot,,,,"[69.1, 79.5]",Ground Pass,,20.93036,,,,Josip Juranović,29163.0,,,,,,1,From Free Kick,Luka Modrić,5463.0,Right Center Midfield,6,Croatia,785,['086297e6-eda0-434a-bb78-e3cdc50f0985'],13,,,,,,,,,,,,,,,,Croatia,785,00:02:13.181,Pass,
,,,,,,,,,,,,,,,,,,0.131935,,,,,,,,,,,,4000ac82-6d7f-46c5-affd-fde3ab9e6086,103,,"[65.5, 79.7]",3857277,2,,,,-2.5453935,,Right Foot,,,,"[62.7, 77.8]",Ground Pass,,3.3837848,,Incomplete,,Luka Modrić,5463.0,,,,,,1,From Free Kick,Josip Juranović,29163.0,Right Back,6,Croatia,785,"['17673080-1e31-4c2f-aa2a-98e7d55e0aa9', 'c55326b7-5ab8-40e1-9597-e3b6f33a689f']",15,,,,,,,,,,,,,,,,Croatia,785,00:02:15.811,Pass,
,,,,,,,,,,,,,,,,,,1.097877,,,,,,,,,,,,0f027a0d-880f-4f07-ab28-f9e590e6c2ac,106,,"[55.4, 80.0]",3857277,2,True,,,-1.9029452,,,,,,"[43.5, 45.5]",Low Pass,,36.494656,,,,Joško Gvardiol,33018.0,,,,,Throw-in,1,From Throw In,Josip Juranović,29163.0,Right Back,7,Croatia,785,['ea4222ce-a2bb-46ca-a6a0-0d50878e8982'],26,,,,,,,,,,,,,,,,Croatia,785,00:02:26.381,Pass,
,,,,,,,,,,,,,,,,,,1.094055,,,,,,,,,,,,7c5720a3-03b4-460b-b591-b6a71f183e6f,108,,"[47.5, 44.7]",3857277,2,,,,1.1498058,,Left Foot,,,,"[56.5, 64.8]",Ground Pass,,22.022943,,,,Luka Modrić,5463.0,,,,,,1,From Throw In,Joško Gvardiol,33018.0,Left Center Back,7,Croatia,785,['703eee14-ade2-4bd1-b058-7964625c3c0b'],29,,,,,,,,,,,,,,,,Croatia,785,00:02:29.032,Pass,
,,,,,,,,,,,,,,,,,,1.399062,,,,,,,,,,,,379ccc79-fa0b-426a-a6f8-07d676f3b9fb,111,,"[57.2, 65.8]",3857277,2,,,,0.43797565,,Right Foot,,,,"[85.6, 79.1]",Ground Pass,,31.360006,,,,Josip Juranović,29163.0,,,,,,1,From Throw In,Luka Modrić,5463.0,Right Center Midfield,7,Croatia,785,['039b4e19-499f-4b14-aeb2-c044422b1104'],31,,,,,,,,,,,,,,,,Croatia,785,00:02:31.283,Pass,
,,,,,,,,,,,,,,,,,,0.246896,,,,,,,,,,,,3f7c9a4a-dc19-47b0-87b0-b1ced7808193,114,,"[91.8, 77.8]",3857277,2,,,,-0.68231654,,Right Foot,,,,"[95.0, 75.2]",Low Pass,,4.1231055,,Incomplete,,,,,,,,,1,From Throw In,Josip Juranović,29163.0,Right Back,7,Croatia,785,['23c54aa6-0e35-4d82-b6a1-f6bf3c06157e'],33,,,,,,,,,,,,,,,,Croatia,785,00:02:33.984,Pass,
,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,4f5c0655-1ca3-4f4c-8dc4-cdcc66e0c00a,118,,"[8.2, 31.6]",3857277,2,,,,0.06512516,,Keeper Arm,,,,"[17.4, 32.2]",Ground Pass,,9.219544,,,,Sofyan Amrabat,5234.0,,,,,,1,From Throw In,Yassine Bounou,6785.0,Goalkeeper,7,Croatia,785,['2d6469df-76f8-480c-8bc4-97fc07820d22'],39,,,,,,,,,,,,,,,,Morocco,788,00:02:39.051,Pass,
,,,,,,,,,,,,,,,,,,1.805662,,,,,,,,,,,,6a01b954-6b2e-4e92-bb29-5d0ea226a554,121,,"[29.4, 25.4]",3857277,2,,,,-1.6966105,,Right Foot,,,,"[26.2, 0.1]",Ground Pass,,25.501568,,Out,,Noussair Mazraoui,15890.0,,,,,,1,From Throw In,Sofyan Amrabat,5234.0,Center Defensive Midfield,7,Croatia,785,['5bb293d3-3cc3-4c03-8c58-44d3235b027c'],42,,,,,,,,,,,,,,,,Morocco,788,00:02:42.775,Pass,
,,,,,,,,,,,,,,,,,,0.596975,,,,,,,,,,,,5c5df9f9-0499-4e7b-b349-1c5761083b62,123,,"[95.4, 80.0]",3857277,2,True,,,-1.929567,,,,,,"[93.3, 74.4]",Low Pass,,5.9808025,,,,Luka Modrić,5463.0,,,,,Throw-in,1,From Throw In,Andrej Kramarić,5460.0,Center Forward,8,Croatia,785,['09724ed9-b9a4-40b9-a29a-f839635f20d8'],48,,,,,,,,,,,,,,,,Croatia,785,00:02:48.097,Pass,
,,,,,,,,,,,,,,,,,,1.37558,,,,,,,,,,,,02433175-dd49-4c4a-a963-1fc980893d73,139,,"[37.7, 11.9]",3857277,2,,,,2.8083484,,Right Foot,,,,"[22.1, 17.3]",Ground Pass,,16.50818,,,,Romain Saïss,5219.0,,,,,,1,Regular Play,Sofyan Amrabat,5234.0,Center Defensive Midfield,9,Morocco,788,['094e2330-a005-43cd-a997-d795e6097cf9'],56,,,,,,,,,,,,,,,,Morocco,788,00:02:56.054,Pass,
,,,,,,,,,,,,,,,,,,1.64,,,,,,,,,,,,95c21683-da13-49f5-ba14-7018222e81f4,142,,"[22.3, 18.5]",3857277,2,,,,1.591412,,Right Foot,,,,"[21.7, 47.6]",Ground Pass,,29.106184,,,,Nayef Aguerd,12149.0,,,,,,1,Regular Play,Romain Saïss,5219.0,Left Center Back,9,Morocco,788,['587aaea0-bff3-4514-a055-e9e814722c16'],58,,,,,,,,,,,,,,,,Morocco,788,00:02:58.447,Pass,
,,,,,,,,,,,,,,,,,,1.486479,,,,,,,,,,,,23884f8e-7faf-48dc-98de-3ffaa03fa628,145,,"[21.9, 48.5]",3857277,3,,,,-0.34247297,,Right Foot,,,,"[33.4, 44.4]",Ground Pass,,12.209013,,,,Sofyan Amrabat,5234.0,,,,,,1,Regular Play,Nayef Aguerd,12149.0,Right Center Back,9,Morocco,788,['ac8b4997-40fe-42a1-9ba7-0089eac062e2'],1,,,,,,,,,,,,,,,,Morocco,788,00:03:01.222,Pass,
