50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.303397,,,,,,,,,,,,,,610aaaeb-e64e-44a8-94e6-17f82a7af5bd,2078,,,"[114.7, 22.9]",3857282,50,,,,,1.6724852,,Left Foot,True,True,,"[113.7, 32.7]",,Ground Pass,,9.850888,,,Incomplete,,Weston McKennie,8526.0,,,,,,,2,From Free Kick,Yunus Dimoara Musah,38792.0,Left Center Midfield,89,United States,1839,"['91cdbfbe-86fd-4b93-8533-f61f1f53ef18', 'f8bc4548-a80f-453f-a9cc-dc3cd4813d34']",1,,,,,,,,,,,,,,,,United States,1839,00:05:01.255,Pass,
,,,,,,,,,,,,,,,,,0.768898,,,,,,,,,,,,,,fc611530-22ae-4f4e-923a-0171fd4cf4e7,2090,,,"[33.4, 53.0]",3857282,50,,,,,-0.8519663,,Left Foot,,,,"[39.7, 45.8]",,Ground Pass,,9.567131,,,,,Gareth Frank Bale,6399.0,,,,,,,2,From Counter,Aaron Ramsey,3517.0,Right Center Midfield,90,Wales,907,"['ccdf01b2-b0dc-4207-adb3-ac0a941eb6dd', 'ea2c3184-8327-46bb-add3-d86bf6d9158a']",12,,,,,,,,,,,,,,,,Wales,907,00:05:12.727,Pass,True
,,,,,,,,,,,,,,,,,0.646519,,,,,,,,,,,,,,83c5daef-8158-4099-9122-cfee7d423fa4,2096,,,"[44.5, 41.8]",3857282,50,,True,,,1.5815486,,Right Foot,,,,"[44.3, 60.4]",,Ground Pass,,18.601076,,,,,Chris Mepham,4767.0,,,,,,Free Kick,2,From Free Kick,Ethan Ampadu,4934.0,Center Defensive Midfield,91,Wales,907,['96525912-c48d-44ea-9e7e-b6cb200f523d'],38,,,,,,,,,,,,,,,,Wales,907,00:05:38.372,Pass,
,,,,,,,,,,,,,,,,,1.409993,,,,,,,,,,,,,,56886a9a-ed69-4f66-b817-65db8ebd375e,2098,,,"[44.1, 61.4]",3857282,50,,,,,-1.812663,,Right Foot,,,,"[38.5, 38.7]",,Ground Pass,,23.380547,,,,,Joe Rodon,11250.0,,,,,,,2,From Free Kick,Chris Mepham,4767.0,Right Center Back,91,Wales,907,['de561eac-83de-4fab-ae95-7f9ee9b70c62'],43,,,,,,,,,,,,,,,,Wales,907,00:05:43.289,Pass,
,,,,,,,,,,,,,,,,,1.019084,,,,,,,,,,,,,,6cbb20df-062c-431a-9bed-a037bd76b89a,2101,,,"[38.0, 36.3]",3857282,50,,,,,-1.5263811,,Right Foot,,,,"[38.8, 18.3]",,Ground Pass,,18.017769,,,,,Ben Davies,3086.0,,,,,,,2,From Free Kick,Joe Rodon,11250.0,Center Back,91,Wales,907,['01de8eb3-d0d8-4c0f-8604-d153bcaf3e9b'],45,,,,,,,,,,,,,,,,Wales,907,00:05:45.649,Pass,
,,,,,,,,,,,,,,,,,1.241414,,,,,,,,,,,,,,91477147-5e48-4563-88f1-a86c9a286e01,2104,,,"[42.5, 23.4]",3857282,50,,,,,2.0311327,,Left Foot,,,,"[36.5, 35.5]",,Ground Pass,,13.505924,,,,,Joe Rodon,11250.0,,,,,,,2,From Free Kick,Ben Davies,3086.0,Left Center Back,91,Wales,907,['da639394-004e-4407-84e1-8c62c9a974bc'],48,,,,,,,,,,,,,,,,Wales,907,00:05:48.337,Pass,
,,,,,,,,,,,,,,,,,1.383149,,,,,,,,,,,,,,3af2d8c4-39db-4836-98a9-bb496012a878,2108,,,"[36.7, 39.6]",3857282,50,,,,,0.6783707,,Right Foot,,,,"[56.8, 55.8]",,Ground Pass,,25.815693,,,Incomplete,,Kieffer Roberto Francisco Moore,3853.0,,,,,,,2,From Free Kick,Joe Rodon,11250.0,Center Back,91,Wales,907,"['2d35581b-8f5c-43a2-a7b4-24aa69670e9c', '80a291ff-1bee-4c89-a344-68cfeccc9f86', 'e186bc7c-7019-4cc5-82ac-d9a7b9e4b070']",50,,,,,,,,,,,,,,,,Wales,907,00:05:50.474,Pass,True
,,,,,,,,,,,,,,,,,1.836845,,,,,,,,,,,,,,6fc6e143-306b-40e4-a002-788f7abbf961,2115,,,"[48.5, 80.0]",3857282,51,,,,,-2.768605,,,,,,"[23.2, 70.1]",,Low Pass,,27.167995,,,,,Chris Mepham,4767.0,,,,,,Throw-in,2,From Throw In,Connor Roberts,4774.0,Right Wing Back,92,Wales,907,['7085fd6e-dbc8-404a-8313-31df714cfab7'],12,,,,,,,,,,,,,,,,Wales,907,00:06:12.077,Pass,
,,,,,,,,,,,,,,,,,1.290882,,,,,,,,,,,,,,5fb859b8-e7e8-48b7-96a1-e3978e633ac4,2118,,,"[35.2, 61.9]",3857282,51,,,,,1.2763827,,Right Foot,,,,"[39.9, 77.4]",,Ground Pass,,16.196913,,,,,Connor Roberts,4774.0,,,,,,,2,From Throw In,Chris Mepham,4767.0,Right Center Back,92,Wales,907,['f0673dfc-ed05-4f62-951d-d3bc4e67f073'],18,,,,,,,,,,,,,,,,Wales,907,00:06:18.320,Pass,
,,,,,,,,,,,,,,,,,2.959108,,,,,,,,,,,,,,3d11fc87-bea5-42b8-a74c-246460b47034,2121,,,"[44.8, 75.3]",3857282,51,,,,,-0.6519675,,Right Foot,,,,"[95.5, 36.6]",,High Pass,,63.782288,,,Incomplete,,Gareth Frank Bale,6399.0,,,,,,,2,From Throw In,Connor Roberts,4774.0,Right Wing Back,92,Wales,907,"['45abf184-6f4c-47e0-9e18-693ae43d6b5b', 'd6bbc77b-5ccc-4429-b8d2-ba7cc4c94b91']",21,,,,,,,,,,,,,,,,Wales,907,00:06:21.315,Pass,
,,,,,,,,,,,,,,,,,0.969712,,,,,,,,,,,,,,77ea31a9-93dc-4045-b32b-e9e17bbe09ac,2125,,,"[14.7, 29.3]",3857282,51,,,,,2.6149654,,Head,,,,"[6.1, 34.3]",,Low Pass,,9.947865,,,,,Matthew Charles Turner,12352.0,,,,,,Recovery,2,Regular Play,Tim Ream,18242.0,Left Center Back,93,United States,1839,['217f2b28-d79a-4620-9606-b5cdc90d953e'],26,,,,,,,,,,,,,,,,United States,1839,00:06:26.280,Pass,
,,,,,,,,,,,,,,,,,2.82528,,,,,,,,,,,,,,7b0b5fba-3c2e-4baa-91a5-2aa32cc607ce,2128,,,"[10.4, 30.2]",3857282,51,,,,,-0.6271812,,Keeper Arm,,,,"[36.2, 11.5]",,Low Pass,,31.864243,,,,,Antonee Robinson,4614.0,,,,,,,2,Regular Play,Matthew Charles Turner,12352.0,Goalkeeper,93,United States,1839,['225a15e4-d5aa-4653-863a-ff3d562fc562'],28,,,,,,,,,,,,,,,,United States,1839,00:06:28.382,Pass,
,,,,,,,,,,,,,,,,,1.670734,,,,,,,,,,,,,,50a86d29-916a-4728-bd20-9a9cd4b3f925,2134,,,"[1.3, 65.0]",3857282,51,,,,,0.24910235,,Right Foot,,,,"[12.7, 67.9]",,Ground Pass,,11.763078,,,,,Ethan Ampadu,4934.0,,,,,,Recovery,2,Regular Play,Connor Roberts,4774.0,Right Wing Back,94,Wales,907,['172c694a-f7a4-4ffc-ba06-9971ec85973e'],41,,,,,,,,,,,,,,,,Wales,907,00:06:41.262,Pass,
,,,,,,,,,,,,,,,,,2.228557,,,,,,,,,,,,,,46eb61da-6219-4150-82b7-a4b0a3210c3e,2138,,,"[14.9, 68.6]",3857282,51,,,,,-0.25830233,,Right Foot,,,,"[50.1, 59.3]",,Low Pass,,36.40783,,,,,Aaron Ramsey,3517.0,,,,,,,2,Regular Play,Ethan Ampadu,4934.0,Center Defensive Midfield,94,Wales,907,"['6e6842b7-e444-44ef-9064-fb7d477b0dcd', 'f40fe612-c729-42af-962e-fe1f7252c076']",43,,,,,,,,,,,,,,,,Wales,907,00:06:43.613,Pass,True
,,,,,,,,,,,,,,,,,2.116255,,,,,,,,,,,,,,aa56aa32-35d9-461b-8d9c-3abb2976675e,2141,,,"[48.9, 58.5]",3857282,51,,,,,-2.1466193,,Right Foot,,,,"[36.5, 39.4]",,Low Pass,,22.772133,,,,,Harry Wilson,9540.0,,,,,,,2,Regular Play,Aaron Ramsey,3517.0,Right Center Midfield,94,Wales,907,"['1b466463-a78d-4522-9084-08b55a4f331a', '794eb548-bca8-4af9-be9c-ae32ca00b7bc']",45,,,,,,,,,,,,,,,,Wales,907,00:06:45.842,Pass,True
,,,,,,,,,,,,,,,,,1.443727,,,,,,,,,,,,,,7382f9c8-00cc-4281-945a-7a5ca5defb27,2145,,,"[36.9, 36.3]",3857282,51,,,,,-2.4037776,,Left Foot,,,,"[25.9, 26.3]",,Ground Pass,,14.866069,,,,,Ben Davies,3086.0,,,,,,,2,Regular Play,Harry Wilson,9540.0,Left Center Midfield,94,Wales,907,"['98fbdc61-f2d5-4d7d-9bf7-a43ab02b30b0', 'a9557b7c-8d51-45d6-bfce-5d994fa1b6a2']",48,,,,,,,,,,,,,,,,Wales,907,00:06:48.316,Pass,True
,,,,,,,,,,,,,,,,,1.121214,,,,,,,,,,,,,,fdd956b5-97ee-4d3a-a473-04f2c546753d,2148,,,"[27.2, 28.5]",3857282,51,,,,,0.95320404,,Left Foot,,,,"[34.8, 39.2]",,Ground Pass,,13.124405,,,,,Ethan Ampadu,4934.0,,,,,,,2,Regular Play,Ben Davies,3086.0,Left Center Back,94,Wales,907,['c0f71a40-8983-472b-b00f-e541fb8ffc20'],51,,,,,,,,,,,,,,,,Wales,907,00:06:51.491,Pass,
,,,,,,,,,,,,,,,,,1.101852,,,,,,,,,,,,,,aed4494a-34f2-4a09-a570-e64cca63e883,2152,,,"[36.1, 38.7]",3857282,51,,,,,3.0565271,,Right Foot,,,,"[23.2, 39.8]",,Ground Pass,,12.946815,,,,,Joe Rodon,11250.0,,,,,,,2,Regular Play,Ethan Ampadu,4934.0,Center Defensive Midfield,94,Wales,907,['79ddb3ec-c556-43d9-9c0e-93777394492d'],53,,,,,,,,,,,,,,,,Wales,907,00:06:53.812,Pass,
,,,,,,,,,,,,,,,,,1.062662,,,,,,,,,,,,,,11daa8c2-0ad4-4048-abc2-caeeae58c529,2154,,,"[23.2, 39.8]",3857282,51,,,,,1.3350058,,Right Foot,,,,"[26.9, 55.2]",,Ground Pass,,15.838244,,,,,Chris Mepham,4767.0,,,,,,,2,Regular Play,Joe Rodon,11250.0,Center Back,94,Wales,907,['18501d29-6ec7-491d-a32f-c952bfb2fc50'],54,,,,,,,,,,,,,,,,Wales,907,00:06:54.914,Pass,
,,,,,,,,,,,,,,,,,1.318453,,,,,,,,,,,,,,c9088a1d-852c-492e-aafb-6bcb4ebd70db,2157,,,"[35.8, 59.7]",3857282,51,,,,,-0.19486392,,Right Foot,,,,"[58.6, 55.2]",,Ground Pass,,23.239836,,,,,Kieffer Roberto Francisco Moore,3853.0,,,,,,,2,Regular Play,Chris Mepham,4767.0,Right Center Back,94,Wales,907,['5e00faca-5653-42cd-b249-a7912985374b'],58,,,,,,,,,,,,,,,,Wales,907,00:06:58.777,Pass,
,,,,,,,,,,,,,,,,,1.363457,,,,,,,,,,,,,,62491215-a7d9-4380-a758-d6d278923f0e,2164,,,"[47.2, 51.2]",3857282,52,,,,,-2.6284165,,Right Foot,,,,"[29.1, 41.0]",,Ground Pass,,20.776188,,,,,Joe Rodon,11250.0,,,,,,,2,Regular Play,Kieffer Roberto Francisco Moore,3853.0,Left Center Forward,94,Wales,907,['32450000-7da6-4ef2-8b01-cfc6296340db'],3,,,,,,,,,,,,,,,,Wales,907,00:07:03.652,Pass,
,,,,,,,,,,,,,,,,,3.068278,,,,,,,,,,,,,,eb1ccdaa-a17a-47c5-baf8-052c73a73262,2167,,,"[34.1, 38.1]",3857282,52,,,,,-0.7736952,,Right Foot,,,,"[73.0, 0.1]",,High Pass,,54.380234,,,Out,,Neco Williams,34794.0,,,,,,,2,Regular Play,Joe Rodon,11250.0,Center Back,94,Wales,907,['8548bac1-fbf7-4d37-ab0f-b5fd08e09bca'],6,,,,,,,,,,,,,,,,Wales,907,00:07:06.259,Pass,
,,,,,,,,,,,,,,,,,3.183587,,,,,,,,,,,,,,3bef9913-4270-4636-8ee4-20a7d4dc98a9,2169,,,"[46.9, 80.0]",3857282,52,,True,,,-2.5190582,,,,,,"[34.5, 71.1]",,Low Pass,,15.263355,,,,,Walker Zimmerman,12524.0,,,,,,Throw-in,2,From Throw In,Sergino Dest,21881.0,Right Back,95,United States,1839,['6d0d33bc-3dc5-4f2b-aeba-ea5469a682c4'],15,,,,,,,,,,,,,,,,United States,1839,00:07:15.804,Pass,
,,,,,,,,,,,,,,,,,1.224682,,,,,,,,,,,,,,11853b07-d2a2-4c83-beb1-975d01e0988c,2171,,,"[28.9, 66.5]",3857282,52,,,,,0.8572741,,Left Foot,,,,"[34.7, 73.2]",,Ground Pass,,8.861715,,,,,Sergino Dest,21881.0,,,,,,,2,From Throw In,Walker Zimmerman,12524.0,Right Center Back,95,United States,1839,['565bed5b-4c91-4578-b933-73c322a02241'],20,,,,,,,,,,,,,,,,United States,1839,00:07:20.978,Pass,
,,,,,,,,,,,,,,,,,1.081771,,,,,,,,,,,,,,6be9bae3-4131-4779-8245-fee2c5c20d1d,2174,,,"[56.4, 78.3]",3857282,52,,,,,-0.648332,,Right Foot,,,,"[69.6, 68.3]",,Ground Pass,,16.560194,,,Incomplete,,Weston McKennie,8526.0,,,,,,,2,From Throw In,Sergino Dest,21881.0,Right Back,95,United States,1839,"['36250c6d-d76a-4e2d-9eea-e8ef5f284458', 'c6037ea6-47e3-4ad4-88f5-65c6dab6dff0']",25,,,,,,,,,,,,,,,,United States,1839,00:07:25.641,Pass,
,,,,,,,,,,,,,,,,,0.103286,,,,,,,,,,,,,,36250c6d-d76a-4e2d-9eea-e8ef5f284458,2176,,,"[50.5, 11.8]",3857282,52,,,,,-0.16514868,,Left Foot,,,,"[54.1, 11.2]",,Low Pass,,3.6496575,,,Incomplete,,Kieffer Roberto Francisco Moore,3853.0,,,,,,Recovery,2,From Throw In,Ben Davies,3086.0,Left Center Back,95,United States,1839,"['08fd0c3a-582e-412c-849f-1f22b3033ce6', '6be9bae3-4131-4779-8245-fee2c5c20d1d', '7cf3480f-429d-412b-967f-747c2132ffee']",26,,,,,,,,,,,,,,,,Wales,907,00:07:26.723,Pass,
,,,,,,,,,,,,,,,,,1.441797,,,,,,,,,,,,,,d30ec764-e00f-47c3-9b8f-aa48a6f12343,2179,,,"[63.2, 0.1]",3857282,52,,,,,2.8897727,,,,,,"[42.6, 5.4]",,Low Pass,,21.270872,,,,,Ben Davies,3086.0,,,,,,Throw-in,2,From Throw In,Neco Williams,34794.0,Left Wing Back,96,Wales,907,['e6197cb4-b178-46cc-941a-e1418ae9025b'],36,,,,,,,,,,,,,,,,Wales,907,00:07:36.900,Pass,
,,,,,,,,,,,,,,,,,1.519065,,,,,,,,,,,,,,5006e9a5-385c-47b5-9be1-14dfadce11fa,2182,,,"[44.1, 15.4]",3857282,52,,,,,1.9411198,,Left Foot,,,,"[40.8, 23.9]",,Ground Pass,,9.1181135,,,,,Joe Rodon,11250.0,,,,,,,2,From Throw In,Ben Davies,3086.0,Left Center Back,96,Wales,907,['37886fed-0f95-45c1-ae24-d55ed69ecafa'],40,,,,,,,,,,,,,,,,Wales,907,00:07:40.666,Pass,
,,,,,,,,,,,,,,,,,2.071235,,,,,,,,,,,,,,700ff74c-d8b4-42d7-aaa9-bb8fa4975e63,2185,,,"[44.3, 33.2]",3857282,52,,,,,1.213104,,Right Foot,,,,"[55.7, 63.7]",,Ground Pass,,32.560867,,,,,Connor Roberts,4774.0,,,,,,,2,From Throw In,Joe Rodon,11250.0,Center Back,96,Wales,907,['17fb1f4d-d9bf-494e-be66-e91aea84d4cf'],44,,,,,,,,,,,,,,,,Wales,907,00:07:44.485,Pass,
,,,,,,,,,,,,,,,,,1.329621,,,,,,,,,,,,,,7f971362-3884-4394-9bc4-146a47382533,2188,,,"[56.8, 65.8]",3857282,52,,,,,-2.752045,,Right Foot,,,,"[37.8, 58.0]",,Ground Pass,,20.538744,,,,,Chris Mepham,4767.0,,,,,,,2,From Throw In,Connor Roberts,4774.0,Right Wing Back,96,Wales,907,['ceaabbea-2f35-4c6b-b71e-eb1f793622f0'],47,,,,,,,,,,,,,,,,Wales,907,00:07:47.487,Pass,
,,,,,,,,,,,,,,,,,1.875624,,,,,,,,,,,,,,98c2d644-f603-4775-af7b-731762786b9e,2191,,,"[37.0, 55.9]",3857282,52,,,,,-1.6111332,,Right Foot,,,,"[36.1, 33.6]",,Ground Pass,,22.318153,,,,,Joe Rodon,11250.0,,,,,,,2,From Throw In,Chris Mepham,4767.0,Right Center Back,96,Wales,907,['b8e8c3a8-f88d-4c24-8a79-0612f84edf27'],50,,,,,,,,,,,,,,,,Wales,907,00:07:50.733,Pass,
,,,,,,,,,,,,,,,,,1.031505,,,,,,,,,,,,,,800b6eca-7a28-41b9-a61e-f21387fb465a,2194,,,"[39.2, 32.1]",3857282,52,,,,,-0.17936994,,Right Foot,,,,"[57.4, 28.8]",,Ground Pass,,18.496756,,,,,Harry Wilson,9540.0,,,,,,,2,From Throw In,Joe Rodon,11250.0,Center Back,96,Wales,907,['621c1243-eca2-4af5-9f66-a93566a7e039'],53,,,,,,,,,,,,,,,,Wales,907,00:07:53.754,Pass,
,,,,,,,,,,,,,,,,,1.153362,,,,,,,,,,,,,,fc057a4f-1321-4ca7-9766-3a7e1abdc7bd,2198,,,"[56.3, 32.8]",3857282,52,,,,,-3.1120155,,Left Foot,,,,"[39.4, 32.3]",,Ground Pass,,16.907394,,,,,Joe Rodon,11250.0,,,,,,,2,From Throw In,Harry Wilson,9540.0,Left Center Midfield,96,Wales,907,['049a4dce-dc15-4953-8783-0a68d0c87c9a'],55,,,,,,,,,,,,,,,,Wales,907,00:07:55.539,Pass,
,,,,,,,,,,,,,,,,,2.65389,,,,,,,,,,,,,,a42dc5bf-c97e-4cf0-acd0-d6e43dc8017d,2201,,,"[38.0, 30.9]",3857282,52,,,,,1.5687555,,Right Foot,,,,"[38.1, 79.9]",,High Pass,,49.000103,,,Out,,Chris Mepham,4767.0,,,True,,,,2,From Throw In,Joe Rodon,11250.0,Center Back,96,Wales,907,['8b807989-f5ad-4cda-8a07-3e924f76cfb6'],57,,,,,,,,,,,,,,,,Wales,907,00:07:57.731,Pass,
,,,,,,,,,,,,,,,,,1.657687,,,,,,,,,,,,,,0f22b668-c309-443f-8c61-23fa75b0be10,2203,,,"[81.0, 0.1]",3857282,53,,,,,0.24163046,,,,,,"[102.1, 5.3]",,High Pass,,21.731314,,,Incomplete,,Joshua Sargent,22168.0,,,,,,Throw-in,2,From Throw In,Antonee Robinson,4614.0,Left Back,97,United States,1839,"['2efbbcd1-698b-4cf4-b908-a192209883aa', 'fd0ca46b-0b89-4760-9813-587033bd483d']",14,,,,,,,,,,,,,,,,United States,1839,00:08:14.704,Pass,
,,,,,,,,,,,,,,,,,1.685877,,,,,,,,,,,,,,fd0ca46b-0b89-4760-9813-587033bd483d,2205,,,"[18.0, 74.8]",3857282,53,,,,,-0.9445349,,Head,,,,"[24.8, 65.4]",,High Pass,,11.601724,,,,,Ethan Ampadu,4934.0,,,,,,Interception,2,Regular Play,Chris Mepham,4767.0,Right Center Back,98,Wales,907,"['0f22b668-c309-443f-8c61-23fa75b0be10', '58740144-980c-4a86-81a0-20d68c458753']",16,,,,,,,,,,,,,,,,Wales,907,00:08:16.362,Pass,
,,,,,,,,,,,,,,,,,2.160328,,,,,,,,,,,,,,34e4a6fd-0b09-4829-a15b-bf36849c7151,2207,,,"[24.8, 65.4]",3857282,53,,,,,0.102206714,,Head,,,,"[44.3, 67.4]",,High Pass,,19.602295,,,Incomplete,,Kieffer Roberto Francisco Moore,3853.0,,,,,,,2,Regular Play,Ethan Ampadu,4934.0,Center Defensive Midfield,98,Wales,907,"['1ff3bb72-7b19-448f-b26f-b2578ffb1d97', '608ff127-968f-44de-b858-a9644c7d3d60']",18,,,,,,,,,,,,,,,,Wales,907,00:08:18.048,Pass,
,,,,,,,,,,,,,,,,,1.579689,,,,,,,,,,,,,,1ff3bb72-7b19-448f-b26f-b2578ffb1d97,2209,,,"[75.8, 12.7]",3857282,53,,,,,-0.5639591,,Head,,,,"[87.5, 5.3]",,High Pass,,13.843771,,,Incomplete,,,,,,,,,Recovery,2,Regular Play,Tyler Adams,12751.0,Center Defensive Midfield,98,Wales,907,"['06a3a20f-583b-49e7-855c-bf2e4d79c2d9', '34e4a6fd-0b09-4829-a15b-bf36849c7151']",20,,,,,,,,,,,,,,,,United States,1839,00:08:20.208,Pass,
,,,,,,,,,,,,,,,,,1.692606,,,,,,,,,,,,,,c880f0fe-0ccd-4f71-a395-86f7aa692bb1,2212,,,"[33.4, 70.7]",3857282,53,,,,,-1.900602,,Right Foot,,,,"[24.5, 44.7]",,Ground Pass,,27.481085,,,,,Ben Davies,3086.0,,,,,,,2,Regular Play,Connor Roberts,4774.0,Right Wing Back,98,Wales,907,['4884fee9-1eab-4349-8132-f11fbf7ae20e'],23,,,,,,,,,,,,,,,,Wales,907,00:08:23.170,Pass,
,,,,,,,,,,,,,,,,,1.823056,,,,,,,,,,,,,,d935f269-e662-4ded-9c60-a788e7e6be99,2215,,,"[26.3, 39.4]",3857282,53,,,,,-0.46803355,,Left Foot,,,,"[53.6, 25.6]",,Ground Pass,,30.589705,,,,,Harry Wilson,9540.0,,,,,,,2,Regular Play,Ben Davies,3086.0,Left Center Back,98,Wales,907,['3f9f02a5-3b3e-4827-8b6e-8e3d441adac2'],25,,,,,,,,,,,,,,,,Wales,907,00:08:25.835,Pass,
,,,,,,,,,,,,,,,,,1.72557,,,,,,,,,,,,,,da708818-4342-4696-80f0-e23ec710860f,2218,,,"[66.8, 21.4]",3857282,53,,,,,-0.86078376,,Left Foot,,,,"[82.1, 3.6]",,Ground Pass,,23.471899,,,,,Neco Williams,34794.0,,,,,,,2,Regular Play,Harry Wilson,9540.0,Left Center Midfield,98,Wales,907,['3f40ccae-f725-45e5-a453-76f552aa8b74'],29,,,,,,,,,,,,,,,,Wales,907,00:08:29.244,Pass,
,,,,,,,,,,,,,,,,,1.746341,,,,,,,,,,,,,,01882c52-a7b7-45f5-bc6d-2d026ecc89ff,2225,,,"[86.2, 0.1]",3857282,53,,,,,2.961739,,,,,,"[68.6, 3.3]",,Low Pass,,17.888544,,,,,Ben Davies,3086.0,,,,,,Throw-in,2,From Throw In,Neco Williams,34794.0,Left Wing Back,99,Wales,907,['95be4404-a6bd-4269-9be7-015d994bc4d0'],46,,,,,,,,,,,,,,,,Wales,907,00:08:46.894,Pass,
,,,,,,,,,,,,,,,,,1.276938,,,,,,,,,,,,,,756cc496-2828-41fa-83f3-8be19b39c6b5,2228,,,"[69.2, 4.7]",3857282,53,,,,,2.0732937,,Left Foot,,,,"[57.0, 26.9]",,Ground Pass,,25.331404,,,,,Joe Rodon,11250.0,,,,,,,2,From Throw In,Ben Davies,3086.0,Left Center Back,99,Wales,907,['2d6bf4ac-32bd-4562-a69e-c7a3a7976fda'],49,,,,,,,,,,,,,,,,Wales,907,00:08:49.400,Pass,
,,,,,,,,,,,,,,,,,1.152944,,,,,,,,,,,,,,ea89b281-b1dc-443a-83ff-81a63cfa2a23,2231,,,"[54.5, 27.7]",3857282,53,,,,,1.6421038,,Right Foot,,,,"[52.9, 50.1]",,Ground Pass,,22.45707,,,,,Chris Mepham,4767.0,,,,,,,2,From Throw In,Joe Rodon,11250.0,Center Back,99,Wales,907,['af00a3d2-c137-48a2-896d-a777e976260d'],51,,,,,,,,,,,,,,,,Wales,907,00:08:51.796,Pass,
,,,,,,,,,,,,,,,,,1.512577,,,,,,,,,,,,,,9ee82d40-5245-43cf-a4a6-6d63da669f62,2234,,,"[51.0, 53.6]",3857282,53,,,,,0.7951066,,Right Foot,,,,"[66.3, 69.2]",,Ground Pass,,21.85063,,,,,Connor Roberts,4774.0,,,,,,,2,From Throw In,Chris Mepham,4767.0,Right Center Back,99,Wales,907,['15102be1-1a61-44f3-8b2f-4a8cd4db0487'],53,,,,,,,,,,,,,,,,Wales,907,00:08:53.927,Pass,
,,,,,,,,,,,,,,,,,2.527935,,,,,,,,,,,,,,32cf97d8-f06a-4f9a-bb88-29f605fbf059,2238,,,"[69.0, 75.6]",3857282,53,,,,,-2.6030447,,Right Foot,,,,"[45.4, 61.5]",,Ground Pass,,27.491272,,,,,Chris Mepham,4767.0,,,,,,,2,From Throw In,Connor Roberts,4774.0,Right Wing Back,99,Wales,907,"['09411854-0c51-44a7-9845-8aa2ca901681', '60dd9400-e095-4086-a4a4-97cd18152212']",58,,,,,,,,,,,,,,,,Wales,907,00:08:58.042,Pass,True
,,,,,,,,,,,,,,,,,1.427475,,,,,,,,,,,,,,fed36d63-b676-4d08-9825-1c8f597664ef,2241,,,"[47.0, 61.4]",3857282,54,,,,,-1.8187512,,Right Foot,,,,"[41.0, 37.7]",,Ground Pass,,24.447699,,,,,Joe Rodon,11250.0,,,,,,,2,From Throw In,Chris Mepham,4767.0,Right Center Back,99,Wales,907,['74aac1e9-367a-4d27-82e1-adf305fc2455'],1,,,,,,,,,,,,,,,,Wales,907,00:09:01.744,Pass,
,,,,,,,,,,,,,,,,,1.189099,,,,,,,,,,,,,,9cbd08a3-41d3-4544-af5b-3fee94230e81,2244,,,"[41.6, 35.3]",3857282,54,,,,,-1.3734008,,Right Foot,,,,"[45.8, 14.3]",,Ground Pass,,21.415882,,,,,Ben Davies,3086.0,,,,,,,2,From Throw In,Joe Rodon,11250.0,Center Back,99,Wales,907,['114fbbc0-da6d-4134-a479-7c338f83311e'],4,,,,,,,,,,,,,,,,Wales,907,00:09:04.300,Pass,
,,,,,,,,,,,,,,,,,1.31344,,,,,,,,,,,,,,27369508-9ec6-4b04-bfe1-f66023180814,2247,,,"[45.6, 13.9]",3857282,54,,,,,-0.45487592,,Left Foot,,,,"[68.5, 2.7]",,Ground Pass,,25.492155,,,,,Neco Williams,34794.0,,,,,,,2,From Throw In,Ben Davies,3086.0,Left Center Back,99,Wales,907,['1b42d8c9-d7a8-4b9b-8be6-2860d54873ee'],6,,,,,,,,,,,,,,,,Wales,907,00:09:06.120,Pass,
