50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.651817,,,,,,,,,,,,,b55d5645-56ca-4a1b-87a4-912076756711,527,,,"[66.0, 36.2]",3857265,16,,,,,0.9338817,,Left Foot,,"[96.7, 77.7]",High Pass,,51.62112,,,Hirving Rodrigo Lozano Bahena,5571.0,,True,,,,1,Regular Play,Héctor Alfredo Moreno Herrera,5573.0,Left Center Back,32,Mexico,794,['1d2e3532-397d-490d-9fc7-39a6d666ccc7'],23,,,,,,,,,,,,,,,,,Mexico,794,00:16:23.555,Pass,
,,,,,,,,,,,,,,,,,0.137881,,,,,,,,,,,,,d16cb74e-dd7c-4d23-bf93-549882a2e58a,536,,,"[81.2, 72.6]",3857265,16,,,,,-0.66104317,,Right Foot,,"[82.1, 71.9]",Ground Pass,,1.1401755,Incomplete,,Hirving Rodrigo Lozano Bahena,5571.0,,,,,,1,Regular Play,Jorge Eduardo Sánchez Ramos,26406.0,Right Back,32,Mexico,794,"['296eb82a-6a70-4462-8cb7-e7c6e50a64b8', '83bcddc8-55a6-40d7-a61b-9ffb75d919c5', '87bf7a57-2060-4e09-a8a3-1f8ce7a8a4c6']",30,,,,,,,,,,,,,,,,,Mexico,794,00:16:30.034,Pass,True
,,,,,,,,,,,,,,,,,0.643883,,,,,,,,,,,,,01388d2d-2891-4a47-b82a-3c2a7e64ead1,541,,,"[88.4, 15.8]",3857265,16,,,,,1.5253731,,Left Foot,,"[89.1, 31.2]",Low Pass,,15.415901,,,Robert Lewandowski,5668.0,,,,,,1,Regular Play,Nicola Zalewski,50502.0,Left Midfield,32,Mexico,794,['8cfd24fc-36e4-4d91-b66f-83eb8acd3af7'],35,,,,,,,,,,,,,,,,,Poland,789,00:16:35.334,Pass,
,,,,,,,,,,,,,,,,,1.250766,,,,,,,,,,,,,e683e678-c52c-4a0a-844b-d5e70af5e1af,547,,,"[20.5, 18.0]",3857265,16,,,,,0.5191461,,Left Foot,,"[29.6, 23.2]",Ground Pass,,10.480935,,,Edson Omar Álvarez Velázquez,5567.0,,,,,,1,Regular Play,Jesús Daniel Gallardo Vasconcelos,5576.0,Left Back,32,Mexico,794,['bcbdcb0c-330c-48a8-95c8-73c23cf7cf5e'],40,,,,,,,,,,,,,,,,,Mexico,794,00:16:40.891,Pass,
,,,,,,,,,,,,,,,,,2.208904,,,,,,,,,,,,,e0a205ec-d723-456b-8659-620b7cdc88e4,551,,,"[45.1, 20.5]",3857265,16,,,,,-1.4654962,,Right Foot,,"[46.4, 8.2]",Ground Pass,,12.368508,,,Luis Gerardo Chávez Magallón,28825.0,,,,,,1,Regular Play,Edson Omar Álvarez Velázquez,5567.0,Center Defensive Midfield,32,Mexico,794,['c3385b84-0860-411f-954b-06002b694cef'],44,,,,,,,,,,,,,,,,,Mexico,794,00:16:44.583,Pass,
,,,,,,,,,,,,,,,,,1.0259,,,,,,,,,,,,,594129eb-28d4-463a-ba19-2780defa840f,554,,,"[46.4, 6.5]",3857265,16,,,,,-0.26916748,,Left Foot,,"[58.0, 3.3]",Ground Pass,,12.033287,,,Ernesto Alexis Vega Rojas,26301.0,,,,,,1,Regular Play,Luis Gerardo Chávez Magallón,28825.0,Left Center Midfield,32,Mexico,794,['bd4f0fb9-4061-468a-be19-2d9c874056c0'],47,,,,,,,,,,,,,,,,,Mexico,794,00:16:47.032,Pass,
,,,,,,,,,,,,,,,,,1.949259,,,,,,,,,,,,,e70ccdd5-2942-4841-a43c-2433cdcdb730,560,,,"[56.2, 7.4]",3857265,17,,True,,,1.8417432,,Right Foot,,"[50.7, 27.2]",Ground Pass,,20.549696,,,Héctor Miguel Herrera López,5575.0,,,,,Free Kick,1,From Free Kick,Héctor Alfredo Moreno Herrera,5573.0,Left Center Back,33,Mexico,794,['0511cee4-c891-4a2e-90d3-a3ab8108e317'],7,,,,,,,,,,,,,,,,,Mexico,794,00:17:07.519,Pass,
,,,,,,,,,,,,,,,,,2.135548,,,,,,,,,,,,,f9876226-7940-47b2-8f94-7d155838e0c7,562,,,"[51.9, 50.6]",3857265,17,,,,,0.71295875,,Right Foot,,"[82.2, 76.8]",Ground Pass,,40.056583,,,Hirving Rodrigo Lozano Bahena,5571.0,,,,,,1,From Free Kick,Héctor Miguel Herrera López,5575.0,Right Center Midfield,33,Mexico,794,['9df67335-6938-40c8-890e-c9caea650358'],10,,,,,,,,,,,,,,,,,Mexico,794,00:17:10.517,Pass,
,,,,,,,,,,,,,,,,,0.651394,,,,,,,,,,,,,f05ab815-12e1-4175-8182-769ce9a5207c,566,,,"[92.0, 64.3]",3857265,17,,,,,-1.0227724,,Right Foot,,"[101.4, 48.9]",Ground Pass,,18.042173,,,Henry Josué Martín Mex,26400.0,,,,,,1,From Free Kick,Hirving Rodrigo Lozano Bahena,5571.0,Right Wing,33,Mexico,794,['41372ef8-efcd-44d6-9284-41a573d74cc2'],15,,,,,,,,,,,,,,,,,Mexico,794,00:17:15.434,Pass,
,,,,,,,,,,,,,,,,,1.360253,,,,,,,,,,,,,a960da5b-0099-4d5d-9f5d-f4f865a54e72,570,,,"[101.4, 49.4]",3857265,17,,,,,0.81986725,,Right Foot,,"[111.2, 59.9]",Ground Pass,,14.3628,Pass Offside,,Jorge Eduardo Sánchez Ramos,26406.0,,,,,,1,From Free Kick,Henry Josué Martín Mex,26400.0,Center Forward,33,Mexico,794,['1c88ed97-ddf2-4597-9cfd-04687287316e'],16,,,,,,,,,,,,,,,,,Mexico,794,00:17:16.165,Pass,
,,,,,,,,,,,,,,,,,3.433391,,,,,,,,,,,,,2ac98483-8d99-48d2-83b8-40fa3d08bae4,572,,,"[14.1, 33.4]",3857265,17,,,,,-0.20501503,,Right Foot,,"[77.1, 20.3]",High Pass,,64.34757,Incomplete,,Robert Lewandowski,5668.0,,,,,Free Kick,1,From Free Kick,Wojciech Szczęsny,5669.0,Goalkeeper,34,Poland,789,"['4f83fcfa-5a26-4694-bfce-d2cd7bfc8e6b', 'bfdcd3a1-3483-496e-9a96-fd6409ddc9f6']",48,,,,,,,,,,,,,,,,,Poland,789,00:17:48.912,Pass,
,,,,,,,,,,,,,,,,,1.071753,,,,,,,,,,,,,bfdcd3a1-3483-496e-9a96-fd6409ddc9f6,575,,,"[43.0, 59.8]",3857265,17,,,,True,0.59619915,,,,"[54.2, 67.4]",High Pass,,13.535139,,,Hirving Rodrigo Lozano Bahena,5571.0,,,,,Recovery,1,From Free Kick,Héctor Miguel Herrera López,5575.0,Right Center Midfield,34,Poland,789,"['1e4c6559-82e7-48b3-ad03-d5e1a2ae614d', '2ac98483-8d99-48d2-83b8-40fa3d08bae4', 'd8e438d7-65ce-4463-93e8-8241279f5e4a']",52,,,,,,,,,,,,,,,,,Mexico,794,00:17:52.346,Pass,True
,,,,,,,,,,,,,,,,,3.594737,,,,,,,,,,,,,8d660715-9e38-4807-9a7f-8415c1162f24,578,,,"[54.2, 67.4]",3857265,17,,,,,-0.0056179184,,Right Foot,,"[89.8, 67.2]",Low Pass,,35.600563,Incomplete,,Henry Josué Martín Mex,26400.0,,,,,,1,From Free Kick,Hirving Rodrigo Lozano Bahena,5571.0,Right Wing,34,Poland,789,"['46db8726-c12c-445d-ab81-f45cf4b57261', 'f9a90a94-5e0e-447e-a819-71995b947c7a']",53,,,,,,,,,,,,,,,,,Mexico,794,00:17:53.425,Pass,
,,,,,,,,,,,,,,,,,2.612894,,,,,,,,,,,,,f9a90a94-5e0e-447e-a819-71995b947c7a,580,,,"[30.3, 12.9]",3857265,17,,,,,2.207414,,Right Foot,,"[11.3, 38.6]",Ground Pass,,31.960756,,,Wojciech Szczęsny,5669.0,,,,,Recovery,1,From Free Kick,Jakub Piotr Kiwior,44166.0,Left Center Back,34,Poland,789,"['8d660715-9e38-4807-9a7f-8415c1162f24', 'df5d0490-c455-453f-b638-97baaa10fa6d']",57,,,,,,,,,,,,,,,,,Poland,789,00:17:57.020,Pass,
,,,,,,,,,,,,,,,,,3.456539,,,,,,,,,,,,,725890e7-3e47-4a07-bbfd-398501c8d5e5,583,,,"[14.9, 42.0]",3857265,18,,,,,-0.34930265,,Right Foot,,"[75.3, 20.0]",High Pass,,64.281876,,,Robert Lewandowski,5668.0,,,,,,1,From Free Kick,Wojciech Szczęsny,5669.0,Goalkeeper,34,Poland,789,['422e826b-d90d-49bf-940b-e82510247313'],5,,,,,,,,,,,,,,,,,Poland,789,00:18:05.252,Pass,
,,,,,,,,,,,,,,,,,2.478102,,,,,,,,,,,,,36a99855-3b33-42e9-846c-0f67ee33438c,586,,,"[75.3, 20.0]",3857265,18,,,,True,-1.3376166,,,,"[79.1, 4.0]",Low Pass,,16.44506,,,Nicola Zalewski,50502.0,,,,,,1,From Free Kick,Robert Lewandowski,5668.0,Center Forward,34,Poland,789,"['2547bc09-55ed-4b04-8772-41a6d7a51c13', '400c7239-533b-4900-bc83-305d7051faf0']",8,,,,,,,,,,,,,,,,,Poland,789,00:18:08.749,Pass,True
,,,,,,,,,,,,,,,,,0.90393,,,,,,,,,,,,,c89fbea2-f12b-40bb-9744-64239a165b75,590,,,"[75.2, 2.4]",3857265,18,,,,,3.059425,,Right Foot,,"[58.2, 3.8]",Low Pass,,17.05755,,,Bartosz Bereszyński,5673.0,,,,,,1,From Free Kick,Nicola Zalewski,50502.0,Left Midfield,34,Poland,789,"['7ad5106c-d78f-4f49-917e-5be413daf72e', 'fb177f67-001e-46d5-9250-bb800867c8b6']",12,,,,,,,,,,,,,,,,,Poland,789,00:18:12.247,Pass,True
,,,,,,,,,,,,,,,,,3.555431,,,,,,,,,,,,,9f4f81bb-68be-4aa4-a948-67d7e4eb6015,594,,,"[58.2, 2.7]",3857265,18,,,,,0.4932517,,Right Foot,,"[75.5, 12.0]",High Pass,,19.641283,Incomplete,,Sebastian Szymański,4664.0,,,,,,1,From Free Kick,Bartosz Bereszyński,5673.0,Left Back,34,Poland,789,"['1f2f8be0-3b02-4797-8b09-424f6ba32f6e', '2a62e8f6-81be-43b8-b4f6-dca78a9a3df9', '605664ec-577a-4262-84b1-52fd6f5da144']",13,,,,,,,,,,,,,,,,,Poland,789,00:18:13.785,Pass,True
,,,,,,,,,,,,,,,,,1.180258,,,,,,,,,,,,,b626fc6d-a62f-47cd-8002-088f4e051a48,599,,,"[44.8, 56.3]",3857265,18,,,,,-2.177784,,Right Foot,,"[32.3, 38.3]",Ground Pass,,21.914606,,,Héctor Alfredo Moreno Herrera,5573.0,,,,,,1,Regular Play,Héctor Miguel Herrera López,5575.0,Right Center Midfield,35,Mexico,794,['339d36e1-bdda-4552-b26d-142215582c1c'],20,,,,,,,,,,,,,,,,,Mexico,794,00:18:20.449,Pass,
,,,,,,,,,,,,,,,,,1.345374,,,,,,,,,,,,,326cac90-dc77-4872-9674-93b0f0b95241,602,,,"[38.7, 25.3]",3857265,18,,,,,-1.3165342,,Left Foot,,"[43.3, 7.6]",Ground Pass,,18.287973,,,Jesús Daniel Gallardo Vasconcelos,5576.0,,,,,,1,Regular Play,Héctor Alfredo Moreno Herrera,5573.0,Left Center Back,35,Mexico,794,['5089649d-603c-4baa-8cfe-7c0d78d5c4af'],25,,,,,,,,,,,,,,,,,Mexico,794,00:18:25.881,Pass,
,,,,,,,,,,,,,,,,,2.258034,,,,,,,,,,,,,b34fa422-f43e-497f-860e-c9d118f193a7,605,,,"[36.4, 6.9]",3857265,18,,,,,2.3708992,,Right Foot,,"[15.7, 27.0]",Ground Pass,,28.853077,,,Francisco Guillermo Ochoa Magaña,5577.0,,,,,,1,Regular Play,Jesús Daniel Gallardo Vasconcelos,5576.0,Left Back,35,Mexico,794,['82936616-2ebb-467b-8d8f-c49c6cd866bc'],28,,,,,,,,,,,,,,,,,Mexico,794,00:18:28.579,Pass,
,,,,,,,,,,,,,,,,,2.079265,,,,,,,,,,,,,79029ecf-0bbf-448d-83b4-aa79d9427308,608,,,"[16.7, 36.4]",3857265,18,,,,,1.0369222,,Right Foot,,"[28.7, 56.7]",Ground Pass,,23.58156,,,César Jasib Montes Castro,26368.0,,,,,,1,Regular Play,Francisco Guillermo Ochoa Magaña,5577.0,Goalkeeper,35,Mexico,794,['7923d00f-d095-4f78-bf2e-d7f9cb42524a'],39,,,,,,,,,,,,,,,,,Mexico,794,00:18:39.181,Pass,
,,,,,,,,,,,,,,,,,2.05778,,,,,,,,,,,,,0be28c84-0476-4332-9a6a-22d28a74927c,611,,,"[34.8, 57.0]",3857265,18,,,,,-2.2929182,,Right Foot,,"[17.8, 37.7]",Ground Pass,,25.719448,,,Francisco Guillermo Ochoa Magaña,5577.0,,,,,,1,Regular Play,César Jasib Montes Castro,26368.0,Right Center Back,35,Mexico,794,['3610f533-e303-4bc5-a3ea-22eae9b173cd'],44,,,,,,,,,,,,,,,,,Mexico,794,00:18:44.313,Pass,
,,,,,,,,,,,,,,,,,1.188263,,,,,,,,,,,,,0be1bf81-452e-4dd9-a6b8-ab454dc7c22d,614,,,"[19.4, 38.8]",3857265,18,,,,,-1.0887781,,Right Foot,,"[27.3, 23.7]",Ground Pass,,17.041714,,,Héctor Miguel Herrera López,5575.0,,,,,,1,Regular Play,Francisco Guillermo Ochoa Magaña,5577.0,Goalkeeper,35,Mexico,794,['657f4f00-a041-4baa-ab73-33f62129c219'],47,,,,,,,,,,,,,,,,,Mexico,794,00:18:47.720,Pass,
,,,,,,,,,,,,,,,,,1.401695,,,,,,,,,,,,,6ade972b-29e4-4280-82dd-11aac97b9c2b,617,,,"[34.4, 20.5]",3857265,18,,,,,-0.89839,,Right Foot,,"[46.9, 4.8]",Ground Pass,,20.068382,,,Héctor Alfredo Moreno Herrera,5573.0,,,,,,1,Regular Play,Héctor Miguel Herrera López,5575.0,Right Center Midfield,35,Mexico,794,['3e18cedb-8b92-4ddb-9577-8c1e98fae76a'],50,,,,,,,,,,,,,,,,,Mexico,794,00:18:50.867,Pass,
,,,,,,,,,,,,,,,,,0.810948,,,,,,,,,,,,,0c629cf3-8609-4eaa-99e3-53b6aa9f8263,620,,,"[49.4, 5.3]",3857265,18,,,,,1.2106735,,Left Foot,,"[55.5, 21.5]",Ground Pass,,17.310402,,,Luis Gerardo Chávez Magallón,28825.0,,,,,,1,Regular Play,Héctor Alfredo Moreno Herrera,5573.0,Left Center Back,35,Mexico,794,['b611ad4a-c367-4ad5-9c1b-d0cb61359200'],53,,,,,,,,,,,,,,,,,Mexico,794,00:18:53.274,Pass,
,,,,,,,,,,,,,,,,,1.019371,,,,,,,,,,,,,02514ffd-f909-4fd6-af0d-25dcd7f38b18,623,,,"[60.8, 24.2]",3857265,18,,,,,1.994371,,Left Foot,,"[53.0, 41.5]",Ground Pass,,18.97709,,,Edson Omar Álvarez Velázquez,5567.0,,,,,,1,Regular Play,Luis Gerardo Chávez Magallón,28825.0,Left Center Midfield,35,Mexico,794,['b7f6adc1-b97c-4ebe-96b4-013a3c0cdb33'],56,,,,,,,,,,,,,,,,,Mexico,794,00:18:56.285,Pass,
,,,,,,,,,,,,,,,,,1.777945,,,,,,,,,,,,,73b9a739-daa3-4af5-888a-745b0b96c13e,626,,,"[63.9, 51.1]",3857265,19,,,,,0.8840245,,Right Foot,,"[85.3, 77.2]",Ground Pass,,33.75159,,,Hirving Rodrigo Lozano Bahena,5571.0,,,,,,1,Regular Play,Edson Omar Álvarez Velázquez,5567.0,Center Defensive Midfield,35,Mexico,794,['6ff72db9-3b63-4e60-8291-d0dcb2481b00'],0,,,,,,,,,,,,,,,,,Mexico,794,00:19:00.348,Pass,
,,,,,,,,,,,,,,,,,1.566891,,,,,,,,,,,,,841007c8-8dac-4ed0-841c-9be9ec28a186,629,,,"[88.3, 76.7]",3857265,19,,,,,-1.1238536,,Right Foot,True,"[104.5, 42.9]",Low Pass,,37.481728,Incomplete,,,,,,,,,1,Regular Play,Hirving Rodrigo Lozano Bahena,5571.0,Right Wing,35,Mexico,794,['a0d07958-fca7-4c6b-a3d4-448e6b3467b3'],3,,,,,,,,,,,,,,,,,Mexico,794,00:19:03.881,Pass,
,,,,,,,,,,,,,,,,,2.119973,,,,,,,,,,,,,f46808d1-0d26-473f-b3f6-8eb72241e353,633,,,"[15.2, 32.9]",3857265,19,,,,,1.0724033,,Keeper Arm,,"[31.2, 62.3]",High Pass,,33.47178,,,Matty Cash,4734.0,,,,,,1,From Keeper,Wojciech Szczęsny,5669.0,Goalkeeper,36,Poland,789,['4aa4a725-2c73-4f04-9b9d-e999c396ece9'],14,,,,,,,,,,,,,,,,,Poland,789,00:19:14.039,Pass,
,,,,,,,,,,,,,,,,,1.498388,,,,,,,,,,,,,2cde09f3-7801-42b2-810e-3920e6652269,636,,,"[38.0, 77.1]",3857265,19,,,,,-1.5178657,,Right Foot,,"[38.8, 62.0]",Ground Pass,,15.121178,,,Grzegorz Krychowiak,3637.0,,,,,,1,From Keeper,Matty Cash,4734.0,Right Back,36,Poland,789,['6d0afed1-86c5-4e74-bbd4-6b733bce0a6a'],20,,,,,,,,,,,,,,,,,Poland,789,00:19:20.559,Pass,
,,,,,,,,,,,,,,,,,1.206042,,,,,,,,,,,,,f9eea047-06bc-46c8-bb57-7b418ca747b6,640,,,"[38.8, 62.9]",3857265,19,,,,,2.4186132,,Left Foot,,"[28.6, 71.9]",Ground Pass,,13.602941,,,Matty Cash,4734.0,,,,,,1,From Keeper,Grzegorz Krychowiak,3637.0,Center Defensive Midfield,36,Poland,789,"['3110c4bc-a187-4073-abd5-b6b6293fdc84', '7dda104d-4df2-433a-a7eb-05f3401c913c']",22,,,,,,,,,,,,,,,,,Poland,789,00:19:22.989,Pass,True
,,,,,,,,,,,,,,,,,1.39681,,,,,,,,,,,,,745dd6cd-72b1-4799-bd87-a3f49e9ac36d,642,,,"[28.6, 71.9]",3857265,19,,,,,-1.6570681,,Right Foot,,"[27.0, 53.4]",Ground Pass,,18.56906,,,Kamil Glik,3034.0,,,,,,1,From Keeper,Matty Cash,4734.0,Right Back,36,Poland,789,['741f75ff-9434-49d9-9bed-42d0f968dd30'],24,,,,,,,,,,,,,,,,,Poland,789,00:19:24.195,Pass,
,,,,,,,,,,,,,,,,,1.267172,,,,,,,,,,,,,6e2db0e5-6680-49ab-97a2-51b6573ac723,645,,,"[49.1, 32.0]",3857265,19,,,,,-1.2212751,,Right Foot,,"[56.9, 10.6]",Ground Pass,,22.777182,,,Bartosz Bereszyński,5673.0,,,,,,1,From Keeper,Kamil Glik,3034.0,Right Center Back,36,Poland,789,['598c2b99-07b6-4a03-8264-c675987bb82d'],29,,,,,,,,,,,,,,,,,Poland,789,00:19:29.592,Pass,
,,,,,,,,,,,,,,,,,1.184265,,,,,,,,,,,,,b2042983-6782-4f7d-a301-c54760b47f39,648,,,"[62.8, 8.6]",3857265,19,,,,,1.9598936,,Left Foot,,"[58.7, 18.6]",Ground Pass,,10.807867,,,Sebastian Szymański,4664.0,,,,,,1,From Keeper,Bartosz Bereszyński,5673.0,Left Back,36,Poland,789,['15bab0d5-9cb1-40d7-9956-5c83ddd3963f'],32,,,,,,,,,,,,,,,,,Poland,789,00:19:32.657,Pass,
,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,f815e13b-08b5-41e5-945b-bfdf8c2c3cda,652,,,"[54.8, 19.1]",3857265,19,,,,,-3.0353277,,Left Foot,,"[39.8, 17.5]",Ground Pass,,15.085092,,,Jakub Piotr Kiwior,44166.0,,,,,,1,From Keeper,Sebastian Szymański,4664.0,Left Center Midfield,36,Poland,789,['af217761-322a-460c-bfd4-25cb511db915'],34,,,,,,,,,,,,,,,,,Poland,789,00:19:34.654,Pass,
,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,0d7afe44-dbf7-485f-9f58-61dd21b24f94,655,,,"[39.8, 17.5]",3857265,19,,,,,-0.6898,,Right Foot,,"[47.8, 10.9]",Ground Pass,,10.371114,,,Sebastian Szymański,4664.0,,,,,,1,From Keeper,Jakub Piotr Kiwior,44166.0,Left Center Back,36,Poland,789,['ee770707-266f-4b8a-a22f-9730edc555a4'],38,,,,,,,,,,,,,,,,,Poland,789,00:19:38.254,Pass,
,,,,,,,,,,,,,,,,,1.073391,,,,,,,,,,,,,e7a65bfc-b9af-4844-8581-aaab6dd4e820,658,,,"[49.5, 10.9]",3857265,19,,,,,-0.3412467,,Left Foot,,"[70.9, 3.3]",Ground Pass,,22.709469,,,Nicola Zalewski,50502.0,,,,,,1,From Keeper,Sebastian Szymański,4664.0,Left Center Midfield,36,Poland,789,['3652410c-c984-497c-aa83-239b5079d5bb'],40,,,,,,,,,,,,,,,,,Poland,789,00:19:40.254,Pass,
,,,,,,,,,,,,,,,,,1.537845,,,,,,,,,,,,,69930b8c-7b82-44be-a97e-f64c8860751c,661,,,"[88.0, 7.9]",3857265,19,,,,,2.293546,,Left Foot,,"[75.3, 22.3]",Ground Pass,,19.20026,,,Grzegorz Krychowiak,3637.0,,,,,,1,From Keeper,Nicola Zalewski,50502.0,Left Midfield,36,Poland,789,['5a7b16fe-f1b4-4164-96d6-6dd8c0d304b1'],44,,,,,,,,,,,,,,,,,Poland,789,00:19:44.843,Pass,
,,,,,,,,,,,,,,,,,0.873157,,,,,,,,,,,,,b5976fc5-ab7c-4b37-8177-b76c28e173db,663,,,"[75.3, 22.3]",3857265,19,,,,,-1.5930148,,Right Foot,,"[75.0, 8.8]",Ground Pass,,13.503333,,,Sebastian Szymański,4664.0,,,,,,1,From Keeper,Grzegorz Krychowiak,3637.0,Center Defensive Midfield,36,Poland,789,['4f9dedc2-409c-499f-a8ac-86090d43e0bd'],46,,,,,,,,,,,,,,,,,Poland,789,00:19:46.381,Pass,
,,,,,,,,,,,,,,,,,0.723616,,,,,,,,,,,,,6308b8ab-4e45-4b2a-a5ac-a333987aa362,666,,,"[81.0, 6.8]",3857265,19,,,,,0.514962,,Left Foot,,"[93.9, 14.1]",Ground Pass,,14.822281,,,Nicola Zalewski,50502.0,,,,,,1,From Keeper,Sebastian Szymański,4664.0,Left Center Midfield,36,Poland,789,['b6a6f9ec-3467-48f7-855f-1998b65ed6bf'],49,,,,,,,,,,,,,,,,,Poland,789,00:19:49.654,Pass,
,,,,,,,,,,,,,,,,,1.111547,,,,,,,,,,,,,6d06f876-1120-44b2-81cb-39ff16d32967,670,,,"[92.6, 12.4]",3857265,19,,,,,-2.223643,,Right Foot,,"[84.8, 2.2]",Ground Pass,,12.840561,,,Sebastian Szymański,4664.0,,,,,,1,From Keeper,Nicola Zalewski,50502.0,Left Midfield,36,Poland,789,"['35ea9ef0-4a17-409a-b81e-7f19f3ed94c3', 'd4037a32-b2ea-4b2e-b785-dad315e27ce0']",51,,,,,,,,,,,,,,,,,Poland,789,00:19:51.627,Pass,True
,,,,,,,,,,,,,,,,,1.895622,,,,,,,,,,,,,3af3a415-099a-4ff9-91cc-ffa530f1bc0f,674,,,"[73.7, 6.1]",3857265,19,,,,,2.648214,,Left Foot,,"[52.5, 17.5]",Ground Pass,,24.070728,,,Jakub Piotr Kiwior,44166.0,,,,,,1,From Keeper,Sebastian Szymański,4664.0,Left Center Midfield,36,Poland,789,['a57d7c7a-8b73-4d04-b4e7-bb6a1084bc17'],55,,,,,,,,,,,,,,,,,Poland,789,00:19:55.537,Pass,
,,,,,,,,,,,,,,,,,1.814985,,,,,,,,,,,,,6dd3812d-a93a-4d44-a0b6-7647ca911d6e,676,,,"[52.5, 17.5]",3857265,19,,,,,1.4867457,,Left Foot,,"[54.8, 44.8]",Ground Pass,,27.396715,,,Kamil Glik,3034.0,,,,,,1,From Keeper,Jakub Piotr Kiwior,44166.0,Left Center Back,36,Poland,789,['82f73065-14d9-4499-ae67-71cccba785c7'],57,,,,,,,,,,,,,,,,,Poland,789,00:19:57.432,Pass,
,,,,,,,,,,,,,,,,,0.855788,,,,,,,,,,,,,8a35cf0e-210c-46bc-b4df-f9e7c87380ae,679,,,"[56.6, 47.9]",3857265,20,,,,,1.3389317,,Right Foot,,"[60.0, 62.3]",Ground Pass,,14.795945,,,Matty Cash,4734.0,,,,,,1,From Keeper,Kamil Glik,3034.0,Right Center Back,36,Poland,789,['9d33bb7b-8c26-41bf-bffa-f8f03eb207d8'],0,,,,,,,,,,,,,,,,,Poland,789,00:20:00.447,Pass,
,,,,,,,,,,,,,,,,,2.305926,,,,,,,,,,,,,402ba513-b9c3-4d16-82cd-42a8ce98412b,682,,,"[60.0, 62.3]",3857265,20,,,,,-2.126667,,Right Foot,,"[51.8, 49.1]",Ground Pass,,15.539627,,,Kamil Glik,3034.0,,,,,,1,From Keeper,Matty Cash,4734.0,Right Back,36,Poland,789,['20bce514-3679-434d-b415-499d5cb95c14'],2,,,,,,,,,,,,,,,,,Poland,789,00:20:02.503,Pass,
,,,,,,,,,,,,,,,,,1.413586,,,,,,,,,,,,,048e4149-a988-4167-9137-cf8d4c3bb010,684,,,"[50.9, 48.0]",3857265,20,,,,,-1.7752714,,Right Foot,,"[46.4, 26.3]",Ground Pass,,22.161678,,,Jakub Piotr Kiwior,44166.0,,,,,,1,From Keeper,Kamil Glik,3034.0,Right Center Back,36,Poland,789,['cd5424dd-8a20-445a-bcb8-9d1b5f672f70'],4,,,,,,,,,,,,,,,,,Poland,789,00:20:04.809,Pass,
,,,,,,,,,,,,,,,,,1.032675,,,,,,,,,,,,,e20068c5-5fa0-4f9d-906e-cc6a9c3d1b26,687,,,"[52.5, 19.6]",3857265,20,,,,,-1.2128143,,Left Foot,,"[57.7, 5.7]",Ground Pass,,14.840822,,,Sebastian Szymański,4664.0,,,,,,1,From Keeper,Jakub Piotr Kiwior,44166.0,Left Center Back,36,Poland,789,['b92c40c3-b8b9-449a-bff3-9ab6d4c7043c'],8,,,,,,,,,,,,,,,,,Poland,789,00:20:08.362,Pass,
,,,,,,,,,,,,,,,,,0.861979,,,,,,,,,,,,,1c6c8dfe-73c5-467b-8c3c-b33dae116faf,690,,,"[63.4, 4.7]",3857265,20,,,,,-0.09325392,,Left Foot,,"[77.3, 3.4]",Ground Pass,,13.960659,,,Nicola Zalewski,50502.0,,,,,,1,From Keeper,Sebastian Szymański,4664.0,Left Center Midfield,36,Poland,789,['fc1f01ad-2053-43a9-b4d2-05b15bca5e95'],11,,,,,,,,,,,,,,,,,Poland,789,00:20:11.016,Pass,
