50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.734653,,,,,,,,,,,4a3d8586-48b0-4d42-9e21-417c7ef5c243,3619,,"[83.5, 2.9]",3857269,91,,,,0.06494917,,Left Foot,,,"[95.8, 3.7]",,Ground Pass,,12.325989,,,Ricardo Iván Rodríguez Araya,5544.0,,,,,2,From Free Kick,Renato Steffen,12326.0,Left Wing,162,Switzerland,773,['3ad48293-4cbf-48d6-8126-1a54ae357b02'],56,,,,,,,,,,,,,,,,,Switzerland,773,00:46:56.978,Pass,
,,,,,,,,,,,,,,,,,1.63023,,,,,,,,,,,1ba3821b-1142-4cbf-b145-2080720926fe,3622,,"[98.7, 3.8]",3857269,91,,,,1.3237727,,Left Foot,True,,"[107.4, 38.3]",,High Pass,,35.58005,Incomplete,,,,,,,,2,From Free Kick,Ricardo Iván Rodríguez Araya,5544.0,Left Back,162,Switzerland,773,['e809323b-f3bf-4864-b4b2-20b3339b020a'],58,,,,,,,,,,,,,,,,,Switzerland,773,00:46:58.649,Pass,
,,,,,,,,,,,,,,,,,1.730855,,,,,,,,,,,25b7b832-a12c-4a08-9586-e0bd63049bcc,3624,,"[75.4, 0.1]",3857269,92,,,,2.555582,,,,,"[63.8, 7.8]",,Low Pass,,13.923002,,,Nico Elvedi,8814.0,,,,Throw-in,2,From Throw In,Renato Steffen,12326.0,Left Wing,163,Switzerland,773,['01f936dd-5568-49a0-becb-ec64e94ffa7a'],7,,,,,,,,,,,,,,,,,Switzerland,773,00:47:07.608,Pass,
,,,,,,,,,,,,,,,,,0.884417,,,,,,,,,,,7ddea76c-0ee7-4086-9b28-25f31d8cce2a,3627,,"[63.6, 8.1]",3857269,92,,,,-0.47951928,,Right Foot,,,"[71.1, 4.2]",,Ground Pass,,8.453402,,,Renato Steffen,12326.0,,,,,2,From Throw In,Nico Elvedi,8814.0,Left Center Back,163,Switzerland,773,['1e74288b-00c6-4459-8c6a-3f7f87a22d55'],11,,,,,,,,,,,,,,,,,Switzerland,773,00:47:11.707,Pass,
,,,,,,,,,,,,,,,,,0.973765,,,,,,,,,,,9b5e412f-8048-427f-9f15-db96bbee3f8b,3630,,"[71.1, 3.5]",3857269,92,,,,-0.055192508,,Left Foot,,,"[89.2, 2.5]",,Ground Pass,,18.127604,,,Ricardo Iván Rodríguez Araya,5544.0,,,,,2,From Throw In,Renato Steffen,12326.0,Left Wing,163,Switzerland,773,['96320294-ecaa-474b-8b7d-b7199a68f984'],14,,,,,,,,,,,,,,,,,Switzerland,773,00:47:14.079,Pass,
,,,,,,,,,,,,,,,,,1.178205,,,,,,,,,,,5f7bf13f-9b00-4d44-9ed9-5060b2f177b3,3634,,"[96.3, 3.3]",3857269,92,,,,1.1690849,,Left Foot,,,"[107.6, 29.9]",,High Pass,,28.900692,Incomplete,,,,,,,,2,From Throw In,Ricardo Iván Rodríguez Araya,5544.0,Left Back,163,Switzerland,773,"['081136c6-2f63-406e-a03a-366253a785eb', '0d24feab-9e6a-4b85-a956-c9d4aa279fd3']",16,,,,,,,,,,,,,,,,,Switzerland,773,00:47:16.386,Pass,True
,,,,,,,,,,,,,,,,,0.898291,,,,,,,,,,,f97784ca-d48d-46fd-86a7-fb65dbb2a1bc,3636,,"[19.4, 64.6]",3857269,92,,,,3.0993643,,Head,,,"[12.3, 64.9]",,Low Pass,,7.106335,,,Éder Gabriel Militão,13620.0,,,,Recovery,2,Regular Play,Antony Matheus dos Santos,25363.0,Right Midfield,164,Brazil,781,['cd967e18-b02d-4d26-ae43-b840ccdde22c'],19,,,,,,,,,,,,,,,,,Brazil,781,00:47:19.615,Pass,
,,,,,,,,,,,,,,,,,2.634806,,,,,,,,,,,e8af2c25-075c-47ea-be3c-abe3e602af18,3639,,"[12.3, 64.9]",3857269,92,,,,-0.11588062,,Right Foot,,,"[50.1, 60.5]",,High Pass,,38.05522,,,Gabriel Fernando de Jesus,3202.0,,,,,2,Regular Play,Éder Gabriel Militão,13620.0,Right Back,164,Brazil,781,['1bbafee0-a857-424f-b4d3-22eb3d4bea6e'],21,,,,,,,,,,,,,,,,,Brazil,781,00:47:21.160,Pass,
,,,,,,,,,,,,,,,,,1.901037,,,,,,,,,,,1a79936f-c471-4374-bb31-6d77db8b573e,3642,,"[55.0, 46.4]",3857269,92,,,,-0.42460495,,Left Foot,,,"[81.1, 34.6]",,Ground Pass,,28.643497,,,Vinícius José Paixão de Oliveira Júnior,18395.0,,,,,2,Regular Play,Gabriel Fernando de Jesus,3202.0,Center Forward,164,Brazil,781,['ce01bb29-f750-423b-a908-0d5bb4d9f93b'],26,,,,,,,,,,,,,,,,,Brazil,781,00:47:26.017,Pass,
,,,,,,,,,,,,,,,,,1.180142,,,,,,,,,,,68e7e67f-f284-48f1-baba-1f34f7fdaee0,3649,,"[12.1, 55.7]",3857269,92,True,,,0.9884434,,Right Foot,,,"[20.2, 68.0]",,Ground Pass,,14.727526,,,Manuel Obafemi Akanji,5549.0,,,,,2,Regular Play,Yann Sommer,5550.0,Goalkeeper,164,Brazil,781,['6b52d354-eaca-4826-a4a7-338debeb58e4'],35,,,,,,,,,,,,,,,,,Switzerland,773,00:47:35.425,Pass,
,,,,,,,,,,,,,,,,,2.713546,,,,,,,,,,,cc17996a-2ef6-4e71-bd7b-74cab8835f3c,3651,,"[37.4, 69.6]",3857269,92,,,,-0.36285076,,Right Foot,,,"[96.4, 47.2]",,High Pass,,63.10911,Incomplete,,Ricardo Iván Rodríguez Araya,5544.0,,,,,2,Regular Play,Manuel Obafemi Akanji,5549.0,Right Center Back,164,Brazil,781,"['a583e9d6-4ef4-4dc4-9b48-2c0a47f29c4c', 'fcb5edcd-e478-4e29-a6ba-353e9fd9cf38']",42,,,,,,,,,,,,,,,,,Switzerland,773,00:47:42.064,Pass,
,,,,,,,,,,,,,,,,,2.476799,,,,,,,,,,,98ea8350-3333-4ae9-89f1-54ad7801098d,3660,,"[51.8, 26.4]",3857269,93,,,,0.078956395,,Right Foot,,,"[97.3, 30.0]",,High Pass,,45.642197,,,Vinícius José Paixão de Oliveira Júnior,18395.0,,,,Free Kick,2,From Free Kick,Thiago Emiliano da Silva,3295.0,Left Center Back,165,Brazil,781,['80412a55-6d81-4892-b7f6-9be2f35202a3'],22,,,,,,,,,,,,,,,,,Brazil,781,00:48:22.645,Pass,
,,,,,,,,,,,,,,,,,1.634896,,,,,,,,,,,3a3addfc-9876-43af-94fd-fb9af64a026c,3663,,"[98.1, 29.8]",3857269,93,,,,1.0003017,6276db35-9f59-432c-950d-13692cfeb235,Right Foot,,,"[105.8, 41.8]",,Low Pass,,14.25798,,,Rodrygo Silva de Goes,25104.0,True,,,,2,From Free Kick,Vinícius José Paixão de Oliveira Júnior,18395.0,Left Midfield,165,Brazil,781,['c929b7a4-6e34-425b-a34f-1fdf96db80f4'],25,,,,,,,,,,,,,,,,,Brazil,781,00:48:25.202,Pass,
,,,,,,,,,,,,,,,,,1.017605,,,,,,,,,,,1fb1e998-ffcc-46cc-93a3-c4061e6f49a3,3668,,"[120.0, 80.0]",3857269,93,,,,-1.9832067,,Left Foot,,,"[118.6, 76.8]",,Ground Pass,,3.4928498,,,Rodrygo Silva de Goes,25104.0,,,,Corner,2,From Corner,Antony Matheus dos Santos,25363.0,Right Midfield,166,Brazil,781,['1de1c4df-ea88-49de-86db-2bec2ea3a7af'],49,,,,,,,,,,,,,,,,,Brazil,781,00:48:49.564,Pass,
,,,,,,,,,,,,,,,,,1.225011,,,,,,,,,,,4a465b8c-2dd4-46d7-b23c-83722f8add15,3671,,"[117.6, 75.5]",3857269,93,,,,-2.7308757,,Right Foot,,,"[99.0, 67.4]",,Ground Pass,,20.287188,,,Bruno Guimarães Rodriguez Moura,25142.0,,,,,2,From Corner,Rodrygo Silva de Goes,25104.0,Center Attacking Midfield,166,Brazil,781,['b2c5e4cf-8ea3-4b31-8796-78e7c1528fdd'],52,,,,,,,,,,,,,,,,,Brazil,781,00:48:52.514,Pass,
,,,,,,,,,,,,,,,,,1.139084,,,,,,,,,,,7d852515-55b4-492e-900f-a21b5bdeedc0,3674,,"[97.1, 65.6]",3857269,93,,,,-2.6011732,,Right Foot,,,"[88.1, 60.2]",,Ground Pass,,10.495713,,,Carlos Henrique Casimiro,5539.0,,,,,2,From Corner,Bruno Guimarães Rodriguez Moura,25142.0,Right Defensive Midfield,166,Brazil,781,['10d38dba-0f08-4221-bb89-4c17dccf154d'],54,,,,,,,,,,,,,,,,,Brazil,781,00:48:54.857,Pass,
,,,,,,,,,,,,,,,,,1.325456,,,,,,,,,,,6b2320e2-7f1d-4f2c-a6f2-6fc40b65f0f1,3677,,"[86.5, 56.4]",3857269,93,,,,2.3433747,,Left Foot,,,"[78.8, 64.3]",,Ground Pass,,11.031773,,,Marcos Aoás Corrêa,4372.0,,,,,2,From Corner,Carlos Henrique Casimiro,5539.0,Left Defensive Midfield,166,Brazil,781,['7004aee5-cb34-4c73-bd61-9086c6fc910c'],56,,,,,,,,,,,,,,,,,Brazil,781,00:48:56.662,Pass,
,,,,,,,,,,,,,,,,,0.86433,,,,,,,,,,,b76299f8-6377-4a58-a024-6d40f5b52a78,3680,,"[84.2, 70.5]",3857269,93,,,,0.8685394,,Right Foot,,,"[90.8, 78.3]",,Ground Pass,,10.217632,,,Antony Matheus dos Santos,25363.0,,,,,2,From Corner,Marcos Aoás Corrêa,4372.0,Right Center Back,166,Brazil,781,['099c3d30-86f1-4c57-9692-71f60fa14df1'],58,,,,,,,,,,,,,,,,,Brazil,781,00:48:58.909,Pass,
,,,,,,,,,,,,,,,,,1.09983,,,,,,,,,,,b01b06de-c850-4922-a70f-bf914f29bad6,3683,,"[90.1, 77.2]",3857269,94,,,,-3.048297,,Left Foot,,,"[73.0, 75.6]",,Ground Pass,,17.17469,,,Marcos Aoás Corrêa,4372.0,,,,,2,From Corner,Antony Matheus dos Santos,25363.0,Right Midfield,166,Brazil,781,['e6bba428-a698-4a49-a628-8e7152be20aa'],0,,,,,,,,,,,,,,,,,Brazil,781,00:49:00.376,Pass,
,,,,,,,,,,,,,,,,,1.543812,,,,,,,,,,,6442ae7e-6491-4f20-8a84-e3d8f9abc835,3686,,"[66.3, 74.6]",3857269,94,,,,-1.82812,,Right Foot,,,"[57.8, 42.3]",,Ground Pass,,33.3997,,,Thiago Emiliano da Silva,3295.0,,,,,2,From Corner,Marcos Aoás Corrêa,4372.0,Right Center Back,166,Brazil,781,['44ff6911-567f-4a3d-815a-dcea72f2fc00'],3,,,,,,,,,,,,,,,,,Brazil,781,00:49:03.270,Pass,
,,,,,,,,,,,,,,,,,1.425668,,,,,,,,,,,af594ceb-8819-4daa-bd22-2c293ba0c326,3689,,"[53.7, 29.5]",3857269,94,,,,-0.9318823,,Right Foot,,,"[69.3, 8.5]",,Ground Pass,,26.160275,,,Alex Nicolao Telles,11183.0,,,,,2,From Corner,Thiago Emiliano da Silva,3295.0,Left Center Back,166,Brazil,781,['f2d0cb75-3dbe-4f42-8f5d-0f66c766d60c'],7,,,,,,,,,,,,,,,,,Brazil,781,00:49:07.766,Pass,
,,,,,,,,,,,,,,,,,0.646348,,,,,,,,,,,e00f37c6-50e4-4c55-8b62-057faf2fa73a,3692,,"[72.7, 3.7]",3857269,94,,,,0.19999295,,Left Foot,,,"[80.1, 5.2]",,Ground Pass,,7.5504966,,,Vinícius José Paixão de Oliveira Júnior,18395.0,,,,,2,From Corner,Alex Nicolao Telles,11183.0,Left Back,166,Brazil,781,['e8a6c413-da1e-4534-b3c6-172bcfdf2f31'],10,,,,,,,,,,,,,,,,,Brazil,781,00:49:10.206,Pass,
,,,,,,,,,,,,,,,,,0.530199,,,,,,,,,,,a5e5fe1e-4830-4f5a-a4ee-76677ae537ff,3700,,"[84.0, 5.6]",3857269,94,,,,-0.6627295,,Right Foot,,,"[88.1, 2.4]",,Ground Pass,,5.2009616,,,Vinícius José Paixão de Oliveira Júnior,18395.0,,,,,2,From Corner,Rodrygo Silva de Goes,25104.0,Center Attacking Midfield,166,Brazil,781,['6d7058f9-0ad8-43d4-beee-f919b4a65d9e'],12,,,,,,,,,,,,,,,,,Brazil,781,00:49:12.587,Pass,
,,,,,,,,,,,,,,,,,1.491188,,,,,,,,,,,4f63c8bb-9b51-4c61-a684-d65f8ce7dcd0,3706,,"[24.8, 73.6]",3857269,94,,,,0.24017102,,Right Foot,,,"[34.6, 76.0]",,Low Pass,,10.089599,,,Edimilson Fernandes,3913.0,,,,,2,From Corner,Manuel Obafemi Akanji,5549.0,Right Center Back,166,Brazil,781,['16002d56-e95b-4c8f-8a06-f4861cc71146'],16,,,,,,,,,,,,,,,,,Switzerland,773,00:49:16.085,Pass,
,,,,,,,,,,,,,,,,,0.147424,,,,,,,,,,,06a2e249-96da-4dcd-93e8-e835ac0664e4,3709,,"[35.4, 74.5]",3857269,94,,,,-0.40725586,,Right Foot,,,"[40.5, 72.3]",,Low Pass,,5.5542774,Incomplete,,,,,,,,2,From Corner,Edimilson Fernandes,3913.0,Right Back,166,Brazil,781,['37efa722-4279-44d8-a1d9-97b8f749b39e'],18,,,,,,,,,,,,,,,,,Switzerland,773,00:49:18.307,Pass,
,,,,,,,,,,,,,,,,,1.0003,,,,,,,,,,,ad60d56b-8bf3-495f-82fd-1b24207867ee,3714,,"[110.9, 20.7]",3857269,94,,,,1.6432499,,Right Foot,True,,"[110.0, 33.1]",,Low Pass,,12.432618,Incomplete,,Gabriel Fernando de Jesus,3202.0,,,,,2,From Corner,Vinícius José Paixão de Oliveira Júnior,18395.0,Left Midfield,166,Brazil,781,"['3ca46b17-2964-4f97-8ed4-4086d38d3996', '5a906931-3dad-42de-9b70-d66f19a9a0f5', 'e2ebc4dd-0703-46c0-b53b-c9bbb3657b9d']",27,,,,,,,,,,,,,,,,,Brazil,781,00:49:27.878,Pass,True
,,,,,,,,,,,,,,,,,1.529129,,,,,,,,,,,5d440253-0d07-44fc-8e63-0403c3af8179,3717,,"[95.0, 29.5]",3857269,94,,,,-1.6660486,,Right Foot,,,"[93.5, 13.8]",,Low Pass,,15.771493,,,Alex Nicolao Telles,11183.0,,,,Recovery,2,From Corner,Bruno Guimarães Rodriguez Moura,25142.0,Right Defensive Midfield,166,Brazil,781,['c905a308-efa5-4e1f-baec-99e69c23b7ac'],31,,,,,,,,,,,,,,,,,Brazil,781,00:49:31.076,Pass,
,,,,,,,,,,,,,,,,,0.65041,,,,,,,,,,,73aa0dbd-5b90-44ef-8e9c-72d1118a1126,3720,,"[91.1, 9.8]",3857269,94,,,,1.6456562,,Left Foot,,,"[90.2, 21.8]",,Ground Pass,,12.033703,,,Bruno Guimarães Rodriguez Moura,25142.0,,,,,2,From Corner,Alex Nicolao Telles,11183.0,Left Back,166,Brazil,781,['26f5a2d6-3441-4339-adf5-3c294695bcd4'],34,,,,,,,,,,,,,,,,,Brazil,781,00:49:34.774,Pass,
,,,,,,,,,,,,,,,,,0.727,,,,,,,,,,,8f2ef219-e92e-4d12-bf29-dbc9b17da04d,3723,,"[90.2, 21.8]",3857269,94,,,,-0.039978687,,Right Foot,,,"[97.7, 21.5]",,Ground Pass,,7.5059977,,,Gabriel Fernando de Jesus,3202.0,,,,,2,From Corner,Bruno Guimarães Rodriguez Moura,25142.0,Right Defensive Midfield,166,Brazil,781,['e405a0b7-618d-4194-ab9e-52b2e5d48272'],36,,,,,,,,,,,,,,,,,Brazil,781,00:49:36.331,Pass,
,,,,,,,,,,,,,,,,,1.303651,,,,,,,,,,,a822b539-193a-4b3d-a9ed-1b35f7e61c68,3727,,"[94.2, 23.8]",3857269,94,,,,-1.9499002,,Left Foot,,,"[89.3, 11.5]",,Ground Pass,,13.24009,,,Alex Nicolao Telles,11183.0,,,,,2,From Corner,Gabriel Fernando de Jesus,3202.0,Center Forward,166,Brazil,781,"['238b54e0-cd10-4f8c-a6ee-9842a546f5a5', 'a9054eea-12ee-45c7-bb9d-dd5cd814cf66']",41,,,,,,,,,,,,,,,,,Brazil,781,00:49:41.132,Pass,True
,,,,,,,,,,,,,,,,,0.841075,,,,,,,,,,,81dbdafd-d1dc-4034-a80f-4e36acff992c,3730,,"[88.0, 8.4]",3857269,94,,,,-0.17414394,,Right Foot,,,"[98.8, 6.5]",,Ground Pass,,10.965857,,,Vinícius José Paixão de Oliveira Júnior,18395.0,,,,,2,From Corner,Alex Nicolao Telles,11183.0,Left Back,166,Brazil,781,['7aa149d8-f5d3-4ce5-af5c-55903c9fce20'],43,,,,,,,,,,,,,,,,,Brazil,781,00:49:43.314,Pass,
,,,,,,,,,,,,,,,,,0.470475,,,,,,,,,,,ab34ce65-35e0-4400-aece-98d22e60fd0a,3739,,"[14.2, 77.5]",3857269,94,,,,-0.19968389,,Right Foot,,,"[22.6, 75.8]",,Ground Pass,,8.570297,,,Fabian Frei,8561.0,,,,,2,From Corner,Edimilson Fernandes,3913.0,Right Back,166,Brazil,781,"['635b01fa-fe03-419b-b172-a663d29074c1', 'ec565a2d-2dba-4793-a91f-e831ebf7bf71']",49,,,,,,,,,,,,,,,,,Switzerland,773,00:49:49.268,Pass,True
,,,,,,,,,,,,,,,,,1.103949,,,,,,,,,,,ac33ba72-9ff9-457b-bb22-21ce157190df,3750,,"[105.9, 0.1]",3857269,95,,,,0.56852454,,,,,"[116.7, 7.0]",,Low Pass,,12.816006,,,Gabriel Fernando de Jesus,3202.0,,,,Throw-in,2,From Throw In,Alex Nicolao Telles,11183.0,Left Back,167,Brazil,781,['aa6fbe61-a76d-4399-aa96-0174be1c74a6'],8,,,,,,,,,,,,,,,,,Brazil,781,00:50:08.986,Pass,
,,,,,,,,,,,,,,,,,0.246864,,,,,,,,,,,cf5733fb-15b9-4f33-a105-4faf3de7d9ee,3754,,"[110.4, 4.6]",3857269,95,,,,0.47501075,,Right Foot,,,"[113.9, 6.4]",,Ground Pass,,3.9357338,Incomplete,,Alex Nicolao Telles,11183.0,,,,,2,From Throw In,Gabriel Fernando de Jesus,3202.0,Center Forward,167,Brazil,781,"['446aef26-8ab9-46ea-919f-911adb81d865', '950d09d7-c6d5-49ce-afd1-91f0f3cd17d6', 'b63c8cad-b677-41fc-bf2d-80cd110722aa']",13,,,,,,,,,,,,,,,,,Brazil,781,00:50:13.374,Pass,True
,,,,,,,,,,,,,,,,,0.63165,,,,,,,,,,,49839712-d2ee-453c-adab-0914acad03ea,3757,,"[120.0, 0.1]",3857269,95,,,,1.7461905,,Right Foot,,,"[118.6, 8.0]",,Ground Pass,,8.023091,,,Gabriel Fernando de Jesus,3202.0,,,,Corner,2,From Corner,Rodrygo Silva de Goes,25104.0,Center Attacking Midfield,168,Brazil,781,['f6df1d0e-aef5-4187-97a3-921d7d138941'],29,,,,,,,,,,,,,,,,,Brazil,781,00:50:29.187,Pass,
,,,,,,,,,,,,,,,,,0.068885,,,,,,,,,,,003e0497-2d40-4ef1-b8c6-d629b14ae925,3761,,"[116.0, 2.3]",3857269,95,,,,1.0934509,,Right Foot,,,"[117.5, 5.2]",,Ground Pass,,3.2649655,Incomplete,,Rodrygo Silva de Goes,25104.0,,,,,2,From Corner,Gabriel Fernando de Jesus,3202.0,Center Forward,168,Brazil,781,"['3d51dc74-30c6-4185-8db5-66d9603dbc0a', '610f6145-ddcb-4e39-9f32-46ea711e4699', 'a0797de7-9d15-42b4-9fc6-a3c151d68eb5']",35,,,,,,,,,,,,,,,,,Brazil,781,00:50:35.522,Pass,True
,,,,,,,,,,,,,,,,,1.163148,,,,,,,,,,,73fe2701-fb4e-4ce5-ab41-33e7323e9ec6,3770,,"[13.3, 75.8]",3857269,95,,,,-1.3063079,,Right Foot,,,"[18.5, 56.6]",,Ground Pass,,19.891706,,,Granit Xhaka,3500.0,,,,,2,From Corner,Edimilson Fernandes,3913.0,Right Back,168,Brazil,781,['2110a201-9bda-44f0-b487-6c66beda9027'],39,,,,,,,,,,,,,,,,,Switzerland,773,00:50:39.003,Pass,
,,,,,,,,,,,,,,,,,2.508125,,,,,,,,,,,023bf665-6301-4837-8d45-650f543d1016,3773,,"[20.7, 50.9]",3857269,95,,,,-0.538548,,Left Foot,,,"[67.9, 22.7]",,High Pass,,54.982544,Incomplete,,Haris Seferović,5543.0,,,,,2,From Corner,Granit Xhaka,3500.0,Left Defensive Midfield,168,Brazil,781,"['9648d951-5351-4f86-a6f6-27a5d169edca', 'c26dff6e-744e-4c8a-83a7-08c1db796a1a']",42,,,,,,,,,,,,,,,,,Switzerland,773,00:50:42.317,Pass,
,,,,,,,,,,,,,,,,,1.923977,,,,,,,,,,,c26dff6e-744e-4c8a-83a7-08c1db796a1a,3775,,"[52.2, 57.4]",3857269,95,,,,-1.8326815,,Left Foot,,,"[49.6, 47.7]",,Low Pass,,10.04241,,,Éder Gabriel Militão,13620.0,,,,Recovery,2,From Corner,Antony Matheus dos Santos,25363.0,Right Midfield,168,Brazil,781,"['023bf665-6301-4837-8d45-650f543d1016', '52c1cb42-4826-4ab9-80ec-e87561575872']",44,,,,,,,,,,,,,,,,,Brazil,781,00:50:44.825,Pass,
,,,,,,,,,,,,,,,,,1.580474,,,,,,,,,,,8dd37874-6358-4fe2-82a3-cd1f7b452e77,3778,,"[48.1, 46.6]",3857269,95,,,,-2.0119758,,Right Foot,,,"[43.0, 35.8]",,Ground Pass,,11.943618,,,Thiago Emiliano da Silva,3295.0,,,,,2,From Corner,Éder Gabriel Militão,13620.0,Right Back,168,Brazil,781,['36c64e05-94fb-4c26-9f29-6b70eb46e434'],47,,,,,,,,,,,,,,,,,Brazil,781,00:50:47.294,Pass,
,,,,,,,,,,,,,,,,,0.756928,,,,,,,,,,,a7342494-e1a2-4e12-a9f2-02b68be86695,3781,,"[42.8, 35.2]",3857269,95,,,,0.29423457,,Right Foot,,,"[49.4, 37.2]",,Ground Pass,,6.8963757,,,Carlos Henrique Casimiro,5539.0,,,,,2,From Corner,Thiago Emiliano da Silva,3295.0,Left Center Back,168,Brazil,781,['d7763b78-ae3d-45ff-bdb3-ef7966859a9a'],49,,,,,,,,,,,,,,,,,Brazil,781,00:50:49.138,Pass,
,,,,,,,,,,,,,,,,,1.477107,,,,,,,,,,,bb114910-2967-4902-9b56-b70b64a1ec6e,3784,,"[50.4, 36.4]",3857269,95,,,,-0.6259991,,Right Foot,,,"[71.7, 21.0]",,Ground Pass,,26.284025,,,Bruno Guimarães Rodriguez Moura,25142.0,,,,,2,From Corner,Carlos Henrique Casimiro,5539.0,Left Defensive Midfield,168,Brazil,781,['fa7c30d7-c92f-4a73-a678-5d6c7a765bf5'],51,,,,,,,,,,,,,,,,,Brazil,781,00:50:51.523,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8af65113-df81-43f5-b93c-30d0015380fe,6,,"[34.5, 48.5]",3857269,0,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Manuel Obafemi Akanji,5549.0,Right Center Back,2,Switzerland,773,['94ccfc21-ebca-4b6b-a36a-bcf9ebb04609'],1,,,,,,,,,,,,,,,,,Switzerland,773,00:00:01.631,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c372a1b-4aeb-4df6-b028-9b51130a774a,9,,"[47.9, 28.5]",3857269,0,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Nico Elvedi,8814.0,Left Center Back,2,Switzerland,773,['603aec99-95ab-4040-aeef-c8341e7af044'],10,,,,,,,,,,,,,,,,,Switzerland,773,00:00:10.453,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,56be61ce-422b-4a22-8cf4-7de69df897c2,12,,"[49.6, 16.0]",3857269,0,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Ricardo Iván Rodríguez Araya,5544.0,Left Back,2,Switzerland,773,['53eb6a57-b943-4766-9648-53184f7b6ea6'],12,,,,,,,,,,,,,,,,,Switzerland,773,00:00:12.856,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,10c3338d-127b-4c23-a018-b9226b89b393,15,,"[67.9, 2.4]",3857269,0,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Ruben Vargas,30401.0,Left Wing,2,Switzerland,773,['b5eca73d-9e8e-42e4-8a13-4861e5470d69'],14,,,,,,,,,,,,,,,,,Switzerland,773,00:00:14.844,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,81fcc27b-31c2-4a4d-aeab-b406b01221a5,19,,"[80.6, 19.9]",3857269,0,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Breel-Donald Embolo,5545.0,Center Forward,2,Switzerland,773,"['2d93eac1-f2e1-42e6-97cc-68401eaed0ed', '7f6036fb-9dc6-4a77-a5c9-2777ca0409e3']",16,,,,,,,,,,,,,,,,,Switzerland,773,00:00:16.244,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,04b722cb-8614-47f2-a74e-a06bcc89a359,23,,"[54.5, 36.1]",3857269,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Vinícius José Paixão de Oliveira Júnior,18395.0,Left Wing,3,Brazil,781,['23575e19-60bc-43ef-a23a-36fb548fe75b'],18,,,,,,,,,,,,,,,,,Brazil,781,00:00:18.876,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f9c84d5-9795-45b4-a242-e98312ac08a6,30,,"[69.4, 19.4]",3857269,0,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lucas Tolentino Coelho de Lima,22600.0,Left Center Midfield,4,Brazil,781,['137297b6-5f68-413d-bd78-0c50f935ce77'],33,,,,,,,,,,,,,,,,,Brazil,781,00:00:33.477,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,31c2d297-a02c-4058-82a9-e6b345e97037,33,,"[74.4, 3.6]",3857269,0,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Alex Sandro Lobo Silva,6945.0,Left Back,4,Brazil,781,['d2a5d7a2-dc95-42d2-a1cb-38ef111670e9'],35,,,,,,,,,,,,,,,,,Brazil,781,00:00:35.181,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b264fe2f-8a12-4ae9-8f3f-187db8a8a12f,36,,"[68.4, 7.4]",3857269,0,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lucas Tolentino Coelho de Lima,22600.0,Left Center Midfield,4,Brazil,781,['96754730-6afd-4fe3-8d14-12c681d8ca16'],35,,,,,,,,,,,,,,,,,Brazil,781,00:00:35.938,Ball Receipt*,
