50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.572685,,,,,,,,,,,,f326af3c-aa29-4d6f-8261-b0adb214f723,1346,,,"[24.0, 57.0]",3857259,43,,,,,-0.5364355,,Head,,,,"[35.1, 50.4]",,High Pass,,12.913946,,,Sergej Milinković-Savić,5589.0,,,,,Recovery,1,From Goal Kick,Nemanja Maksimović,6901.0,Right Defensive Midfield,77,Serbia,786,"['65c3a7f6-4844-4694-8209-4dfb752dcb2e', '8aa541fe-0690-4124-8b5b-8d50ea5e7677']",21,,,,,,,,,,,,,,,,,,Serbia,786,00:43:21.647,Pass,
,,,,,,,,,,,,,,,,,,,0.702966,,,,,,,,,,,,13c6ad94-5723-4e6f-901a-2c8eac358ba1,1349,,,"[35.1, 49.8]",3857259,43,,,,,-2.0163736,,Right Foot,,,,"[31.9, 43.1]",,Ground Pass,,7.4249578,,,Saša Lukić,6687.0,,,,,,1,From Goal Kick,Sergej Milinković-Savić,5589.0,Left Attacking Midfield,77,Serbia,786,['4c7e49e0-09fb-4ec6-873a-a978596841dd'],23,,,,,,,,,,,,,,,,,,Serbia,786,00:43:23.257,Pass,
,,,,,,,,,,,,,,,,,,,0.537123,,,,,,,,,,,,abaa4f4e-084b-4523-8e16-ac0ed28e55ef,1352,,,"[31.9, 43.1]",3857259,43,,,,,-1.1801893,,Right Foot,,,,"[35.4, 34.6]",,Ground Pass,,9.192389,,,Filip Kostić,5591.0,,,,,,1,From Goal Kick,Saša Lukić,6687.0,Left Defensive Midfield,77,Serbia,786,['a0a34f03-8d88-4680-baf3-1b0d23472a54'],25,,,,,,,,,,,,,,,,,,Serbia,786,00:43:25.430,Pass,
,,,,,,,,,,,,,,,,,,,0.791458,,,,,,,,,,,,12859920-53a8-45eb-b6ad-65c821f97095,1355,,,"[34.7, 38.9]",3857259,43,,,,,1.5707964,,Right Foot,,,,"[34.7, 47.8]",,Ground Pass,,8.9,,,Nemanja Maksimović,6901.0,,,,,,1,From Goal Kick,Filip Kostić,5591.0,Left Wing Back,77,Serbia,786,['97b32bb3-d19c-4b6e-a4f8-991e97c69a65'],27,,,,,,,,,,,,,,,,,,Serbia,786,00:43:27.329,Pass,
,,,,,,,,,,,,,,,,,,,1.425473,,,,,,,,,,,,3c696071-ca31-40d4-a35b-8096b7237009,1358,,,"[43.9, 56.2]",3857259,43,,,,,0.3537474,,Right Foot,,,,"[74.5, 67.5]",,High Pass,,32.619778,Incomplete,,Andrija Živković,6318.0,,,,,,1,From Goal Kick,Nemanja Maksimović,6901.0,Right Defensive Midfield,77,Serbia,786,"['7809e8ba-2236-4060-bf13-97052b8f945a', 'dbf4f817-55d5-4ed4-9192-424b892f001b']",31,,,,,,,,,,,,,,,,,,Serbia,786,00:43:31.796,Pass,
,,,,,,,,,,,,,,,,,,,1.414935,,,,,,,,,,,,f7995090-c59d-405c-bcb3-2755c96f3ab0,1362,,,"[42.0, 14.1]",3857259,43,,,,,2.5899377,,Left Foot,,,,"[26.4, 23.7]",,Ground Pass,,18.317205,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,1,Regular Play,Nouhou Tolo,13454.0,Left Back,78,Cameroon,2722,['b9785183-0bb2-47cc-bec1-04b8ccb566ae'],35,,,,,,,,,,,,,,,,,,Cameroon,2722,00:43:35.082,Pass,
,,,,,,,,,,,,,,,,,,,1.724541,,,,,,,,,,,,fbf067d2-35c1-48e8-a1c5-e242d3036b53,1365,,,"[26.4, 23.7]",3857259,43,,,,,2.2129953,,Right Foot,,,,"[8.0, 48.3]",,Ground Pass,,30.720026,,,Devis Rogers Epassy Mboka,15326.0,,,,,,1,Regular Play,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Left Center Back,78,Cameroon,2722,['a506e0b0-5a48-4c7c-bb68-5ac7e73e9727'],37,,,,,,,,,,,,,,,,,,Cameroon,2722,00:43:37.953,Pass,
,,,,,,,,,,,,,,,,,,,3.357703,,,,,,,,,,,,a25d63ba-3841-4b82-a7b0-eb9e31707d32,1368,,,"[11.6, 59.0]",3857259,43,,,,,-0.144565,,Right Foot,,,,"[69.3, 50.6]",,High Pass,,58.30823,,,Jean-Eric Maxim Choupo-Moting,3499.0,,,,,,1,Regular Play,Devis Rogers Epassy Mboka,15326.0,Goalkeeper,78,Cameroon,2722,['c9c560fd-ed4b-449a-9aed-13ff282b6ced'],42,,,,,,,,,,,,,,,,,,Cameroon,2722,00:43:42.032,Pass,
,,,,,,,,,,,,,,,,,,,1.926642,,,,,,,,,,,,f3d284ed-68bf-4e50-b502-f1003882d51d,1371,,,"[69.3, 50.6]",3857259,43,,,,True,-0.84963715,,,,,,"[77.3, 41.5]",,High Pass,,12.116518,,,Bryan Mbeumo,4935.0,,,,,,1,Regular Play,Jean-Eric Maxim Choupo-Moting,3499.0,Center Forward,78,Cameroon,2722,"['b4dba910-4f0a-4883-8357-2ddf214ceb15', 'e53aa586-5434-43f2-b8fd-008842cc6e3e']",45,,,,,,,,,,,,,,,,,,Cameroon,2722,00:43:45.389,Pass,True
,,,,,,,,,,,,,,,,,,,1.686465,,,,,,,,,,,,32acda9d-6813-457f-b1a4-69186cd3ac52,1374,,,"[80.0, 42.3]",3857259,43,,,,,-1.0242718,,Left Foot,,,,"[87.3, 30.3]",,High Pass,,14.045996,Incomplete,,Karl Brillant Toko Ekambi,3551.0,,,,,,1,Regular Play,Bryan Mbeumo,4935.0,Right Wing,78,Cameroon,2722,"['73c97728-c66f-4aab-ac64-50ca84a1e0ee', '9e9de902-9b61-42c4-96ad-1b95d5b9a4af']",47,,,,,,,,,,,,,,,,,,Cameroon,2722,00:43:47.597,Pass,
,,,,,,,,,,,,,,,,,,,2.009669,,,,,,,,,,,,f1da3c4f-1496-45b4-a72d-358329a529e2,1378,,,"[65.1, 32.0]",3857259,43,,,,,-2.0089538,,Head,,,,"[58.4, 17.7]",,Low Pass,,15.79177,,,Nouhou Tolo,13454.0,,,,,Recovery,1,Regular Play,Martin Hongla Yma II,30016.0,Center Defensive Midfield,78,Cameroon,2722,['44027ac2-46fc-4cb9-be93-c169ae66772c'],53,,,,,,,,,,,,,,,,,,Cameroon,2722,00:43:53.553,Pass,
,,,,,,,,,,,,,,,,,,,1.140841,,,,,,,,,,,,b3805dfe-c952-44e0-ad38-ad57b1a57c3d,1381,,,"[58.4, 17.7]",3857259,43,,,,,-0.57790196,,Left Foot,,,,"[74.5, 7.2]",,High Pass,,19.221342,,,André-Frank Zambo Anguissa,3141.0,,,,,,1,Regular Play,Nouhou Tolo,13454.0,Left Back,78,Cameroon,2722,['b95fc5b1-f246-4309-b274-ae60c99f4c37'],55,,,,,,,,,,,,,,,,,,Cameroon,2722,00:43:55.582,Pass,
,,,,,,,,,,,,,,,,,,,0.738418,,,,,,,,,,,,dcf0dcdd-5b5c-4222-9cd6-47c6e0c8285f,1385,,,"[85.4, 5.5]",3857259,44,,,,,2.847358,,Right Foot,,,,"[75.5, 8.5]",,Ground Pass,,10.3445635,,,Martin Hongla Yma II,30016.0,,,,,,1,Regular Play,André-Frank Zambo Anguissa,3141.0,Right Center Midfield,78,Cameroon,2722,['fc15fec6-b01c-4928-aaaf-86188144f5ae'],1,,,,,,,,,,,,,,,,,,Cameroon,2722,00:44:01.189,Pass,
,,,,,,,,,,,,,,,,,,,1.052958,,,,,,,,,,,,7408e96f-0025-45ed-884b-2ea5b06380fa,1388,,,"[68.1, 14.3]",3857259,44,,,,,2.0231662,,Right Foot,,,,"[62.9, 25.0]",,Ground Pass,,11.896638,,,Pierre Kunde Malong,12623.0,,,,,,1,Regular Play,Martin Hongla Yma II,30016.0,Center Defensive Midfield,78,Cameroon,2722,['98f681e1-b158-48a8-976f-7e4f42b696b5'],4,,,,,,,,,,,,,,,,,,Cameroon,2722,00:44:04.419,Pass,
,,,,,,,,,,,,,,,,,,,1.451439,,,,,,,,,,,,f2150e60-10db-4906-860e-56f410313a81,1391,,,"[57.2, 28.2]",3857259,44,,,,,-2.8563554,,Left Foot,,,,"[43.9, 24.3]",,Ground Pass,,13.860014,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,1,Regular Play,Pierre Kunde Malong,12623.0,Left Center Midfield,78,Cameroon,2722,['d423d306-002f-47b3-99fa-50b260805ae4'],7,,,,,,,,,,,,,,,,,,Cameroon,2722,00:44:07.986,Pass,
,,,,,,,,,,,,,,,,,,,1.166962,,,,,,,,,,,,8ab1f164-7544-42f7-95df-1c1ad83ff626,1394,,,"[43.9, 24.3]",3857259,44,,,,,-0.937791,,Right Foot,,,,"[56.3, 7.4]",,Ground Pass,,20.961155,,,André-Frank Zambo Anguissa,3141.0,,,,,,1,Regular Play,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Left Center Back,78,Cameroon,2722,['1490c9b6-915e-4b15-b99c-5b78b5d9f8ea'],10,,,,,,,,,,,,,,,,,,Cameroon,2722,00:44:10.284,Pass,
,,,,,,,,,,,,,,,,,,,1.385207,,,,,,,,,,,,92bf3bd2-ec3f-4fc0-ae45-0e932522005e,1398,,,"[49.9, 9.4]",3857259,44,,,,,2.6523564,,Left Foot,,,,"[28.3, 20.9]",,Ground Pass,,24.470594,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,1,Regular Play,André-Frank Zambo Anguissa,3141.0,Right Center Midfield,78,Cameroon,2722,['0e37b053-3836-458d-b648-b9bcced7cc71'],14,,,,,,,,,,,,,,,,,,Cameroon,2722,00:44:14.117,Pass,
,,,,,,,,,,,,,,,,,,,3.261587,,,,,,,,,,,,78791e3b-afac-41ba-b89f-991b9d5ef751,1401,,,"[25.9, 21.6]",3857259,44,,,,,1.7006042,,Right Foot,,,,"[20.6, 62.2]",,Ground Pass,,40.944473,,,Jean-Charles Castelletto,7426.0,,True,,,,1,Regular Play,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Left Center Back,78,Cameroon,2722,['5ac8884a-f3f4-4456-857b-688161820412'],16,,,,,,,,,,,,,,,,,,Cameroon,2722,00:44:16.200,Pass,
,,,,,,,,,,,,,,,,,,,1.49841,,,,,,,,,,,,98cfe14d-32c9-468e-a919-dc895c9c428d,1404,,,"[20.6, 62.4]",3857259,44,,,,,0.74969906,,Right Foot,,,,"[35.1, 75.9]",,Ground Pass,,19.811613,,,Ngoran Suiru Fai Collins,16346.0,,,,,,1,Regular Play,Jean-Charles Castelletto,7426.0,Right Center Back,78,Cameroon,2722,['6a22f152-c620-425b-9554-14af940dbe05'],21,,,,,,,,,,,,,,,,,,Cameroon,2722,00:44:21.309,Pass,
,,,,,,,,,,,,,,,,,,,1.372101,,,,,,,,,,,,a2f480f4-4495-4987-b9ac-17ced678c674,1408,,,"[33.2, 75.7]",3857259,44,,,,,-2.3853834,,Right Foot,,,,"[19.1, 62.4]",,Ground Pass,,19.382982,,,Jean-Charles Castelletto,7426.0,,,,,,1,Regular Play,Ngoran Suiru Fai Collins,16346.0,Right Back,78,Cameroon,2722,"['62cbc59c-ebb3-4a72-bb35-af585b7eb708', 'ba5db07f-b027-42a2-ba13-a5419149855e']",23,,,,,,,,,,,,,,,,,,Cameroon,2722,00:44:23.889,Pass,True
,,,,,,,,,,,,,,,,,,,1.634277,,,,,,,,,,,,f9aa55aa-ce44-47e1-87ed-e6e20a793345,1411,,,"[18.4, 62.2]",3857259,44,,,,,-2.4008076,,Right Foot,,,,"[6.7, 51.5]",,Ground Pass,,15.854968,,,Devis Rogers Epassy Mboka,15326.0,,,,,,1,Regular Play,Jean-Charles Castelletto,7426.0,Right Center Back,78,Cameroon,2722,['a3d98ae1-cfa1-485e-9bab-2aacf7553e4f'],26,,,,,,,,,,,,,,,,,,Cameroon,2722,00:44:26.554,Pass,
,,,,,,,,,,,,,,,,,,,2.816747,,,,,,,,,,,,14662231-39fe-4bfa-9175-8736f6ff4d56,1414,,,"[7.1, 58.1]",3857259,44,,,,,0.06484403,,Right Foot,,,,"[61.0, 61.6]",,High Pass,,54.013515,Incomplete,,Bryan Mbeumo,4935.0,,,,,,1,Regular Play,Devis Rogers Epassy Mboka,15326.0,Goalkeeper,78,Cameroon,2722,"['2401bc02-0f6d-48f4-87d5-5bc07843f45a', '8c71b7ff-4ab5-40c8-ad79-f784be9ddca6']",29,,,,,,,,,,,,,,,,,,Cameroon,2722,00:44:29.874,Pass,
,,,,,,,,,,,,,,,,,,,0.471217,,,,,,,,,,,,72fb608c-3e6b-495d-9f77-d02365f810e2,1422,,,"[49.5, 51.3]",3857259,44,,,,,2.440109,,Right Foot,,,,"[43.7, 56.2]",,Ground Pass,,7.5927596,,,Martin Hongla Yma II,30016.0,,,,,,1,Regular Play,Jean-Eric Maxim Choupo-Moting,3499.0,Center Forward,78,Cameroon,2722,"['3c8728cb-a471-4ad2-9aaf-713d457cb492', '53371ac0-bbf8-4bdc-bb05-b3ee0d38f4b6']",36,,,,,,,,,,,,,,,,,,Cameroon,2722,00:44:36.109,Pass,True
,,,,,,,,,,,,,,,,,,,0.021067,,,,,,,,,,,,02a6f448-90d2-4571-ae3d-e882dcb8052a,1424,,,"[43.5, 56.9]",3857259,44,,,,,-1.0232341,,Right Foot,,,,"[46.0, 52.8]",,Ground Pass,,4.802083,Incomplete,,,,,,,,,1,Regular Play,Martin Hongla Yma II,30016.0,Center Defensive Midfield,78,Cameroon,2722,['dd93225c-9fbc-4db5-8cda-4254ef9bcf63'],36,,,,,,,,,,,,,,,,,,Cameroon,2722,00:44:36.580,Pass,
,,,,,,,,,,,,,,,,,,,1.814503,,,,,,,,,,,,17f72964-753a-49a2-83eb-af91a60dc3d2,1432,,,"[86.0, 26.7]",3857259,45,,,,,0.5776549,b0559f23-a6cd-4e75-aa8d-9a7e319ed91c,Left Foot,,,,"[110.7, 42.8]",True,High Pass,,29.483894,,,Strahinja Pavlović,27719.0,,,,,Free Kick,1,From Free Kick,Dušan Tadić,3831.0,Right Attacking Midfield,80,Serbia,786,['e80ff085-704d-4f93-bce7-db325b20398b'],20,,,,,,,,,,,,,,,,,,Serbia,786,00:45:20.245,Pass,
,,,,,,,,,,,,,,,,,,,1.172229,,,,,,,,,,,,960396de-0559-474c-b419-81906110eb5e,1436,,,"[61.0, 40.1]",3857259,46,,True,,,3.0504751,,Right Foot,,,,"[41.3, 41.9]",,Ground Pass,,19.782063,,,Martin Hongla Yma II,30016.0,,,,,Kick Off,1,From Kick Off,Jean-Eric Maxim Choupo-Moting,3499.0,Center Forward,81,Cameroon,2722,['fc83a840-4aad-49d7-aee4-0ae8bc5cd98c'],38,,,,,,,,,,,,,,,,,,Cameroon,2722,00:46:38.884,Pass,
,,,,,,,,,,,,,,,,,,,1.349525,,,,,,,,,,,,c2632ec7-2e00-44af-831b-803a9c00a909,1438,,,"[41.3, 41.9]",3857259,46,,,,,-1.3048882,,Right Foot,,,,"[48.0, 17.3]",,Ground Pass,,25.496078,,,Nouhou Tolo,13454.0,,,,,,1,From Kick Off,Martin Hongla Yma II,30016.0,Center Defensive Midfield,81,Cameroon,2722,['ce2e5069-cb8a-4b0e-937b-ea82359eaee2'],41,,,,,,,,,,,,,,,,,,Cameroon,2722,00:46:41.210,Pass,
,,,,,,,,,,,,,,,,,,,0.978419,,,,,,,,,,,,51666857-aeb0-4114-b452-2e9b990aa48d,1441,,,"[47.7, 16.6]",3857259,46,,,,,1.2490457,,Left Foot,,,,"[51.2, 27.1]",,Ground Pass,,11.067972,,,Pierre Kunde Malong,12623.0,,,,,,1,From Kick Off,Nouhou Tolo,13454.0,Left Back,81,Cameroon,2722,['cba6e2b4-8d69-45e1-b168-ee2af82f4b90'],43,,,,,,,,,,,,,,,,,,Cameroon,2722,00:46:43.006,Pass,
,,,,,,,,,,,,,,,,,,,0.762303,,,,,,,,,,,,b5a5852a-ed4f-40b5-bf8c-0d0a259d9306,1445,,,"[59.1, 14.1]",3857259,46,,,,,-0.8784619,,Right Foot,,,,"[65.9, 5.9]",,Ground Pass,,10.652699,,,Karl Brillant Toko Ekambi,3551.0,,,,,,1,From Kick Off,Pierre Kunde Malong,12623.0,Left Center Midfield,81,Cameroon,2722,"['424d1cd6-640f-4d28-9c30-267e4fb1a017', '50547df5-0a73-42ef-9866-8e3b2aba4c1c']",45,,,,,,,,,,,,,,,,,,Cameroon,2722,00:46:45.791,Pass,True
,,,,,,,,,,,,,,,,,,,0.151237,,,,,,,,,,,,030fa85a-ffbc-46a2-8bc8-d27611372a97,1449,,,"[66.6, 5.7]",3857259,46,,,,,1.3780956,,Right Foot,,,,"[67.4, 9.8]",,Ground Pass,,4.1773195,Incomplete,,,,,,,,,1,From Kick Off,Karl Brillant Toko Ekambi,3551.0,Left Wing,81,Cameroon,2722,"['5c20f0ab-cd24-46b6-a482-754df50be367', 'cda79759-957c-4883-b859-305bba707e37']",46,,,,,,,,,,,,,,,,,,Cameroon,2722,00:46:46.586,Pass,True
,,,,,,,,,,,,,,,,,,,1.339514,,,,,,,,,,,,084535fb-081a-4654-83ce-bc0ec359e572,1453,,,"[84.8, 60.0]",3857259,46,,,,,0.8132794,,Left Foot,,,,"[97.0, 72.9]",,Ground Pass,,17.755281,,,Aleksandar Mitrović,4269.0,,,,,,1,From Kick Off,Andrija Živković,6318.0,Right Wing Back,81,Cameroon,2722,['248d3786-16ff-49a1-9e22-62c8765ab402'],52,,,,,,,,,,,,,,,,,,Serbia,786,00:46:52.819,Pass,
,,,,,,,,,,,,,,,,,,,1.255669,,,,,,,,,,,,72c05495-c0d3-4286-90e2-18921247e6de,1456,,,"[100.8, 72.7]",3857259,46,,,,,-1.1614759,,Right Foot,True,,,"[112.6, 45.5]",,High Pass,,29.649282,Incomplete,,Sergej Milinković-Savić,5589.0,,,,,,1,From Kick Off,Aleksandar Mitrović,4269.0,Center Forward,81,Cameroon,2722,"['86a79337-5007-432f-98a1-99e17e775b88', 'f22f35ac-3950-417f-9d63-e5cd91f241a8']",54,,,,,,,,,,,,,,,,,,Serbia,786,00:46:54.933,Pass,
,,,,,,,,,,,,,,,,,,,1.874951,,,,,,,,,,,,c455283b-c620-43df-8c5e-f292e77e9522,1464,,,"[110.2, 80.0]",3857259,47,,,,,-1.4734794,,,,,,"[113.9, 42.1]",,High Pass,,38.080177,Incomplete,,Aleksandar Mitrović,4269.0,,,,,Throw-in,1,From Throw In,Andrija Živković,6318.0,Right Wing Back,82,Serbia,786,"['7b2796c1-9f6e-4325-804c-2c1250b83fa6', 'c8417496-c14c-4d20-a052-f8a1b36dbaf4']",20,,,,,,,,,,,,,,,,,,Serbia,786,00:47:20.764,Pass,
,,,,,,,,,,,,,,,,,,,0.69416,,,,,,,,,,,,6cc9cd8c-0406-48b8-b169-533ca7adb3f8,1469,,,"[88.8, 39.3]",3857259,47,,,,True,0.17162807,,,,,,"[96.3, 40.6]",,Low Pass,,7.611833,Incomplete,,,,,,,,Recovery,1,From Throw In,Saša Lukić,6687.0,Left Defensive Midfield,82,Serbia,786,"['39ee764d-fde6-4185-8884-0156582eabaf', '673bdeb6-6251-4506-a0c9-b428aa01ee68']",26,,,,,,,,,,,,,,,,,,Serbia,786,00:47:26.844,Pass,True
,,,,,,,,,,,,,,,,,,,4.421585,,,,,,,,,,,,04111d9e-a384-48b9-9f6e-a1c85e525979,1472,,,"[27.4, 39.7]",3857259,47,,,,,0.85143954,,Right Foot,,,,"[62.7, 80.0]",,Low Pass,,53.574062,Out,,Ngoran Suiru Fai Collins,16346.0,,True,,,,1,From Throw In,Pierre Kunde Malong,12623.0,Left Center Midfield,82,Serbia,786,['4713ccc7-b290-4e82-8a60-cd08102b30b8'],28,,,,,,,,,,,,,,,,,,Cameroon,2722,00:47:28.348,Pass,
,,,,,,,,,,,,,,,,,,,2.961506,,,,,,,,,,,,d2be20ee-7080-4042-b027-611d64592bb6,1474,,,"[64.7, 0.1]",3857259,47,,,,,0.09281764,,,,,,"[102.3, 3.6]",,High Pass,,37.762547,,,Dušan Tadić,3831.0,,,,,Throw-in,1,From Throw In,Filip Kostić,5591.0,Left Wing Back,83,Serbia,786,['6c965b40-3f97-41c9-b1d6-59788522ffbe'],38,,,,,,,,,,,,,,,,,,Serbia,786,00:47:38.352,Pass,
,,,,,,,,,,,,,,,,,,,1.58589,,,,,,,,,,,,5402e613-b43c-46c4-8e8b-911d4f463d00,1477,,,"[104.7, 3.4]",3857259,47,,,,,1.5134574,,Left Foot,True,,,"[106.6, 36.5]",,High Pass,,33.154488,Incomplete,,Aleksandar Mitrović,4269.0,,,,,,1,From Throw In,Dušan Tadić,3831.0,Right Attacking Midfield,83,Serbia,786,"['16b25d71-1629-44d4-b80d-ad5ba46ad26d', '5b9d9299-77d9-4961-9303-b3e94caea5d7']",41,,,,,,,,,,,,,,,,,,Serbia,786,00:47:41.364,Pass,
,,,,,,,,,,,,,,,,,,,0.783883,,,,,,,,,,,,60704997-d432-4710-b475-d0a75623170b,1484,,,"[24.9, 38.2]",3857259,47,,,,,0.0,,Right Foot,,,,"[30.0, 38.2]",,High Pass,,5.1,Incomplete,,,,,,,,,1,From Throw In,André-Frank Zambo Anguissa,3141.0,Right Center Midfield,83,Serbia,786,"['5348dddb-39fb-4a8e-9746-8ec1cc07f5e1', '5d1fd885-7ec4-4ce2-8635-1e9e8ec89816']",46,,,,,,,,,,,,,,,,,,Cameroon,2722,00:47:46.132,Pass,True
,,,,,,,,,,,,,,,,,,,1.032271,,,,,,,,,,,,6ad14ffa-10f3-4d36-861e-17daf6ce2812,1487,,,"[90.1, 41.9]",3857259,47,,,,,1.0435092,,Right Foot,,,,"[99.3, 57.7]",,Ground Pass,,18.283325,,,Andrija Živković,6318.0,,,,,,1,From Throw In,Sergej Milinković-Savić,5589.0,Left Attacking Midfield,83,Serbia,786,['96538445-34bc-4f90-8f2f-0da73b98fca6'],47,,,,,,,,,,,,,,,,,,Serbia,786,00:47:47.534,Pass,
,,,,,,,,,,,,,,,,,,,0.681241,,,,,,,,,,,,851ed0a7-a09d-4664-83ec-347895301cac,1490,,,"[102.3, 55.3]",3857259,47,,,,,-2.0885782,834307f3-a14a-46f5-b9f6-35b2c369deab,Left Foot,,,,"[97.8, 47.4]",True,Ground Pass,,9.091755,,,Sergej Milinković-Savić,5589.0,,,,,,1,From Throw In,Andrija Živković,6318.0,Right Wing Back,83,Serbia,786,['03b21819-e35e-4dfe-9964-698bd015b605'],50,,,,,,,,,,,,,,,,,,Serbia,786,00:47:50.891,Pass,
,,,,,,,,,,,,,,,,,,,1.937039,,,,,,,,,,,,a9e6e878-6023-4f73-851b-bde4d77af277,1496,,,"[61.0, 40.1]",3857259,49,,True,,,2.7392716,,Right Foot,,,,"[42.2, 48.1]",,Ground Pass,,20.431349,,,Jean-Charles Castelletto,7426.0,,,,,Kick Off,1,From Kick Off,Jean-Eric Maxim Choupo-Moting,3499.0,Center Forward,84,Cameroon,2722,['77ad789a-ce72-47e5-83b9-17b5e0caabff'],15,,,,,,,,,,,,,,,,,,Cameroon,2722,00:49:15.101,Pass,
,,,,,,,,,,,,,,,,,,,4.854287,,,,,,,,,,,,2394d972-d26b-4249-837a-cd1b924b5a65,1498,,,"[45.6, 48.3]",3857259,49,,,,,-0.62961656,,Right Foot,,,,"[110.8, 0.8]",,High Pass,,80.66778,Out,,,,,True,,,,1,From Kick Off,Jean-Charles Castelletto,7426.0,Right Center Back,84,Cameroon,2722,,17,,,,,,,,,,,,,,,,,,Cameroon,2722,00:49:17.648,Pass,
,,,,,,,,,,,,,,,,,,,1.682656,,,,,,,,,,,,0c4c84c7-70a8-41b7-82ef-69ce92dc1f0f,1499,,,"[14.0, 80.0]",3857259,49,,,,,-0.24578707,,,,,,"[43.1, 72.7]",,High Pass,,30.001667,,,Aleksandar Mitrović,4269.0,,,,,Throw-in,1,From Throw In,Andrija Živković,6318.0,Right Wing Back,85,Serbia,786,['0af09f05-3278-4308-abe3-f3569aee2363'],44,,,,,,,,,,,,,,,,,,Serbia,786,00:49:44.896,Pass,
,,,,,,,,,,,,,,,,,,,1.754297,,,,,,,,,,,,134d2f96-9aea-4681-a065-bcb3ce75d894,1502,,,"[43.1, 72.7]",3857259,49,,,,True,-1.3968157,,,,,,"[46.0, 56.2]",,High Pass,,16.75291,,,Sergej Milinković-Savić,5589.0,,,,,,1,From Throw In,Aleksandar Mitrović,4269.0,Center Forward,85,Serbia,786,"['6db8d42d-0965-4b4a-a0c7-101096c72a7e', '83caddf8-04bb-427e-b1a7-8c0edaaaa63a']",46,,,,,,,,,,,,,,,,,,Serbia,786,00:49:46.640,Pass,True
,,,,,,,,,,,,,,,,,,,1.44768,,,,,,,,,,,,59faec76-5b2f-46e3-b90f-1ad59b83429b,1505,,,"[46.0, 56.2]",3857259,49,,,,,-1.0181397,,Right Foot,,,,"[56.3, 39.5]",,Low Pass,,19.620907,Incomplete,,Filip Kostić,5591.0,,,,,,1,From Throw In,Sergej Milinković-Savić,5589.0,Left Attacking Midfield,85,Serbia,786,"['29558825-2ddc-4355-8f48-4b80eedf273a', 'ce7e02f7-5fcf-4e46-9dc4-0aefcc17bded']",48,,,,,,,,,,,,,,,,,,Serbia,786,00:49:48.442,Pass,
,,,,,,,,,,,,,,,,,,,1.373797,,,,,,,,,,,,f413d904-fe5f-4025-848b-bb90aa2418f0,1509,,,"[66.4, 41.9]",3857259,49,,,,,0.663203,,Right Foot,,,,"[76.0, 49.4]",,Ground Pass,,12.182364,,,Martin Hongla Yma II,30016.0,,,,,,1,From Throw In,Ngoran Suiru Fai Collins,16346.0,Right Back,85,Serbia,786,['c3d6f50b-4e33-49ee-b4a4-f22366c7f748'],51,,,,,,,,,,,,,,,,,,Cameroon,2722,00:49:51.344,Pass,
,,,,,,,,,,,,,,,,,,,0.34925,,,,,,,,,,,,96492ed6-9980-4cac-8f1c-28aaa0a8d182,1511,,,"[76.0, 49.4]",3857259,49,,,,,-2.91349,,Right Foot,,,,"[70.4, 48.1]",,Ground Pass,,5.748913,Incomplete,,Ngoran Suiru Fai Collins,16346.0,,,,,,1,From Throw In,Martin Hongla Yma II,30016.0,Center Defensive Midfield,85,Serbia,786,"['8589a169-da15-45cc-bfec-2bc4a68f1d00', 'b72de792-8b27-41b4-b842-5b781a6b8ea3']",52,,,,,,,,,,,,,,,,,,Cameroon,2722,00:49:52.718,Pass,
