50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.913382,,,,,,,,,,,,,261182ce-3947-4cbc-95a9-0006124c6374,3115,,,"[50.3, 40.8]",3857301,84,,,,0.29736516,,Right Foot,,"[62.7, 44.6]",,Ground Pass,,12.969194,,,,Abdulaziz Hatem Mohammed Abdullah,124514.0,,,,,,,2,From Kick Off,Boualem Khoukhi,124493.0,Center Back,157,Qatar,3566,['f98d47ea-6913-4345-8694-052f2be6f530'],50,,,,,,,,,,,,,,,,,,Qatar,3566,00:39:50.286,Pass,
,,,,,,,,,,,,,,,,,,2.409789,,,,,,,,,,,,,062f8a8a-fdc2-475e-8456-18538ed43a39,3119,,,"[62.7, 44.2]",3857301,84,,,,1.8910385,,Left Foot,,"[56.1, 64.1]",,Ground Pass,,20.965925,,,,Tarek Salman Salman,124504.0,,,,,,,2,From Kick Off,Abdulaziz Hatem Mohammed Abdullah,124514.0,Right Center Midfield,157,Qatar,3566,['a6baac03-6787-4835-8e59-e0ff037ef44d'],51,,,,,,,,,,,,,,,,,,Qatar,3566,00:39:51.239,Pass,
,,,,,,,,,,,,,,,,,,1.351947,,,,,,,,,,,,,ab44af3c-8d15-41ec-a877-74a0ece12cca,3122,,,"[57.8, 60.7]",3857301,84,,,,-2.6594286,,Right Foot,,"[47.1, 55.1]",,Ground Pass,,12.076838,,,,Boualem Khoukhi,124493.0,,,,,,,2,From Kick Off,Tarek Salman Salman,124504.0,Right Center Back,157,Qatar,3566,['1eda4ede-2be1-44c1-b4be-be18407a6cf9'],54,,,,,,,,,,,,,,,,,,Qatar,3566,00:39:54.769,Pass,
,,,,,,,,,,,,,,,,,,1.790783,,,,,,,,,,,,,77962510-d052-45aa-a7ec-5ac5bf3630da,3125,,,"[53.3, 45.5]",3857301,84,,,,-1.4425837,,Right Foot,,"[57.0, 16.8]",,Ground Pass,,28.93752,,,,Mohammed Waed Abdulwahhab Al Bayati,124909.0,,,,,,,2,From Kick Off,Boualem Khoukhi,124493.0,Center Back,157,Qatar,3566,['624191d3-3413-4be3-a1b2-10855a2c61a4'],58,,,,,,,,,,,,,,,,,,Qatar,3566,00:39:58.841,Pass,
,,,,,,,,,,,,,,,,,,0.951226,,,,,,,,,,,,,7658259f-b70d-4db7-b29c-598ffb67b212,3128,,,"[62.9, 11.9]",3857301,85,,,,-0.91252834,,Left Foot,,"[68.7, 4.4]",,Ground Pass,,9.481033,,,,Akram Hassan Afif,40784.0,,,,,,,2,From Kick Off,Mohammed Waed Abdulwahhab Al Bayati,124909.0,Left Center Back,157,Qatar,3566,['74d0dcc9-f8bc-4c0e-bf16-9baacbb9fe35'],1,,,,,,,,,,,,,,,,,,Qatar,3566,00:40:01.986,Pass,
,,,,,,,,,,,,,,,,,,0.933004,,,,,,,,,,,,,7b3c1849-80fc-4c69-b808-bb1f5c11ab42,3131,,,"[68.7, 4.2]",3857301,85,,,,-0.115759216,,Right Foot,,"[81.6, 2.7]",,Ground Pass,,12.986917,,,,Abdelkarim Hassan Al Haj Fadlalla,124494.0,,,,,,,2,From Kick Off,Akram Hassan Afif,40784.0,Left Center Midfield,157,Qatar,3566,['e679d1e1-1d7a-4961-bff4-8182277db382'],3,,,,,,,,,,,,,,,,,,Qatar,3566,00:40:03.376,Pass,
,,,,,,,,,,,,,,,,,,2.075435,,,,,,,,,,,,,628329f6-1635-4972-af18-c54d4c37adbd,3135,,,"[83.9, 3.1]",3857301,85,,,,0.10598436,,Left Foot,,"[98.0, 4.6]",,High Pass,,14.179563,,,,Almoez Ali Zainalabiddin Abdulla,124495.0,,,,,,,2,From Kick Off,Abdelkarim Hassan Al Haj Fadlalla,124494.0,Left Wing Back,157,Qatar,3566,"['c9a01b71-75da-4cbf-8807-9e84933e9671', 'e5211a90-0f72-4884-a5d9-9c1eb8fec5bb']",4,,,,,,,,,,,,,,,,,,Qatar,3566,00:40:04.950,Pass,True
,,,,,,,,,,,,,,,,,,1.742514,,,,,,,,,,,,,c4d3e522-6d88-4e78-b47a-ca63f6830d19,3140,,,"[7.0, 36.1]",3857301,85,,,,-1.5042281,,Right Foot,,"[8.0, 21.1]",,Ground Pass,,15.033297,,,,Pape Abou Cissé,15970.0,,,,,,Goal Kick,2,From Goal Kick,Edouard Mendy,7379.0,Goalkeeper,158,Senegal,787,['6a42c724-c642-4e8f-a7a5-ec38083f189e'],27,,,,,,,,,,,,,,,,,,Senegal,787,00:40:27.357,Pass,
,,,,,,,,,,,,,,,,,,2.052533,,,,,,,,,,,,,b0eba44f-932f-4a5b-b209-6a382661e625,3143,,,"[7.3, 21.8]",3857301,85,,,,-0.025224008,,Left Foot,,"[50.9, 20.7]",,High Pass,,43.613873,,,Incomplete,,,,,,,,,2,From Goal Kick,Pape Abou Cissé,15970.0,Left Center Back,158,Senegal,787,['49a6f0ce-8ef6-4437-a863-b2f65df1bb18'],30,,,,,,,,,,,,,,,,,,Senegal,787,00:40:30.860,Pass,
,,,,,,,,,,,,,,,,,,2.325078,,,,,,,,,,,,,49a6f0ce-8ef6-4437-a863-b2f65df1bb18,3144,,,"[69.2, 59.4]",3857301,85,,,,-2.471666,,Head,,"[51.4, 45.3]",,Low Pass,,22.707928,,,,Mohammed Waed Abdulwahhab Al Bayati,124909.0,,,,,,Recovery,2,Regular Play,Tarek Salman Salman,124504.0,Right Center Back,159,Qatar,3566,"['b0eba44f-932f-4a5b-b209-6a382661e625', 'e63316cf-048b-45c8-9f00-2725743153b8']",32,,,,,,,,,,,,,,,,,,Qatar,3566,00:40:32.912,Pass,
,,,,,,,,,,,,,,,,,,0.674671,,,,,,,,,,,,,ef886a26-ab98-43af-9be2-1b4eefef5086,3148,,,"[50.8, 45.5]",3857301,85,,,,0.41822433,,Left Foot,,"[58.0, 48.7]",,Ground Pass,,7.879086,,,,Assim Omer Al Haj Madibo,124500.0,,,,,,,2,Regular Play,Mohammed Waed Abdulwahhab Al Bayati,124909.0,Left Center Back,159,Qatar,3566,"['6ea032e4-6db6-4255-8c57-275c8eaff920', '895d06e5-6df5-4906-8f21-3b0201bc324b']",35,,,,,,,,,,,,,,,,,,Qatar,3566,00:40:35.277,Pass,True
,,,,,,,,,,,,,,,,,,0.862106,,,,,,,,,,,,,29ffa108-bd77-4794-aee5-c683483fa783,3150,,,"[58.0, 48.7]",3857301,85,,,,2.7348456,,Right Foot,,"[45.0, 54.3]",,Ground Pass,,14.154858,,,,Boualem Khoukhi,124493.0,,,,,,,2,Regular Play,Assim Omer Al Haj Madibo,124500.0,Center Defensive Midfield,159,Qatar,3566,['d3e1a924-5fa4-4c34-9488-34c980000616'],35,,,,,,,,,,,,,,,,,,Qatar,3566,00:40:35.952,Pass,
,,,,,,,,,,,,,,,,,,0.803734,,,,,,,,,,,,,ba9a68ca-5d1f-4b80-9a35-fe38d9a06002,3153,,,"[45.0, 54.3]",3857301,85,,,,-0.57049465,,Right Foot,,"[57.0, 46.6]",,Ground Pass,,14.25798,,,,Assim Omer Al Haj Madibo,124500.0,,,,,,,2,Regular Play,Boualem Khoukhi,124493.0,Center Back,159,Qatar,3566,['c7bafe2a-02a8-465e-ae1d-ddfe96f5e3e2'],37,,,,,,,,,,,,,,,,,,Qatar,3566,00:40:37.814,Pass,
,,,,,,,,,,,,,,,,,,1.272634,,,,,,,,,,,,,4d47552b-8ace-4aa8-aee4-1a99051c762a,3157,,,"[56.3, 44.6]",3857301,85,,,,2.4995885,,Right Foot,,"[45.6, 52.6]",,Ground Pass,,13.360015,,,,Boualem Khoukhi,124493.0,,,,,,,2,Regular Play,Assim Omer Al Haj Madibo,124500.0,Center Defensive Midfield,159,Qatar,3566,"['64df97a1-1772-467c-b448-17da3f866d8e', 'd8d6c0ce-d008-421e-b4bc-ff289f41e76b']",39,,,,,,,,,,,,,,,,,,Qatar,3566,00:40:39.498,Pass,True
,,,,,,,,,,,,,,,,,,1.472417,,,,,,,,,,,,,63d23a0d-8274-4c2f-a818-e0c56ed294b6,3160,,,"[49.0, 51.7]",3857301,85,,,,-1.7574856,,Right Foot,,"[43.9, 24.7]",,High Pass,,27.477446,,,,Mohammed Waed Abdulwahhab Al Bayati,124909.0,,,,,,,2,Regular Play,Boualem Khoukhi,124493.0,Center Back,159,Qatar,3566,['cf0058f9-2ce8-483e-8130-a37f893d9a08'],42,,,,,,,,,,,,,,,,,,Qatar,3566,00:40:42.725,Pass,
,,,,,,,,,,,,,,,,,,0.799279,,,,,,,,,,,,,3824daed-d06b-4d77-bf41-abf9b54853cc,3163,,,"[61.2, 18.5]",3857301,85,,,,-0.38416937,,Left Foot,,"[70.6, 14.7]",,Ground Pass,,10.139033,,,,Akram Hassan Afif,40784.0,,,,,,,2,Regular Play,Mohammed Waed Abdulwahhab Al Bayati,124909.0,Left Center Back,159,Qatar,3566,['1e53ff4d-316a-458b-a244-99137a6c0677'],47,,,,,,,,,,,,,,,,,,Qatar,3566,00:40:47.033,Pass,
,,,,,,,,,,,,,,,,,,1.41759,,,,,,,,,,,,,ca623001-ad06-4c8f-99bb-75b71bf823c6,3167,,,"[64.2, 18.5]",3857301,85,,,,2.4529378,,Right Foot,,"[51.2, 29.2]",,Ground Pass,,16.837162,,,,Assim Omer Al Haj Madibo,124500.0,,,,,,,2,Regular Play,Akram Hassan Afif,40784.0,Left Center Midfield,159,Qatar,3566,['ff324d67-6a53-4986-9d7b-d85ba2ace4a4'],49,,,,,,,,,,,,,,,,,,Qatar,3566,00:40:49.660,Pass,
,,,,,,,,,,,,,,,,,,0.973168,,,,,,,,,,,,,477858a9-5334-4b7e-aac0-42f887d8ee97,3170,,,"[51.0, 29.5]",3857301,85,,,,-0.8508782,,Right Foot,,"[56.7, 23.0]",,Ground Pass,,8.64523,,,,Akram Hassan Afif,40784.0,,,,,,,2,Regular Play,Assim Omer Al Haj Madibo,124500.0,Center Defensive Midfield,159,Qatar,3566,['061b3cd9-2e09-41e6-9c19-94854692707c'],51,,,,,,,,,,,,,,,,,,Qatar,3566,00:40:51.736,Pass,
,,,,,,,,,,,,,,,,,,1.99996,,,,,,,,,,,,,adbf2552-b96e-420d-96d0-f8a438875e0f,3173,,,"[57.6, 18.5]",3857301,85,,,,-0.62948334,,Right Foot,,"[74.9, 5.9]",,Ground Pass,,21.402103,,,,Mohammed Waed Abdulwahhab Al Bayati,124909.0,,,,,,,2,Regular Play,Akram Hassan Afif,40784.0,Left Center Midfield,159,Qatar,3566,['dfac739a-69c9-4927-94db-94ee598f937b'],53,,,,,,,,,,,,,,,,,,Qatar,3566,00:40:53.687,Pass,
,,,,,,,,,,,,,,,,,,0.689996,,,,,,,,,,,,,7c6e6807-fbaa-4e84-a3da-a8c93e6a2f0e,3176,,,"[80.7, 8.3]",3857301,85,,,,1.0456878,,Left Foot,,"[88.0, 20.9]",,Ground Pass,,14.561936,,,Incomplete,Almoez Ali Zainalabiddin Abdulla,124495.0,,,,,,,2,Regular Play,Mohammed Waed Abdulwahhab Al Bayati,124909.0,Left Center Back,159,Qatar,3566,"['c8296aff-9c0d-4e34-9b1f-8091dfe5b6dd', 'e3a01303-3735-4c85-a849-180d2a61e32c']",57,,,,,,,,,,,,,,,,,,Qatar,3566,00:40:57.998,Pass,
,,,,,,,,,,,True,,,,,,,1.474244,,,,,,,,,,,,,c8296aff-9c0d-4e34-9b1f-8091dfe5b6dd,3178,,,"[32.1, 59.2]",3857301,85,,,,2.825977,,Right Foot,,"[22.3, 62.4]",,Low Pass,,10.309219,,,,Iliman Ndiaye,80484.0,,,,,,Interception,2,Regular Play,Pathé Ismaël Ciss,31751.0,Center Defensive Midfield,160,Senegal,787,"['37a89dab-6a84-4932-bb37-85ad9476f116', '7c6e6807-fbaa-4e84-a3da-a8c93e6a2f0e']",58,,,,,,,,,,,,,,,,,,Senegal,787,00:40:58.688,Pass,
,,,,,,,,,,,,,,,,,,0.678899,,,,,,,,,,,,,1475bedc-4fa1-4efa-b293-e0a4ba414796,3181,,,"[27.0, 72.3]",3857301,86,,,,0.89796376,,Left Foot,,"[32.1, 78.7]",,Ground Pass,,8.18352,,,,Youssouf Sabaly,3404.0,,,,,,,2,Regular Play,Iliman Ndiaye,80484.0,Right Wing,160,Senegal,787,['f4845e3e-2eca-4d94-ade2-69df4fa1def3'],1,,,,,,,,,,,,,,,,,,Senegal,787,00:41:01.903,Pass,
,,,,,,,,,,,,,,,,,,0.391748,,,,,,,,,,,,,b5177bbe-c826-4192-94d5-5fb1dbeaac8c,3184,,,"[32.3, 77.6]",3857301,86,,,,-1.4951832,,Right Foot,,"[32.8, 71.0]",,Ground Pass,,6.618912,,,,Pape Matar Sarr,50498.0,,,,,,,2,Regular Play,Youssouf Sabaly,3404.0,Right Back,160,Senegal,787,['53b6ee0a-e836-46d7-8439-9925155f5738'],3,,,,,,,,,,,,,,,,,,Senegal,787,00:41:03.261,Pass,
,,,,,,,,,,,,,,,,,,1.808251,,,,,,,,,,,,,d7ab76c8-3aec-4b6c-bed0-1e69e854b174,3187,,,"[32.3, 66.5]",3857301,86,,,,-1.3784007,,Left Foot,,"[33.8, 58.8]",,Ground Pass,,7.8447433,,,,Pathé Ismaël Ciss,31751.0,,,,,,,2,Regular Play,Pape Matar Sarr,50498.0,Right Center Midfield,160,Senegal,787,['ffd60408-766c-4b61-8f7e-c023e0aea3d3'],5,,,,,,,,,,,,,,,,,,Senegal,787,00:41:05.000,Pass,
,,,,,,,,,,,,,,,,,,2.264486,,,,,,,,,,,,,66bf232c-89c9-4382-acb8-ff5b40364644,3191,,,"[33.8, 58.1]",3857301,86,,,,-2.10632,,Right Foot,,"[19.5, 34.0]",,Ground Pass,,28.023205,,,,Pape Abou Cissé,15970.0,,,,,,,2,Regular Play,Pathé Ismaël Ciss,31751.0,Center Defensive Midfield,160,Senegal,787,"['9cda96a1-9ae5-4cba-b468-479b13eb12ce', 'd4312fb2-4e4e-4dde-9b02-f6567dbd5852']",6,,,,,,,,,,,,,,,,,,Senegal,787,00:41:06.843,Pass,True
,,,,,,,,,,,,,,,,,,1.015476,,,,,,,,,,,,,b7159747-0e8f-4d65-9a7d-7edd68f1ebbc,3194,,,"[19.5, 34.2]",3857301,86,,,,1.5260501,,Right Foot,,"[20.4, 54.3]",,Ground Pass,,20.12014,,,,Kalidou Koulibaly,5675.0,,,,,,,2,Regular Play,Pape Abou Cissé,15970.0,Left Center Back,160,Senegal,787,['088daad3-319b-4195-9fd9-1e14fd394aef'],10,,,,,,,,,,,,,,,,,,Senegal,787,00:41:10.284,Pass,
,,,,,,,,,,,,,,,,,,1.522311,,,,,,,,,,,,,4fb4b88d-2885-49a4-99b7-f186b8fd8387,3197,,,"[20.4, 57.3]",3857301,86,,,,0.9873547,,Right Foot,,"[33.8, 77.6]",,Ground Pass,,24.323856,,,,Youssouf Sabaly,3404.0,,,,,,,2,Regular Play,Kalidou Koulibaly,5675.0,Right Center Back,160,Senegal,787,['4b43adea-20f2-4c18-b00b-8aafe2b76216'],13,,,,,,,,,,,,,,,,,,Senegal,787,00:41:13.151,Pass,
,,,,,,,,,,,,,,,,,,1.83496,,,,,,,,,,,,,75ca431a-14b9-41ac-9126-0557a917208f,3200,,,"[34.9, 73.5]",3857301,86,,,,-2.3718183,,Right Foot,,"[21.9, 60.9]",,Ground Pass,,18.104143,,,,Kalidou Koulibaly,5675.0,,,,,,,2,Regular Play,Youssouf Sabaly,3404.0,Right Back,160,Senegal,787,['3e7432e6-9e19-479f-a570-394ac5c05277'],16,,,,,,,,,,,,,,,,,,Senegal,787,00:41:16.368,Pass,
,,,,,,,,,,,,,,,,,,1.125418,,,,,,,,,,,,,6a995d96-1e62-4d87-8228-dca9b0dc0f04,3203,,,"[21.9, 60.9]",3857301,86,,,,0.124354996,,Right Foot,,"[32.3, 62.2]",,Ground Pass,,10.480935,,,,Idrissa Gana Gueye,3436.0,,,,,,,2,Regular Play,Kalidou Koulibaly,5675.0,Right Center Back,160,Senegal,787,['4b38e6d8-cb76-4e31-9953-ccc93f6ecc1e'],19,,,,,,,,,,,,,,,,,,Senegal,787,00:41:19.808,Pass,
,,,,,,,,,,,,,,,,,,1.383712,,,,,,,,,,,,,c276d517-6732-4c80-9472-a6008f893243,3206,,,"[32.3, 62.2]",3857301,86,,,,-2.7114253,,Right Foot,,"[23.8, 58.3]",,Ground Pass,,9.352005,,,,Kalidou Koulibaly,5675.0,,,,,,,2,Regular Play,Idrissa Gana Gueye,3436.0,Left Center Midfield,160,Senegal,787,['b4681b03-fb3b-4ce2-8143-a8450487511e'],22,,,,,,,,,,,,,,,,,,Senegal,787,00:41:22.556,Pass,
,,,,,,,,,,,,,,,,,,1.778997,,,,,,,,,,,,,dea14027-34b5-4689-a890-51a8e8fd3cf8,3209,,,"[23.8, 58.3]",3857301,86,,,,-2.045007,,Right Foot,,"[12.2, 35.7]",,Ground Pass,,25.403149,,,,Edouard Mendy,7379.0,,,,,,,2,Regular Play,Kalidou Koulibaly,5675.0,Right Center Back,160,Senegal,787,['751314e7-dec2-4d06-8429-3f1aff9438de'],24,,,,,,,,,,,,,,,,,,Senegal,787,00:41:24.788,Pass,
,,,,,,,,,,,,,,,,,,1.887767,,,,,,,,,,,,,7ddf7e38-07db-4c4b-86de-43f86936aa6c,3213,,,"[12.2, 34.6]",3857301,86,,,,-1.3936341,,Right Foot,,"[16.3, 11.7]",,Ground Pass,,23.264135,,,,Pape Abou Cissé,15970.0,,,,,,,2,Regular Play,Edouard Mendy,7379.0,Goalkeeper,160,Senegal,787,['62e64f21-684f-41c5-ab1f-febce7ac08ee'],28,,,,,,,,,,,,,,,,,,Senegal,787,00:41:28.617,Pass,
,,,,,,,,,,,,,,,,,,2.381811,,,,,,,,,,,,,dee605f1-a69a-4a51-b181-7b4187e99042,3217,,,"[21.4, 5.3]",3857301,86,,,,0.68263644,,Left Foot,,"[56.7, 34.0]",,High Pass,,45.494835,,,,Cheikh Ahmadou Bamba Mbacke Dieng,88123.0,,,,,,,2,Regular Play,Pape Abou Cissé,15970.0,Left Center Back,160,Senegal,787,"['7eb5b497-90a6-4c40-bb97-946445d0df0b', 'ce6ab758-f0c6-48c8-9261-2843d82be972']",32,,,,,,,,,,,,,,,,,,Senegal,787,00:41:32.327,Pass,True
,,,,,,,,,,,,,,,,,,1.53947,,,,,,,,,,,,,39fd797c-c69a-4352-871c-8fb91b499b4d,3223,,,"[62.3, 55.1]",3857301,86,,,,-1.5707964,,Right Foot,,"[62.3, 44.4]",,Ground Pass,,10.7,,,,Akram Hassan Afif,40784.0,,,,,,,2,Regular Play,Assim Omer Al Haj Madibo,124500.0,Center Defensive Midfield,161,Qatar,3566,"['2dcef054-a042-44a5-bd52-393b7a6997c6', 'e4e13f81-48e7-40ec-8ae2-7c4e7019ae8f']",36,,,,,,,,,,,,,,,,,,Qatar,3566,00:41:36.681,Pass,True
,,,,,,,,,,,,,,,,,,0.848014,,,,,,,,,,,,,1cdefe04-27d4-4776-b61b-225a805ec211,3225,,,"[62.3, 44.4]",3857301,86,,,,0.6435011,,Right Foot,,"[68.3, 48.9]",,Ground Pass,,7.5,,,,Assim Omer Al Haj Madibo,124500.0,,,,,,,2,Regular Play,Akram Hassan Afif,40784.0,Left Center Midfield,161,Qatar,3566,['997466a2-a21e-45e1-9ec6-60ed5051e0a3'],38,,,,,,,,,,,,,,,,,,Qatar,3566,00:41:38.220,Pass,
,,,,,,,,,,,,,,,,,,0.632884,,,,,,,,,,,,,25ae08de-fa08-40da-9eef-aaa0e8758724,3232,,,"[55.4, 36.5]",3857301,86,,,,-1.0516502,,Right Foot,,"[57.8, 32.3]",,Ground Pass,,4.8373547,,,,Cheikh Ahmadou Bamba Mbacke Dieng,88123.0,,,,,,Recovery,2,Regular Play,Idrissa Gana Gueye,3436.0,Left Center Midfield,162,Senegal,787,"['e569a818-0d1d-4b99-828f-1051fb436fb6', 'e56ca915-a152-48c7-91fc-b1312c2d7148']",40,,,,,,,,,,,,,,,,,,Senegal,787,00:41:40.404,Pass,True
,,,,,,,,,,,,,,,,,,0.772224,,,,,,,,,,,,,769097cd-b2be-44f0-86fb-61319070da0d,3234,,,"[57.8, 32.3]",3857301,86,,,,2.6224465,,Right Foot,,"[52.2, 35.5]",,Ground Pass,,6.449806,,,,Pape Matar Sarr,50498.0,,,,,,,2,Regular Play,Cheikh Ahmadou Bamba Mbacke Dieng,88123.0,Center Forward,162,Senegal,787,['6f689f67-9f6c-490e-8493-7f51c83f5f86'],41,,,,,,,,,,,,,,,,,,Senegal,787,00:41:41.037,Pass,
,,,,,,,,,,,,,,,,,,1.11718,,,,,,,,,,,,,9484670a-f451-402f-93c7-5f712aef0505,3238,,,"[46.5, 28.4]",3857301,86,,,,-1.5534068,,Right Foot,,"[46.7, 16.9]",,Ground Pass,,11.501739,,,Incomplete,Abdou Diallo,8553.0,,,,,,,2,Regular Play,Pape Matar Sarr,50498.0,Right Center Midfield,162,Senegal,787,"['6bc54f9a-195b-4b51-b89d-32dc83725e09', '811e9411-d909-4b4a-b967-a247be4604ff']",44,,,,,,,,,,,,,,,,,,Senegal,787,00:41:44.157,Pass,
,,,,,,,,,,,,,,,,,,1.30417,,,,,,,,,,,,,647538a1-a77e-4d48-b2fb-f113e1e52aab,3245,,,"[94.8, 57.3]",3857301,88,,,,-1.4559197,30ffddcf-6cfe-4656-8315-5621f5d68320,Left Foot,,"[95.4, 52.1]",,Ground Pass,,5.234501,,,,Abdelkarim Hassan Al Haj Fadlalla,124494.0,True,,,,,Free Kick,2,From Free Kick,Abdulaziz Hatem Mohammed Abdullah,124514.0,Right Center Midfield,164,Qatar,3566,['7e13e48b-f5d6-4bf6-9f58-ebdb1dc139ce'],3,,,,,,,,,,,,,,,,,,Qatar,3566,00:43:03.683,Pass,
,,,,,,,,,,,,,,,,,,0.628745,,,,,,,,,,,,,f6281576-8494-41e1-9a5a-3a364deea97f,3249,,,"[7.0, 44.1]",3857301,88,True,,,0.7714131,,Left Foot,,"[36.0, 72.3]",,High Pass,,40.450462,,,,Youssouf Sabaly,3404.0,,,,,,Goal Kick,2,From Goal Kick,Edouard Mendy,7379.0,Goalkeeper,165,Senegal,787,['42dbf2c7-166a-49f4-be8e-85757db6705c'],23,,,,,,,,,,,,,,,,,,Senegal,787,00:43:23.775,Pass,
,,,,,,,,,,,,,,,,,,2.097518,,,,,,,,,,,,,38acc192-d439-4c0d-9ef6-ebd487d753d6,3251,,,"[67.4, 75.7]",3857301,88,,,,-2.5614872,,Right Foot,,"[43.9, 60.3]",,Ground Pass,,28.096441,,,,Kalidou Koulibaly,5675.0,,,,,,,2,From Goal Kick,Youssouf Sabaly,3404.0,Right Back,165,Senegal,787,['bcdc6249-da8a-4355-8e09-b3f1d7e47fd9'],28,,,,,,,,,,,,,,,,,,Senegal,787,00:43:28.766,Pass,
,,,,,,,,,,,,,,,,,,1.551978,,,,,,,,,,,,,a4961c5e-e0a2-44f7-8a75-5f296bde6851,3254,,,"[45.2, 59.4]",3857301,88,,,,-1.8588518,,Right Foot,,"[38.8, 37.8]",,Ground Pass,,22.528204,,,,Pape Abou Cissé,15970.0,,,,,,,2,From Goal Kick,Kalidou Koulibaly,5675.0,Right Center Back,165,Senegal,787,['dbd9a620-8ef5-4216-b084-94db764d922e'],31,,,,,,,,,,,,,,,,,,Senegal,787,00:43:31.435,Pass,
,,,,,,,,,,,,,,,,,,1.512574,,,,,,,,,,,,,44058ab7-1924-4da5-8684-ebf5a94e449f,3257,,,"[39.2, 37.8]",3857301,88,,,,-1.5577252,,Right Foot,,"[39.6, 7.2]",,Ground Pass,,30.602613,,,,Abdou Diallo,8553.0,,,,,,,2,From Goal Kick,Pape Abou Cissé,15970.0,Left Center Back,165,Senegal,787,['a80b53fc-b2b2-40fe-a12c-b335a301bb4b'],33,,,,,,,,,,,,,,,,,,Senegal,787,00:43:33.817,Pass,
,,,,,,,,,,,,,,,,,,5.43382,,,,,,,,,,,,,c5dccdd8-96ee-4b62-8692-304e2867ccbf,3260,,,"[39.8, 6.6]",3857301,88,,,,-0.0025739968,,Left Foot,,"[117.5, 6.4]",,High Pass,,77.70026,,,,Boulaye Dia,20611.0,,,,,,,2,From Goal Kick,Abdou Diallo,8553.0,Left Back,165,Senegal,787,['c98cdddd-c5db-4bcd-b713-338d7395f6ed'],36,,,,,,,,,,,,,,,,,,Senegal,787,00:43:36.857,Pass,
,,,,,,,,,,,,,,,,,,0.440546,,,,,,,,,,,,,fe211253-36af-4226-a3cf-c87ecd933265,3266,,,"[6.0, 44.0]",3857301,88,True,,,-0.17809294,,Right Foot,,"[11.0, 43.1]",,Ground Pass,,5.080354,,,,Boualem Khoukhi,124493.0,,,,,,Goal Kick,2,From Goal Kick,Meshaal Aissa Barsham,124510.0,Goalkeeper,166,Qatar,3566,['3a1395a5-49f6-4775-a27c-a4678a7b69ab'],55,,,,,,,,,,,,,,,,,,Qatar,3566,00:43:55.025,Pass,
,,,,,,,,,,,,,,,,,,1.158352,,,,,,,,,,,,,7e3b4bec-3b0c-41d0-8f94-d706954e711f,3268,,,"[12.9, 45.7]",3857301,88,,,,0.8550527,,Left Foot,,"[18.9, 52.6]",,Ground Pass,,9.14385,,,,Assim Omer Al Haj Madibo,124500.0,,,,,,,2,From Goal Kick,Boualem Khoukhi,124493.0,Center Back,166,Qatar,3566,['f315b3a0-da51-496b-a9c8-dcae57088ab2'],59,,,,,,,,,,,,,,,,,,Qatar,3566,00:43:59.336,Pass,
,,,,,,,,,,,,,,,,,,1.472432,,,,,,,,,,,,,5cffc84f-c0a6-47f2-9d33-bf7d7bb1f1be,3272,,,"[18.9, 54.5]",3857301,89,,,,1.8628945,,Right Foot,,"[14.6, 68.8]",,Ground Pass,,14.932515,,,,Tarek Salman Salman,124504.0,,,,,,,2,From Goal Kick,Assim Omer Al Haj Madibo,124500.0,Center Defensive Midfield,166,Qatar,3566,"['16b57ccd-6637-4ed6-804a-a53829019861', 'de3a01b8-b458-4e30-a188-0f384a387295']",1,,,,,,,,,,,,,,,,,,Qatar,3566,00:44:01.034,Pass,True
,,,,,,,,,,,,,,,,,,0.065038,,,,,,,,,,,,,ad885b73-c575-4e78-96f2-66c22967ef38,3276,,,"[17.4, 74.4]",3857301,89,,,,-0.7140907,,Right Foot,,"[18.9, 73.1]",,Low Pass,,1.9849433,,,Incomplete,,,,,,,,,2,From Goal Kick,Tarek Salman Salman,124504.0,Right Center Back,166,Qatar,3566,['8aed9769-6547-47e5-a5f0-3b1a77d8e696'],3,,,,,,,,,,,,,,,,,,Qatar,3566,00:44:03.533,Pass,
