50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,fdc8ba6c-6daa-452f-af31-be0c8c85a245,2550,,,"[56.3, 26.0]",3869219,62,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Joško Gvardiol,33018.0,Left Center Back,101,Croatia,785,['67fd2170-2fbd-43f2-a32c-d1b6d72665e4'],2,,,,,,,,,,,,,,,,,Croatia,785,00:17:02.536,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1bde2d12-3477-4320-bcc1-2bcec1ae6ffe,2553,,,"[63.1, 50.4]",3869219,62,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Dejan Lovren,3471.0,Right Center Back,101,Croatia,785,['995dd5b6-abf2-47ab-94d0-b66e23c8ee9c'],5,,,,,,,,,,,,,,,,,Croatia,785,00:17:05.371,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,1419cf70-7497-4c4f-9797-496660c2b7bc,2556,,,"[107.6, 32.9]",3869219,62,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ante Budimir,8654.0,Center Forward,101,Croatia,785,['cf5c263c-7889-4b23-aac5-a5ce19f0478e'],9,,,,,,,,,,,,,,,,,Croatia,785,00:17:09.600,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c018c4a6-e173-4b95-ab16-abb5964f6786,2560,,,"[92.9, 49.2]",3869219,62,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Luka Modrić,5463.0,Right Center Midfield,101,Croatia,785,['d1865e8c-b40c-49fd-b8fd-d33ab007a560'],12,,,,,,,,,,,,,,,,,Croatia,785,00:17:12.503,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8123329d-7f6d-411c-b28c-e72c8c4d36fa,2565,,,"[116.6, 2.1]",3869219,62,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Luka Modrić,5463.0,Right Center Midfield,102,Croatia,785,['6090514b-4f4e-4c5d-b62a-3aab4c5a90be'],53,,,,,,,,,,,,,,,,,Croatia,785,00:17:53.281,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,38e14b56-73ca-40ff-aeff-4d31432cb055,2570,,,"[73.0, 27.3]",3869219,64,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Daichi Kamada,9411.0,Left Wing,103,Japan,778,['afda4c48-5e9e-44d5-9a4e-b770fd976296'],2,,,,,,,,,,,,,,,,,Japan,778,00:19:02.190,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ee8d4a24-29ca-46b4-9ace-c07b6c107a1e,2575,,,"[17.7, 33.3]",3869219,64,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Joško Gvardiol,33018.0,Left Center Back,104,Croatia,785,['cce8555a-8578-4a8f-ac20-f033a0a00a2a'],15,,,,,,,,,,,,,,,,,Croatia,785,00:19:15.400,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9b1fab9a-3c55-4284-aef5-c5da1b54885a,2577,,,"[21.1, 48.7]",3869219,64,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Dejan Lovren,3471.0,Right Center Back,104,Croatia,785,['7f3d450d-44fe-49a5-8b39-a701307afd37'],17,,,,,,,,,,,,,,,,,Croatia,785,00:19:17.349,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,af29d61f-7d1d-47e2-90a5-c03f3688ecf5,2580,,,"[43.3, 67.4]",3869219,64,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Josip Juranović,29163.0,Right Back,104,Croatia,785,['d737a406-3db3-47cb-9055-592d009c9d63'],22,,,,,,,,,,,,,,,,,Croatia,785,00:19:22.496,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ebd2fac3-0a16-4e2f-933d-c01251daa869,2583,,,"[40.2, 60.3]",3869219,64,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Dejan Lovren,3471.0,Right Center Back,104,Croatia,785,['8e90ffc7-a7e0-43e0-ae5b-ffa345c06646'],27,,,,,,,,,,,,,,,,,Croatia,785,00:19:27.192,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,75be2823-8971-48c6-a860-538894ae18bd,2586,,,"[45.9, 23.0]",3869219,64,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Joško Gvardiol,33018.0,Left Center Back,104,Croatia,785,['5037f949-6d5c-4f4c-bb80-df24e9819168'],31,,,,,,,,,,,,,,,,,Croatia,785,00:19:31.114,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,94e3dfa3-f75e-4df6-8668-285c11306274,2590,,,"[38.1, 42.3]",3869219,64,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Hidemasa Morita,37221.0,Left Defensive Midfield,104,Croatia,785,['6fa30200-5000-464e-9d31-7f5631b8df02'],37,,,,,,,,,,,,,,,,,Japan,778,00:19:37.381,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7729c15b-b146-4f19-9813-9adefa47fcaa,2594,,,"[73.5, 5.5]",3869219,64,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Borna Barišić,11127.0,Left Back,104,Croatia,785,['495e7309-b128-4f87-bf13-7803edc451e6'],40,,,,,,,,,,,,,,,,,Croatia,785,00:19:40.483,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b20dbebd-63fc-44c0-b6ab-8e48792871b3,2597,,,"[57.0, 13.3]",3869219,64,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Joško Gvardiol,33018.0,Left Center Back,104,Croatia,785,['660aecd5-439a-4a5b-9aea-67f777089c39'],43,,,,,,,,,,,,,,,,,Croatia,785,00:19:43.289,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,cad05ed8-0c2d-4392-b6b8-33d72ed29979,2600,,,"[56.8, 3.5]",3869219,64,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Borna Barišić,11127.0,Left Back,104,Croatia,785,['f7ff78d7-6625-499b-9502-1b8457c62b70'],46,,,,,,,,,,,,,,,,,Croatia,785,00:19:46.203,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f6147165-d519-4b91-91bc-9684aa4d65cf,2602,,,"[21.0, 25.3]",3869219,64,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Dominik Livaković,16531.0,Goalkeeper,104,Croatia,785,['765f5a93-7111-4df2-b04d-ff23f502623c'],48,,,,,,,,,,,,,,,,,Croatia,785,00:19:48.839,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d96cd93-9fee-4d32-8d07-e14809bc38b8,2605,,,"[32.6, 15.6]",3869219,64,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marcelo Brozović,5469.0,Center Defensive Midfield,104,Croatia,785,['0c8c449b-c7c1-425a-bd2b-3f80ab072087'],54,,,,,,,,,,,,,,,,,Croatia,785,00:19:54.357,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5042cb1e-deb2-4814-9618-034d09ebf318,2608,,,"[45.7, 12.8]",3869219,64,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mateo Kovačić,5456.0,Left Center Midfield,104,Croatia,785,['8336584d-3c02-4a8c-a659-5b166e684184'],57,,,,,,,,,,,,,,,,,Croatia,785,00:19:57.616,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4f48bc27-ab1c-42db-a8a3-37f68f39bd4f,2610,,,"[34.1, 8.8]",3869219,64,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marcelo Brozović,5469.0,Center Defensive Midfield,104,Croatia,785,['c8510dba-24ba-41b5-a2d9-56c2fc086632'],59,,,,,,,,,,,,,,,,,Croatia,785,00:19:59.442,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4edfc9dd-1f01-4514-b507-81e52251463d,2613,,,"[15.4, 35.2]",3869219,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Dominik Livaković,16531.0,Goalkeeper,104,Croatia,785,['f093b223-ec39-4980-b674-7be9d56d4869'],4,,,,,,,,,,,,,,,,,Croatia,785,00:20:04.201,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,930568a8-b32a-4d41-96c6-4039462fb781,2616,,,"[82.8, 63.6]",3869219,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ivan Perišić,5474.0,Right Wing,104,Croatia,785,['e05b32d5-fc61-4680-9b27-dcbbe8c12971'],13,,,,,,,,,,,,,,,,,Croatia,785,00:20:13.126,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,c4c68bd9-ace6-47ef-b7a1-aa2439bc143b,2619,,,"[75.0, 57.0]",3869219,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Luka Modrić,5463.0,Right Center Midfield,104,Croatia,785,['b9ba5f25-2173-4fb5-82b7-e305be4c2e00'],15,,,,,,,,,,,,,,,,,Croatia,785,00:20:15.503,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8bede490-1055-4499-bf81-231475934431,2622,,,"[50.4, 24.5]",3869219,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Daichi Kamada,9411.0,Left Wing,104,Croatia,785,['280b9d45-48ae-4e13-b219-5daafffebdac'],16,,,,,,,,,,,,,,,,,Japan,778,00:20:16.038,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,0e51a56d-841d-42d5-b767-a9b40b046b5a,2624,,,"[64.1, 29.2]",3869219,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ritsu Doan,8361.0,Right Wing,104,Croatia,785,['dcb72377-ab13-4b2d-8043-faba084bc350'],18,,,,,,,,,,,,,,,,,Japan,778,00:20:18.201,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d94d806-85e6-433d-a0db-30825a64f719,2629,,,"[80.7, 67.4]",3869219,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ivan Perišić,5474.0,Right Wing,104,Croatia,785,['c70b50f1-c8bd-413a-90b1-91f87e7ae445'],22,,,,,,,,,,,,,,,,,Croatia,785,00:20:22.282,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,44c42391-7c70-4fa3-b7c9-45aa1e08d7d4,2631,,,"[93.2, 76.2]",3869219,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Josip Juranović,29163.0,Right Back,104,Croatia,785,['32febbbb-6c8c-4b9c-8367-f919e788e306'],24,,,,,,,,,,,,,,,,,Croatia,785,00:20:24.420,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9cd889a3-bb30-4bd6-9725-dcc76fb0605d,2638,,,"[92.9, 52.8]",3869219,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ivan Perišić,5474.0,Right Wing,104,Croatia,785,['f6d1c752-8cb6-484d-adba-b1a6b16e9c7f'],31,,,,,,,,,,,,,,,,,Croatia,785,00:20:31.540,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11ec923c-b517-456e-8b4f-c6080f9ca6e6,2645,,,"[98.8, 17.5]",3869219,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrej Kramarić,5460.0,Left Wing,104,Croatia,785,['9364ac51-cc14-4632-b30c-be85cb9e7f46'],38,,,,,,,,,,,,,,,,,Croatia,785,00:20:38.027,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9ef7bb9b-2420-4259-b9f6-dd5e6922a3fe,2649,,,"[93.6, 27.2]",3869219,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marcelo Brozović,5469.0,Center Defensive Midfield,104,Croatia,785,['a536dc5b-8130-4e12-b280-6630599f4cf0'],45,,,,,,,,,,,,,,,,,Croatia,785,00:20:45.658,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a181b0f-70fe-40e1-b9ac-bcca060d4e01,2652,,,"[105.0, 19.2]",3869219,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrej Kramarić,5460.0,Left Wing,104,Croatia,785,['50ba640f-16b8-43d2-82d6-1059559696d5'],49,,,,,,,,,,,,,,,,,Croatia,785,00:20:49.744,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,885b5353-5b3a-4ab0-af79-5568c8276fc2,2662,,,"[47.1, 2.3]",3869219,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Kaoru Mitoma,37211.0,Left Wing Back,105,Japan,778,['c35f0622-fb28-4722-9d9e-531149f3ee4b'],26,,,,,,,,,,,,,,,,,Japan,778,00:21:26.393,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8316658b-dfdd-4583-9020-d57cb715cd87,2664,,,"[87.2, 73.1]",3869219,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ivan Perišić,5474.0,Right Wing,106,Croatia,785,['44aaf2de-4ed6-4f61-92d8-f77354f170b9'],36,,,,,,,,,,,,,,,,,Croatia,785,00:21:36.908,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,69c0b252-1c44-49d0-839e-7926ded90888,2666,,,"[80.9, 76.1]",3869219,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Josip Juranović,29163.0,Right Back,106,Croatia,785,['0bcb493f-3aff-4ac8-8743-9a768857acf3'],38,,,,,,,,,,,,,,,,,Croatia,785,00:21:38.149,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,9e1fb5a2-040e-4873-ae0b-0a7bcad198cb,2669,,,"[75.2, 69.1]",3869219,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Marcelo Brozović,5469.0,Center Defensive Midfield,106,Croatia,785,['06094426-dc7a-486e-af9d-08a2e0674790'],38,,,,,,,,,,,,,,,,,Croatia,785,00:21:38.732,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,bbd754f8-57e0-4687-a803-1ece25cec03e,2672,,,"[106.7, 51.5]",3869219,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ante Budimir,8654.0,Center Forward,107,Croatia,785,['9f14f55c-4450-4dd7-bacb-1338399042e5'],5,,,,,,,,,,,,,,,,,Croatia,785,00:22:05.701,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a9d3b1eb-3ddf-4f03-8880-35a17b72846a,2679,,,"[77.1, 69.7]",3869219,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Takuma Asano,8949.0,Center Forward,108,Japan,778,"['83815160-48c7-4e38-9338-3ead63233767', 'c965fed0-009c-4c2d-9879-e9a9ec14ffdb']",13,,,,,,,,,,,,,,,,,Japan,778,00:22:13.856,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,289fbc32-b310-4423-9180-3dcf62a33370,2688,,,"[82.3, 74.0]",3869219,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Wataru Endo,23721.0,Right Defensive Midfield,109,Japan,778,"['4d8b75d6-b11b-402a-a14f-6832d0f3ba28', 'a42cdcd5-0703-4bc5-8b1f-da7f086ff1b5']",5,,,,,,,,,,,,,,,,,Japan,778,00:23:05.787,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c6d54a38-4dc7-4d51-8e23-aa8062eff15c,2691,,,"[84.6, 78.7]",3869219,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Junya Ito,23527.0,Right Wing Back,109,Japan,778,['460224a8-7ac0-4a03-b273-302c2c9efc0a'],6,,,,,,,,,,,,,,,,,Japan,778,00:23:06.378,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,6771d9ac-0d64-4bcc-9bbd-22539a80f7fd,2693,,,"[105.2, 65.2]",3869219,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Takuma Asano,8949.0,Center Forward,109,Japan,778,['d3f0b221-2a82-472e-85b4-c381467a6df0'],9,,,,,,,,,,,,,,,,,Japan,778,00:23:09.030,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,66243147-7968-44e6-b5c1-53d046eff163,2695,,,"[9.2, 27.0]",3869219,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Dominik Livaković,16531.0,Goalkeeper,110,Croatia,785,['2bbe813a-28d8-46f9-b4da-1b357b9ebcc6'],21,,,,,,,,,,,,,,,,,Croatia,785,00:23:21.408,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6037cfff-cdf4-4238-a64d-bf7bc430b136,2698,,,"[75.0, 53.0]",3869219,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Mario Pašalić,11603.0,Right Wing,110,Croatia,785,['8b6f603d-e14c-4521-8ce0-23da7007d285'],27,,,,,,,,,,,,,,,,,Croatia,785,00:23:27.617,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d4ca8770-b836-4cec-8bc0-132a3db8095a,2702,,,"[26.9, 13.2]",3869219,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Kaoru Mitoma,37211.0,Left Wing Back,110,Croatia,785,['16e772b9-a308-4c44-a36f-63c05e22d604'],30,,,,,,,,,,,,,,,,,Japan,778,00:23:30.285,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a244ae9b-46b5-4597-b156-8a203c32f862,2714,,,"[81.1, 39.5]",3869219,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ivan Perišić,5474.0,Left Wing,111,Japan,778,"['7cee4031-303b-4778-8265-ca625225a0fe', 'c4798c52-338a-42fd-bb62-a4274e980e16']",58,,,,,,,,,,,,,,,,,Croatia,785,00:23:58.181,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,08581d24-50e0-4ef8-b183-a046a744879b,2717,,,"[57.0, 78.9]",3869219,69,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Junya Ito,23527.0,Right Wing Back,111,Japan,778,['c8b0879a-a9d2-4652-bf46-51fb06fde1e3'],4,,,,,,,,,,,,,,,,,Japan,778,00:24:04.396,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7255787e-cc9d-4b08-bd76-95afce0d303c,2721,,,"[75.2, 69.9]",3869219,69,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ritsu Doan,8361.0,Right Wing,111,Japan,778,['a299db1f-7813-415d-9718-200f7838a1fd'],7,,,,,,,,,,,,,,,,,Japan,778,00:24:07.790,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,71ab8ca6-3686-45d4-9e8f-e1824fe0a302,2724,,,"[64.3, 59.5]",3869219,69,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Wataru Endo,23721.0,Right Defensive Midfield,111,Japan,778,['f5609f6c-216f-4ea8-b765-6fa22830e960'],10,,,,,,,,,,,,,,,,,Japan,778,00:24:10.465,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,188574fd-ec35-4b5f-96a5-e84665392ba8,2727,,,"[63.3, 25.7]",3869219,69,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Shogo Taniguchi,37215.0,Left Center Back,111,Japan,778,['b4c554f2-8ed9-4352-96e8-652f6a6a09da'],13,,,,,,,,,,,,,,,,,Japan,778,00:24:13.460,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f416b17-a107-4d3c-9511-93042e5f25ce,2730,,,"[92.4, 4.9]",3869219,69,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Kaoru Mitoma,37211.0,Left Wing Back,111,Japan,778,['f2da24ec-c055-4c03-874e-dd4d9aac94c1'],16,,,,,,,,,,,,,,,,,Japan,778,00:24:16.551,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,76da1364-a515-4a1b-9464-89fa50181316,2734,,,"[69.0, 59.6]",3869219,69,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Ante Budimir,8654.0,Center Forward,112,Croatia,785,['39a568ca-d9c8-4cd4-bee6-4f64c86c5836'],54,,,,,,,,,,,,,,,,,Croatia,785,00:24:54.187,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecd84f20-e67c-4af6-bea1-eb33a71355f2,2740,,,"[56.9, 13.2]",3869219,70,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Hidemasa Morita,37221.0,Left Defensive Midfield,113,Japan,778,['20039b50-61aa-4618-8595-2777ed8bcef2'],1,,,,,,,,,,,,,,,,,Japan,778,00:25:01.054,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,581458a4-d9ac-4cf6-a9c9-308fa31805d9,2745,,,"[72.3, 32.3]",3869219,70,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ritsu Doan,8361.0,Right Wing,113,Japan,778,"['2f4a14b8-a71f-41c7-ab75-cdf9ff65097d', '5807b8a2-b7a2-4aa2-9b8b-bff5a3cb120f']",4,,,,,,,,,,,,,,,,,Japan,778,00:25:04.271,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,29326926-bcd5-4434-a9e5-d6f091723c68,2749,,,"[67.2, 58.1]",3869219,70,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Takehiro Tomiyasu,23730.0,Right Center Back,114,Japan,778,['b1b69296-a5f8-44c6-9980-a59a264152b7'],9,,,,,,,,,,,,,,,,,Japan,778,00:25:09.600,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,64a4f7d1-a9cd-40dd-b276-117673679ef5,2751,,,"[99.3, 76.1]",3869219,70,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Junya Ito,23527.0,Right Wing Back,114,Japan,778,['e7b837b5-4146-4967-a0ce-fefd1797a191'],13,,,,,,,,,,,,,,,,,Japan,778,00:25:13.963,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,00721c3e-25d3-4c0e-8cba-a1da8a727811,2763,,,"[39.9, 29.3]",3869219,70,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Joško Gvardiol,33018.0,Left Center Back,116,Croatia,785,['960e94b4-6923-46e8-8580-d55f0f8fde45'],58,,,,,,,,,,,,,,,,,Croatia,785,00:25:58.439,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,25a9e840-a460-4f16-99be-8fcc0f6e389b,2766,,,"[44.7, 48.0]",3869219,71,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Marcelo Brozović,5469.0,Center Defensive Midfield,116,Croatia,785,['1bb52833-59c7-4e7b-80be-22ec858b021e'],2,,,,,,,,,,,,,,,,,Croatia,785,00:26:02.235,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,df0f831a-601c-409c-874a-8b6914de8498,2769,,,"[72.8, 71.7]",3869219,71,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Mario Pašalić,11603.0,Right Wing,116,Croatia,785,['c12946cb-facf-49ef-9b8e-9dbe49d0ed0c'],6,,,,,,,,,,,,,,,,,Croatia,785,00:26:06.246,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e64f82a8-e0c3-48dc-957e-00de865d9d7b,2772,,,"[56.5, 70.5]",3869219,71,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Marcelo Brozović,5469.0,Center Defensive Midfield,116,Croatia,785,['e88b6c63-d1fa-43e6-9899-e9080a0f7a59'],8,,,,,,,,,,,,,,,,,Croatia,785,00:26:08.307,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,abee9d7d-d1e5-49f5-ab5d-b86732e01b61,2774,,,"[57.2, 54.1]",3869219,71,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Luka Modrić,5463.0,Right Center Midfield,116,Croatia,785,['07044729-2564-476c-9752-31c0df183610'],8,,,,,,,,,,,,,,,,,Croatia,785,00:26:08.835,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddf33f4e-eae5-4512-99b6-d160625a6447,2778,,,"[57.4, 26.9]",3869219,71,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Hidemasa Morita,37221.0,Left Defensive Midfield,116,Croatia,785,['1e340f11-52dc-43c1-a907-05ee1778eb40'],10,,,,,,,,,,,,,,,,,Japan,778,00:26:10.991,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,678e250c-1cf3-4430-9d73-549a5276d98d,2781,,,"[81.3, 53.8]",3869219,71,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Ritsu Doan,8361.0,Right Wing,116,Croatia,785,['6c4ea0df-1e2d-4dfe-91b9-2aa3a9f7dee2'],12,,,,,,,,,,,,,,,,,Japan,778,00:26:12.591,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0a8a0b91-6dc7-4481-b34e-298f33bd5a3b,2783,,,"[62.4, 10.2]",3869219,71,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Ivan Perišić,5474.0,Left Wing,116,Croatia,785,['6d0dec13-0f44-4f11-9451-3ffede96f44f'],16,,,,,,,,,,,,,,,,,Croatia,785,00:26:16.214,Ball Receipt*,
