50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c28d2905-359f-4bff-898e-0788e72b8841,1,,,,3869219,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Japan,778,,0,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 25719, 'name': 'Shūichi Gonda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 23730, 'name': 'Takehiro Tomiyasu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 3300, 'name': 'Maya Yoshida'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 22}, {'player': {'id': 37215, 'name': 'Shogo Taniguchi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 23527, 'name': 'Junya Ito'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 14}, {'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 5}, {'player': {'id': 23721, 'name': 'Wataru Endo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 37221, 'name': 'Hidemasa Morita'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 8361, 'name': 'Ritsu Doan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 9411, 'name': 'Daichi Kamada'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 15}, {'player': {'id': 30628, 'name': 'Daizen Maeda'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 25}]}",Japan,778,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8062c817-3bf0-4655-abb2-6ab5d1f7bf02,2,,,,3869219,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Japan,778,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 16531, 'name': 'Dominik Livaković'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 29163, 'name': 'Josip Juranović'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 3471, 'name': 'Dejan Lovren'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 33018, 'name': 'Joško Gvardiol'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 11127, 'name': 'Borna Barišić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 11}, {'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 5456, 'name': 'Mateo Kovačić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5460, 'name': 'Andrej Kramarić'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 4}, {'player': {'id': 7693, 'name': 'Bruno Petković'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 16}]}",Croatia,785,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,fa7ec4c4-e3c0-4a50-b368-79428b8ff77a,3,,,,3869219,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Japan,778,['d0889877-e264-4c98-b57c-d36e064e69da'],0,,,,,,,,,,,,,,,,,Japan,778,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d0889877-e264-4c98-b57c-d36e064e69da,4,,,,3869219,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Japan,778,['fa7ec4c4-e3c0-4a50-b368-79428b8ff77a'],0,,,,,,,,,,,,,,,,,Croatia,785,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,59e20d1e-3ec3-4dbd-a96f-8bb6ac9db829,1882,,,,3869219,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,67,Croatia,785,['d2508f4d-aafb-45c4-a9da-3ec9415551f8'],0,,,,,,,,,,,,,,,,,Croatia,785,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d2508f4d-aafb-45c4-a9da-3ec9415551f8,1883,,,,3869219,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,67,Croatia,785,['59e20d1e-3ec3-4dbd-a96f-8bb6ac9db829'],0,,,,,,,,,,,,,,,,,Japan,778,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,176bd5eb-4e56-4cfb-ab7a-36e5ba81474e,3429,,,,3869219,90,,,,,,,,,,,,,,,,,,,,,,,,,,3,From Throw In,,,,157,Japan,778,['a5cef4f2-3c89-4205-afd6-7547be1d45c9'],0,,,,,,,,,,,,,,,,,Japan,778,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a5cef4f2-3c89-4205-afd6-7547be1d45c9,3430,,,,3869219,90,,,,,,,,,,,,,,,,,,,,,,,,,,3,From Throw In,,,,157,Japan,778,['176bd5eb-4e56-4cfb-ab7a-36e5ba81474e'],0,,,,,,,,,,,,,,,,,Croatia,785,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b961d234-5179-4f15-a5fc-723563015d4d,3957,,,,3869219,105,,,,,,,,,,,,,,,,,,,,,,,,,,4,Regular Play,,,,184,Croatia,785,['f06f2d23-3831-4f3b-ae62-21111269833b'],0,,,,,,,,,,,,,,,,,Japan,778,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f06f2d23-3831-4f3b-ae62-21111269833b,3958,,,,3869219,105,,,,,,,,,,,,,,,,,,,,,,,,,,4,Regular Play,,,,184,Croatia,785,['b961d234-5179-4f15-a5fc-723563015d4d'],0,,,,,,,,,,,,,,,,,Croatia,785,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,970c6e2a-d5ef-466c-86a3-cdf87efb87d2,4540,,,,3869219,120,,,,,,,,,,,,,,,,,,,,,,,,,,5,From Throw In,,,,224,Croatia,785,['e6e8117a-2623-4c38-8557-eeed8ea9d7af'],0,,,,,,,,,,,,,,,,,Japan,778,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e6e8117a-2623-4c38-8557-eeed8ea9d7af,4541,,,,3869219,120,,,,,,,,,,,,,,,,,,,,,,,,,,5,From Throw In,,,,224,Croatia,785,['970c6e2a-d5ef-466c-86a3-cdf87efb87d2'],0,,,,,,,,,,,,,,,,,Croatia,785,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.962297,,,,,,,,,,,,1ba21952-fd29-464e-ab1c-1de5b067a458,5,,,"[61.0, 40.1]",3869219,0,,,,,2.9333358,,Right Foot,,,,"[34.5, 45.7]",,Ground Pass,,27.085236,,,,Dejan Lovren,3471.0,,,,,Kick Off,1,From Kick Off,Andrej Kramarić,5460.0,Right Wing,2,Croatia,785,['0cf64a1d-18ec-473b-9593-61cd280004b6'],0,,,,,,,,,,,,,,,,,Croatia,785,00:00:00.324,Pass,
,,,,,,,,,,,,,,,,3.472935,,,,,,,,,,,,af0efa1b-a646-441a-8311-e89cbf515fcc,8,,,"[36.3, 44.8]",3869219,0,,,,,-0.45886624,,Right Foot,,,,"[95.0, 15.8]",,High Pass,,65.47282,,,,Bruno Petković,7693.0,,,,,,1,From Kick Off,Dejan Lovren,3471.0,Right Center Back,2,Croatia,785,['a2b1cffd-0aa8-4d2b-abf7-4ac28aeffacd'],3,,,,,,,,,,,,,,,,,Croatia,785,00:00:03.550,Pass,
,,,,,,,,,,,,,,,,1.909127,,,,,,,,,,,,8302d367-ffcd-41f7-b075-b3b64ae5f1b9,11,,,"[95.0, 15.8]",3869219,0,,,,True,0.13800602,,,,,,"[102.2, 16.8]",,High Pass,,7.2691126,,,,Ivan Perišić,5474.0,,,,,,1,From Kick Off,Bruno Petković,7693.0,Center Forward,2,Croatia,785,"['85b430bd-78b7-4e18-88ad-ed03cc4b7729', '8c50da23-3d10-42c2-9e8c-4507e798e678']",7,,,,,,,,,,,,,,,,,Croatia,785,00:00:07.023,Pass,True
,,,,,,,,,,,,,,,,1.441695,,,,,,,,,,,,3bd1c7a6-19ad-475e-a658-6f9835ef23df,14,,,"[102.2, 16.8]",3869219,0,,,,True,0.46823475,,,,,,"[110.9, 21.2]",,Low Pass,,9.749359,,,,Mateo Kovačić,5456.0,,,,,,1,From Kick Off,Ivan Perišić,5474.0,Left Wing,2,Croatia,785,"['cb456d55-6c55-4661-b150-6e115fa4c5b3', 'ea6a67cb-facb-4947-81da-dd1eff551e8a']",8,,,,,,,,,,,,,,,,,Croatia,785,00:00:08.965,Pass,True
,,,,,,,,,,,,,,,,1.22943,,,,,,,,,,,,899a1beb-4989-4f35-9083-a47f218e17f7,17,,,"[110.9, 21.2]",3869219,0,,,,,1.5707964,,Left Foot,True,,,"[110.9, 36.6]",,High Pass,,15.4,,Incomplete,,,,,,,,,1,From Kick Off,Mateo Kovačić,5456.0,Left Center Midfield,2,Croatia,785,['324e4da2-015d-45d0-9dd2-8500effbe47d'],10,,,,,,,,,,,,,,,,,Croatia,785,00:00:10.443,Pass,
,,,,,,,,,,,,,,,,2.253188,,,,,,,,,,,,dd3bcb85-4f83-4bef-8470-55499a65d305,19,,,"[67.4, 24.8]",3869219,0,,,,,-1.5392278,,Head,,,,"[67.7, 15.3]",,High Pass,,9.504736,,,,Borna Barišić,11127.0,,,,,Recovery,1,From Kick Off,Joško Gvardiol,33018.0,Left Center Back,2,Croatia,785,['c1c02f1e-54c4-4cb4-9ada-c3bdc75fed3c'],14,,,,,,,,,,,,,,,,,Croatia,785,00:00:14.973,Pass,
,,,,,,,,,,,,,,,,0.805467,,,,,,,,,,,,65bb3aff-cb94-42e1-a8c7-0a846534aa47,22,,,"[67.7, 15.3]",3869219,0,,,,,-0.38237903,,Left Foot,,,,"[76.9, 11.6]",,Ground Pass,,9.916148,,,,Ivan Perišić,5474.0,,,,,,1,From Kick Off,Borna Barišić,11127.0,Left Back,2,Croatia,785,['232b699f-c8ba-4c0f-9b12-33e440024a4c'],17,,,,,,,,,,,,,,,,,Croatia,785,00:00:17.246,Pass,
,,,,,,,,,,,,,,,,1.090737,,,,,,,,,,,,d3f6d602-de80-4abc-b856-4baefd516d0c,24,,,"[76.9, 11.6]",3869219,0,,,,,2.1393209,,Right Foot,,,,"[67.7, 26.0]",,Ground Pass,,17.088007,,,,Marcelo Brozović,5469.0,,,,,,1,From Kick Off,Ivan Perišić,5474.0,Left Wing,2,Croatia,785,['8dc47241-8881-455d-b4d1-cf430a3edf8e'],18,,,,,,,,,,,,,,,,,Croatia,785,00:00:18.052,Pass,
,,,,,,,,,,,,,,,,2.405858,,,,,,,,,,,,e51f6c25-24b5-40a8-ab17-f35ba033166b,28,,,"[67.4, 27.0]",3869219,0,,,,,2.062296,,Left Foot,,,,"[53.0, 53.9]",,High Pass,,30.5118,,,,Josip Juranović,29163.0,,,,,,1,From Kick Off,Marcelo Brozović,5469.0,Center Defensive Midfield,2,Croatia,785,"['4ad3af2d-8895-4110-9de8-131fc87c62e5', '74dcf6bc-7813-4418-8ab0-39c27eae518e']",19,,,,,,,,,,,,,,,,,Croatia,785,00:00:19.790,Pass,True
,,,,,,,,,,,,,,,,0.718607,,,,,,,,,,,,a72c221e-0ace-4377-8465-aafc5ef4c273,31,,,"[66.4, 70.7]",3869219,0,,,,,1.0662359,,Right Foot,,,,"[70.1, 77.4]",,Ground Pass,,7.653757,,,,Andrej Kramarić,5460.0,,,,,,1,From Kick Off,Josip Juranović,29163.0,Right Back,2,Croatia,785,['57efa750-b512-4160-b449-71269f2f1aa6'],25,,,,,,,,,,,,,,,,,Croatia,785,00:00:25.318,Pass,
,,,,,,,,,,,,,,,,1.468861,,,,,,,,,,,,f4a293ed-033f-4ee7-8761-77c6a4bc7164,34,,,"[67.7, 74.7]",3869219,0,,,,,-2.202418,,Right Foot,,,,"[50.8, 51.6]",,Ground Pass,,28.622019,,,,Dejan Lovren,3471.0,,,,,,1,From Kick Off,Andrej Kramarić,5460.0,Right Wing,2,Croatia,785,['62a1b246-a99d-48ff-a937-edc75ed654c1'],26,,,,,,,,,,,,,,,,,Croatia,785,00:00:26.954,Pass,
,,,,,,,,,,,,,,,,0.989881,,,,,,,,,,,,a4ea3202-e71d-4259-bd9f-76ef96594602,38,,,"[48.8, 51.6]",3869219,0,,,,,-2.1335335,,Right Foot,,,,"[40.6, 38.6]",,Ground Pass,,15.370101,,,,Joško Gvardiol,33018.0,,,,,,1,From Kick Off,Dejan Lovren,3471.0,Right Center Back,2,Croatia,785,"['69c46d1e-0ea9-43dc-9d1c-6a37ff231450', 'b9a3d764-7ac9-495f-ad34-1f742c75d6f8']",29,,,,,,,,,,,,,,,,,Croatia,785,00:00:29.568,Pass,True
,,,,,,,,,,,,,,,,3.06834,,,,,,,,,,,,e673b244-50c2-476c-8aeb-3a028fa2f08e,41,,,"[38.6, 40.9]",3869219,0,,,,,0.7344714,,Right Foot,,,,"[81.9, 80.0]",,High Pass,,58.341236,,Out,,,,,,,,,1,From Kick Off,Joško Gvardiol,33018.0,Left Center Back,2,Croatia,785,,32,,,,,,,,,,,,,,,,,Croatia,785,00:00:32.389,Pass,
,,,,,,,,,,,,,,,,1.56765,,,,,,,,,,,,6f525d64-8f3b-40b6-b6b0-3507dcf72d8e,42,,,"[45.7, 0.1]",3869219,0,,,,,0.124354996,,,,,,"[64.1, 2.4]",,High Pass,,18.543192,,,,Hidemasa Morita,37221.0,,,,,Throw-in,1,From Throw In,Yuto Nagatomo,5690.0,Left Wing Back,3,Japan,778,['fe7261a8-e408-4af6-b416-7e2f56076ccb'],52,,,,,,,,,,,,,,,,,Japan,778,00:00:52.946,Pass,
,,,,,,,,,,,,,,,,0.27311,,,,,,,,,,,,e4c3c6a6-616e-4c35-81d2-fa808424caec,44,,,"[64.1, 2.4]",3869219,0,,,,,0.0809041,,Head,,,,"[67.8, 2.7]",,Low Pass,,3.7121422,,Incomplete,,,,,,,,,1,From Throw In,Hidemasa Morita,37221.0,Left Defensive Midfield,3,Japan,778,['9a293898-6e9c-4a61-b404-9fc729640e94'],54,,,,,,,,,,,,,,,,,Japan,778,00:00:54.514,Pass,
,,,,,,,,,,,,,,,,0.479265,,,,,,,,,,,,3f41958e-f8d4-4e04-9628-1fac662b3bfb,52,,,"[83.0, 6.1]",3869219,1,,,,,-0.41822433,,Left Foot,,,,"[85.7, 4.9]",,Ground Pass,,2.9546573,,,,Daichi Kamada,9411.0,,,,,Free Kick,1,From Free Kick,Ritsu Doan,8361.0,Right Wing,4,Japan,778,['559a240d-bcb7-4c7c-8342-b800cd34a479'],22,,,,,,,,,,,,,,,,,Japan,778,00:01:22.839,Pass,
,,,,,,,,,,,,,,,,0.930998,,,,,,,,,,,,63d80349-686d-453a-983d-9a464bd02c3e,54,,,"[86.1, 4.4]",3869219,1,,,,,2.2142975,,Right Foot,,,,"[85.2, 5.6]",,Ground Pass,,1.5,,,,Ritsu Doan,8361.0,,,,,,1,From Free Kick,Daichi Kamada,9411.0,Left Wing,4,Japan,778,['3a936a95-a225-46e4-b8b5-61e4aca614c9'],23,,,,,,,,,,,,,,,,,Japan,778,00:01:23.318,Pass,
,,,,,,,,,,,,,,,,4.516884,,,,,,,,,,,,0d177d89-d63d-448c-8514-d99dbb7454c5,57,,,"[85.2, 5.6]",3869219,1,,,,,1.0744262,,Left Foot,True,,,"[118.4, 66.9]",,High Pass,,69.713196,,,,Takehiro Tomiyasu,23730.0,,True,,,,1,From Free Kick,Ritsu Doan,8361.0,Right Wing,4,Japan,778,['352f3ef8-1162-40fe-822d-7c914365a42d'],24,,,,,,,,,,,,,,,,,Japan,778,00:01:24.286,Pass,
,,,,,,,,,,,,,,,,1.388464,,,,,,,,,,,,968463cd-eb75-4293-8909-6f92dd66bad3,60,,,"[116.7, 74.0]",3869219,1,,,,,-3.032538,,Left Foot,,,,"[103.0, 72.5]",,Ground Pass,,13.781872,,,,Junya Ito,23527.0,,,,,,1,From Free Kick,Takehiro Tomiyasu,23730.0,Right Center Back,4,Japan,778,['a70ae646-11a2-4370-89fe-357aea03035a'],30,,,,,,,,,,,,,,,,,Japan,778,00:01:30.051,Pass,
,,,,,,,,,,,,,,,,0.101101,,,,,,,,,,,,edee32ab-9159-4500-921d-4b23551ce2eb,63,,,"[109.5, 71.2]",3869219,1,,,,,-1.3521274,,Right Foot,,,,"[110.1, 68.5]",,Low Pass,,2.7658634,,Incomplete,,,,,,,,,1,From Free Kick,Junya Ito,23527.0,Right Wing Back,4,Japan,778,['732cd82f-6b17-4f71-a6d4-42ffaca0c788'],33,,,,,,,,,,,,,,,,,Japan,778,00:01:33.111,Pass,
,,,,,,,,,,,,,,,,1.775761,,,,,,,,,,,,bb8d4566-8698-4794-810b-c0b3cc985646,65,,,"[120.0, 80.0]",3869219,2,,,,,-2.5066962,,Right Foot,,,,"[93.8, 60.7]",,Ground Pass,,32.541206,,,,Wataru Endo,23721.0,,,,,Corner,1,From Corner,Junya Ito,23527.0,Right Wing Back,5,Japan,778,['21725777-c2f9-4fb5-9bd6-a2d928266391'],6,,,,,,,,,,,,,,,,,Japan,778,00:02:06.019,Pass,
,,,,,,,,,,,,,,,,1.47384,,,,,,,,,,,,1dd779c7-d410-4e92-8aae-c096105d52d0,67,,,"[93.8, 60.7]",3869219,2,,,,,-0.8614185,3e282518-80cc-4cba-a8bf-f978a3bdc68b,Right Foot,,,,"[112.6, 38.8]",,High Pass,,28.862606,,,,Shogo Taniguchi,37215.0,True,,,,,1,From Corner,Wataru Endo,23721.0,Right Defensive Midfield,5,Japan,778,['43d067eb-ec7b-493c-a3b8-07c0da50579b'],7,,,,,,,,,,,,,,,,,Japan,778,00:02:07.795,Pass,
,,,,,,,,,,,,,,,,3.86908,,,,,,,,,,,,3bd1003e-db9e-4e3e-b282-96916143a562,72,,,"[7.0, 44.1]",3869219,2,,True,,,-1.3095778,,Right Foot,,,,"[17.8, 3.7]",,Ground Pass,,41.818657,,,,Borna Barišić,11127.0,,True,,,Goal Kick,1,From Goal Kick,Dominik Livaković,16531.0,Goalkeeper,6,Croatia,785,['c655046c-64c0-46eb-b5c5-7e9c0c10e221'],22,,,,,,,,,,,,,,,,,Croatia,785,00:02:22.818,Pass,
,,,,,,,,,,,,,,,,0.831218,,,,,,,,,,,,6be8edda-21f0-4a2f-b078-836e8751c4d1,74,,,"[27.4, 3.4]",3869219,2,,True,,,1.2490457,,Left Foot,,,,"[29.9, 10.9]",,Ground Pass,,7.905694,,,,Mateo Kovačić,5456.0,,,,,,1,From Goal Kick,Borna Barišić,11127.0,Left Back,6,Croatia,785,['156a3deb-6a61-4a07-a165-b0a814661b5b'],28,,,,,,,,,,,,,,,,,Croatia,785,00:02:28.683,Pass,
,,,,,,,,,,,,,,,,0.866756,,,,,,,,,,,,8e25c3a6-68de-4edb-b430-5aedcaa002fe,79,,,"[30.1, 6.1]",3869219,2,,,,,-2.2301064,,Right Foot,,,,"[27.0, 2.1]",,Ground Pass,,5.060632,,,,Borna Barišić,11127.0,,,,,,1,From Goal Kick,Mateo Kovačić,5456.0,Left Center Midfield,6,Croatia,785,"['0b4050b8-248a-4d80-81be-3af5f51e8625', '189891e4-1cd5-47c7-93f2-939a1571150f', '288ef7ea-bc08-45a8-827c-6f6a40d35cc9']",30,,,,,,,,,,,,,,,,,Croatia,785,00:02:30.053,Pass,True
,,,,,,,,,,,,,,,,1.42219,,,,,,,,,,,,fc910c56-9470-491b-9e39-6f4fdf61212a,82,,,"[24.4, 3.4]",3869219,2,,,,,2.228685,,Right Foot,,,,"[12.5, 18.8]",,Ground Pass,,19.462015,,,,Joško Gvardiol,33018.0,,,,,,1,From Goal Kick,Borna Barišić,11127.0,Left Back,6,Croatia,785,['6c84214c-6834-474f-9f9d-5f5b75e09ded'],31,,,,,,,,,,,,,,,,,Croatia,785,00:02:31.458,Pass,
,,,,,,,,,,,,,,,,2.063087,,,,,,,,,,,,8ffe2d90-4cbe-4418-bdaa-28273082ba78,85,,,"[10.0, 24.3]",3869219,2,,,,,1.9586962,,Left Foot,,,,"[2.4, 42.9]",,Ground Pass,,20.092785,,,,Dominik Livaković,16531.0,,,,,,1,From Goal Kick,Joško Gvardiol,33018.0,Left Center Back,6,Croatia,785,['2d5891be-f6f5-486f-9aad-c86a5dec6ccd'],34,,,,,,,,,,,,,,,,,Croatia,785,00:02:34.000,Pass,
,,,,,,,,,,,,,,,,0.025145,,,,,,,,,,,,0b9f4e96-7318-4050-9317-67178a1a86f9,89,,,"[2.1, 49.4]",3869219,2,,,,,0.0,,Right Foot,,,,"[3.8, 49.4]",,Ground Pass,,1.7,,Incomplete,,,,,,,,,1,From Goal Kick,Dominik Livaković,16531.0,Goalkeeper,6,Croatia,785,"['5db42594-c853-4468-8146-f92838d35acd', '76ba9a00-1882-4689-811d-95a307de1252']",37,,,,,,,,,,,,,,,,,Croatia,785,00:02:37.125,Pass,True
,,,,,,,,,,,,,,,,3.609217,,,,,,,,,,,,b2974051-259d-4a6d-a00e-35bee03709b2,91,,,"[7.0, 36.1]",3869219,3,,,,,-0.122310005,,Right Foot,,,,"[67.2, 28.7]",,High Pass,,60.65311,,Incomplete,,Bruno Petković,7693.0,,,,,Goal Kick,1,From Goal Kick,Dominik Livaković,16531.0,Goalkeeper,7,Croatia,785,"['3da812ac-3ba8-439c-9e81-b42b9754ed29', '720f64db-3244-4565-9aa5-545072dd4635']",1,,,,,,,,,,,,,,,,,Croatia,785,00:03:01.650,Pass,
,,,,,,,,,,,,,,,,1.424501,,,,,,,,,,,,acf412c7-4fc4-41b8-8596-40d90c1a8691,95,,,"[77.9, 23.8]",3869219,3,,,,,1.4227644,,Head,,,,"[79.6, 35.2]",,High Pass,,11.526057,,,,Andrej Kramarić,5460.0,,,,,Recovery,1,From Goal Kick,Ivan Perišić,5474.0,Left Wing,7,Croatia,785,['0ca44de1-9cf5-4a26-94e8-69cdf2e0b457'],6,,,,,,,,,,,,,,,,,Croatia,785,00:03:06.664,Pass,
,,,,,,,,,,,,,,,,2.799665,,,,,,,,,,,,d0fe43fa-cfa0-47ae-9232-aa4efe85e091,101,,,"[75.4, 33.7]",3869219,3,,,,,1.363107,,Right Foot,,,,"[80.9, 59.8]",,Ground Pass,,26.673208,,,,Luka Modrić,5463.0,,,,,,1,From Goal Kick,Bruno Petković,7693.0,Center Forward,7,Croatia,785,['6cb53fbf-1906-4223-b8d3-495c132aac77'],10,,,,,,,,,,,,,,,,,Croatia,785,00:03:10.022,Pass,
,,,,,,,,,,,,,,,,1.489337,,,,,,,,,,,,2281ea04-93aa-46b1-b786-8ca55301ff41,104,,,"[93.3, 66.2]",3869219,3,,,,,0.9044497,,Right Foot,,,,"[102.5, 77.9]",,Ground Pass,,14.883883,,,,Josip Juranović,29163.0,,,,,,1,From Goal Kick,Luka Modrić,5463.0,Right Center Midfield,7,Croatia,785,['94fd1485-a265-4e4a-8fb1-6c1984a3fb0b'],15,,,,,,,,,,,,,,,,,Croatia,785,00:03:15.190,Pass,
,,,,,,,,,,,,,,,,1.501575,,,,,,,,,,,,c3e6311d-95b1-48f1-ad4c-e5daf28a30e2,107,,,"[100.7, 78.5]",3869219,3,,,,,-0.48645735,,Right Foot,,,,"[111.1, 73.0]",,Ground Pass,,11.764778,,,,Luka Modrić,5463.0,,,,,,1,From Goal Kick,Josip Juranović,29163.0,Right Back,7,Croatia,785,['2c9145f5-3526-4c17-a9cf-d673e1cd374d'],17,,,,,,,,,,,,,,,,,Croatia,785,00:03:17.750,Pass,
,,,,,,,,,,,,,,,,0.057586,,,,,,,,,,,,1c22ae55-865f-49a7-a626-b6c59dd9453f,110,,,"[114.0, 72.3]",3869219,3,,,,,-1.5707964,,Right Foot,,,,"[114.0, 70.3]",,Ground Pass,,2.0,,Incomplete,,,,,,,,,1,From Goal Kick,Luka Modrić,5463.0,Right Center Midfield,7,Croatia,785,['e570a416-a2f1-42af-b719-28e3e557428d'],20,,,,,,,,,,,,,,,,,Croatia,785,00:03:20.390,Pass,
,,,,,,,,,,,,,,,,1.849323,,,,,,,,,,,,95cbaba3-25c6-4b92-925e-cdd30384b29e,112,,,"[104.8, 80.0]",3869219,3,,,,,-1.3961241,,,,,,"[110.2, 49.4]",,High Pass,,31.072817,,,,Ivan Perišić,5474.0,,,,,Throw-in,1,From Throw In,Josip Juranović,29163.0,Right Back,8,Croatia,785,['37aea77f-b732-43a1-8feb-c10ebb580561'],40,,,,,,,,,,,,,,,,,Croatia,785,00:03:40.586,Pass,
,,,,,,,,,,,,,,,,2.607226,,,,,,,,,,,,37607d56-b646-4def-9cd7-0b7d4bd12882,116,,,"[100.4, 54.3]",3869219,3,,,,,3.0002992,,Right Foot,,,,"[77.2, 57.6]",,High Pass,,23.433523,,,,Dejan Lovren,3471.0,,,,,Recovery,1,From Throw In,Marcelo Brozović,5469.0,Center Defensive Midfield,8,Croatia,785,['fdefa08e-4c40-4f72-b335-48d1f3aa2c57'],43,,,,,,,,,,,,,,,,,Croatia,785,00:03:43.085,Pass,
,,,,,,,,,,,,,,,,1.392038,,,,,,,,,,,,ea86a602-32d7-4493-b25b-8dfc13590d70,119,,,"[73.7, 53.6]",3869219,3,,,,,-2.063389,,Right Foot,,,,"[64.2, 35.9]",,Ground Pass,,20.088305,,,,Joško Gvardiol,33018.0,,,,,,1,From Throw In,Dejan Lovren,3471.0,Right Center Back,8,Croatia,785,['df1951bd-3900-4449-917a-d898b3c22115'],46,,,,,,,,,,,,,,,,,Croatia,785,00:03:46.897,Pass,
