50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.883901,,,,,,,,,,,,,04df5c95-61dc-4f21-9f92-2725fc05d470,46,,,"[15.6, 56.2]",3857298,0,,,,,-1.4146996,,Right Foot,,,"[20.4, 25.7]",,Ground Pass,,30.875395,,,,,Danilo Luís Hélio Pereira,13621.0,,,,,,1,From Kick Off,Rúben Santos Gato Alves Dias,5206.0,Right Center Back,2,Portugal,780,['36fc0818-5125-43da-a908-08a17dfa9b26'],30,,,,,,,,,,,,,,,,,Portugal,780,00:00:30.491,Pass,
,,,,,,,,,,,,,,,,,1.097994,,,,,,,,,,,,,bde87fae-9675-4db9-a778-fb2eed4639e8,49,,,"[20.6, 23.3]",3857298,0,,,,,-1.143332,,Right Foot,,,"[28.8, 5.3]",,Ground Pass,,19.779787,,,,,Raphaël Adelino José Guerreiro,5209.0,,,,,,1,From Kick Off,Danilo Luís Hélio Pereira,13621.0,Left Center Back,2,Portugal,780,['ddea2978-0f90-45d7-a548-e460b45aca90'],33,,,,,,,,,,,,,,,,,Portugal,780,00:00:33.399,Pass,
,,,,,,,,,,,,,,,,,0.917617,,,,,,,,,,,,,a4ac3a54-d38a-4cc4-8f43-a431e477f27a,52,,,"[31.6, 3.7]",3857298,0,,,,,-0.20539539,,Left Foot,,,"[41.2, 1.7]",,Ground Pass,,9.806121,,,,,João Félix Sequeira,12041.0,,,,,,1,From Kick Off,Raphaël Adelino José Guerreiro,5209.0,Left Back,2,Portugal,780,['1a2fcc66-3b06-4135-8de5-b7eda4d1b7a8'],35,,,,,,,,,,,,,,,,,Portugal,780,00:00:35.482,Pass,
,,,,,,,,,,,,,,,,,1.521517,,,,,,,,,,,,,11511fb4-efa6-4380-914c-d801beec63e5,54,,,"[41.2, 1.7]",3857298,0,,,,,2.3985934,,Right Foot,,,"[24.0, 17.5]",,Ground Pass,,23.355513,,,,,Danilo Luís Hélio Pereira,13621.0,,,,,,1,From Kick Off,João Félix Sequeira,12041.0,Left Wing,2,Portugal,780,['29eeed40-2428-45dc-a827-21bd4b06bda6'],36,,,,,,,,,,,,,,,,,Portugal,780,00:00:36.400,Pass,
,,,,,,,,,,,,,,,,,1.374122,,,,,,,,,,,,,1aa099f0-6248-460b-8741-530a645beea5,57,,,"[16.1, 21.4]",3857298,0,,,,,2.253814,,Right Foot,,,"[3.0, 37.5]",,Ground Pass,,20.756205,,,,,Diogo Meireles Costa,32975.0,,,,,,1,From Kick Off,Danilo Luís Hélio Pereira,13621.0,Left Center Back,2,Portugal,780,['5d85f7c7-bda3-4449-a7a0-a09eec4988fe'],39,,,,,,,,,,,,,,,,,Portugal,780,00:00:39.696,Pass,
,,,,,,,,,,,,,,,,,1.145806,,,,,,,,,,,,,e0ca0e6e-7d40-4e8e-a260-43d7752ccd8f,60,,,"[8.8, 43.7]",3857298,0,,,,,-0.051500812,,Right Foot,,,"[18.5, 43.2]",,Ground Pass,,9.712878,,,,,Bernardo Mota Veiga de Carvalho e Silva,3193.0,,,,,,1,From Kick Off,Diogo Meireles Costa,32975.0,Goalkeeper,2,Portugal,780,['01c36160-e3ad-41ee-8688-a2b3dc64aaae'],44,,,,,,,,,,,,,,,,,Portugal,780,00:00:44.194,Pass,
,,,,,,,,,,,,,,,,,1.521243,,,,,,,,,,,,,79ea15ff-6d69-49f2-bea3-fad1ec047535,63,,,"[12.0, 36.5]",3857298,0,,,,,-1.557866,,Left Foot,,,"[12.3, 13.3]",,Ground Pass,,23.201939,,,,,Danilo Luís Hélio Pereira,13621.0,,,,,,1,From Kick Off,Bernardo Mota Veiga de Carvalho e Silva,3193.0,Right Center Midfield,2,Portugal,780,['cb7d79c3-d415-4338-9bb7-4683df81a7b4'],47,,,,,,,,,,,,,,,,,Portugal,780,00:00:47.747,Pass,
,,,,,,,,,,,,,,,,,1.104728,,,,,,,,,,,,,19f069c4-41a3-4b0d-9e50-a11e9b0f844f,67,,,"[17.0, 8.1]",3857298,0,,,,,1.9789454,,Right Foot,,,"[10.6, 22.9]",,Ground Pass,,16.124516,,,,,Bernardo Mota Veiga de Carvalho e Silva,3193.0,,,,,,1,From Kick Off,Danilo Luís Hélio Pereira,13621.0,Left Center Back,2,Portugal,780,"['17f030f9-3a56-42b1-a72b-abb2ff699dca', '4cfdb4b9-47b5-466d-9d5e-d196e2d09e65']",51,,,,,,,,,,,,,,,,,Portugal,780,00:00:51.450,Pass,True
,,,,,,,,,,,,,,,,,2.125802,,,,,,,,,,,,,f9ae1406-62f6-4a38-a825-9e088510a113,70,,,"[19.8, 28.2]",3857298,0,,,,,1.400463,,Left Foot,,,"[24.1, 53.2]",,Ground Pass,,25.367105,,,,,Rúben Santos Gato Alves Dias,5206.0,,,,,,1,From Kick Off,Bernardo Mota Veiga de Carvalho e Silva,3193.0,Right Center Midfield,2,Portugal,780,['9de197b6-245b-4227-a30a-2994345a243f'],55,,,,,,,,,,,,,,,,,Portugal,780,00:00:55.355,Pass,
,,,,,,,,,,,,,,,,,1.264573,,,,,,,,,,,,,a8386ca3-df24-4662-af11-a53a2c31cae2,73,,,"[43.1, 60.8]",3857298,1,,,,,1.0777454,,Left Foot,,,"[50.3, 74.2]",,Ground Pass,,15.211838,,,,,João Pedro Cavaco Cancelo,7005.0,,,,,,1,From Kick Off,Rúben Santos Gato Alves Dias,5206.0,Right Center Back,2,Portugal,780,['82a38176-8391-49c7-ae1d-2a2133a5d68b'],0,,,,,,,,,,,,,,,,,Portugal,780,00:01:00.617,Pass,
