50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.72987,,,,,,,,,,,,,c08a8bc7-2d38-4a48-85e7-0143ddfa04da,1576,,"[96.9, 59.5]",3857257,39,,,,,0.021641642,,Right Foot,,,,"[120.0, 60.0]",,Ground Pass,,23.105412,,Out,,Andreas Skov Olsen,17042.0,,,,,,,1,Regular Play,Rasmus Nissen Kristensen,16190.0,Right Back,84,Denmark,776,['4c4d9bd6-9b8b-4fcb-9f99-3a1dfbcd42fd'],20,,,,,,,,,,,,,,,,,Denmark,776,00:39:20.642,Pass,
,,,,,,,,,,,,,,,,3.138672,,,,,,,,,,,,,99d859a3-bfed-41ef-87f2-18d776779b7b,1578,,"[6.0, 36.0]",3857257,40,,,,,0.32825807,,Right Foot,,,,"[75.0, 59.5]",,High Pass,,72.892044,,Incomplete,,Mitchell Thomas Duke,33492.0,,,,,,Goal Kick,1,From Goal Kick,Mathew Ryan,3240.0,Goalkeeper,85,Australia,792,"['330fad43-1717-4247-a37b-78f382f37fea', '33ad2327-5e77-4298-b916-5edc65304afb']",0,,,,,,,,,,,,,,,,,Australia,792,00:40:00.163,Pass,
,,,,,,,,,,,,,,,,1.342084,,,,,,,,,,,,,33ad2327-5e77-4298-b916-5edc65304afb,1581,,"[45.1, 20.6]",3857257,40,,,,True,0.36933365,,,,,,"[54.4, 24.2]",,High Pass,,9.972462,,Incomplete,,Mathias Jensen,18722.0,,,,,,Recovery,1,From Goal Kick,Andreas Christensen,3959.0,Left Center Back,85,Australia,792,"['189bba9e-6c91-4652-981a-3d02d624e8c8', '71aa36f1-4cc7-4303-bd26-f068021c3602', '95e0f8dd-eb0a-4efb-aae5-15b8d8800817', '99d859a3-bfed-41ef-87f2-18d776779b7b']",3,,,,,,,,,,,,,,,,,Denmark,776,00:40:03.301,Pass,True
,,,,,,,,,,,,,,,,0.970911,,,,,,,,,,,,,71aa36f1-4cc7-4303-bd26-f068021c3602,1583,,"[65.7, 55.9]",3857257,40,,,,,1.3749906,,Head,,,,"[68.1, 68.0]",,Low Pass,,12.33572,,Incomplete,,Mathew Leckie,5481.0,,,,,,Recovery,1,From Goal Kick,Jackson Irvine,5490.0,Left Defensive Midfield,85,Australia,792,"['33ad2327-5e77-4298-b916-5edc65304afb', '55f68185-8147-4867-917c-e9dfbf83b06c', 'a8884dbf-59a7-443c-8bf1-952342a933c1']",4,,,,,,,,,,,,,,,,,Australia,792,00:40:04.644,Pass,
,,,,,,,,,,,,,,,,1.904787,,,,,,,,,,,,,b5838cc3-60dc-492e-b16a-44bc1bef35a9,1586,,"[73.4, 80.0]",3857257,40,,,,,-0.49066806,,,,,,"[88.0, 72.2]",,Low Pass,,16.552946,,Incomplete,,Mitchell Thomas Duke,33492.0,,,,,,Throw-in,1,From Throw In,Miloš Degenek,15957.0,Right Back,86,Australia,792,"['938c7e59-f682-4200-9f17-a4fd94568830', 'a91d34a2-7be2-46c7-9d00-1a523af34c2c']",26,,,,,,,,,,,,,,,,,Australia,792,00:40:26.644,Pass,
,,,,,,,,,,,,,,,,1.712491,,,,,,,,,,,,,a91d34a2-7be2-46c7-9d00-1a523af34c2c,1588,,"[32.1, 7.9]",3857257,40,,,,,1.7126933,,Head,,,,"[31.3, 13.5]",,Low Pass,,5.656854,,Incomplete,,Christian Dannemann Eriksen,3043.0,,,,,,Recovery,1,From Throw In,Joakim Mæhle,16554.0,Left Back,86,Australia,792,"['895f9c32-c0d8-4e57-9cf7-41e297cb9e9f', '8d3434d1-f5c0-46e6-b26b-691dd15c10d2', 'b5838cc3-60dc-492e-b16a-44bc1bef35a9']",28,,,,,,,,,,,,,,,,,Denmark,776,00:40:28.548,Pass,
,,,,,,,,,,,,,,,,0.627191,,,,,,,,,,,,,3cda89bf-b83b-4374-93b4-c4d7090592a7,1592,,"[86.0, 58.6]",3857257,40,,,,,2.5633254,,Left Foot,,,,"[69.3, 69.5]",,Ground Pass,,19.942417,,,,Miloš Degenek,15957.0,,,,,,,1,From Throw In,Riley McGree,33477.0,Right Center Forward,86,Australia,792,['e6ef5a00-d72a-4504-ac56-240d87317c44'],30,,,,,,,,,,,,,,,,,Australia,792,00:40:30.504,Pass,
,,,,,,,,,,,,,,,,0.644991,,,,,,,,,,,,,31e72154-3ca8-40be-8ac7-1d451c23cf74,1594,,"[69.3, 69.5]",3857257,40,,,,,-1.2415271,,Left Foot,,,,"[76.1, 49.6]",,Ground Pass,,21.029741,,,,Mathew Leckie,5481.0,,,,,,,1,From Throw In,Miloš Degenek,15957.0,Right Back,86,Australia,792,['2e306e1d-11ee-4e0d-b1d7-b4c3ce1b42a8'],31,,,,,,,,,,,,,,,,,Australia,792,00:40:31.131,Pass,
,,,,,,,,,,,,,,,,0.971909,,,,,,,,,,,,,66ea6585-529f-4b3b-aaab-b2615e373455,1604,,"[70.3, 58.6]",3857257,40,,,,,1.9737079,,Right Foot,,,,"[65.1, 70.8]",,Ground Pass,,13.261975,,,,Miloš Degenek,15957.0,,,,,,,1,From Throw In,Aaron Mooy,3281.0,Right Defensive Midfield,86,Australia,792,['9013cdd6-fbb7-403e-98fe-fa2dd235b014'],38,,,,,,,,,,,,,,,,,Australia,792,00:40:38.008,Pass,
,,,,,,,,,,,,,,,,3.004405,,,,,,,,,,,,,bf203875-7832-4a7c-b17d-94a9f2f39602,1607,,"[65.1, 70.8]",3857257,40,,,,,-2.7076826,,Right Foot,,,,"[18.7, 49.3]",,High Pass,,51.139126,,,,Mathew Ryan,3240.0,,,,,,,1,From Throw In,Miloš Degenek,15957.0,Right Back,86,Australia,792,['b5d30b66-71c7-4379-b4ec-88557ea4b55e'],39,,,,,,,,,,,,,,,,,Australia,792,00:40:39.020,Pass,
,,,,,,,,,,,,,,,,2.945147,,,,,,,,,,,,,54b5733a-6133-4f80-9a9f-210009dba0b5,1610,,"[13.7, 50.2]",3857257,40,,,,,0.35772654,,Right Foot,,,,"[55.7, 65.9]",,High Pass,,44.83849,,,,Riley McGree,33477.0,,,,,,,1,From Throw In,Mathew Ryan,3240.0,Goalkeeper,86,Australia,792,['1aab7bb8-62c9-402b-804e-7851f43622b0'],44,,,,,,,,,,,,,,,,,Australia,792,00:40:44.192,Pass,
,,,,,,,,,,,,,,,,0.923237,,,,,,,,,,,,,ed92099a-62a1-48df-a09a-54cefa5cd383,1613,,"[55.7, 65.9]",3857257,40,,,,,-2.3676882,,Left Foot,,,,"[46.9, 57.3]",,Ground Pass,,12.304471,,,,Aaron Mooy,3281.0,,,,,,,1,From Throw In,Riley McGree,33477.0,Right Center Forward,86,Australia,792,['aa055ab6-37fd-4426-8e32-c61d795c8c14'],47,,,,,,,,,,,,,,,,,Australia,792,00:40:47.177,Pass,
,,,,,,,,,,,,,,,,2.071385,,,,,,,,,,,,,0c7146ea-65f4-4546-8fb7-d18658cb0fee,1616,,"[52.4, 56.2]",3857257,40,,,,,-0.53277826,,Right Foot,,,,"[81.4, 39.1]",,High Pass,,33.666157,,,,Craig Goodwin,8346.0,,,,,,,1,From Throw In,Aaron Mooy,3281.0,Right Defensive Midfield,86,Australia,792,['1073b676-9630-4304-966d-069d10ab21bb'],49,,,,,,,,,,,,,,,,,Australia,792,00:40:49.407,Pass,
,,,,,,,,,,,,,,,,1.160428,,,,,,,,,,,,,ec0feb19-b543-4020-b577-9ca3b72c2dd3,1619,,"[81.4, 38.1]",3857257,40,,,,,-2.2455373,3207916f-9317-4288-8e80-d87b561be816,Left Foot,,,,"[75.0, 30.1]",,Ground Pass,,10.244999,,,,Mitchell Thomas Duke,33492.0,True,,,,,,1,From Throw In,Craig Goodwin,8346.0,Left Midfield,86,Australia,792,['912c598b-7bd7-4334-90f5-50619c27dd63'],51,,,,,,,,,,,,,,,,,Australia,792,00:40:51.518,Pass,
,,,,,,,,,,,,,,,,3.798057,,,,,,,,,,,,,9e5961f7-bf27-4f8b-82f1-0e28bb497166,1624,,"[12.0, 42.9]",3857257,41,,,,,0.41498476,,Drop Kick,,,,"[75.1, 70.7]",,High Pass,,68.95252,,Incomplete,,Andreas Skov Olsen,17042.0,,,,,,,1,From Keeper,Kasper Schmeichel,3815.0,Goalkeeper,87,Denmark,776,"['4286d671-7858-4d7e-83fb-a48022afb0fc', 'c0a51826-41f7-46f2-8c7b-3c05e2b764d1']",8,,,,,,,,,,,,,,,,,Denmark,776,00:41:08.601,Pass,
,,,,,,,,,,,,,,,,2.060193,,,,,,,,,,,,,3565fb73-1e4e-42e5-bb8d-5dc6da196912,1629,,"[33.9, 3.8]",3857257,41,,,,True,0.63707036,,,,,,"[43.9, 11.2]",,Low Pass,,12.440257,,,,Aziz Eraltay Behich,5479.0,,,,,,Recovery,1,From Keeper,Jackson Irvine,5490.0,Left Defensive Midfield,88,Australia,792,"['6e492b8c-f44c-480d-b00b-337b2fdb638b', '7a52ca67-cff2-46de-a743-7aa9d24ba336']",14,,,,,,,,,,,,,,,,,Australia,792,00:41:14.442,Pass,True
,,,,,,,,,,,,,,,,0.754542,,,,,,,,,,,,,d0c5efc8-66e1-46ba-91a0-7b2e94f41d9c,1632,,"[43.9, 11.8]",3857257,41,,,,,1.7616274,,Left Foot,,,,"[42.2, 20.6]",,Ground Pass,,8.962701,,,,Aaron Mooy,3281.0,,,,,,,1,From Keeper,Aziz Eraltay Behich,5479.0,Left Back,88,Australia,792,['7bde7e52-1fe2-44d6-9478-1dfe2a378df0'],16,,,,,,,,,,,,,,,,,Australia,792,00:41:16.831,Pass,
,,,,,,,,,,,,,,,,1.07626,,,,,,,,,,,,,34418fc8-7182-47d6-b624-dcafddbd617e,1635,,"[42.2, 20.6]",3857257,41,,,,,-2.4668517,,Right Foot,,,,"[31.2, 11.8]",,Ground Pass,,14.086873,,,,Kye Rowles,33495.0,,,,,,,1,From Keeper,Aaron Mooy,3281.0,Right Defensive Midfield,88,Australia,792,['3cd02803-3a2e-4062-bbce-765881144262'],19,,,,,,,,,,,,,,,,,Australia,792,00:41:19.378,Pass,
,,,,,,,,,,,,,,,,1.307557,,,,,,,,,,,,,f794ea8e-abd3-4b0a-a43f-b61f3f4cb920,1639,,"[32.3, 4.7]",3857257,41,,,,,0.34048772,,Left Foot,,,,"[67.3, 17.1]",,Ground Pass,,37.131657,,Incomplete,,,,,,,,,,1,From Keeper,Kye Rowles,33495.0,Left Center Back,88,Australia,792,['55efabaa-dce4-4a63-a7d8-c00b3744c3a4'],24,,,,,,,,,,,,,,,,,Australia,792,00:41:24.176,Pass,
,,,,,,,,,,,,,,,,0.840674,,,,,,,,,,,,,55efabaa-dce4-4a63-a7d8-c00b3744c3a4,1640,,"[52.8, 63.0]",3857257,41,,,,,-0.2421418,,Right Foot,,,,"[69.4, 58.9]",,Low Pass,,17.098831,,,,Christian Dannemann Eriksen,3043.0,,,,,,Recovery,1,Regular Play,Joachim Andersen,8247.0,Right Center Back,89,Denmark,776,"['87b5e7ca-fff6-45b9-b2cd-4ffdddb886ea', 'f794ea8e-abd3-4b0a-a43f-b61f3f4cb920']",25,,,,,,,,,,,,,,,,,Denmark,776,00:41:25.484,Pass,
,,,,,,,,,,,,,,,,1.089805,,,,,,,,,,,,,583632c9-df94-4d87-826e-92d50e35f023,1648,,"[98.1, 8.8]",3857257,41,,,,,2.1103075,,Right Foot,,,,"[88.4, 25.0]",,Ground Pass,,18.882002,,,,Jesper Lindstrøm,27569.0,,,,,,,1,Regular Play,Christian Dannemann Eriksen,3043.0,Left Center Midfield,89,Denmark,776,['1bc1759e-3b95-4f73-ad92-11a6366a8644'],38,,,,,,,,,,,,,,,,,Denmark,776,00:41:38.732,Pass,
,,,,,,,,,,,,,,,,0.595843,,,,,,,,,,,,,a537d87a-1206-4948-9e86-1fc7446e400a,1651,,"[88.4, 25.0]",3857257,41,,,,,-0.11649146,,Right Foot,,,,"[97.8, 23.9]",,Ground Pass,,9.464143,,,,Joakim Mæhle,16554.0,,,,,,,1,Regular Play,Jesper Lindstrøm,27569.0,Left Wing,89,Denmark,776,['96879393-f7c3-49df-8d88-35996a1c8f37'],40,,,,,,,,,,,,,,,,,Denmark,776,00:41:40.530,Pass,
,,,,,,,,,,,,,,,,0.491474,,,,,,,,,,,,,9f862844-196a-4f77-ae9b-9dbedb02cf3d,1654,,"[97.5, 23.9]",3857257,41,,,,,-2.9849908,,Right Foot,,,,"[93.7, 23.3]",,Ground Pass,,3.847077,,,,Jesper Lindstrøm,27569.0,,,,,,,1,Regular Play,Joakim Mæhle,16554.0,Left Back,89,Denmark,776,['0f1733ff-e710-4767-ac32-ed9ad471c801'],41,,,,,,,,,,,,,,,,,Denmark,776,00:41:41.184,Pass,
,,,,,,,,,,,,,,,,0.804319,,,,,,,,,,,,,f12e505e-fd0e-4924-8eef-8fa91508abc4,1660,,"[109.9, 22.5]",3857257,41,,,,,1.1784562,,Right Foot,True,,,"[117.1, 39.9]",,Ground Pass,,18.830826,,Incomplete,,Martin Braithwaite Christensen,4447.0,,,,,,,1,Regular Play,Jesper Lindstrøm,27569.0,Left Wing,89,Denmark,776,"['70543585-ff13-445e-83d1-1e9fcae682cb', 'dbba8f77-bae5-4c42-8b3d-9af6af8d47ef']",44,,,,,,,,,,,,,,,,,Denmark,776,00:41:44.363,Pass,
,,,,,,,,,,,,,,,,3.30854,,,,,,,,,,,,,28335e6d-1642-4901-b2ee-c2e2355e586e,1664,,"[24.0, 50.2]",3857257,42,,,,,0.15872239,,Right Foot,,,,"[82.1, 59.5]",,High Pass,,58.83961,,,,Mathew Leckie,5481.0,,,,,,,1,Regular Play,Mathew Ryan,3240.0,Goalkeeper,89,Denmark,776,['97c06def-d7a1-4201-a7d4-8bbb0a068dce'],10,,,,,,,,,,,,,,,,,Australia,792,00:42:10.314,Pass,
,,,,,,,,,,,,,,,,2.897603,,,,,,,,,,,,,031768bb-f321-4a8e-bc74-291dda07311a,1666,,"[82.1, 59.5]",3857257,42,,,,True,-1.5518712,,,,,,"[82.7, 27.8]",,High Pass,,31.705677,,Incomplete,,,,,,,,,,1,Regular Play,Mathew Leckie,5481.0,Right Midfield,89,Denmark,776,"['a73b3edc-4cd2-41e8-982a-7fe9b160d9d1', 'a97eeafc-d3a8-4657-9c35-72d7253234be']",13,,,,,,,,,,,,,,,,,Australia,792,00:42:13.622,Pass,True
,,,,,,,,,,,,,,,,1.384531,,,,,,,,,,,,,a73b3edc-4cd2-41e8-982a-7fe9b160d9d1,1668,,"[37.4, 52.3]",3857257,42,,,,,-0.5364355,,Head,,,,"[44.8, 47.9]",,High Pass,,8.609298,,,,Mathias Jensen,18722.0,,,,,,Recovery,1,Regular Play,Rasmus Nissen Kristensen,16190.0,Right Back,89,Denmark,776,"['031768bb-f321-4a8e-bc74-291dda07311a', '2c034764-26c0-4e06-8ba3-771e208eaa6d']",16,,,,,,,,,,,,,,,,,Denmark,776,00:42:16.520,Pass,
,,,,,,,,,,,,,,,,3.382228,,,,,,,,,,,,,993b3385-1134-4574-9a02-d388e7777c88,1672,,"[46.4, 48.7]",3857257,42,,,,,0.86144173,,Right Foot,,,,"[65.8, 71.3]",,High Pass,,29.78456,,,,Andreas Skov Olsen,17042.0,,,,,,,1,Regular Play,Mathias Jensen,18722.0,Right Center Midfield,89,Denmark,776,"['97e598f3-25fa-4bc3-bd55-c6d6414d8174', 'b70b40bf-e862-412b-a079-20bb873cac75']",18,,,,,,,,,,,,,,,,,Denmark,776,00:42:18.756,Pass,True
,,,,,,,,,,,,,,,,0.134153,,,,,,,,,,,,,6ad4b722-d58c-479e-89a8-03f16383b6f8,1675,,"[65.0, 74.3]",3857257,42,,,,,-0.56548387,,Left Foot,,,,"[70.2, 71.0]",,Ground Pass,,6.158734,,Incomplete,,Rasmus Nissen Kristensen,16190.0,,,,,,,1,Regular Play,Andreas Skov Olsen,17042.0,Right Wing,89,Denmark,776,"['12f9b898-0d18-443f-8a57-a4dc15c4b6c0', '99f79092-dc31-4c40-a4bc-dc3cca0aec28']",23,,,,,,,,,,,,,,,,,Denmark,776,00:42:23.453,Pass,
,,,,,,,,,,,,,,,,2.111995,,,,,,,,,,,,,800a1584-a1c4-47af-b847-2f6459d4ddb0,1678,,"[67.1, 80.0]",3857257,42,,,,,-2.8025753,,,,,,"[48.1, 73.3]",,Low Pass,,20.146711,,,,Joachim Andersen,8247.0,,,,,,Throw-in,1,From Throw In,Andreas Skov Olsen,17042.0,Right Wing,90,Denmark,776,['080b6851-e3bf-47da-a803-4579e619cbe2'],27,,,,,,,,,,,,,,,,,Denmark,776,00:42:27.020,Pass,
,,,,,,,,,,,,,,,,1.069961,,,,,,,,,,,,,c182178c-3fd4-4ebf-b0d0-b1d30c7a4dc2,1681,,"[64.7, 66.6]",3857257,42,,,,,0.55085754,,Left Foot,,,,"[78.7, 75.2]",,Ground Pass,,16.43046,,,,Rasmus Nissen Kristensen,16190.0,,,,,,,1,From Throw In,Joachim Andersen,8247.0,Right Center Back,90,Denmark,776,['5439a821-6053-49ea-bf4c-6d366681276e'],34,,,,,,,,,,,,,,,,,Denmark,776,00:42:34.954,Pass,
,,,,,,,,,,,,,,,,0.716795,,,,,,,,,,,,,41afb901-3649-4ee3-bd3b-9bcb0e26fe77,1684,,"[87.8, 74.9]",3857257,42,,,,,-1.1148212,,Right Foot,,,,"[95.5, 59.2]",,Ground Pass,,17.486567,,Incomplete,,Andreas Skov Olsen,17042.0,,,,,,,1,From Throw In,Rasmus Nissen Kristensen,16190.0,Right Back,90,Denmark,776,"['9264593f-20e2-43fd-9137-a0ae3c76ea25', 'fa0a60de-f9aa-42b0-aee8-0836a3761fd6']",37,,,,,,,,,,,,,,,,,Denmark,776,00:42:37.706,Pass,
,,,,,,,,,,,,,,,,0.747741,,,,,,,,,,,,,97ba2dbe-11c6-4cf2-b26a-cce4475e59e1,1690,,"[73.8, 55.0]",3857257,42,,,,,-1.7175596,,Right Foot,,,,"[72.1, 43.5]",,Ground Pass,,11.624973,,,,Christian Dannemann Eriksen,3043.0,,,,,,,1,From Throw In,Pierre-Emile Højbjerg,3570.0,Center Defensive Midfield,90,Denmark,776,['7dbe6b4b-ab20-4266-b627-e03ee6e77794'],41,,,,,,,,,,,,,,,,,Denmark,776,00:42:41.461,Pass,
,,,,,,,,,,,,,,,,0.691614,,,,,,,,,,,,,225ec67e-1fa7-4eec-96c6-feb56127e150,1693,,"[72.1, 43.5]",3857257,42,,,,,-0.34555557,,Left Foot,,,,"[82.1, 39.9]",,Low Pass,,10.628264,,,,Jesper Lindstrøm,27569.0,,,,,,,1,From Throw In,Christian Dannemann Eriksen,3043.0,Left Center Midfield,90,Denmark,776,['3a49d2fe-2a35-47ef-94ca-5e46fc0aeab7'],43,,,,,,,,,,,,,,,,,Denmark,776,00:42:43.295,Pass,
,,,,,,,,,,,,,,,,1.532156,,,,,,,,,,,,,1963b208-f829-4ed9-8219-633ac1763a2a,1697,,"[21.7, 52.9]",3857257,42,,,,,-0.11379201,,Right Foot,,,,"[39.2, 50.9]",,Low Pass,,17.613914,,,,Mathew Leckie,5481.0,,,,,,Recovery,1,Regular Play,Miloš Degenek,15957.0,Right Back,91,Australia,792,['2c081345-2579-448c-bc0c-d407c6ece831'],45,,,,,,,,,,,,,,,,,Australia,792,00:42:45.647,Pass,
,,,,,,,,,,,,,,,,3.432815,,,,,,,,,,,,,cb18bbf1-0f0a-4464-a959-03fa999431ed,1703,,"[36.2, 49.3]",3857257,43,,,,,0.40450177,,Right Foot,,,,"[98.1, 75.8]",,High Pass,,67.33395,,,,Mathew Leckie,5481.0,,,,,,Free Kick,1,From Free Kick,Mathew Ryan,3240.0,Goalkeeper,92,Australia,792,['ab2823eb-df72-4cbc-9d90-24446afba65f'],30,,,,,,,,,,,,,,,,,Australia,792,00:43:30.599,Pass,
,,,,,,,,,,,,,,,,1.861683,,,,,,,,,,,,,735f925c-b579-46f1-a797-678a33d081da,1709,,"[109.0, 80.0]",3857257,43,,,,,-1.5610247,,,,,,"[109.3, 49.3]",,High Pass,,30.701466,,Incomplete,,Mitchell Thomas Duke,33492.0,,,,,,Throw-in,1,From Throw In,Miloš Degenek,15957.0,Right Back,93,Australia,792,"['016ed099-2253-4c95-b917-4aee6c634354', '30351068-6b59-420d-86eb-738270f89edb']",54,,,,,,,,,,,,,,,,,Australia,792,00:43:54.561,Pass,
,,,,,,,,,,,,,,,,1.107824,,,,,,,,,,,,,cf577066-59b2-44b9-8b4d-0b169dab5c49,1713,,"[75.6, 53.8]",3857257,43,,,,True,-0.3470616,,,,,,"[80.3, 52.1]",,Low Pass,,4.9979997,,,,Aaron Mooy,3281.0,,,,,,Recovery,1,From Throw In,Harry Souttar,22293.0,Right Center Back,93,Australia,792,"['c62d48ea-4a43-4a2d-a882-33fdf0044b91', 'f4179e27-cd67-4ace-a67f-38f96776b7fd']",59,,,,,,,,,,,,,,,,,Australia,792,00:43:59.690,Pass,True
,,,,,,,,,,,,,,,,1.905956,,,,,,,,,,,,,ad2b007d-7342-4b2b-8bdc-d5375e3007c7,1716,,"[80.3, 52.3]",3857257,44,,,,,1.0691923,,Right Foot,,,,"[88.8, 67.8]",,Low Pass,,17.67767,,,,Miloš Degenek,15957.0,,,,,,,1,From Throw In,Aaron Mooy,3281.0,Right Defensive Midfield,93,Australia,792,['93d827b6-7bf6-4dfc-abf3-2ec6d84fba07'],0,,,,,,,,,,,,,,,,,Australia,792,00:44:00.838,Pass,
,,,,,,,,,,,,,,,,0.604547,,,,,,,,,,,,,61793a18-d805-4684-b85a-64f4f276c316,1724,,"[28.8, 24.2]",3857257,44,,,,,-1.6110971,,Left Foot,,,,"[28.3, 11.8]",,Ground Pass,,12.410076,,,,Joakim Mæhle,16554.0,,,,,,,1,Regular Play,Christian Dannemann Eriksen,3043.0,Left Center Midfield,94,Denmark,776,['054f8d87-293d-4e76-bb94-d565e444de3b'],8,,,,,,,,,,,,,,,,,Denmark,776,00:44:08.276,Pass,
,,,,,,,,,,,,,,,,1.267784,,,,,,,,,,,,,24d8c00f-4953-4036-9345-1f0a9df9e6c5,1727,,"[34.5, 11.2]",3857257,44,,,,,0.9856839,,Right Foot,,,,"[45.1, 27.2]",,Ground Pass,,19.192707,,,,Martin Braithwaite Christensen,4447.0,,,,,,,1,Regular Play,Joakim Mæhle,16554.0,Left Back,94,Denmark,776,['53487f83-6cf5-480a-a336-43ab649b84c8'],10,,,,,,,,,,,,,,,,,Denmark,776,00:44:10.086,Pass,
,,,,,,,,,,,,,,,,0.371492,,,,,,,,,,,,,96c0c136-87f1-4745-abdf-f56ca4181f6e,1732,,"[46.7, 36.9]",3857257,44,,,,,1.7398976,,Right Foot,,,,"[46.0, 41.0]",,Low Pass,,4.159327,,Incomplete,,Mathias Jensen,18722.0,,,,,,,1,Regular Play,Martin Braithwaite Christensen,4447.0,Center Forward,94,Denmark,776,"['7e7c19e3-cc91-4ae8-a3c9-4411c22ae550', 'ba79e80c-185d-469d-bcca-74139074312e', 'c004ef66-d614-40ba-97fe-0141edcf8d4e', 'f0f8478b-cc8c-4d47-a0eb-083abdf46ca6']",12,,,,,,,,,,,,,,,,,Denmark,776,00:44:12.208,Pass,True
,,,,,,,,,,,,,,,,0.95595,,,,,,,,,,,,,97b7a391-c97f-457e-b235-08479c0c872b,1735,,"[62.3, 53.8]",3857257,44,,,,,0.43609554,,Left Foot,,,,"[72.6, 58.6]",,Ground Pass,,11.363538,,,,Aaron Mooy,3281.0,,,,,,Recovery,1,Regular Play,Kye Rowles,33495.0,Left Center Back,95,Australia,792,['6396d17c-03d4-4ee7-97e8-c234e6d88d48'],14,,,,,,,,,,,,,,,,,Australia,792,00:44:14.471,Pass,
,,,,,,,,,,,,,,,,0.541426,,,,,,,,,,,,,fd76921a-9a89-4cd7-9391-50b789902216,1739,,"[74.7, 59.2]",3857257,44,,,,,-1.156916,,Right Foot,,,,"[79.4, 48.5]",,Ground Pass,,11.686745,,Incomplete,,Mathew Leckie,5481.0,,,,,,,1,Regular Play,Aaron Mooy,3281.0,Right Defensive Midfield,95,Australia,792,"['1d782926-4f17-4c38-a9c1-52a1132924d0', '9fbd403a-d20d-42d7-8f38-3ef3063b100a']",17,,,,,,,,,,,,,,,,,Australia,792,00:44:17.032,Pass,
,,,,,,,,,,,,,,,,0.238953,,,,,,,,,,,,,e1db1cbc-86ef-4169-8e3f-8ae4654ea564,1742,,"[74.1, 48.8]",3857257,44,,,,,-0.57133746,,Left Foot,,,,"[78.3, 46.1]",,Low Pass,,4.9929953,,Incomplete,,Mathew Leckie,5481.0,,,,,,Recovery,1,Regular Play,Aaron Mooy,3281.0,Right Defensive Midfield,95,Australia,792,"['2ce2c944-5e39-43b9-a2bc-c8b6c4c42ee0', 'c8b6028a-7b26-4929-8352-e59926677ee6']",18,,,,,,,,,,,,,,,,,Australia,792,00:44:18.981,Pass,
,,,,,,,,,,,,,,,,1.740244,,,,,,,,,,,,,aa6bf528-59a0-4f5a-b141-6e776c343f79,1745,,"[59.0, 55.1]",3857257,44,,,,,0.5215792,,Right Foot,,,,"[81.1, 67.8]",,High Pass,,25.489214,,,,Riley McGree,33477.0,,,,,,Recovery,1,Regular Play,Aaron Mooy,3281.0,Right Defensive Midfield,95,Australia,792,['e9b6ef92-ab7b-4273-b2b3-4e9a829400d3'],21,,,,,,,,,,,,,,,,,Australia,792,00:44:21.023,Pass,
,,,,,,,,,,,,,,,,1.518565,,,,,,,,,,,,,4f183ec9-886e-4a6c-88e4-7c9ba04319cf,1749,,"[81.4, 70.3]",3857257,44,,,,,-0.51669514,,Left Foot,,,,"[94.6, 62.8]",,High Pass,,15.181897,,Incomplete,,Mitchell Thomas Duke,33492.0,,,,,,,1,Regular Play,Riley McGree,33477.0,Right Center Forward,95,Australia,792,"['877b78df-aaab-4070-82a7-cd2304847fbf', 'c6778203-426e-4bc4-8c6c-29d2d635016a']",22,,,,,,,,,,,,,,,,,Australia,792,00:44:22.804,Pass,
,,,,,,,,,,,,,,,,1.778127,,,,,,,,,,,,,ee5f50e7-604d-42d2-a733-26e1a198569b,1752,,"[107.0, 80.0]",3857257,44,,,,,-1.3947845,,,,,,"[112.3, 50.2]",,High Pass,,30.26764,,,,Mathew Leckie,5481.0,,,,,,Throw-in,1,From Throw In,Miloš Degenek,15957.0,Right Back,96,Australia,792,['05d09a83-040b-426b-a5bf-9866536f8016'],49,,,,,,,,,,,,,,,,,Australia,792,00:44:49.553,Pass,
