ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.788668,,,,,,,,,,,,,acf54066-6ce4-4c28-9726-e723427478a6,2195,,,"[10.8, 0.1]",3869151,45,,,,,0.22512567,,,,,"[37.0, 6.1]",,High Pass,26.878244,,,,Julián Álvarez,29560.0,,,,,Throw-in,2,From Throw In,Marcos Javier Acuña,19597.0,Left Back,72,Argentina,779,['f9d2de10-8afa-4ca2-909e-a6ef70c495b7'],40,,,,,,,,,,,,,,,,,Argentina,779,00:00:40.471,Pass,
,,,,,,,,,,,,,,,0.478958,,,,,,,,,,,,,92dfaa92-506c-47e7-834b-6ed24f4dbb1d,2199,,,"[43.0, 11.5]",3869151,45,,,,,1.6327325,,Left Foot,,,"[42.2, 24.4]",,Low Pass,12.924783,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Julián Álvarez,29560.0,Left Center Forward,72,Argentina,779,"['1d714584-2f2a-408f-8080-0b397ea86b49', 'a10429b1-652b-403a-b573-720454ce60f4']",43,,,,,,,,,,,,,,,,,Argentina,779,00:00:43.585,Pass,
,,,,,,,,,,,,,,,4.245504,,,,,,,,,,,,,70282470-1d5f-4992-9579-494545bb37d9,2203,,,"[71.4, 55.0]",3869151,45,,,,,-2.6657848,,Left Foot,,,"[28.9, 33.1]",,Ground Pass,47.81067,,,,Mathew Ryan,3240.0,,,,,,2,From Throw In,Aaron Mooy,3281.0,Left Defensive Midfield,72,Argentina,779,['24119557-b2b9-4290-9a00-02d8f20a2eb1'],45,,,,,,,,,,,,,,,,,Australia,792,00:00:45.718,Pass,
,,,,,,,,,,,,,,,2.6623,,,,,,,,,,,,,753b586f-c844-4734-981c-e126b478a30b,2206,,,"[31.4, 32.0]",3869151,45,,,,,-0.6124977,,Right Foot,,,"[76.8, 0.1]",,High Pass,55.486664,,Out,,Riley McGree,33477.0,,,,,,2,From Throw In,Mathew Ryan,3240.0,Goalkeeper,72,Argentina,779,"['428725a1-770c-450c-8039-68d4bdd77a6e', '98f4ef00-26ed-40c9-aefa-1016ecbcd15f']",49,,,,,,,,,,,,,,,,,Australia,792,00:00:49.963,Pass,True
,,,,,,,,,,,,,,,0.807481,,,,,,,,,,,,,b39bd22c-3b73-44ca-923c-a9aa47ee391d,2208,,,"[34.2, 80.0]",3869151,45,,,,,-0.8607271,,,,,"[39.1, 74.3]",,Low Pass,7.5166483,,,,Rodrigo Javier De Paul,7797.0,,,,,Throw-in,2,From Throw In,Nahuel Molina Lucero,29201.0,Right Back,73,Argentina,779,['1aaeba4b-403e-4273-81f3-d02ee298c5c7'],57,,,,,,,,,,,,,,,,,Argentina,779,00:00:57.271,Pass,
,,,,,,,,,,,,,,,0.919347,,,,,,,,,,,,,8ccca4a8-33c3-4f12-8880-b7e0b4117c5d,2212,,,"[37.0, 73.7]",3869151,45,,,,,2.0852478,,Right Foot,,,"[34.4, 78.3]",,Ground Pass,5.283938,,,,Nahuel Molina Lucero,29201.0,,,,,,2,From Throw In,Rodrigo Javier De Paul,7797.0,Right Defensive Midfield,73,Argentina,779,"['2ae68f2e-f972-45cd-b9be-12fb954b41d3', '36a32d78-a44e-4b30-9947-c1f2133a963e']",58,,,,,,,,,,,,,,,,,Argentina,779,00:00:58.726,Pass,True
,,,,,,,,,,,,,,,1.077321,,,,,,,,,,,,,de3d0a24-4f4c-41ae-b319-455d989d5c0c,2215,,,"[35.3, 78.3]",3869151,46,,,,,0.09306373,,Right Foot,,,"[42.8, 79.0]",,Ground Pass,7.5325956,,,,Rodrigo Javier De Paul,7797.0,,,,,,2,From Throw In,Nahuel Molina Lucero,29201.0,Right Back,73,Argentina,779,"['0b6bd992-2273-4a7b-830d-9689899c89a7', '2ae68f2e-f972-45cd-b9be-12fb954b41d3']",0,,,,,,,,,,,,,,,,,Argentina,779,00:01:00.269,Pass,True
,,,,,,,,,,,,,,,0.941014,,,,,,,,,,,,,b115a07e-7f62-444b-8253-aa49c64a3c91,2218,,,"[44.3, 78.4]",3869151,46,,,,,-0.95724016,,Right Foot,,,"[49.3, 71.3]",,Ground Pass,8.683893,,,,Alejandro Darío Gómez,7006.0,,,,,,2,From Throw In,Rodrigo Javier De Paul,7797.0,Right Defensive Midfield,73,Argentina,779,['7bed6aca-5254-4b8e-b105-cf76aa35b872'],1,,,,,,,,,,,,,,,,,Argentina,779,00:01:01.984,Pass,
,,,,,,,,,,,,,,,1.459043,,,,,,,,,,,,,1b5179d4-432c-41d4-9acc-e761944967da,2223,,,"[52.7, 69.3]",3869151,46,,,,,-1.3825748,,Right Foot,,,"[57.1, 46.2]",,Ground Pass,23.515314,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Alejandro Darío Gómez,7006.0,Right Midfield,73,Argentina,779,"['2d8c0c11-7a82-4c75-b641-972af315cde0', 'f0b198d7-058e-4fdf-ae8b-330ca9992fb9']",4,,,,,,,,,,,,,,,,,Argentina,779,00:01:04.432,Pass,True
,,,,,,,,,,,,,,,0.972292,,,,,,,,,,,,,43694cc3-b56b-4a32-86f8-68ce9dfc0737,2225,,,"[57.5, 46.8]",3869151,46,,,,,-1.4559197,,No Touch,,,"[58.1, 41.6]",,Ground Pass,5.234501,True,,,Alexis Mac Allister,27886.0,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,73,Argentina,779,['89114fea-570e-4099-92b9-3067bdfade7e'],5,,,,,,,,,,,,,,,,,Argentina,779,00:01:05.891,Pass,
,,,,,,,,,,,,,,,0.553047,,,,,,,,,,,,,d8821ba8-6ca6-4b48-a4b7-3ce8e75062f6,2228,,,"[59.0, 39.6]",3869151,46,,,,,2.1341126,,Right Foot,,,"[57.8, 41.5]",,Ground Pass,2.2472205,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Alexis Mac Allister,27886.0,Left Midfield,73,Argentina,779,['5a15b941-3074-4715-bf99-e15d6df8243e'],6,,,,,,,,,,,,,,,,,Argentina,779,00:01:06.870,Pass,
