bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,093f898d-33b1-4425-b591-37dd9c9bf70b,1,,,,3857256,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Serbia,786,,0,,,,,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 20600, 'name': 'Vanja Milinković Savić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 5603, 'name': 'Nikola Milenković'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 6321, 'name': 'Milos Veljkovic'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 27719, 'name': 'Strahinja Pavlović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 6318, 'name': 'Andrija Živković'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 14}, {'player': {'id': 5591, 'name': 'Filip Kostić'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 17}, {'player': {'id': 6687, 'name': 'Saša Lukić'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 5589, 'name': 'Sergej Milinković-Savić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 18015, 'name': 'Dušan Vlahović'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 18}, {'player': {'id': 4269, 'name': 'Aleksandar Mitrović'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Serbia,786,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,79a9efbb-b5e5-45b0-983d-8729bcc4a0e1,2,,,,3857256,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Serbia,786,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 17974, 'name': 'Gregor Kobel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 21}, {'player': {'id': 7796, 'name': 'Silvan Widmer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 5549, 'name': 'Manuel Obafemi Akanji'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 6983, 'name': 'Remo Freuler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 3533, 'name': 'Xherdan Shaqiri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 23}, {'player': {'id': 16026, 'name': 'Djibril Sow'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 15}, {'player': {'id': 30401, 'name': 'Ruben Vargas'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 5545, 'name': 'Breel-Donald Embolo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Switzerland,773,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c4cdfc71-b9f4-4751-a714-e816c1419457,3,,,,3857256,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Serbia,786,['51f295b8-da96-428e-ab47-90f380f8cf53'],0,,,,,,,,,,,,,,,,,,,Switzerland,773,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,51f295b8-da96-428e-ab47-90f380f8cf53,4,,,,3857256,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Serbia,786,['c4cdfc71-b9f4-4751-a714-e816c1419457'],0,,,,,,,,,,,,,,,,,,,Serbia,786,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,749a27ed-92e8-4723-9ac5-dcd074535537,1516,,,,3857256,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,107,Switzerland,773,['f6a97503-ed87-4a13-89ba-8c4bbccc6686'],0,,,,,,,,,,,,,,,,,,,Serbia,786,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f6a97503-ed87-4a13-89ba-8c4bbccc6686,1517,,,,3857256,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,107,Switzerland,773,['749a27ed-92e8-4723-9ac5-dcd074535537'],0,,,,,,,,,,,,,,,,,,,Switzerland,773,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.220932,,,,,,,,,,,,4acb4fd2-f46a-4d73-993c-e06597873924,5,,,"[61.0, 40.1]",3857256,0,,,,2.9431229,,Right Foot,,,,"[43.1, 43.7]",,Ground Pass,18.258423,,,,Remo Freuler,6983.0,,,,,Kick Off,1,From Kick Off,Breel-Donald Embolo,5545.0,Center Forward,2,Switzerland,773,['b0d0583a-d544-4ab1-9043-6b42a57c27a8'],0,,,,,,,,,,,,,,,,,,,Switzerland,773,00:00:00.521,Pass,
,,,,,,,,,,,,,,,,1.752177,,,,,,,,,,,,f21fda3d-cb2c-4608-af2d-201d1ad8101c,8,,,"[39.7, 45.5]",3857256,0,,,,1.4737241,,Right Foot,,,,"[42.3, 72.2]",,Ground Pass,26.826294,,,,Silvan Widmer,7796.0,,,,,,1,From Kick Off,Remo Freuler,6983.0,Right Defensive Midfield,2,Switzerland,773,['c2ce6157-3b39-4a0e-b63f-3178874e1cf4'],3,,,,,,,,,,,,,,,,,,,Switzerland,773,00:00:03.385,Pass,
,,,,,,,,,,,,,,,,1.787088,,,,,,,,,,,,57654ce3-e311-49c4-9ba7-4fab2ec66f71,11,,,"[42.3, 72.2]",3857256,0,,,,-2.6696465,,Right Foot,,,,"[23.1, 62.4]",,Ground Pass,21.556438,,,,Fabian Lukas Schär,5537.0,,,,,,1,From Kick Off,Silvan Widmer,7796.0,Right Back,2,Switzerland,773,['e12a759e-24cc-49f4-baec-7435b52965fe'],6,,,,,,,,,,,,,,,,,,,Switzerland,773,00:00:06.697,Pass,
,,,,,,,,,,,,,,,,5.037477,,,,,,,,,,,,b4fc9de7-9029-4f18-bd6c-3d2a3c5e276a,13,,,"[23.1, 62.4]",3857256,0,,,,0.20304522,,Right Foot,,,,"[91.1, 76.4]",,High Pass,69.426216,,,,Djibril Sow,16026.0,,,,,,1,From Kick Off,Fabian Lukas Schär,5537.0,Right Center Back,2,Switzerland,773,['59c636fa-6894-4673-993d-262f379dacac'],8,,,,,,,,,,,,,,,,,,,Switzerland,773,00:00:08.484,Pass,
,,,,,,,,,,,,,,,,0.82352,,,,,,,,,,,,d89e79ae-d538-44c2-9a5f-f979984ef67a,16,,,"[105.6, 74.4]",3857256,0,,,,-1.4765879,,Right Foot,True,,,"[108.0, 49.0]",,Ground Pass,25.513134,,Incomplete,,Ruben Vargas,30401.0,,,,,,1,From Kick Off,Djibril Sow,16026.0,Center Attacking Midfield,2,Switzerland,773,"['71992b5c-ce43-4496-a794-f39e7092b9e4', 'b65ae125-3214-4c52-96b4-eb7035529bb9']",15,,,,,,,,,,,,,,,,,,,Switzerland,773,00:00:15.905,Pass,
,,,,,,,,,,,,,,,,1.958648,,,,,,,,,,,,72ccec71-b08d-4931-bc08-cffee978637f,23,,,"[105.6, 47.5]",3857256,0,,,,-0.73648614,aa77495b-0e7b-44f0-a2eb-11605085943a,Left Foot,,,,"[113.1, 40.7]",,High Pass,10.123734,,,,Breel-Donald Embolo,5545.0,True,,,,Recovery,1,From Kick Off,Xherdan Shaqiri,3533.0,Right Wing,2,Switzerland,773,['9199237f-2ffc-4a71-b15d-d928879dbb74'],20,,,,,,,,,,,,,,,,,,,Switzerland,773,00:00:20.168,Pass,
,,,,,,,,,,,,,,,,3.852989,,,,,,,,,,,,70030e9e-14ae-4b30-a123-0dce54bbe4dd,31,,,"[77.7, 35.9]",3857256,0,,,,-1.0266777,,Right Foot,,,,"[99.3, 0.2]",,High Pass,41.72589,,Out,,Ruben Vargas,30401.0,,,,,Recovery,1,From Kick Off,Manuel Obafemi Akanji,5549.0,Left Center Back,2,Switzerland,773,['fa8644e9-748d-4038-9d52-9e4eb2049454'],27,,,,,,,,,,,,,,,,,,,Switzerland,773,00:00:27.936,Pass,
,,,,,,,,,,,,,,,,0.943235,,,,,,,,,,,,ef17ab18-f7bf-4d6e-90a8-b9c7b53050a2,33,,,"[20.0, 80.0]",3857256,0,True,,,-1.2454357,,,,,,"[22.8, 71.7]",,Low Pass,8.759566,,,,Saša Lukić,6687.0,,,,,Throw-in,1,From Throw In,Andrija Živković,6318.0,Right Wing Back,3,Serbia,786,['b8ac8a26-c390-4fea-9f1c-36399b3965f6'],46,,,,,,,,,,,,,,,,,,,Serbia,786,00:00:46.034,Pass,
,,,,,,,,,,,,,,,,0.62826,,,,,,,,,,,,fd62716f-ba8b-4649-a39a-28db14be5511,35,,,"[22.8, 71.9]",3857256,0,True,,,1.7078625,,Right Foot,,,,"[22.0, 77.7]",,Low Pass,5.8549123,,,,Andrija Živković,6318.0,,,,,,1,From Throw In,Saša Lukić,6687.0,Right Defensive Midfield,3,Serbia,786,['afd552a6-4c4f-4eca-970e-acc98514e03b'],47,,,,,,,,,,,,,,,,,,,Serbia,786,00:00:47.138,Pass,
,,,,,,,,,,,,,,,,0.981027,,,,,,,,,,,,49b0fe5e-5d27-41cb-97b9-b978884bf376,41,,,"[113.6, 12.4]",3857256,0,,,,2.5973122,,Right Foot,,,True,"[106.0, 17.0]",,Ground Pass,8.883693,,,,Breel-Donald Embolo,5545.0,,,,,,1,Regular Play,Djibril Sow,16026.0,Center Attacking Midfield,4,Switzerland,773,['1c327bce-b162-4270-8611-4f39b34829ff'],50,,,,,,,,,,,,,,,,,,,Switzerland,773,00:00:50.790,Pass,
,,,,,,,,,,,,,,,,1.922783,,,,,,,,,,,,8de878d7-4275-4e7a-9357-1c16843eac38,47,,,"[31.9, 50.4]",3857256,0,,,,-2.7603269,,Left Foot,,,,"[9.2, 41.3]",,Ground Pass,24.456083,,,,Gregor Kobel,17974.0,,,,,Recovery,1,Regular Play,Fabian Lukas Schär,5537.0,Right Center Back,4,Switzerland,773,['5bf122b7-d62c-4e82-ab57-3fc41b19a9ea'],59,,,,,,,,,,,,,,,,,,,Switzerland,773,00:00:59.753,Pass,
,,,,,,,,,,,,,,,,2.843068,,,,,,,,,,,,bc14d2a5-d12d-4573-a46f-b3f045bbbcae,50,,,"[7.6, 40.9]",3857256,1,,,,1.117565,,Right Foot,,,,"[17.0, 60.2]",,Ground Pass,21.467417,,,,Fabian Lukas Schär,5537.0,,,,,,1,Regular Play,Gregor Kobel,17974.0,Goalkeeper,4,Switzerland,773,['04d9c524-e4f2-4766-b5a4-153fa388aaaa'],2,,,,,,,,,,,,,,,,,,,Switzerland,773,00:01:02.624,Pass,
,,,,,,,,,,,,,,,,1.395583,,,,,,,,,,,,b51f5c98-301e-4256-95ac-872e2d713f17,53,,,"[34.9, 74.6]",3857256,1,,,,-0.60165364,,Right Foot,,,,"[55.0, 60.8]",,Ground Pass,24.381346,,,,Djibril Sow,16026.0,,,,,,1,Regular Play,Fabian Lukas Schär,5537.0,Right Center Back,4,Switzerland,773,['2afdcbab-233a-4ad2-b585-2292b4c717b2'],9,,,,,,,,,,,,,,,,,,,Switzerland,773,00:01:09.244,Pass,
,,,,,,,,,,,,,,,,2.42003,,,,,,,,,,,,77506bf9-02f7-43b8-9f3f-ad6c07b5ffc5,56,,,"[49.2, 53.6]",3857256,1,,,,-1.1466019,,Left Foot,,,,"[66.0, 16.4]",,Ground Pass,40.817642,,,,Ruben Vargas,30401.0,,,,,,1,Regular Play,Djibril Sow,16026.0,Center Attacking Midfield,4,Switzerland,773,['11b0419e-fa71-41a0-9e59-1f9646433e9e'],12,,,,,,,,,,,,,,,,,,,Switzerland,773,00:01:12.669,Pass,
,,,,,,,,,,,,,,,,2.055378,,,,,,,,,,,,49b73956-c990-4b47-8b93-d673d1107c94,59,,,"[94.5, 19.2]",3857256,1,,,,-0.5215228,,Right Foot,,,,"[112.6, 8.8]",,Ground Pass,20.875105,,,,Ricardo Iván Rodríguez Araya,5544.0,,,,,,1,Regular Play,Ruben Vargas,30401.0,Left Wing,4,Switzerland,773,['c33c832d-b7f4-4d14-b7c1-0f9cc868a51a'],19,,,,,,,,,,,,,,,,,,,Switzerland,773,00:01:19.989,Pass,
,,,,,,,,,,,,,,,,1.294284,,,,,,,,,,,,7063e35d-09ab-4cb9-801e-ca03910950c9,61,,,"[117.2, 6.0]",3857256,1,,,,1.9189472,,Left Foot,True,,,"[107.8, 31.9]",,High Pass,27.55304,,Incomplete,,,,,,,,,1,Regular Play,Ricardo Iván Rodríguez Araya,5544.0,Left Back,4,Switzerland,773,['8151e281-922e-4c15-b8bb-36a89640617a'],22,,,,,,,,,,,,,,,,,,,Switzerland,773,00:01:22.044,Pass,
,,,,,,,,,,,,,,,,1.003266,,,,,,,,,,,,8151e281-922e-4c15-b8bb-36a89640617a,62,,,"[12.3, 48.2]",3857256,1,,,,1.7444675,,Head,,,,"[9.3, 65.3]",,Low Pass,17.361164,,,,Saša Lukić,6687.0,,,,,Recovery,1,Regular Play,Nikola Milenković,5603.0,Right Center Back,5,Serbia,786,"['1a697335-c63f-4508-9f34-616ff5e94453', '7063e35d-09ab-4cb9-801e-ca03910950c9']",23,,,,,,,,,,,,,,,,,,,Serbia,786,00:01:23.339,Pass,
,,,,,,,,,,,,,,,,3.589849,,,,,,,,,,,,b00a80aa-8b29-4999-9b24-925bc740c48a,64,,,"[9.3, 66.3]",3857256,1,,,,-0.8844518,,Left Foot,,,,"[23.8, 48.6]",,High Pass,22.880997,,,,Sergej Milinković-Savić,5589.0,,,,,,1,Regular Play,Saša Lukić,6687.0,Right Defensive Midfield,5,Serbia,786,['a572a51a-c3ff-4fee-af35-e0d81cdb4256'],24,,,,,,,,,,,,,,,,,,,Serbia,786,00:01:24.342,Pass,
,,,,,,,,,,,,,,,,1.241815,,,,,,,,,,,,8c034f73-5886-4415-9f08-f034bd549b1a,67,,,"[24.2, 48.6]",3857256,1,,,True,0.0,,,,,,"[39.0, 48.6]",,Low Pass,14.8,,Incomplete,,,,,,,,,1,Regular Play,Sergej Milinković-Savić,5589.0,Left Defensive Midfield,5,Serbia,786,"['4bcbaee4-25b2-4a77-a04e-457e7bcc11e6', '743190b4-aafb-43db-9c44-5b49c0d296e7']",27,,,,,,,,,,,,,,,,,,,Serbia,786,00:01:27.932,Pass,True
,,,,,,,,,,,,,,,,3.377163,,,,,,,,,,,,4bcbaee4-25b2-4a77-a04e-457e7bcc11e6,68,,,"[81.1, 31.5]",3857256,1,,,,1.0297177,,Head,,,,"[94.5, 53.8]",,High Pass,26.01634,,Incomplete,,Xherdan Shaqiri,3533.0,,,,,Recovery,1,Regular Play,Remo Freuler,6983.0,Right Defensive Midfield,5,Serbia,786,"['8bd97dab-0e6c-4692-a766-4587ed9b8d4b', '8c034f73-5886-4415-9f08-f034bd549b1a', 'f96b60de-37ee-49a1-bb9e-7b927c8bbb53']",29,,,,,,,,,,,,,,,,,,,Switzerland,773,00:01:29.174,Pass,
,,,,,,,,,,,,,,,,4.612586,,,,,,,,,,,,1d44ef4f-393e-4d79-b0a3-4570a3157ea6,72,,,"[28.4, 25.1]",3857256,1,,,,-0.38662457,,Left Foot,,,,"[79.0, 4.5]",,High Pass,54.63259,,Incomplete,,Dušan Tadić,3831.0,,,,,,1,Regular Play,Filip Kostić,5591.0,Left Wing Back,5,Serbia,786,"['087a5cd6-d7f4-4c13-939b-7145a3760d21', '95f025f7-7d81-4a62-99f3-a7039fa570e3']",33,,,,,,,,,,,,,,,,,,,Serbia,786,00:01:33.039,Pass,
,,,,,,,,,,,,,,,,1.468047,,,,,,,,,,,,dc3122fb-320f-4144-bc87-ba4b8bcf892a,76,,,"[79.0, 0.1]",3857256,1,True,,,3.053674,,,,,,"[46.1, 3.0]",,Low Pass,33.027565,,,,Strahinja Pavlović,27719.0,,,,,Throw-in,1,From Throw In,Filip Kostić,5591.0,Left Wing Back,6,Serbia,786,['0019fc55-f7a9-499b-9c00-22f0fcb4453a'],43,,,,,,,,,,,,,,,,,,,Serbia,786,00:01:43.288,Pass,
,,,,,,,,,,,,,,,,1.514496,,,,,,,,,,,,fa2e2a47-00cf-4b9f-a015-3d5973cfc6e3,78,,,"[46.5, 4.9]",3857256,1,,,,2.1629086,,Left Foot,,,,"[35.2, 21.7]",,Ground Pass,20.246729,,,,Milos Veljkovic,6321.0,,,,,,1,From Throw In,Strahinja Pavlović,27719.0,Left Center Back,6,Serbia,786,['e8bbef5a-f464-4b60-8446-05675b38f047'],47,,,,,,,,,,,,,,,,,,,Serbia,786,00:01:47.008,Pass,
,,,,,,,,,,,,,,,,1.390273,,,,,,,,,,,,b61ac805-fd40-4234-b97a-65143f1c8d1d,81,,,"[35.2, 21.7]",3857256,1,,,,1.3994818,,Right Foot,,,,"[40.2, 50.6]",,Ground Pass,29.329336,,,,Nikola Milenković,5603.0,,,,,,1,From Throw In,Milos Veljkovic,6321.0,Center Back,6,Serbia,786,['5ffd6666-f3b8-4992-b2a6-54d9a55b173e'],49,,,,,,,,,,,,,,,,,,,Serbia,786,00:01:49.254,Pass,
,,,,,,,,,,,,,,,,1.725355,,,,,,,,,,,,1b4f7cb1-e5f8-4004-9236-d5fb0cb8595a,84,,,"[34.0, 56.2]",3857256,1,,,,0.93362427,,Right Foot,,,,"[43.4, 68.9]",,Ground Pass,15.800317,,,,Andrija Živković,6318.0,,,,,,1,From Throw In,Nikola Milenković,5603.0,Right Center Back,6,Serbia,786,['3bae079c-0879-4440-9de1-288bdb224a69'],53,,,,,,,,,,,,,,,,,,,Serbia,786,00:01:53.895,Pass,
,,,,,,,,,,,,,,,,1.753473,,,,,,,,,,,,fbfb919e-4d71-47d1-9ca0-e1bcf0d0eb03,87,,,"[41.8, 69.1]",3857256,1,,,,-2.6503386,,Left Foot,,,,"[21.8, 58.4]",,Ground Pass,22.682371,,,,Nikola Milenković,5603.0,,,,,,1,From Throw In,Andrija Živković,6318.0,Right Wing Back,6,Serbia,786,['7389a1f7-8124-4898-803d-4b76307812e1'],57,,,,,,,,,,,,,,,,,,,Serbia,786,00:01:57.150,Pass,
,,,,,,,,,,,,,,,,1.710338,,,,,,,,,,,,bf5004cd-6714-4cea-992a-4737dafffdb6,90,,,"[18.6, 62.5]",3857256,2,,,,-2.4211438,,Right Foot,,,,"[5.5, 51.0]",,Ground Pass,17.43158,,,,Vanja Milinković Savić,20600.0,,,,,,1,From Throw In,Nikola Milenković,5603.0,Right Center Back,6,Serbia,786,['5e4f9c70-ccac-425b-97fc-114ae900fd59'],1,,,,,,,,,,,,,,,,,,,Serbia,786,00:02:01.379,Pass,
,,,,,,,,,,,,,,,,1.947483,,,,,,,,,,,,49ba3093-d635-444f-9ec4-6faa95ac877b,93,,,"[13.9, 57.2]",3857256,2,,,,-0.2788476,,Right Foot,,,,"[62.1, 43.4]",,High Pass,50.136612,,Incomplete,,Aleksandar Mitrović,4269.0,,,,,,1,From Throw In,Vanja Milinković Savić,20600.0,Goalkeeper,6,Serbia,786,"['55bd9bf7-ffb4-43c4-a2cc-662607c547fe', 'b649e757-df0f-44b4-9d9f-82f256ff32ca']",6,,,,,,,,,,,,,,,,,,,Serbia,786,00:02:06.499,Pass,
,,,,,,,,,,,,,,,,1.363925,,,,,,,,,,,,8fbe0d2b-1e92-4d9b-b21b-d6d7eeed3134,98,,,"[10.0, 50.0]",3857256,2,,,,-1.7401619,,Right Foot,,,,"[5.4, 23.1]",,Ground Pass,27.290474,,,,Manuel Obafemi Akanji,5549.0,,,,,,1,Regular Play,Gregor Kobel,17974.0,Goalkeeper,7,Switzerland,773,['a71ee503-2935-4bd8-aa2a-0ffc63541386'],23,,,,,,,,,,,,,,,,,,,Switzerland,773,00:02:23.835,Pass,
,,,,,,,,,,,,,,,,1.487633,,,,,,,,,,,,19388f16-702c-4a66-a31d-770506e1304e,101,,,"[5.4, 23.1]",3857256,2,,,,-0.8891905,,Left Foot,,,,"[18.3, 7.2]",,Ground Pass,20.474863,,,,Ricardo Iván Rodríguez Araya,5544.0,,,,,,1,Regular Play,Manuel Obafemi Akanji,5549.0,Left Center Back,7,Switzerland,773,['e318f4ba-ff7a-40fd-8cb6-7073bb38c03f'],26,,,,,,,,,,,,,,,,,,,Switzerland,773,00:02:26.480,Pass,
,,,,,,,,,,,,,,,,5.845799,,,,,,,,,,,,2bbb72a3-d628-4bc9-8342-667b2d793580,104,,,"[18.1, 7.6]",3857256,2,,,,0.33743387,,Left Foot,,,,"[88.5, 32.3]",,High Pass,74.60731,,Incomplete,,Breel-Donald Embolo,5545.0,,,,,,1,Regular Play,Ricardo Iván Rodríguez Araya,5544.0,Left Back,7,Switzerland,773,"['1ff477a7-17b3-4e0f-bc1f-dbadb3ed377b', 'f77917a7-a185-42b3-9abd-fe07f08a7fe0']",29,,,,,,,,,,,,,,,,,,,Switzerland,773,00:02:29.551,Pass,
,,,,,,,,,,,,,,,,2.137005,,,,,,,,,,,,1ff477a7-17b3-4e0f-bc1f-dbadb3ed377b,106,,,"[31.6, 47.8]",3857256,2,,,,0.8076167,,Right Foot,,,,"[40.4, 57.0]",,Ground Pass,12.731065,,,,Milos Veljkovic,6321.0,,,,,Recovery,1,Regular Play,Strahinja Pavlović,27719.0,Left Center Back,8,Serbia,786,"['2bbb72a3-d628-4bc9-8342-667b2d793580', 'a6efab90-1707-40d6-8311-23153cbe1fc9']",35,,,,,,,,,,,,,,,,,,,Serbia,786,00:02:35.397,Pass,
,,,,,,,,,,,,,,,,2.2482,,,,,,,,,,,,75417e60-38ec-4bf9-9fd8-90b77e5c3dfa,109,,,"[35.4, 57.0]",3857256,2,,,,-1.5585645,,Right Foot,,,,"[35.8, 24.3]",,Ground Pass,32.702446,,,,Strahinja Pavlović,27719.0,,,,,,1,Regular Play,Milos Veljkovic,6321.0,Center Back,8,Serbia,786,['b038a101-0fcf-4c69-8d07-87df436841c0'],38,,,,,,,,,,,,,,,,,,,Serbia,786,00:02:38.245,Pass,
,,,,,,,,,,,,,,,,0.769311,,,,,,,,,,,,829cfb06-f99f-4bd3-bd85-c35a415df46c,112,,,"[40.6, 24.1]",3857256,2,,,,0.8947167,,Left Foot,,,,"[47.9, 33.2]",,Ground Pass,11.66619,,,,Saša Lukić,6687.0,,,,,,1,Regular Play,Strahinja Pavlović,27719.0,Left Center Back,8,Serbia,786,['1a6c99b1-bce0-47f4-b274-47edb27607a6'],43,,,,,,,,,,,,,,,,,,,Serbia,786,00:02:43.727,Pass,
,,,,,,,,,,,,,,,,1.183722,,,,,,,,,,,,840f5332-caaa-4c23-8594-033711697d60,115,,,"[42.4, 31.1]",3857256,2,,,,2.3141482,,Right Foot,,,,"[27.6, 47.2]",,Ground Pass,21.868927,,,,Milos Veljkovic,6321.0,,,,,,1,Regular Play,Saša Lukić,6687.0,Right Defensive Midfield,8,Serbia,786,['a1b77a6c-b22c-4c02-94e5-ddff4c1c4dde'],45,,,,,,,,,,,,,,,,,,,Serbia,786,00:02:45.395,Pass,
,,,,,,,,,,,,,,,,1.888435,,,,,,,,,,,,5d126dea-7408-4952-867b-1945c3e68bbc,119,,,"[23.0, 48.4]",3857256,2,,,,1.6148207,,Right Foot,,,,"[22.0, 71.1]",,Ground Pass,22.722015,,,,Nikola Milenković,5603.0,,,,,,1,Regular Play,Milos Veljkovic,6321.0,Center Back,8,Serbia,786,['477cc52b-74f6-4b61-93d2-5c300a51e742'],47,,,,,,,,,,,,,,,,,,,Serbia,786,00:02:47.647,Pass,
,,,,,,,,,,,,,,,,0.298703,,,,,,,,,,,,dab66227-2c24-446a-a160-1ea0ae44f429,122,,,"[22.4, 72.1]",3857256,2,,,,0.2573237,,Right Foot,,,,"[26.2, 73.1]",,Low Pass,3.9293766,,Incomplete,,,,,,,,,1,Regular Play,Nikola Milenković,5603.0,Right Center Back,8,Serbia,786,['31fce97f-9251-4595-8e3f-4d940e1de965'],50,,,,,,,,,,,,,,,,,,,Serbia,786,00:02:50.820,Pass,
,,,,,,,,,,,,,,,,1.486094,,,,,,,,,,,,3be4d8d0-ead0-4f46-b066-4964c890129f,126,,,"[20.6, 66.5]",3857256,2,,,,-2.1461413,,Right Foot,,,,"[5.1, 42.6]",,Ground Pass,28.486137,,,,Vanja Milinković Savić,20600.0,,,,,,1,Regular Play,Nikola Milenković,5603.0,Right Center Back,8,Serbia,786,['f4cf32a0-7f3b-47d1-adc3-9af397c051e0'],53,,,,,,,,,,,,,,,,,,,Serbia,786,00:02:53.668,Pass,
,,,,,,,,,,,,,,,,2.95619,,,,,,,,,,,,d9deba6c-a48d-4fa1-aff8-94c32bb603b1,129,,,"[4.1, 46.2]",3857256,2,,,,0.16460988,,Right Foot,,,,"[64.3, 56.2]",,High Pass,61.024914,,Incomplete,,Dušan Tadić,3831.0,,,,,,1,Regular Play,Vanja Milinković Savić,20600.0,Goalkeeper,8,Serbia,786,"['04dfa9c1-bbf5-44a9-9f1c-7122a039134f', '64022223-5124-4680-bc66-cf2f9d48808f']",55,,,,,,,,,,,,,,,,,,,Serbia,786,00:02:55.274,Pass,
,,,,,,,,,,,,,,,,2.261894,,,,,,,,,,,,64022223-5124-4680-bc66-cf2f9d48808f,131,,,"[55.8, 23.9]",3857256,2,,,,2.9969153,,Head,,,,"[40.7, 26.1]",,High Pass,15.259423,,,,Manuel Obafemi Akanji,5549.0,,,,,Recovery,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,9,Switzerland,773,"['29c02843-2c9b-4e62-98b8-4d38f8cffeb8', 'd9deba6c-a48d-4fa1-aff8-94c32bb603b1']",58,,,,,,,,,,,,,,,,,,,Switzerland,773,00:02:58.230,Pass,
