ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.0,,,,,,,,,,,8db6c3c7-b529-4215-9da5-ea310ecc2700,1,,,3869254,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Portugal,780,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 32975, 'name': 'Diogo Meireles Costa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 16028, 'name': 'José Diogo Dalot Teixeira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5206, 'name': 'Rúben Santos Gato Alves Dias'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 5214, 'name': 'William Silva de Carvalho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 11184, 'name': 'Otávio Edmilson da Silva Monteiro'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 5204, 'name': 'Bruno Miguel Borges Fernandes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 12041, 'name': 'João Félix Sequeira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 38803, 'name': 'Gonçalo Matias Ramos'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 26}]}",Portugal,780,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,24364c18-c4e1-4146-9ff2-d5f0a5e77b7c,2,,,3869254,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Portugal,780,,0,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 5550, 'name': 'Yann Sommer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5549, 'name': 'Manuel Obafemi Akanji'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 22}, {'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 3913, 'name': 'Edimilson Fernandes'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 30401, 'name': 'Ruben Vargas'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 17}, {'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 16026, 'name': 'Djibril Sow'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 6983, 'name': 'Remo Freuler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5545, 'name': 'Breel-Donald Embolo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 3533, 'name': 'Xherdan Shaqiri'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 23}]}",Switzerland,773,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,3171403b-350c-418a-8e26-89e67b1a92ac,3,,,3869254,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Portugal,780,['9ce85878-caf1-4a45-9935-3c1fffa7d5cf'],0,,,,,,,,,,,,,,,,,,Portugal,780,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,9ce85878-caf1-4a45-9935-3c1fffa7d5cf,4,,,3869254,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Portugal,780,['3171403b-350c-418a-8e26-89e67b1a92ac'],0,,,,,,,,,,,,,,,,,,Switzerland,773,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,eed5724a-b247-4ee5-8be8-675395b7087e,1753,,,3869254,45,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,79,Portugal,780,['f8a87b27-4edf-463a-8b26-ef2cdac2a997'],0,,,,,,,,,,,,,,,,,,Switzerland,773,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,f8a87b27-4edf-463a-8b26-ef2cdac2a997,1754,,,3869254,45,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,79,Portugal,780,['eed5724a-b247-4ee5-8be8-675395b7087e'],0,,,,,,,,,,,,,,,,,,Portugal,780,00:00:00.000,Half Start,
,,,,,,,,,,,,,1.984789,,,,,,,,,,,3e4fcd43-ec4f-4414-8df1-4a483fe2e2eb,5,,"[60.0, 40.0]",3869254,0,,,,2.5837128,,Right Foot,,,"[35.0, 55.6]",,Ground Pass,,29.467949,,,Manuel Obafemi Akanji,5549.0,,,,,Kick Off,1,From Kick Off,Breel-Donald Embolo,5545.0,Right Center Forward,2,Switzerland,773,['f1996ca1-4db5-4659-b84c-0b64bd66ac3b'],0,,,,,,,,,,,,,,,,,,Switzerland,773,00:00:00.190,Pass,
,,,,,,,,,,,,,3.260954,,,,,,,,,,,a91737d0-f2f1-4212-bf1d-d8658b9b363c,8,,"[34.8, 56.6]",3869254,0,,,,-0.5720081,,Right Foot,,,"[80.0, 27.5]",,High Pass,,53.757324,Incomplete,,Ricardo Iván Rodríguez Araya,5544.0,,,,,,1,From Kick Off,Manuel Obafemi Akanji,5549.0,Right Center Back,2,Switzerland,773,"['a48f8120-f3cd-4551-aa1a-d0934fa7ca83', 'f18d5e7e-2258-44a4-ab97-8bd9e9a85b56']",4,,,,,,,,,,,,,,,,,,Switzerland,773,00:00:04.239,Pass,
,,,,,,,,,,,,,1.401776,,,,,,,,,,,0e007f2f-e88a-432d-81d7-c4d13741a227,13,,"[63.5, 21.4]",3869254,0,,,True,0.29908442,,,,,"[75.5, 25.1]",,High Pass,,12.557467,Incomplete,,,,,,,,Recovery,1,From Kick Off,Ricardo Iván Rodríguez Araya,5544.0,Left Center Back,2,Switzerland,773,"['784f25a5-a447-459c-94c3-4dd3720d3bf9', 'f8f39211-c59f-4fc7-b731-0f3e97b0419d']",9,,,,,,,,,,,,,,,,,,Switzerland,773,00:00:09.430,Pass,True
,,,,,,,,,,,,,2.40255,,,,,,,,,,,784f25a5-a447-459c-94c3-4dd3720d3bf9,14,,"[44.6, 55.0]",3869254,0,,,,1.9202476,,Head,,,"[40.3, 66.8]",,Low Pass,,12.55906,,,José Diogo Dalot Teixeira,16028.0,,,,,Recovery,1,Regular Play,William Silva de Carvalho,5214.0,Center Defensive Midfield,3,Portugal,780,"['0e007f2f-e88a-432d-81d7-c4d13741a227', 'ad4729c9-69a6-4b8d-a2cf-014b017efffd']",10,,,,,,,,,,,,,,,,,,Portugal,780,00:00:10.831,Pass,
,,,,,,,,,,,,,3.600335,,,,,,,,,,,c5455872-b09e-4be0-93c2-e2009c327b40,18,,"[42.2, 74.3]",3869254,0,,,,-1.1562895,,Right Foot,,,"[68.6, 14.3]",,High Pass,,65.5512,,,João Félix Sequeira,12041.0,,True,,,,1,Regular Play,José Diogo Dalot Teixeira,16028.0,Right Back,3,Portugal,780,['ad28e423-279e-4dbd-8ac1-7ff8aa2e205d'],14,,,,,,,,,,,,,,,,,,Portugal,780,00:00:14.580,Pass,
,,,,,,,,,,,,,1.356288,,,,,,,,,,,2ad90100-e676-4fe4-a1f5-cd99e5e5fa60,20,,"[68.7, 14.3]",3869254,0,,,,1.4735432,,Right Foot,,,"[69.5, 22.5]",,High Pass,,8.238932,,,Bernardo Mota Veiga de Carvalho e Silva,3193.0,,,,,,1,Regular Play,João Félix Sequeira,12041.0,Left Wing,3,Portugal,780,['70be5176-fe8c-427b-8d35-75f4cc525c34'],18,,,,,,,,,,,,,,,,,,Portugal,780,00:00:18.181,Pass,
,,,,,,,,,,,,,1.230916,,,,,,,,,,,3cb42a67-a7a0-4bb7-b4ab-bbc4ee063002,23,,"[69.5, 22.2]",3869254,0,,,,-1.6287025,,Left Foot,,,"[69.1, 15.3]",,Low Pass,,6.9115844,,,João Félix Sequeira,12041.0,,,,,,1,Regular Play,Bernardo Mota Veiga de Carvalho e Silva,3193.0,Right Center Midfield,3,Portugal,780,['e8712b50-df76-4c0a-b130-641f22130576'],19,,,,,,,,,,,,,,,,,,Portugal,780,00:00:19.559,Pass,
,,,,,,,,,,,,,2.184084,,,,,,,,,,,57d3e77e-5eed-4d58-b850-79394881f407,26,,"[69.4, 15.6]",3869254,0,,,,2.967216,,Right Foot,,,"[50.1, 19.0]",,Ground Pass,,19.597193,,,Otávio Edmilson da Silva Monteiro,11184.0,,,,,,1,Regular Play,João Félix Sequeira,12041.0,Left Wing,3,Portugal,780,['eef37289-5d11-4d91-89b7-8227fee234cb'],21,,,,,,,,,,,,,,,,,,Portugal,780,00:00:21.476,Pass,
,,,,,,,,,,,,,2.540823,,,,,,,,,,,4de95201-ab93-48a6-88a9-40cc19186712,29,,"[47.0, 13.5]",3869254,0,,,,2.8783178,,Right Foot,,,"[21.4, 20.4]",,Ground Pass,,26.513582,,,Rúben Santos Gato Alves Dias,5206.0,,,,,,1,Regular Play,Otávio Edmilson da Silva Monteiro,11184.0,Left Center Midfield,3,Portugal,780,['673f47cd-5635-489f-af39-ec35a689f9eb'],24,,,,,,,,,,,,,,,,,,Portugal,780,00:00:24.164,Pass,
,,,,,,,,,,,,,2.236262,,,,,,,,,,,1ca525fa-11fe-4205-aa92-83d8552db570,32,,"[19.7, 23.7]",3869254,0,,,,1.4298923,,Right Foot,,,"[23.7, 51.9]",,Ground Pass,,28.482275,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,1,Regular Play,Rúben Santos Gato Alves Dias,5206.0,Left Center Back,3,Portugal,780,['44585668-c4a6-4b1f-9edc-376a28dc2976'],27,,,,,,,,,,,,,,,,,,Portugal,780,00:00:27.170,Pass,
,,,,,,,,,,,,,1.729369,,,,,,,,,,,c5ace144-2fa7-4132-859d-61150c81b46a,35,,"[24.3, 53.6]",3869254,0,,,,-1.6059381,,Right Foot,,,"[23.4, 28.0]",,Ground Pass,,25.615816,,,Rúben Santos Gato Alves Dias,5206.0,,,,,,1,Regular Play,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,3,Portugal,780,['f69164c4-5eae-4a62-866a-faf9f41dd836'],30,,,,,,,,,,,,,,,,,,Portugal,780,00:00:30.146,Pass,
,,,,,,,,,,,,,2.042353,,,,,,,,,,,4ab4c59f-6708-45b7-bc23-1709da373fad,38,,"[24.4, 27.2]",3869254,0,,,,2.5219202,,Right Foot,,,"[8.0, 38.9]",,Ground Pass,,20.14572,,,Diogo Meireles Costa,32975.0,,,,,,1,Regular Play,Rúben Santos Gato Alves Dias,5206.0,Left Center Back,3,Portugal,780,['974a73c7-fb16-4598-bff2-f4e20171cf49'],33,,,,,,,,,,,,,,,,,,Portugal,780,00:00:33.277,Pass,
,,,,,,,,,,,,,1.282807,,,,,,,,,,,0b4ee925-ff1e-4e2c-aa1c-73e59a47c712,41,,"[8.0, 38.9]",3869254,0,,,,1.3713558,,Left Foot,,,"[11.8, 57.7]",,Ground Pass,,19.180199,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,1,Regular Play,Diogo Meireles Costa,32975.0,Goalkeeper,3,Portugal,780,['a54edcc0-e531-463b-93f1-6019f7c0fbf9'],36,,,,,,,,,,,,,,,,,,Portugal,780,00:00:36.440,Pass,
,,,,,,,,,,,,,1.928016,,,,,,,,,,,08336e76-3847-4225-ab1a-9955904fe868,44,,"[14.0, 58.2]",3869254,0,,,,-2.2786803,,Right Foot,,,"[4.5, 47.1]",,Ground Pass,,14.6102705,,,Diogo Meireles Costa,32975.0,,,,,,1,Regular Play,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,3,Portugal,780,['28770d52-8626-4edb-bad3-84996417bf82'],40,,,,,,,,,,,,,,,,,,Portugal,780,00:00:40.886,Pass,
,,,,,,,,,,,,,4.144324,,,,,,,,,,,14077ecf-99d6-4b5d-9ed3-4da64f75a800,47,,"[5.2, 45.8]",3869254,0,,,,-0.26332808,,Right Foot,,,"[80.5, 25.5]",,High Pass,,77.988335,Incomplete,,Gonçalo Matias Ramos,38803.0,,,,,,1,Regular Play,Diogo Meireles Costa,32975.0,Goalkeeper,3,Portugal,780,"['0c1dd981-395c-493e-a107-36cb9c6a9e9c', '4297ef88-de33-43f1-9742-bcb775493890']",45,,,,,,,,,,,,,,,,,,Portugal,780,00:00:45.459,Pass,
,,,,,,,,,,,,,2.203065,,,,,,,,,,,0c1dd981-395c-493e-a107-36cb9c6a9e9c,49,,"[39.6, 54.6]",3869254,0,,,True,0.06340695,,,,,"[64.8, 56.2]",,High Pass,,25.250742,Incomplete,,,,,,,,Recovery,1,Regular Play,Manuel Obafemi Akanji,5549.0,Right Center Back,3,Portugal,780,"['14077ecf-99d6-4b5d-9ed3-4da64f75a800', 'a4238375-5306-4fa7-934b-a7c55f3e1eb7', 'a7a0b411-51a7-4fbb-aea8-2f80b444d845']",49,,,,,,,,,,,,,,,,,,Switzerland,773,00:00:49.604,Pass,True
,,,,,,,,,,,,,1.532505,,,,,,,,,,,a7a0b411-51a7-4fbb-aea8-2f80b444d845,51,,"[55.3, 23.9]",3869254,0,,,,-1.4808755,,Head,,,"[56.4, 11.7]",,Low Pass,,12.24949,,,Raphaël Adelino José Guerreiro,5209.0,,,,,Recovery,1,Regular Play,Bernardo Mota Veiga de Carvalho e Silva,3193.0,Right Center Midfield,3,Portugal,780,"['0c1dd981-395c-493e-a107-36cb9c6a9e9c', 'e2d9a105-f5fd-486c-be95-aa48db7576e7']",51,,,,,,,,,,,,,,,,,,Portugal,780,00:00:51.807,Pass,
,,,,,,,,,,,,,1.925677,,,,,,,,,,,c0b20783-e4f4-4940-aeee-1aa5ac99311c,53,,"[55.3, 7.9]",3869254,0,,,,0.08975817,,Left Foot,,,"[65.3, 8.8]",,High Pass,,10.040419,,,João Félix Sequeira,12041.0,,,,,,1,Regular Play,Raphaël Adelino José Guerreiro,5209.0,Left Back,3,Portugal,780,['accc292a-6218-422a-892b-761d30a73f01'],53,,,,,,,,,,,,,,,,,,Portugal,780,00:00:53.339,Pass,
,,,,,,,,,,,,,1.479311,,,,,,,,,,,144dc88d-419d-4dc3-adfd-882abcc1e32e,59,,"[49.6, 80.0]",3869254,1,,,,-0.6399361,,,,,"[67.6, 66.6]",,High Pass,,22.440142,,,Breel-Donald Embolo,5545.0,,,,,Throw-in,1,From Throw In,Edimilson Fernandes,3913.0,Right Wing Back,4,Switzerland,773,['8bb65173-aa59-41d0-b5db-8cf983776d3c'],18,,,,,,,,,,,,,,,,,,Switzerland,773,00:01:18.959,Pass,
,,,,,,,,,,,,,1.740606,,,,,,,,,,,56c50206-f8a1-4e34-bfda-e3346836091e,63,,"[65.0, 67.6]",3869254,1,,,,-2.3239477,,Right Foot,,,"[51.5, 53.2]",,Low Pass,,19.73854,Incomplete,,Granit Xhaka,3500.0,,,,,,1,From Throw In,Breel-Donald Embolo,5545.0,Right Center Forward,4,Switzerland,773,"['99782dd9-3631-4c44-95dd-21ca9ce01b16', 'a7ef2555-61a8-4b6f-b9bb-f955217f05d6', 'd4c899cb-084b-4140-a95e-f8cb81f14170']",21,,,,,,,,,,,,,,,,,,Switzerland,773,00:01:21.436,Pass,True
,,,,,,,,,,,,,1.262856,,,,,,,,,,,0953b280-53eb-463a-bfa2-f208a8d2fb6d,67,,"[69.5, 26.8]",3869254,1,,,,-0.5977584,,Right Foot,,,"[78.9, 20.4]",,Ground Pass,,11.371895,,,Bernardo Mota Veiga de Carvalho e Silva,3193.0,,,,,,1,Regular Play,Bruno Miguel Borges Fernandes,5204.0,Right Wing,5,Portugal,780,['84dab201-5ccc-4926-bc4c-cb9356b95a69'],24,,,,,,,,,,,,,,,,,,Portugal,780,00:01:24.722,Pass,
,,,,,,,,,,,,,1.05041,,,,,,,,,,,467028e8-1a07-4f35-8454-d9ae3c4e4494,71,,"[97.6, 11.2]",3869254,1,,,,-2.3641944,,Left Foot,,,"[91.3, 5.0]",,Ground Pass,,8.839118,,,Raphaël Adelino José Guerreiro,5209.0,,,,,,1,Regular Play,Bernardo Mota Veiga de Carvalho e Silva,3193.0,Right Center Midfield,5,Portugal,780,['89ab98e6-449d-4a96-833c-c7f4974bc535'],30,,,,,,,,,,,,,,,,,,Portugal,780,00:01:30.972,Pass,
,,,,,,,,,,,,,0.645201,,,,,,,,,,,eb56cbcd-abd1-45d0-aa48-e8ae17ddecc2,74,,"[92.3, 6.6]",3869254,1,,,,0.7180157,,Left Foot,,,"[101.0, 14.2]",,Ground Pass,,11.552056,,,Bruno Miguel Borges Fernandes,5204.0,,,,,,1,Regular Play,Raphaël Adelino José Guerreiro,5209.0,Left Back,5,Portugal,780,['3acd7181-6500-446c-9dc0-0e01f36e8ece'],33,,,,,,,,,,,,,,,,,,Portugal,780,00:01:33.146,Pass,
,,,,,,,,,,,,,0.967871,,,,,,,,,,,0db70c8a-fb21-4844-a352-7946443dbca2,77,,"[107.2, 10.7]",3869254,1,,,,-3.1140134,,Right Foot,,,"[92.7, 10.3]",,Ground Pass,,14.505516,,,Otávio Edmilson da Silva Monteiro,11184.0,,,,,,1,Regular Play,Bruno Miguel Borges Fernandes,5204.0,Right Wing,5,Portugal,780,['9b0f1d41-c796-4f24-b8e5-a6d3f63b4bd1'],36,,,,,,,,,,,,,,,,,,Portugal,780,00:01:36.024,Pass,
,,,,,,,,,,,,,2.617527,,,,,,,,,,,a79d17c5-e500-4c19-883b-7e578b089a97,80,,"[93.9, 10.5]",3869254,1,,,,2.0703208,,Right Foot,,,"[72.4, 49.9]",,Low Pass,,44.884407,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,1,Regular Play,Otávio Edmilson da Silva Monteiro,11184.0,Left Center Midfield,5,Portugal,780,['e80a1f3c-957c-4a81-b56b-1ef69bc85054'],38,,,,,,,,,,,,,,,,,,Portugal,780,00:01:38.707,Pass,
,,,,,,,,,,,,,0.853258,,,,,,,,,,,9905d633-cd40-4485-98f7-30492c41bde3,83,,"[78.4, 58.8]",3869254,1,,,,-2.1324198,,Right Foot,,,"[72.8, 49.9]",,Ground Pass,,10.515227,,,William Silva de Carvalho,5214.0,,,,,,1,Regular Play,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,5,Portugal,780,['6fb9ed29-7300-4e98-b3f7-d669e73fb926'],44,,,,,,,,,,,,,,,,,,Portugal,780,00:01:44.456,Pass,
,,,,,,,,,,,,,1.303485,,,,,,,,,,,67b3821d-ced6-4b3e-8bcd-c387337fc83b,86,,"[68.6, 49.1]",3869254,1,,,,1.8125492,,Right Foot,,,"[65.0, 63.7]",,Ground Pass,,15.037287,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,1,Regular Play,William Silva de Carvalho,5214.0,Center Defensive Midfield,5,Portugal,780,['363cd6c1-0029-423e-8db5-ca206e4ed553'],47,,,,,,,,,,,,,,,,,,Portugal,780,00:01:47.208,Pass,
,,,,,,,,,,,,,3.395942,,,,,,,,,,,bd601804-4f6c-4935-847f-ffee731ce7b4,89,,"[68.7, 66.6]",3869254,1,,,,-1.0290765,,Right Foot,,,"[102.7, 10.1]",,High Pass,,65.94126,,,Raphaël Adelino José Guerreiro,5209.0,,True,,,,1,Regular Play,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,5,Portugal,780,['88b0bb1a-c6ef-43d2-9082-a49da77ec7cb'],49,,,,,,,,,,,,,,,,,,Portugal,780,00:01:49.749,Pass,
,,,,,,,,,,,,,1.380002,,,,,,,,,,,7f1727b8-56b8-40fb-bfc6-3a67042636ca,91,,"[102.7, 10.1]",3869254,1,,,,2.3752398,,Left Foot,,,"[92.0, 20.4]",,Ground Pass,,14.851936,,,João Félix Sequeira,12041.0,,,,,,1,Regular Play,Raphaël Adelino José Guerreiro,5209.0,Left Back,5,Portugal,780,['b54bffe0-dcd9-46be-ab65-bd9f2e6b6fdc'],53,,,,,,,,,,,,,,,,,,Portugal,780,00:01:53.145,Pass,
,,,,,,,,,,,,,0.887829,,,,,,,,,,,fc4a84bc-003d-4243-8a9c-a6b6ff1863a9,94,,"[92.1, 21.3]",3869254,1,,,,1.096945,,Right Foot,,,"[104.1, 44.7]",,Ground Pass,,26.29753,,,Bruno Miguel Borges Fernandes,5204.0,,,,,,1,Regular Play,João Félix Sequeira,12041.0,Left Wing,5,Portugal,780,['c86853a3-9384-4428-977d-610d8cbec360'],55,,,,,,,,,,,,,,,,,,Portugal,780,00:01:55.968,Pass,
,,,,,,,,,,,,,1.095301,,,,,,,,,,,db5207bc-0f97-4dca-bc31-b08d500b0545,99,,"[52.0, 0.1]",3869254,2,True,,,2.479745,,,,,"[34.8, 13.5]",,Low Pass,,21.803669,,,Rúben Santos Gato Alves Dias,5206.0,,,,,Throw-in,1,From Throw In,Raphaël Adelino José Guerreiro,5209.0,Left Back,6,Portugal,780,['3213dd91-6928-467f-b226-124e86392954'],9,,,,,,,,,,,,,,,,,,Portugal,780,00:02:09.356,Pass,
,,,,,,,,,,,,,2.390622,,,,,,,,,,,23261c8b-af27-44a0-9f93-e179813f4d20,101,,"[37.1, 14.2]",3869254,2,,,,1.5104669,,Right Foot,,,"[38.9, 44.0]",,Ground Pass,,29.854313,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,1,From Throw In,Rúben Santos Gato Alves Dias,5206.0,Left Center Back,6,Portugal,780,['cc0633d8-9272-47e6-a5e4-e44b22fed0c7'],11,,,,,,,,,,,,,,,,,,Portugal,780,00:02:11.195,Pass,
,,,,,,,,,,,,,2.294797,,,,,,,,,,,bd5dc93f-7827-427b-97e4-03a38490558d,104,,"[44.4, 53.6]",3869254,2,,,,0.0731888,,Right Foot,,,"[93.5, 57.2]",,High Pass,,49.2318,Pass Offside,,Gonçalo Matias Ramos,38803.0,,,Through Ball,True,,1,From Throw In,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,6,Portugal,780,['1fb29dd2-7d29-443b-8f9a-d133472e3855'],15,,,,,,,,,,,,,,,,,,Portugal,780,00:02:15.698,Pass,
,,,,,,,,,,,,,2.519848,,,,,,,,,,,2cd30043-eff5-400d-893c-cd286a81624a,106,,"[26.4, 22.9]",3869254,2,True,,,-0.023767315,,Right Foot,,,"[89.5, 21.4]",,High Pass,,63.117825,Incomplete,,Xherdan Shaqiri,3533.0,,,,,Free Kick,1,From Free Kick,Fabian Lukas Schär,5537.0,Center Back,7,Switzerland,773,"['5393f752-5f51-4f5d-acb8-e04c6d374f4a', '72ad8f42-0bdb-4d3f-88ea-c97276eb2ada']",40,,,,,,,,,,,,,,,,,,Switzerland,773,00:02:40.791,Pass,
,,,,,,,,,,,,,1.188145,,,,,,,,,,,72ad8f42-0bdb-4d3f-88ea-c97276eb2ada,108,,"[30.6, 58.7]",3869254,2,,,,0.082570456,,Head,,,"[45.1, 59.9]",,Low Pass,,14.54957,,,William Silva de Carvalho,5214.0,,,,,Interception,1,Regular Play,José Diogo Dalot Teixeira,16028.0,Right Back,8,Portugal,780,"['2cd30043-eff5-400d-893c-cd286a81624a', '8f1a0293-7d77-4b86-85cb-bd27f92d6947']",43,,,,,,,,,,,,,,,,,,Portugal,780,00:02:43.311,Pass,
,,,,,,,,,,,,,0.976966,,,,,,,,,,,0cfe1fff-fa29-4fe9-80df-82855b75d773,111,,"[42.2, 57.7]",3869254,2,,,,-2.7750173,,Right Foot,,,"[31.0, 53.4]",,Ground Pass,,11.997083,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,1,Regular Play,William Silva de Carvalho,5214.0,Center Defensive Midfield,8,Portugal,780,['77036120-3364-4627-a05d-0989e6cf1f9e'],44,,,,,,,,,,,,,,,,,,Portugal,780,00:02:44.499,Pass,
,,,,,,,,,,,,,2.033766,,,,,,,,,,,f8a63108-009c-4515-a28e-f1f2221691fd,114,,"[31.0, 53.4]",3869254,2,,,,-0.49394137,,Right Foot,,,"[63.5, 35.9]",,Low Pass,,36.912056,Incomplete,,João Félix Sequeira,12041.0,,,,,,1,Regular Play,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,8,Portugal,780,"['0897ed67-e06a-44cf-84e5-fd7b92eda33e', '2d1d4ae4-911c-44fb-8322-7ff5fb55eef0']",45,,,,,,,,,,,,,,,,,,Portugal,780,00:02:45.593,Pass,
,,,,,,,,,,,,,1.181077,,,,,,,,,,,bc29a23d-527f-4874-9067-68fb7b2cf95d,118,,"[55.1, 42.6]",3869254,2,,,,1.6635526,,Right Foot,,,"[53.5, 59.8]",,Ground Pass,,17.274258,,,Edimilson Fernandes,3913.0,,,,,,1,Regular Play,Manuel Obafemi Akanji,5549.0,Right Center Back,8,Portugal,780,['b5cd52de-5370-423e-be63-b587c989ef3b'],49,,,,,,,,,,,,,,,,,,Switzerland,773,00:02:49.188,Pass,
,,,,,,,,,,,,,3.860558,,,,,,,,,,,e58391f6-3082-4b50-ac03-ac77d59141a4,121,,"[54.4, 64.5]",3869254,2,,,,0.29776525,,Right Foot,,,"[102.3, 79.2]",,Ground Pass,,50.10489,Out,,Breel-Donald Embolo,5545.0,,,,,,1,Regular Play,Edimilson Fernandes,3913.0,Right Wing Back,8,Portugal,780,['2e080b87-b98b-4476-8ba2-3885c2f9e0c3'],51,,,,,,,,,,,,,,,,,,Switzerland,773,00:02:51.516,Pass,
,,,,,,,,,,,,,1.373304,,,,,,,,,,,93c3f547-55ac-4813-a756-35d203eb5f12,125,,"[19.3, 0.1]",3869254,3,,,,0.29692495,,,,,"[32.7, 4.2]",,Low Pass,,14.013208,,,João Félix Sequeira,12041.0,,,,,Throw-in,1,From Throw In,Raphaël Adelino José Guerreiro,5209.0,Left Back,9,Portugal,780,['e5e57f2d-7fa9-4de5-b04f-5166c3fc46ce'],42,,,,,,,,,,,,,,,,,,Portugal,780,00:03:42.686,Pass,
