50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.739139,,,,,,,,,,,,,60edf9b0-6ef6-4b3a-913c-25cbe298715e,18,,,"[20.8, 79.2]",3857263,0,,,,,0.060992956,,Right Foot,,,,"[33.9, 80.0]",,Ground Pass,,13.124405,,Out,,,,,,,,,1,From Kick Off,Niklas Süle,6322.0,Right Center Back,2,Spain,772,,12,,,,,,,,,,,,,,,,,Germany,770,00:00:12.632,Pass,
,,,,,,,,,,,,,,,,,,0.840958,,,,,,,,,,,,,302102e9-e6ea-4713-9d4e-4079358dceea,19,,,"[90.7, 0.1]",3857263,0,,,,,0.45660546,,,,,,"[96.4, 2.9]",,Low Pass,,6.3505907,,,,Ferrán Torres García,6748.0,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,3,Spain,772,['39433bc5-2c0e-4c6a-83ed-e5e444fbcafb'],30,,,,,,,,,,,,,,,,,Spain,772,00:00:30.238,Pass,
,,,,,,,,,,,,,,,,,,0.712315,,,,,,,,,,,,,aa7e8df8-891d-46d5-b97c-51785878672e,22,,,"[95.8, 2.7]",3857263,0,,,,,-2.9375746,,Right Foot,,,,"[90.0, 1.5]",,Ground Pass,,5.9228373,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Ferrán Torres García,6748.0,Right Wing,3,Spain,772,"['93dc579b-d473-4213-b833-c9795d2545c5', 'a53b8729-092b-4bbf-9176-4c5835b04958']",31,,,,,,,,,,,,,,,,,Spain,772,00:00:31.079,Pass,True
,,,,,,,,,,,,,,,,,,0.472661,,,,,,,,,,,,,cba3e242-6e44-43e5-bc17-0cd373816fb5,24,,,"[90.0, 1.5]",3857263,0,,,,,0.017239671,,Right Foot,,,,"[95.8, 1.6]",,Ground Pass,,5.800862,,,,Ferrán Torres García,6748.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,3,Spain,772,['6d3d9313-03b5-487c-956d-0777f2b81457'],31,,,,,,,,,,,,,,,,,Spain,772,00:00:31.791,Pass,
,,,,,,,,,,,,,,,,,,1.274986,,,,,,,,,,,,,dcc0596d-0ca5-48c5-a9fd-b7c222f35a06,30,,,"[75.0, 5.0]",3857263,0,,,,True,0.89750886,,,,,,"[88.4, 21.8]",,High Pass,,21.489532,,Incomplete,,,,,,,,Recovery,1,From Throw In,Aymeric Laporte,4353.0,Left Center Back,3,Spain,772,"['3a46e698-01a2-463c-b504-2be6b4101553', 'd456ed32-03bd-4f0f-b865-d536768020b6']",37,,,,,,,,,,,,,,,,,Spain,772,00:00:37.242,Pass,True
,,,,,,,,,,,,,,,,,,1.093405,,,,,,,,,,,,,d456ed32-03bd-4f0f-b865-d536768020b6,32,,,"[31.7, 58.3]",3857263,0,,,,,-0.36717382,,Head,,,,"[47.3, 52.3]",,Low Pass,,16.714066,,,,İlkay Gündoğan,10287.0,,,,,Recovery,1,From Throw In,Leon Goretzka,6324.0,Left Defensive Midfield,3,Spain,772,"['96bdd446-17b4-4fab-b68f-99803d88b581', 'dcc0596d-0ca5-48c5-a9fd-b7c222f35a06']",38,,,,,,,,,,,,,,,,,Germany,770,00:00:38.517,Pass,
,,,,,,,,,,,,,,,,,,4.923046,,,,,,,,,,,,,26a53d26-8567-49c1-ab3d-be1839fa75f2,35,,,"[57.2, 39.5]",3857263,0,,,,,2.928861,,Head,,,,"[19.7, 47.6]",,Low Pass,,38.364826,,,,Rodrigo Hernández Cascante,6765.0,,,,,Recovery,1,From Throw In,Daniel Carvajal Ramos,5721.0,Right Back,3,Spain,772,['2bd267b7-da5c-4794-a0ce-78582e75b573'],41,,,,,,,,,,,,,,,,,Spain,772,00:00:41.199,Pass,
,,,,,,,,,,,,,,,,,,1.196332,,,,,,,,,,,,,f9933eff-aeb0-41ce-bd92-d69878495417,38,,,"[26.8, 44.2]",3857263,0,,,,,-1.4842364,,Right Foot,,,,"[28.9, 20.0]",,Ground Pass,,24.290945,,,,Aymeric Laporte,4353.0,,,,,,1,From Throw In,Rodrigo Hernández Cascante,6765.0,Right Center Back,3,Spain,772,['febd4d74-0b25-46b5-8bc8-df8b54b0b544'],50,,,,,,,,,,,,,,,,,Spain,772,00:00:50.353,Pass,
,,,,,,,,,,,,,,,,,,0.914125,,,,,,,,,,,,,6001af09-077d-435f-9f3c-7557cd2a40d7,41,,,"[35.0, 20.8]",3857263,0,,,,,1.5020972,,Left Foot,,,,"[36.5, 42.6]",,Ground Pass,,21.851545,,,,Rodrigo Hernández Cascante,6765.0,,,,,,1,From Throw In,Aymeric Laporte,4353.0,Left Center Back,3,Spain,772,['f9c1ad1e-63e8-4464-9ded-d48d8f6e84d5'],55,,,,,,,,,,,,,,,,,Spain,772,00:00:55.627,Pass,
,,,,,,,,,,,,,,,,,,1.208622,,,,,,,,,,,,,218340eb-ab8c-4ead-accc-b8e5e96aa581,44,,,"[39.5, 44.9]",3857263,0,,,,,1.3370532,,Right Foot,,,,"[46.0, 72.2]",,Ground Pass,,28.063143,,,,Daniel Carvajal Ramos,5721.0,,,,,,1,From Throw In,Rodrigo Hernández Cascante,6765.0,Right Center Back,3,Spain,772,['149061a5-dcf0-4597-9f28-6c94cce382b1'],58,,,,,,,,,,,,,,,,,Spain,772,00:00:58.194,Pass,
,,,,,,,,,,,,,,,,,,1.018685,,,,,,,,,,,,,1d284c11-2905-43ff-b85e-0e6481403fa5,48,,,"[44.5, 69.2]",3857263,1,,,,,-2.4319115,,Right Foot,,,,"[28.9, 55.8]",,Ground Pass,,20.56502,,,,Rodrigo Hernández Cascante,6765.0,,,,,,1,From Throw In,Daniel Carvajal Ramos,5721.0,Right Back,3,Spain,772,"['20e69239-6a05-4eab-aa92-30772bee355a', '2449fb41-2cf4-4df6-8465-84c711eea407']",0,,,,,,,,,,,,,,,,,Spain,772,00:01:00.406,Pass,True
,,,,,,,,,,,,,,,,,,1.740331,,,,,,,,,,,,,d3008d5a-bd37-4356-93fc-4bbfc03a4d7b,51,,,"[31.3, 44.2]",3857263,1,,,,,-1.3805333,,Right Foot,,,,"[39.1, 3.7]",,Ground Pass,,41.244274,,,,Jordi Alba Ramos,5211.0,,True,,,,1,From Throw In,Rodrigo Hernández Cascante,6765.0,Right Center Back,3,Spain,772,['a4e1ba4a-44c5-49cd-b8c4-4edaa917e390'],4,,,,,,,,,,,,,,,,,Spain,772,00:01:04.416,Pass,
,,,,,,,,,,,,,,,,,,1.440955,,,,,,,,,,,,,eeb1d47d-1ef7-4a41-85a4-0b62e6299443,54,,,"[41.5, 3.7]",3857263,1,,,,,-0.12735574,,Left Foot,,,,"[57.9, 1.6]",,Ground Pass,,16.533905,,,,Ferrán Torres García,6748.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,3,Spain,772,['2f9263d6-b01a-4db4-ad15-b268d7304dfa'],7,,,,,,,,,,,,,,,,,Spain,772,00:01:07.813,Pass,
,,,,,,,,,,,,,,,,,,0.777819,,,,,,,,,,,,,d725623e-7ddf-48bd-a07c-247f3ffb3c48,58,,,"[54.2, 2.4]",3857263,1,,,,,1.8222405,,Right Foot,,,,"[51.4, 13.3]",,Ground Pass,,11.253888,,,,Pedro González López,30486.0,,,,,,1,From Throw In,Ferrán Torres García,6748.0,Right Wing,3,Spain,772,"['8d0965f7-e957-45bd-9b72-6b8efbb83240', 'dfa51263-9353-47dc-9184-22c1a92f8512']",9,,,,,,,,,,,,,,,,,Spain,772,00:01:09.840,Pass,True
,,,,,,,,,,,,,,,,,,1.893674,,,,,,,,,,,,,ee751ce3-4f3c-4f84-82b7-33a1e6f54d35,60,,,"[51.4, 13.3]",3857263,1,,,,,2.9489894,,Right Foot,,,,"[27.3, 18.0]",,Ground Pass,,24.554022,,,,Aymeric Laporte,4353.0,,,,,,1,From Throw In,Pedro González López,30486.0,Left Center Midfield,3,Spain,772,['1bd21c8d-0602-4072-9375-8643a42bef5a'],10,,,,,,,,,,,,,,,,,Spain,772,00:01:10.618,Pass,
,,,,,,,,,,,,,,,,,,2.316378,,,,,,,,,,,,,460201db-13f6-4e41-9014-e04fb7cf40fa,64,,,"[26.6, 18.8]",3857263,1,,,,,-0.6843734,,Right Foot,,,,"[46.7, 2.4]",,High Pass,,25.941666,,,,Ferrán Torres García,6748.0,,,,,,1,From Throw In,Aymeric Laporte,4353.0,Left Center Back,3,Spain,772,"['e700172d-dbef-414a-9b0e-2f5ccb0e1c38', 'fa4dc1ff-6b5a-4746-8258-a1d77109dfb0']",12,,,,,,,,,,,,,,,,,Spain,772,00:01:12.740,Pass,True
,,,,,,,,,,,,,,,,,,1.413997,,,,,,,,,,,,,16eff87b-1ad3-4409-a5fc-54b849b76d20,69,,,"[42.8, 3.2]",3857263,1,,,,,-2.863293,,Right Foot,,,,"[33.7, 0.6]",,Ground Pass,,9.464143,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Ferrán Torres García,6748.0,Right Wing,3,Spain,772,"['4e2c9da2-770c-430b-a9da-70a6c4e4516b', '8c039664-85e4-4e7c-b72b-3102574a9b53', 'c855e098-5dd7-44eb-8091-e0cd574e94cb']",16,,,,,,,,,,,,,,,,,Spain,772,00:01:16.133,Pass,True
,,,,,,,,,,,,,,,,,,0.712537,,,,,,,,,,,,,b64df299-4847-4297-8012-1138e64eda91,72,,,"[33.7, 0.6]",3857263,1,,,,,1.1752251,,Left Foot,,,,"[37.5, 9.7]",,Ground Pass,,9.861542,,,,Ferrán Torres García,6748.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,3,Spain,772,['1148840d-0e73-4dbd-ba71-610990cc6925'],17,,,,,,,,,,,,,,,,,Spain,772,00:01:17.754,Pass,
,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,e597d53b-9bb8-4ba8-b5d0-cf9f9b6583a1,84,,,"[69.7, 80.0]",3857263,1,,True,,,-3.0567453,,,,,,"[30.9, 76.7]",,Low Pass,,38.940083,,,,Niklas Süle,6322.0,,,,,Throw-in,1,From Throw In,Thilo Kehrer,8511.0,Right Back,5,Germany,770,['e709d415-9600-402a-93ae-bbaeef46ddec'],30,,,,,,,,,,,,,,,,,Germany,770,00:01:30.347,Pass,
,,,,,,,,,,,,,,,,,,1.507888,,,,,,,,,,,,,5fb0587d-6137-46ee-a1f3-b2edcc9e7936,86,,,"[16.2, 75.9]",3857263,1,,True,,,-1.9179344,,Right Foot,,,,"[7.3, 51.3]",,Ground Pass,,26.160467,,,,Manuel Neuer,5570.0,,,,,,1,From Throw In,Niklas Süle,6322.0,Right Center Back,5,Germany,770,['e27205f3-6b43-4021-922d-12e4af4e2117'],36,,,,,,,,,,,,,,,,,Germany,770,00:01:36.039,Pass,
,,,,,,,,,,,,,,,,,,1.351461,,,,,,,,,,,,,89f11e86-48ff-49bf-8a3e-0cf62ee7f947,88,,,"[8.6, 45.7]",3857263,1,,,,,-1.4866581,,Right Foot,,,,"[10.7, 20.8]",,Ground Pass,,24.988398,,,,Antonio Rüdiger,3167.0,,,,,,1,From Throw In,Manuel Neuer,5570.0,Goalkeeper,5,Germany,770,['bb514ed5-38b8-4c0a-ab16-d0d01bc7c4b6'],39,,,,,,,,,,,,,,,,,Germany,770,00:01:39.203,Pass,
,,,,,,,,,,,,,,,,,,0.996929,,,,,,,,,,,,,f63738a4-c077-453b-9ab8-50ae4eb18703,91,,,"[11.3, 15.3]",3857263,1,,,,,-1.1071488,,Right Foot,,,,"[17.1, 3.7]",,Ground Pass,,12.969194,,,,David Raum,12034.0,,,,,,1,From Throw In,Antonio Rüdiger,3167.0,Left Center Back,5,Germany,770,['79955ad8-205f-49bd-a0aa-431500dd93b8'],41,,,,,,,,,,,,,,,,,Germany,770,00:01:41.662,Pass,
,,,,,,,,,,,,,,,,,,1.149432,,,,,,,,,,,,,78a4e111-9217-42ae-b273-8e3de4429bb0,94,,,"[14.5, 4.7]",3857263,1,,,,,0.85425466,,Left Foot,,,,"[25.3, 17.1]",,Ground Pass,,16.443844,,,,Jamal Musiala,39565.0,,,,,,1,From Throw In,David Raum,12034.0,Left Back,5,Germany,770,['43c0efb2-6b28-487b-beb1-512170b5bfc9'],44,,,,,,,,,,,,,,,,,Germany,770,00:01:44.209,Pass,
,,,,,,,,,,,,,,,,,,0.255945,,,,,,,,,,,,,2fd8134c-0575-4ead-af9f-70586de5f51a,98,,,"[19.5, 22.2]",3857263,1,,,,,-1.5707964,,Right Foot,,,,"[19.5, 15.6]",,Low Pass,,6.6,,Unknown,,,,,,,,,1,From Throw In,Jamal Musiala,39565.0,Left Wing,5,Germany,770,['ea176ea0-432c-4aa1-abcd-976a0fde2ef0'],47,,,,,,,,,,,,,,,,,Germany,770,00:01:47.788,Pass,True
,,,,,,,,,,,,,,,,,,4.574317,,,,,,,,,,,,,f028004d-08dd-4a12-b870-e883280986c8,100,,,"[19.5, 15.6]",3857263,2,,True,,,0.45615545,,Right Foot,,,,"[110.6, 60.3]",,High Pass,,101.47562,,Incomplete,,,,,True,,,Free Kick,1,From Free Kick,Manuel Neuer,5570.0,Goalkeeper,6,Germany,770,['7b0735fe-5c47-4210-83f2-42d6f21a2282'],5,,,,,,,,,,,,,,,,,Germany,770,00:02:05.409,Pass,
,,,,,,,,,,,,,,,,,,1.207231,,,,,,,,,,,,,61443929-da1d-456a-b513-110447f0bf56,104,,,"[109.9, 80.0]",3857263,2,,,,,-1.4977558,,,,,,"[111.4, 59.5]",,High Pass,,20.554804,,Incomplete,,Thomas Müller,5562.0,,,,,Throw-in,1,From Throw In,Thilo Kehrer,8511.0,Right Back,8,Germany,770,"['eeb6480b-483f-43e4-ba8d-2c0618b7237e', 'ffa5b245-27a1-4c8f-9abd-310700b6ca2c']",34,,,,,,,,,,,,,,,,,Germany,770,00:02:34.277,Pass,
,,,,,,,,,,,,,,,,,,1.760108,,,,,,,,,,,,,ced31fe8-1ba2-4108-923a-4c7f6b93957a,107,,,"[7.0, 31.3]",3857263,2,,,,,-0.7669501,,Head,,,,"[20.8, 18.0]",,High Pass,,19.165855,,,,Pedro González López,30486.0,,,,,Recovery,1,Regular Play,Rodrigo Hernández Cascante,6765.0,Right Center Back,9,Spain,772,['5aa7b9b7-0ee3-4318-ae89-b77846b0a76a'],36,,,,,,,,,,,,,,,,,Spain,772,00:02:36.072,Pass,
,,,,,,,,,,,,,,,,,,0.854834,,,,,,,,,,,,,fc7fd84c-1955-494e-b3d5-02e481fced5d,111,,,"[22.4, 18.8]",3857263,2,,,,,-0.018346565,,Right Foot,,,,"[33.3, 18.6]",,Ground Pass,,10.9018345,,,,Daniel Olmo Carvajal,16532.0,,,,,,1,Regular Play,Pedro González López,30486.0,Left Center Midfield,9,Spain,772,"['424f85d8-5e63-46fa-b67f-915267f10fff', '5ba41628-a316-43bd-b210-2c336ed67247']",38,,,,,,,,,,,,,,,,,Spain,772,00:02:38.603,Pass,True
,,,,,,,,,,,,,,,,,,1.349154,,,,,,,,,,,,,bd95e5df-4e9a-43c1-aaeb-39a6a7c600d9,118,,,"[45.7, 7.4]",3857263,2,,True,,,1.784857,,Right Foot,,,,"[44.2, 14.3]",,Ground Pass,,7.0611615,,,,Aymeric Laporte,4353.0,,,,,Free Kick,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,10,Spain,772,['c4f199d0-85e3-4801-b124-29e74f22a36f'],59,,,,,,,,,,,,,,,,,Spain,772,00:02:59.918,Pass,
,,,,,,,,,,,,,,,,,,1.113553,,,,,,,,,,,,,986f45f1-b339-400c-b38e-2c2f5454d8f5,121,,,"[55.9, 18.6]",3857263,3,,,,,0.87055755,,Left Foot,,,,"[63.4, 27.5]",,Ground Pass,,11.638728,,Incomplete,,,,,,,,,1,From Free Kick,Aymeric Laporte,4353.0,Left Center Back,10,Spain,772,"['6f02cdd5-2ce0-4955-9d32-900f70fa38b0', 'c664f2ad-d7c2-4935-b657-a3d34fac5372']",1,,,,,,,,,,,,,,,,,Spain,772,00:03:01.874,Pass,True
,,,,,,,,,,,,,,,,,,4.200261,,,,,,,,,,,,,6f02cdd5-2ce0-4955-9d32-900f70fa38b0,122,,,"[56.7, 52.6]",3857263,3,,,,,0.2002703,,Left Foot,,,,"[103.5, 62.1]",,Ground Pass,,47.754475,,Incomplete,,Thomas Müller,5562.0,,,,,Recovery,1,From Free Kick,Leon Goretzka,6324.0,Left Defensive Midfield,10,Spain,772,"['0d561e1f-6068-461c-8821-0ddc0b639391', '9131472f-7c7a-40ab-9791-a9471ddbd2c8', '986f45f1-b339-400c-b38e-2c2f5454d8f5']",2,,,,,,,,,,,,,,,,,Germany,770,00:03:02.988,Pass,
,,,,,,,,,,,,,,,,,,2.094216,,,,,,,,,,,,,9131472f-7c7a-40ab-9791-a9471ddbd2c8,125,,,"[16.6, 18.0]",3857263,3,,,,,2.0673609,,Right Foot,,,,"[4.3, 40.7]",,Ground Pass,,25.81821,,,,Unai Simón Mendibil,11748.0,,,,,Interception,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,10,Spain,772,"['35435f6e-711e-419f-9aee-e537b5add6c1', '6f02cdd5-2ce0-4955-9d32-900f70fa38b0', 'a07187ee-57a0-4d22-9e58-606d006193c4']",7,,,,,,,,,,,,,,,,,Spain,772,00:03:07.188,Pass,True
,,,,,,,,,,,,,,,,,,1.293873,,,,,,,,,,,,,4075d750-9006-4c50-a1c0-c1a02322e07a,128,,,"[4.4, 46.2]",3857263,3,,,,,1.0881199,,Right Foot,,,,"[16.4, 69.1]",,Ground Pass,,25.853626,,,,Daniel Carvajal Ramos,5721.0,,,,,,1,From Free Kick,Unai Simón Mendibil,11748.0,Goalkeeper,10,Spain,772,['f1894f44-a7d9-4511-9ee4-8c7fcb09f150'],10,,,,,,,,,,,,,,,,,Spain,772,00:03:10.796,Pass,
