50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.938193,,,,,,,,,,,,,6611e085-3d79-4bda-81f4-46d1731f9ad6,2428,,,"[28.9, 63.1]",3857274,61,,,,,2.58764,,Right Foot,,,,"[19.2, 69.1]",,Ground Pass,,11.405701,,,,Jurriën David Norman Timber,21809.0,,,,,,2,From Goal Kick,Frenkie de Jong,8118.0,Left Defensive Midfield,115,Netherlands,941,"['14966c60-f6ff-4c12-8366-fe492275b2ce', 'f0cbefb7-3307-41b8-81bc-ededeeb021f1']",43,,,,,,,,,,,,,,,,,,Netherlands,941,00:16:43.633,Pass,True
,,,,,,,,,,,,,,,,2.181997,,,,,,,,,,,,,9d86b1a4-3c73-4a1e-8514-4cc084f19e6d,2431,,,"[19.2, 69.1]",3857274,61,,,,,-2.1878986,,Right Foot,,,,"[2.1, 45.0]",,Ground Pass,,29.550297,,,,Andries Noppert,8326.0,,,,,,2,From Goal Kick,Jurriën David Norman Timber,21809.0,Right Center Back,115,Netherlands,941,['d17a7108-4abd-409c-9f62-e9187eab0355'],46,,,,,,,,,,,,,,,,,,Netherlands,941,00:16:46.294,Pass,
,,,,,,,,,,,,,,,,1.534523,,,,,,,,,,,,,ab48fc70-4306-4acb-a9e6-8d69009e6bea,2434,,,"[2.9, 42.5]",3857274,61,,,,,-0.65417683,,Left Foot,,,,"[25.2, 25.4]",,Ground Pass,,28.1016,,,,Nathan Aké,3306.0,,,,,,2,From Goal Kick,Andries Noppert,8326.0,Goalkeeper,115,Netherlands,941,['dc3ede9d-45a7-40fa-a1d3-f5e543362430'],49,,,,,,,,,,,,,,,,,,Netherlands,941,00:16:49.626,Pass,
,,,,,,,,,,,,,,,,1.701548,,,,,,,,,,,,,d1e30673-f81f-44e6-9065-ef150c9ea2b2,2437,,,"[25.2, 25.4]",3857274,61,,,,,2.464,,Left Foot,,,,"[12.4, 35.7]",,Ground Pass,,16.429546,,,,Andries Noppert,8326.0,,,,,,2,From Goal Kick,Nathan Aké,3306.0,Left Center Back,115,Netherlands,941,['cc38b6f5-c0da-45e3-9be4-acb7961b5f39'],52,,,,,,,,,,,,,,,,,,Netherlands,941,00:16:52.526,Pass,
,,,,,,,,,,,,,,,,1.250797,,,,,,,,,,,,,a3c9c18b-f404-450c-a77d-f173f0ee0135,2440,,,"[16.5, 36.3]",3857274,61,,,,,1.3202233,,Left Foot,,,,"[20.8, 53.1]",,Ground Pass,,17.341568,,,,Virgil van Dijk,3669.0,,,,,,2,From Goal Kick,Andries Noppert,8326.0,Goalkeeper,115,Netherlands,941,['5c6c457a-4336-4b0c-aed0-a21f0186c3b0'],55,,,,,,,,,,,,,,,,,,Netherlands,941,00:16:55.669,Pass,
,,,,,,,,,,,,,,,,2.733601,,,,,,,,,,,,,ab3b0978-66ab-493b-b3d9-8711109173a9,2444,,,"[39.3, 56.6]",3857274,62,,,,,-0.47856128,,Right Foot,,,,"[95.2, 27.6]",,High Pass,,62.974678,,Incomplete,,Memphis Depay,2988.0,,,,,,2,From Goal Kick,Virgil van Dijk,3669.0,Center Back,115,Netherlands,941,"['01453193-440f-4aba-8282-4d051d4a34ff', '6d99b7f0-23d8-4404-824e-1277ec2a1171', 'a6fcedc2-6185-4c34-9e31-9c6428a0d8b8']",1,,,,,,,,,,,,,,,,,,Netherlands,941,00:17:01.625,Pass,True
,,,,,,,,,,,,,,,,1.930484,,,,,,,,,,,,,01453193-440f-4aba-8282-4d051d4a34ff,2446,,,"[24.9, 52.5]",3857274,62,,,,,0.79570705,,Head,,,,"[39.3, 67.2]",,Low Pass,,20.5779,,,,Angelo Smit Preciado Quiñónez,37737.0,,,,,Recovery,2,Regular Play,Jackson Gabriel Porozo Vernaza,51969.0,Right Center Back,116,Ecuador,3565,"['ab3b0978-66ab-493b-b3d9-8711109173a9', 'b0edf436-f5c7-41eb-8aa2-4cb3622b5412']",4,,,,,,,,,,,,,,,,,,Ecuador,3565,00:17:04.359,Pass,
,,,,,,,,,,,,,,,,0.804255,,,,,,,,,,,,,da71687e-e2c2-44da-a314-5131bf4e5b54,2449,,,"[39.6, 71.0]",3857274,62,,,,,-1.7251151,,Right Foot,,,,"[38.2, 62.0]",,Ground Pass,,9.108238,,,,Jhegson Sebastián Méndez Carabalí,23830.0,,,,,,2,Regular Play,Angelo Smit Preciado Quiñónez,37737.0,Right Wing Back,116,Ecuador,3565,['12c2b28a-4e99-4112-9e86-01cb68a45ada'],7,,,,,,,,,,,,,,,,,,Ecuador,3565,00:17:07.153,Pass,
,,,,,,,,,,,,,,,,1.112223,,,,,,,,,,,,,c300713a-8f1f-4dab-bdc7-b6b855211f7a,2452,,,"[38.5, 63.9]",3857274,62,,,,,0.14116013,,Right Foot,,,,"[57.5, 66.6]",,Ground Pass,,19.190884,,,,Michael Steveen Estrada Martínez,34396.0,,,,,,2,Regular Play,Jhegson Sebastián Méndez Carabalí,23830.0,Right Defensive Midfield,116,Ecuador,3565,['ab847964-62ab-4b14-92d1-bfbaa2c2da09'],8,,,,,,,,,,,,,,,,,,Ecuador,3565,00:17:08.897,Pass,
,,,,,,,,,,,,,,,,1.253017,,,,,,,,,,,,,8c1e1608-4f4f-4922-b9fa-1f72b4e8a4a1,2456,,,"[56.6, 13.5]",3857274,62,,,,,-0.27246314,,Right Foot,,,,"[70.2, 9.7]",,Ground Pass,,14.120907,,,,Daley Blind,3311.0,,,,,Recovery,2,Regular Play,Nathan Aké,3306.0,Left Center Back,117,Netherlands,941,['11e4bc60-34f2-4f7d-8e91-6cc6f136168f'],11,,,,,,,,,,,,,,,,,,Netherlands,941,00:17:11.271,Pass,
,,,,,,,,,,,,,,,,1.00045,,,,,,,,,,,,,e43ff9e5-6517-403a-a881-5dffaf8d7627,2458,,,"[70.2, 9.7]",3857274,62,,,,,0.40786797,,Left Foot,,,,"[78.3, 13.2]",,Ground Pass,,8.823832,,Incomplete,,Memphis Depay,2988.0,,,,,,2,Regular Play,Daley Blind,3311.0,Left Wing Back,117,Netherlands,941,"['27c40301-686f-4c71-b2e7-8593c1bc2c0b', 'df375177-b1d4-4a5b-9096-634f32c1a5f2']",12,,,,,,,,,,,,,,,,,,Netherlands,941,00:17:12.524,Pass,
,,,,,,,,,,,,,,,,0.735698,,,,,,,,,,,,,06fb168a-ee42-4690-84ea-56c1561e9f19,2464,,,"[67.2, 8.1]",3857274,62,,,,,0.99812996,,Left Foot,,,,"[72.1, 15.7]",,Ground Pass,,9.042677,,,,Memphis Depay,2988.0,,,,,,2,Regular Play,Daley Blind,3311.0,Left Wing Back,117,Netherlands,941,"['4ea14e93-72d4-4c63-bc05-e2c410ee72ca', '86c8d99f-9c1f-44f2-b6e5-2469da8ae1e5']",16,,,,,,,,,,,,,,,,,,Netherlands,941,00:17:16.796,Pass,True
,,,,,,,,,,,,,,,,1.010944,,,,,,,,,,,,,ae3c23bc-bf11-42b9-8b6a-2fc6b9c60571,2466,,,"[72.1, 15.7]",3857274,62,,,,,3.0575802,,Right Foot,,,,"[62.6, 16.5]",,Ground Pass,,9.533625,,,,Frenkie de Jong,8118.0,,,,,,2,Regular Play,Memphis Depay,2988.0,Left Center Forward,117,Netherlands,941,['cf8f3003-3544-4b9a-a76f-e88a3a8b50f2'],17,,,,,,,,,,,,,,,,,,Netherlands,941,00:17:17.532,Pass,
,,,,,,,,,,,,,,,,1.067539,,,,,,,,,,,,,22bd2405-55e5-471a-bd58-ced02eab1625,2469,,,"[46.9, 51.7]",3857274,62,,,,,-1.815775,,Right Foot,,,,"[44.4, 41.7]",,Ground Pass,,10.307764,,,,Virgil van Dijk,3669.0,,,,,,2,Regular Play,Frenkie de Jong,8118.0,Left Defensive Midfield,117,Netherlands,941,['b492e7ca-4f64-48c7-8be4-e0488aeef5a3'],27,,,,,,,,,,,,,,,,,,Netherlands,941,00:17:27.540,Pass,
,,,,,,,,,,,,,,,,1.043688,,,,,,,,,,,,,1a74093a-ddd5-4a10-a75e-a0c12ccb57c1,2472,,,"[44.4, 41.7]",3857274,62,,,,,-0.21256681,,Right Foot,,,,"[58.3, 38.7]",,Ground Pass,,14.220057,,,,Frenkie de Jong,8118.0,,,,,,2,Regular Play,Virgil van Dijk,3669.0,Center Back,117,Netherlands,941,['2ec9cbb5-3172-4aaa-bec1-2062335413d1'],29,,,,,,,,,,,,,,,,,,Netherlands,941,00:17:29.412,Pass,
,,,,,,,,,,,,,,,,1.151289,,,,,,,,,,,,,a0359328-42e2-4eb8-bff9-306c6bc780bf,2476,,,"[59.1, 39.0]",3857274,62,,,,,-1.1026136,,Right Foot,,,,"[68.0, 21.4]",,Ground Pass,,19.722322,,,,Teun Koopmeiners,7891.0,,,,,,2,Regular Play,Frenkie de Jong,8118.0,Left Defensive Midfield,117,Netherlands,941,"['68e2bca5-7d5e-4688-8d24-10b1e1d8824d', 'b24b0a39-4708-4209-adef-1e2a708731da']",30,,,,,,,,,,,,,,,,,,Netherlands,941,00:17:30.689,Pass,True
,,,,,,,,,,,,,,,,1.271506,,,,,,,,,,,,,e9303899-6bbe-450f-96b9-339046e3165b,2479,,,"[82.1, 18.9]",3857274,62,,,,,-1.0255692,,Right Foot,,,,"[89.5, 6.7]",,Ground Pass,,14.268847,,,,Daley Blind,3311.0,,,,,,2,Regular Play,Teun Koopmeiners,7891.0,Right Defensive Midfield,117,Netherlands,941,['e1a411a8-35a4-4f5e-9061-69b77cd0f91c'],34,,,,,,,,,,,,,,,,,,Netherlands,941,00:17:34.893,Pass,
,,,,,,,,,,,,,,,,0.971362,,,,,,,,,,,,,e3c324c8-84e4-4b21-9dc9-00bc39957bd5,2482,,,"[89.5, 6.7]",3857274,62,,,,,1.7370331,,Left Foot,,,,"[87.0, 21.6]",,Ground Pass,,15.108275,,,,Memphis Depay,2988.0,,,,,,2,Regular Play,Daley Blind,3311.0,Left Wing Back,117,Netherlands,941,['1f72464c-3509-4a5d-847d-8ed79c0fff69'],37,,,,,,,,,,,,,,,,,,Netherlands,941,00:17:37.027,Pass,
,,,,,,,,,,,,,,,,0.787902,,,,,,,,,,,,,2c8192cd-316c-454c-b168-a1df72ca046f,2487,,,"[87.3, 29.5]",3857274,62,,,,,1.1358293,,Right Foot,,,,"[96.5, 49.3]",,Ground Pass,,21.833002,,,,Cody Mathès Gakpo,20750.0,,,,,,2,Regular Play,Memphis Depay,2988.0,Left Center Forward,117,Netherlands,941,"['b69c1363-389f-49ba-a261-4d2f5cf7f36d', 'ba1c0e76-4568-420a-93d6-24e7512921de']",42,,,,,,,,,,,,,,,,,,Netherlands,941,00:17:42.692,Pass,True
,,,,,,,,,,,,,,,,1.399694,,,,,,,,,,,,,e66e433d-5544-46bd-8fdd-73a4ead17a96,2490,,,"[96.5, 49.3]",3857274,62,,,,,-1.19029,,Right Foot,,,,"[100.3, 39.8]",,Ground Pass,,10.231813,,,,Memphis Depay,2988.0,,,,,,2,Regular Play,Cody Mathès Gakpo,20750.0,Right Center Forward,117,Netherlands,941,['09c49ec2-c69a-496e-89ba-006752a514fb'],43,,,,,,,,,,,,,,,,,,Netherlands,941,00:17:43.563,Pass,
,,,,,,,,,,,,,,,,0.07467,,,,,,,,,,,,,38c4b6ac-a517-43f9-8df3-6cf540184f4f,2498,,,"[15.4, 42.7]",3857274,62,,,,,-0.30970293,,Right Foot,,,,"[17.9, 41.9]",,Low Pass,,2.624881,,Incomplete,,,,,,,,,2,Regular Play,Felix Eduardo Torres Caicedo,30111.0,Center Back,118,Ecuador,3565,['23569798-dc6b-4b34-88ff-5e940a65323e'],46,,,,,,,,,,,,,,,,,,Ecuador,3565,00:17:46.512,Pass,
,,,,,,,,,,,,,,,,1.641745,,,,,,,,,,,,,a3c6218d-3540-450a-b0db-34f677889c25,2501,,,"[26.6, 40.8]",3857274,62,,,,,0.48689923,,Head,,,,"[38.5, 47.1]",,High Pass,,13.464768,,,,Gonzalo Jordy Plata Jiménez,31152.0,,,,,Recovery,2,Regular Play,Moisés Isaac Caicedo Corozo,37726.0,Left Defensive Midfield,118,Ecuador,3565,['cb1a0be6-615b-47c8-97db-3f329f3f4cbc'],49,,,,,,,,,,,,,,,,,,Ecuador,3565,00:17:49.849,Pass,
,,,,,,,,,,,,,,,,2.723506,,,,,,,,,,,,,31a8fa28-99e7-424f-bc84-a6d585663175,2503,,,"[38.5, 47.1]",3857274,62,,,,,0.25116098,,Left Foot,,,,"[68.9, 54.9]",,High Pass,,31.38471,,,,Michael Steveen Estrada Martínez,34396.0,,,,,,2,Regular Play,Gonzalo Jordy Plata Jiménez,31152.0,Right Attacking Midfield,118,Ecuador,3565,['af8a8133-fe61-4582-aeb4-74601efb76d7'],51,,,,,,,,,,,,,,,,,,Ecuador,3565,00:17:51.490,Pass,
,,,,,,,,,,,,,,,,0.84697,,,,,,,,,,,,,9c38f498-759e-4862-9e77-d8aa02be9e1d,2513,,,"[81.1, 6.7]",3857274,63,,,,,0.8001754,,Left Foot,,,,"[91.1, 17.0]",,Ground Pass,,14.355835,,,,Memphis Depay,2988.0,,,,,,2,Regular Play,Daley Blind,3311.0,Left Wing Back,118,Ecuador,3565,['b3023335-905f-484a-8a9c-3c0a325e5dda'],3,,,,,,,,,,,,,,,,,,Netherlands,941,00:18:03.813,Pass,
,,,,,,,,,,,,,,,,3.431733,,,,,,,,,,,,,67edaa51-60cb-41fe-880a-65d070924ff1,2521,,,"[25.8, 48.7]",3857274,63,,,,,-0.47765052,,Left Foot,,,,"[88.2, 16.4]",,High Pass,,70.264145,,Incomplete,,Enner Remberto Valencia Lastra,28559.0,,,,,,2,Regular Play,Piero Martín Hincapié Reyna,38004.0,Left Center Back,118,Ecuador,3565,"['8303aff4-ccdb-4627-a524-053402a009d7', '872db99c-0e85-4103-a5a3-218a9e84eabe']",8,,,,,,,,,,,,,,,,,,Ecuador,3565,00:18:08.709,Pass,
,,,,,,,,,,,,,,,,1.395761,,,,,,,,,,,,,bad1e3d6-7c23-47cf-8d55-969051123b6d,2528,,,"[111.0, 18.4]",3857274,63,,,,,1.863189,2903c8c6-bf4b-482c-b010-115a9905a2a9,Left Foot,True,,,"[105.1, 38.0]",,Ground Pass,,20.468758,,,,Michael Steveen Estrada Martínez,34396.0,True,,,,,2,Regular Play,Enner Remberto Valencia Lastra,28559.0,Left Attacking Midfield,118,Ecuador,3565,['37acd07b-152d-482f-ab03-62040dca6122'],17,,,,,,,,,,,,,,,,,,Ecuador,3565,00:18:17.772,Pass,
,,,,,,,,,,,,,,,,3.805065,,,,,,,,,,,,,19dc8f96-ed48-4d3b-b14d-95bbb17eb23f,2534,,,"[7.5, 41.2]",3857274,63,,True,,,-0.99045223,,Keeper Arm,,,,"[21.4, 20.0]",,Ground Pass,,25.350542,,,,Nathan Aké,3306.0,,,,,,2,Regular Play,Andries Noppert,8326.0,Goalkeeper,119,Netherlands,941,['e93cd975-1fe7-4f62-bac6-1d2c6c2d848f'],25,,,,,,,,,,,,,,,,,,Netherlands,941,00:18:25.033,Pass,
,,,,,,,,,,,,,,,,1.10901,,,,,,,,,,,,,f1f06748-d868-4fbc-8ebb-8d560b243b1c,2536,,,"[40.3, 15.9]",3857274,63,,True,,,-1.098491,,Left Foot,,,,"[45.0, 6.7]",,Ground Pass,,10.331021,,,,Daley Blind,3311.0,,,,,,2,Regular Play,Nathan Aké,3306.0,Left Center Back,119,Netherlands,941,['3d1396da-6bc7-465b-a332-b2c777dd9dc9'],37,,,,,,,,,,,,,,,,,,Netherlands,941,00:18:37.152,Pass,
,,,,,,,,,,,,,,,,0.757321,,,,,,,,,,,,,63c1d0cc-9165-4de5-ac1f-3ef705d0da06,2538,,,"[45.0, 6.7]",3857274,63,,,,,0.9347208,,Left Foot,,,,"[49.8, 13.2]",,Ground Pass,,8.080223,,,,Nathan Aké,3306.0,,,,,,2,Regular Play,Daley Blind,3311.0,Left Wing Back,119,Netherlands,941,['1ea81cf0-1029-48c9-b773-144aedb1f14a'],38,,,,,,,,,,,,,,,,,,Netherlands,941,00:18:38.709,Pass,
,,,,,,,,,,,,,,,,1.512728,,,,,,,,,,,,,46a608d6-df9f-4919-98cd-4a88b784bf84,2540,,,"[49.8, 12.9]",3857274,63,,,,,3.0386965,,Left Foot,,,,"[31.4, 14.8]",,Ground Pass,,18.497837,,,,Frenkie de Jong,8118.0,,,,,,2,Regular Play,Nathan Aké,3306.0,Left Center Back,119,Netherlands,941,['16dabc3e-2c18-41f2-a803-8d167fd51094'],39,,,,,,,,,,,,,,,,,,Netherlands,941,00:18:39.466,Pass,
,,,,,,,,,,,,,,,,0.918991,,,,,,,,,,,,,bc429954-0f4c-4098-92ff-7157872b7c92,2543,,,"[42.5, 29.0]",3857274,63,,,,,-0.046840712,,Right Foot,,,,"[55.3, 28.4]",,Ground Pass,,12.8140545,,,,Teun Koopmeiners,7891.0,,,,,,2,Regular Play,Frenkie de Jong,8118.0,Left Defensive Midfield,119,Netherlands,941,['00e514c4-6dfd-467c-af01-b78088b5bbe9'],45,,,,,,,,,,,,,,,,,,Netherlands,941,00:18:45.726,Pass,
,,,,,,,,,,,,,,,,1.159343,,,,,,,,,,,,,aea53ba8-1e94-458e-9c77-b72256bbdfc6,2545,,,"[55.3, 28.4]",3857274,63,,,,,-1.8525681,,Left Foot,,,,"[50.9, 13.2]",,Ground Pass,,15.824033,,,,Nathan Aké,3306.0,,,,,,2,Regular Play,Teun Koopmeiners,7891.0,Right Defensive Midfield,119,Netherlands,941,['e366a342-953d-45fd-a021-8154e237d4d9'],46,,,,,,,,,,,,,,,,,,Netherlands,941,00:18:46.645,Pass,
,,,,,,,,,,,,,,,,1.016437,,,,,,,,,,,,,8187c19d-0b1e-44b3-9094-14f6911d4599,2548,,,"[68.8, 12.9]",3857274,63,,,,,1.515806,,Left Foot,,,,"[69.4, 23.8]",,Ground Pass,,10.916501,,,,Teun Koopmeiners,7891.0,,,,,,2,Regular Play,Nathan Aké,3306.0,Left Center Back,119,Netherlands,941,['f6c52e8c-3e53-402d-80ae-c6c13cb219bb'],51,,,,,,,,,,,,,,,,,,Netherlands,941,00:18:51.191,Pass,
,,,,,,,,,,,,,,,,0.895908,,,,,,,,,,,,,7b673451-03e3-4e03-bebe-8b1f86628b2b,2551,,,"[73.2, 25.4]",3857274,63,,,,,0.30587888,,Left Foot,,,,"[84.6, 29.0]",,Ground Pass,,11.954915,,,,Memphis Depay,2988.0,,,,,,2,Regular Play,Teun Koopmeiners,7891.0,Right Defensive Midfield,119,Netherlands,941,['a6b93da7-edb8-440d-8a22-130d1cbf5010'],52,,,,,,,,,,,,,,,,,,Netherlands,941,00:18:52.981,Pass,
,,,,,,,,,,,,,,,,0.487833,,,,,,,,,,,,,5b285c4e-0de7-4ce7-bafe-6afabae9abdd,2558,,,"[38.0, 49.5]",3857274,63,,,,,-1.2827408,,Right Foot,,,,"[40.4, 41.4]",,Ground Pass,,8.448076,,,,Moisés Isaac Caicedo Corozo,37726.0,,,,,,2,Regular Play,Jackson Gabriel Porozo Vernaza,51969.0,Right Center Back,120,Ecuador,3565,['0bf37bd5-7fca-454b-8dfd-40c3df46d5f6'],55,,,,,,,,,,,,,,,,,,Ecuador,3565,00:18:55.067,Pass,
,,,,,,,,,,,,,,,,0.929555,,,,,,,,,,,,,63bd440e-52a8-46f1-ad2c-f8bed25a29e4,2562,,,"[41.2, 39.2]",3857274,63,,,,,-0.31535405,,Left Foot,,,,"[55.3, 34.6]",,Ground Pass,,14.831386,,,,Enner Remberto Valencia Lastra,28559.0,,,,,,2,Regular Play,Moisés Isaac Caicedo Corozo,37726.0,Left Defensive Midfield,120,Ecuador,3565,"['e1cf5a75-0f11-4ed4-ae3d-940671cb74af', 'fbd36c79-1f2d-48b1-8665-3cf2788a13ba']",56,,,,,,,,,,,,,,,,,,Ecuador,3565,00:18:56.007,Pass,True
,,,,,,,,,,,,,,,,4.032215,,,,,,,,,,,,,aa66c299-a14f-431a-ab07-12c6a80ad61c,2567,,,"[64.0, 43.9]",3857274,63,,,,,2.950231,,Right Foot,,,,"[28.9, 50.7]",,Ground Pass,,35.75262,,,,Andries Noppert,8326.0,,,,,Recovery,2,Regular Play,Davy Klaassen,4318.0,Center Attacking Midfield,121,Netherlands,941,"['cec520de-074f-4e43-a5ee-75b983b8ea45', 'f96fafd4-ff51-44df-a4a4-eabca9949d4c']",57,,,,,,,,,,,,,,,,,,Netherlands,941,00:18:57.304,Pass,True
,,,,,,,,,,,,,,,,1.634633,,,,,,,,,,,,,03c7cf2f-f27c-4e7f-b296-b1ec1657d9f2,2569,,,"[28.9, 50.7]",3857274,64,,,,,-0.9708895,,Right Foot,,,,"[46.0, 25.7]",,Ground Pass,,30.288776,,,,Frenkie de Jong,8118.0,,,,,,2,Regular Play,Andries Noppert,8326.0,Goalkeeper,121,Netherlands,941,['4ebb6043-b1d0-42fc-bd71-7f5915f35119'],1,,,,,,,,,,,,,,,,,,Netherlands,941,00:19:01.336,Pass,
,,,,,,,,,,,,,,,,1.659637,,,,,,,,,,,,,e563666a-5098-4a52-8d23-c0acfacc557a,2573,,,"[64.0, 34.9]",3857274,64,,,,,-1.212638,,Right Foot,,,,"[70.7, 17.0]",,Ground Pass,,19.112823,,,,Nathan Aké,3306.0,,,,,,2,Regular Play,Frenkie de Jong,8118.0,Left Defensive Midfield,121,Netherlands,941,"['1157fea1-05c4-409d-825a-953b77f8747d', 'dc09ab98-cc1b-477e-87fa-e62a3aedd998']",11,,,,,,,,,,,,,,,,,,Netherlands,941,00:19:11.782,Pass,True
,,,,,,,,,,,,,,,,0.702206,,,,,,,,,,,,,e48bfea9-6041-4194-bc29-fd54d1553db2,2576,,,"[87.0, 20.5]",3857274,64,,,,,-1.2815254,,Left Foot,,,,"[89.5, 12.1]",,Ground Pass,,8.764132,,,,Memphis Depay,2988.0,,,,,,2,Regular Play,Nathan Aké,3306.0,Left Center Back,121,Netherlands,941,['0e13d127-fcef-47dd-b933-6dac6c21e45b'],18,,,,,,,,,,,,,,,,,,Netherlands,941,00:19:18.553,Pass,
,,,,,,,,,,,,,,,,1.262275,,,,,,,,,,,,,9da450c8-e91b-49ca-8ada-d6e7d21ea736,2579,,,"[87.0, 13.8]",3857274,64,,,,,3.0801318,,Right Foot,,,,"[74.0, 14.6]",,Ground Pass,,13.024592,,,,Frenkie de Jong,8118.0,,,,,,2,Regular Play,Memphis Depay,2988.0,Left Center Forward,121,Netherlands,941,['d6de8b54-0a05-49f3-95a0-b220a7113b45'],21,,,,,,,,,,,,,,,,,,Netherlands,941,00:19:21.336,Pass,
,,,,,,,,,,,,,,,,0.898507,,,,,,,,,,,,,51708ad3-8397-4e41-b1ad-c9de142be88a,2582,,,"[74.5, 15.9]",3857274,64,,,,,0.20846522,,Right Foot,,,,"[84.9, 18.1]",,Ground Pass,,10.630146,,,,Nathan Aké,3306.0,,,,,,2,Regular Play,Frenkie de Jong,8118.0,Left Defensive Midfield,121,Netherlands,941,['dfb9be20-c55d-45a9-bf87-7ccab6a6f34b'],25,,,,,,,,,,,,,,,,,,Netherlands,941,00:19:25.666,Pass,
,,,,,,,,,,,,,,,,2.110001,,,,,,,,,,,,,77a47a9c-a768-41c8-9cfd-53c1765e4757,2585,,,"[81.6, 29.8]",3857274,64,,,,,1.7973475,,Left Foot,,,,"[74.8, 59.3]",,Ground Pass,,30.273586,,,,Jurriën David Norman Timber,21809.0,,,,,,2,Regular Play,Nathan Aké,3306.0,Left Center Back,121,Netherlands,941,['d7047162-3aad-43da-963a-b766dbc0673e'],29,,,,,,,,,,,,,,,,,,Netherlands,941,00:19:29.693,Pass,
,,,,,,,,,,,,,,,,1.463817,,,,,,,,,,,,,f64f5453-7e2a-4a8b-b754-d6bef21c0a92,2588,,,"[77.0, 59.3]",3857274,64,,,,,0.81811374,,Right Foot,,,,"[90.3, 73.5]",,Ground Pass,,19.455847,,,,Denzel Dumfries,8125.0,,,,,,2,Regular Play,Jurriën David Norman Timber,21809.0,Right Center Back,121,Netherlands,941,['383e6b25-1a11-4fd6-9f0c-7a159efb6733'],32,,,,,,,,,,,,,,,,,,Netherlands,941,00:19:32.672,Pass,
,,,,,,,,,,,,,,,,2.31929,,,,,,,,,,,,,bae9e0c1-46a1-4ffe-b429-59243f6f0864,2591,,,"[84.0, 73.5]",3857274,64,,,,,-2.9472036,,Right Foot,,,,"[52.0, 67.2]",,Ground Pass,,32.61426,,,,Jurriën David Norman Timber,21809.0,,,,,,2,Regular Play,Denzel Dumfries,8125.0,Right Wing Back,121,Netherlands,941,['eee7377d-2b55-434a-b7bd-f8dae19798b0'],37,,,,,,,,,,,,,,,,,,Netherlands,941,00:19:37.626,Pass,
,,,,,,,,,,,,,,,,1.528911,,,,,,,,,,,,,0af52f2a-bc96-4bbb-abba-996a1a1f0909,2594,,,"[41.2, 67.2]",3857274,64,,,,,-1.2712643,,Right Foot,,,,"[43.3, 60.4]",,Ground Pass,,7.1168814,,,,Virgil van Dijk,3669.0,,,,,,2,Regular Play,Jurriën David Norman Timber,21809.0,Right Center Back,121,Netherlands,941,['566a0525-7b05-40a0-a380-60e7d279107e'],43,,,,,,,,,,,,,,,,,,Netherlands,941,00:19:43.888,Pass,
,,,,,,,,,,,,,,,,2.365898,,,,,,,,,,,,,236a4417-4e20-46ce-85e9-0a7294c65f80,2597,,,"[43.3, 56.1]",3857274,64,,,,,-1.1952974,,Right Foot,,,,"[56.9, 21.6]",,Ground Pass,,37.083824,,,,Nathan Aké,3306.0,,,,,,2,Regular Play,Virgil van Dijk,3669.0,Center Back,121,Netherlands,941,['f4d994fa-b4d4-468b-b4af-34608f1c87a3'],46,,,,,,,,,,,,,,,,,,Netherlands,941,00:19:46.237,Pass,
,,,,,,,,,,,,,,,,0.972521,,,,,,,,,,,,,05dccd63-c6ba-4d3e-b38b-84e1eacb57e7,2600,,,"[76.7, 17.6]",3857274,64,,,,,-1.7514958,,Right Foot,,,,"[74.8, 7.2]",,Ground Pass,,10.572133,,,,Daley Blind,3311.0,,,,,,2,Regular Play,Nathan Aké,3306.0,Left Center Back,121,Netherlands,941,['7a1e9168-b880-4fe8-9401-cd3867803d8a'],53,,,,,,,,,,,,,,,,,,Netherlands,941,00:19:53.289,Pass,
