50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6393fc4b-eed1-4059-8863-8f2b69721d23,150,,,"[51.0, 15.2]",3857299,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Thomas Teye Partey,6383.0,Right Defensive Midfield,13,Ghana,4885,['87c0b7e4-1790-4496-9c74-ce3a09e637ee'],37,,,,,,,,,,,,,,,,,Ghana,4885,00:04:37.336,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25fd7165-995d-40ef-9d48-86a2600bfb7d,153,,,"[68.7, 3.7]",3857299,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Gideon Mensah,23615.0,Left Back,13,Ghana,4885,['f77b0379-9863-4fde-8e18-cc60c0f54a11'],40,,,,,,,,,,,,,,,,,Ghana,4885,00:04:40.278,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03560a64-6004-4a72-9ef1-a95ca868bc7e,157,,,"[35.0, 28.3]",3857299,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Mohamed Salisu,30519.0,Left Center Back,13,Ghana,4885,['752d6f93-b8cb-447d-a51a-9c3f0ef0ff83'],44,,,,,,,,,,,,,,,,,Ghana,4885,00:04:44.228,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352b0e21-4116-4aad-90ae-f2fee1970b3f,160,,,"[45.2, 44.7]",3857299,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Salis Abdul Samed,31029.0,Left Defensive Midfield,13,Ghana,4885,['39c9af4d-8f4e-4eef-9946-03d4c420fbd1'],48,,,,,,,,,,,,,,,,,Ghana,4885,00:04:48.193,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21e3d695-a6b6-4116-8bb1-b9179f53f7b9,163,,,"[37.7, 32.6]",3857299,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Mohamed Salisu,30519.0,Left Center Back,13,Ghana,4885,['5001e5b7-10a7-44f3-ada5-ae73c573101a'],50,,,,,,,,,,,,,,,,,Ghana,4885,00:04:50.506,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6f61b7fb-ebb4-448d-ae0f-c8065a15fe7d,166,,,"[39.3, 19.3]",3857299,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Thomas Teye Partey,6383.0,Right Defensive Midfield,13,Ghana,4885,['00d1a6f2-ae35-4c74-af1f-3737421ea4b5'],52,,,,,,,,,,,,,,,,,Ghana,4885,00:04:52.026,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677d1ebd-e14f-4e1b-b85b-eae377f24255,169,,,"[86.3, 10.3]",3857299,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Iñaki Williams Arthuer,6393.0,Center Forward,13,Ghana,4885,['f2def451-8e14-4b8a-947d-6c7532cc452c'],59,,,,,,,,,,,,,,,,,Ghana,4885,00:04:59.631,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ae0e87f8-db32-4bba-ab59-9357e426bb5b,172,,,"[92.6, 15.2]",3857299,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,André Ayew Pelé,3347.0,Center Attacking Midfield,15,Ghana,4885,['47524c9f-a660-4bd3-a581-cb248e870e58'],21,,,,,,,,,,,,,,,,,Ghana,4885,00:05:21.072,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a77fbf4-f410-4cd5-9b4f-56a81df9d681,175,,,"[88.8, 30.2]",3857299,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mohammed Kudus,17033.0,Right Wing,15,Ghana,4885,['e02da16c-b543-457b-b841-b17283299854'],22,,,,,,,,,,,,,,,,,Ghana,4885,00:05:22.371,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eea287e1-d48d-4755-beb5-7718507e6404,179,,,"[75.0, 39.8]",3857299,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Thomas Teye Partey,6383.0,Right Defensive Midfield,15,Ghana,4885,['490807cb-ac62-4362-9b9c-9e4f0b1cb91a'],24,,,,,,,,,,,,,,,,,Ghana,4885,00:05:24.802,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33c3dfaf-64be-41ba-a44e-8d9232917587,182,,,"[75.6, 31.6]",3857299,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Salis Abdul Samed,31029.0,Left Defensive Midfield,15,Ghana,4885,['7f880358-45bd-4acd-9048-13961781f281'],27,,,,,,,,,,,,,,,,,Ghana,4885,00:05:27.382,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77465d4f-5772-44ef-981c-27b4f5823280,186,,,"[83.2, 47.2]",3857299,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mohammed Kudus,17033.0,Right Wing,15,Ghana,4885,['ef8193ca-5fb6-4e47-9985-8386c8e6031f'],29,,,,,,,,,,,,,,,,,Ghana,4885,00:05:29.026,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1b7ecfc-a306-4522-8603-1092fa43ca5e,195,,,"[56.6, 21.6]",3857299,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Heung-Min Son,3083.0,Left Wing,16,South Korea,791,['6c2bbfef-9cd3-4569-8a51-174bfe851945'],34,,,,,,,,,,,,,,,,,South Korea,791,00:05:34.160,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8d9e0999-29e3-44e2-b450-487af33f57d6,201,,,"[80.6, 43.3]",3857299,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,In-Beom Hwang,23763.0,Left Defensive Midfield,17,South Korea,791,['5c229014-bd87-4332-aa36-b52dfd7aa815'],29,,,,,,,,,,,,,,,,,South Korea,791,00:06:29.347,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9394a77a-3e3a-4c21-9889-0de13c0f06cc,204,,,"[111.0, 21.4]",3857299,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jin-Su Kim,40538.0,Left Back,17,South Korea,791,['8c3dfa0e-872f-41d1-be67-fdc7811fe2c5'],32,,,,,,,,,,,,,,,,,South Korea,791,00:06:32.476,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa967a0e-15df-4592-af6d-a49594319490,209,,,"[116.3, 4.3]",3857299,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Chang-Hoon Kwon,3135.0,Right Wing,18,South Korea,791,['28ed6fe1-0ee3-4674-aecd-6fd3d9eac724'],9,,,,,,,,,,,,,,,,,South Korea,791,00:07:09.515,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62499f6c-045e-48e2-8e22-a731f2af6cef,219,,,"[114.5, 47.9]",3857299,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Min Jae Kim,43565.0,Right Center Back,19,South Korea,791,['ce2fd778-5914-490b-8e81-c7435e5d8c9b'],49,,,,,,,,,,,,,,,,,South Korea,791,00:07:49.619,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dd1ab573-6736-40f6-8b5e-e7f7ebb5760f,235,,,"[25.6, 21.8]",3857299,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Tariq Lamptey,33602.0,Right Back,19,South Korea,791,['180a6d7b-3bae-427e-8903-69450a370740'],58,,,,,,,,,,,,,,,,,Ghana,4885,00:07:58.544,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7a665194-b68f-4ed3-9082-b99d2c0f77be,242,,,"[104.0, 77.0]",3857299,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Min Jae Kim,43565.0,Right Center Back,19,South Korea,791,['2a875a9f-cff2-4be0-adc7-8633889beddd'],3,,,,,,,,,,,,,,,,,South Korea,791,00:08:03.248,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9cc44081-c09a-47e2-862d-31087541ab24,245,,,"[104.6, 50.3]",3857299,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Heung-Min Son,3083.0,Left Wing,19,South Korea,791,['de43fc83-931c-49f8-8957-5d20e79d92a3'],4,,,,,,,,,,,,,,,,,South Korea,791,00:08:04.903,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977ca560-dcb0-43e2-a01a-5f7c09bee311,248,,,"[94.0, 73.9]",3857299,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,In-Beom Hwang,23763.0,Left Defensive Midfield,19,South Korea,791,['95514b21-31b2-4e59-bdb2-9d9921e9a838'],8,,,,,,,,,,,,,,,,,South Korea,791,00:08:08.524,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57bf0be8-34b7-4d09-895b-916a15b3b1cb,252,,,"[100.1, 67.7]",3857299,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Chang-Hoon Kwon,3135.0,Right Wing,19,South Korea,791,['d0729c47-f5c7-4f0c-a013-a2c13c7b9a30'],9,,,,,,,,,,,,,,,,,South Korea,791,00:08:09.829,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b9ba1b87-b549-4ab4-8009-85fc9a5b532a,255,,,"[97.4, 69.2]",3857299,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,In-Beom Hwang,23763.0,Left Defensive Midfield,20,South Korea,791,['dc72eaa7-e69b-4443-a0d5-9f082ed35410'],44,,,,,,,,,,,,,,,,,South Korea,791,00:08:44.248,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20744e84-f44b-4000-8833-0161b344a8e9,262,,,"[57.6, 68.2]",3857299,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,In-Beom Hwang,23763.0,Left Defensive Midfield,20,South Korea,791,['52306459-cb87-4d32-b6bc-abb79891ad51'],56,,,,,,,,,,,,,,,,,South Korea,791,00:08:56.665,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799c8f62-cdef-44d8-8856-bb5e39cb0356,265,,,"[88.4, 9.3]",3857299,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Woo-Yeong Jeong,22067.0,Center Attacking Midfield,20,South Korea,791,['18f03912-ec8e-4ab4-913d-beb03c2ef04b'],1,,,,,,,,,,,,,,,,,South Korea,791,00:09:01.145,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73f5e6bc-3a64-4260-9ff3-42559fc0a3de,267,,,"[110.8, 20.4]",3857299,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Gue-Sung Cho,40542.0,Center Forward,20,South Korea,791,['b47d24c8-38b2-46b3-81da-5f7e102531f2'],3,,,,,,,,,,,,,,,,,South Korea,791,00:09:03.295,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b9130a79-74b9-475f-a9bc-a2c46363e72d,271,,,"[76.7, 20.4]",3857299,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Woo-Young Jung,5618.0,Right Defensive Midfield,20,South Korea,791,['4ca09ceb-3d11-4b7c-8053-c8c33e1a23d3'],8,,,,,,,,,,,,,,,,,South Korea,791,00:09:08.584,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8fc1d5a9-47cd-4a89-9358-2c8572546811,274,,,"[92.8, 4.0]",3857299,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Jin-Su Kim,40538.0,Left Back,20,South Korea,791,['fd3e6c1b-bbe4-46e6-b0f7-64470ebbf3da'],11,,,,,,,,,,,,,,,,,South Korea,791,00:09:11.078,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6b390bd8-41b5-4bfd-be02-3a9fb1a55fbf,277,,,"[86.4, 5.6]",3857299,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Woo-Young Jung,5618.0,Right Defensive Midfield,20,South Korea,791,['3e3caa5d-bcac-467f-bc93-3dc5b060d31a'],14,,,,,,,,,,,,,,,,,South Korea,791,00:09:14.071,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551b474e-3d05-484a-8204-916f2f51f91c,280,,,"[116.5, 56.9]",3857299,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Moon-Hwan Kim,40672.0,Right Back,20,South Korea,791,['79a02b36-307a-4931-9b2b-8a34593cfd8b'],17,,,,,,,,,,,,,,,,,South Korea,791,00:09:17.381,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02fa5fac-6a61-4fc1-982d-bd2df0b7688b,282,,,"[10.1, 59.5]",3857299,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Daniel Amartey,3709.0,Right Center Back,21,Ghana,4885,['5359102c-4d42-498c-aa34-2392c403dbb7'],36,,,,,,,,,,,,,,,,,Ghana,4885,00:09:36.211,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ed590cd3-fbeb-482c-bb00-2cfdac5a7575,285,,,"[14.7, 22.6]",3857299,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Mohamed Salisu,30519.0,Left Center Back,21,Ghana,4885,['fd666810-fadb-4569-adec-aa53ec6b1f65'],39,,,,,,,,,,,,,,,,,Ghana,4885,00:09:39.615,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8cc9e8f8-c3ea-4382-aadb-496b348ec185,288,,,"[93.1, 29.5]",3857299,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Iñaki Williams Arthuer,6393.0,Center Forward,21,Ghana,4885,['1e4e0992-05c3-4d6e-bf43-1942322e34d5'],47,,,,,,,,,,,,,,,,,Ghana,4885,00:09:47.775,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6ee0334c-8567-4ff3-a33f-6782dd68fb6b,290,,,"[32.8, 5.0]",3857299,9,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jin-Su Kim,40538.0,Left Back,22,South Korea,791,['6074adff-af97-4758-a8f7-a9cfaa64500f'],52,,,,,,,,,,,,,,,,,South Korea,791,00:09:52.379,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3278d328-3a42-421c-879d-54c1b8504f01,293,,,"[15.1, 15.0]",3857299,9,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Young-Gwon Kim,5604.0,Left Center Back,22,South Korea,791,['87b7cdc5-358c-481e-a411-a68d1a6b3cee'],56,,,,,,,,,,,,,,,,,South Korea,791,00:09:56.990,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b5ff5b01-2b14-40f2-a918-6d5004f1beaf,296,,,"[9.0, 36.2]",3857299,9,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Seung-Gyu Kim,37641.0,Goalkeeper,22,South Korea,791,['98fdc1be-eace-4f62-9d92-9a12be77f7d8'],59,,,,,,,,,,,,,,,,,South Korea,791,00:09:59.524,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b6548625-708c-4e47-aa4f-c6c82d1def2a,299,,,"[31.3, 74.2]",3857299,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Moon-Hwan Kim,40672.0,Right Back,22,South Korea,791,['edae81be-b52e-4f86-8147-f23bf0e078eb'],2,,,,,,,,,,,,,,,,,South Korea,791,00:10:02.591,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f6186697-3ca7-473b-a463-795be4d5b688,302,,,"[20.6, 59.6]",3857299,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Min Jae Kim,43565.0,Right Center Back,22,South Korea,791,['3e67b488-e24a-4be9-9469-be01d434c4de'],5,,,,,,,,,,,,,,,,,South Korea,791,00:10:05.934,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24f750c9-6a86-4e8c-bb9c-cc3292b74dd0,305,,,"[8.4, 43.1]",3857299,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Seung-Gyu Kim,37641.0,Goalkeeper,22,South Korea,791,['f45c04a8-9502-4714-bbfc-d6186a98074c'],7,,,,,,,,,,,,,,,,,South Korea,791,00:10:07.575,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132d7e3-5eb7-4f84-bfbb-f24a23e1587f,308,,,"[25.0, 11.7]",3857299,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Young-Gwon Kim,5604.0,Left Center Back,22,South Korea,791,['82adc0b9-1985-493b-a01a-dbbe87ef27dd'],12,,,,,,,,,,,,,,,,,South Korea,791,00:10:12.020,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d2c44801-68b2-4aa9-b2a5-109ed3f00798,311,,,"[14.1, 35.4]",3857299,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Seung-Gyu Kim,37641.0,Goalkeeper,22,South Korea,791,['48c3a5ff-880f-4e4d-a936-de43eb29619d'],17,,,,,,,,,,,,,,,,,South Korea,791,00:10:17.580,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3651c6fe-bfb7-4350-9e57-a166c2b81aa3,314,,,"[27.0, 51.7]",3857299,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,In-Beom Hwang,23763.0,Left Defensive Midfield,22,South Korea,791,['9833118e-9735-469a-a090-4d8175a01c64'],20,,,,,,,,,,,,,,,,,South Korea,791,00:10:20.307,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fdf8186d-d6e4-4283-9b8c-ec55435e279d,317,,,"[51.9, 73.9]",3857299,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Moon-Hwan Kim,40672.0,Right Back,22,South Korea,791,['02a475b1-2efd-43a3-883c-3f2a864ad9b6'],23,,,,,,,,,,,,,,,,,South Korea,791,00:10:23.839,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ed2041e0-e89e-40eb-b4ef-3c97a9d2c749,320,,,"[88.8, 70.1]",3857299,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Chang-Hoon Kwon,3135.0,Right Wing,22,South Korea,791,['86e3c75d-8070-41b1-ad09-5aeddf6821c8'],27,,,,,,,,,,,,,,,,,South Korea,791,00:10:27.102,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,df8237e9-2b41-403f-9642-f269183ea484,323,,,"[80.4, 75.0]",3857299,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Woo-Yeong Jeong,22067.0,Center Attacking Midfield,22,South Korea,791,['4637a308-7819-46ef-b33c-75cb37bd6cff'],29,,,,,,,,,,,,,,,,,South Korea,791,00:10:29.289,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cfcaca8c-cd30-4727-80c0-ac51ba40cb06,326,,,"[75.2, 66.1]",3857299,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,In-Beom Hwang,23763.0,Left Defensive Midfield,22,South Korea,791,['03d3003a-d810-419f-8f79-830b9307120c'],30,,,,,,,,,,,,,,,,,South Korea,791,00:10:30.305,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4c37effb-5c58-41d8-828b-c17da5bd01f9,328,,,"[73.5, 73.9]",3857299,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Moon-Hwan Kim,40672.0,Right Back,22,South Korea,791,['3aa22da9-37da-49b9-93f4-5a11e474b303'],31,,,,,,,,,,,,,,,,,South Korea,791,00:10:31.528,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e7f2ae53-d023-447a-875b-4304e68683b5,330,,,"[61.5, 61.2]",3857299,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Woo-Young Jung,5618.0,Right Defensive Midfield,22,South Korea,791,['36a8ea88-e42b-4631-bf07-da90103aff02'],32,,,,,,,,,,,,,,,,,South Korea,791,00:10:32.869,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7527222e-6d10-4ddd-931f-a989a1a6b82c,333,,,"[98.9, 4.0]",3857299,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jin-Su Kim,40538.0,Left Back,22,South Korea,791,['a1ec02e0-5b0e-4c65-a5a9-b121fd0dbcf3'],39,,,,,,,,,,,,,,,,,South Korea,791,00:10:39.177,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58cfee57-62c2-4131-afb3-e751d2ff68b3,336,,,"[112.2, 9.1]",3857299,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Heung-Min Son,3083.0,Left Wing,22,South Korea,791,['d52c57b4-40ad-4d43-80cb-88e4509cecbd'],44,,,,,,,,,,,,,,,,,South Korea,791,00:10:44.564,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2e4fad18-7d58-4f71-86d3-ceb2d1729977,347,,,"[98.8, 1.9]",3857299,11,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Chang-Hoon Kwon,3135.0,Right Wing,23,South Korea,791,['531aa6da-8279-4c5a-a104-06679ab7be3d'],25,,,,,,,,,,,,,,,,,South Korea,791,00:11:25.509,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6ba7d46a-e9f8-40c4-afd0-552ff88368ec,350,,,"[93.4, 18.4]",3857299,11,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Woo-Young Jung,5618.0,Right Defensive Midfield,23,South Korea,791,['40f5f532-e620-4de4-ae48-427eaff836f3'],30,,,,,,,,,,,,,,,,,South Korea,791,00:11:30.176,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91aca548-b3f4-4738-8b63-ab13d360d2d2,353,,,"[104.3, 9.3]",3857299,11,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Heung-Min Son,3083.0,Left Wing,23,South Korea,791,['aedd0dd0-c5d0-491d-957b-de8370800d5e'],31,,,,,,,,,,,,,,,,,South Korea,791,00:11:31.725,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b4a56ad0-5f0b-4fb1-86af-cc8349ebf277,366,,,"[27.2, 32.7]",3857299,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Seung-Gyu Kim,37641.0,Goalkeeper,24,South Korea,791,['8cea6d51-87e5-47be-bdb8-12f09e421332'],20,,,,,,,,,,,,,,,,,South Korea,791,00:12:20.042,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1fdfc862-c6be-4822-835d-ab5ddbb9d2e5,369,,,"[39.4, 56.9]",3857299,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Moon-Hwan Kim,40672.0,Right Back,24,South Korea,791,['6f4718e7-38b2-4591-b55e-d0303afab505'],24,,,,,,,,,,,,,,,,,South Korea,791,00:12:24.527,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66d15ea4-e060-4b0b-8466-ed39458684ce,372,,,"[48.8, 53.2]",3857299,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,In-Beom Hwang,23763.0,Left Defensive Midfield,24,South Korea,791,['e912ed32-49ed-4219-bec8-5a0de8458efd'],26,,,,,,,,,,,,,,,,,South Korea,791,00:12:26.380,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cec5c3a3-5495-4acc-875f-b3f73ca2cb9e,374,,,"[39.0, 64.5]",3857299,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Moon-Hwan Kim,40672.0,Right Back,24,South Korea,791,['c84c6c38-d380-4b03-9fa0-a5f0a42019c5'],27,,,,,,,,,,,,,,,,,South Korea,791,00:12:27.749,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53864817-9cda-491b-8202-9121378c58be,377,,,"[31.0, 50.0]",3857299,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Min Jae Kim,43565.0,Right Center Back,24,South Korea,791,['a7579b2c-c2ac-4e87-ab19-5160db96d97e'],29,,,,,,,,,,,,,,,,,South Korea,791,00:12:29.161,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878a87b9-8368-4e77-8db5-e8044f71dff2,380,,,"[35.0, 19.0]",3857299,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Woo-Young Jung,5618.0,Right Defensive Midfield,24,South Korea,791,['d3b4042b-4336-473c-abbb-59b252ce0f49'],32,,,,,,,,,,,,,,,,,South Korea,791,00:12:32.857,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1aa8f1d6-2f38-4446-9ad2-0d78325bcc58,383,,,"[74.6, 1.9]",3857299,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Heung-Min Son,3083.0,Left Wing,24,South Korea,791,['5471eb1b-1cb3-47c9-ade4-dcbf8961aaed'],36,,,,,,,,,,,,,,,,,South Korea,791,00:12:36.476,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40bb57c2-eaaa-4c31-ada8-f888058e5c58,386,,,"[68.9, 22.6]",3857299,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Woo-Young Jung,5618.0,Right Defensive Midfield,24,South Korea,791,['cf7dd9f0-2b67-4a06-bcb2-e9bed52c5442'],42,,,,,,,,,,,,,,,,,South Korea,791,00:12:42.264,Ball Receipt*,
