50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,"[105.7, 3.7]",,,,,,,,,,,,1.993425,,,,,,,,,,,,9d26445e-23ef-4684-a04f-e7d21f090d60,1537,,,"[98.0, 2.6]",3857299,43,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Woo-Yeong Jeong,22067.0,Center Attacking Midfield,66,South Korea,791,"['6b2577d8-1206-4d05-a3b3-8c0ebcc34378', '819544ce-cb9a-4a5f-8004-ff52e8ab3d02', '8cf303a3-d6b3-4a0e-885f-f846a8adb4e3']",46,,,,,,,,,,,,,,,,,South Korea,791,00:43:46.666,Carry,True
,,,,,,"[37.7, 76.7]",,,,,,,,,,,,4.298966,,,,,,,,,,,,5ab91c94-24df-4725-993c-0c3858491956,1541,,,"[14.4, 76.4]",3857299,43,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Tariq Lamptey,33602.0,Right Back,66,South Korea,791,"['d9ff0e87-52b4-4a4c-abb5-d0d58b84a546', 'ed801c68-4724-42e8-ba54-6a3c90a8e6c9']",48,,,,,,,,,,,,,,,,,Ghana,4885,00:43:48.659,Carry,
,,,,,,"[86.5, 2.8]",,,,,,,,,,,,2.759106,,,,,,,,,,,,f7f8aae1-2fe6-4c79-a51f-b8eb53e6d6b6,1545,,,"[82.1, 3.4]",3857299,43,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jin-Su Kim,40538.0,Left Back,66,South Korea,791,"['2df29bdb-d038-490e-863b-7f9b6ec22052', '323e0642-64e2-471f-a9c5-a1a98fded863', '9f4b890f-da5d-4544-999a-1df2425ddb4b']",54,,,,,,,,,,,,,,,,,South Korea,791,00:43:54.871,Carry,True
,,,,,,"[80.7, 7.5]",,,,,,,,,,,,0.161019,,,,,,,,,,,,9e9d2815-95aa-4a1f-b679-cac73d6856b9,1549,,,"[80.7, 7.5]",3857299,43,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,In-Beom Hwang,23763.0,Left Defensive Midfield,66,South Korea,791,"['46711b68-5ec2-4a29-9b5a-f8bba1c622a2', 'aab385ad-5fcf-49a9-9915-40d68aff7999']",59,,,,,,,,,,,,,,,,,South Korea,791,00:43:59.023,Carry,
,,,,,,"[79.9, 22.9]",,,,,,,,,,,,0.225582,,,,,,,,,,,,a5f9c3c1-4790-4235-bb40-efa556a7bf9f,1554,,,"[79.9, 22.5]",3857299,44,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Heung-Min Son,3083.0,Left Wing,66,South Korea,791,"['68114c46-45e4-401d-a32f-eab72f5583ec', 'a7252561-844a-453a-a4af-82476e208a18']",1,,,,,,,,,,,,,,,,,South Korea,791,00:44:01.984,Carry,
,,,,,,"[69.5, 48.8]",,,,,,,,,,,,1.252689,,,,,,,,,,,,674cec81-ffd6-4764-adab-5878161c154e,1557,,,"[69.5, 48.8]",3857299,44,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Min Jae Kim,43565.0,Right Center Back,66,South Korea,791,"['1ca55765-f3a0-4fe4-a34f-900233ef8304', '5be49877-418f-413c-ae11-069621b8906c']",4,,,,,,,,,,,,,,,,,South Korea,791,00:44:04.001,Carry,
,,,,,,"[68.1, 34.5]",,,,,,,,,,,,1.221047,,,,,,,,,,,,0f6478ab-a13e-47ed-b021-a7d4904e9a8e,1560,,,"[66.7, 34.6]",3857299,44,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Woo-Young Jung,5618.0,Right Defensive Midfield,66,South Korea,791,"['63ac8a1c-f83c-488b-b9ed-94007c5bb5c7', '879d443c-1c4c-4f41-b7d1-347db7f39f53']",6,,,,,,,,,,,,,,,,,South Korea,791,00:44:06.551,Carry,
,,,,,,"[85.1, 2.0]",,,,,,,,,,,,1.158334,,,,,,,,,,,,ae9a3747-5243-41a7-82b3-09c3e34684d1,1563,,,"[85.1, 2.0]",3857299,44,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jin-Su Kim,40538.0,Left Back,66,South Korea,791,"['1a740bd0-cf85-46c6-900d-eace4f4d16a6', 'ac8b6afc-72be-4ccc-86f4-dcb45bff3ff4']",9,,,,,,,,,,,,,,,,,South Korea,791,00:44:09.820,Carry,
,,,,,,"[93.6, 2.0]",,,,,,,,,,,,0.168615,,,,,,,,,,,,03b78fc3-a1f6-459c-abcf-a767d3e1cdce,1566,,,"[93.6, 2.0]",3857299,44,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Woo-Yeong Jeong,22067.0,Center Attacking Midfield,66,South Korea,791,"['a74ec602-06a0-4b0d-a6fd-b3289b5859c0', 'd43f30a1-77c4-454a-8da5-bc39d9d83b84']",12,,,,,,,,,,,,,,,,,South Korea,791,00:44:12.400,Carry,
,,,,,,"[99.4, 14.8]",,,,,,,,,,,,0.999178,,,,,,,,,,,,f3097efa-ed36-4758-b245-545164298183,1569,,,"[95.2, 13.2]",3857299,44,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,In-Beom Hwang,23763.0,Left Defensive Midfield,66,South Korea,791,"['4e22150a-f527-45a5-80a6-5b094754ba08', 'ab7cd04d-b001-42f4-ac69-9a40b436362f']",13,,,,,,,,,,,,,,,,,South Korea,791,00:44:13.948,Carry,
,,,,,,"[27.1, 31.5]",,,,,,,,,,,,0.338839,,,,,,,,,,,,dadb6b3e-caee-4f21-bb86-b588768db030,1576,,,"[25.3, 31.8]",3857299,44,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,André Ayew Pelé,3347.0,Center Attacking Midfield,66,South Korea,791,"['0897bc07-79eb-4604-a70e-aac8f49dd914', 'c5061423-7535-4c68-b1fc-95c28013271d']",20,,,,,,,,,,,,,,,,,Ghana,4885,00:44:20.646,Carry,
,,,,,,"[80.8, 47.8]",,,,,,,,,,,,0.597108,,,,,,,,,,,,9e8c09bb-ee91-4d83-b440-583c45d4cf05,1581,,,"[81.0, 48.0]",3857299,44,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Woo-Young Jung,5618.0,Right Defensive Midfield,66,South Korea,791,"['3bef4b56-c445-4200-83af-bce4a001b30b', '557f15e5-97a2-46ea-a776-2d4992834f12']",22,,,,,,,,,,,,,,,,,South Korea,791,00:44:22.265,Carry,
,,,,,,"[62.9, 55.1]",,,,,,,,,,,,0.45554,,,,,,,,,,,,df6299af-2749-49e0-9285-97056f805bd6,1584,,,"[62.9, 55.1]",3857299,44,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Min Jae Kim,43565.0,Right Center Back,66,South Korea,791,"['5beb5b32-966d-42c0-a5f6-5d64129a55ce', 'a2b227e1-fbe6-4c64-9f72-2085ebd79026']",24,,,,,,,,,,,,,,,,,South Korea,791,00:44:24.989,Carry,
,,,,,,"[81.0, 30.5]",,,,,,,,,,,,1.913791,,,,,,,,,,,,00a49e4e-5f3b-4cff-828f-70633d9555be,1587,,,"[79.2, 31.1]",3857299,44,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,In-Beom Hwang,23763.0,Left Defensive Midfield,66,South Korea,791,"['3c1bea0d-9626-405d-8001-2849c8447c1b', '87976de6-394b-44e2-9a6d-045be3361373']",27,,,,,,,,,,,,,,,,,South Korea,791,00:44:27.143,Carry,
,,,,,,"[85.4, 29.7]",,,,,,,,,,,,0.342377,,,,,,,,,,,,5372909a-b6a6-47c3-959c-cf36f5050b86,1592,,,"[84.6, 29.7]",3857299,44,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,In-Beom Hwang,23763.0,Left Defensive Midfield,66,South Korea,791,"['1305ab40-d11f-4ea6-9e7e-d707e8e6e307', 'e4e1eff7-b47b-44da-9ceb-444c2fca54b4']",31,,,,,,,,,,,,,,,,,South Korea,791,00:44:31.197,Carry,
,,,,,,"[94.2, 22.9]",,,,,,,,,,,,0.295066,,,,,,,,,,,,329fb427-8c50-4f23-86a6-9470a5e10199,1595,,,"[94.2, 22.9]",3857299,44,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Woo-Yeong Jeong,22067.0,Center Attacking Midfield,66,South Korea,791,"['000606d8-35a0-48f7-bfd9-77377a62620e', '51bc35d0-5f9d-46fc-8090-500defe630e3']",32,,,,,,,,,,,,,,,,,South Korea,791,00:44:32.173,Carry,
,,,,,,"[95.0, 33.7]",,,,,,,,,,,,0.806396,,,,,,,,,,,,5158fbd8-1102-4fa9-b2eb-bcb3b7d6ec33,1598,,,"[95.0, 33.7]",3857299,44,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Heung-Min Son,3083.0,Left Wing,66,South Korea,791,"['94f2f96c-2fdd-4f8a-bf86-f56fee377d0b', 'bfc56583-9cb1-4e27-b8ff-8c2a776a9cd7']",32,,,,,,,,,,,,,,,,,South Korea,791,00:44:32.901,Carry,
,,,,,,"[94.4, 45.0]",,,,,,,,,,,,0.946478,,,,,,,,,,,,522b49b4-5d0f-48e2-b8b5-a08a9326270a,1601,,,"[93.1, 42.8]",3857299,44,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,In-Beom Hwang,23763.0,Left Defensive Midfield,66,South Korea,791,"['9119d423-d63e-40ee-b0d6-33e2b79d57d8', 'c1ffe807-77d1-4638-8df0-842b7cfae317']",34,,,,,,,,,,,,,,,,,South Korea,791,00:44:34.560,Carry,
,,,,,,"[104.9, 68.6]",,,,,,,,,,,,0.799161,,,,,,,,,,,,e723fc44-56bd-48d3-830e-e26783a0c226,1604,,,"[104.9, 68.6]",3857299,44,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Moon-Hwan Kim,40672.0,Right Back,66,South Korea,791,"['1f219695-8aed-4408-bbb6-d2570028a747', 'ca651e06-66ed-4e3c-85c6-abf8038899ff']",37,,,,,,,,,,,,,,,,,South Korea,791,00:44:37.212,Carry,
,,,,,,"[114.7, 2.8]",,,,,,,,,,,,2.12883,,,,,,,,,,,,b546a8c1-b680-4609-b920-08dd5346ac99,1607,,,"[117.3, 2.8]",3857299,44,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jin-Su Kim,40538.0,Left Back,66,South Korea,791,"['ab9af2ca-a2cf-4d3e-8b6f-8a2c5e01c3a0', 'e1d69b15-3fe5-47a2-88d5-559bb839c991']",43,,,,,,,,,,,,,,,,,South Korea,791,00:44:43.075,Carry,
,,,,,,"[100.6, 20.0]",,,,,,,,,,,,3.424474,,,,,,,,,,,,c5db5128-00f1-4a6f-896b-aacc4d29f539,1610,,,"[100.8, 8.3]",3857299,44,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Woo-Young Jung,5618.0,Right Defensive Midfield,66,South Korea,791,"['051a5e57-f65b-4f80-a80c-74bc76db4ae4', '3f388811-4bca-49e1-ac49-7ae81ccf70f4']",46,,,,,,,,,,,,,,,,,South Korea,791,00:44:46.492,Carry,
,,,,,,"[74.4, 10.7]",,,,,,,,,,,,1.088064,,,,,,,,,,,,06add3c0-2fc4-400c-ad33-2b75e5040958,1625,,,"[66.8, 11.5]",3857299,46,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,André Ayew Pelé,3347.0,Center Attacking Midfield,68,Ghana,4885,"['9614bbfb-01f2-4cfe-a121-61f3a4509b45', 'f4aefd12-825b-44d7-a509-2732a7d2a6bf', 'fb241c77-2a51-4b84-a94a-800a25e8b80b']",0,,,,,,,,,,,,,,,,,Ghana,4885,00:46:00.966,Carry,True
,,,,,,"[110.5, 8.0]",,,,,,,,,,,,0.793447,,,,,,,,,,,,5531706f-6879-4ee7-b011-ef77f58f97d2,1633,,,"[109.2, 8.2]",3857299,46,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jordan Ayew,3450.0,Left Wing,69,Ghana,4885,"['537d131d-65d1-4466-938c-7edda852452b', 'a3a30537-b7e2-4ee5-ae27-ce0b703f712a', 'd5e9196c-86bc-425b-84c8-82995ac57d5a']",26,,,,,,,,,,,,,,,,,Ghana,4885,00:46:26.637,Carry,True
,,,,,,"[5.9, 71.9]",,,,,,,,,,,,1.456295,,,,,,,,,,,,db16ac3d-382a-41ee-ba28-1f94cc3f099c,1638,,,"[9.6, 72.1]",3857299,46,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Moon-Hwan Kim,40672.0,Right Back,69,Ghana,4885,"['13826b80-906c-4da5-88bf-e6cb62b7e4e9', '79e99a94-4e69-4dcd-a64f-a6bf6fb06ded', 'b94448bd-9787-4c9a-baf3-3b55f4d1b40f']",27,,,,,,,,,,,,,,,,,South Korea,791,00:46:27.431,Carry,True
,,,,,,"[80.5, 41.1]",,,,,,,,,,,,0.825975,,,,,,,,,,,,57c20a82-0abc-4163-8651-4b8cea3268e0,1644,,,"[82.6, 40.8]",3857299,47,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Daniel Amartey,3709.0,Right Center Back,70,Ghana,4885,"['48e00ac7-f867-44c7-b7d9-8980394c8eb0', 'fa258e54-fc05-454e-8271-5d6efab07b26', 'fe95ad4c-d988-4560-912a-c8c7a8ea2ad6']",10,,,,,,,,,,,,,,,,,Ghana,4885,00:47:10.334,Carry,True
,,,,,,"[51.4, 55.8]",,,,,,,,,,,,0.040000003,,,,,,,,,,,,27e9a80b-5cd4-49af-b2e1-fa9098d51ece,1648,,,"[51.4, 55.8]",3857299,47,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Tariq Lamptey,33602.0,Right Back,70,Ghana,4885,"['00a52de4-0b75-4335-bd17-7cacaa22d684', '41dcaedc-6734-4e05-a2c9-4829dbee34b8']",13,,,,,,,,,,,,,,,,,Ghana,4885,00:47:13.941,Carry,
,,,,,,"[21.9, 39.8]",,,,,,,,,,,,2.48899,,,,,,,,,,,,23bf1e42-da96-40e8-b6af-27957253e940,1651,,,"[16.9, 44.2]",3857299,47,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Lawrence Ati-Zigi,8108.0,Goalkeeper,70,Ghana,4885,"['88393db3-3154-471c-8d02-8df68f12529b', 'b54ee15b-96e7-404f-bff8-14004eb76aed', 'cd918298-5cb8-4eb9-a01d-25148464d76c']",16,,,,,,,,,,,,,,,,,Ghana,4885,00:47:16.876,Carry,True
,,,,,,"[73.1, 2.8]",,,,,,,,,,,,3.828954,,,,,,,,,,,,402260f7-c305-4e7b-9082-33e71b6d9a1b,1656,,,"[56.7, 16.5]",3857299,47,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,In-Beom Hwang,23763.0,Left Defensive Midfield,71,South Korea,791,"['a4cb7ef5-7613-414c-9f07-93f419fcfd0e', 'bec15fe1-8319-4ad5-b679-c2643563d02d', 'c8909285-c46a-487a-b914-c436189ac602']",23,,,,,,,,,,,,,,,,,South Korea,791,00:47:23.201,Carry,True
,,,,,,"[61.1, 2.6]",,,,,,,,,,,,1.039813,,,,,,,,,,,,d13b18d7-3f50-4513-a6ba-ad71ec8503de,1665,,,"[64.1, 3.4]",3857299,47,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,In-Beom Hwang,23763.0,Left Defensive Midfield,73,South Korea,791,"['1e15ee29-a4a7-46fc-a634-333f9e1414f9', '48b5dcdc-c65b-4e46-995a-5986338ee6ed', 'ffd702e9-dc41-4a73-98c3-6310f75d10ee']",53,,,,,,,,,,,,,,,,,South Korea,791,00:47:53.274,Carry,True
,,,,,,"[67.3, 2.3]",,,,,,,,,,,,1.632769,,,,,,,,,,,,2366b757-b78e-4d8c-b266-5a4e0e38cd8a,1670,,,"[67.1, 2.6]",3857299,47,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Heung-Min Son,3083.0,Left Wing,73,South Korea,791,"['1b53a2c5-a980-4017-a00e-b1e2d24bff2c', '4d779bf7-985f-4e57-8a70-b1f1983f16f5', '535afd8d-f34e-4aa2-af68-83e2f77d1b2f', 'fd8e8941-84cb-458c-90d2-61e413f9a9b4']",55,,,,,,,,,,,,,,,,,South Korea,791,00:47:55.191,Carry,True
,,,,,,"[63.3, 3.0]",,,,,,,,,,,,1.430858,,,,,,,,,,,,e46547af-4bcb-44c7-af77-010037233439,1676,,,"[65.2, 3.7]",3857299,47,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Heung-Min Son,3083.0,Left Wing,73,South Korea,791,"['0cfe0bcf-8d16-4907-a06d-1bb384b4d23c', '1028ca7b-56d0-4445-913d-ff352bd84395', '60ae2ab5-639b-492e-b6d2-702eafb54c6e']",57,,,,,,,,,,,,,,,,,South Korea,791,00:47:57.661,Carry,True
,,,,,,"[51.7, 24.3]",,,,,,,,,,,,1.291207,,,,,,,,,,,,4b142ea2-e25b-49a6-af54-58edfd370048,1679,,,"[51.7, 24.3]",3857299,48,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Woo-Young Jung,5618.0,Right Defensive Midfield,73,South Korea,791,"['23e38c93-14cb-44c5-8604-d741613d69c5', 'd624b72f-8493-4eb5-8ce9-fe5d85c07444']",0,,,,,,,,,,,,,,,,,South Korea,791,00:48:00.368,Carry,
,,,,,,"[86.6, 73.8]",,,,,,,,,,,,1.881939,,,,,,,,,,,,2cc71e5a-6e0b-4c33-8968-af0d9461feab,1682,,,"[77.7, 72.1]",3857299,48,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Moon-Hwan Kim,40672.0,Right Back,73,South Korea,791,"['053cea89-d611-4c5d-9b9a-9ce426cdd8c0', '87bd61fd-e007-4dd4-a2f2-9f1180266c49']",5,,,,,,,,,,,,,,,,,South Korea,791,00:48:05.662,Carry,
,,,,,,"[86.2, 61.6]",,,,,,,,,,,,0.072937,,,,,,,,,,,,36cde034-767f-42f1-86db-804c53f1da4c,1686,,,"[86.2, 61.6]",3857299,48,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Chang-Hoon Kwon,3135.0,Right Wing,73,South Korea,791,"['20b7d594-aad6-4e8a-a4ad-7d75703a071c', '2a3ab45e-6968-4e27-bc39-2e48c6a504a6', 'b2688490-c2c1-443e-9ee2-ed21ace5ed72']",9,,,,,,,,,,,,,,,,,South Korea,791,00:48:09.033,Carry,True
,,,,,,"[51.7, 17.3]",,,,,,,,,,,,1.961637,,,,,,,,,,,,4f6810c8-ef9d-4e9e-aba8-8b7fd9077a04,1694,,,"[51.7, 16.0]",3857299,48,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Young-Gwon Kim,5604.0,Left Center Back,73,South Korea,791,"['4e796cff-08e7-4ea1-9adc-96e0e11cfc97', 'd0d8b92a-eb77-4568-8385-7e69e5634cc6']",14,,,,,,,,,,,,,,,,,South Korea,791,00:48:14.760,Carry,
,,,,,,"[69.0, 60.6]",,,,,,,,,,,,1.375227,,,,,,,,,,,,9a85912f-b761-4dcb-ba0f-a11e72ad5167,1697,,,"[63.5, 55.4]",3857299,48,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Woo-Young Jung,5618.0,Right Defensive Midfield,73,South Korea,791,"['94757455-a05c-4f15-a56d-39942c245eb0', '9e3be9ad-fdee-42d4-b85a-263295eb5668']",19,,,,,,,,,,,,,,,,,South Korea,791,00:48:19.289,Carry,
,,,,,,"[93.4, 73.2]",,,,,,,,,,,,2.615156,,,,,,,,,,,,c80f7f76-b10a-479e-8424-0b91f8eaf468,1700,,,"[93.4, 73.2]",3857299,48,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Moon-Hwan Kim,40672.0,Right Back,73,South Korea,791,"['530039b4-66d4-4282-a38c-69a26222cbdf', 'eeadf5cf-33b0-403d-88ee-a5bf02d69ad3']",22,,,,,,,,,,,,,,,,,South Korea,791,00:48:22.293,Carry,
,,,,,,"[105.6, 52.4]",,,,,,,,,,,,0.163524,,,,,,,,,,,,43156efd-57dc-4ff7-bd3b-181e45ad0be8,1703,,,"[105.6, 52.4]",3857299,48,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Chang-Hoon Kwon,3135.0,Right Wing,73,South Korea,791,"['01aecb05-0a04-4ba2-b542-3b4e1e4f5bbe', '1500ba51-5fc0-4e50-81b9-200eb8b42987']",25,,,,,,,,,,,,,,,,,South Korea,791,00:48:25.712,Carry,
,,,,,,"[16.0, 34.3]",,,,,,,,,,,,18.532595,,,,,,,,,,,,07826af1-205e-410c-ba4a-e48ae3ee715c,1709,,,"[9.4, 37.0]",3857299,48,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Lawrence Ati-Zigi,8108.0,Goalkeeper,74,Ghana,4885,"['4fd6b974-0749-4084-b36f-0b2a8224007e', '9b1c684e-098d-4736-8098-8f720e6f18e0']",29,,,,,,,,,,,,,,,,,Ghana,4885,00:48:29.579,Carry,
,,,,,,"[112.4, 25.3]",,,,,,,,,,,,0.662403,,,,,,,,,,,,e06394ae-6daa-477b-b7ee-2f7d76753d6e,1712,,,"[102.6, 24.1]",3857299,48,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Iñaki Williams Arthuer,6393.0,Center Forward,74,Ghana,4885,"['77581056-b7e1-4461-adde-97e41fce3ace', '8dedfdbc-43ac-4eb2-b6cf-d3e2ccb5ed38', '95bbbe22-2ec8-46c2-880c-82446b0f828c']",54,,,,,,,,,,,,,,,,,Ghana,4885,00:48:54.199,Carry,True
,,,,,,"[44.9, 4.5]",,,,,,,,,,,,6.423702,,,,,,,,,,,,4ba61506-2d41-4b16-b172-8c3e7eee83ac,1723,,,"[23.0, 8.3]",3857299,49,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Young-Gwon Kim,5604.0,Left Center Back,76,South Korea,791,"['09be6480-bac4-457a-99a0-e11905fbdd79', 'fa392897-aee1-4a42-af3f-2666ea688f47']",47,,,,,,,,,,,,,,,,,South Korea,791,00:49:47.016,Carry,
,,,,,,"[5.6, 13.7]",,,,,,,,,,,,1.226723,,,,,,,,,,,,e3f9088a-7320-4140-8947-c0d3f34c928e,1727,,,"[8.7, 22.3]",3857299,49,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gideon Mensah,23615.0,Left Back,77,Ghana,4885,"['6db882d6-dc86-4d48-9396-51c6e018f801', '97d6e362-e2c5-4c01-92b9-69786dbeb2b7']",58,,,,,,,,,,,,,,,,,Ghana,4885,00:49:58.770,Carry,
,,,,,,"[37.7, 49.1]",,,,,,,,,,,,0.994328,,,,,,,,,,,,bda9297a-efc9-47b0-83a6-af0c740a21dd,1737,,,"[37.6, 49.3]",3857299,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Daniel Amartey,3709.0,Right Center Back,78,Ghana,4885,"['d4d25fec-2337-4ef5-837e-1150462253f9', 'f657cf38-9308-4aec-9cff-a40efac468c3']",2,,,,,,,,,,,,,,,,,Ghana,4885,00:00:02.300,Carry,
,,,,,,"[42.2, 14.9]",,,,,,,,,,,,2.407699,,,,,,,,,,,,fd042ac2-2860-406e-9641-dd994bb90ef5,1740,,,"[43.9, 19.3]",3857299,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Mohamed Salisu,30519.0,Left Center Back,78,Ghana,4885,"['6e0ddc66-c218-4e61-b0c3-9f2c0f38ec4b', '7ea37eb7-58c7-4947-a890-f55f392779e2', 'f07d0165-f929-4105-b007-d93b29d7f4d1']",4,,,,,,,,,,,,,,,,,Ghana,4885,00:00:04.595,Carry,True
,,,,,,"[44.8, 63.7]",,,,,,,,,,,,1.534122,,,,,,,,,,,,d51059dd-a3dd-49df-a6a3-c713480ea527,1747,,,"[42.3, 64.6]",3857299,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Woo-Young Jung,5618.0,Right Defensive Midfield,79,South Korea,791,"['359cadcc-46bf-4e57-a498-09d5a144fb04', '46f2b6ab-da5c-45aa-a13e-1ce957784881', '8afa0920-fe3e-48ef-9dee-8499a1bcb330']",10,,,,,,,,,,,,,,,,,South Korea,791,00:00:10.388,Carry,True
,,,,,,"[53.3, 74.6]",,,,,,,,,,,,0.945895,,,,,,,,,,,,058d333f-9002-4cde-a1d3-7fcd9444892f,1751,,,"[49.3, 75.0]",3857299,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,In-Beom Hwang,23763.0,Left Defensive Midfield,79,South Korea,791,"['14a21515-a54d-4039-a904-a3af3bef30d3', 'd5013071-2550-4612-bdfe-e7b8e699b9af']",13,,,,,,,,,,,,,,,,,South Korea,791,00:00:13.289,Carry,
,,,,,,"[27.6, 7.2]",,,,,,,,,,,,1.184523,,,,,,,,,,,,d36884c7-2f4f-4e9e-9009-5e113ad2da19,1758,,,"[27.6, 7.2]",3857299,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Mohamed Salisu,30519.0,Left Center Back,80,Ghana,4885,"['9d7e6aa8-5d1d-46bc-86e0-756b1c20e6e8', 'c625c231-a18a-45b4-8dd6-e3dcc2dd6b62']",35,,,,,,,,,,,,,,,,,Ghana,4885,00:00:35.896,Carry,
,,,,,,"[37.7, 2.0]",,,,,,,,,,,,0.717495,,,,,,,,,,,,2982c65f-1852-419c-8646-67cf252576c6,1761,,,"[40.2, 1.6]",3857299,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Gideon Mensah,23615.0,Left Back,80,Ghana,4885,"['0a5a5fd5-1eb7-481d-9cb4-3046de8540fa', '1ec6b52b-dd8b-41af-af88-2435529924f5']",38,,,,,,,,,,,,,,,,,Ghana,4885,00:00:38.079,Carry,
,,,,,,"[68.7, 5.7]",,,,,,,,,,,,4.562136,,,,,,,,,,,,cb77fe6f-ecc7-4de8-83b4-e3aae8101442,1770,,,"[63.1, 7.8]",3857299,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jordan Ayew,3450.0,Left Wing,80,Ghana,4885,"['6e24ae25-1c6c-4b26-8dbd-39fb68211772', '8ba75e2d-d6fa-4297-a26e-9a5c22e67852', 'a5fa1347-f483-4be4-8a58-e13319adb4b4']",45,,,,,,,,,,,,,,,,,Ghana,4885,00:00:45.050,Carry,True
,,,,,,"[51.0, 8.5]",,,,,,,,,,,,4.756763,,,,,,,,,,,,b5836213-33ad-4120-bc20-7b047621ee66,1774,,,"[48.9, 8.0]",3857299,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Mohamed Salisu,30519.0,Left Center Back,80,Ghana,4885,"['06c3126f-54ea-4e57-9d80-1b677aea9537', '3340a428-7a1a-4b63-8e52-3e4385b7a27d', '4334fb37-e809-4dea-a5a3-32b0089d0004']",50,,,,,,,,,,,,,,,,,Ghana,4885,00:00:50.855,Carry,True
