50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.385328,,,,,,,,,,,,,9b36d393-5c71-405f-ae49-b5aca34b4589,2945,,,"[73.8, 62.4]",3857288,84,,,,0.5023879,,Left Foot,,,,"[99.1, 76.3]",Ground Pass,,28.866936,,,Mathew Leckie,5481.0,,,,,,2,Regular Play,Aaron Mooy,3281.0,Left Defensive Midfield,170,Australia,792,['4e170265-5ad3-4c04-89d1-9fd631158afa'],13,,,,,,,,,,,,,,,,Australia,792,00:39:13.738,Pass,
,,,,,,,,,,,,,,,,,1.38567,,,,,,,,,,,,,aa85b8cb-e934-433a-afc4-ab7a4db4a41b,2953,,,"[107.2, 80.0]",3857288,85,,,,-1.4651837,,,,,,"[110.2, 51.7]",High Pass,,28.458567,,,Jamie MacLaren,9980.0,,,,,Throw-in,2,From Throw In,Miloš Degenek,15957.0,Right Back,171,Australia,792,['a4637329-6a00-433a-ac50-3fe3efd324e8'],13,,,,,,,,,,,,,,,,Australia,792,00:40:13.490,Pass,
,,,,,,,,,,,,,,,,,2.254999,,,,,,,,,,,,,60852ea4-106e-49f4-ab49-f57de4c9ef85,2956,,,"[110.2, 51.7]",3857288,85,,,True,2.7224073,,,,,,"[90.9, 60.3]",High Pass,,21.129364,,,Jackson Irvine,5490.0,,,,,,2,From Throw In,Jamie MacLaren,9980.0,Left Center Forward,171,Australia,792,"['011c2d3f-c242-4586-949d-6496c83ca7ab', '6397c048-732d-4173-b390-35258fc2b208']",14,,,,,,,,,,,,,,,,Australia,792,00:40:14.875,Pass,True
,,,,,,,,,,,,,,,,,0.738588,,,,,,,,,,,,,26650fd4-57f8-41e2-ac24-d404f2d16b99,2959,,,"[90.9, 60.3]",3857288,85,,,True,2.3561945,,,,,,"[87.1, 64.1]",High Pass,,5.3740115,,,Keanu Baccus,33488.0,,,,,,2,From Throw In,Jackson Irvine,5490.0,Right Defensive Midfield,171,Australia,792,"['162eef4f-6094-4b25-b65f-72563f725b90', 'e0b8512b-ceb7-46dc-910b-23f327846abe']",17,,,,,,,,,,,,,,,,Australia,792,00:40:17.130,Pass,True
,,,,,,,,,,,,,,,,,1.478146,,,,,,,,,,,,,5722ff9f-f51f-4119-acb4-85a42f6e42d1,2962,,,"[87.1, 64.1]",3857288,85,,,,1.5250268,,Right Foot,,,,"[87.7, 77.2]",Ground Pass,,13.113733,,,Miloš Degenek,15957.0,,,,,,2,From Throw In,Keanu Baccus,33488.0,Right Midfield,171,Australia,792,['75649fb0-d571-498b-b0dc-f3ea085e0c0d'],18,,,,,,,,,,,,,,,,Australia,792,00:40:18.695,Pass,
,,,,,,,,,,,,,,,,,2.587718,,,,,,,,,,,,,a6dfa97f-a060-4943-86ef-db815278a65b,2966,,,"[86.7, 77.0]",3857288,85,,,,-1.1953079,,Left Foot,True,,,"[105.7, 28.8]",High Pass,,51.80965,Incomplete,,Awer Mabil,24475.0,,True,,,,2,From Throw In,Miloš Degenek,15957.0,Right Back,171,Australia,792,"['8027f75c-9e3e-49bc-bd59-964a7382567d', 'fdb37412-5a94-4770-9bef-bf4a1e17fa24']",20,,,,,,,,,,,,,,,,Australia,792,00:40:20.376,Pass,
,,,,,,,,,,,,,,,,,1.739438,,,,,,,,,,,,,8027f75c-9e3e-49bc-bd59-964a7382567d,2968,,,"[14.4, 51.3]",3857288,85,,,,-0.70386726,,Head,,,,"[28.3, 39.5]",High Pass,,18.233212,,,Ferjani Sassi,5650.0,,,,,Recovery,2,From Counter,Wajdi Kechrida,105944.0,Right Back,172,Tunisia,777,"['4be5e2d8-b1aa-4e96-820b-17586a4e8df1', 'a6dfa97f-a060-4943-86ef-db815278a65b']",22,,,,,,,,,,,,,,,,Tunisia,777,00:40:22.964,Pass,
,,,,,,,,,,,,,,,,,2.747578,,,,,,,,,,,,,d85fa423-dbf6-4497-b66b-add12a1b4081,2970,,,"[28.5, 39.5]",3857288,85,,,,0.098045275,,Right Foot,,,,"[65.1, 43.1]",High Pass,,36.776623,Incomplete,,,,,,,,,2,From Counter,Ferjani Sassi,5650.0,Right Defensive Midfield,172,Tunisia,777,['102bd001-35d2-4ef8-adde-9921e32feb1a'],24,,,,,,,,,,,,,,,,Tunisia,777,00:40:24.703,Pass,
,,,,,,,,,,,,,,,,,1.659028,,,,,,,,,,,,,16115e2f-4a23-4e7f-be39-12531aeab624,2982,,,"[19.3, 5.5]",3857288,85,,,,0.28353977,,Left Foot,,,,"[49.5, 14.3]",High Pass,,31.456001,,,Jamie MacLaren,9980.0,,,,,,2,Regular Play,Harry Souttar,22293.0,Right Center Back,173,Australia,792,"['4d66bb91-3cec-4c85-986f-d8dbc8aa8647', '9e09e4a5-d6b1-4a31-954d-0855b23b97a2']",38,,,,,,,,,,,,,,,,Australia,792,00:40:38.403,Pass,True
,,,,,,,,,,,,,,,,,0.728391,,,,,,,,,,,,,9f1b49d4-b400-4d6b-b6df-045cd102e8a4,2986,,,"[45.0, 14.1]",3857288,85,,,,-1.3090829,,Right Foot,,,,"[46.5, 8.5]",Ground Pass,,5.7974133,,,Aaron Mooy,3281.0,,,,,,2,Regular Play,Jamie MacLaren,9980.0,Left Center Forward,173,Australia,792,"['1248aaf2-7cfb-4a81-8dd7-05509ecb6dbc', '27b0fb25-8853-4a09-85dc-e099343a0ba1']",41,,,,,,,,,,,,,,,,Australia,792,00:40:41.241,Pass,True
,,,,,,,,,,,,,,,,,0.123534,,,,,,,,,,,,,5bb4d2e5-dbcf-4be3-8f23-fa37e9f6803d,2990,,,"[84.5, 4.0]",3857288,85,,,,-0.07677189,,Right Foot,,,,"[87.1, 3.8]",Ground Pass,,2.607681,Incomplete,,Awer Mabil,24475.0,,,,,,2,Regular Play,Aaron Mooy,3281.0,Left Defensive Midfield,173,Australia,792,"['0621332e-ac19-4f75-ac0b-8e9995c27a9e', '47bba41c-fb20-411b-a740-66e4e53411a6', 'a05908d9-8177-4fa8-8b10-8a52ceccac6d']",48,,,,,,,,,,,,,,,,Australia,792,00:40:48.556,Pass,True
,,,,,,,,,,,,,,,,,2.269624,,,,,,,,,,,,,03a2ba01-f294-4708-a1a0-46cd0690ca9c,2995,,,"[28.3, 68.0]",3857288,85,,,,-0.9473148,,Left Foot,,,,"[38.8, 53.4]",Ground Pass,,17.983604,,,Ellyes Joris Skhiri,3767.0,,,,,,2,Regular Play,Yassine Meriah,5651.0,Right Center Back,174,Tunisia,777,['22c165c1-8a5e-4887-864a-e760f8be3543'],50,,,,,,,,,,,,,,,,Tunisia,777,00:40:50.448,Pass,
,,,,,,,,,,,,,,,,,0.454256,,,,,,,,,,,,,023026da-2608-49ad-ac8a-02f43d6d2e7f,2998,,,"[45.0, 46.1]",3857288,85,,,,0.0,,Right Foot,,,,"[51.0, 46.1]",Ground Pass,,6.0,,,Youssef Msakni,23910.0,,,,,,2,Regular Play,Ellyes Joris Skhiri,3767.0,Left Defensive Midfield,174,Tunisia,777,['55d2fb4d-4b68-4da3-85b6-6f3a8581799b'],54,,,,,,,,,,,,,,,,Tunisia,777,00:40:54.180,Pass,
,,,,,,,,,,,,,,,,,1.566545,,,,,,,,,,,,,f2a89c6e-eb9f-454d-8618-2235878722f9,3001,,,"[51.6, 47.2]",3857288,85,,,,0.3491827,,Right Foot,,,,"[71.1, 54.3]",Ground Pass,,20.75235,,,Ferjani Sassi,5650.0,,,,,,2,Regular Play,Youssef Msakni,23910.0,Left Wing,174,Tunisia,777,['f6bcc321-1d1e-4689-86ec-f9f6f1c849a7'],55,,,,,,,,,,,,,,,,Tunisia,777,00:40:55.944,Pass,
,,,,,,,,,,,,,,,,,0.980019,,,,,,,,,,,,,fef46765-7891-4858-bafc-6fb9a628539e,3008,,,"[51.4, 15.4]",3857288,85,,,,1.4389132,,Right Foot,,,,"[52.7, 25.2]",Ground Pass,,9.885848,,,Aaron Mooy,3281.0,,,,,Recovery,2,Regular Play,Awer Mabil,24475.0,Left Midfield,175,Australia,792,"['b10b1502-8ca8-4b89-8d3a-9c55e1141b1b', 'd57f9369-b8e2-4273-84d5-a933832c6774']",58,,,,,,,,,,,,,,,,Australia,792,00:40:58.989,Pass,True
,,,,,,,,,,,,,,,,,1.680641,,,,,,,,,,,,,cacc3f9c-d4d7-420d-8290-2500078d9c6d,3012,,,"[57.4, 26.0]",3857288,86,,,,1.335066,,Right Foot,,,,"[62.3, 46.4]",Ground Pass,,20.980228,Incomplete,,Ajdin Hrustic,8859.0,,,,,,2,Regular Play,Aaron Mooy,3281.0,Left Defensive Midfield,175,Australia,792,"['64fd0adc-c6e9-4baa-b7ca-9bb747f086b8', '74c1ea00-d903-4723-9edb-c863bee0dcd3', '97866965-0884-4d40-a20c-6b388ce02d83']",1,,,,,,,,,,,,,,,,Australia,792,00:41:01.467,Pass,True
,,,,,,,,,,,,,,,,,0.967082,,,,,,,,,,,,,1bf6876c-c218-4bd6-a0f6-c3711669a0b3,3016,,,"[54.4, 44.7]",3857288,86,,,,1.2516568,,Right Foot,,,,"[58.2, 56.2]",Ground Pass,,12.111565,,,Keanu Baccus,33488.0,,,,,Recovery,2,Regular Play,Jackson Irvine,5490.0,Right Defensive Midfield,175,Australia,792,"['4e25137b-2c99-4199-bd82-74dbdc85797d', 'f96e5766-ecc8-498b-afc2-da44e6a63bab']",4,,,,,,,,,,,,,,,,Australia,792,00:41:04.487,Pass,True
,,,,,,,,,,,,,,,,,0.597102,,,,,,,,,,,,,6fe9cf6b-3bbf-4625-b4bc-f82f36febffc,3019,,,"[87.5, 62.2]",3857288,86,,,,2.64425,,Right Foot,,,,"[80.5, 66.0]",Ground Pass,,7.964923,,,Ajdin Hrustic,8859.0,,,,,,2,Regular Play,Keanu Baccus,33488.0,Right Midfield,175,Australia,792,['245cb808-e43d-420b-964c-ae3ebb718893'],10,,,,,,,,,,,,,,,,Australia,792,00:41:10.198,Pass,
,,,,,,,,,,,,,,,,,1.507978,,,,,,,,,,,,,18469cc2-4065-4d45-9365-f2676fd879c4,3026,,,"[99.3, 61.3]",3857288,86,,,,-2.896614,,Right Foot,,,,"[87.3, 58.3]",Ground Pass,,12.369317,Incomplete,,Ajdin Hrustic,8859.0,,,,,Recovery,2,Regular Play,Keanu Baccus,33488.0,Right Midfield,175,Australia,792,"['3a447452-520a-4d41-bff7-007d56d503b5', 'f288fd9d-5f91-4f94-ad77-28f341f18140']",14,,,,,,,,,,,,,,,,Australia,792,00:41:14.533,Pass,
,,,,,,,,,,,,,,,,,2.419176,,,,,,,,,,,,,90178c27-ae18-4dda-8917-01a7ea579418,3032,,,"[27.4, 24.1]",3857288,86,,,,2.5305426,,Left Foot,,,,"[6.7, 38.6]",Ground Pass,,25.273306,,,Aymen Dahmen,105943.0,,,,,,2,Regular Play,Ali Abdi,30681.0,Left Back,176,Tunisia,777,"['31cd6247-0ac8-4615-98f3-e33c4a71063f', '86ae62e2-95eb-4994-b8b9-4a5fa9be39ca']",18,,,,,,,,,,,,,,,,Tunisia,777,00:41:18.037,Pass,True
,,,,,,,,,,,,,,,,,3.207619,,,,,,,,,,,,,d1a3c9d6-c652-45fe-ac69-7167bc1988fe,3034,,,"[6.7, 38.6]",3857288,86,,,,0.8084204,,Right Foot,,,,"[36.4, 69.7]",Ground Pass,,43.003487,,,Wajdi Kechrida,105944.0,,,,,,2,Regular Play,Aymen Dahmen,105943.0,Goalkeeper,176,Tunisia,777,['44a1746f-cd06-400e-9e38-e2ec3cf104e2'],20,,,,,,,,,,,,,,,,Tunisia,777,00:41:20.456,Pass,
,,,,,,,,,,,,,,,,,0.44924,,,,,,,,,,,,,48984605-e84a-4d8e-93f2-ebd7a5af26d4,3037,,,"[97.0, 46.3]",3857288,86,,,,-0.16977827,,Left Foot,,,,"[104.0, 45.1]",Ground Pass,,7.1021123,Incomplete,,Taha Yassine Khenissi,128793.0,,,Through Ball,True,,2,Regular Play,Wajdi Kechrida,105944.0,Right Back,176,Tunisia,777,"['1d988b57-7e63-4fcc-999a-504f0c84d074', 'd1e0943d-ed9d-4461-a710-4c436f93431a']",31,,,,,,,,,,,,,,,,Tunisia,777,00:41:31.098,Pass,
,,,,,,,,,,,,,,,,,0.699635,,,,,,,,,,,,,45a67c6f-dd06-4ba0-baa1-5c79ae08316f,3040,,,"[112.8, 55.3]",3857288,86,,,,3.1162815,0e9f8cb8-6c11-46de-83e5-e9d5c36b933d,Right Foot,,,,"[104.9, 55.5]",Ground Pass,,7.902531,,,Naïm Sliti,3557.0,True,,,,Recovery,2,Regular Play,Taha Yassine Khenissi,128793.0,Center Forward,176,Tunisia,777,['370f37ad-138f-4c51-a5fa-b629e01533d7'],33,,,,,,,,,,,,,,,,Tunisia,777,00:41:33.353,Pass,
,,,,,,,,,,,,,,,,,2.628623,,,,,,,,,,,,,8a4bb6fa-ae45-415e-8879-7d8e09d041fc,3051,,,"[93.7, 80.0]",3857288,86,True,,,-2.5244012,,,,,,"[68.9, 62.4]",Low Pass,,30.410524,,,Yassine Meriah,5651.0,,,,,Throw-in,2,From Throw In,Youssef Msakni,23910.0,Left Wing,177,Tunisia,777,['6af67340-62a7-4a76-a42b-d042fb743526'],48,,,,,,,,,,,,,,,,Tunisia,777,00:41:48.826,Pass,
,,,,,,,,,,,,,,,,,0.99222,,,,,,,,,,,,,93d224e0-a29a-4731-8ec1-73797ac62140,3053,,,"[75.8, 62.6]",3857288,86,,,,0.683095,,Right Foot,,,,"[90.3, 74.4]",Ground Pass,,18.694653,,,Youssef Msakni,23910.0,,,,,,2,From Throw In,Yassine Meriah,5651.0,Right Center Back,177,Tunisia,777,['d4c8637d-778b-444e-a8a4-5914344296d4'],52,,,,,,,,,,,,,,,,Tunisia,777,00:41:52.931,Pass,
,,,,,,,,,,,,,,,,,1.069986,,,,,,,,,,,,,188907df-0547-4f33-ad10-cd3857e55d1e,3056,,,"[94.2, 55.1]",3857288,86,,,,-1.5823565,,Right Foot,,,,"[94.0, 37.8]",Ground Pass,,17.301155,,,Naïm Sliti,3557.0,,,,,,2,From Throw In,Youssef Msakni,23910.0,Left Wing,177,Tunisia,777,['59eb7e36-57bb-4916-bec2-572896c7495d'],58,,,,,,,,,,,,,,,,Tunisia,777,00:41:58.507,Pass,
,,,,,,,,,,,,,,,,,1.512858,,,,,,,,,,,,,f815532e-54f5-416a-8de9-7041d0cf03d4,3063,,,"[97.6, 27.5]",3857288,87,,,,-0.43621546,,Right Foot,,,,"[110.9, 21.3]",Ground Pass,,14.674127,,,Ali Abdi,30681.0,,,,,,2,From Throw In,Naïm Sliti,3557.0,Right Wing,177,Tunisia,777,['9e849126-c050-4205-90cd-a10f68e918d6'],1,,,,,,,,,,,,,,,,Tunisia,777,00:42:01.430,Pass,
,,,,,,,,,,,,,,,,,0.666626,,,,,,,,,,,,,fbc92afc-610c-42de-b71d-36b6727c8280,3066,,,"[111.3, 22.0]",3857288,87,,,,1.1511455,,Left Foot,True,,,"[117.1, 35.0]",Low Pass,,14.2351675,Incomplete,,,,,,,,,2,From Throw In,Ali Abdi,30681.0,Left Back,177,Tunisia,777,['762f8ae6-95e7-49bb-ba4b-1e98ef9cc902'],3,,,,,,,,,,,,,,,,Tunisia,777,00:42:03.058,Pass,
,,,,,,,,,,,,,,,,,3.30791,,,,,,,,,,,,,7a99db14-e185-4052-b0ab-01b99049e636,3068,,,"[15.2, 41.9]",3857288,87,True,,,-0.7753381,,Drop Kick,,,,"[40.3, 17.3]",High Pass,,35.144985,Incomplete,,,,,,,,,2,From Throw In,Mathew Ryan,3240.0,Goalkeeper,177,Tunisia,777,['2ad495dd-edab-4387-9512-fbd97a715ac4'],39,,,,,,,,,,,,,,,,Australia,792,00:42:39.073,Pass,
,,,,,,,,,,,,,,,,,2.123431,,,,,,,,,,,,,96de519e-722f-4473-a085-ecc5ed9760f4,3070,,,"[87.1, 63.5]",3857288,87,,,,0.17324567,,Right Foot,,,,"[111.1, 67.7]",Ground Pass,,24.364729,,,Wajdi Kechrida,105944.0,,,,,,2,Regular Play,Naïm Sliti,3557.0,Right Wing,178,Tunisia,777,['d864ecce-1179-40ca-a776-944f5f750838'],44,,,,,,,,,,,,,,,,Tunisia,777,00:42:44.863,Pass,
,,,,,,,,,,,,,,,,,0.882048,,,,,,,,,,,,,c2f892b1-6e16-4dbf-8528-47a52cec3dc2,3073,,,"[116.4, 62.2]",3857288,87,,,,-2.0406744,3884f549-9a63-4a1f-829c-e0e31fcfd6d2,Right Foot,True,True,,"[109.9, 49.4]",Ground Pass,,14.355835,,,Wahbi Khazri,3196.0,True,,,,,2,Regular Play,Wajdi Kechrida,105944.0,Right Back,178,Tunisia,777,['bfd5b960-16ac-4a31-9208-a16cb3b30eda'],48,,,,,,,,,,,,,,,,Tunisia,777,00:42:48.029,Pass,
,,,,,,,,,,,,,,,,,3.379944,,,,,,,,,,,,,73dcba35-0618-4b97-b5b3-8e4888b44e1f,3077,,,"[14.8, 41.9]",3857288,88,True,,,0.4877694,,Keeper Arm,,,,"[62.3, 67.1]",Ground Pass,,53.770718,,,Miloš Degenek,15957.0,,,,,,2,From Keeper,Mathew Ryan,3240.0,Goalkeeper,180,Australia,792,['c9c222de-e241-417b-a453-e00c5fe95501'],20,,,,,,,,,,,,,,,,Australia,792,00:43:20.019,Pass,
,,,,,,,,,,,,,,,,,1.381872,,,,,,,,,,,,,a9854bd7-0d24-4c69-858b-c684026989c9,3079,,,"[62.3, 67.1]",3857288,88,True,,,0.78103137,,Left Foot,,,,"[73.8, 78.5]",Ground Pass,,16.1929,,,Keanu Baccus,33488.0,,,,,,2,Regular Play,Miloš Degenek,15957.0,Right Back,181,Australia,792,['8f3237e7-1406-42ff-bb5a-e30b4df4c6e7'],26,,,,,,,,,,,,,,,,Australia,792,00:43:26.231,Pass,
,,,,,,,,,,,,,,,,,3.55404,,,,,,,,,,,,,87972ad2-54a0-4d71-810f-7d3dd4bbfd6c,3081,,,"[73.8, 78.5]",3857288,88,,,,-0.053000715,,Right Foot,,,,"[111.5, 76.5]",Low Pass,,37.753014,Incomplete,,Ajdin Hrustic,8859.0,,,,,,2,Regular Play,Keanu Baccus,33488.0,Right Midfield,182,Australia,792,"['c0af7820-bd87-427d-aed7-64780bb8d22d', 'ca6513b7-60cf-48b7-bc81-8b41bc215065']",28,,,,,,,,,,,,,,,,Australia,792,00:43:28.228,Pass,
,,,,,,,,,,,,,,,,,1.164038,,,,,,,,,,,,,d87508d6-6aa1-4206-8319-e405e08a27ba,3090,,,"[11.2, 3.1]",3857288,88,,,,0.89299494,,Left Foot,,,,"[24.0, 19.0]",Ground Pass,,20.412006,,,Ellyes Joris Skhiri,3767.0,,,,,,2,Regular Play,Montassar Omar Talbi,32450.0,Left Center Back,183,Tunisia,777,"['515f3e35-d8d4-4574-ab11-527da3a4cb8c', 'ec937406-3411-4798-afb7-4b0bf0bd7fbb']",35,,,,,,,,,,,,,,,,Tunisia,777,00:43:35.247,Pass,True
,,,,,,,,,,,,,,,,,0.806585,,,,,,,,,,,,,940a0b23-8199-46f3-b4df-91b604f08fc0,3092,,,"[24.0, 19.0]",3857288,88,,,,1.2924967,,Right Foot,,,,"[26.2, 26.7]",Ground Pass,,8.008121,,,Ferjani Sassi,5650.0,,,,,,2,Regular Play,Ellyes Joris Skhiri,3767.0,Left Defensive Midfield,183,Tunisia,777,['4ff67343-509d-4495-a745-97d6b45deaf8'],36,,,,,,,,,,,,,,,,Tunisia,777,00:43:36.412,Pass,
,,,,,,,,,,,,,,,,,2.084531,,,,,,,,,,,,,f9d03b16-87eb-499a-9640-679121227bd4,3097,,,"[39.4, 34.8]",3857288,88,,,,1.270454,,Right Foot,,,,"[51.2, 72.9]",Ground Pass,,39.88546,,,Wajdi Kechrida,105944.0,,,,,,2,Regular Play,Ferjani Sassi,5650.0,Right Defensive Midfield,183,Tunisia,777,['04ed1284-955f-4494-a03e-5a845f126b0f'],40,,,,,,,,,,,,,,,,Tunisia,777,00:43:40.744,Pass,
,,,,,,,,,,,,,,,,,0.588994,,,,,,,,,,,,,7d8f6e54-1cc8-4a33-9971-5498c821162a,3100,,,"[80.1, 71.6]",3857288,88,,,,-1.9052044,,Right Foot,,,,"[76.0, 59.8]",Ground Pass,,12.491998,,,Naïm Sliti,3557.0,,,,,,2,Regular Play,Wajdi Kechrida,105944.0,Right Back,183,Tunisia,777,['6421d363-3b70-4f29-ae46-aabb3c3b1730'],47,,,,,,,,,,,,,,,,Tunisia,777,00:43:47.317,Pass,
,,,,,,,,,,,,,,,,,1.513048,,,,,,,,,,,,,6579c601-a53a-44b1-b869-f5999aa5a5d9,3114,,,"[63.6, 52.1]",3857288,88,,,,0.752151,,Right Foot,,,,"[86.9, 73.9]",Ground Pass,,31.90815,,,Wajdi Kechrida,105944.0,,,,,,2,Regular Play,Ferjani Sassi,5650.0,Right Defensive Midfield,183,Tunisia,777,['712240ea-14cd-4407-b177-29f7730e6211'],58,,,,,,,,,,,,,,,,Tunisia,777,00:43:58.276,Pass,
,,,,,,,,,,,,,,,,,0.498572,,,,,,,,,,,,,5fd9f543-0316-40f0-86f9-72227dd9e09b,3117,,,"[86.0, 63.5]",3857288,89,,,,-1.7761917,,Right Foot,,,,"[83.5, 51.5]",Ground Pass,,12.25765,,,Naïm Sliti,3557.0,,,,,,2,Regular Play,Wajdi Kechrida,105944.0,Right Back,183,Tunisia,777,['77e50e9d-7004-47f3-987f-316e45990adf'],2,,,,,,,,,,,,,,,,Tunisia,777,00:44:02.937,Pass,
,,,,,,,,,,,,,,,,,1.570827,,,,,,,,,,,,,ff50fba3-a3fc-4c88-886d-f69340da01db,3120,,,"[83.5, 51.3]",3857288,89,,,,-1.6295521,,Right Foot,,,,"[81.8, 22.4]",Ground Pass,,28.949957,,,Youssef Msakni,23910.0,,,,,,2,Regular Play,Naïm Sliti,3557.0,Right Wing,183,Tunisia,777,['33008ff5-2ad9-41d8-9a7f-57c1926b009f'],5,,,,,,,,,,,,,,,,Tunisia,777,00:44:05.124,Pass,
,,,,,,,,,,,,,,,,,1.960734,,,,,,,,,,,,,56f10d21-fd25-46b1-8b01-d204d87ed2ba,3123,,,"[94.8, 27.1]",3857288,89,,,,1.6740316,,Right Foot,,,,"[92.5, 49.3]",Ground Pass,,22.318827,,,Naïm Sliti,3557.0,,,,,,2,Regular Play,Youssef Msakni,23910.0,Left Wing,183,Tunisia,777,['97944c1e-bc23-46eb-b48d-30c411a14c86'],10,,,,,,,,,,,,,,,,Tunisia,777,00:44:10.113,Pass,
,,,,,,,,,,,,,,,,,0.845613,,,,,,,,,,,,,cfdea42b-a422-4a1a-bede-20d3e1e4a036,3126,,,"[92.9, 50.0]",3857288,89,,,,0.2676163,,Right Foot,,,,"[99.1, 51.7]",Ground Pass,,6.428841,Incomplete,,Wahbi Khazri,3196.0,,,,,,2,Regular Play,Naïm Sliti,3557.0,Right Wing,183,Tunisia,777,"['0cba404f-5733-4379-8b54-a47e5c114242', 'c05338ff-87d8-42fc-95b7-f8ec9267de48']",12,,,,,,,,,,,,,,,,Tunisia,777,00:44:12.951,Pass,
,,,,,,,,,,,,,,,,,2.260119,,,,,,,,,,,,,998af983-b4d6-4748-8ab9-24b1494a15da,3130,,,"[20.6, 21.1]",3857288,89,,,,-0.5694458,,Right Foot,,,,"[42.0, 7.4]",Low Pass,,25.409643,,,Awer Mabil,24475.0,,,,,,2,Regular Play,Aaron Mooy,3281.0,Left Defensive Midfield,184,Australia,792,['388e9083-0801-4928-97b7-946cbd29458c'],16,,,,,,,,,,,,,,,,Australia,792,00:44:16.454,Pass,
,,,,,,,,,,,,,,,,,1.41976,,,,,,,,,,,,,a6e5b7f8-343e-4379-a239-1c7e439e3239,3139,,,"[40.7, 0.1]",3857288,89,True,,,0.4551008,,,,,,"[54.8, 7.0]",High Pass,,15.69777,,,Jamie MacLaren,9980.0,,,,,Throw-in,2,From Throw In,Aziz Eraltay Behich,5479.0,Left Back,185,Australia,792,['990b9933-d1aa-40db-b15b-0e27b4335307'],48,,,,,,,,,,,,,,,,Australia,792,00:44:48.490,Pass,
,,,,,,,,,,,,,,,,,1.128353,,,,,,,,,,,,,299966cd-a326-4f8e-bbbd-035190fa3805,3141,,,"[54.8, 7.0]",3857288,89,,,,0.11900029,,Head,,,,"[64.0, 8.1]",High Pass,,9.265528,Incomplete,,Awer Mabil,24475.0,,,,,,2,From Throw In,Jamie MacLaren,9980.0,Left Center Forward,185,Australia,792,"['29e3ec76-ff4d-4d76-a2a9-10bfef95776a', 'a4e4ea58-0058-4df9-8e58-ae6c13fe276b']",49,,,,,,,,,,,,,,,,Australia,792,00:44:49.909,Pass,
,,,,,,,,,,,,,,,,,1.986944,,,,,,,,,,,,,29e3ec76-ff4d-4d76-a2a9-10bfef95776a,3143,,,"[56.1, 72.0]",3857288,89,,,,-0.39633372,,Head,,,,"[74.5, 64.3]",High Pass,,19.946178,,,Wahbi Khazri,3196.0,,,,,Recovery,2,From Throw In,Wajdi Kechrida,105944.0,Right Back,185,Australia,792,"['299966cd-a326-4f8e-bbbd-035190fa3805', 'd0260695-8cc0-4aee-99f7-d28afd63c750']",51,,,,,,,,,,,,,,,,Tunisia,777,00:44:51.038,Pass,
,,,,,,,,,,,,,,,,,0.912237,,,,,,,,,,,,,80ed22da-86f6-40d4-b408-01f0d3227f53,3146,,,"[75.1, 64.7]",3857288,89,,,,-2.1411796,,Other,,,,"[71.7, 59.4]",Low Pass,,6.2968245,Incomplete,,Ellyes Joris Skhiri,3767.0,,,,,,2,From Throw In,Wahbi Khazri,3196.0,Center Attacking Midfield,185,Australia,792,"['1d70045c-fbe9-489b-8837-d7689da9282c', '4a5ba432-77d3-48a1-a501-e201829d77c2']",53,,,,,,,,,,,,,,,,Tunisia,777,00:44:53.025,Pass,
,,,,,,,,,,,,,,,,,3.567803,,,,,,,,,,,,,00382649-dcfa-43a0-9365-3c733641b590,3159,,,"[33.4, 44.0]",3857288,90,True,,,-0.473015,,Right Foot,,,,"[101.4, 9.2]",High Pass,,76.387436,Incomplete,,Jamie MacLaren,9980.0,,,,,Free Kick,2,From Free Kick,Mathew Ryan,3240.0,Goalkeeper,186,Australia,792,"['89a24179-1840-4768-b49b-d8fc319dc1c1', 'eac1c937-5ac7-4608-960a-274521f88aca']",40,,,,,,,,,,,,,,,,Australia,792,00:45:40.574,Pass,
