bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.826054,,,,,,,,,,ecb96668-8814-4216-838a-937078381a3e,2671,,,"[46.4, 49.2]",3869684,70,,,,2.5259728,,Head,,,"[38.2, 55.0]",,Low Pass,,10.043903,,,,Sofyan Amrabat,5234.0,,,,,,2,Regular Play,Selim Amallah,23774.0,Left Center Midfield,122,Morocco,788,['1ad1fb75-cac9-4130-b821-0db15d6c4f22'],20,,,,,,,,,,,,,,,,,Morocco,788,00:25:20.710,Pass,
,,,,,,,,,,,,,,,,,0.811485,,,,,,,,,,cf5835f8-d9c6-4996-aee4-115a0b681f06,2673,,,"[38.2, 55.0]",3869684,70,,,,-1.2924967,,Right Foot,,,"[41.8, 42.4]",,Ground Pass,,13.1041975,,Incomplete,,,,,,,,,2,Regular Play,Sofyan Amrabat,5234.0,Left Center Back,122,Morocco,788,['4000c869-9a86-4759-8194-9106ebb73946'],21,,,,,,,,,,,,,,,,,Morocco,788,00:25:21.536,Pass,
,,,,,,,,,,,,,,,,,0.989418,,,,,,,,,,03117cde-fbc1-4fa7-9b48-a314da5f88e4,2678,,,"[6.0, 36.0]",3869684,70,True,,,-1.1045377,,Left Foot,,,"[13.7, 20.7]",,Ground Pass,,17.12834,,,,Sofyan Amrabat,5234.0,,,,,Goal Kick,2,From Goal Kick,Yassine Bounou,6785.0,Goalkeeper,123,Morocco,788,['6602f8d5-6607-49e8-8af2-4bf8c16ba1d8'],48,,,,,,,,,,,,,,,,,Morocco,788,00:25:48.724,Pass,
,,,,,,,,,,,,,,,,,1.654809,,,,,,,,,,111fbaa6-550a-40be-9f27-f3df966fa478,2680,,,"[18.5, 19.3]",3869684,70,,,,1.7463406,,Right Foot,,,"[12.7, 52.0]",,Ground Pass,,33.21039,,,,Badr Banoun,67700.0,,,,,,2,From Goal Kick,Sofyan Amrabat,5234.0,Left Center Back,123,Morocco,788,['9209b409-1d17-4c44-92e7-40df7c19c643'],52,,,,,,,,,,,,,,,,,Morocco,788,00:25:52.335,Pass,
,,,,,,,,,,,,,,,,,0.991313,,,,,,,,,,d588dc8e-fe63-409a-a9cb-b387849fef54,2683,,,"[13.9, 53.8]",3869684,70,,,,-1.925502,,Right Foot,,,"[7.9, 37.6]",,Ground Pass,,17.275415,,,,Yassine Bounou,6785.0,,,,,,2,From Goal Kick,Badr Banoun,67700.0,Right Center Back,123,Morocco,788,['27cb6fc5-f770-44dc-918f-b3386831b789'],55,,,,,,,,,,,,,,,,,Morocco,788,00:25:55.156,Pass,
,,,,,,,,,,,,,,,,,1.426548,,,,,,,,,,60e6ca2e-8268-4b27-921d-d4a8b6d376c0,2687,,,"[8.1, 33.8]",3869684,70,,,,-0.16977827,,Left Foot,,,"[25.6, 30.8]",,Ground Pass,,17.755281,,,,Selim Amallah,23774.0,,,,,,2,From Goal Kick,Yassine Bounou,6785.0,Goalkeeper,123,Morocco,788,"['2fe29744-59b8-4cbd-b198-ec8d79ec350d', 'db36cde1-6b7c-44bd-8204-6267b9851704']",57,,,,,,,,,,,,,,,,,Morocco,788,00:25:57.253,Pass,True
,,,,,,,,,,,,,,,,,7.873838,,,,,,,,,,806ebb2e-2858-4dde-8e6c-5f3c0c790b6f,2690,,,"[29.6, 40.8]",3869684,71,,,,0.32539654,,Right Foot,,,"[120.0, 71.3]",,High Pass,,95.40655,,Out,,Azzedine Ounahi,46258.0,,,,,,2,From Goal Kick,Selim Amallah,23774.0,Left Center Midfield,123,Morocco,788,['043a0e0b-edf1-4c95-b8fc-7f209fec990d'],0,,,,,,,,,,,,,,,,,Morocco,788,00:26:00.594,Pass,
,,,,,,,,,,,,,,,,,3.816345,,,,,,,,,,ae908c1a-d178-46ca-b0e4-b8baef47e0a0,2692,,,"[7.0, 36.1]",3869684,71,,,,-0.07898299,,Right Foot,,,"[72.7, 30.9]",,High Pass,,65.905464,,,,Bruno Petković,7693.0,,,,,Goal Kick,2,From Goal Kick,Dominik Livaković,16531.0,Goalkeeper,124,Croatia,785,['fce4ad20-24bb-4c9d-aa47-9dcd95ffb769'],37,,,,,,,,,,,,,,,,,Croatia,785,00:26:37.127,Pass,
,,,,,,,,,,,,,,,,,0.916832,,,,,,,,,,9d1cf6af-deb2-450d-af28-0e9c5877d32e,2695,,,"[72.7, 30.9]",3869684,71,,,True,-0.36314702,,,,,"[82.7, 27.1]",,Low Pass,,10.697663,,,,Mislav Oršić,16527.0,,,,,,2,From Goal Kick,Bruno Petković,7693.0,Center Forward,124,Croatia,785,"['033801ea-b566-4ba8-a7de-e70a150c6325', '58d310b5-f034-4d15-a53f-25e24d7cbae3']",40,,,,,,,,,,,,,,,,,Croatia,785,00:26:40.943,Pass,True
,,,,,,,,,,,,,,,,,1.219248,,,,,,,,,,c52c1dfe-2d3f-466a-80c4-e8cb8f6a97ab,2697,,,"[82.7, 27.1]",3869684,71,,,,1.3290435,,Head,,,"[86.3, 41.7]",,High Pass,,15.037287,,,,Nikola Vlašić,3441.0,,,,,,2,From Goal Kick,Mislav Oršić,16527.0,Left Wing,124,Croatia,785,['e7c8caf1-d0d4-40d2-94ff-48701b90c6d8'],41,,,,,,,,,,,,,,,,,Croatia,785,00:26:41.860,Pass,
,,,,,,,,,,,,,,,,,1.988463,,,,,,,,,,8fdadea8-c308-4061-8b24-2191b10248c8,2699,,,"[86.3, 41.7]",3869684,71,,,,-0.6895885,,Head,,,"[107.4, 24.3]",,High Pass,,27.349041,,Incomplete,,Mislav Oršić,16527.0,,,,,,2,From Goal Kick,Nikola Vlašić,3441.0,Right Wing,124,Croatia,785,"['711ba62b-3c7c-478f-8177-98c67e2358e7', 'e21f4b3b-ef3e-4570-bb43-965f123f3dc2']",43,,,,,,,,,,,,,,,,,Croatia,785,00:26:43.080,Pass,
,,,,,,,,,,,,,,,,,1.313265,,,,,,,,,,657642a2-26aa-458a-bf66-c8ebda0b53bc,2704,,,"[13.7, 68.9]",3869684,71,,,,0.12760475,,Right Foot,,,"[40.2, 72.3]",,Ground Pass,,26.717222,,,,Hakim Ziyech,5237.0,,,,,,2,Regular Play,Achraf Hakimi Mouh,5245.0,Right Back,125,Morocco,788,"['17e22ffe-0862-4303-8099-f21283e659cb', 'b8b33529-fa01-488b-9a26-812e8ef66223']",46,,,,,,,,,,,,,,,,,Morocco,788,00:26:46.870,Pass,True
,,,,,,,,,,,,,,,,,2.306913,,,,,,,,,,e0546f7d-9431-4dd3-b451-5af162c7dde4,2708,,,"[32.2, 72.1]",3869684,71,,,,-2.1464858,,Left Foot,,,"[8.9, 36.2]",,Low Pass,,42.798363,,,,Yassine Bounou,6785.0,,,,,,2,Regular Play,Hakim Ziyech,5237.0,Right Wing,125,Morocco,788,['d52a3a48-a2b0-43ff-891c-12c68d384e41'],50,,,,,,,,,,,,,,,,,Morocco,788,00:26:50.560,Pass,
,,,,,,,,,,,,,,,,,2.402642,,,,,,,,,,bd877b54-2d18-4600-9dab-58a98cf91377,2711,,,"[8.9, 33.0]",3869684,71,,,,-1.0622538,,Left Foot,,,"[22.0, 9.5]",,Ground Pass,,26.904646,,,,Yahia Attiyat allah,31295.0,,,,,,2,Regular Play,Yassine Bounou,6785.0,Goalkeeper,125,Morocco,788,['c799d661-c9bb-40b0-bdae-d18ae51e2189'],53,,,,,,,,,,,,,,,,,Morocco,788,00:26:53.761,Pass,
,,,,,,,,,,,,,,,,,1.584087,,,,,,,,,,9a7ef395-749e-4c8e-8c34-131635207099,2714,,,"[22.4, 7.1]",3869684,71,,,,-0.11825751,,Left Foot,,,"[42.6, 4.7]",,Ground Pass,,20.342075,,,,Anass Zaroury,131037.0,,,,,,2,Regular Play,Yahia Attiyat allah,31295.0,Left Back,125,Morocco,788,['8b8658ef-c5d2-4853-a114-3d57678996d3'],57,,,,,,,,,,,,,,,,,Morocco,788,00:26:57.127,Pass,
,,,,,,,,,,,,,,,,,1.518149,,,,,,,,,,f0fe6a19-a545-4c97-a077-ea8464f9dce3,2717,,,"[42.6, 4.7]",3869684,71,,,,2.4546096,,Right Foot,,,"[20.9, 22.5]",,Ground Pass,,28.066528,,,,Sofyan Amrabat,5234.0,,,,,,2,Regular Play,Anass Zaroury,131037.0,Left Wing,125,Morocco,788,['8282bbc5-4aad-474c-8efc-6d7a3d4e50c3'],58,,,,,,,,,,,,,,,,,Morocco,788,00:26:58.791,Pass,
,,,,,,,,,,,,,,,,,1.023922,,,,,,,,,,9b239d9e-ad22-442f-9007-70178ca24337,2720,,,"[22.4, 23.9]",3869684,72,,,,1.5301408,,Right Foot,,,"[23.6, 53.4]",,Ground Pass,,29.524397,,,,Badr Banoun,67700.0,,,,,,2,Regular Play,Sofyan Amrabat,5234.0,Left Center Back,125,Morocco,788,['73337ea5-49b5-424f-9dd8-afdb22d50513'],2,,,,,,,,,,,,,,,,,Morocco,788,00:27:02.038,Pass,
,,,,,,,,,,,,,,,,,1.258542,,,,,,,,,,80b79b24-d0ff-4079-b7d9-28582aa2203f,2723,,,"[25.2, 54.4]",3869684,72,,,,1.1472216,,Right Foot,,,"[33.0, 71.7]",,Ground Pass,,18.97709,,,,Achraf Hakimi Mouh,5245.0,,,,,,2,Regular Play,Badr Banoun,67700.0,Right Center Back,125,Morocco,788,['640666f1-0d39-47cb-a9c6-aa353e20ad26'],3,,,,,,,,,,,,,,,,,Morocco,788,00:27:03.902,Pass,
,,,,,,,,,,,,,,,,,2.534695,,,,,,,,,,ccd9825d-c5ef-4b08-ae0a-c02b8c2de891,2726,,,"[33.0, 71.7]",3869684,72,,,,-0.068031125,,Right Foot,,,"[82.9, 68.3]",,High Pass,,50.015697,,Incomplete,,Youssef En-Nesyri,6301.0,,,,,,2,Regular Play,Achraf Hakimi Mouh,5245.0,Right Back,125,Morocco,788,"['f03d7ab0-a5ce-42a7-9451-c94a1ada465e', 'fc4aa665-e3d6-42b6-872b-d319d1e15093']",6,,,,,,,,,,,,,,,,,Morocco,788,00:27:06.389,Pass,
,,,,,,,,,,,,,,,,,1.100776,,,,,,,,,,e758fbd4-ec5a-4e82-bc78-a5d73377b752,2729,,,"[83.6, 80.0]",3869684,72,,,,-0.89378005,,,,,"[92.2, 69.3]",,Low Pass,,13.727709,,,,Ilias Chair,21214.0,,,,,Throw-in,2,From Throw In,Achraf Hakimi Mouh,5245.0,Right Back,126,Morocco,788,['35f57dbd-f6da-4bcd-9067-89f418641a4e'],20,,,,,,,,,,,,,,,,,Morocco,788,00:27:20.742,Pass,
,,,,,,,,,,,,,,,,,0.607401,,,,,,,,,,5cf48fb4-130a-4c1c-9168-75304649b3b3,2732,,,"[91.6, 69.3]",3869684,72,,,,2.8990412,,Right Foot,,,"[81.9, 71.7]",,Ground Pass,,9.992497,,,,Achraf Hakimi Mouh,5245.0,,,,,,2,From Throw In,Ilias Chair,21214.0,Right Center Midfield,126,Morocco,788,['f227a703-a10e-4923-a035-181ea1c29b0e'],22,,,,,,,,,,,,,,,,,Morocco,788,00:27:22.455,Pass,
,,,,,,,,,,,,,,,,,1.39684,,,,,,,,,,1c97ac55-4631-4469-a807-9df8888fd47b,2735,,,"[81.9, 71.7]",3869684,72,,,,-1.9421146,,Right Foot,,,"[68.7, 37.8]",,Ground Pass,,36.379253,,,,Azzedine Ounahi,46258.0,,,,,,2,From Throw In,Achraf Hakimi Mouh,5245.0,Right Back,126,Morocco,788,['449ec9bf-9e50-476f-92ae-4ec4a426f89c'],24,,,,,,,,,,,,,,,,,Morocco,788,00:27:24.059,Pass,
,,,,,,,,,,,,,,,,,1.811357,,,,,,,,,,e91e3276-5c19-4264-a5be-8c8e9cb2e3b4,2738,,,"[82.3, 21.5]",3869684,72,,,,-0.845156,,Right Foot,,,"[98.8, 2.9]",,Ground Pass,,24.863829,,,,Yahia Attiyat allah,31295.0,,,,,,2,From Throw In,Azzedine Ounahi,46258.0,Center Defensive Midfield,126,Morocco,788,['31a39e32-b292-4bef-a511-43273b7efba9'],28,,,,,,,,,,,,,,,,,Morocco,788,00:27:28.368,Pass,
,,,,,,,,,,,,,,,,,0.323273,,,,,,,,,,4610df76-57b8-4cbe-bebc-2cd0d42cc21e,2741,,,"[98.8, 2.9]",3869684,72,,,,1.1210368,,Left Foot,,,"[101.6, 8.7]",,High Pass,,6.440497,,Incomplete,,,,,,,,,2,From Throw In,Yahia Attiyat allah,31295.0,Left Back,126,Morocco,788,['a8f8e9d9-b3fe-4ca2-a75a-2ee70ed618d7'],31,,,,,,,,,,,,,,,,,Morocco,788,00:27:31.351,Pass,
,,,,,,,,,,,,,,,,,1.60513,,,,,,,,,,828145e9-c2cc-47e9-a0d2-eb26baff8645,2743,,,"[13.7, 52.2]",3869684,72,,,,0.75092906,,Head,,,"[22.7, 60.6]",,High Pass,,12.31097,,,,Mario Pašalić,11603.0,,,,,Recovery,2,Regular Play,Luka Modrić,5463.0,Right Defensive Midfield,127,Croatia,785,['1b379c63-e53f-438d-87fb-253cc29cdae0'],32,,,,,,,,,,,,,,,,,Croatia,785,00:27:32.925,Pass,
,,,,,,,,,,,,,,,,,1.482667,,,,,,,,,,c0b94140-224e-49f7-9425-c173d32f8f95,2746,,,"[23.1, 61.0]",3869684,72,,,,1.6591731,,Right Foot,,,"[21.7, 76.8]",,Ground Pass,,15.861904,,,,Josip Stanišić,49337.0,,,,,,2,Regular Play,Mario Pašalić,11603.0,Center Attacking Midfield,127,Croatia,785,['d8860473-717b-403c-8c04-77b051aca12d'],35,,,,,,,,,,,,,,,,,Croatia,785,00:27:35.326,Pass,
,,,,,,,,,,,,,,,,,4.612391,,,,,,,,,,e9496881-6fbf-4c99-955d-5f9f365a7b32,2749,,,"[21.7, 76.8]",3869684,72,,,,-0.23813798,,Right Foot,,,"[97.5, 58.4]",,High Pass,,78.00128,,Incomplete,,,,,,,,,2,Regular Play,Josip Stanišić,49337.0,Right Back,127,Croatia,785,['8f4fa061-69aa-44f7-ba5b-7457cf4299f9'],36,,,,,,,,,,,,,,,,,Croatia,785,00:27:36.888,Pass,
,,,,,,,,,,,,,,,,,1.648698,,,,,,,,,,60b87c14-e9a2-49bb-8fd2-6c63bb77e129,2752,,,"[22.8, 23.1]",3869684,72,,,,0.9876678,,Left Foot,,,"[41.6, 51.6]",,Ground Pass,,34.142204,,,,Badr Banoun,67700.0,,,,,,2,Regular Play,Yassine Bounou,6785.0,Goalkeeper,128,Morocco,788,['289aa724-3047-47d0-9c0b-756192070f49'],43,,,,,,,,,,,,,,,,,Morocco,788,00:27:43.297,Pass,
,,,,,,,,,,,,,,,,,0.936439,,,,,,,,,,d3f2d360-ed96-4690-9e4c-6e545adbfe6d,2755,,,"[45.8, 52.0]",3869684,72,,,,1.0445855,,Left Foot,,,"[55.5, 68.7]",,Ground Pass,,19.31269,,,,Achraf Hakimi Mouh,5245.0,,,,,,2,Regular Play,Badr Banoun,67700.0,Right Center Back,128,Morocco,788,['51c160c6-9e74-4c1d-9e93-a81995094020'],46,,,,,,,,,,,,,,,,,Morocco,788,00:27:46.605,Pass,
,,,,,,,,,,,,,,,,,3.203144,,,,,,,,,,7d42112a-9c68-45cd-b9b6-d2f07a602f87,2758,,,"[56.1, 68.5]",3869684,72,,,,-0.8118592,,Right Foot,,,"[98.4, 23.9]",,High Pass,,61.469097,,Incomplete,,Anass Zaroury,131037.0,,True,,,,2,Regular Play,Achraf Hakimi Mouh,5245.0,Right Back,128,Morocco,788,"['02900aba-116d-481a-8f71-aa5a6da4004f', '2eae1209-91f6-4307-8459-73def43b0699']",49,,,,,,,,,,,,,,,,,Morocco,788,00:27:49.682,Pass,
,,,,,,,,,,,,,,,,,1.591614,,,,,,,,,,02900aba-116d-481a-8f71-aa5a6da4004f,2760,,,"[21.7, 56.2]",3869684,72,,,,0.08550529,,Head,,,"[35.7, 57.4]",,High Pass,,14.051334,,,,Nikola Vlašić,3441.0,,,,,Recovery,2,From Counter,Josip Stanišić,49337.0,Right Back,129,Croatia,785,"['17caa481-7b35-454c-bda9-cfe7669b7a0d', '7d42112a-9c68-45cd-b9b6-d2f07a602f87']",52,,,,,,,,,,,,,,,,,Croatia,785,00:27:52.885,Pass,
,,,,,,,,,,,,,,,,,2.79684,,,,,,,,,,24c112c2-4bd6-4f73-87e1-cd58c7d610c2,2764,,,"[32.1, 55.0]",3869684,72,,,,-0.4427167,,Left Foot,,,"[57.2, 43.1]",,Low Pass,,27.77805,,,,Bruno Petković,7693.0,,,,,,2,From Counter,Nikola Vlašić,3441.0,Right Wing,129,Croatia,785,"['62ca330b-ea4a-4602-81a8-17a58b43223a', 'bb3aa3ef-2607-4120-aa63-9c033866bb35']",54,,,,,,,,,,,,,,,,,Croatia,785,00:27:54.987,Pass,True
,,,,,,,,,,,,,,,,,1.24765,,,,,,,,,,4dd395b5-6447-4086-8090-bd0c51c9a791,2770,,,"[56.8, 44.9]",3869684,73,True,,,-1.2103198,,Right Foot,,,"[68.9, 12.8]",,Ground Pass,,34.30481,,,,Mateo Kovačić,5456.0,,,,,Free Kick,2,From Free Kick,Luka Modrić,5463.0,Right Defensive Midfield,130,Croatia,785,['eb7eb322-9c02-42e6-b01c-08b5ab42e190'],12,,,,,,,,,,,,,,,,,Croatia,785,00:28:12.803,Pass,
,,,,,,,,,,,,,,,,,1.39104,,,,,,,,,,bbe26db5-e77c-4a7e-b820-9cccea85174d,2772,,,"[68.5, 13.2]",3869684,73,,,,-3.104743,,Right Foot,,,"[46.8, 12.4]",,Ground Pass,,21.71474,,,,Ivan Perišić,5474.0,,,,,,2,From Free Kick,Mateo Kovačić,5456.0,Left Defensive Midfield,130,Croatia,785,['630e3a4e-e0b8-4553-b75f-3459986659e8'],15,,,,,,,,,,,,,,,,,Croatia,785,00:28:15.528,Pass,
,,,,,,,,,,,,,,,,,0.818942,,,,,,,,,,922565c1-620a-482a-b75b-9ef32edb0b13,2775,,,"[46.8, 12.4]",3869684,73,,,,0.9254155,,Right Foot,,,"[53.2, 20.9]",,Ground Pass,,10.640018,,,,Luka Modrić,5463.0,,,,,,2,From Free Kick,Ivan Perišić,5474.0,Left Back,130,Croatia,785,['1c8722d3-c349-4998-bfa1-20681499e83c'],17,,,,,,,,,,,,,,,,,Croatia,785,00:28:17.741,Pass,
,,,,,,,,,,,,,,,,,0.967416,,,,,,,,,,9e096938-19b0-406a-946b-cebafecf156a,2778,,,"[54.4, 20.5]",3869684,73,,,,-0.641035,,Left Foot,,,"[67.4, 10.8]",,Ground Pass,,16.220049,,Incomplete,,Mateo Kovačić,5456.0,,,,,,2,From Free Kick,Luka Modrić,5463.0,Right Defensive Midfield,130,Croatia,785,"['0a475d2f-636d-4447-ad93-7a19d07ad150', 'a65f1e9a-d2fc-476f-875d-8c6c090a8482']",18,,,,,,,,,,,,,,,,,Croatia,785,00:28:18.560,Pass,
,,,,,,,,,,,,,,,,,0.738427,,,,,,,,,,3de49647-7292-443c-b72e-7a9eb5ba073d,2783,,,"[60.5, 67.7]",3869684,73,,,,0.76721835,,Right Foot,,,"[66.1, 73.1]",,Ground Pass,,7.77946,,,,Azzedine Ounahi,46258.0,,,,,,2,Regular Play,Achraf Hakimi Mouh,5245.0,Right Back,131,Morocco,788,"['29e3de10-b0c9-4a6b-a028-89cd15ad9865', '8eb47e66-e7b9-494b-a09f-c09328646dd4']",20,,,,,,,,,,,,,,,,,Morocco,788,00:28:20.809,Pass,True
,,,,,,,,,,,,,,,,,0.938871,,,,,,,,,,e8bf896c-d44b-44fe-bd98-66094a92ebdf,2786,,,"[69.9, 74.1]",3869684,73,,,,-1.0348451,,Right Foot,,,"[79.7, 57.6]",,Ground Pass,,19.190884,,,,Hakim Ziyech,5237.0,,,,,,2,Regular Play,Azzedine Ounahi,46258.0,Center Defensive Midfield,131,Morocco,788,['8e8144b5-9d8b-4b10-9a42-4197e7976e99'],22,,,,,,,,,,,,,,,,,Morocco,788,00:28:22.405,Pass,
,,,,,,,,,,,,,,,,,0.463605,,,,,,,,,,fa550bfd-d5f3-4ccf-9e73-fcc6cf87fd16,2789,,,"[85.0, 54.0]",3869684,73,,,,-0.17073521,,Left Foot,,,"[90.8, 53.0]",,Ground Pass,,5.885576,,Incomplete,,Youssef En-Nesyri,6301.0,,,,,,2,Regular Play,Hakim Ziyech,5237.0,Right Wing,131,Morocco,788,"['45b76f26-45aa-4bd5-87ca-5ea443abe164', 'd18e6aa0-c002-4e6a-9bcf-9400ffc98b16']",24,,,,,,,,,,,,,,,,,Morocco,788,00:28:24.778,Pass,
,,,,,,,,,,,,,,,,,0.435762,,,,,,,,,,21397cd3-d2f9-4e1a-afe1-d28e17b15e0b,2792,,,"[33.3, 26.3]",3869684,73,,,,-1.9513026,,Right Foot,,,"[31.3, 21.3]",,Ground Pass,,5.3851647,,,,Joško Gvardiol,33018.0,,,,,Recovery,2,Regular Play,Mateo Kovačić,5456.0,Left Defensive Midfield,132,Croatia,785,['683bd5b7-d391-439f-9609-0ee553eceb92'],26,,,,,,,,,,,,,,,,,Croatia,785,00:28:26.057,Pass,
,,,,,,,,,,,,,,,,,1.212053,,,,,,,,,,311b48c5-f894-4efe-bea8-b7602c03d72c,2795,,,"[46.8, 24.3]",3869684,73,,,,1.2326539,,Right Foot,,,"[53.2, 42.5]",,Ground Pass,,19.292486,,,,Nikola Vlašić,3441.0,,,,,,2,Regular Play,Joško Gvardiol,33018.0,Left Center Back,132,Croatia,785,['8b3ddfa6-de30-4db5-9504-a7f751966a20'],28,,,,,,,,,,,,,,,,,Croatia,785,00:28:28.674,Pass,
,,,,,,,,,,,,,,,,,0.693643,,,,,,,,,,96959794-18e4-4638-ab06-315038be425a,2798,,,"[53.4, 42.9]",3869684,73,,,,2.4980915,,Right Foot,,,"[46.2, 48.3]",,Ground Pass,,9.0,,,,Mario Pašalić,11603.0,,,,,,2,Regular Play,Nikola Vlašić,3441.0,Right Wing,132,Croatia,785,['8ca10df6-d516-4ab0-9a6d-0fa1eab330d0'],29,,,,,,,,,,,,,,,,,Croatia,785,00:28:29.926,Pass,
,,,,,,,,,,,,,,,,,2.338877,,,,,,,,,,229ff5a4-ecc9-417d-8605-e8e40a9bbfb5,2802,,,"[46.8, 39.7]",3869684,73,,,,-0.8247222,,Left Foot,,,"[76.1, 8.0]",,High Pass,,43.166885,,,,Mislav Oršić,16527.0,,,,,,2,Regular Play,Mario Pašalić,11603.0,Center Attacking Midfield,132,Croatia,785,"['6dc5d61b-3f5d-4846-93e8-171c81a9741b', '7032936e-6256-40ae-910c-dc706576d039']",32,,,,,,,,,,,,,,,,,Croatia,785,00:28:32.287,Pass,True
,,,,,,,,,,,,,,,,,1.63598,,,,,,,,,,1d46d4e0-70ae-4daf-90fd-112f9ea6061f,2805,,,"[85.7, 23.7]",3869684,73,,,,0.41730982,,Right Foot,,,"[106.0, 32.7]",,Ground Pass,,22.20563,,,,Joško Gvardiol,33018.0,,,,,,2,Regular Play,Mislav Oršić,16527.0,Left Wing,132,Croatia,785,['6b3b97bc-0572-4758-9528-cca586a5b0d5'],38,,,,,,,,,,,,,,,,,Croatia,785,00:28:38.329,Pass,
,,,,,,,,,,,,,,,,,1.107016,,,,,,,,,,37950a38-ebd4-4d5e-b00a-517b6b52f0e8,2810,,,"[10.1, 48.6]",3869684,73,True,,,-0.6860116,,Keeper Arm,,,"[29.4, 32.8]",,Ground Pass,,24.942533,,,,Ilias Chair,21214.0,,,,,,2,Regular Play,Yassine Bounou,6785.0,Goalkeeper,133,Morocco,788,['656ae777-d8b2-4548-b9c9-c86c6c213287'],43,,,,,,,,,,,,,,,,,Morocco,788,00:28:43.711,Pass,
,,,,,,,,,,,,,,,,,4.438528,,,,,,,,,,3b1314c5-8b93-494e-a419-1d594c9d1747,2812,,,"[40.6, 33.0]",3869684,73,,,,0.68843544,,Right Foot,,,"[90.8, 74.3]",,High Pass,,65.005615,,,,Hakim Ziyech,5237.0,,True,,,,2,Regular Play,Ilias Chair,21214.0,Right Center Midfield,133,Morocco,788,['d0047b00-a193-4ffd-90af-fb5ff842e4ba'],47,,,,,,,,,,,,,,,,,Morocco,788,00:28:47.334,Pass,
,,,,,,,,,,,,,,,,,0.50692,,,,,,,,,,d90a077b-2eb9-4436-9478-144b8f879a64,2819,,,"[104.4, 65.7]",3869684,73,,,,-1.4869597,,Left Foot,,,"[105.4, 53.8]",,Ground Pass,,11.941943,,,,Achraf Hakimi Mouh,5245.0,,,,,,2,Regular Play,Hakim Ziyech,5237.0,Right Wing,133,Morocco,788,['29f2ab5d-fb6b-40e4-b37f-a77862b5a6f2'],56,,,,,,,,,,,,,,,,,Morocco,788,00:28:56.746,Pass,
,,,,,,,,,,,,,,,,,1.622114,,,,,,,,,,adcb4aa8-94c5-495a-8367-dbdda603e41d,2824,,,"[9.3, 37.7]",3869684,73,,,,-0.009090658,,Left Foot,,,"[31.3, 37.5]",,High Pass,,22.00091,,,,Mario Pašalić,11603.0,,,,,Recovery,2,Regular Play,Josip Šutalo,37148.0,Right Center Back,134,Croatia,785,['a6ee3397-9ca1-4e3a-9ceb-5f8fd6354c49'],59,,,,,,,,,,,,,,,,,Croatia,785,00:28:59.264,Pass,
,,,,,,,,,,,,,,,,,1.63205,,,,,,,,,,e8aaf24a-1114-44a6-928d-019165abaa1f,2827,,,"[31.9, 41.5]",3869684,74,,,,2.3023047,,Right Foot,,,"[20.5, 54.2]",,Ground Pass,,17.066048,,,,Josip Stanišić,49337.0,,,,,,2,Regular Play,Mario Pašalić,11603.0,Center Attacking Midfield,134,Croatia,785,['1c79544a-edf7-458b-ae24-430dbee0b245'],2,,,,,,,,,,,,,,,,,Croatia,785,00:29:02.235,Pass,
,,,,,,,,,,,,,,,,,0.479122,,,,,,,,,,b2cafe5c-395e-4b9e-8208-fdb299cd2f5a,2830,,,"[22.7, 56.2]",3869684,74,,,,0.30092025,,Right Foot,,,"[28.5, 58.0]",,Ground Pass,,6.0728908,,Incomplete,,Nikola Vlašić,3441.0,,,,,,2,Regular Play,Josip Stanišić,49337.0,Right Back,134,Croatia,785,"['78062479-6fed-4f9b-9082-93656a294f95', 'fcda4b8e-f2c7-46ad-a718-dff0d4caa831']",4,,,,,,,,,,,,,,,,,Croatia,785,00:29:04.501,Pass,
