50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,480a5302-4ccc-4e6c-a2f3-0b6d2836c3ca,1,,,,3857266,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,France,771,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4445, 'name': 'Jules Koundé'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 8519, 'name': 'Dayotchanculle Upamecano'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 6704, 'name': 'Theo Bernard François Hernández'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 10481, 'name': 'Aurélien Djani Tchouaméni'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3026, 'name': 'Adrien Rabiot'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",France,771,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,fe411d86-85ff-43b6-b4ea-397e5e3c5136,2,,,,3857266,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,France,771,,0,,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8247, 'name': 'Joachim Andersen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 6}, {'player': {'id': 17043, 'name': 'Victor Nelsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 16190, 'name': 'Rasmus Nissen Kristensen'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 13}, {'player': {'id': 16554, 'name': 'Joakim Mæhle'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 5}, {'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 27569, 'name': 'Jesper Lindstrøm'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 24443, 'name': 'Mikkel Damsgaard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 5732, 'name': 'Andreas Evald Cornelius'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 21}]}",Denmark,776,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,c89f4ae9-5de0-4b50-a4fb-d078da40cf00,3,,,,3857266,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,France,771,['f9d39a45-0724-4e02-83b6-1a34853a26c2'],0,,,,,,,,,,,,,,,,,,France,771,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,f9d39a45-0724-4e02-83b6-1a34853a26c2,4,,,,3857266,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,France,771,['c89f4ae9-5de0-4b50-a4fb-d078da40cf00'],0,,,,,,,,,,,,,,,,,,Denmark,776,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,a00445ea-33d7-422d-bcf5-278afa5d21e3,1958,,,,3857266,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,80,France,771,['07e3d734-e823-4d68-bb53-46567e67835f'],0,,,,,,,,,,,,,,,,,,France,771,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,07e3d734-e823-4d68-bb53-46567e67835f,1959,,,,3857266,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,80,France,771,['a00445ea-33d7-422d-bcf5-278afa5d21e3'],0,,,,,,,,,,,,,,,,,,Denmark,776,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.226192,,,,,,,,,,,5a1bb2e7-fde1-4e3d-a331-2f6d4698e36e,5,,,"[61.0, 40.1]",3857266,0,,,,-2.55359,,Left Foot,,,"[59.5, 39.1]",,Ground Pass,,1.8027756,,,Christian Dannemann Eriksen,3043.0,,,,,,Kick Off,1,From Kick Off,Andreas Evald Cornelius,5732.0,Center Forward,2,Denmark,776,['8030d926-c5fb-4abf-af7c-216eb4df13d9'],0,,,,,,,,,,,,,,,,,,Denmark,776,00:00:00.129,Pass,
,,,,,,,,,,,,,,,,,,,1.319774,,,,,,,,,,,c92c6e1c-c6a7-4018-8321-093241aa6596,8,,,"[65.3, 42.1]",3857266,0,,,,1.3932002,,Right Foot,,,"[71.6, 77.2]",,Low Pass,,35.660904,,,Rasmus Nissen Kristensen,16190.0,,,,,,,1,From Kick Off,Christian Dannemann Eriksen,3043.0,Left Defensive Midfield,2,Denmark,776,['594b9080-ff52-4a3c-ad4b-69da13403cbd'],2,,,,,,,,,,,,,,,,,,Denmark,776,00:00:02.279,Pass,
,,,,,,,,,,,,,,,,,,,1.171649,,,,,,,,,,,47a0d848-f275-4a00-865c-becca85743c4,13,,,"[76.2, 80.0]",3857266,0,,,,-0.50466937,,,,,"[86.7, 74.2]",,Low Pass,,11.995416,,,Jesper Lindstrøm,27569.0,,,,,,Throw-in,1,From Throw In,Rasmus Nissen Kristensen,16190.0,Right Wing Back,3,Denmark,776,['bf420379-2aaa-41ea-a71f-25536d14854a'],14,,,,,,,,,,,,,,,,,,Denmark,776,00:00:14.425,Pass,
,,,,,,,,,,,,,,,,,,,0.9062,,,,,,,,,,,6dfbbd83-b885-453c-a6bf-d035cd0b6d3e,17,,,"[87.5, 75.9]",3857266,0,,,,-2.232738,,Right Foot,,,"[81.5, 68.2]",,Ground Pass,,9.76166,,,Pierre-Emile Højbjerg,3570.0,,,,,,,1,From Throw In,Jesper Lindstrøm,27569.0,Right Wing,3,Denmark,776,['62645726-88d0-4437-9be3-4184ff112403'],16,,,,,,,,,,,,,,,,,,Denmark,776,00:00:16.788,Pass,
,,,,,,,,,,,,,,,,,,,2.624098,,,,,,,,,,,8c0e46c2-56f6-4d73-8b36-baf2a076b1d0,20,,,"[80.4, 62.8]",3857266,0,,,,-1.3040305,,Right Foot,,,"[93.9, 13.4]",,High Pass,,51.211426,,,Joakim Mæhle,16554.0,,,True,,,,1,From Throw In,Pierre-Emile Højbjerg,3570.0,Right Defensive Midfield,3,Denmark,776,['1a004131-1dc0-46dd-8f3d-16f5083657e0'],19,,,,,,,,,,,,,,,,,,Denmark,776,00:00:19.025,Pass,
,,,,,,,,,,,,,,,,,,,0.971359,,,,,,,,,,,e4c23731-f2d2-4007-af6b-b23d2349b130,23,,,"[93.9, 13.4]",3857266,0,,,,2.5631866,,Left Foot,,,"[81.8, 21.3]",,Ground Pass,,14.450605,,,Christian Dannemann Eriksen,3043.0,,,,,,,1,From Throw In,Joakim Mæhle,16554.0,Left Wing Back,3,Denmark,776,['c2e4a444-f221-4989-a7a9-486aec6e5335'],23,,,,,,,,,,,,,,,,,,Denmark,776,00:00:23.277,Pass,
,,,,,,,,,,,,,,,,,,,1.136314,,,,,,,,,,,31adb76f-2305-4ee5-8d0b-d84fbdfd275b,27,,,"[84.0, 20.7]",3857266,0,,,,-2.9969153,,Right Foot,,,"[68.9, 18.5]",,Ground Pass,,15.259423,,,Victor Nelsson,17043.0,,,,,,,1,From Throw In,Christian Dannemann Eriksen,3043.0,Left Defensive Midfield,3,Denmark,776,['91338504-88d9-4fb3-bd99-4b55425e7afd'],25,,,,,,,,,,,,,,,,,,Denmark,776,00:00:25.081,Pass,
,,,,,,,,,,,,,,,,,,,1.440118,,,,,,,,,,,10ba1b81-5711-4a38-bd3b-fc2e8536f966,30,,,"[67.5, 18.8]",3857266,0,,,,2.1630602,,Left Foot,,,"[56.6, 35.0]",,Ground Pass,,19.525623,,,Andreas Christensen,3959.0,,,,,,,1,From Throw In,Victor Nelsson,17043.0,Left Center Back,3,Denmark,776,['700c9e9c-21ac-4593-b7c4-e8a2eeba2482'],27,,,,,,,,,,,,,,,,,,Denmark,776,00:00:27.170,Pass,
,,,,,,,,,,,,,,,,,,,1.070601,,,,,,,,,,,886d3e0b-574c-463a-9e5d-ed000d05e888,33,,,"[54.8, 37.5]",3857266,0,,,,-1.0225184,,Right Foot,,,"[63.9, 22.6]",,Ground Pass,,17.459095,,,Christian Dannemann Eriksen,3043.0,,,,,,,1,From Throw In,Andreas Christensen,3959.0,Center Back,3,Denmark,776,['da884d09-ac63-410c-9ff0-4a1a69e030fc'],29,,,,,,,,,,,,,,,,,,Denmark,776,00:00:29.769,Pass,
,,,,,,,,,,,,,,,,,,,1.189917,,,,,,,,,,,b7cc1271-ea0d-48dd-9e5c-8708f303444b,36,,,"[63.9, 22.6]",3857266,0,,,,-3.1071236,,Left Foot,,,"[49.4, 22.1]",,Ground Pass,,14.508618,,,Victor Nelsson,17043.0,,,,,,,1,From Throw In,Christian Dannemann Eriksen,3043.0,Left Defensive Midfield,3,Denmark,776,['f97af85f-f01e-463c-b1c6-94055a1205b8'],30,,,,,,,,,,,,,,,,,,Denmark,776,00:00:30.879,Pass,
,,,,,,,,,,,,,,,,,,,1.398314,,,,,,,,,,,b0986805-9127-4365-b2a8-5b6af32bafba,39,,,"[46.4, 25.5]",3857266,0,,,,1.6646376,,Right Foot,,,"[44.8, 42.5]",,Ground Pass,,17.075129,,,Andreas Christensen,3959.0,,,,,,,1,From Throw In,Victor Nelsson,17043.0,Left Center Back,3,Denmark,776,['75316283-d7b7-435b-8936-2bf6d7993b53'],34,,,,,,,,,,,,,,,,,,Denmark,776,00:00:34.047,Pass,
,,,,,,,,,,,,,,,,,,,1.579776,,,,,,,,,,,972e4212-1cf3-4056-85fc-c118ed90c079,42,,,"[53.9, 42.9]",3857266,0,,,,-1.7047051,,Right Foot,,,"[51.3, 23.6]",,Ground Pass,,19.474342,,,Victor Nelsson,17043.0,,,,,,,1,From Throw In,Andreas Christensen,3959.0,Center Back,3,Denmark,776,['ff25c127-34c3-49ee-957e-5ef418af280e'],41,,,,,,,,,,,,,,,,,,Denmark,776,00:00:41.562,Pass,
,,,,,,,,,,,,,,,,,,,2.464173,,,,,,,,,,,97fe4820-268f-4e8a-ae18-77a0e155fc15,45,,,"[51.3, 23.7]",3857266,0,,,,2.6001966,,Right Foot,,,"[21.2, 41.8]",,Ground Pass,,35.12293,,,Kasper Schmeichel,3815.0,,,,,,,1,From Throw In,Victor Nelsson,17043.0,Left Center Back,3,Denmark,776,['91a215fd-d4c8-45ef-a151-15446f7053f1'],48,,,,,,,,,,,,,,,,,,Denmark,776,00:00:48.245,Pass,
,,,,,,,,,,,,,,,,,,,2.282132,,,,,,,,,,,2439c812-71f9-4fc1-864b-61fe7892add7,48,,,"[23.5, 52.0]",3857266,0,,,,0.76101273,,Right Foot,,,"[50.8, 78.0]",,High Pass,,37.7,,,Rasmus Nissen Kristensen,16190.0,,,,,,,1,From Throw In,Kasper Schmeichel,3815.0,Goalkeeper,3,Denmark,776,['aebf05f3-75d3-4191-9a8c-08f07d9eb4b5'],52,,,,,,,,,,,,,,,,,,Denmark,776,00:00:52.940,Pass,
,,,,,,,,,,,,,,,,,,,1.534776,,,,,,,,,,,42b3b76d-6437-41f1-a1f2-d8e8d46b75df,50,,,"[50.8, 78.0]",3857266,0,,,,-1.9004208,,Head,,,"[46.9, 66.6]",,Low Pass,,12.048652,,,Pierre-Emile Højbjerg,3570.0,,,,,,,1,From Throw In,Rasmus Nissen Kristensen,16190.0,Right Wing Back,3,Denmark,776,['190bbbf1-4f90-45fe-8386-8e1a599ccbc1'],55,,,,,,,,,,,,,,,,,,Denmark,776,00:00:55.262,Pass,
,,,,,,,,,,,,,,,,,,,0.695342,,,,,,,,,,,712d6598-c897-42be-8564-5a672d5edb61,53,,,"[45.3, 67.7]",3857266,0,,,,1.5990907,,Right Foot,,,"[45.0, 78.3]",,Ground Pass,,10.604244,,,Rasmus Nissen Kristensen,16190.0,,,,,,,1,From Throw In,Pierre-Emile Højbjerg,3570.0,Right Defensive Midfield,3,Denmark,776,['53b515b7-129e-4af9-82d9-1887f16240d8'],57,,,,,,,,,,,,,,,,,,Denmark,776,00:00:57.761,Pass,
,,,,,,,,,,,,,,,,,,,1.131564,,,,,,,,,,,53c18225-00c5-408c-be17-65676b118ed1,56,,,"[45.0, 78.3]",3857266,0,,,,-2.8372967,,Right Foot,,,"[32.9, 74.5]",,Ground Pass,,12.682665,,,Joachim Andersen,8247.0,,,,,,,1,From Throw In,Rasmus Nissen Kristensen,16190.0,Right Wing Back,3,Denmark,776,['cbad6611-a079-49fa-8767-4d80dae8a13a'],58,,,,,,,,,,,,,,,,,,Denmark,776,00:00:58.669,Pass,
,,,,,,,,,,,,,,,,,,,1.179834,,,,,,,,,,,9c8554b7-b825-460d-8bbd-d7b40080332c,59,,,"[31.8, 76.1]",3857266,1,,,,0.10574929,,Right Foot,,,"[49.7, 78.0]",,Ground Pass,,18.000555,,,Rasmus Nissen Kristensen,16190.0,,,,,,,1,From Throw In,Joachim Andersen,8247.0,Right Center Back,3,Denmark,776,['0d841f81-3f62-4202-93ab-2c28b6d5f32b'],1,,,,,,,,,,,,,,,,,,Denmark,776,00:01:01.305,Pass,
,,,,,,,,,,,,,,,,,,,1.0741,,,,,,,,,,,107fe15a-2e60-4010-9140-4e2613e507e9,62,,,"[62.0, 77.8]",3857266,1,,,,-0.7539125,,Right Foot,,,"[75.1, 65.5]",,Ground Pass,,17.969418,,,Andreas Evald Cornelius,5732.0,,,,,,,1,From Throw In,Rasmus Nissen Kristensen,16190.0,Right Wing Back,3,Denmark,776,['8c9d6858-1268-4e0e-b5b2-e0df067d8fb0'],4,,,,,,,,,,,,,,,,,,Denmark,776,00:01:04.694,Pass,
,,,,,,,,,,,,,,,,,,,0.484605,,,,,,,,,,,0f928ac8-8727-401f-9548-e5bfd9ee4bd7,65,,,"[74.7, 59.4]",3857266,1,,,,-3.071938,,Right Foot,,,"[66.1, 58.8]",,Ground Pass,,8.620905,,,Pierre-Emile Højbjerg,3570.0,,,,,,,1,From Throw In,Andreas Evald Cornelius,5732.0,Center Forward,3,Denmark,776,['148d994b-9926-4c71-8730-fe9df70d47c5'],7,,,,,,,,,,,,,,,,,,Denmark,776,00:01:07.108,Pass,
,,,,,,,,,,,,,,,,,,,1.842422,,,,,,,,,,,0817b61c-df36-4166-8420-f04247f15fe4,68,,,"[66.1, 58.8]",3857266,1,,,,-1.0744727,,Right Foot,,,"[83.7, 26.3]",,Low Pass,,36.95957,Incomplete,,,,,,,,,,1,From Throw In,Pierre-Emile Højbjerg,3570.0,Right Defensive Midfield,3,Denmark,776,['1916f2ef-f002-439d-988b-9d8d7b0e0196'],7,,,,,,,,,,,,,,,,,,Denmark,776,00:01:07.744,Pass,
,,,,,,,,,,,,,,,,,,,1.598407,,,,,,,,,,,8e9cde20-25b6-4ab8-8915-24e11ff7e807,71,,,"[34.8, 55.6]",3857266,1,,,,2.5800226,,Left Foot,,,"[19.7, 65.1]",,Low Pass,,17.839844,,,Jules Koundé,4445.0,,,,,,,1,From Throw In,Ousmane Dembélé,5477.0,Right Wing,3,Denmark,776,['91de93c8-e300-4e22-8233-5fb617e93b4e'],12,,,,,,,,,,,,,,,,,,France,771,00:01:12.153,Pass,
,,,,,,,,,,,,,,,,,,,1.822374,,,,,,,,,,,a471ed59-643d-4af7-970d-2600ba7f9782,75,,,"[19.9, 67.0]",3857266,1,,,,0.6407208,,Right Foot,,,"[37.2, 79.9]",,Ground Pass,,21.580084,Out,,Ousmane Dembélé,5477.0,,,,,,,1,From Throw In,Jules Koundé,4445.0,Right Back,3,Denmark,776,"['4302c3d2-9878-46ca-a1c1-37607c37355b', '5e66a8d2-c514-4aaa-a1f8-f1c6627df022']",13,,,,,,,,,,,,,,,,,,France,771,00:01:13.871,Pass,True
,,,,,,,,,,,,,,,,,,,1.338044,,,,,,,,,,,08e55fcc-c488-4524-9fbb-561833d13615,77,,,"[83.7, 0.1]",3857266,1,,,,1.0434054,,,,,"[94.3, 18.3]",,Low Pass,,21.061813,,,Jesper Lindstrøm,27569.0,,,,,,Throw-in,1,From Throw In,Joakim Mæhle,16554.0,Left Wing Back,4,Denmark,776,['2ce15594-dcda-499f-82fe-01647f0a346f'],33,,,,,,,,,,,,,,,,,,Denmark,776,00:01:33.503,Pass,
,,,,,,,,,,,,,,,,,,,0.697664,,,,,,,,,,,fe854c45-9580-4887-976a-485de98c5a0d,80,,,"[94.3, 18.3]",3857266,1,,,,2.7049656,,Right Foot,,,"[85.3, 22.5]",,High Pass,,9.931767,,,Christian Dannemann Eriksen,3043.0,,,,,,,1,From Throw In,Jesper Lindstrøm,27569.0,Right Wing,4,Denmark,776,['3b3a23aa-972d-42e8-a657-db2c34f57008'],34,,,,,,,,,,,,,,,,,,Denmark,776,00:01:34.881,Pass,
,,,,,,,,,,,,,,,,,,,1.036513,,,,,,,,,,,b31174a3-7af8-4ed9-b578-476b2934333d,83,,,"[88.1, 22.9]",3857266,1,,,True,1.7539071,,,,,"[85.6, 36.4]",,Low Pass,,13.72953,,,Pierre-Emile Højbjerg,3570.0,,,,,,,1,From Throw In,Christian Dannemann Eriksen,3043.0,Left Defensive Midfield,4,Denmark,776,"['054ff9b1-eb87-494c-bbf4-6ee2142fa362', 'd43c9f88-125d-45b5-bbd2-f7920cca89db']",35,,,,,,,,,,,,,,,,,,Denmark,776,00:01:35.619,Pass,True
,,,,,,,,,,,,,,,,,,,2.770978,,,,,,,,,,,1045d59e-d15c-43b4-b6d8-6ed5a9796ac1,87,,,"[87.2, 41.0]",3857266,1,,,,1.2316562,,Right Foot,,,"[99.3, 75.3]",,Ground Pass,,36.371693,,,Rasmus Nissen Kristensen,16190.0,,,,,,,1,From Throw In,Pierre-Emile Højbjerg,3570.0,Right Defensive Midfield,4,Denmark,776,['b5980f07-4249-4cea-b652-599c30f6b5f4'],38,,,,,,,,,,,,,,,,,,Denmark,776,00:01:38.341,Pass,
,,,,,,,,,,,,,,,,,,,2.09398,,,,,,,,,,,7b864755-8541-4e8f-8929-765b91b35197,92,,,"[100.7, 80.0]",3857266,1,,,,-2.8831851,,,,,"[78.0, 74.0]",,Low Pass,,23.479565,,,Joachim Andersen,8247.0,,,,,,Throw-in,1,From Throw In,Rasmus Nissen Kristensen,16190.0,Right Wing Back,5,Denmark,776,['7a3aa57b-15db-4501-a592-5d24f60d4232'],47,,,,,,,,,,,,,,,,,,Denmark,776,00:01:47.783,Pass,
,,,,,,,,,,,,,,,,,,,1.110532,,,,,,,,,,,9caa4d08-ecd7-4c09-a836-133337bd7b3a,95,,,"[78.0, 73.4]",3857266,1,,,,-2.1808002,,Right Foot,,,"[65.0, 54.8]",,Ground Pass,,22.69273,,,Andreas Christensen,3959.0,,,,,,,1,From Throw In,Joachim Andersen,8247.0,Right Center Back,5,Denmark,776,['2326c43e-eb45-40f8-b046-ef81b260e9c3'],51,,,,,,,,,,,,,,,,,,Denmark,776,00:01:51.095,Pass,
,,,,,,,,,,,,,,,,,,,1.939345,,,,,,,,,,,1934414a-ee1a-4089-b17c-4a9fa4b63898,98,,,"[64.8, 49.3]",3857266,1,,,,-2.022839,,Right Foot,,,"[54.7, 28.5]",,Ground Pass,,23.1225,,,Victor Nelsson,17043.0,,,,,,,1,From Throw In,Andreas Christensen,3959.0,Center Back,5,Denmark,776,['09c1e28e-c9e3-4798-82ba-73ecfd1aa7a2'],52,,,,,,,,,,,,,,,,,,Denmark,776,00:01:52.998,Pass,
,,,,,,,,,,,,,,,,,,,1.315207,,,,,,,,,,,fdd2d6f4-a8cd-4701-92e1-03fc65772404,101,,,"[63.9, 25.2]",3857266,2,,,,-0.85057986,,Right Foot,,,"[81.8, 4.8]",,Ground Pass,,27.139824,,,Joakim Mæhle,16554.0,,,,,,,1,From Throw In,Victor Nelsson,17043.0,Left Center Back,5,Denmark,776,['0f506d1c-5585-4f0e-abaf-dd0f8b8756ea'],0,,,,,,,,,,,,,,,,,,Denmark,776,00:02:00.471,Pass,
,,,,,,,,,,,,,,,,,,,3.516827,,,,,,,,,,,cd65c1a7-6861-4279-b3ae-f53f5e54fe51,105,,,"[73.5, 3.7]",3857266,2,,,,2.5184386,,Right Foot,,,"[28.0, 36.4]",,Ground Pass,,56.031597,,,Kasper Schmeichel,3815.0,,,,,,,1,From Throw In,Joakim Mæhle,16554.0,Left Wing Back,5,Denmark,776,"['17647902-562f-447b-a453-79c76a883965', '8590b68e-b9bc-4259-adae-e11026a38926']",4,,,,,,,,,,,,,,,,,,Denmark,776,00:02:04.150,Pass,True
,,,,,,,,,,,,,,,,,,,1.379135,,,,,,,,,,,1dcf8411-8fd3-4b5d-ad45-86b893f7c206,108,,,"[28.0, 38.0]",3857266,2,,,,0.5846013,,Right Foot,,,"[34.8, 42.5]",,Ground Pass,,8.15414,,,Andreas Christensen,3959.0,,,,,,,1,From Throw In,Kasper Schmeichel,3815.0,Goalkeeper,5,Denmark,776,['7a1d2b14-7b22-43a5-ab30-6f40bf75fdf1'],8,,,,,,,,,,,,,,,,,,Denmark,776,00:02:08.386,Pass,
,,,,,,,,,,,,,,,,,,,1.10278,,,,,,,,,,,e320759f-2dd5-45c4-8f3b-44beecd53c6b,111,,,"[34.8, 42.5]",3857266,2,,,,0.6045986,,Right Foot,,,"[45.8, 50.1]",,Ground Pass,,13.370116,,,Pierre-Emile Højbjerg,3570.0,,,,,,,1,From Throw In,Andreas Christensen,3959.0,Center Back,5,Denmark,776,['ed0de498-7d36-420b-a647-3780eb59dcb3'],11,,,,,,,,,,,,,,,,,,Denmark,776,00:02:11.525,Pass,
,,,,,,,,,,,,,,,,,,,1.073947,,,,,,,,,,,b2895b1d-e6dc-4bd0-aa46-96a3ea1d9178,114,,,"[45.8, 50.1]",3857266,2,,,,-2.5283854,,Right Foot,,,"[37.7, 44.4]",,Ground Pass,,9.904545,,,Andreas Christensen,3959.0,,,,,,,1,From Throw In,Pierre-Emile Højbjerg,3570.0,Right Defensive Midfield,5,Denmark,776,['ce23ac00-cbf1-449b-8439-0537fe35b3c5'],12,,,,,,,,,,,,,,,,,,Denmark,776,00:02:12.668,Pass,
,,,,,,,,,,,,,,,,,,,1.932055,,,,,,,,,,,3bf254fc-3060-4c9c-94cb-e4c1d60fa5d0,117,,,"[37.7, 44.4]",3857266,2,,,,-1.4534342,,Right Foot,,,"[40.4, 21.5]",,Ground Pass,,23.05862,,,Victor Nelsson,17043.0,,,,,,,1,From Throw In,Andreas Christensen,3959.0,Center Back,5,Denmark,776,['4b3ef379-9bc6-4dd2-8b3c-b48f6c87f64c'],14,,,,,,,,,,,,,,,,,,Denmark,776,00:02:14.468,Pass,
,,,,,,,,,,,,,,,,,,,0.955681,,,,,,,,,,,b0aeec99-9383-4566-8e42-c434d6ee28dd,120,,,"[49.9, 7.1]",3857266,2,,,,-0.2153577,,Right Foot,,,"[69.1, 2.9]",,Ground Pass,,19.654007,,,Joakim Mæhle,16554.0,,,,,,,1,From Throw In,Victor Nelsson,17043.0,Left Center Back,5,Denmark,776,['53923618-3648-488f-86f2-8de9afe25d33'],17,,,,,,,,,,,,,,,,,,Denmark,776,00:02:17.975,Pass,
,,,,,,,,,,,,,,,,,,,1.549537,,,,,,,,,,,0f859726-7215-473b-9fcd-23c848b72543,123,,,"[69.1, 2.9]",3857266,2,,,,2.5625184,,Left Foot,,,"[53.5, 13.1]",,Ground Pass,,18.63867,,,Victor Nelsson,17043.0,,,,,,,1,From Throw In,Joakim Mæhle,16554.0,Left Wing Back,5,Denmark,776,['4b53f29a-34e4-4887-a03c-85b2db781b6a'],19,,,,,,,,,,,,,,,,,,Denmark,776,00:02:19.860,Pass,
,,,,,,,,,,,,,,,,,,,1.199376,,,,,,,,,,,a286f2ab-0b1d-4d17-b977-451b334800fb,126,,,"[61.8, 18.3]",3857266,2,,,,0.6063829,,Right Foot,,,"[80.4, 31.2]",,Ground Pass,,22.635592,,,Andreas Evald Cornelius,5732.0,,,,,,,1,From Throw In,Victor Nelsson,17043.0,Left Center Back,5,Denmark,776,['cee7767a-ed0d-41f4-962f-7018e8a990a6'],24,,,,,,,,,,,,,,,,,,Denmark,776,00:02:24.782,Pass,
,,,,,,,,,,,,,,,,,,,1.791675,,,,,,,,,,,c8eaddc1-777c-4e18-acaa-9b5146531b55,130,,,"[81.8, 30.1]",3857266,2,,,,-2.549993,,Left Foot,,,"[62.6, 17.2]",,Ground Pass,,23.131147,,,Victor Nelsson,17043.0,,,,,,,1,From Throw In,Andreas Evald Cornelius,5732.0,Center Forward,5,Denmark,776,"['6d642a01-5573-4bb6-88eb-a10d09dcb6d7', 'e3788300-4f16-4f00-83b3-aba1daa14c47']",26,,,,,,,,,,,,,,,,,,Denmark,776,00:02:26.069,Pass,True
