ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77a0bf33-171c-42b2-9cff-ed154b4c8f6f,6,,"[31.9, 28.4]",3857267,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Piero Martín Hincapié Reyna,38004.0,Left Center Back,2,Ecuador,3565,['86a8153b-0447-48c7-8e2a-cada22215731'],2,,,,,,,,,,,,,,,,,Ecuador,3565,00:00:02.363,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d441c7d6-373a-4362-898b-eaa1f7996668,9,,"[91.8, 68.2]",3857267,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Alan Steven Franco Palma,37945.0,Right Center Midfield,2,Ecuador,3565,['ed4d2b72-aad1-4d61-bc80-821008eb4b11'],6,,,,,,,,,,,,,,,,,Ecuador,3565,00:00:06.715,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288c3618-94b5-4a10-84bb-63f00fa2e744,11,,"[42.5, 9.2]",3857267,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Ismaïla Sarr,2941.0,Left Wing,2,Ecuador,3565,['49839f78-59a2-46c1-942d-eb3ce495fb8a'],7,,,,,,,,,,,,,,,,,Senegal,787,00:00:07.991,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4503e6a4-bf64-4ebd-b2d3-261467f38260,15,,"[64.3, 75.9]",3857267,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Angelo Smit Preciado Quiñónez,37737.0,Right Back,2,Ecuador,3565,['af9d4c3f-7427-471f-a673-6570aa9931d1'],12,,,,,,,,,,,,,,,,,Ecuador,3565,00:00:12.435,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7b621b3f-cc28-4a7a-bf97-cf94427122a7,17,,"[47.1, 70.5]",3857267,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Felix Eduardo Torres Caicedo,30111.0,Right Center Back,2,Ecuador,3565,['7ffd0a47-904f-4f75-9ef5-24749d263223'],13,,,,,,,,,,,,,,,,,Ecuador,3565,00:00:13.495,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d47adac6-6088-4376-96f0-325cd5dc2b2b,20,,"[38.2, 39.1]",3857267,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Piero Martín Hincapié Reyna,38004.0,Left Center Back,2,Ecuador,3565,['61fb36f8-c090-4be8-b212-fac7500aa44a'],16,,,,,,,,,,,,,,,,,Ecuador,3565,00:00:16.882,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6941d90e-7f80-4cbe-9783-1d13ed5453d7,23,,"[65.8, 6.5]",3857267,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Pervis Josué Estupiñán Tenorio,24085.0,Left Back,2,Ecuador,3565,['98f2e0a9-511e-48c8-80a6-00ad5fe181d1'],19,,,,,,,,,,,,,,,,,Ecuador,3565,00:00:19.756,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133315bb-abff-4f2a-9f50-64c4cc2171ee,31,,"[33.0, 14.7]",3857267,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Piero Martín Hincapié Reyna,38004.0,Left Center Back,2,Ecuador,3565,['9ef7a2c8-ba6d-4f50-a067-58cafffbd05b'],26,,,,,,,,,,,,,,,,,Ecuador,3565,00:00:26.000,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c5a7fab5-ceb5-4fba-a08d-2e5736307188,34,,"[8.4, 36.0]",3857267,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Hernán Ismael Galíndez,37522.0,Goalkeeper,2,Ecuador,3565,['77a46855-38bc-44a3-8ce1-cc8fb155d1fa'],29,,,,,,,,,,,,,,,,,Ecuador,3565,00:00:29.582,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4b1f703d-0f92-48d0-bd0d-18aca8ecbdb3,37,,"[80.2, 35.1]",3857267,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Michael Steveen Estrada Martínez,34396.0,Center Forward,2,Ecuador,3565,['5d2dc122-23af-4751-bd5d-eb628f792e9c'],36,,,,,,,,,,,,,,,,,Ecuador,3565,00:00:36.136,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63e96ab2-037f-4bae-9d41-db4318f382e1,39,,"[42.7, 40.7]",3857267,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Pathé Ismaël Ciss,31751.0,Right Defensive Midfield,2,Ecuador,3565,['95217ebb-d0f2-4bd5-a0b2-834be54a1237'],37,,,,,,,,,,,,,,,,,Senegal,787,00:00:37.655,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705ed5db-df24-4a34-a401-65bf6bc82d89,50,,"[33.8, 34.1]",3857267,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pape Gueye,21026.0,Left Defensive Midfield,3,Senegal,787,['fb6b690e-6730-4318-9070-121ec2365fbc'],43,,,,,,,,,,,,,,,,,Senegal,787,00:00:43.481,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5da868e5-8e84-4cbe-8856-90f092d825ec,52,,"[75.7, 40.1]",3857267,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Moisés Isaac Caicedo Corozo,37726.0,Left Center Midfield,3,Senegal,787,['9d4e1937-47c9-4a3e-bd31-e4ff91d010e8'],44,,,,,,,,,,,,,,,,,Ecuador,3565,00:00:44.738,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff27f284-bb3d-420e-81fe-9fcf892048e8,54,,"[28.3, 2.2]",3857267,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ismail Jakobs,32915.0,Left Back,3,Senegal,787,['5674e1a9-44c9-4d80-aa2a-b273742aef43'],47,,,,,,,,,,,,,,,,,Senegal,787,00:00:47.860,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9ece9d29-a83f-4d51-a916-620c4137dfd4,58,,"[46.7, 1.9]",3857267,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pape Gueye,21026.0,Left Defensive Midfield,3,Senegal,787,"['75cdf1f7-80b6-435e-9e47-aa4a5b51bf84', '99c91d0f-6d1f-4386-adb2-057f797e9a05']",51,,,,,,,,,,,,,,,,,Senegal,787,00:00:51.866,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4d88d5bc-8b26-49db-94ff-77dcee5aa851,62,,"[62.1, 2.4]",3857267,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ismaïla Sarr,2941.0,Left Wing,3,Senegal,787,"['2dfd7f4f-0ac3-42e5-a639-7dff9584ab50', 'c4641db8-bf87-41be-a6bc-a96ac63c6e22']",53,,,,,,,,,,,,,,,,,Senegal,787,00:00:53.879,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3d8a8940-3f65-4e97-9267-48115a9d9cdb,67,,"[35.2, 5.3]",3857267,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Abdou Diallo,8553.0,Left Center Back,4,Senegal,787,['1f18ad32-d221-48d0-8854-86657a95abc5'],5,,,,,,,,,,,,,,,,,Senegal,787,00:01:05.426,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07ea2b45-fc6b-4e7e-97ee-1d98ef76c5da,70,,"[32.8, 38.9]",3857267,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Kalidou Koulibaly,5675.0,Right Center Back,4,Senegal,787,['ead74420-568e-40a7-97d3-7ca20378b8e1'],9,,,,,,,,,,,,,,,,,Senegal,787,00:01:09.099,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a43f98b7-2b59-4e0c-be52-f600654c63e1,73,,"[50.7, 74.1]",3857267,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Youssouf Sabaly,3404.0,Right Back,4,Senegal,787,['a30f9317-9d59-498f-a73b-4236f59de3e9'],11,,,,,,,,,,,,,,,,,Senegal,787,00:01:11.938,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e0f952e8-e12d-41b1-a6fd-216cc89dcee2,76,,"[37.2, 60.4]",3857267,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Kalidou Koulibaly,5675.0,Right Center Back,4,Senegal,787,['d7b6240d-e523-426a-ae79-d5d369c5b2a1'],14,,,,,,,,,,,,,,,,,Senegal,787,00:01:14.092,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,abd339b2-3118-4dd3-964a-d9d75d71f748,79,,"[69.7, 64.9]",3857267,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Iliman Ndiaye,80484.0,Right Wing,4,Senegal,787,['9563fe5b-ab9a-46e4-b8a6-7ccea81b4643'],17,,,,,,,,,,,,,,,,,Senegal,787,00:01:17.938,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02bb1ac0-c4e3-4fd7-a557-73518f52f6cf,83,,"[62.9, 53.1]",3857267,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Pathé Ismaël Ciss,31751.0,Right Defensive Midfield,4,Senegal,787,"['9707cdd9-4e74-46f9-ad48-1a88c0c5b424', 'd22265df-1851-4925-9158-5800d787aa86']",19,,,,,,,,,,,,,,,,,Senegal,787,00:01:19.816,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135542ea-5646-400e-af35-7fa6d89fe9f7,90,,"[96.7, 15.3]",3857267,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Enner Remberto Valencia Lastra,28559.0,Left Wing,5,Ecuador,3565,['a3d348ea-37f6-4f6c-8ec9-54aa9011dc55'],25,,,,,,,,,,,,,,,,,Ecuador,3565,00:01:25.289,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8af1cef1-2d0e-4003-9089-68e5dec385c7,93,,"[107.2, 16.2]",3857267,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pervis Josué Estupiñán Tenorio,24085.0,Left Back,5,Ecuador,3565,['5db0355d-46aa-48e9-9e48-cc23945fdf20'],29,,,,,,,,,,,,,,,,,Ecuador,3565,00:01:29.516,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01d5c886-12e8-49c4-8b63-3091dc9f90d6,96,,"[75.3, 8.9]",3857267,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Piero Martín Hincapié Reyna,38004.0,Left Center Back,6,Ecuador,3565,['ddc2474b-18f0-404c-9e45-ff1c322392fd'],47,,,,,,,,,,,,,,,,,Ecuador,3565,00:01:47.656,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7c5c63ad-07f3-41d2-b6e3-f90685413570,99,,"[55.8, 29.6]",3857267,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Felix Eduardo Torres Caicedo,30111.0,Right Center Back,6,Ecuador,3565,['a4c60d83-51ea-42a7-b036-4533a2bb47e1'],50,,,,,,,,,,,,,,,,,Ecuador,3565,00:01:50.223,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5504ee5e-15f8-4e68-ba2d-2314e8023a6e,102,,"[64.3, 21.2]",3857267,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Piero Martín Hincapié Reyna,38004.0,Left Center Back,6,Ecuador,3565,['984d171b-ffe0-4eff-af9e-01da5c5ff0b2'],52,,,,,,,,,,,,,,,,,Ecuador,3565,00:01:52.862,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a951426d-b1bf-4e07-a017-40c21cb47964,105,,"[51.3, 30.9]",3857267,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Felix Eduardo Torres Caicedo,30111.0,Right Center Back,6,Ecuador,3565,['af041399-e861-423d-80c7-be091c205045'],55,,,,,,,,,,,,,,,,,Ecuador,3565,00:01:55.709,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a24dd6a0-93d8-4b1b-9afc-fbd550eb2b51,108,,"[87.0, 75.8]",3857267,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gonzalo Jordy Plata Jiménez,31152.0,Right Wing,6,Ecuador,3565,['7ca6315e-cb16-4689-afdd-6e9211f98b14'],59,,,,,,,,,,,,,,,,,Ecuador,3565,00:01:59.522,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8e4651e1-223d-4f86-b920-e8c5fb92738c,111,,"[109.9, 64.6]",3857267,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Michael Steveen Estrada Martínez,34396.0,Center Forward,6,Ecuador,3565,['fe9d4d15-9eea-4a8e-812d-ba087ebed74e'],5,,,,,,,,,,,,,,,,,Ecuador,3565,00:02:05.066,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4268a729-a085-4103-ac95-16f0d428d3ed,113,,"[11.0, 21.3]",3857267,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Abdou Diallo,8553.0,Left Center Back,7,Senegal,787,['15dc241c-e7d6-4049-b7ac-a7d2361bad89'],26,,,,,,,,,,,,,,,,,Senegal,787,00:02:26.697,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34fae999-43d9-4992-8a90-6ed12e8a29de,115,,"[73.7, 3.7]",3857267,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Ismaïla Sarr,2941.0,Left Wing,7,Senegal,787,['53922199-c34f-4e13-b07b-1c741681b9b3'],36,,,,,,,,,,,,,,,,,Senegal,787,00:02:36.685,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41e752d7-4d38-452b-bd85-d2dedf852c03,118,,"[86.5, 8.7]",3857267,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Pape Gueye,21026.0,Left Defensive Midfield,7,Senegal,787,"['0c8f024a-49b3-4091-a572-5a639e04c87c', 'f80f08f3-c6a1-4d2a-a89d-7faa5bdd760c']",38,,,,,,,,,,,,,,,,,Senegal,787,00:02:38.344,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653d1ff0-1712-4fe7-afc4-f1d93695795e,121,,"[104.7, 43.9]",3857267,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Idrissa Gana Gueye,3436.0,Center Attacking Midfield,7,Senegal,787,['a13da51e-a6d7-4353-a689-654cf092ff82'],42,,,,,,,,,,,,,,,,,Senegal,787,00:02:42.508,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d032b34b-446b-4cf6-8a18-5a1e120e1006,126,,"[35.4, 76.4]",3857267,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Angelo Smit Preciado Quiñónez,37737.0,Right Back,8,Ecuador,3565,['036c60d8-9e94-4d68-bec7-2c2b15cc3a8d'],24,,,,,,,,,,,,,,,,,Ecuador,3565,00:03:24.567,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c0ee428-78df-454b-b5b1-da70ed56ea0d,129,,"[13.6, 62.9]",3857267,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Felix Eduardo Torres Caicedo,30111.0,Right Center Back,8,Ecuador,3565,['79773809-10d4-4fb8-b9e9-aa9844f78f20'],28,,,,,,,,,,,,,,,,,Ecuador,3565,00:03:28.586,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8c04cf3c-4680-4d26-8e0c-c61f27112cf2,131,,"[78.6, 45.1]",3857267,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Enner Remberto Valencia Lastra,28559.0,Left Wing,8,Ecuador,3565,['efb98e8f-b9ab-47b7-9f88-b7ccff4b9960'],34,,,,,,,,,,,,,,,,,Ecuador,3565,00:03:34.127,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c3beee9-5e01-4b3e-aaf2-2c0bf3b4ac0c,140,,"[41.0, 18.4]",3857267,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Pape Gueye,21026.0,Left Defensive Midfield,8,Ecuador,3565,['09548812-19dd-4f70-97d0-c7ba4bcb3892'],39,,,,,,,,,,,,,,,,,Senegal,787,00:03:39.369,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86b8b3b9-c6fe-43d3-9bff-c8aa5651b234,144,,"[104.1, 8.2]",3857267,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Ismaïla Sarr,2941.0,Left Wing,8,Ecuador,3565,['3bc42fc6-8a6e-4c29-9037-d02f4a7bd39b'],44,,,,,,,,,,,,,,,,,Senegal,787,00:03:44.892,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44fe7491-2804-48ae-8913-8801d8ed58ec,146,,"[40.3, 18.1]",3857267,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Piero Martín Hincapié Reyna,38004.0,Left Center Back,9,Ecuador,3565,['9f03c205-1cb8-4f57-bc5f-315441cc60b2'],24,,,,,,,,,,,,,,,,,Ecuador,3565,00:04:24.801,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39bb6fef-acc5-46fa-953b-38a4349646dc,148,,"[63.9, 7.9]",3857267,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Pervis Josué Estupiñán Tenorio,24085.0,Left Back,9,Ecuador,3565,['5ac8156c-c4e9-4cfc-9415-59067dd3f977'],26,,,,,,,,,,,,,,,,,Ecuador,3565,00:04:26.989,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be77b8f6-b8ed-4924-bf82-29fea0e93b28,156,,"[99.6, 6.9]",3857267,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Enner Remberto Valencia Lastra,28559.0,Left Wing,9,Ecuador,3565,['40ffce5c-e4bc-47d7-8840-e0dc63a688b0'],33,,,,,,,,,,,,,,,,,Ecuador,3565,00:04:33.211,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a1acff6-8653-451c-9f48-40367178c5ef,159,,"[86.6, 12.4]",3857267,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Moisés Isaac Caicedo Corozo,37726.0,Left Center Midfield,9,Ecuador,3565,['13f3eff2-6c0b-4ed0-a891-9725edb58f73'],36,,,,,,,,,,,,,,,,,Ecuador,3565,00:04:36.196,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3070cf7a-5709-47d5-bf7a-a3c3020b0594,163,,"[63.5, 21.2]",3857267,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Piero Martín Hincapié Reyna,38004.0,Left Center Back,9,Ecuador,3565,['da672a3e-5041-43f0-99d8-1cda4efe535d'],38,,,,,,,,,,,,,,,,,Ecuador,3565,00:04:38.355,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28fe10d8-4322-44f0-bc43-5219114f334e,166,,"[51.9, 48.0]",3857267,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Felix Eduardo Torres Caicedo,30111.0,Right Center Back,9,Ecuador,3565,['dc9a85de-8560-4b2a-a8cc-3a5ac8642f90'],41,,,,,,,,,,,,,,,,,Ecuador,3565,00:04:41.342,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bd86d0df-e5ce-4466-8226-03232907c05e,169,,"[83.7, 52.5]",3857267,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Gonzalo Jordy Plata Jiménez,31152.0,Right Wing,9,Ecuador,3565,['a4df8121-47c9-485f-8b32-8e11ba53c764'],45,,,,,,,,,,,,,,,,,Ecuador,3565,00:04:45.019,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fee83424-c60a-42d8-bc7e-d57e981f18f3,174,,"[74.7, 42.8]",3857267,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Carlos Armando Gruezo Arboleda,12583.0,Center Defensive Midfield,9,Ecuador,3565,"['43ff6985-6c07-4deb-94e3-0dc31827af37', '5b6c2eb0-6c0c-4dae-ba55-9fab2276bd61']",47,,,,,,,,,,,,,,,,,Ecuador,3565,00:04:47.731,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ab808aee-f79f-40c6-b89f-7dae57002c6b,184,,"[67.9, 65.2]",3857267,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Pathé Ismaël Ciss,31751.0,Right Defensive Midfield,11,Senegal,787,['bf359fe7-a581-4203-8fdc-9a978ddb5dfb'],13,,,,,,,,,,,,,,,,,Senegal,787,00:05:13.242,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f016ba8f-5990-4d2a-af4b-d23cb2825138,186,,"[63.2, 72.0]",3857267,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Youssouf Sabaly,3404.0,Right Back,11,Senegal,787,['4dfbbf01-aed8-4393-875c-2cc3851dc60d'],14,,,,,,,,,,,,,,,,,Senegal,787,00:05:14.113,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfcb0296-b522-423e-95e1-d62d20d7117e,188,,"[32.3, 66.9]",3857267,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kalidou Koulibaly,5675.0,Right Center Back,11,Senegal,787,['7fe6b234-0ecd-48c3-bb3e-a87203cfaef1'],16,,,,,,,,,,,,,,,,,Senegal,787,00:05:16.215,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21d5a3b4-8951-436d-8bed-2d9986c3e254,191,,"[2.7, 56.0]",3857267,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Edouard Mendy,7379.0,Goalkeeper,11,Senegal,787,['7029a92b-7438-40b8-b9c6-b50ef27e4ec5'],20,,,,,,,,,,,,,,,,,Senegal,787,00:05:20.208,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0fb3cee1-6b2a-4697-9517-87db0eaed936,194,,"[56.7, 11.3]",3857267,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Piero Martín Hincapié Reyna,38004.0,Left Center Back,12,Ecuador,3565,['794e3994-02c8-4b01-889e-9105e8c0a7e8'],31,,,,,,,,,,,,,,,,,Ecuador,3565,00:05:31.077,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4fbe9b59-756d-462a-8762-32af5896d71c,196,,"[52.9, 43.3]",3857267,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Felix Eduardo Torres Caicedo,30111.0,Right Center Back,12,Ecuador,3565,['ea9b36c7-9151-42d6-9640-4b6b759d6de3'],34,,,,,,,,,,,,,,,,,Ecuador,3565,00:05:34.454,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff4522fb-7ae2-4dda-a39f-829f86d82a5e,198,,"[53.8, 18.1]",3857267,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Piero Martín Hincapié Reyna,38004.0,Left Center Back,12,Ecuador,3565,['dd0acee7-82c7-4df5-9a6a-ee662c4a136e'],38,,,,,,,,,,,,,,,,,Ecuador,3565,00:05:38.097,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63fe4cde-8fa7-4aaa-ac61-24175867354d,200,,"[65.5, 6.1]",3857267,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Moisés Isaac Caicedo Corozo,37726.0,Left Center Midfield,12,Ecuador,3565,['ab170be3-be6a-4eab-9dff-56751a201819'],39,,,,,,,,,,,,,,,,,Ecuador,3565,00:05:39.302,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d0857334-20d0-4b8e-b95e-3f025f694d98,205,,"[49.3, 14.0]",3857267,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Piero Martín Hincapié Reyna,38004.0,Left Center Back,12,Ecuador,3565,['6985919c-3ac8-4d5f-a21a-efd717d732c9'],43,,,,,,,,,,,,,,,,,Ecuador,3565,00:05:43.898,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e785127d-4b92-4820-acc5-a08a19939ffc,208,,"[65.0, 7.9]",3857267,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Moisés Isaac Caicedo Corozo,37726.0,Left Center Midfield,12,Ecuador,3565,['4bd5dc0f-9c83-4968-a3f6-f6e48cefdad2'],47,,,,,,,,,,,,,,,,,Ecuador,3565,00:05:47.139,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858ba954-0e13-449f-9ff3-adeadf7eae46,212,,"[45.3, 13.4]",3857267,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Piero Martín Hincapié Reyna,38004.0,Left Center Back,12,Ecuador,3565,['577a2c7a-243f-482a-a7e0-b11fdb554967'],51,,,,,,,,,,,,,,,,,Ecuador,3565,00:05:51.458,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f1122864-2bc0-4160-b8a6-56da9f544b41,215,,"[75.3, 17.1]",3857267,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gonzalo Jordy Plata Jiménez,31152.0,Right Wing,12,Ecuador,3565,['56af68cc-7795-4a3a-ba17-146d0107b048'],54,,,,,,,,,,,,,,,,,Ecuador,3565,00:05:54.770,Ball Receipt*,
