50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.383458,,,,,,,,,,,,,f6f59986-e90d-4133-bea0-1aa4ef5e45d5,1207,,,"[67.9, 72.9]",3869519,25,,,,,-1.9960014,,Right Foot,,,,"[63.1, 62.3]",,Ground Pass,,11.63615,,,,,Rodrigo Javier De Paul,7797.0,,,,,,1,From Throw In,Nahuel Molina Lucero,29201.0,Right Back,45,Argentina,779,['cca4a386-5a3c-42d7-b040-294e90535648'],26,,,,,,,,,,,,,,,,,Argentina,779,00:25:26.077,Pass,
,,,,,,,,,,,,,,,,,0.868522,,,,,,,,,,,,,860a28e1-853e-4269-9b19-dba0d7138ab6,1210,,,"[63.5, 62.3]",3869519,25,,,,,-0.38888842,,Right Foot,,,,"[84.0, 53.9]",,Low Pass,,22.154232,,,Incomplete,,Julián Álvarez,29560.0,,,,,,1,From Throw In,Rodrigo Javier De Paul,7797.0,Right Midfield,45,Argentina,779,"['1ab29116-42e9-4649-9e57-f7b30fa24b72', 'b1d06cde-e74c-4ed5-ae41-79adf3257bfe']",28,,,,,,,,,,,,,,,,,Argentina,779,00:25:28.784,Pass,
,,,,,,,,,,,,,,,,,1.178136,,,,,,,,,,,,,3db14be5-3d3f-4a9c-b8cd-bfe737f8d136,1216,,,"[45.3, 16.4]",3869519,25,,,,,2.9996955,,Left Foot,,,,"[35.5, 17.8]",,Ground Pass,,9.899495,,,,,Borna Sosa,12625.0,,,,,Recovery,1,Regular Play,Ivan Perišić,5474.0,Left Wing,46,Croatia,785,['9a8ed6eb-11a9-49aa-a3ec-786cdb49519f'],33,,,,,,,,,,,,,,,,,Croatia,785,00:25:33.340,Pass,
,,,,,,,,,,,,,,,,,1.681858,,,,,,,,,,,,,4a8a10f9-1924-4531-afec-e410b6b0b512,1220,,,"[35.7, 16.3]",3869519,25,,,,,1.6073654,,Left Foot,,,,"[35.1, 32.7]",,Ground Pass,,16.410973,,,,,Dejan Lovren,3471.0,,,,,,1,Regular Play,Borna Sosa,12625.0,Left Back,46,Croatia,785,"['2448e2aa-dc90-4be6-9de6-c274c2e30436', '5021fd0c-3859-49d7-b59d-eee3eb96dea8']",34,,,,,,,,,,,,,,,,,Croatia,785,00:25:34.598,Pass,True
,,,,,,,,,,,,,,,,,0.651658,,,,,,,,,,,,,51dd96cc-b449-4a01-8464-d96218a0ad77,1223,,,"[34.8, 39.1]",3869519,25,,,,,-1.2800093,,Right Foot,,,,"[38.9, 25.4]",,Ground Pass,,14.300349,,,,,Marcelo Brozović,5469.0,,,,,,1,Regular Play,Dejan Lovren,3471.0,Right Center Back,46,Croatia,785,['8a5c1fbd-cab3-4d22-a2cb-cc085f6f879f'],37,,,,,,,,,,,,,,,,,Croatia,785,00:25:37.485,Pass,
,,,,,,,,,,,,,,,,,1.939104,,,,,,,,,,,,,621260ba-0922-4e1a-9863-618d6fcdba2b,1226,,,"[38.9, 25.4]",3869519,25,,,,,1.8011357,,Left Foot,,,,"[30.2, 62.5]",,High Pass,,38.10643,,,,,Josip Juranović,29163.0,,,,,,1,Regular Play,Marcelo Brozović,5469.0,Center Defensive Midfield,46,Croatia,785,['2be9f984-c015-4244-bbb1-9f8add3e6da5'],38,,,,,,,,,,,,,,,,,Croatia,785,00:25:38.177,Pass,
,,,,,,,,,,,,,,,,,1.109039,,,,,,,,,,,,,2c58d932-01e3-4e02-b757-1d02f9c33b5d,1229,,,"[26.4, 77.0]",3869519,25,,,,,-0.043450896,,Right Foot,,,,"[44.8, 76.2]",,Ground Pass,,18.417383,,,Incomplete,,Mario Pašalić,11603.0,,,,,,1,Regular Play,Josip Juranović,29163.0,Right Back,46,Croatia,785,"['12f85dab-240d-42d0-9b42-9f9c4f7a01d1', '63c87a7c-05f6-46e1-9e01-378478db1afc']",45,,,,,,,,,,,,,,,,,Croatia,785,00:25:45.389,Pass,
,,,,,,,,,,,,,,,,,1.283489,,,,,,,,,,,,,12f85dab-240d-42d0-9b42-9f9c4f7a01d1,1231,,,"[75.3, 3.9]",3869519,25,,,,,0.12730774,,Left Foot,,,,"[87.8, 5.5]",,Ground Pass,,12.601984,,,,,Enzo Fernandez,38718.0,,,,,Interception,1,Regular Play,Nicolás Alejandro Tagliafico,5507.0,Left Back,47,Argentina,779,"['2c58d932-01e3-4e02-b757-1d02f9c33b5d', '963feea1-0b0f-49bd-a631-ff210c07aaf6']",46,,,,,,,,,,,,,,,,,Argentina,779,00:25:46.498,Pass,
,,,,,,,,,,,,,,,,,0.857494,,,,,,,,,,,,,440d22b9-38e5-413e-b01a-66a1c3a3520e,1234,,,"[89.9, 6.7]",3869519,25,,,,,2.3939126,,Right Foot,,,,"[84.4, 11.8]",,Ground Pass,,7.5006666,,,,,Alexis Mac Allister,27886.0,,,,,,1,Regular Play,Enzo Fernandez,38718.0,Left Defensive Midfield,47,Argentina,779,['0728e659-e940-4410-9eca-e1e3698ac35d'],48,,,,,,,,,,,,,,,,,Argentina,779,00:25:48.865,Pass,
,,,,,,,,,,,,,,,,,0.989881,,,,,,,,,,,,,32c076c3-86fa-41b1-b73d-5eed153abcf4,1237,,,"[81.6, 16.6]",3869519,25,,,,,1.8628527,,Right Foot,,,,"[77.0, 31.9]",,Ground Pass,,15.976545,,,,,Rodrigo Javier De Paul,7797.0,,,,,,1,Regular Play,Alexis Mac Allister,27886.0,Left Midfield,47,Argentina,779,['9cc7d050-157a-48c0-9f2a-1c73b1bce9a7'],51,,,,,,,,,,,,,,,,,Argentina,779,00:25:51.491,Pass,
,,,,,,,,,,,,,,,,,0.93245,,,,,,,,,,,,,138e71c0-4212-44be-bec6-6c1cafdc87ad,1240,,,"[77.2, 33.7]",3869519,25,,,,,1.2231035,,Right Foot,,,,"[82.6, 48.6]",,Ground Pass,,15.848344,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Rodrigo Javier De Paul,7797.0,Right Midfield,47,Argentina,779,['d82c974d-c884-4b6e-af3d-636630bfb25c'],53,,,,,,,,,,,,,,,,,Argentina,779,00:25:53.156,Pass,
,,,,,,,,,,,,,,,,,1.278815,,,,,,,,,,,,,529c2475-88b5-42a5-bf32-c59179304a82,1258,,,"[70.0, 40.1]",3869519,26,,,,,0.5732978,,Right Foot,,,,"[90.6, 53.4]",,Ground Pass,,24.5204,,,,,Andrej Kramarić,5460.0,,,,,,1,Regular Play,Mateo Kovačić,5456.0,Left Center Midfield,47,Argentina,779,['47115915-8781-4c33-a22c-149420c03fd1'],1,,,,,,,,,,,,,,,,,Croatia,785,00:26:01.431,Pass,
,,,,,,,,,,,,,,,,,1.104944,,,,,,,,,,,,,a4fe1fca-daec-4905-9ac2-ce3d71e593f3,1264,,,"[90.8, 57.1]",3869519,27,,,,,-0.9400669,,Right Foot,,,,"[106.5, 35.6]",,High Pass,,26.622171,,,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Luka Modrić,5463.0,Right Center Midfield,48,Croatia,785,['37024483-6c2e-415f-8643-c8c2c235dbe4'],18,,,,,,,,,,,,,,,,,Croatia,785,00:27:18.721,Pass,
,,,,,,,,,,,,,,,,,0.30074,,,,,,,,,,,,,1713e821-6a15-4bf7-9c4f-325b7f9d4a8a,1272,,,"[22.7, 35.1]",3869519,27,,,,,1.4219064,,Right Foot,,,,"[23.3, 39.1]",,Ground Pass,,4.0447497,,,Incomplete,,Nahuel Molina Lucero,29201.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,49,Argentina,779,"['41312b83-8e50-4370-ad2a-ce2ba21c8705', 'e3fe9a8f-d4d3-42ba-842d-8d1d308c3261']",23,,,,,,,,,,,,,,,,,Argentina,779,00:27:23.804,Pass,
,,,,,,,,,,,,,,,,,1.140222,,,,,,,,,,,,,2e2443d6-d6ad-4e67-9fed-e2a8553d850b,1277,,,"[19.1, 37.3]",3869519,27,,,,,1.1205066,,Right Foot,,,,"[29.3, 58.4]",,Ground Pass,,23.436083,,,,,Nahuel Molina Lucero,29201.0,,,,,,1,Regular Play,Alexis Mac Allister,27886.0,Left Midfield,49,Argentina,779,['e8898d8a-a763-492f-9f04-3e5d7bba045b'],25,,,,,,,,,,,,,,,,,Argentina,779,00:27:25.618,Pass,
,,,,,,,,,,,,,,,,,2.64716,,,,,,,,,,,,,68ca8895-0126-4fd2-8800-c9e2d9598ef7,1280,,,"[39.6, 56.0]",3869519,27,,,,,0.43428355,,Right Foot,,,,"[70.0, 70.1]",,Ground Pass,,33.510746,,,,,Rodrigo Javier De Paul,7797.0,,,,,,1,Regular Play,Nahuel Molina Lucero,29201.0,Right Back,49,Argentina,779,['7338eea9-e4e1-4a6a-9cb6-6585055acf17'],28,,,,,,,,,,,,,,,,,Argentina,779,00:27:28.096,Pass,
,,,,,,,,,,,,,,,,,2.813788,,,,,,,,,,,,,146e5ee7-bfca-4216-9663-9ed13051e8fc,1283,,,"[80.2, 71.1]",3869519,27,,,,,-0.9886792,,Right Foot,,,,"[108.7, 27.8]",,High Pass,,51.83763,,,Incomplete,,Julián Álvarez,29560.0,,True,,,,1,Regular Play,Rodrigo Javier De Paul,7797.0,Right Midfield,49,Argentina,779,"['0c43eb80-b7e8-4f97-a712-e3621f86d643', '74b8ad2b-c02d-4a6a-83dc-1615201d2969']",32,,,,,,,,,,,,,,,,,Argentina,779,00:27:32.599,Pass,
,,,,,,,,,,,,,,,,,2.067189,,,,,,,,,,,,,0010be37-e294-4ad3-9355-56a18ea6a7f9,1289,,,"[110.4, 0.1]",3869519,27,,True,,,2.0429182,,,,,,"[108.0, 4.8]",,Low Pass,,5.27731,,,,,Enzo Fernandez,38718.0,,,,,Throw-in,1,From Throw In,Julián Álvarez,29560.0,Left Center Forward,50,Argentina,779,['8901a105-9a6c-4838-9b8f-68c256b3aec2'],46,,,,,,,,,,,,,,,,,Argentina,779,00:27:46.875,Pass,
,,,,,,,,,,,,,,,,,1.023936,,,,,,,,,,,,,bdeebba1-a689-40e8-b59e-67cd10026f89,1291,,,"[105.4, 4.9]",3869519,27,,True,,,3.119374,,Right Foot,,,,"[96.4, 5.1]",,Ground Pass,,9.002222,,,,,Julián Álvarez,29560.0,,,,,,1,From Throw In,Enzo Fernandez,38718.0,Left Defensive Midfield,50,Argentina,779,['5f74a2dc-3ae8-4661-9f58-74e57ca07cf2'],49,,,,,,,,,,,,,,,,,Argentina,779,00:27:49.085,Pass,
,,,,,,,,,,,,,,,,,0.980458,,,,,,,,,,,,,0c986372-11ad-4646-af37-ed2421101c6a,1293,,,"[96.4, 5.1]",3869519,27,,,,,2.1005495,,Right Foot,,,,"[89.9, 16.2]",,Ground Pass,,12.863126,,,,,Alexis Mac Allister,27886.0,,,,,,1,From Throw In,Julián Álvarez,29560.0,Left Center Forward,50,Argentina,779,['3d51c524-2f76-475c-9ab4-9dd4927072b8'],50,,,,,,,,,,,,,,,,,Argentina,779,00:27:50.981,Pass,
,,,,,,,,,,,,,,,,,0.694943,,,,,,,,,,,,,a850d078-768c-4d87-b00f-1d26b584841c,1299,,,"[85.7, 19.6]",3869519,27,,,,,-1.159125,,Right Foot,,,,"[88.8, 12.5]",,Ground Pass,,7.7472577,,,,,Alexis Mac Allister,27886.0,,,,,,1,From Throw In,Leandro Daniel Paredes,16308.0,Right Defensive Midfield,50,Argentina,779,['f83061fe-d0a0-458d-a63c-e81992a84246'],53,,,,,,,,,,,,,,,,,Argentina,779,00:27:53.989,Pass,
,,,,,,,,,,,,,,,,,0.78939,,,,,,,,,,,,,def73e26-2359-40e1-9c36-2358b24ef642,1302,,,"[88.8, 12.5]",3869519,27,,,,,2.6679952,,Right Foot,,,,"[80.8, 16.6]",,Ground Pass,,8.989438,,,,,Leandro Daniel Paredes,16308.0,,,,,,1,From Throw In,Alexis Mac Allister,27886.0,Left Midfield,50,Argentina,779,['52114938-abb1-479f-84b2-e71b04ad38e3'],56,,,,,,,,,,,,,,,,,Argentina,779,00:27:56.108,Pass,
,,,,,,,,,,,,,,,,,1.38722,,,,,,,,,,,,,7d05d338-5d1c-4aa5-8be8-559d177f607f,1305,,,"[81.2, 16.4]",3869519,27,,,,,-1.4343938,,Right Foot,,,,"[82.6, 6.2]",,Ground Pass,,10.29563,,,,,Nicolás Alejandro Tagliafico,5507.0,,,,,,1,From Throw In,Leandro Daniel Paredes,16308.0,Right Defensive Midfield,50,Argentina,779,['7710ab8d-bd46-4a47-83f4-34634cf4b363'],58,,,,,,,,,,,,,,,,,Argentina,779,00:27:58.434,Pass,
,,,,,,,,,,,,,,,,,0.978375,,,,,,,,,,,,,a16299e0-f625-42d1-a132-23b5f3a6550f,1308,,,"[82.6, 6.2]",3869519,28,,,,,-0.48624262,,Left Foot,,,,"[89.6, 2.5]",,Ground Pass,,7.9177017,,,,,Enzo Fernandez,38718.0,,,,,,1,From Throw In,Nicolás Alejandro Tagliafico,5507.0,Left Back,50,Argentina,779,['d0f25ad6-7311-4b39-8d90-e29cc69efc16'],0,,,,,,,,,,,,,,,,,Argentina,779,00:28:00.579,Pass,
,,,,,,,,,,,,,,,,,0.83988,,,,,,,,,,,,,2d51dfd2-13d8-4360-8b81-7d6970693230,1311,,,"[89.6, 2.7]",3869519,28,,,,,0.058755822,,Right Foot,,,,"[96.4, 3.1]",,Ground Pass,,6.8117547,,,,,Nicolás Alejandro Tagliafico,5507.0,,,,,,1,From Throw In,Enzo Fernandez,38718.0,Left Defensive Midfield,50,Argentina,779,['48d1983f-6637-4306-98ef-dbb59da70c14'],4,,,,,,,,,,,,,,,,,Argentina,779,00:28:04.290,Pass,
,,,,,,,,,,,,,,,,,2.161444,,,,,,,,,,,,,f7a3a509-6fd5-41e9-9139-e432c76a5c28,1314,,,"[97.3, 2.7]",3869519,28,,,,,0.58085257,,Left Foot,,,,"[120.0, 17.6]",,Ground Pass,,27.153269,,,Out,,Alexis Mac Allister,27886.0,,,,,,1,From Throw In,Nicolás Alejandro Tagliafico,5507.0,Left Back,50,Argentina,779,['b30562c6-aa42-4d3e-ad7b-a77a0f20de96'],6,,,,,,,,,,,,,,,,,Argentina,779,00:28:06.133,Pass,
,,,,,,,,,,,,,,,,,2.332645,,,,,,,,,,,,,10e4b238-81c7-4a61-a483-3b8f9fad90ba,1316,,,"[7.0, 44.1]",3869519,28,,True,,,0.986051,,Left Foot,,,,"[11.7, 51.2]",,Ground Pass,,8.514693,,,,,Dejan Lovren,3471.0,,,,,Goal Kick,1,From Goal Kick,Dominik Livaković,16531.0,Goalkeeper,51,Croatia,785,['149c988d-ab96-4250-aab8-0f148c2e2bdc'],29,,,,,,,,,,,,,,,,,Croatia,785,00:28:29.404,Pass,
,,,,,,,,,,,,,,,,,1.569553,,,,,,,,,,,,,05a6af03-a409-408b-8675-1e5604735b46,1318,,,"[16.6, 53.7]",3869519,28,,,,,1.2364237,,Left Foot,,,,"[24.0, 75.0]",,Ground Pass,,22.548836,,,,,Josip Juranović,29163.0,,,,,,1,From Goal Kick,Dejan Lovren,3471.0,Right Center Back,51,Croatia,785,['d54d8a9e-2c41-4ec3-9b73-a253a6981ed9'],33,,,,,,,,,,,,,,,,,Croatia,785,00:28:33.643,Pass,
,,,,,,,,,,,,,,,,,1.435156,,,,,,,,,,,,,d8da469d-0e95-47d8-844c-0da3159a5d84,1321,,,"[24.0, 75.6]",3869519,28,,,,,-2.0899425,,Right Foot,,,,"[15.6, 60.9]",,Ground Pass,,16.93074,,,,,Dejan Lovren,3471.0,,,,,,1,From Goal Kick,Josip Juranović,29163.0,Right Back,51,Croatia,785,['e6b3550e-d82f-490b-8acc-66b9bab309f0'],36,,,,,,,,,,,,,,,,,Croatia,785,00:28:36.192,Pass,
,,,,,,,,,,,,,,,,,0.754892,,,,,,,,,,,,,3d9c4ca5-4f0a-4474-9857-57a822682202,1324,,,"[18.4, 59.5]",3869519,28,,,,,-0.8960554,,Right Foot,,,,"[25.6, 50.5]",,Ground Pass,,11.525623,,,,,Marcelo Brozović,5469.0,,,,,,1,From Goal Kick,Dejan Lovren,3471.0,Right Center Back,51,Croatia,785,['03075dfb-61ae-4f24-b569-7e004b0f3703'],40,,,,,,,,,,,,,,,,,Croatia,785,00:28:40.783,Pass,
,,,,,,,,,,,,,,,,,1.100721,,,,,,,,,,,,,d2fcab81-a2c6-466b-a013-a7a897926630,1327,,,"[26.0, 50.2]",3869519,28,,,,,1.5521069,,Right Foot,,,,"[26.2, 60.9]",,Ground Pass,,10.701869,,,,,Dejan Lovren,3471.0,,,,,,1,From Goal Kick,Marcelo Brozović,5469.0,Center Defensive Midfield,51,Croatia,785,['54d171a5-91b8-470a-b2fc-0d75eb1e4a91'],44,,,,,,,,,,,,,,,,,Croatia,785,00:28:44.340,Pass,
,,,,,,,,,,,,,,,,,1.828557,,,,,,,,,,,,,a60ddb24-d32d-4ace-b78e-dd942381ef8c,1330,,,"[26.2, 60.5]",3869519,28,,,,,-2.282797,,Right Foot,,,,"[7.3, 38.6]",,Ground Pass,,28.927841,,,,,Dominik Livaković,16531.0,,,,,,1,From Goal Kick,Dejan Lovren,3471.0,Right Center Back,51,Croatia,785,['43196e6d-a35a-4a1b-ad1a-ef5ab35a4d10'],47,,,,,,,,,,,,,,,,,Croatia,785,00:28:47.689,Pass,
,,,,,,,,,,,,,,,,,1.372423,,,,,,,,,,,,,69e3835c-4df4-4b87-a199-a387853b84dd,1333,,,"[16.7, 41.0]",3869519,28,,,,,1.3954723,,Right Foot,,,,"[19.8, 58.5]",,Ground Pass,,17.772451,,,,,Dejan Lovren,3471.0,,,,,,1,From Goal Kick,Dominik Livaković,16531.0,Goalkeeper,51,Croatia,785,['ddda8276-b912-464b-8d8e-dbc8b00180f1'],53,,,,,,,,,,,,,,,,,Croatia,785,00:28:53.283,Pass,
,,,,,,,,,,,,,,,,,3.207264,,,,,,,,,,,,,cb0861b4-9050-46fe-89bb-bfafe8d3370e,1336,,,"[33.0, 70.0]",3869519,28,,,,,-0.056878086,,Right Foot,,,,"[89.2, 66.8]",,High Pass,,56.29103,,,Incomplete,,Andrej Kramarić,5460.0,,,,,,1,From Goal Kick,Dejan Lovren,3471.0,Right Center Back,51,Croatia,785,"['31c1a0f5-3a5a-4c67-81bb-3e64156acaeb', 'ce20492e-9514-422c-9a2c-56ed7f2c4b31']",57,,,,,,,,,,,,,,,,,Croatia,785,00:28:57.263,Pass,
,,,,,,,,,,,,,,,,,1.245345,,,,,,,,,,,,,ce20492e-9514-422c-9a2c-56ed7f2c4b31,1338,,,"[30.9, 13.3]",3869519,29,,,,,-0.44394574,,Head,,,,"[47.3, 5.5]",,High Pass,,18.160397,,,,,Alexis Mac Allister,27886.0,,,,,Recovery,1,From Goal Kick,Nicolás Hernán Otamendi,3090.0,Left Center Back,51,Croatia,785,"['cb0861b4-9050-46fe-89bb-bfafe8d3370e', 'f5a16f70-98e3-432f-bb42-a7dcc802a379']",0,,,,,,,,,,,,,,,,,Argentina,779,00:29:00.470,Pass,
,,,,,,,,,,,,,,,,,1.105535,,,,,,,,,,,,,fd8208e4-0233-44c2-b220-023de866bf74,1346,,,"[81.1, 78.4]",3869519,29,,,,,-2.9996955,,Right Foot,,,,"[71.3, 77.0]",,Ground Pass,,9.899495,,,,,Josip Juranović,29163.0,,,,,,1,From Goal Kick,Mario Pašalić,11603.0,Right Wing,51,Croatia,785,"['6ca8001f-f948-4bfa-8cb0-d63f5d2dc101', '721d08c6-607a-4bc4-bd08-be68d2889758']",5,,,,,,,,,,,,,,,,,Croatia,785,00:29:05.650,Pass,True
,,,,,,,,,,,,,,,,,0.433217,,,,,,,,,,,,,78d35457-4e16-4d03-8a33-a1889adefe4b,1349,,,"[71.3, 77.0]",3869519,29,,,,,-1.6575347,,Right Foot,,,,"[70.7, 70.1]",,Ground Pass,,6.926038,,,,,Luka Modrić,5463.0,,,,,,1,From Goal Kick,Josip Juranović,29163.0,Right Back,51,Croatia,785,['a6006736-bf1a-435d-a2be-874e13a18766'],6,,,,,,,,,,,,,,,,,Croatia,785,00:29:06.836,Pass,
,,,,,,,,,,,,,,,,,0.669546,,,,,,,,,,,,,e894a194-1597-4543-b87f-cbc1bb81be4f,1353,,,"[71.3, 72.0]",3869519,29,,,,,-2.5231647,,Right Foot,,,,"[66.1, 68.3]",,Ground Pass,,6.382006,,,,,Marcelo Brozović,5469.0,,,,,,1,From Goal Kick,Luka Modrić,5463.0,Right Center Midfield,51,Croatia,785,"['29d2c6f7-13e0-441c-a3bf-22d798e24425', '30b6d710-4a9d-4fcd-aa4d-34eb99089bcc']",7,,,,,,,,,,,,,,,,,Croatia,785,00:29:07.349,Pass,True
,,,,,,,,,,,,,,,,,0.705665,,,,,,,,,,,,,4611b96f-4723-402d-b72f-5536a74f54eb,1361,,,"[101.0, 80.0]",3869519,29,,,,,-2.2617395,,,,,,"[96.7, 74.8]",,Low Pass,,6.747592,,,,,Luka Modrić,5463.0,,,,,Throw-in,1,From Throw In,Josip Juranović,29163.0,Right Back,52,Croatia,785,['27c337af-f933-45b1-9d47-20fa0fbdba05'],33,,,,,,,,,,,,,,,,,Croatia,785,00:29:33.843,Pass,
,,,,,,,,,,,,,,,,,1.190729,,,,,,,,,,,,,591e16ac-800d-44ca-870e-c63f579edfef,1364,,,"[96.8, 74.8]",3869519,29,,,,,-0.73235065,,Right Foot,,,,"[108.7, 64.1]",,Low Pass,,16.003124,,,,,Marcelo Brozović,5469.0,,,,,,1,From Throw In,Luka Modrić,5463.0,Right Center Midfield,52,Croatia,785,['1c7b1181-c6e5-495c-baca-d12f29bfecc4'],36,,,,,,,,,,,,,,,,,Croatia,785,00:29:36.463,Pass,
,,,,,,,,,,,,,,,,,1.996386,,,,,,,,,,,,,8701439a-39ef-4f60-af46-da69673e4c03,1368,,,"[114.2, 78.4]",3869519,29,,,,,-2.7320323,,Left Foot,,,,"[101.3, 72.8]",,High Pass,,14.063072,,,Incomplete,,,,,,,,,1,From Throw In,Marcelo Brozović,5469.0,Center Defensive Midfield,52,Croatia,785,"['85d0d332-5b8a-4da4-9400-44f2e6315d35', 'c18b744b-d409-44ce-8ed0-a279e2bdd97b']",42,,,,,,,,,,,,,,,,,Croatia,785,00:29:42.016,Pass,True
,,,,,,,,,,,,,,,,,1.230732,,,,,,,,,,,,,c18b744b-d409-44ce-8ed0-a279e2bdd97b,1369,,,"[18.8, 7.3]",3869519,29,,,,,-1.9480454,,Other,,,,"[16.7, 2.0]",,Low Pass,,5.700877,,,,,Alexis Mac Allister,27886.0,,,,,Recovery,1,From Throw In,Enzo Fernandez,38718.0,Left Defensive Midfield,52,Croatia,785,"['7356b18d-3818-4a6b-b03d-52753d77a4b2', '8701439a-39ef-4f60-af46-da69673e4c03']",44,,,,,,,,,,,,,,,,,Argentina,779,00:29:44.012,Pass,
,,,,,,,,,,,,,,,,,2.576914,,,,,,,,,,,,,8c22d8fa-18b8-4d85-be2c-53c0960a65dc,1371,,,"[16.4, 2.0]",3869519,29,,,,,0.7126789,,Left Foot,,,,"[48.8, 30.0]",,High Pass,,42.822426,,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Alexis Mac Allister,27886.0,Left Midfield,52,Croatia,785,"['445afb5f-edd1-4889-86b1-4ade95ef3560', '6d21131e-df72-4991-a0ac-b0b6badbdee9']",45,,,,,,,,,,,,,,,,,Argentina,779,00:29:45.243,Pass,
,,,,,,,,,,,,,,,,,0.770189,,,,,,,,,,,,,1249721b-d09d-4148-b03e-6f6131ccc331,1375,,,"[63.8, 66.9]",3869519,29,,,,,-0.19739556,,Left Foot,,,,"[71.8, 65.3]",,Ground Pass,,8.158431,,,,,Mateo Kovačić,5456.0,,,,,,1,From Throw In,Joško Gvardiol,33018.0,Left Center Back,52,Croatia,785,['0376fea1-366c-4509-a415-451b9023738c'],51,,,,,,,,,,,,,,,,,Croatia,785,00:29:51.338,Pass,
,,,,,,,,,,,,,,,,,0.48828,,,,,,,,,,,,,f51c3060-d363-444d-b8cf-cd99ffb6e52e,1378,,,"[71.8, 65.5]",3869519,29,,,,,0.54295117,,Right Foot,,,,"[77.6, 69.0]",,Ground Pass,,6.7742157,,,,,Marcelo Brozović,5469.0,,,,,,1,From Throw In,Mateo Kovačić,5456.0,Left Center Midfield,52,Croatia,785,['95e1da88-7772-456c-9a09-8a818cdb99d2'],52,,,,,,,,,,,,,,,,,Croatia,785,00:29:52.810,Pass,
,,,,,,,,,,,,,,,,,1.13877,,,,,,,,,,,,,94fb58ae-f2bc-4e5a-aa83-7eb0e0fc3133,1382,,,"[76.5, 68.7]",3869519,29,,,,,2.867822,,Right Foot,,,,"[61.9, 72.8]",,Ground Pass,,15.164762,,,,,Dejan Lovren,3471.0,,,,,,1,From Throw In,Marcelo Brozović,5469.0,Center Defensive Midfield,52,Croatia,785,['1bfeb382-6752-4ec9-881b-df4cff08ca84'],54,,,,,,,,,,,,,,,,,Croatia,785,00:29:54.240,Pass,
,,,,,,,,,,,,,,,,,2.975733,,,,,,,,,,,,,1e49ea58-cfd9-4812-a98e-a08d4b49d1ed,1385,,,"[57.5, 73.8]",3869519,29,,,,,-1.5275902,,Left Foot,,,,"[59.8, 20.6]",,Ground Pass,,53.249695,,,,,Borna Sosa,12625.0,,True,,,,1,From Throw In,Dejan Lovren,3471.0,Right Center Back,52,Croatia,785,['bbf91b8a-37b6-4409-a9d9-621c42dbb2d2'],57,,,,,,,,,,,,,,,,,Croatia,785,00:29:57.466,Pass,
,,,,,,,,,,,,,,,,,1.263962,,,,,,,,,,,,,69821423-b6a7-4c29-a449-c5efc5dda7df,1388,,,"[60.8, 19.9]",3869519,30,,,,,-0.9958284,,Left Foot,,,,"[68.9, 7.4]",,Ground Pass,,14.894965,,,,,Andrej Kramarić,5460.0,,,,,,1,From Throw In,Borna Sosa,12625.0,Left Back,52,Croatia,785,['ee331c12-78e3-4bae-8407-cda9b14989de'],1,,,,,,,,,,,,,,,,,Croatia,785,00:30:01.703,Pass,
,,,,,,,,,,,,,,,,,1.378306,,,,,,,,,,,,,74c77508-1b97-49c9-9173-0dbe58b06e5a,1392,,,"[67.2, 5.8]",3869519,30,,,,,3.0135417,,Right Foot,,,,"[43.9, 8.8]",,Ground Pass,,23.49234,,,,,Borna Sosa,12625.0,,,,,,1,From Throw In,Andrej Kramarić,5460.0,Center Forward,52,Croatia,785,"['2d275b2f-26b2-4458-bbe7-9e02b33f9feb', 'b57cc1a3-ba7d-499b-ac09-41019212c48a']",3,,,,,,,,,,,,,,,,,Croatia,785,00:30:03.710,Pass,True
