bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.946341,,,,,,,,,,,,,,58d5b41a-f5d4-49ea-929f-8498a60f6f1b,3248,,,"[58.4, 30.4]",3857270,93,,,,,-1.6631256,,Head,,,,"[57.4, 19.6]",,High Pass,10.846197,,,,Matías Nicolás Viña Susperreguy,34476.0,,,,,,,2,Regular Play,Federico Santiago Valverde Dipetta,6773.0,Right Defensive Midfield,164,Uruguay,783,['23b39af4-1368-4a67-8855-1c1dd9847750'],57,,,,,,,,,,,,,,,,,,Uruguay,783,00:48:57.531,Pass,
,,,,,,,,,,,,,,,,0.5569,,,,,,,,,,,,,,a6eaa383-318e-4d95-9ded-109796534246,3251,,,"[57.4, 19.6]",3857270,93,,,,,0.75736815,,Other,,,,"[62.9, 24.8]",,Low Pass,7.569016,,Incomplete,,,,,,,,,,2,Regular Play,Matías Nicolás Viña Susperreguy,34476.0,Left Back,164,Uruguay,783,['205a28cb-78af-489e-ad69-c6ed30c2c3ac'],58,,,,,,,,,,,,,,,,,,Uruguay,783,00:48:58.682,Pass,
,,,,,,,,,,,,,,,,0.273153,,,,,,,,,,,,,,8d770bfb-71e6-40fe-95c1-79eef6b6ce21,3255,,,"[62.7, 15.8]",3857270,94,,,,,-0.4825133,,Left Foot,,,,"[66.9, 13.6]",,Ground Pass,4.7413077,,Incomplete,,,,,,,,,,2,Regular Play,Matías Nicolás Viña Susperreguy,34476.0,Left Back,164,Uruguay,783,['ad813608-6b7a-4cbf-8760-4ede6ec1c397'],1,,,,,,,,,,,,,,,,,,Uruguay,783,00:49:01.207,Pass,
,,,,,,,,,,,,,,,,0.917328,,,,,,,,,,,,,,05a606e3-1f51-4883-9e16-b9e8ade098b0,3262,,,"[89.1, 80.0]",3857270,94,,,,,-1.0972806,,,,,,"[95.3, 67.9]",,Low Pass,13.595955,,,,Gonçalo Matias Ramos,38803.0,,,,,,Throw-in,2,From Throw In,João Pedro Cavaco Cancelo,7005.0,Right Back,166,Portugal,780,['0e304bbb-230c-4504-ad52-bc5af5be85df'],27,,,,,,,,,,,,,,,,,,Portugal,780,00:49:27.999,Pass,
,,,,,,,,,,,,,,,,1.005336,,,,,,,,,,,,,,e1d097c8-7caa-4fdc-9a42-509c7acb1dc5,3264,,,"[93.6, 67.4]",3857270,94,,,,,2.474806,,Right Foot,,,,"[82.8, 75.9]",,Ground Pass,13.743726,,,,João Pedro Cavaco Cancelo,7005.0,,,,,,,2,From Throw In,Gonçalo Matias Ramos,38803.0,Center Forward,166,Portugal,780,['ce06c714-685b-4aa8-9bca-bca88faad13f'],28,,,,,,,,,,,,,,,,,,Portugal,780,00:49:28.916,Pass,
,,,,,,,,,,,,,,,,1.916097,,,,,,,,,,,,,,32901d5b-2e52-44f4-b146-26ba609ffe45,3268,,,"[82.8, 76.9]",3857270,94,,,,,-2.717983,,Right Foot,,,,"[55.3, 64.5]",,Ground Pass,30.166372,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,,2,From Throw In,João Pedro Cavaco Cancelo,7005.0,Right Back,166,Portugal,780,"['b6e868ed-1ab6-4745-8c3a-8b964a1966cd', 'bb4b8676-1745-4a50-b5c8-17f1e5540981']",30,,,,,,,,,,,,,,,,,,Portugal,780,00:49:30.566,Pass,True
,,,,,,,,,,,,,,,,3.434327,,,,,,,,,,,,,,dd168b22-41e3-407c-8689-f562aeffe6df,3271,,,"[55.3, 62.2]",3857270,94,,,,,-2.8753407,,Right Foot,,,,"[11.3, 50.2]",,Ground Pass,45.607018,,,,Diogo Meireles Costa,32975.0,,,,,,,2,From Throw In,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,166,Portugal,780,['75813d6c-a644-49b3-ae8a-7b2ddcecb308'],34,,,,,,,,,,,,,,,,,,Portugal,780,00:49:34.481,Pass,
,,,,,,,,,,,,,,,,3.298185,,,,,,,,,,,,,,adb92f6b-b685-4c89-8dcb-59d7070f6311,3274,,,"[13.1, 50.4]",3857270,94,,,,,0.087705456,,Right Foot,,,,"[71.1, 55.5]",,High Pass,58.223793,,Incomplete,,Gonçalo Matias Ramos,38803.0,,,,,,,2,From Throw In,Diogo Meireles Costa,32975.0,Goalkeeper,166,Portugal,780,"['9db6fb51-db0d-4252-9114-dff4c60849f4', 'bdfc739c-e7c8-4586-bdde-f4b4179b153a']",40,,,,,,,,,,,,,,,,,,Portugal,780,00:49:40.338,Pass,
,,,,,,,,,,,,,,,,2.369553,,,,,,,,,,,,,,bdfc739c-e7c8-4586-bdde-f4b4179b153a,3277,,,"[49.0, 24.6]",3857270,94,,,,True,-0.029231437,,,,,,"[66.1, 24.1]",,High Pass,17.107307,,Incomplete,,,,,,,,,Recovery,2,From Throw In,Sebastián Coates Nión,6300.0,Left Center Back,166,Portugal,780,"['5ed334b5-2264-4ec5-b35a-9a60d119d085', 'adb92f6b-b685-4c89-8dcb-59d7070f6311', 'fa4df145-18c9-4910-b037-1bf789008692']",43,,,,,,,,,,,,,,,,,,Uruguay,783,00:49:43.636,Pass,True
,,,,,,,,,,,,,,,,2.092683,,,,,,,,,,,,,,5ed334b5-2264-4ec5-b35a-9a60d119d085,3278,,,"[54.0, 56.0]",3857270,94,,,,,0.8730589,,Right Foot,,,,"[73.2, 78.9]",,High Pass,29.883942,,Out,,,,,,,,,Recovery,2,From Throw In,João Maria Lobo Alves Palhinha Gonçalves,12169.0,Left Defensive Midfield,166,Portugal,780,['bdfc739c-e7c8-4586-bdde-f4b4179b153a'],46,,,,,,,,,,,,,,,,,,Portugal,780,00:49:46.006,Pass,
,,,,,,,,,,,,,,,,0.752418,,,,,,,,,,,,,,840f0298-1bf5-49de-a0e2-86f95599964c,3279,,,"[47.0, 0.1]",3857270,94,,,,,0.578406,,,,,,"[59.1, 8.0]",,Low Pass,14.450605,,,,Giorgian Daniel De Arrascaeta Benedetti,5258.0,,,,,,Throw-in,2,From Throw In,Matías Nicolás Viña Susperreguy,34476.0,Left Back,167,Uruguay,783,['d791e0a4-256f-4e42-8763-6fe54212f82e'],52,,,,,,,,,,,,,,,,,,Uruguay,783,00:49:52.321,Pass,
,,,,,,,,,,,,,,,,0.987183,,,,,,,,,,,,,,f25eddfd-cff5-43f5-9890-c9971e0d6f03,3281,,,"[59.1, 8.0]",3857270,94,,,,,-2.5294402,,Right Foot,,,,"[54.4, 4.7]",,Ground Pass,5.7428217,,,,Matías Nicolás Viña Susperreguy,34476.0,,,,,,,2,From Throw In,Giorgian Daniel De Arrascaeta Benedetti,5258.0,Left Midfield,167,Uruguay,783,['66af545d-e80c-42d9-bac0-a071cde67266'],53,,,,,,,,,,,,,,,,,,Uruguay,783,00:49:53.073,Pass,
,,,,,,,,,,,,,,,,0.47963,,,,,,,,,,,,,,7562c99a-0bb8-4062-b747-b1682e1d86f7,3287,,,"[64.8, 5.4]",3857270,94,,,,,0.7730531,,Left Foot,,,,"[73.0, 13.4]",,Ground Pass,11.456003,,Incomplete,,,,,,,,,,2,From Throw In,Matías Nicolás Viña Susperreguy,34476.0,Left Back,167,Uruguay,783,['37b0d63e-45e7-4f32-aa97-ecbd018329bd'],55,,,,,,,,,,,,,,,,,,Uruguay,783,00:49:55.803,Pass,
,,,,,,,,,,,,,,,,1.242149,,,,,,,,,,,,,,3bf45767-dc66-46bc-8ddb-70d3cea015f4,3294,,,"[57.9, 58.6]",3857270,94,,,,,0.73069775,,Right Foot,,,,"[76.2, 75.0]",,Ground Pass,24.57336,,,,Bruno Miguel Borges Fernandes,5204.0,,,,,,,2,From Throw In,João Pedro Cavaco Cancelo,7005.0,Right Back,167,Uruguay,783,['19dcc5f2-0d82-43e7-8839-8eba4f2c855a'],59,,,,,,,,,,,,,,,,,,Portugal,780,00:49:59.630,Pass,
,,,,,,,,,,,,,,,,0.92028,,,,,,,,,,,,,,336b47be-5626-4fe8-be5b-88566b58cdb9,3301,,,"[20.3, 3.9]",3857270,95,,,,,1.6741307,,Right Foot,,,,"[18.9, 17.4]",,Ground Pass,13.572398,,,,Sebastián Coates Nión,6300.0,,,,,,,2,From Throw In,Rodrigo Bentancur Colmán,5260.0,Left Defensive Midfield,167,Uruguay,783,['b407eb4c-cba8-48ee-ba4a-e39fb1f20f0b'],6,,,,,,,,,,,,,,,,,,Uruguay,783,00:50:06.273,Pass,
,,,,,,,,,,,,,,,,1.551332,,,,,,,,,,,,,,3e19f64b-b3e3-4017-bead-94ae9ffa6382,3304,,,"[21.3, 22.4]",3857270,95,,,,,0.36314702,,Right Foot,,,,"[46.3, 31.9]",,Ground Pass,26.744158,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,2,From Throw In,Sebastián Coates Nión,6300.0,Left Center Back,167,Uruguay,783,['4e9c1336-dec2-46d2-855e-86eb87fbaa3f'],8,,,,,,,,,,,,,,,,,,Uruguay,783,00:50:08.743,Pass,
,,,,,,,,,,,,,,,,1.866671,,,,,,,,,,,,,,99c08ea6-5b2d-4cac-93a0-ece71eb1b799,3307,,,"[44.9, 32.1]",3857270,95,,,,,1.4909663,,Right Foot,,,,"[47.7, 67.1]",,Ground Pass,35.11182,,Incomplete,,,,,,,,,,2,From Throw In,Luis Alberto Suárez Díaz,5246.0,Right Center Forward,167,Uruguay,783,"['6cb8a2ac-70f9-4e4f-88cd-dcc874867596', 'cc103ecc-ba80-4ff5-9fd2-a5335d8540b1']",10,,,,,,,,,,,,,,,,,,Uruguay,783,00:50:10.295,Pass,True
,,,,,,,,,,,,,,,,0.697857,,,,,,,,,,,,,,f74979fa-2ab9-47c5-88d6-9b46eafb86c9,3316,,,"[45.2, 29.7]",3857270,95,,,,,-2.0763774,,Right Foot,,,,"[42.1, 24.1]",,Ground Pass,6.400781,,,,Rodrigo Bentancur Colmán,5260.0,,,,,,,2,From Throw In,Federico Santiago Valverde Dipetta,6773.0,Right Defensive Midfield,167,Uruguay,783,"['72104236-e8d3-43e9-8566-b0390c026686', 'e91e13c0-38b3-4e31-9513-5fd187d7fc00']",22,,,,,,,,,,,,,,,,,,Uruguay,783,00:50:22.854,Pass,True
,,,,,,,,,,,,,,,,1.490323,,,,,,,,,,,,,,a2fbd4f0-7203-4065-bb30-17c25cac181d,3319,,,"[41.1, 29.3]",3857270,95,,,,,0.4636476,,Right Foot,,,,"[67.9, 42.7]",,Low Pass,29.96331,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,2,From Throw In,Rodrigo Bentancur Colmán,5260.0,Left Defensive Midfield,167,Uruguay,783,['2457867f-f93b-405e-b845-09d148e313e5'],24,,,,,,,,,,,,,,,,,,Uruguay,783,00:50:24.579,Pass,
,,,,,,,,,,,,,,,,1.819626,,,,,,,,,,,,,,d008f540-2e8d-44be-ade3-acd11fe620c7,3322,,,"[66.7, 44.2]",3857270,95,,,,,-0.5236847,,Left Foot,,,,"[95.1, 27.8]",,High Pass,32.79512,,,,Maximiliano Gómez González,6297.0,,,,,,,2,From Throw In,Luis Alberto Suárez Díaz,5246.0,Right Center Forward,167,Uruguay,783,['79835342-2772-41d6-bc9b-986876d51b9a'],26,,,,,,,,,,,,,,,,,,Uruguay,783,00:50:26.979,Pass,
,,,,,,,,,,,,,,,,1.420041,,,,,,,,,,,,,,416e5eb0-711f-44b3-b108-4ce592852aa1,3325,,,"[94.3, 29.9]",3857270,95,,,,,1.4379206,,Right Foot,,,,"[97.0, 50.1]",,Ground Pass,20.379646,,Incomplete,,,,,,,,,,2,From Throw In,Maximiliano Gómez González,6297.0,Left Center Forward,167,Uruguay,783,['93043aec-9925-4246-bd24-7a746219e28c'],30,,,,,,,,,,,,,,,,,,Uruguay,783,00:50:30.945,Pass,
,,,,,,,,,,,,,,,,0.866917,,,,,,,,,,,,,,56538efd-e2b4-4449-b439-90c69d2eda07,3332,,,"[24.1, 40.7]",3857270,95,,,,,-0.5831795,,Right Foot,,,,"[38.5, 31.2]",,Ground Pass,17.251377,,,,Matheus Luiz Nunes,40874.0,,,,,,,2,Regular Play,Rafael Alexandre Conceição Leão,18360.0,Left Wing,168,Portugal,780,['17733efc-1470-4be5-93cc-1d49d1ba7597'],35,,,,,,,,,,,,,,,,,,Portugal,780,00:50:35.508,Pass,
,,,,,,,,,,,,,,,,1.73648,,,,,,,,,,,,,,f4ec69a1-6701-4fff-8f9f-be7906a0b94f,3335,,,"[88.0, 6.8]",3857270,95,,,,,-3.1326244,,Right Foot,,,,"[65.7, 6.6]",,Ground Pass,22.300898,,,,Raphaël Adelino José Guerreiro,5209.0,,,,,,,2,Regular Play,Matheus Luiz Nunes,40874.0,Right Defensive Midfield,168,Portugal,780,['d15442ef-9f17-401b-a215-0d842c01a4af'],47,,,,,,,,,,,,,,,,,,Portugal,780,00:50:47.590,Pass,
,,,,,,,,,,,,,,,,0.878158,,,,,,,,,,,,,,37aa9647-2988-43e6-9e4e-756c0c93d2a3,3338,,,"[70.0, 5.4]",3857270,95,,,,,1.680902,,Left Foot,,,,"[67.8, 25.3]",,Ground Pass,20.021238,,,,João Maria Lobo Alves Palhinha Gonçalves,12169.0,,,,,,,2,Regular Play,Raphaël Adelino José Guerreiro,5209.0,Left Back,168,Portugal,780,['056f260a-104d-4367-af22-32ca294079a7'],51,,,,,,,,,,,,,,,,,,Portugal,780,00:50:51.642,Pass,
,,,,,,,,,,,,,,,,1.255874,,,,,,,,,,,,,,51d29091-b772-4efb-a50d-30fa8033b4c0,3341,,,"[66.9, 21.1]",3857270,95,,,,,-2.838022,,Right Foot,,,,"[50.3, 15.9]",,Ground Pass,17.395401,,,,Rúben Santos Gato Alves Dias,5206.0,,,,,,,2,Regular Play,João Maria Lobo Alves Palhinha Gonçalves,12169.0,Left Defensive Midfield,168,Portugal,780,['f60664d9-e2a3-4a38-b5be-e5bc3d688af8'],52,,,,,,,,,,,,,,,,,,Portugal,780,00:50:52.579,Pass,
,,,,,,,,,,,,,,,,0.875336,,,,,,,,,,,,,,4575b7e8-d64d-4fef-bcdd-c8fb2bc79b47,3344,,,"[48.9, 15.9]",3857270,95,,,,,1.7006733,,Right Foot,,,,"[45.7, 40.4]",,Ground Pass,24.708096,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,,2,Regular Play,Rúben Santos Gato Alves Dias,5206.0,Left Center Back,168,Portugal,780,['b8ec9bfb-16c6-4cb3-9c07-f06ca0a70bfd'],55,,,,,,,,,,,,,,,,,,Portugal,780,00:50:55.308,Pass,
,,,,,,,,,,,,,,,,3.485815,,,,,,,,,,,,,,466fa778-978f-4835-bde9-246f30650954,3347,,,"[42.8, 39.7]",3857270,95,,,,,0.7038959,,Right Foot,,,,"[86.5, 76.8]",,High Pass,57.324516,,,,Bernardo Mota Veiga de Carvalho e Silva,3193.0,,,,,,,2,Regular Play,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,168,Portugal,780,['781f16a0-0946-4684-a8e3-1ba4397fdfc9'],58,,,,,,,,,,,,,,,,,,Portugal,780,00:50:58.868,Pass,
,,,,,,,,,,,,,,,,1.042383,,,,,,,,,,,,,,b50b68a9-f356-475a-a12b-5aaa4f017240,3353,,,"[98.6, 80.0]",3857270,96,,,,,-1.2160907,,,,,,"[103.6, 66.5]",,Low Pass,14.39618,,,,Bruno Miguel Borges Fernandes,5204.0,,,,,,Throw-in,2,From Throw In,João Pedro Cavaco Cancelo,7005.0,Right Back,169,Portugal,780,['24212955-43ce-4028-9949-103b8eed1fc8'],30,,,,,,,,,,,,,,,,,,Portugal,780,00:51:30.770,Pass,
,,,,,,,,,,,,,,,,0.744806,,,,,,,,,,,,,,f35b8f08-cf85-4a81-88d3-9142fdd1f656,3355,,,"[103.6, 66.5]",3857270,96,,,,,1.8464258,,Right Foot,,,,"[100.8, 76.4]",,Ground Pass,10.288342,,,,João Pedro Cavaco Cancelo,7005.0,,,,,,,2,From Throw In,Bruno Miguel Borges Fernandes,5204.0,Right Wing,169,Portugal,780,['1aed3bef-1348-48d6-9d26-881bc8328baf'],31,,,,,,,,,,,,,,,,,,Portugal,780,00:51:31.812,Pass,
,,,,,,,,,,,,,,,,0.914171,,,,,,,,,,,,,,31e404bc-85ac-48e7-86d6-1251234a10cf,3358,,,"[100.7, 76.4]",3857270,96,,,,,-0.5224034,,Right Foot,,,,"[107.3, 72.6]",,High Pass,7.615773,,,,Bruno Miguel Borges Fernandes,5204.0,,,,,,,2,From Throw In,João Pedro Cavaco Cancelo,7005.0,Right Back,169,Portugal,780,['1352a2a7-8ded-4e19-a0b6-6f56b0623085'],33,,,,,,,,,,,,,,,,,,Portugal,780,00:51:33.174,Pass,
,,,,,,,,,,,,,,,,0.522674,,,,,,,,,,,,,,947cd9ef-f506-429f-855c-211b0abcc078,3360,,,"[107.3, 72.6]",3857270,96,,,,,3.0459945,,Head,,,,"[100.0, 73.3]",,Low Pass,7.3334846,,Incomplete,,João Pedro Cavaco Cancelo,7005.0,,,,,,,2,From Throw In,Bruno Miguel Borges Fernandes,5204.0,Right Wing,169,Portugal,780,"['5c5b88cf-36e9-4752-82a9-aaaee8651ef7', 'd7ba182e-376e-4fa3-83ed-7e60c16d5cf7']",34,,,,,,,,,,,,,,,,,,Portugal,780,00:51:34.088,Pass,
,,,,,,,,,,,,,,,,1.794342,,,,,,,,,,,,,,03fbb244-9fa7-4473-ac77-43d42e5599d3,3365,,,"[90.8, 73.1]",3857270,96,,,,,-0.21516019,,Right Foot,,,,"[105.9, 69.8]",,High Pass,15.45639,,Incomplete,,,,,,,,,,2,From Throw In,Bernardo Mota Veiga de Carvalho e Silva,3193.0,Center Attacking Midfield,169,Portugal,780,['8a1f68bd-a3be-4b87-af72-e12f8ed7bf63'],37,,,,,,,,,,,,,,,,,,Portugal,780,00:51:37.014,Pass,
,,,,,,,,,,,,,,,,2.6115,,,,,,,,,,,,,,8a1f68bd-a3be-4b87-af72-e12f8ed7bf63,3366,,,"[14.2, 10.3]",3857270,96,,,,,-0.2823713,,Left Foot,,,,"[46.6, 0.9]",,High Pass,33.736034,,Out,,,,,,,,,Recovery,2,From Throw In,Matías Nicolás Viña Susperreguy,34476.0,Left Back,169,Portugal,780,['03fbb244-9fa7-4473-ac77-43d42e5599d3'],38,,,,,,,,,,,,,,,,,,Uruguay,783,00:51:38.808,Pass,
,,,,,,,,,,,,,,,,10.927714,,,,,,,,,,,,,,fb6d28c8-9693-4817-8b0d-83d1497e29aa,3367,,,"[75.9, 80.0]",3857270,96,,True,,,-1.3487145,,,,,,"[79.4, 64.5]",,Low Pass,15.890248,,,,João Pedro Cavaco Cancelo,7005.0,,,,,,Throw-in,2,From Throw In,Rúben Santos Gato Alves Dias,5206.0,Left Center Back,170,Portugal,780,['657b66d1-09c8-4ac6-aa68-3cfd816882c6'],43,,,,,,,,,,,,,,,,,,Portugal,780,00:51:43.279,Pass,
,,,,,,,,,,,,,,,,21.142624,,,,,,,,,,,,,,c25fd25e-932c-46af-8486-0a297c26e100,3369,,,"[48.2, 11.8]",3857270,96,,,,,0.16514868,2ea9eec6-83b4-404d-aa0d-27513bd2d4e2,Right Foot,,,,"[59.6, 13.7]",,Ground Pass,11.557249,,,,Bruno Miguel Borges Fernandes,5204.0,True,,,,,,2,From Throw In,João Pedro Cavaco Cancelo,7005.0,Right Back,170,Portugal,780,['e1e3f68a-98fc-447d-a64c-a583b33b6fa8'],48,,,,,,,,,,,,,,,,,,Portugal,780,00:51:48.647,Pass,
,,,,,,,,,,,,,,,,0.857744,,,,,,,,,,,,,,a8b741d3-3842-4e63-ac0e-94b7a929f9f7,3377,,,"[120.0, 80.0]",3857270,97,,,,,-2.2878082,,Left Foot,,,,"[116.6, 76.1]",,Ground Pass,5.1739736,,,,Bruno Miguel Borges Fernandes,5204.0,,,,,,Corner,2,From Corner,Bernardo Mota Veiga de Carvalho e Silva,3193.0,Center Attacking Midfield,171,Portugal,780,['38beb214-446a-4ca2-b834-33f04d2b74b2'],47,,,,,,,,,,,,,,,,,,Portugal,780,00:52:47.907,Pass,
,,,,,,,,,,,,,,,,0.506475,,,,,,,,,,,,,,a82885a0-4bca-4a0c-bc2a-4d7527bdbdba,3380,,,"[117.7, 74.3]",3857270,97,,,,,-1.4543662,,Right Foot,,,,"[119.7, 57.2]",,Low Pass,17.216562,,Out,,,,,,,,,,2,From Corner,Bruno Miguel Borges Fernandes,5204.0,Right Wing,171,Portugal,780,,51,,,,,,,,,,,,,,,,,,Portugal,780,00:52:51.143,Pass,
,,,,,,,,,,,,,,,,1.694347,,,,,,,,,,,,,,68591595-9995-460d-95db-bb98aff6e4f7,3381,,,"[7.0, 36.1]",3857270,98,,True,,,0.96087945,,Right Foot,,,,"[12.8, 44.4]",,Ground Pass,10.12571,,,,Rodrigo Bentancur Colmán,5260.0,,,,,,Goal Kick,2,From Goal Kick,Sergio Rochet Álvarez,36710.0,Goalkeeper,172,Uruguay,783,['9b2ce33b-76bc-4853-ab04-00bb5560fa47'],1,,,,,,,,,,,,,,,,,,Uruguay,783,00:53:01.780,Pass,
,,,,,,,,,,,,,,,,1.810554,,,,,,,,,,,,,,52cd1f34-8e4d-48fc-bbf9-1bae81fa2838,3383,,,"[12.8, 44.4]",3857270,98,,,,,0.9837137,,Right Foot,,,,"[29.5, 69.5]",,Ground Pass,30.147968,,Incomplete,,Guillermo Varela Olivera,5264.0,,,,,,,2,From Goal Kick,Rodrigo Bentancur Colmán,5260.0,Left Defensive Midfield,172,Uruguay,783,"['54e5d4a8-8db2-4e13-b0b1-ae7c48c3f1ba', '58e4d9b5-1ccb-44e9-a691-5fa1cf7e0253']",4,,,,,,,,,,,,,,,,,,Uruguay,783,00:53:04.971,Pass,
,,,,,,,,,,,,,,,,0.863908,,,,,,,,,,,,,,c6347a25-aed3-49da-90ec-a257719f42ed,3387,,,"[117.1, 20.1]",3857270,98,,,,,-3.125969,,Right Foot,,True,,"[104.3, 19.9]",,Ground Pass,12.801562,,,,João Maria Lobo Alves Palhinha Gonçalves,12169.0,,,,,,,2,Regular Play,Rafael Alexandre Conceição Leão,18360.0,Left Wing,173,Portugal,780,['14b82c7e-cf09-4d39-ba16-c5fa87fc0da2'],11,,,,,,,,,,,,,,,,,,Portugal,780,00:53:11.763,Pass,
,,,,,,,,,,,,,,,,0.480933,,,,,,,,,,,,,,eff03fbc-1829-4904-9356-a004e3a8fc90,3390,,,"[104.3, 19.9]",3857270,98,,,,,1.9713309,553946c1-4725-4226-a964-bfe3315b6712,Right Foot,,,,"[99.6, 31.0]",,Ground Pass,12.054045,,,,Bruno Miguel Borges Fernandes,5204.0,True,,,,,,2,Regular Play,João Maria Lobo Alves Palhinha Gonçalves,12169.0,Left Defensive Midfield,173,Portugal,780,['77d4b6ca-d3ee-4ab0-a4c2-650f33aa6c81'],13,,,,,,,,,,,,,,,,,,Portugal,780,00:53:13.670,Pass,
,,,,,,,,,,,,,,,,2.89291,,,,,,,,,,,,,,d72f3d26-2819-4e07-b6f2-ba675562232f,3395,,,"[7.0, 44.1]",3857270,98,,True,,,-0.19739556,,Right Foot,,,,"[74.0, 30.7]",,High Pass,68.32686,,Unknown,,,,,,,,,Goal Kick,2,From Goal Kick,Sergio Rochet Álvarez,36710.0,Goalkeeper,174,Uruguay,783,,33,,,,,,,,,,,,,,,,,,Uruguay,783,00:53:33.272,Pass,
,,,,,,,,,,,,,,,,0.848914,,,,,,,,,,,,,,9c1e82d0-320d-43e1-9808-0ac13af852af,3398,,,"[47.8, 50.4]",3857270,99,,,,,0.28605145,,Right Foot,,,,"[71.6, 57.4]",,High Pass,24.808064,,Incomplete,,,,,,,,,Free Kick,2,From Free Kick,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,175,Portugal,780,['546f8162-0fda-4ea0-a6ee-d7ad1fb70dc1'],12,,,,,,,,,,,,,,,,,,Portugal,780,00:54:12.437,Pass,
,,,,,,,,,,,,,,,,1.428302,,,,,,,,,,,,,,546f8162-0fda-4ea0-a6ee-d7ad1fb70dc1,3399,,,"[48.5, 22.7]",3857270,99,,,,,0.7924403,,Head,,,,"[62.6, 37.0]",,High Pass,20.08233,,Incomplete,,,,,,,,,Recovery,2,From Free Kick,Federico Santiago Valverde Dipetta,6773.0,Right Defensive Midfield,175,Portugal,780,"['7845d459-756a-40a3-95a5-09baadbf6d59', '9c1e82d0-320d-43e1-9808-0ac13af852af']",13,,,,,,,,,,,,,,,,,,Uruguay,783,00:54:13.286,Pass,
,,,,,,,,,,,,,,,,2.015961,,,,,,,,,,,,,,7845d459-756a-40a3-95a5-09baadbf6d59,3400,,,"[57.5, 43.1]",3857270,99,,,,,0.877609,,Head,,,,"[78.6, 68.5]",,High Pass,33.020752,,Incomplete,,Bruno Miguel Borges Fernandes,5204.0,,,,,,Recovery,2,From Free Kick,João Maria Lobo Alves Palhinha Gonçalves,12169.0,Left Defensive Midfield,175,Portugal,780,"['1d2bcb5a-1637-4c0f-8dae-5091ab65e007', '546f8162-0fda-4ea0-a6ee-d7ad1fb70dc1', 'f7b1454b-d376-43e6-9499-f92ae27c38e4']",14,,,,,,,,,,,,,,,,,,Portugal,780,00:54:14.714,Pass,
,,,,,,,,,,,,,,,,2.295236,,,,,,,,,,,,,,1d2bcb5a-1637-4c0f-8dae-5091ab65e007,3403,,,"[41.5, 11.6]",3857270,99,,,,True,1.0682462,,,,,,"[48.7, 24.7]",,High Pass,14.948244,,,,Federico Santiago Valverde Dipetta,6773.0,,,,,,Recovery,2,Regular Play,Giorgian Daniel De Arrascaeta Benedetti,5258.0,Left Midfield,176,Uruguay,783,"['2531aec6-f86e-4380-a850-d4e0cfb91a4a', '7845d459-756a-40a3-95a5-09baadbf6d59', 'a7693a5a-588b-470c-9d9a-62ffc2f63b0b']",16,,,,,,,,,,,,,,,,,,Uruguay,783,00:54:16.730,Pass,True
,,,,,,,,,,,,,,,,1.033841,,,,,,,,,,,,,,72714ea3-a698-4526-ac7f-d7ceb3bbd22f,3407,,,"[47.5, 34.4]",3857270,99,,,,,-1.5707964,,Right Foot,,,,"[47.5, 25.5]",,High Pass,8.9,,,,Rodrigo Bentancur Colmán,5260.0,,,,,,,2,Regular Play,Federico Santiago Valverde Dipetta,6773.0,Right Defensive Midfield,176,Uruguay,783,"['58685ad6-af00-4308-9b72-2c742a0460ed', 'c5736890-c91c-49a5-b96c-05b29fefc91d']",20,,,,,,,,,,,,,,,,,,Uruguay,783,00:54:20.179,Pass,True
