50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.782919,,,,,,,,,,,,,84732408-4519-4750-b640-26c9afb6137b,1485,,,"[91.3, 29.9]",3869253,38,,,,-0.96146995,,Left Foot,,,"[98.0, 20.3]",,Ground Pass,,11.706836,,,,Jin-Su Kim,40538.0,,,,,,1,From Kick Off,In-Beom Hwang,23763.0,Left Defensive Midfield,56,South Korea,791,['f9d73908-0bb1-4c99-94dc-57dfdab26c43'],46,,,,,,,,,,,,,,,,,South Korea,791,00:38:46.964,Pass,
,,,,,,,,,,,,,,,,,,1.167123,,,,,,,,,,,,,e5554747-e0dc-4f49-9232-b33e51ef210c,1487,,,"[98.0, 20.3]",3869253,38,,,,3.1213934,,Left Foot,,,"[88.1, 20.5]",,Ground Pass,,9.90202,,,,In-Beom Hwang,23763.0,,,,,,1,From Kick Off,Jin-Su Kim,40538.0,Left Back,56,South Korea,791,['21a2dced-32b3-4703-82bb-f466c33cd9ff'],47,,,,,,,,,,,,,,,,,South Korea,791,00:38:47.747,Pass,
,,,,,,,,,,,,,,,,,,1.699079,,,,,,,,,,,,,8002e45d-856b-4f4b-b96d-9601eff81348,1490,,,"[90.8, 8.2]",3869253,38,,,,2.0223963,,Left Foot,,,"[82.7, 24.9]",,Ground Pass,,18.56071,,,,Woo-Young Jung,5618.0,,,,,,1,From Kick Off,In-Beom Hwang,23763.0,Left Defensive Midfield,56,South Korea,791,['24a7be74-f6db-4bb5-b196-9f71a9d770fb'],51,,,,,,,,,,,,,,,,,South Korea,791,00:38:51.747,Pass,
,,,,,,,,,,,,,,,,,,0.753379,,,,,,,,,,,,,feae0ed3-f6d1-4b7f-8c47-84f405031e8c,1493,,,"[88.9, 35.3]",3869253,38,,,,-0.48689923,,Right Foot,,,"[99.1, 29.9]",,Ground Pass,,11.54123,,,,Hee-Chan Hwang,5620.0,,,,,,1,From Kick Off,Woo-Young Jung,5618.0,Right Defensive Midfield,56,South Korea,791,['ef48cd0a-eede-4913-a04f-8a7482ed8bfb'],55,,,,,,,,,,,,,,,,,South Korea,791,00:38:55.852,Pass,
,,,,,,,,,,,,,,,,,,2.888991,,,,,,,,,,,,,e588f276-7336-41e0-ba33-c88f9e3a18b0,1499,,,"[8.8, 38.1]",3869253,39,True,,,-1.2793396,,Keeper Arm,,,"[14.2, 20.1]",,Ground Pass,,18.792551,,,,Thiago Emiliano da Silva,3295.0,,,,,,1,Regular Play,Alisson Ramsés Becker,5547.0,Goalkeeper,57,Brazil,781,['15f6eef7-de75-4ab0-93c4-035280ab0bb2'],15,,,,,,,,,,,,,,,,,Brazil,781,00:39:15.019,Pass,
,,,,,,,,,,,,,,,,,,1.287829,,,,,,,,,,,,,e3e491e8-d955-423d-9104-a8163cb882cd,1501,,,"[15.0, 21.4]",3869253,39,,,,-0.65984845,,Right Foot,,,"[26.6, 12.4]",,Ground Pass,,14.681962,,,,Danilo Luiz da Silva,3063.0,,,,,,1,Regular Play,Thiago Emiliano da Silva,3295.0,Left Center Back,57,Brazil,781,['de4ad1eb-ef33-498e-a12b-f10b3b869037'],19,,,,,,,,,,,,,,,,,Brazil,781,00:39:19.367,Pass,
,,,,,,,,,,,,,,,,,,1.008925,,,,,,,,,,,,,85769bec-69c0-4dbb-a624-16abe00965d4,1504,,,"[24.6, 11.6]",3869253,39,,,,2.415584,,Right Foot,,,"[14.8, 20.3]",,Ground Pass,,13.104579,,,,Thiago Emiliano da Silva,3295.0,,,,,,1,Regular Play,Danilo Luiz da Silva,3063.0,Left Back,57,Brazil,781,['8180ab37-4ba7-40b5-9375-94f9512f06c6'],20,,,,,,,,,,,,,,,,,Brazil,781,00:39:20.815,Pass,
,,,,,,,,,,,,,,,,,,1.44718,,,,,,,,,,,,,f2a6ba37-d196-40d2-9569-c6d350883020,1507,,,"[17.5, 22.5]",3869253,39,,,,1.9239684,,Right Foot,,,"[8.1, 48.0]",,Ground Pass,,27.17738,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,Regular Play,Thiago Emiliano da Silva,3295.0,Left Center Back,57,Brazil,781,['27f6a2cc-4270-4259-90a9-17d11684a736'],24,,,,,,,,,,,,,,,,,Brazil,781,00:39:24.868,Pass,
,,,,,,,,,,,,,,,,,,1.505182,,,,,,,,,,,,,bbdadbe0-015c-4b1f-a868-adf8d2a7fa83,1510,,,"[5.1, 50.8]",3869253,39,,,,-1.6464095,,Right Foot,,,"[4.1, 37.6]",,Ground Pass,,13.237824,,,,Alisson Ramsés Becker,5547.0,,,,,,1,Regular Play,Marcos Aoás Corrêa,4372.0,Right Center Back,57,Brazil,781,['4e36d7be-12e7-4b62-a179-43e5c5b17826'],27,,,,,,,,,,,,,,,,,Brazil,781,00:39:27.889,Pass,
,,,,,,,,,,,,,,,,,,2.856312,,,,,,,,,,,,,c4d32006-16f2-4ef5-afa9-d10bea91b306,1513,,,"[4.9, 39.3]",3869253,39,,,,0.033569474,,Right Foot,,,"[58.5, 41.1]",,High Pass,,53.630215,,Incomplete,,Richarlison de Andrade,3280.0,,,,,,1,Regular Play,Alisson Ramsés Becker,5547.0,Goalkeeper,57,Brazil,781,"['146bcc46-07e8-4763-979e-8472d51f9d1d', '639a1746-f12c-4072-896e-fca80f35c43b', '6dbe7dd6-6073-453c-8963-9eacc6beb3a6']",29,,,,,,,,,,,,,,,,,Brazil,781,00:39:29.394,Pass,True
,,,,,,,,,,,,,,,,,,0.770143,,,,,,,,,,,,,e7649103-92d1-4623-8ad0-b4444f66788b,1523,,,"[44.7, 5.3]",3869253,39,,,,1.4229469,,Right Foot,,,"[45.4, 10.0]",,Ground Pass,,4.7518415,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,Regular Play,Vinícius José Paixão de Oliveira Júnior,18395.0,Left Wing,57,Brazil,781,['f1ef43fd-f6b1-437c-b726-a248ef86c705'],39,,,,,,,,,,,,,,,,,Brazil,781,00:39:39.222,Pass,
,,,,,,,,,,,,,,,,,,1.231318,,,,,,,,,,,,,4a12be0b-6c8a-4ed8-8d95-b7d346a43f5f,1526,,,"[45.5, 10.2]",3869253,39,,,,-2.2991138,,Right Foot,,,"[38.9, 2.8]",,Ground Pass,,9.915645,,,,Danilo Luiz da Silva,3063.0,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Center Attacking Midfield,57,Brazil,781,['8e73a129-24eb-4284-ae31-0334e10406d2'],42,,,,,,,,,,,,,,,,,Brazil,781,00:39:42.121,Pass,
,,,,,,,,,,,,,,,,,,1.599877,,,,,,,,,,,,,25311ef0-4b04-464e-b874-c3fdfb816ca1,1528,,,"[39.7, 3.1]",3869253,39,,,,2.282734,,Left Foot,,,"[29.0, 15.5]",,Ground Pass,,16.37834,,,,Thiago Emiliano da Silva,3295.0,,,,,,1,Regular Play,Danilo Luiz da Silva,3063.0,Left Back,57,Brazil,781,['5a2e8674-7362-488b-95ad-e4eacd38c864'],43,,,,,,,,,,,,,,,,,Brazil,781,00:39:43.353,Pass,
,,,,,,,,,,,,,,,,,,0.802008,,,,,,,,,,,,,9d241e3f-dfbe-405e-9a0c-bc2628313a78,1531,,,"[30.4, 16.8]",3869253,39,,,,-0.2007475,,Right Foot,,,"[47.6, 13.3]",,Ground Pass,,17.552492,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,Regular Play,Thiago Emiliano da Silva,3295.0,Left Center Back,57,Brazil,781,['2374460d-cfd3-4aa7-b651-c0323f81c6ad'],45,,,,,,,,,,,,,,,,,Brazil,781,00:39:45.597,Pass,
,,,,,,,,,,,,,,,,,,1.457366,,,,,,,,,,,,,17bf9739-44a7-4aeb-bb0e-0108b1111a74,1535,,,"[48.4, 11.8]",3869253,39,,,,0.41036475,,Right Foot,,,"[63.8, 18.5]",,Ground Pass,,16.794344,,,,Richarlison de Andrade,3280.0,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Center Attacking Midfield,57,Brazil,781,['e991405e-c5ab-4882-b030-f930bc90f3ab'],46,,,,,,,,,,,,,,,,,Brazil,781,00:39:46.438,Pass,
,,,,,,,,,,,,,,,,,,0.992607,,,,,,,,,,,,,d1ce8668-6e60-45a2-86a3-45ca98f32343,1542,,,"[39.9, 62.4]",3869253,39,,,,-1.1760052,,Right Foot,,,"[46.4, 46.8]",,Ground Pass,,16.9,,,,In-Beom Hwang,23763.0,,,,,,1,Regular Play,Min Jae Kim,43565.0,Right Center Back,58,South Korea,791,['cdc12858-4e1b-4c43-8aa8-87a46ee183a1'],52,,,,,,,,,,,,,,,,,South Korea,791,00:39:52.581,Pass,
,,,,,,,,,,,,,,,,,,0.906087,,,,,,,,,,,,,0319d4d9-ec71-4284-bfa2-4c7d0b29357b,1544,,,"[62.9, 35.4]",3869253,39,True,,,0.058755822,,Right Foot,,,"[73.1, 36.0]",,Ground Pass,,10.217632,,,,Heung-Min Son,3083.0,,,,,,1,Regular Play,In-Beom Hwang,23763.0,Left Defensive Midfield,58,South Korea,791,['2e2a6ed7-760a-4e3a-863c-71c184c90f8d'],57,,,,,,,,,,,,,,,,,South Korea,791,00:39:57.150,Pass,
,,,,,,,,,,,,,,,,,,1.022206,,,,,,,,,,,,,f068132c-eca7-48e2-ab71-0c2875c40550,1546,,,"[73.1, 36.0]",3869253,39,,,,2.965653,,Right Foot,,,"[59.6, 38.4]",,Low Pass,,13.711674,,,,In-Beom Hwang,23763.0,,,,,,1,Regular Play,Heung-Min Son,3083.0,Left Center Forward,58,South Korea,791,['7d24cad5-cb62-439b-861c-3d69f56917fe'],58,,,,,,,,,,,,,,,,,South Korea,791,00:39:58.656,Pass,
,,,,,,,,,,,,,,,,,,0.889066,,,,,,,,,,,,,a9329273-0801-4030-8fee-79e4fedbc7b8,1549,,,"[69.2, 32.7]",3869253,40,,,,-1.6745887,,Right Foot,,,"[68.7, 27.9]",,Ground Pass,,4.8259716,,,,Heung-Min Son,3083.0,,,,,,1,Regular Play,In-Beom Hwang,23763.0,Left Defensive Midfield,58,South Korea,791,['e9f5d889-582d-4f7f-b627-a6e4eb5004e9'],2,,,,,,,,,,,,,,,,,South Korea,791,00:40:02.324,Pass,
,,,,,,,,,,,,,,,,,,1.342741,,,,,,,,,,,,,404da4e4-1d6f-4c0d-80a6-cd97305e60e7,1551,,,"[68.4, 26.7]",3869253,40,,,,3.0124454,,Right Foot,,,"[53.0, 28.7]",,Ground Pass,,15.529327,,,,Young-Gwon Kim,5604.0,,,,,,1,Regular Play,Heung-Min Son,3083.0,Left Center Forward,58,South Korea,791,['2daddd2e-1d26-48b1-8824-2cba649c0511'],3,,,,,,,,,,,,,,,,,South Korea,791,00:40:03.213,Pass,
,,,,,,,,,,,,,,,,,,1.26968,,,,,,,,,,,,,15db05cd-851f-40f6-a38b-85c5cb9e5800,1554,,,"[51.4, 27.5]",3869253,40,,,,1.297137,,Left Foot,,,"[54.6, 38.9]",,Ground Pass,,11.840608,,,,Woo-Young Jung,5618.0,,,,,,1,Regular Play,Young-Gwon Kim,5604.0,Left Center Back,58,South Korea,791,['304a2533-d933-4092-9f7f-d9e4010ff377'],5,,,,,,,,,,,,,,,,,South Korea,791,00:40:05.710,Pass,
,,,,,,,,,,,,,,,,,,2.443323,,,,,,,,,,,,,e9e5fbd4-c42b-4400-8c30-bb36c428c835,1557,,,"[55.8, 43.6]",3869253,40,,,,0.76505214,,Right Foot,,,"[90.9, 77.3]",,High Pass,,48.65902,,,,Moon-Hwan Kim,40672.0,,,,,,1,Regular Play,Woo-Young Jung,5618.0,Right Defensive Midfield,58,South Korea,791,['821c7be5-d468-463e-80f8-eb59b6bb72f8'],8,,,,,,,,,,,,,,,,,South Korea,791,00:40:08.532,Pass,
,,,,,,,,,,,,,,,,,,0.931791,,,,,,,,,,,,,ff002416-1467-4b87-8de3-f6fecd2fb6b6,1561,,,"[81.8, 77.5]",3869253,40,,,,-0.6799089,,Right Foot,,,"[86.5, 73.7]",,Ground Pass,,6.0440054,,,,Jae-Sung Lee,5623.0,,,,,,1,Regular Play,Moon-Hwan Kim,40672.0,Right Back,58,South Korea,791,"['cb559e11-32d2-48f5-92e1-5d1fc03a90e1', 'f1609914-f288-4bf3-ab15-0a27382a6e41']",14,,,,,,,,,,,,,,,,,South Korea,791,00:40:14.442,Pass,True
,,,,,,,,,,,,,,,,,,1.171918,,,,,,,,,,,,,1cd23b8e-c611-4e9f-8de3-a223f79c1315,1564,,,"[86.9, 74.8]",3869253,40,,,,0.67196316,,Left Foot,,,"[91.3, 78.3]",,Ground Pass,,5.6222773,,,,Moon-Hwan Kim,40672.0,,,,,,1,Regular Play,Jae-Sung Lee,5623.0,Right Midfield,58,South Korea,791,"['32a6784a-b96d-4b74-b8d7-cc9480fa4fee', '411cf4b7-0927-485b-a98e-324d0e5be934']",15,,,,,,,,,,,,,,,,,South Korea,791,00:40:15.373,Pass,True
,,,,,,,,,,,,,,,,,,0.11616,,,,,,,,,,,,,7ad5c889-f5b2-4ac5-a323-279315004316,1570,,,"[86.4, 78.1]",3869253,40,,,,-1.3617734,,Right Foot,,,"[87.1, 74.8]",,Ground Pass,,3.3734255,,Incomplete,,,,,,,,,1,Regular Play,Moon-Hwan Kim,40672.0,Right Back,58,South Korea,791,"['2f347d7e-42a5-470f-a795-77742a4839ae', '8b8bcbf3-657a-4413-a587-cd0015b946ac', 'facec9d5-bd18-47b0-b52a-c46481d6722e']",20,,,,,,,,,,,,,,,,,South Korea,791,00:40:20.085,Pass,True
,,,,,,,,,,,,,,,,,,1.122242,,,,,,,,,,,,,5a932519-1101-451b-b98c-26c4db23bce9,1578,,,"[27.0, 1.0]",3869253,40,,,,2.742077,,Right Foot,,,"[18.0, 4.8]",,Ground Pass,,9.76934,,,,Danilo Luiz da Silva,3063.0,,,,,,1,Regular Play,Carlos Henrique Casimiro,5539.0,Left Defensive Midfield,59,Brazil,781,"['51b40ea2-1c3d-49b9-ab9b-d2581073cce5', 'a0048f47-f63b-4961-99b0-6671bd6a66ef']",22,,,,,,,,,,,,,,,,,Brazil,781,00:40:22.459,Pass,True
,,,,,,,,,,,,,,,,,,2.173064,,,,,,,,,,,,,c66ca8f7-e28e-43b3-b749-6c54fc747b4f,1581,,,"[14.5, 7.5]",3869253,40,,,,1.6441553,,Right Foot,,,"[11.7, 45.6]",,Ground Pass,,38.202747,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,Regular Play,Danilo Luiz da Silva,3063.0,Left Back,59,Brazil,781,['88e2b460-0840-46de-abde-864309e902bc'],24,,,,,,,,,,,,,,,,,Brazil,781,00:40:24.615,Pass,
,,,,,,,,,,,,,,,,,,2.170428,,,,,,,,,,,,,f8f66e86-7ca6-4a43-99a5-3b01376ffae7,1584,,,"[14.7, 49.2]",3869253,40,,,,1.6305542,,Left Foot,,,"[14.0, 60.9]",,Ground Pass,,11.7209215,,,,Éder Gabriel Militão,13620.0,,,,,,1,Regular Play,Marcos Aoás Corrêa,4372.0,Right Center Back,59,Brazil,781,['7cfbffdb-d837-4ce1-9efb-da49e6993396'],28,,,,,,,,,,,,,,,,,Brazil,781,00:40:28.457,Pass,
,,,,,,,,,,,,,,,,,,1.864317,,,,,,,,,,,,,1f51befd-002d-4f5a-af60-942c39f8cc2d,1587,,,"[16.1, 65.0]",3869253,40,,,,0.328711,,Right Foot,,,"[41.9, 73.8]",,Ground Pass,,27.259493,,Incomplete,,Raphael Dias Belloli,10595.0,,,,,,1,Regular Play,Éder Gabriel Militão,13620.0,Right Back,59,Brazil,781,"['940ca13f-1665-4544-9a80-eef94e733daa', 'ec8e837b-be19-4bb5-80ca-1609552991f9']",30,,,,,,,,,,,,,,,,,Brazil,781,00:40:30.862,Pass,
,,,,,,,,,,,,,,,,,,1.281537,,,,,,,,,,,,,46612177-d589-4fb1-bc97-4569e922c061,1598,,,"[34.0, 74.7]",3869253,40,,,,-0.7952988,,Left Foot,,,"[49.0, 59.4]",,Low Pass,,21.426386,,Incomplete,,Richarlison de Andrade,3280.0,,,,,,1,Regular Play,Raphael Dias Belloli,10595.0,Right Wing,59,Brazil,781,"['66302676-ae3a-404d-8687-98eb614b8cae', 'c7d0eecf-a180-44f2-8d65-3276963c4953']",36,,,,,,,,,,,,,,,,,Brazil,781,00:40:36.665,Pass,
,,,,,,,,,,,,,,,,,,1.810471,,,,,,,,,,,,,1c0a8e51-e54d-4692-b21b-0ff3de128faf,1603,,,"[39.4, 67.5]",3869253,40,,,,-1.4141945,,Left Foot,,,"[42.4, 48.5]",,High Pass,,19.235384,,,,Carlos Henrique Casimiro,5539.0,,,,,,1,Regular Play,Raphael Dias Belloli,10595.0,Right Wing,59,Brazil,781,['69b3ba91-b93c-4d66-b716-7797a862d509'],40,,,,,,,,,,,,,,,,,Brazil,781,00:40:40.117,Pass,
,,,,,,,,,,,,,,,,,,1.499036,,,,,,,,,,,,,734aa662-37de-45ac-93c1-a1b192f5d025,1606,,,"[37.0, 49.6]",3869253,40,,,,2.7354038,,Right Foot,,,"[18.4, 57.6]",,Ground Pass,,20.247469,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,Regular Play,Carlos Henrique Casimiro,5539.0,Left Defensive Midfield,59,Brazil,781,['fe56d382-e0f5-4ecf-a007-7e6ecc92c646'],43,,,,,,,,,,,,,,,,,Brazil,781,00:40:43.136,Pass,
,,,,,,,,,,,,,,,,,,2.762178,,,,,,,,,,,,,3864c71c-67b3-4a76-ada5-e11a412145ae,1609,,,"[22.2, 57.6]",3869253,40,,,,-1.2506009,,Right Foot,,,"[35.0, 19.0]",,Ground Pass,,40.66694,,,,Danilo Luiz da Silva,3063.0,,,,,,1,Regular Play,Marcos Aoás Corrêa,4372.0,Right Center Back,59,Brazil,781,['5a06f935-e166-4945-8fd3-08ed8414d627'],46,,,,,,,,,,,,,,,,,Brazil,781,00:40:46.821,Pass,
,,,,,,,,,,,,,,,,,,1.371109,,,,,,,,,,,,,36f46e18-8a42-47af-b83d-b1d328726021,1612,,,"[35.8, 19.8]",3869253,40,,,,0.81835324,,Left Foot,,,"[40.2, 24.5]",,Ground Pass,,6.4381676,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,Regular Play,Danilo Luiz da Silva,3063.0,Left Back,59,Brazil,781,['83a63c08-2b9f-4895-935e-1367c2463570'],49,,,,,,,,,,,,,,,,,Brazil,781,00:40:49.692,Pass,
,,,,,,,,,,,,,,,,,,1.935669,,,,,,,,,,,,,1c4c1a15-4ac5-4ab0-9d7b-a57a9af34399,1615,,,"[43.2, 20.6]",3869253,40,,,,-0.74008316,,Left Foot,,,"[65.1, 0.6]",,Ground Pass,,29.65822,,,,Vinícius José Paixão de Oliveira Júnior,18395.0,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Center Attacking Midfield,59,Brazil,781,['8f5f7c1c-3c4a-478a-827a-841dc36edc0d'],52,,,,,,,,,,,,,,,,,Brazil,781,00:40:52.024,Pass,
,,,,,,,,,,,,,,,,,,1.845839,,,,,,,,,,,,,ef2ee23e-23a1-485b-8d07-7d233b2e517f,1618,,,"[65.1, 2.2]",3869253,40,,,,2.9934325,,Right Foot,,,"[51.7, 4.2]",,Ground Pass,,13.548431,,,,Danilo Luiz da Silva,3063.0,,,,,,1,Regular Play,Vinícius José Paixão de Oliveira Júnior,18395.0,Left Wing,59,Brazil,781,['a6143b22-507a-4e4f-9766-d531041d1b41'],55,,,,,,,,,,,,,,,,,Brazil,781,00:40:55.360,Pass,
,,,,,,,,,,,,,,,,,,0.666807,,,,,,,,,,,,,5cb2b4aa-d08c-46a0-bd43-43d14d878e11,1621,,,"[51.4, 4.8]",3869253,40,,,,1.2324727,,Right Foot,,,"[53.3, 10.2]",,Ground Pass,,5.724509,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,Regular Play,Danilo Luiz da Silva,3063.0,Left Back,59,Brazil,781,['f36ca586-4fcd-4253-aa7b-87082220c133'],58,,,,,,,,,,,,,,,,,Brazil,781,00:40:58.127,Pass,
,,,,,,,,,,,,,,,,,,1.946207,,,,,,,,,,,,,a8f32d85-0254-4cf4-ba99-f4ad39d51134,1625,,,"[47.3, 10.2]",3869253,41,,,,2.4099061,,Right Foot,,,"[37.5, 19.0]",,Ground Pass,,13.171181,,,,Thiago Emiliano da Silva,3295.0,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Center Attacking Midfield,59,Brazil,781,"['e1361ef8-c8c3-4b42-9c5c-618cef0e5960', 'f323e4f6-85da-4479-83eb-56370d220d34']",0,,,,,,,,,,,,,,,,,Brazil,781,00:41:00.763,Pass,True
,,,,,,,,,,,,,,,,,,2.282697,,,,,,,,,,,,,bcb80eb9-1c45-4c7e-9772-76942d95bcc3,1628,,,"[37.5, 20.1]",3869253,41,,,,1.4282906,,Right Foot,,,"[44.1, 66.1]",,Ground Pass,,46.471066,,,,Éder Gabriel Militão,13620.0,,True,,,,1,Regular Play,Thiago Emiliano da Silva,3295.0,Left Center Back,59,Brazil,781,['e254a870-71bd-40c6-8d75-1cd6a540cd71'],3,,,,,,,,,,,,,,,,,Brazil,781,00:41:03.943,Pass,
,,,,,,,,,,,,,,,,,,1.285738,,,,,,,,,,,,,ebc0a127-81ae-4aa4-84ad-4ec3d4f80f84,1631,,,"[46.2, 66.6]",3869253,41,,,,0.31628612,,Right Foot,,,"[68.2, 73.8]",,Ground Pass,,23.148218,,,,Raphael Dias Belloli,10595.0,,,,,,1,Regular Play,Éder Gabriel Militão,13620.0,Right Back,59,Brazil,781,['ca7fcfb4-997a-4787-afe5-83a5035b053e'],7,,,,,,,,,,,,,,,,,Brazil,781,00:41:07.086,Pass,
,,,,,,,,,,,,,,,,,,1.641372,,,,,,,,,,,,,26ec0d36-5602-44c9-b4e8-fac72cdf0462,1633,,,"[64.5, 76.2]",3869253,41,True,,,-2.6961722,,Left Foot,,,"[49.0, 68.8]",,Ground Pass,,17.175856,,,,Éder Gabriel Militão,13620.0,,,,,,1,Regular Play,Raphael Dias Belloli,10595.0,Right Wing,59,Brazil,781,['3ab74ec9-d04b-4190-a175-1cb40645b56f'],9,,,,,,,,,,,,,,,,,Brazil,781,00:41:09.223,Pass,
,,,,,,,,,,,,,,,,,,1.319784,,,,,,,,,,,,,c6b4aca6-fd85-4943-9658-a846b505d51f,1635,,,"[47.1, 66.9]",3869253,41,,,,-2.2573442,,Right Foot,,,"[36.2, 53.6]",,Ground Pass,,17.19593,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,Regular Play,Éder Gabriel Militão,13620.0,Right Back,59,Brazil,781,['c154226b-674d-4166-9cbb-386095c98e87'],11,,,,,,,,,,,,,,,,,Brazil,781,00:41:11.414,Pass,
,,,,,,,,,,,,,,,,,,1.539007,,,,,,,,,,,,,67728b68-4e63-44b6-9b3e-f105853ffe29,1638,,,"[39.7, 51.4]",3869253,41,,,,-1.4562836,,Right Foot,,,"[43.3, 20.1]",,Ground Pass,,31.506348,,,,Thiago Emiliano da Silva,3295.0,,,,,,1,Regular Play,Marcos Aoás Corrêa,4372.0,Right Center Back,59,Brazil,781,['a7f68d2c-f0cb-4c98-814b-26af02c32c19'],14,,,,,,,,,,,,,,,,,Brazil,781,00:41:14.382,Pass,
,,,,,,,,,,,,,,,,,,0.89724,,,,,,,,,,,,,7c0cb460-afca-4392-830b-c8eeca61b858,1641,,,"[43.8, 19.5]",3869253,41,,,,0.71883,,Right Foot,,,"[54.2, 28.6]",,Ground Pass,,13.81919,,,,Danilo Luiz da Silva,3063.0,,,,,,1,Regular Play,Thiago Emiliano da Silva,3295.0,Left Center Back,59,Brazil,781,['98ddcf5a-7c33-4c18-8239-0b4f22106144'],16,,,,,,,,,,,,,,,,,Brazil,781,00:41:16.610,Pass,
,,,,,,,,,,,,,,,,,,1.505532,,,,,,,,,,,,,75e366d0-0082-4b83-90b3-e5cdb6a8ef5a,1643,,,"[54.7, 27.7]",3869253,41,,,,-2.1135468,,Right Foot,,,"[47.1, 15.1]",,Ground Pass,,14.714619,,,,Thiago Emiliano da Silva,3295.0,,,,,,1,Regular Play,Danilo Luiz da Silva,3063.0,Left Back,59,Brazil,781,['87942013-f3d6-450d-a108-74245a3a7575'],17,,,,,,,,,,,,,,,,,Brazil,781,00:41:17.508,Pass,
,,,,,,,,,,,,,,,,,,1.388018,,,,,,,,,,,,,4670a4ec-f0eb-460e-a766-5108b3b12808,1647,,,"[47.6, 12.4]",3869253,41,,,,-0.45344388,,Right Foot,,,"[67.3, 2.8]",,Ground Pass,,21.914606,,,,Vinícius José Paixão de Oliveira Júnior,18395.0,,,,,,1,Regular Play,Thiago Emiliano da Silva,3295.0,Left Center Back,59,Brazil,781,"['1253a993-21c2-4660-9852-3f021ffd92f7', '2fba60a8-9f53-4c62-a16e-994fba156969', 'f3b6b5c9-7af9-4490-aeef-d53b9d8da3c5']",19,,,,,,,,,,,,,,,,,Brazil,781,00:41:19.013,Pass,True
,,,,,,,,,,,,,,,,,,0.365636,,,,,,,,,,,,,c8edb19e-c37b-4761-8d1e-384d2a98e3a0,1650,,,"[65.7, 3.0]",3869253,41,,,,1.0624857,,Right Foot,,,"[69.6, 10.0]",,Low Pass,,8.013114,,Incomplete,,Richarlison de Andrade,3280.0,,,,,,1,Regular Play,Vinícius José Paixão de Oliveira Júnior,18395.0,Left Wing,59,Brazil,781,"['800e81de-881c-494d-b959-9d9d177bf9fc', 'f8b4151f-3157-43f4-82be-9893036b6e76']",22,,,,,,,,,,,,,,,,,Brazil,781,00:41:22.808,Pass,
,,,,,,,,,,,,,,,,,,1.171699,,,,,,,,,,,,,33b90ebe-f149-462b-a807-b212ffad1214,1653,,,"[51.1, 69.6]",3869253,41,,,,3.0625498,,Head,,,"[41.0, 70.4]",,Low Pass,,10.131634,,,,Min Jae Kim,43565.0,,,,,Recovery,1,Regular Play,Jae-Sung Lee,5623.0,Right Midfield,60,South Korea,791,['594a659e-6d2d-49f1-a8e9-5ae3a2385c32'],24,,,,,,,,,,,,,,,,,South Korea,791,00:41:24.491,Pass,
,,,,,,,,,,,,,,,,,,0.658244,,,,,,,,,,,,,387359ae-1ef8-4b59-9105-c1f37033aec0,1656,,,"[41.0, 70.1]",3869253,41,,,,-0.8076167,,Right Foot,,,"[45.4, 65.5]",,Ground Pass,,6.3655324,,,,In-Beom Hwang,23763.0,,,,,,1,Regular Play,Min Jae Kim,43565.0,Right Center Back,60,South Korea,791,['89afabaa-6d41-48db-86df-d08e95417708'],25,,,,,,,,,,,,,,,,,South Korea,791,00:41:25.686,Pass,
