ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.140577,,,,,,,,,,,,,,,,86d462a7-744a-4d66-8f17-7030e2b332fa,2306,,"[46.6, 13.7]",3857271,59,,,,0.60185856,,Left Foot,,,,"[56.5, 20.5]",,Ground Pass,,12.010412,,,Raheem Sterling,3233.0,,,,,,2,From Throw In,Luke Shaw,3382.0,Left Back,102,England,768,['4e5cad43-3669-4eec-99e3-5bd51ff1b5f9'],57,,,,,,,,,,,,,,,,,,,England,768,00:14:57.627,Pass,
,,,,,,,,,,,,,,,,0.701439,,,,,,,,,,,,,,,,c94fe680-45bf-4bea-8128-f066987d20b1,2310,,"[51.8, 20.5]",3857271,59,,,,-2.3847582,,Left Foot,,,,"[44.6, 13.7]",,Ground Pass,,9.903535,,,Luke Shaw,3382.0,,,,,,2,From Throw In,Raheem Sterling,3233.0,Left Wing,102,England,768,['c2a5daeb-5426-4c09-b3a1-e7ac471f811a'],59,,,,,,,,,,,,,,,,,,,England,768,00:14:59.842,Pass,
,,,,,,,,,,,,,,,,1.452876,,,,,,,,,,,,,,,,ebdad2aa-6072-4b92-a8a9-6a8994c99da6,2313,,"[42.5, 11.7]",3857271,60,,,,-2.819842,,Left Foot,,,,"[31.7, 8.1]",,Ground Pass,,11.384199,,,Harry Maguire,3336.0,,,,,,2,From Throw In,Luke Shaw,3382.0,Left Back,102,England,768,['b78f1b52-7c4d-4966-8af4-d994cf8c7219'],1,,,,,,,,,,,,,,,,,,,England,768,00:15:01.527,Pass,
,,,,,,,,,,,,,,,,3.246302,,,,,,,,,,,,,,,,89e873c0-a554-41c1-b0b9-6144bfcaf1e0,2316,,"[31.0, 10.8]",3857271,60,,,,1.2987286,,Right Foot,,,,"[46.4, 66.0]",,High Pass,,57.30794,,,Kieran Trippier,3308.0,,True,,,,2,From Throw In,Harry Maguire,3336.0,Left Center Back,102,England,768,['ac52e11b-129c-4dee-a89b-79d48bb38895'],3,,,,,,,,,,,,,,,,,,,England,768,00:15:03.587,Pass,
,,,,,,,,,,,,,,,,1.304049,,,,,,,,,,,,,,,,be11f716-e415-4fa3-ba29-c694bca5813b,2319,,"[46.4, 66.0]",3857271,60,,,True,-0.14707835,,,,,,"[62.6, 63.6]",,High Pass,,16.376812,Incomplete,,,,,,,,,2,From Throw In,Kieran Trippier,3308.0,Right Back,102,England,768,"['40dfddee-8c28-4390-80b0-e57592ef1b57', 'a35b2a70-9591-492e-9051-0268f1690711']",6,,,,,,,,,,,,,,,,,,,England,768,00:15:06.833,Pass,True
,,,,,,,,,,,,,,,,3.223066,,,,,,,,,,,,,,,,40dfddee-8c28-4390-80b0-e57592ef1b57,2320,,"[57.5, 16.5]",3857271,60,,,,0.58104753,,Right Foot,,,,"[87.5, 36.2]",,High Pass,,35.88997,,,Mehdi Taremi,5226.0,,,,,Recovery,2,Regular Play,Seyed Majid Hosseini,5228.0,Left Center Back,103,Iran,797,"['90862f47-68d2-44ba-80de-95a84a962646', 'be11f716-e415-4fa3-ba29-c694bca5813b']",8,,,,,,,,,,,,,,,,,,,Iran,797,00:15:08.137,Pass,
,,,,,,,,,,,,,,,,1.030747,,,,,,,,,,,,,,,,9d9a7594-b96d-49aa-9b74-3973eead96e8,2324,,"[85.0, 35.5]",3857271,60,,,,-3.120977,6f1c62ac-9430-4e50-93db-641778aeae21,Right Foot,,,,"[75.3, 35.3]",,Ground Pass,,9.702062,,,Saeid Ezatolahi Afagh,5722.0,True,,,,,2,Regular Play,Mehdi Taremi,5226.0,Center Forward,103,Iran,797,['2914db1f-a101-415c-b688-b4ac1321d3cc'],13,,,,,,,,,,,,,,,,,,,Iran,797,00:15:13.305,Pass,
,,,,,,,,,,,,,,,,3.805542,,,,,,,,,,,,,,,,9e1e3e6a-b57b-4301-84bc-48caf7e8a102,2329,,"[7.0, 44.1]",3857271,60,,,,0.29327852,,Left Foot,,,,"[82.5, 66.9]",,High Pass,,78.867546,Incomplete,,Bukayo Saka,22084.0,,,,,Goal Kick,2,From Goal Kick,Jordan Pickford,3468.0,Goalkeeper,104,England,768,"['89f85f20-ba56-488b-bdd4-b7385e201898', '90e75bb6-39bb-4bb0-8ecf-926faaa90c30']",47,,,,,,,,,,,,,,,,,,,England,768,00:15:47.844,Pass,
,,,,,,,,,,,,,,,,1.76437,,,,,,,,,,,,,,,,89f85f20-ba56-488b-bdd4-b7385e201898,2331,,"[37.6, 13.2]",3857271,60,,,,-0.20827545,,Head,,,,"[57.0, 9.1]",,High Pass,,19.828514,Incomplete,,Milad Mohammadi,5720.0,,,,,Recovery,2,From Goal Kick,Seyed Majid Hosseini,5228.0,Left Center Back,104,England,768,"['9e1e3e6a-b57b-4301-84bc-48caf7e8a102', 'e0520647-3210-4e9e-bb30-8763727c4657', 'e3411a6e-7950-464a-a447-b8bd11480c59']",51,,,,,,,,,,,,,,,,,,,Iran,797,00:15:51.650,Pass,
,,,,,,,,,,,,,,,,1.766464,,,,,,,,,,,,,,,,e0520647-3210-4e9e-bb30-8763727c4657,2333,,"[63.1, 71.0]",3857271,60,,,,-0.5021773,,Head,,,,"[80.4, 61.5]",,High Pass,,19.736767,,,Harry Kane,10955.0,,,,,Recovery,2,From Goal Kick,Kieran Trippier,3308.0,Right Back,104,England,768,"['89f85f20-ba56-488b-bdd4-b7385e201898', 'e20ab027-c544-41fe-9975-e3f96ec2ed06']",53,,,,,,,,,,,,,,,,,,,England,768,00:15:53.414,Pass,
,,,,,,,,,,,,,,,,1.025121,,,,,,,,,,,,,,,,3c3cb9e0-ae87-4665-87ca-1a94325bef69,2335,,"[80.4, 61.5]",3857271,60,,,,0.33563855,,Right Foot,,,,"[93.3, 66.0]",,High Pass,,13.662357,Incomplete,,Bukayo Saka,22084.0,,,,,,2,From Goal Kick,Harry Kane,10955.0,Center Forward,104,England,768,"['08aa6281-f671-49c7-9fac-7199e9b9f4db', '40cb6f90-d167-4e0a-ad2e-01a89631c785']",55,,,,,,,,,,,,,,,,,,,England,768,00:15:55.180,Pass,
,,,,,,,,,,,,,,,,1.280546,,,,,,,,,,,,,,,,40cb6f90-d167-4e0a-ad2e-01a89631c785,2337,,"[26.8, 14.1]",3857271,60,,,,0.8655183,,Head,,,,"[33.1, 21.5]",,High Pass,,9.718539,,,Morteza Pouraliganji,5220.0,,,,,Recovery,2,Regular Play,Seyed Majid Hosseini,5228.0,Left Center Back,105,Iran,797,"['3c3cb9e0-ae87-4665-87ca-1a94325bef69', '8d599a56-0b06-4ff6-b902-17f669dd8e3f']",56,,,,,,,,,,,,,,,,,,,Iran,797,00:15:56.206,Pass,
,,,,,,,,,,,,,,,,1.999469,,,,,,,,,,,,,,,,85f352ea-7e33-4903-a94f-807be05ae6da,2339,,"[32.9, 22.4]",3857271,60,,,,2.589056,,Head,,,,"[7.6, 38.0]",,Low Pass,,29.722887,,,Seyed Hossein Hosseini,125823.0,,,,,,2,Regular Play,Morteza Pouraliganji,5220.0,Center Back,105,Iran,797,['23b2116a-3f40-4d95-8e88-f88f1fc30bfb'],57,,,,,,,,,,,,,,,,,,,Iran,797,00:15:57.486,Pass,
,,,,,,,,,,,,,,,,2.983901,,,,,,,,,,,,,,,,082b46d6-6432-4ba8-9fb3-c68874abe3f4,2342,,"[14.0, 50.8]",3857271,61,,,,0.2589402,,Drop Kick,,,,"[62.7, 63.7]",,High Pass,,50.37956,Incomplete,,,,,,,,,2,Regular Play,Seyed Hossein Hosseini,125823.0,Goalkeeper,105,Iran,797,['a0d22139-0d12-4c85-ba7f-1216ad710c38'],12,,,,,,,,,,,,,,,,,,,Iran,797,00:16:12.379,Pass,
,,,,,,,,,,,,,,,,1.711928,,,,,,,,,,,,,,,,a0d22139-0d12-4c85-ba7f-1216ad710c38,2343,,"[57.4, 16.4]",3857271,61,,,,0.44478193,,Head,,,,"[78.8, 26.6]",,High Pass,,23.70654,,,Raheem Sterling,3233.0,,,,,Recovery,2,Regular Play,Luke Shaw,3382.0,Left Back,106,England,768,"['082b46d6-6432-4ba8-9fb3-c68874abe3f4', '6b5f83a3-a408-415f-bc1e-c0c1d08f0801']",15,,,,,,,,,,,,,,,,,,,England,768,00:16:15.363,Pass,
,,,,,,,,,,,,,,,,1.248292,,,,,,,,,,,,,,,,b2def9a6-62af-4a47-9fba-ea37139da9f7,2350,,"[79.5, 46.2]",3857271,61,,,,0.5760128,,Right Foot,,,,"[98.9, 58.8]",,Ground Pass,,23.132662,,,Bukayo Saka,22084.0,,,,,,2,Regular Play,Raheem Sterling,3233.0,Left Wing,106,England,768,['54dfc5e9-c620-407a-8644-3d9e9f5b6818'],20,,,,,,,,,,,,,,,,,,,England,768,00:16:20.210,Pass,
,,,,,,,,,,,,,,,,1.042884,,,,,,,,,,,,,,,,d65f0862-028c-43ad-806b-f171f8891de5,2360,,"[60.0, 40.0]",3857271,62,,,,-2.9648838,,Left Foot,,,,"[46.0, 37.5]",,Ground Pass,,14.221462,,,Saeid Ezatolahi Afagh,5722.0,,,,,Kick Off,2,From Kick Off,Mehdi Taremi,5226.0,Center Forward,108,Iran,797,['a69b6e12-764c-4f42-8ddd-bafdfd8e659f'],52,,,,,,,,,,,,,,,,,,,Iran,797,00:17:52.112,Pass,
,,,,,,,,,,,,,,,,1.453446,,,,,,,,,,,,,,,,e50134bc-d681-4b27-a8e7-80d79fbfa619,2363,,"[45.3, 37.5]",3857271,62,,,,2.0705216,,Right Foot,,,,"[35.2, 56.0]",,Ground Pass,,21.077477,,,Mohammad Hossein Kanani Zadegan,124175.0,,,,,,2,From Kick Off,Saeid Ezatolahi Afagh,5722.0,Left Defensive Midfield,108,Iran,797,['87616140-5eb9-4733-9c46-f7c84b9c037f'],54,,,,,,,,,,,,,,,,,,,Iran,797,00:17:54.622,Pass,
,,,,,,,,,,,,,,,,1.481313,,,,,,,,,,,,,,,,aca2a7f5-5006-4faa-bd70-557e282f9cf9,2366,,"[39.7, 54.0]",3857271,62,,,,-2.234659,,Right Foot,,,,"[28.2, 39.3]",,Ground Pass,,18.663868,,,Morteza Pouraliganji,5220.0,,,,,,2,From Kick Off,Mohammad Hossein Kanani Zadegan,124175.0,Right Center Back,108,Iran,797,['aec420d5-6558-4877-957f-7258605cfa64'],58,,,,,,,,,,,,,,,,,,,Iran,797,00:17:58.534,Pass,
,,,,,,,,,,,,,,,,1.501955,,,,,,,,,,,,,,,,fc1d9510-685e-40bd-909f-788699a9f25a,2369,,"[28.2, 39.3]",3857271,63,,,,-1.4133794,,Right Foot,,,,"[32.2, 14.1]",,Ground Pass,,25.515486,,,Seyed Majid Hosseini,5228.0,,,,,,2,From Kick Off,Morteza Pouraliganji,5220.0,Center Back,108,Iran,797,['c19a150a-c758-41e1-8f72-67e7c33308d4'],0,,,,,,,,,,,,,,,,,,,Iran,797,00:18:00.887,Pass,
,,,,,,,,,,,,,,,,1.245639,,,,,,,,,,,,,,,,25ce41b7-0f60-4a1c-a0cd-c92fbebfb14a,2372,,"[32.2, 14.1]",3857271,63,,,,-1.0896066,,Right Foot,,,,"[38.1, 2.8]",,Ground Pass,,12.747549,,,Ehsan Hajsafi,5230.0,,,,,,2,From Kick Off,Seyed Majid Hosseini,5228.0,Left Center Back,108,Iran,797,['204711b2-81f9-4dd0-8cb9-57b250e9cabc'],2,,,,,,,,,,,,,,,,,,,Iran,797,00:18:02.701,Pass,
,,,,,,,,,,,,,,,,1.642128,,,,,,,,,,,,,,,,cd29e344-3de3-4fad-8ca8-d898aa49abb9,2375,,"[44.4, 8.0]",3857271,63,,,,-0.2102834,,Right Foot,,,,"[69.7, 2.6]",,Ground Pass,,25.869867,,,Mehdi Torabi,124161.0,,,,,,2,From Kick Off,Ehsan Hajsafi,5230.0,Left Wing Back,108,Iran,797,['1445f9f0-205e-462d-8b35-4a521f4796ba'],6,,,,,,,,,,,,,,,,,,,Iran,797,00:18:06.609,Pass,
,,,,,,,,,,,,,,,,1.063822,,,,,,,,,,,,,,,,0ae4ed3f-dc25-4aae-95e7-4b9ec55c96d0,2378,,"[79.1, 2.8]",3857271,63,,,,0.22471116,,Right Foot,,,,"[86.1, 4.4]",,Ground Pass,,7.180529,,,Ali Gholizadeh,23874.0,,,,,,2,From Kick Off,Mehdi Torabi,124161.0,Left Attacking Midfield,108,Iran,797,['035e293b-6d31-4caa-92d3-6c1188d6c11c'],10,,,,,,,,,,,,,,,,,,,Iran,797,00:18:10.112,Pass,
,,,,,,,,,,,,,,,,1.120336,,,,,,,,,,,,,,,,626aa863-1d62-49c9-ab2a-7f8245346313,2381,,"[90.6, 2.1]",3857271,63,,,,3.1415927,,Left Foot,,,,"[78.2, 2.1]",,Ground Pass,,12.4,,,Ehsan Hajsafi,5230.0,,,,,,2,From Kick Off,Ali Gholizadeh,23874.0,Right Attacking Midfield,108,Iran,797,['cabdc3dc-82f1-44e2-a5bd-762feab1cd28'],12,,,,,,,,,,,,,,,,,,,Iran,797,00:18:12.428,Pass,
,,,,,,,,,,,,,,,,0.700462,,,,,,,,,,,,,,,,f4c04a39-30ef-4a19-9b46-38f69d09d4fb,2384,,"[80.3, 4.4]",3857271,63,,,,-0.18255985,,Left Foot,,,,"[86.8, 3.2]",,Ground Pass,,6.6098413,,,Ali Gholizadeh,23874.0,,,,,,2,From Kick Off,Ehsan Hajsafi,5230.0,Left Wing Back,108,Iran,797,['30c0b252-79cf-4394-8a7f-fef757242cbf'],15,,,,,,,,,,,,,,,,,,,Iran,797,00:18:15.049,Pass,
,,,,,,,,,,,,,,,,0.618768,,,,,,,,,,,,,,,,6edc8e1c-4d2b-4593-afde-1099c557df31,2387,,"[86.8, 3.2]",3857271,63,,,,1.1309538,,Left Foot,,,,"[90.0, 10.0]",,Ground Pass,,7.515318,,,Mehdi Torabi,124161.0,,,,,,2,From Kick Off,Ali Gholizadeh,23874.0,Right Attacking Midfield,108,Iran,797,['f585ffe8-90f0-44c9-b484-397b97dec40d'],16,,,,,,,,,,,,,,,,,,,Iran,797,00:18:16.413,Pass,
,,,,,,,,,,,,,,,,1.088859,,,,,,,,,,,,,,,,3b986462-9fe8-4a99-a01b-2ae42e2b893b,2395,,"[29.2, 76.6]",3857271,63,,,,-2.4197452,,Left Foot,,,,"[17.5, 66.3]",,Ground Pass,,15.587815,,,John Stones,3244.0,,,,,Recovery,2,Regular Play,Bukayo Saka,22084.0,Right Wing,109,England,768,"['902e516f-ff7b-43ad-9595-138bd2e79946', 'ffe025ca-8950-4e91-ae45-c989db4de41d']",21,,,,,,,,,,,,,,,,,,,England,768,00:18:21.969,Pass,True
,,,,,,,,,,,,,,,,1.110719,,,,,,,,,,,,,,,,d8563052-0b4f-4e5d-b388-854556f3a36f,2398,,"[19.3, 63.8]",3857271,63,,,,0.0,,Left Foot,,,,"[32.6, 63.8]",,Ground Pass,,13.3,,,Mason Mount,7843.0,,,,,,2,Regular Play,John Stones,3244.0,Right Center Back,109,England,768,['58ec43da-289a-4c8a-ba3b-97d3f98ea610'],24,,,,,,,,,,,,,,,,,,,England,768,00:18:24.355,Pass,
,,,,,,,,,,,,,,,,1.349899,,,,,,,,,,,,,,,,5f9b0f1f-f96b-4492-8cd6-856a0188b5bd,2402,,"[27.9, 66.5]",3857271,63,,,,1.813444,,Right Foot,,,,"[25.4, 76.6]",,Ground Pass,,10.404806,,,Kieran Trippier,3308.0,,,,,,2,Regular Play,Mason Mount,7843.0,Center Attacking Midfield,109,England,768,"['66245187-35f5-4b08-b50c-075bc2d31188', 'a125bf98-854c-4c26-bda1-3cb18f5aa9fc']",26,,,,,,,,,,,,,,,,,,,England,768,00:18:26.380,Pass,True
,,,,,,,,,,,,,,,,1.093992,,,,,,,,,,,,,,,,fe2d6923-dc4e-4293-b001-27696d2af2b8,2404,,"[25.4, 76.6]",3857271,63,,,,-2.8890383,,Right Foot,,,,"[16.1, 74.2]",,Ground Pass,,9.604687,,,Jude Bellingham,30714.0,,,,,,2,Regular Play,Kieran Trippier,3308.0,Right Back,109,England,768,['7d23508c-9992-4787-912b-a4cb78dad94d'],27,,,,,,,,,,,,,,,,,,,England,768,00:18:27.730,Pass,
,,,,,,,,,,,,,,,,0.846326,,,,,,,,,,,,,,,,cae6d818-517b-43fe-abb9-3a52c8fed459,2407,,"[16.1, 73.9]",3857271,63,,,,-0.8224183,,Right Foot,,,,"[21.3, 68.3]",,Ground Pass,,7.641989,,,Declan Rice,3943.0,,,,,,2,Regular Play,Jude Bellingham,30714.0,Right Defensive Midfield,109,England,768,['dbd34c00-cb6a-4fac-bffc-04eb4d4dd6aa'],28,,,,,,,,,,,,,,,,,,,England,768,00:18:28.885,Pass,
,,,,,,,,,,,,,,,,0.915726,,,,,,,,,,,,,,,,7e93b9b4-ec2c-4d61-9d1d-2c1035831e0f,2409,,"[21.3, 68.3]",3857271,63,,,,1.2360595,,Right Foot,,,,"[24.5, 77.5]",,Ground Pass,,9.740637,,,Kieran Trippier,3308.0,,,,,,2,Regular Play,Declan Rice,3943.0,Left Defensive Midfield,109,England,768,['83f3b2b1-28b3-496d-8e7a-dbcc70462194'],29,,,,,,,,,,,,,,,,,,,England,768,00:18:29.732,Pass,
,,,,,,,,,,,,,,,,0.507552,,,,,,,,,,,,,,,,f39c96f2-1bad-4c3d-93ab-86bef4e4ba41,2411,,"[23.8, 77.5]",3857271,63,,,,-1.8608832,,Right Foot,,,,"[21.8, 70.8]",,Ground Pass,,6.9921384,,,Jude Bellingham,30714.0,,,,,,2,Regular Play,Kieran Trippier,3308.0,Right Back,109,England,768,['7005a8c8-e1ad-4e69-8bc8-e5f6124e074b'],30,,,,,,,,,,,,,,,,,,,England,768,00:18:30.647,Pass,
,,,,,,,,,,,,,,,,1.268442,,,,,,,,,,,,,,,,7f27f334-d1c4-4467-aa3a-4e79d1803152,2413,,"[21.8, 70.8]",3857271,63,,,,0.35513696,,Right Foot,,,,"[36.9, 76.4]",,Ground Pass,,16.104969,,,Mason Mount,7843.0,,,,,,2,Regular Play,Jude Bellingham,30714.0,Right Defensive Midfield,109,England,768,['b86160ff-c8b6-48b7-abde-7809ff691fa0'],31,,,,,,,,,,,,,,,,,,,England,768,00:18:31.155,Pass,
,,,,,,,,,,,,,,,,0.58067,,,,,,,,,,,,,,,,498d35eb-adf9-44cf-aefe-4339449a4a96,2416,,"[36.9, 76.4]",3857271,63,,,,-0.82384074,,Right Foot,,,,"[41.9, 71.0]",,Ground Pass,,7.359348,,,Bukayo Saka,22084.0,,,,,,2,Regular Play,Mason Mount,7843.0,Center Attacking Midfield,109,England,768,['75ca0efb-2a2a-4f9f-999d-38b831955644'],32,,,,,,,,,,,,,,,,,,,England,768,00:18:32.634,Pass,
,,,,,,,,,,,,,,,,1.118409,,,,,,,,,,,,,,,,c4b44932-1697-4376-9947-bdb0f584b615,2419,,"[45.2, 63.3]",3857271,63,,,,-0.92599565,,Left Foot,,,,"[63.7, 38.7]",,Ground Pass,,30.780025,,,Raheem Sterling,3233.0,,,,,,2,Regular Play,Bukayo Saka,22084.0,Right Wing,109,England,768,['d550c5fc-a708-4ac0-a2c4-4f14bb6abe36'],34,,,,,,,,,,,,,,,,,,,England,768,00:18:34.641,Pass,
,,,,,,,,,,,,,,,,2.566517,,,,,,,,,,,,,,,,a5629e24-68fc-4369-97a4-2e7bc95c207f,2422,,"[38.5, 45.9]",3857271,63,,,,-0.38193837,,Right Foot,,,,"[74.6, 31.4]",,High Pass,,38.903214,,,Mehdi Taremi,5226.0,,,,,Recovery,2,Regular Play,Mohammad Hossein Kanani Zadegan,124175.0,Right Center Back,110,Iran,797,['8253c18a-f3b3-4ee7-815a-7d9624e8d618'],37,,,,,,,,,,,,,,,,,,,Iran,797,00:18:37.767,Pass,
,,,,,,,,,,,,,,,,1.893886,,,,,,,,,,,,,,,,a66cf552-e14b-4946-b491-dac06f31af48,2425,,"[74.6, 31.4]",3857271,63,,,,1.1659045,,Head,,,,"[81.2, 46.8]",,Low Pass,,16.754702,,,Ahmad Nourollahi,124167.0,,,,,,2,Regular Play,Mehdi Taremi,5226.0,Center Forward,110,Iran,797,"['1e7f5b41-b654-4bfc-aa8e-69cb73626841', '5b126b84-37c0-4829-92e2-7171329a41f5']",40,,,,,,,,,,,,,,,,,,,Iran,797,00:18:40.392,Pass,True
,,,,,,,,,,,,,,,,1.151406,,,,,,,,,,,,,,,,d87ff353-f4ef-41fc-9642-215738bee82e,2428,,"[98.3, 62.6]",3857271,63,,,,0.43535328,,Right Foot,,,,"[111.2, 68.6]",,Ground Pass,,14.227087,,,Sadegh Moharrami,23538.0,,,,,,2,Regular Play,Ahmad Nourollahi,124167.0,Right Defensive Midfield,110,Iran,797,['4c386099-73a0-4c8e-89aa-c80dc5392c24'],44,,,,,,,,,,,,,,,,,,,Iran,797,00:18:44.899,Pass,
,,,,,,,,,,,,,,,,0.986894,,,,,,,,,,,,,,,,af49f669-6f6d-4496-9839-36470c28250b,2431,,"[112.3, 67.7]",3857271,63,,,,-2.8438923,,Right Foot,,,,"[103.5, 65.0]",,Ground Pass,,9.20489,,,Ahmad Nourollahi,124167.0,,,,,,2,Regular Play,Sadegh Moharrami,23538.0,Right Wing Back,110,Iran,797,['faa19964-988d-4c98-8ae3-6c3010a29e26'],47,,,,,,,,,,,,,,,,,,,Iran,797,00:18:47.718,Pass,
,,,,,,,,,,,,,,,,1.290798,,,,,,,,,,,,,,,,c75d20d4-b2c2-467f-bccb-fd925036fcee,2434,,"[103.5, 65.0]",3857271,63,,,,-1.458153,,Right Foot,True,,,"[106.0, 42.9]",,Ground Pass,,22.240953,Incomplete,,,,,,,,,2,Regular Play,Ahmad Nourollahi,124167.0,Right Defensive Midfield,110,Iran,797,['54db5370-306e-4eea-8a0d-8eccf4e97b70'],49,,,,,,,,,,,,,,,,,,,Iran,797,00:18:49.865,Pass,
,,,,,,,,,,,,,,,,0.971072,,,,,,,,,,,,,,,,6aab82ec-a4e6-4459-92eb-bc429f5061e4,2436,,"[97.9, 80.0]",3857271,64,,,,-1.180546,,,,,,"[103.7, 65.9]",,High Pass,,15.246311,,,Mehdi Taremi,5226.0,,,,,Throw-in,2,From Throw In,Sadegh Moharrami,23538.0,Right Wing Back,111,Iran,797,['90cec1ba-5a0d-445e-a695-071585fcb140'],15,,,,,,,,,,,,,,,,,,,Iran,797,00:19:15.693,Pass,
,,,,,,,,,,,,,,,,1.076089,,,,,,,,,,,,,,,,0563601c-d661-49a8-915d-497bbae195a2,2439,,"[103.7, 65.9]",3857271,64,,,,2.0912547,,Head,,,,"[99.0, 74.1]",,Low Pass,,9.451455,,,Sadegh Moharrami,23538.0,,,,,,2,From Throw In,Mehdi Taremi,5226.0,Center Forward,111,Iran,797,"['2b858369-14a2-4636-a5f0-35255a54784d', 'b4424672-fc64-46cb-a4d2-9b2e9727e0fc']",16,,,,,,,,,,,,,,,,,,,Iran,797,00:19:16.744,Pass,True
,,,,,,,,,,,,,,,,0.473789,,,,,,,,,,,,,,,,e970b1ee-48be-490a-a334-25cc7998249d,2442,,"[106.0, 72.5]",3857271,64,,,,-2.1036403,,Right Foot,,,,"[103.7, 68.6]",,Ground Pass,,4.527693,,,Ahmad Nourollahi,124167.0,,,,,,2,From Throw In,Sadegh Moharrami,23538.0,Right Wing Back,111,Iran,797,['0b7bc7a7-40d1-4e61-b2b9-15fc3558375f'],22,,,,,,,,,,,,,,,,,,,Iran,797,00:19:22.648,Pass,
,,,,,,,,,,,,,,,,0.709167,,,,,,,,,,,,,,,,99b3d9c5-da2c-4acd-ba61-de8ce1f0434a,2446,,"[103.7, 70.0]",3857271,64,,,,1.5707964,,Right Foot,,,,"[103.7, 75.6]",,Ground Pass,,5.6,,,Sadegh Moharrami,23538.0,,,,,,2,From Throw In,Ahmad Nourollahi,124167.0,Right Defensive Midfield,111,Iran,797,"['1ce6c32e-7e8b-49ec-ac0f-a6ad75737ffe', 'c87e20dd-e374-4f85-9314-7e4a18df1708']",25,,,,,,,,,,,,,,,,,,,Iran,797,00:19:25.668,Pass,True
,,,,,,,,,,,,,,,,0.01244,,,,,,,,,,,,,,,,75e3ed97-95d1-440e-93ca-12f815947290,2449,,"[109.1, 75.6]",3857271,64,,,,-1.7681919,,Right Foot,,,,"[108.2, 71.1]",,Ground Pass,,4.5891175,Incomplete,,,,,,,,,2,From Throw In,Sadegh Moharrami,23538.0,Right Wing Back,111,Iran,797,['860a189f-05fa-4df1-8cb1-da9a59eadb70'],28,,,,,,,,,,,,,,,,,,,Iran,797,00:19:28.221,Pass,
,,,,,,,,,,,,,,,,0.97138,,,,,,,,,,,,,,,,ef511105-b9e4-4220-a4fe-6b8b94794629,2451,,"[107.3, 75.6]",3857271,64,,,,-2.2318394,,Right Foot,,,,"[100.3, 66.6]",,Ground Pass,,11.401754,,,Ali Gholizadeh,23874.0,,,,,Recovery,2,From Throw In,Sadegh Moharrami,23538.0,Right Wing Back,111,Iran,797,['5a0338ca-8c60-4986-ba0a-d7901d97c26c'],29,,,,,,,,,,,,,,,,,,,Iran,797,00:19:29.512,Pass,
,,,,,,,,,,,,,,,,1.152198,,,,,,,,,,,,,,,,50428f42-8319-4be1-8ee2-02e017e796e7,2454,,"[99.0, 61.7]",3857271,64,,,,-0.907735,792de1ce-2b57-4766-9925-36b991f4f753,Left Foot,,,,"[109.7, 48.0]",True,Ground Pass,,17.383326,,,Mehdi Taremi,5226.0,,,,,,2,From Throw In,Ali Gholizadeh,23874.0,Right Attacking Midfield,111,Iran,797,['56da6c36-c14a-4d52-89f6-b64563d88116'],32,,,,,,,,,,,,,,,,,,,Iran,797,00:19:32.497,Pass,
,,,,,,,,,,,,,,,,1.711854,,,,,,,,,,,,,,,,2244eb02-1daa-44fc-bb8d-62eed737b8f9,2462,,"[61.0, 40.1]",3857271,67,,,,3.066965,,Left Foot,,,,"[39.6, 41.7]",,Ground Pass,,21.45973,,,John Stones,3244.0,,,,,Kick Off,2,From Kick Off,Bukayo Saka,22084.0,Right Wing,112,England,768,['3fd06666-ed9e-44cd-97df-c6accf37c825'],54,,,,,,,,,,,,,,,,,,,England,768,00:22:54.051,Pass,
