50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.620262,,,,,,,,,,,a6e9bb12-0bfd-4eb1-acbd-46318e3a88b7,2560,,,"[84.7, 12.2]",3857294,56,,,,0.91736996,,Right Foot,True,,,"[109.2, 44.2]",,High Pass,,40.301987,,,Incomplete,,Abdulaziz Hatem Mohammed Abdullah,124514.0,,,,,,2,Regular Play,Hassan Khalid Al Heidos,124488.0,Left Center Midfield,159,Qatar,3566,"['2f34a0c9-0528-4d72-8a11-2143a01c0bc3', '59b786fc-21a7-4e5f-9ff1-671b4484d93b']",32,,,,,,,,,,,,,,,,,,Qatar,3566,00:11:32.642,Pass,
,,,,,,,,,,,,,,,,1.381953,,,,,,,,,,,95b3078f-774a-474f-aaf2-7e3439ecbbe0,2564,,,"[21.4, 58.8]",3857294,56,,,True,0.5224034,,,,,,"[24.7, 60.7]",,Low Pass,,3.8078866,,,Incomplete,,,,,,,,Recovery,2,Regular Play,Jurriën David Norman Timber,21809.0,Right Center Back,159,Qatar,3566,"['51e0d9bc-9ae2-4b49-8bee-d94b6f648f84', 'bf43417d-a3a5-4724-b62f-35b834edbe4f']",38,,,,,,,,,,,,,,,,,,Netherlands,941,00:11:38.123,Pass,True
,,,,,,,,,,,,,,,,1.630955,,,,,,,,,,,6768ef65-476b-4689-9ba5-8463451279cc,2572,,,"[28.3, 59.9]",3857294,56,,,,-1.4907986,,Right Foot,,,,"[30.2, 36.2]",,Ground Pass,,23.77604,,,,,Nathan Aké,3306.0,,,,,Free Kick,2,From Free Kick,Jurriën David Norman Timber,21809.0,Right Center Back,161,Netherlands,941,['4a1dab63-74c2-4789-b7ff-9e4fafdc7c0b'],51,,,,,,,,,,,,,,,,,,Netherlands,941,00:11:51.144,Pass,
,,,,,,,,,,,,,,,,1.37975,,,,,,,,,,,52c1eeb0-3a8e-410e-bfec-7694e9219336,2575,,,"[30.5, 32.6]",3857294,56,,,,-0.3752708,,Left Foot,,,,"[40.4, 28.7]",,Ground Pass,,10.640489,,,,,Frenkie de Jong,8118.0,,,,,,2,From Free Kick,Nathan Aké,3306.0,Left Center Back,161,Netherlands,941,['6e913f3c-da12-4a2d-8a83-22b972354f24'],53,,,,,,,,,,,,,,,,,,Netherlands,941,00:11:53.858,Pass,
,,,,,,,,,,,,,,,,2.083879,,,,,,,,,,,de120351-16bf-40c9-ae22-8fc56be59c34,2578,,,"[47.0, 25.1]",3857294,56,,,,0.074926496,,Right Foot,,,,"[84.3, 27.9]",,High Pass,,37.404945,,,Incomplete,,Cody Mathès Gakpo,20750.0,,,Through Ball,True,,2,From Free Kick,Frenkie de Jong,8118.0,Left Defensive Midfield,161,Netherlands,941,"['4f082d86-7a0c-4479-b00d-0b70b27643eb', '553da87a-01ce-4dc4-bf91-28e0da5fa9ae']",57,,,,,,,,,,,,,,,,,,Netherlands,941,00:11:57.554,Pass,
,,,,,,,,,,,,,,,,1.483892,,,,,,,,,,,553da87a-01ce-4dc4-bf91-28e0da5fa9ae,2580,,,"[35.8, 52.2]",3857294,56,,,,2.0464916,,Right Foot,,,,"[34.1, 55.5]",,Low Pass,,3.7121422,,,,,Boualem Khoukhi,124493.0,,,,,Recovery,2,Regular Play,Pedro Miguel Correia,124506.0,Right Center Back,162,Qatar,3566,"['3f9563f7-2ad8-4b8f-a381-7e1b893fa875', 'de120351-16bf-40c9-ae22-8fc56be59c34']",59,,,,,,,,,,,,,,,,,,Qatar,3566,00:11:59.638,Pass,
,,,,,,,,,,,,,,,,0.971436,,,,,,,,,,,9b45ee3f-8232-4eac-a6fa-e0b66af316a8,2583,,,"[34.4, 56.6]",3857294,57,,,,-0.24997862,,Right Foot,,,,"[43.8, 54.2]",,Ground Pass,,9.701547,,,,,Abdulaziz Hatem Mohammed Abdullah,124514.0,,,,,,2,Regular Play,Boualem Khoukhi,124493.0,Center Back,162,Qatar,3566,"['8e74ea48-4a92-4905-959b-1cbc6f370bd7', 'dab5e0d0-a5f0-4b4c-9e21-7b8fbbb91473']",1,,,,,,,,,,,,,,,,,,Qatar,3566,00:12:01.122,Pass,True
,,,,,,,,,,,,,,,,2.408307,,,,,,,,,,,b063125e-89a6-4d0f-a061-6638a0643a24,2586,,,"[43.5, 49.7]",3857294,57,,,,-0.9375238,,Left Foot,,,,"[67.8, 16.6]",,High Pass,,41.06215,,,,,Akram Hassan Afif,40784.0,,,,,,2,Regular Play,Abdulaziz Hatem Mohammed Abdullah,124514.0,Right Center Midfield,162,Qatar,3566,['fda9ef44-199a-471d-bb00-56490f2e13d1'],4,,,,,,,,,,,,,,,,,,Qatar,3566,00:12:04.096,Pass,
,,,,,,,,,,,,,,,,1.784486,,,,,,,,,,,c45c4fdf-aa67-42ee-9544-7f17ef5d0c8f,2590,,,"[66.7, 0.8]",3857294,57,,,,2.9694018,,Right Foot,,,,"[46.0, 4.4]",,Ground Pass,,21.010712,,,,,Hassan Khalid Al Heidos,124488.0,,,,,,2,Regular Play,Akram Hassan Afif,40784.0,Left Center Forward,162,Qatar,3566,"['1f1c9b98-ddb1-4d39-958f-940131e180ad', '39d7e9e3-be77-4673-8080-b93b01ab121f']",8,,,,,,,,,,,,,,,,,,Qatar,3566,00:12:08.973,Pass,True
,,,,,,,,,,,,,,,,1.197238,,,,,,,,,,,9985679f-6199-4de4-b518-0b45c7a95edb,2594,,,"[45.4, 1.1]",3857294,57,,,,1.5482438,,Right Foot,,,,"[45.7, 14.4]",,Ground Pass,,13.303383,,,,,Akram Hassan Afif,40784.0,,,,,,2,Regular Play,Hassan Khalid Al Heidos,124488.0,Left Center Midfield,162,Qatar,3566,['c06cd354-ad78-4684-a8f3-4122a061479b'],16,,,,,,,,,,,,,,,,,,Qatar,3566,00:12:16.289,Pass,
,,,,,,,,,,,,,,,,1.393393,,,,,,,,,,,729c14c0-2b90-4283-a4a9-65fb693e46bc,2597,,,"[44.9, 14.1]",3857294,57,,,,1.9693187,,Right Foot,,,,"[38.5, 29.3]",,Ground Pass,,16.492422,,,,,Abdelkarim Hassan Al Haj Fadlalla,124494.0,,,,,,2,Regular Play,Akram Hassan Afif,40784.0,Left Center Forward,162,Qatar,3566,"['7787e106-f302-4425-bbf4-ccc8655dcb6b', 'aa9088dc-78f2-4e9f-ace1-b14a7924ce69']",17,,,,,,,,,,,,,,,,,,Qatar,3566,00:12:17.486,Pass,True
,,,,,,,,,,,,,,,,0.883994,,,,,,,,,,,04cb1a7c-c7a2-4f87-88a7-c6d804d3c34b,2599,,,"[39.4, 30.1]",3857294,57,,,,-0.1665834,,Left Foot,,,,"[50.7, 28.2]",,Ground Pass,,11.458621,,,,,Akram Hassan Afif,40784.0,,,,,,2,Regular Play,Abdelkarim Hassan Al Haj Fadlalla,124494.0,Left Center Back,162,Qatar,3566,['1046ba64-ca60-4ce3-bfc8-7c7e1e3d52ac'],18,,,,,,,,,,,,,,,,,,Qatar,3566,00:12:18.879,Pass,
,,,,,,,,,,,,,,,,1.882067,,,,,,,,,,,0d953af4-fff1-459d-a578-1d7a5ca83fdc,2602,,,"[52.9, 36.8]",3857294,57,,,,1.5411754,,Right Foot,,,,"[53.7, 63.8]",,High Pass,,27.011848,,,,,Pedro Miguel Correia,124506.0,,,,,,2,Regular Play,Akram Hassan Afif,40784.0,Left Center Forward,162,Qatar,3566,['edb25a26-caca-42c7-9dcd-1948033a114c'],21,,,,,,,,,,,,,,,,,,Qatar,3566,00:12:21.134,Pass,
,,,,,,,,,,,,,,,,1.466681,,,,,,,,,,,5851f3ea-9ffc-454f-a0b6-de2acbb60ebc,2605,,,"[80.0, 71.3]",3857294,57,,,,-2.515801,,Right Foot,,,,"[68.1, 62.7]",,Ground Pass,,14.682302,,,,,Akram Hassan Afif,40784.0,,,,,,2,Regular Play,Pedro Miguel Correia,124506.0,Right Center Back,162,Qatar,3566,['1c638470-7d7f-44a1-9ef0-5cb774b981df'],29,,,,,,,,,,,,,,,,,,Qatar,3566,00:12:29.211,Pass,
,,,,,,,,,,,,,,,,2.289718,,,,,,,,,,,98d93fa3-599e-4ce5-bea2-f51850ee9947,2608,,,"[68.9, 59.1]",3857294,57,,,,-1.5906448,,Right Foot,,,,"[68.1, 18.8]",,High Pass,,40.30794,,,,,Abdelkarim Hassan Al Haj Fadlalla,124494.0,,True,,,,2,Regular Play,Akram Hassan Afif,40784.0,Left Center Forward,162,Qatar,3566,['c2a53a2a-afc4-4591-af30-36d88d6d3375'],32,,,,,,,,,,,,,,,,,,Qatar,3566,00:12:32.367,Pass,
,,,,,,,,,,,,,,,,0.975266,,,,,,,,,,,2efbcb50-7c25-4c57-94f4-1c84cdd62960,2611,,,"[92.1, 8.3]",3857294,57,,,,1.322201,,Left Foot,,,,"[95.4, 21.3]",,Ground Pass,,13.412308,,,,,Almoez Ali Zainalabiddin Abdulla,124495.0,,,,,,2,Regular Play,Abdelkarim Hassan Al Haj Fadlalla,124494.0,Left Center Back,162,Qatar,3566,['d964a29d-1dce-4151-9ca2-259ecb53ac6c'],39,,,,,,,,,,,,,,,,,,Qatar,3566,00:12:39.723,Pass,
,,,,,,,,,,,,,,,,0.429989,,,,,,,,,,,5d1095ee-7f3e-4cc8-a2c6-7a1c04ba4a74,2614,,,"[95.5, 21.3]",3857294,57,,,,0.13800602,,Right Foot,,,,"[99.1, 21.8]",,Ground Pass,,3.6345563,,,Incomplete,,Abdelkarim Hassan Al Haj Fadlalla,124494.0,,,,,,2,Regular Play,Almoez Ali Zainalabiddin Abdulla,124495.0,Right Center Forward,162,Qatar,3566,"['20103ff8-4135-4b61-b8b3-ddc97b31432b', '74d9d293-488f-448d-8eb5-fad63bf92cdf', 'af78b3e3-069d-4949-926d-2d500a200cfe']",40,,,,,,,,,,,,,,,,,,Qatar,3566,00:12:40.680,Pass,True
,,,,,,,,,,,,,,,,1.928599,,,,,,,,,,,45f9ffc2-6b30-431b-ba6b-ac178deb94f5,2620,,,"[19.1, 59.6]",3857294,57,,,,0.64205813,,Right Foot,,,,"[30.2, 67.9]",,Ground Pass,,13.860014,,,Incomplete,,Denzel Dumfries,8125.0,,,,,Recovery,2,Regular Play,Davy Klaassen,4318.0,Center Attacking Midfield,162,Qatar,3566,"['046c9cdb-8fad-4e68-ad47-cf140bbd101c', '11d27f86-b741-407f-93d7-713bed13bf72', '813f7236-b803-4155-93ca-e9955af5a510']",42,,,,,,,,,,,,,,,,,,Netherlands,941,00:12:42.750,Pass,True
,,,,,,,,,,,,,,,,1.867149,,,,,,,,,,,4cf1a2e6-809c-4384-81b4-efc604c54a35,2627,,,"[82.7, 0.1]",3857294,57,True,,,3.0177166,,,,,,"[57.0, 3.3]",,Low Pass,,25.898455,,,,,Abdelkarim Hassan Al Haj Fadlalla,124494.0,,,,,Throw-in,2,From Throw In,Homam Alamin Ahmed,124900.0,Left Wing Back,163,Qatar,3566,['596d1fea-0b22-4a10-8cfe-8719093d5e5e'],51,,,,,,,,,,,,,,,,,,Qatar,3566,00:12:51.822,Pass,
,,,,,,,,,,,,,,,,1.680832,,,,,,,,,,,1a1166fc-d866-4a74-93a8-e6cdfa5323c0,2629,,,"[56.8, 6.1]",3857294,57,True,,,1.8337078,,Right Foot,,,,"[45.2, 49.2]",,Ground Pass,,44.63373,,,,,Boualem Khoukhi,124493.0,,True,,,,2,From Throw In,Abdelkarim Hassan Al Haj Fadlalla,124494.0,Left Center Back,163,Qatar,3566,['c5ecae43-070e-4a8e-b699-f8c8add669b5'],54,,,,,,,,,,,,,,,,,,Qatar,3566,00:12:54.517,Pass,
,,,,,,,,,,,,,,,,1.175336,,,,,,,,,,,7c9ff1f9-ecbb-408f-be6e-6ab927363988,2631,,,"[40.5, 34.3]",3857294,58,True,,,-1.4186081,,Right Foot,,,,"[43.0, 18.0]",,Ground Pass,,16.490602,,,,,Assim Omer Al Haj Madibo,124500.0,,,,,,2,From Throw In,Boualem Khoukhi,124493.0,Center Back,163,Qatar,3566,['9c548f1e-ad55-42fd-8fbb-ee2cd691ad79'],0,,,,,,,,,,,,,,,,,,Qatar,3566,00:13:00.291,Pass,
,,,,,,,,,,,,,,,,1.34775,,,,,,,,,,,60a3ce69-57b5-4138-85e8-2d10fa9fe48f,2633,,,"[44.6, 16.6]",3857294,58,,,,-0.25994015,,Right Foot,,,,"[54.0, 14.1]",,Ground Pass,,9.726768,,,,,Akram Hassan Afif,40784.0,,,,,,2,From Throw In,Assim Omer Al Haj Madibo,124500.0,Center Defensive Midfield,163,Qatar,3566,['7b058fcf-333d-42e6-b846-089c65a66068'],1,,,,,,,,,,,,,,,,,,Qatar,3566,00:13:01.546,Pass,
,,,,,,,,,,,,,,,,0.826322,,,,,,,,,,,7a9147e8-f2d0-4452-ad3b-005fd8796173,2636,,,"[56.8, 5.3]",3857294,58,,,,3.1415927,,Right Foot,,,,"[44.3, 5.3]",,Ground Pass,,12.5,,,,,Assim Omer Al Haj Madibo,124500.0,,,,,,2,From Throw In,Akram Hassan Afif,40784.0,Left Center Forward,163,Qatar,3566,['4c9db13c-9ac9-4c38-99d6-2add15bba09e'],8,,,,,,,,,,,,,,,,,,Qatar,3566,00:13:08.153,Pass,
,,,,,,,,,,,,,,,,1.78655,,,,,,,,,,,57f495f0-f856-4225-b4d0-4e07b56150d7,2639,,,"[41.3, 7.2]",3857294,58,,,,2.1684024,,Right Foot,,,,"[28.3, 26.3]",,Ground Pass,,23.104328,,,,,Boualem Khoukhi,124493.0,,,,,,2,From Throw In,Assim Omer Al Haj Madibo,124500.0,Center Defensive Midfield,163,Qatar,3566,['1b1f672c-1da5-46d3-b113-40a4e2cfa072'],11,,,,,,,,,,,,,,,,,,Qatar,3566,00:13:11.076,Pass,
,,,,,,,,,,,,,,,,1.287984,,,,,,,,,,,e80e465b-2225-416a-b677-2449a3ce0f79,2642,,,"[28.3, 26.5]",3857294,58,,,,-1.3772693,,Right Foot,,,,"[32.2, 6.6]",,Ground Pass,,20.27856,,,,,Assim Omer Al Haj Madibo,124500.0,,,,,,2,From Throw In,Boualem Khoukhi,124493.0,Center Back,163,Qatar,3566,['b50e01ba-01fc-4f04-8e3f-3cf42eb89370'],13,,,,,,,,,,,,,,,,,,Qatar,3566,00:13:13.790,Pass,
,,,,,,,,,,,,,,,,1.151118,,,,,,,,,,,c2e9bb19-2c1d-4427-af76-d328c5ad0281,2645,,,"[31.9, 5.3]",3857294,58,,,,2.1904924,,Right Foot,,,,"[19.7, 22.4]",,Ground Pass,,21.00595,,,,,Boualem Khoukhi,124493.0,,,,,,2,From Throw In,Assim Omer Al Haj Madibo,124500.0,Center Defensive Midfield,163,Qatar,3566,['6890c22f-f9c7-40dd-af34-83be7d188801'],16,,,,,,,,,,,,,,,,,,Qatar,3566,00:13:16.829,Pass,
,,,,,,,,,,,,,,,,1.319647,,,,,,,,,,,f55aab5b-8ced-4370-aeb4-814f0bfb7bc2,2648,,,"[20.0, 24.3]",3857294,58,,,,-0.3842693,,Right Foot,,,,"[38.3, 16.9]",,Ground Pass,,19.739553,,,,,Abdelkarim Hassan Al Haj Fadlalla,124494.0,,,,,,2,From Throw In,Boualem Khoukhi,124493.0,Center Back,163,Qatar,3566,['2009583e-18dc-4538-98a0-457996ae6fc3'],19,,,,,,,,,,,,,,,,,,Qatar,3566,00:13:19.254,Pass,
,,,,,,,,,,,,,,,,1.785558,,,,,,,,,,,e235e6d4-1af0-46fd-b7b2-6d3d521516a8,2651,,,"[38.0, 14.1]",3857294,58,,,,-1.5490606,,Right Foot,,,,"[38.3, 0.3]",,Ground Pass,,13.803261,,,Out,,Assim Omer Al Haj Madibo,124500.0,,,,,,2,From Throw In,Abdelkarim Hassan Al Haj Fadlalla,124494.0,Left Center Back,163,Qatar,3566,"['3ad384dd-ba2a-4b68-86f1-d46e3d26bb34', '46074612-3522-485a-9085-74312eedd734']",20,,,,,,,,,,,,,,,,,,Qatar,3566,00:13:20.573,Pass,True
,,,,,,,,,,,,,,,,2.085947,,,,,,,,,,,43bc58f1-d085-47f8-8509-2926fb88d889,2653,,,"[81.0, 80.0]",3857294,58,True,,,-2.5736735,,,,,,"[64.7, 69.6]",,Low Pass,,19.335201,,,,,Jurriën David Norman Timber,21809.0,,,,,Throw-in,2,From Throw In,Marten de Roon,6994.0,Right Defensive Midfield,164,Netherlands,941,['5fe14e28-65f9-4a8b-99ff-f3feee5aff0f'],28,,,,,,,,,,,,,,,,,,Netherlands,941,00:13:28.124,Pass,
,,,,,,,,,,,,,,,,1.060342,,,,,,,,,,,b5dae9f7-7dc2-40f5-a943-ed3a0267060d,2655,,,"[64.7, 68.5]",3857294,58,,,,-0.6638287,,Right Foot,,,,"[77.1, 58.8]",,Ground Pass,,15.743253,,,,,Frenkie de Jong,8118.0,,,,,,2,From Throw In,Jurriën David Norman Timber,21809.0,Right Center Back,164,Netherlands,941,['c797ff3d-c234-4335-8720-27c55b6cad0a'],32,,,,,,,,,,,,,,,,,,Netherlands,941,00:13:32.384,Pass,
,,,,,,,,,,,,,,,,1.131662,,,,,,,,,,,320a6a0f-f0d1-47e0-baf9-0e54b62db5af,2658,,,"[74.9, 58.0]",3857294,58,,,,1.3630277,,Right Foot,,,,"[78.8, 76.5]",,Ground Pass,,18.906612,,,,,Denzel Dumfries,8125.0,,,,,,2,From Throw In,Frenkie de Jong,8118.0,Left Defensive Midfield,164,Netherlands,941,['0ba603f4-b86f-49b1-b2a1-9be6182054f2'],33,,,,,,,,,,,,,,,,,,Netherlands,941,00:13:33.896,Pass,
,,,,,,,,,,,,,,,,1.014288,,,,,,,,,,,e3d07169-cd7e-4b8c-84f8-ae7fe8cfab70,2661,,,"[78.5, 75.7]",3857294,58,,,,-2.6814911,,Right Foot,,,,"[67.2, 70.1]",,Ground Pass,,12.611503,,,,,Jurriën David Norman Timber,21809.0,,,,,,2,From Throw In,Denzel Dumfries,8125.0,Right Wing Back,164,Netherlands,941,['3273d5e1-e7b0-4a15-b774-69fb61273dfb'],36,,,,,,,,,,,,,,,,,,Netherlands,941,00:13:36.809,Pass,
,,,,,,,,,,,,,,,,0.863639,,,,,,,,,,,60564fe2-bb49-47ea-8f1a-a21dd9ce887b,2664,,,"[67.2, 70.1]",3857294,58,,,,-1.3915806,,Right Foot,,,,"[69.7, 56.3]",,Ground Pass,,14.024621,,,,,Frenkie de Jong,8118.0,,,,,,2,From Throw In,Jurriën David Norman Timber,21809.0,Right Center Back,164,Netherlands,941,['71bfa4c4-f4c1-4627-ba8f-38c722d850fb'],38,,,,,,,,,,,,,,,,,,Netherlands,941,00:13:38.692,Pass,
,,,,,,,,,,,,,,,,1.516286,,,,,,,,,,,048535fd-29a5-4211-99a6-ac8e526b28df,2667,,,"[69.4, 54.9]",3857294,58,,,,1.0452808,,Right Foot,,,,"[82.1, 76.8]",,Ground Pass,,25.316002,,,,,Denzel Dumfries,8125.0,,,,,,2,From Throw In,Frenkie de Jong,8118.0,Left Defensive Midfield,164,Netherlands,941,['a0e39b89-3297-4c4d-8005-ae4630078fcd'],42,,,,,,,,,,,,,,,,,,Netherlands,941,00:13:42.116,Pass,
,,,,,,,,,,,,,,,,2.072078,,,,,,,,,,,2351999b-29f3-4b99-bc8a-4572f95a060c,2670,,,"[85.7, 77.3]",3857294,58,,,,-0.681017,,Right Foot,,,,"[97.3, 67.9]",,Ground Pass,,14.930506,,,,,Davy Klaassen,4318.0,,,,,,2,From Throw In,Denzel Dumfries,8125.0,Right Wing Back,164,Netherlands,941,['56c6a6cf-3985-4ce4-88fb-78ec4d8acfd1'],43,,,,,,,,,,,,,,,,,,Netherlands,941,00:13:43.752,Pass,
,,,,,,,,,,,,,,,,0.134897,,,,,,,,,,,fc32b498-f37f-43e5-b962-f7f7f6dedb40,2674,,,"[102.0, 66.5]",3857294,58,,,,-1.6951513,,Right Foot,,,,"[101.7, 64.1]",,Ground Pass,,2.4186773,,,Incomplete,,Cody Mathès Gakpo,20750.0,,,,,,2,From Throw In,Davy Klaassen,4318.0,Center Attacking Midfield,164,Netherlands,941,"['338b5ed7-79e5-4b6b-b2db-16d6f64452d6', 'a2ef8405-fab0-449e-9e08-b9005a7aa029', 'e4d4dd10-3998-4943-8533-e53d96466f3b']",45,,,,,,,,,,,,,,,,,,Netherlands,941,00:13:45.864,Pass,True
,,,,,,,,,,,,,,,,0.281398,,,,,,,,,,,0d9c7883-e031-41aa-9ddc-8c28482fb9a1,2682,,,"[23.1, 45.9]",3857294,58,,,,1.5707964,,Left Foot,,,,"[23.1, 47.8]",,Ground Pass,,1.9,,,Incomplete,,Ismaeel Mohammad Mohammad,124899.0,,,,,,2,From Throw In,Hassan Khalid Al Heidos,124488.0,Left Center Midfield,164,Netherlands,941,"['7ceb8637-9f9c-4ac8-9d3d-47e19a19d526', '9d7dc000-ddec-434b-a6e4-a3d213d7ed97', 'ee059bd0-943a-4ae3-8053-03011474aba6']",49,,,,,,,,,,,,,,,,,,Qatar,3566,00:13:49.704,Pass,True
,,,,,,,,,,,,,,,,3.707774,,,,,,,,,,,4fb290e1-3e5a-4e51-84ae-220f383ef688,2686,,,"[91.2, 34.5]",3857294,58,,,,-2.4487562,,Left Foot,,,,"[65.3, 13.0]",,Ground Pass,,33.660957,,,,,Marten de Roon,6994.0,,,,,Recovery,2,From Throw In,Daley Blind,3311.0,Left Wing Back,164,Netherlands,941,"['c42c09dc-5e7e-4d50-b3aa-ebb6434b34a4', 'f04553df-38a3-40e6-8dcb-ceecc5ccb470']",51,,,,,,,,,,,,,,,,,,Netherlands,941,00:13:51.576,Pass,True
,,,,,,,,,,,,,,,,1.404302,,,,,,,,,,,b3c4d617-e39f-48d1-97fd-f6097cfb6dbe,2689,,,"[64.7, 14.3]",3857294,58,,,,1.3212979,,Right Foot,,,,"[70.0, 35.1]",,Ground Pass,,21.464622,,,,,Frenkie de Jong,8118.0,,,,,,2,From Throw In,Marten de Roon,6994.0,Right Defensive Midfield,164,Netherlands,941,['d9fb7a98-7b14-40f0-bdd2-ce878f8a1d57'],57,,,,,,,,,,,,,,,,,,Netherlands,941,00:13:57.475,Pass,
,,,,,,,,,,,,,,,,1.251331,,,,,,,,,,,1dd656ed-9dde-47e9-b568-f89208596884,2692,,,"[70.2, 38.9]",3857294,59,,,,1.3346237,,Right Foot,,,,"[76.0, 63.0]",,Ground Pass,,24.788101,,,,,Jurriën David Norman Timber,21809.0,,,,,,2,From Throw In,Frenkie de Jong,8118.0,Left Defensive Midfield,164,Netherlands,941,['d4f16c64-8447-493b-96f3-98972a815590'],2,,,,,,,,,,,,,,,,,,Netherlands,941,00:14:02.434,Pass,
,,,,,,,,,,,,,,,,0.776259,,,,,,,,,,,6dc07ba6-18ba-4bd8-9e3a-772f72dd18b8,2695,,,"[79.6, 67.9]",3857294,59,,,,-1.2584499,,Right Foot,,,,"[82.7, 58.3]",,Ground Pass,,10.088112,,,,,Davy Klaassen,4318.0,,,,,,2,From Throw In,Jurriën David Norman Timber,21809.0,Right Center Back,164,Netherlands,941,['42c19c03-2f71-48a8-8871-9a1113115b6c'],5,,,,,,,,,,,,,,,,,,Netherlands,941,00:14:05.782,Pass,
,,,,,,,,,,,,,,,,1.063343,,,,,,,,,,,173fb5dd-370f-4a0d-8524-a80bb1d05cb9,2697,,,"[82.7, 59.1]",3857294,59,,,,1.8925469,,Left Foot,,,,"[79.4, 69.0]",,Ground Pass,,10.435516,,,,,Jurriën David Norman Timber,21809.0,,,,,,2,From Throw In,Davy Klaassen,4318.0,Center Attacking Midfield,164,Netherlands,941,['95aaf326-5a1d-43d6-bc82-9b3362c392ca'],6,,,,,,,,,,,,,,,,,,Netherlands,941,00:14:06.559,Pass,
,,,,,,,,,,,,,,,,0.840581,,,,,,,,,,,d164ef6a-95ca-4574-918d-1b0c333c6b7a,2700,,,"[80.5, 67.9]",3857294,59,,,,-0.89282614,,Right Foot,,,,"[89.6, 56.6]",,Ground Pass,,14.508618,,,,,Cody Mathès Gakpo,20750.0,,,,,,2,From Throw In,Jurriën David Norman Timber,21809.0,Right Center Back,164,Netherlands,941,['a889ee13-ce4f-49a6-8b29-0e35f526d3a6'],9,,,,,,,,,,,,,,,,,,Netherlands,941,00:14:09.173,Pass,
,,,,,,,,,,,,,,,,0.812108,,,,,,,,,,,fdde3418-6a91-4a74-9025-4f97c3ca2dfc,2703,,,"[89.3, 56.3]",3857294,59,,,,-2.9165545,,Right Foot,,,,"[81.0, 54.4]",,Ground Pass,,8.514693,,,,,Davy Klaassen,4318.0,,,,,,2,From Throw In,Cody Mathès Gakpo,20750.0,Right Center Forward,164,Netherlands,941,['bd9d5831-7f68-446f-bdbe-d85d14412ed5'],11,,,,,,,,,,,,,,,,,,Netherlands,941,00:14:11.391,Pass,
,,,,,,,,,,,,,,,,0.861801,,,,,,,,,,,54b0beb3-e4c9-49c1-8f6d-05ec68a8f370,2706,,,"[80.7, 54.7]",3857294,59,,,,1.2422432,,Right Foot,,,,"[85.2, 67.9]",,Ground Pass,,13.945967,,,,,Jurriën David Norman Timber,21809.0,,,,,,2,From Throw In,Davy Klaassen,4318.0,Center Attacking Midfield,164,Netherlands,941,['e0827e07-cfdb-4598-b464-5faba3cbea3b'],12,,,,,,,,,,,,,,,,,,Netherlands,941,00:14:12.243,Pass,
,,,,,,,,,,,,,,,,0.858678,,,,,,,,,,,5f4bf365-ed33-468c-a08f-45be372d899b,2709,,,"[85.4, 67.4]",3857294,59,,,,-1.9853032,,Right Foot,,,,"[82.1, 59.9]",,Ground Pass,,8.1939,,,,,Frenkie de Jong,8118.0,,,,,,2,From Throw In,Jurriën David Norman Timber,21809.0,Right Center Back,164,Netherlands,941,['cf2ec649-7bec-4c29-91f1-c7e6745e3036'],14,,,,,,,,,,,,,,,,,,Netherlands,941,00:14:14.365,Pass,
,,,,,,,,,,,,,,,,1.219648,,,,,,,,,,,4c5afa17-ff91-4abf-8098-bca4feb0fd80,2713,,,"[82.4, 59.6]",3857294,59,,,,0.061565932,,Right Foot,,,,"[97.0, 60.5]",,Ground Pass,,14.627713,,,,,Denzel Dumfries,8125.0,,,,,,2,From Throw In,Frenkie de Jong,8118.0,Left Defensive Midfield,164,Netherlands,941,"['0e14f849-daeb-4c5d-8d8b-e6f179b33c23', 'fd4f7f79-f988-4170-93e0-5ea607d5903f']",15,,,,,,,,,,,,,,,,,,Netherlands,941,00:14:15.304,Pass,True
