ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.81134,,,,,,,,,,,,,a9d1f988-c11e-4d86-b618-81dd7094ef0d,2566,,"[64.9, 53.8]",3869152,63,,,,,1.7328838,,Right Foot,,,"[62.3, 69.7]",,Low Pass,,16.111176,,,,,Kamil Glik,3034.0,,,,,,2,From Free Kick,Piotr Zieliński,5660.0,Right Defensive Midfield,104,Poland,789,"['75289a1b-a8b7-4ea3-963a-82bc37abe16f', '76683977-8577-460e-b3db-7741568b7531']",54,,,,,,,,,,,,,,,,Poland,789,00:18:54.116,Pass,True
,,,,,,,,,,,,,,0.849673,,,,,,,,,,,,,2a4ee7fe-06e4-4613-961e-0c02ab3367f0,2569,,"[62.7, 69.7]",3869152,63,,,,,0.6556956,,Left Foot,,,"[67.9, 73.7]",,Ground Pass,,6.5604877,,,,,Matty Cash,4734.0,,,,,,2,From Free Kick,Kamil Glik,3034.0,Right Center Back,104,Poland,789,['c292f3e2-b613-40d3-bceb-289f51dcb5cd'],58,,,,,,,,,,,,,,,,Poland,789,00:18:58.438,Pass,
,,,,,,,,,,,,,,0.830004,,,,,,,,,,,,,2b8eb4a4-72b6-4238-bd99-0cef643ae05d,2572,,"[67.9, 73.3]",3869152,63,,,,,-1.5480729,,Right Foot,,,"[68.1, 64.5]",,Ground Pass,,8.802273,,,,,Piotr Zieliński,5660.0,,,,,,2,From Free Kick,Matty Cash,4734.0,Right Back,104,Poland,789,['59665d4c-ad29-4281-aeef-29c5123787a7'],59,,,,,,,,,,,,,,,,Poland,789,00:18:59.869,Pass,
,,,,,,,,,,,,,,0.938615,,,,,,,,,,,,,dbecfa47-693a-4a01-a32d-0883a987ec37,2576,,"[73.6, 62.6]",3869152,64,,,,,-0.3279875,,Left Foot,,,"[88.0, 57.7]",,Ground Pass,,15.210852,,,Incomplete,,,,,,,,,2,From Free Kick,Piotr Zieliński,5660.0,Right Defensive Midfield,104,Poland,789,['09be3d8a-b879-4848-86e5-0484ac98a42f'],2,,,,,,,,,,,,,,,,Poland,789,00:19:02.316,Pass,
,,,,,,,,,,,,,,1.068603,,,,,,,,,,,,,b483002a-a89d-4b45-a803-85c224bd7c1b,2579,,"[41.1, 14.3]",3869152,64,,,,,0.25445205,,Right Foot,,,"[63.4, 20.1]",,Ground Pass,,23.041918,,,,,Kylian Mbappé Lottin,3009.0,,,,,,2,Regular Play,Dayotchanculle Upamecano,8519.0,Left Center Back,105,France,771,['8bcbdbc1-35b6-4233-bd21-ff78e936a3ce'],4,,,,,,,,,,,,,,,,France,771,00:19:04.629,Pass,
,,,,,,,,,,,,,,1.605486,,,,,,,,,,,,,b94ad721-83a5-4575-978c-d2af2cc17a65,2581,,"[62.5, 19.6]",3869152,64,,,,,-1.5891429,,Right Foot,,,"[62.3, 8.7]",,Ground Pass,,10.9018345,,,,,Dayotchanculle Upamecano,8519.0,,,,,,2,Regular Play,Kylian Mbappé Lottin,3009.0,Left Wing,105,France,771,['9ed7f1e9-65cb-4edc-a24d-43695376a37f'],5,,,,,,,,,,,,,,,,France,771,00:19:05.697,Pass,
,,,,,,,,,,,,,,3.406301,,,,,,,,,,,,,04946634-8f44-4672-aa8e-4497126b0982,2584,,"[62.7, 10.6]",3869152,64,,,,,0.3552611,,Right Foot,,,"[109.6, 28.0]",,High Pass,,50.023693,,,Incomplete,,Kylian Mbappé Lottin,3009.0,,,,,,2,Regular Play,Dayotchanculle Upamecano,8519.0,Left Center Back,105,France,771,"['1e2ad5af-6fb0-43c1-850a-f3d80bf23e33', 'f1b4e722-247f-4893-835e-5a9e1aa104c2']",9,,,,,,,,,,,,,,,,France,771,00:19:09.261,Pass,
,,,,,,,,,,,,,,2.448814,,,,,,,,,,,,,1a6e072c-5aa8-4bd6-9520-b53752fa4600,2588,,"[9.9, 54.7]",3869152,64,,,,,-1.374,,Keeper Arm,,,"[16.3, 22.6]",,Ground Pass,,32.73179,,,,,Bartosz Bereszyński,5673.0,,,,,,2,Regular Play,Wojciech Szczęsny,5669.0,Goalkeeper,106,Poland,789,['dbcf3927-675d-4ca3-8720-7a2fc54ac949'],14,,,,,,,,,,,,,,,,Poland,789,00:19:14.077,Pass,
,,,,,,,,,,,,,,1.495325,,,,,,,,,,,,,e85e7599-2761-40ea-8958-fc8971914285,2591,,"[21.5, 19.4]",3869152,64,,,,,1.7182335,,Left Foot,,,"[20.0, 29.5]",,Ground Pass,,10.210778,,,,,Jakub Piotr Kiwior,44166.0,,,,,,2,Regular Play,Bartosz Bereszyński,5673.0,Left Back,106,Poland,789,['ea960d88-4aa6-4a76-b52a-2d785fd30cfd'],19,,,,,,,,,,,,,,,,Poland,789,00:19:19.134,Pass,
,,,,,,,,,,,,,,1.333871,,,,,,,,,,,,,2c7aa13d-844b-4a96-93c2-773581bdf85b,2594,,"[21.5, 29.5]",3869152,64,,,,,0.6166481,,Left Foot,,,"[45.2, 46.3]",,Ground Pass,,29.050474,,,,,Piotr Zieliński,5660.0,,,,,,2,Regular Play,Jakub Piotr Kiwior,44166.0,Left Center Back,106,Poland,789,['3bf2e29c-3edf-4585-9ecc-e45cf23ff339'],21,,,,,,,,,,,,,,,,Poland,789,00:19:21.904,Pass,
,,,,,,,,,,,,,,1.567516,,,,,,,,,,,,,d7f3cba8-6bc2-42b3-bea4-d5597e8527b6,2598,,"[64.4, 50.4]",3869152,64,,,,,0.97029436,,Left Foot,,,"[80.7, 74.2]",,Ground Pass,,28.846664,,,,,Robert Lewandowski,5668.0,,,,,,2,Regular Play,Piotr Zieliński,5660.0,Right Defensive Midfield,106,Poland,789,"['476762de-c285-4c09-9742-41bf5eaaaa28', 'a3ae5a01-8511-4927-b1f5-3cac3c46351a']",26,,,,,,,,,,,,,,,,Poland,789,00:19:26.915,Pass,True
,,,,,,,,,,,,,,1.056311,,,,,,,,,,,,,bba1fbf2-cf12-41b3-a7e4-efa3050241b7,2601,,"[88.6, 74.2]",3869152,64,,,,,-1.0773302,,Right Foot,True,,"[102.1, 49.1]",,Low Pass,,28.500175,,,Incomplete,,,,,,,,,2,Regular Play,Robert Lewandowski,5668.0,Center Forward,106,Poland,789,['c86f168e-147a-46c9-99dc-4e54e3f484bc'],30,,,,,,,,,,,,,,,,Poland,789,00:19:30.433,Pass,
,,,,,,,,,,,,,,1.113081,,,,,,,,,,,,,0fa60456-e1de-42c8-b480-fb2a4ae819ea,2603,,"[19.1, 22.4]",3869152,64,,,,,-0.13203976,,Head,,,"[31.9, 20.7]",,High Pass,,12.912397,,,,,Olivier Giroud,3604.0,,,,,Recovery,2,Regular Play,Theo Bernard François Hernández,6704.0,Left Back,107,France,771,['28998644-e254-4147-b22a-c465225b83b0'],34,,,,,,,,,,,,,,,,France,771,00:19:34.336,Pass,
,,,,,,,,,,,,,,3.109011,,,,,,,,,,,,,1107aeef-4f41-4e5f-a3aa-c3a778533f4b,2606,,"[31.9, 20.7]",3869152,64,,,,,-1.005407,,Left Foot,,,"[41.1, 6.2]",,Low Pass,,17.172361,,,,,Adrien Rabiot,3026.0,,,,,,2,Regular Play,Olivier Giroud,3604.0,Center Forward,107,France,771,['37369e96-04f7-4117-9e14-c345805785c9'],36,,,,,,,,,,,,,,,,France,771,00:19:36.112,Pass,
,,,,,,,,,,,,,,0.857023,,,,,,,,,,,,,548865f7-fb5b-4ab6-a5ca-15f51dd73655,2611,,"[55.7, 13.6]",3869152,64,,,,,1.6321229,,Left Foot,,,"[55.0, 25.0]",,Ground Pass,,11.421471,,,,,Olivier Giroud,3604.0,,,,,,2,Regular Play,Adrien Rabiot,3026.0,Left Defensive Midfield,107,France,771,['6fd4706c-f734-44d0-8fc4-1ef955ae15a6'],43,,,,,,,,,,,,,,,,France,771,00:19:43.923,Pass,
,,,,,,,,,,,,,,1.34715,,,,,,,,,,,,,cae213a8-1db4-4569-a160-ff70e5f9eb2b,2614,,"[57.6, 33.8]",3869152,64,,,,,0.99227214,,Left Foot,,,"[70.4, 53.4]",,Ground Pass,,23.409399,,,,,Ousmane Dembélé,5477.0,,,,,,2,Regular Play,Olivier Giroud,3604.0,Center Forward,107,France,771,['01025521-0b3d-4b2c-86d2-330861bd137a'],46,,,,,,,,,,,,,,,,France,771,00:19:46.016,Pass,
,,,,,,,,,,,,,,2.746775,,,,,,,,,,,,,9da314e9-777f-4092-94e1-3061ad0d71aa,2617,,"[86.2, 64.8]",3869152,64,,,,,0.66717803,,Left Foot,,,"[100.8, 76.3]",,Ground Pass,,18.585209,,,,,Jules Koundé,4445.0,,,,,,2,Regular Play,Ousmane Dembélé,5477.0,Right Wing,107,France,771,['335ccd59-9e6f-41b0-9e56-5bb69e005f3d'],49,,,,,,,,,,,,,,,,France,771,00:19:49.425,Pass,
,,,,,,,,,,,,,,0.891796,,,,,,,,,,,,,f495c8f1-bacd-493f-ad8d-413e80716799,2620,,"[106.8, 72.0]",3869152,64,,,,,-2.598931,,Right Foot,,,"[93.7, 64.1]",,Ground Pass,,15.297712,,,,,Ousmane Dembélé,5477.0,,,,,,2,Regular Play,Jules Koundé,4445.0,Right Back,107,France,771,['66e32421-438e-4a0a-8f38-7fb5a9e85a3b'],54,,,,,,,,,,,,,,,,France,771,00:19:54.193,Pass,
,,,,,,,,,,,,,,1.415364,,,,,,,,,,,,,3a4119d7-2bf7-43c8-8eb4-beb07720330b,2623,,"[91.2, 60.3]",3869152,64,,,,,0.7853982,,Left Foot,,,"[101.2, 70.3]",,Ground Pass,,14.142136,,,,,Antoine Griezmann,5487.0,,,,,,2,Regular Play,Ousmane Dembélé,5477.0,Right Wing,107,France,771,['82c87668-da51-4ce4-a9bd-e688c37ccc05'],57,,,,,,,,,,,,,,,,France,771,00:19:57.366,Pass,
,,,,,,,,,,,,,,1.815261,,,,,,,,,,,,,5f1e4628-2d87-49b2-ad68-4850466282da,2626,,"[98.0, 69.0]",3869152,65,,,,,-2.4195244,,Left Foot,,,"[87.1, 59.4]",,Ground Pass,,14.524806,,,,,Aurélien Djani Tchouaméni,10481.0,,,,,,2,Regular Play,Antoine Griezmann,5487.0,Center Attacking Midfield,107,France,771,['fbeb8523-00f2-427b-bc15-5583644ccbfd'],0,,,,,,,,,,,,,,,,France,771,00:20:00.754,Pass,
,,,,,,,,,,,,,,1.67232,,,,,,,,,,,,,a7b5f502-131d-405b-a36d-aab2e850c3f0,2629,,"[86.2, 58.8]",3869152,65,,,,,0.5629509,,Right Foot,,,"[106.8, 71.8]",,High Pass,,24.358982,,,,,Jules Koundé,4445.0,,,,,,2,Regular Play,Aurélien Djani Tchouaméni,10481.0,Right Defensive Midfield,107,France,771,['fc67fb9d-875c-43ef-b716-ccdae77a7e67'],4,,,,,,,,,,,,,,,,France,771,00:20:04.673,Pass,
,,,,,,,,,,,,,,0.595272,,,,,,,,,,,,,bfc2a005-21d5-4079-ad26-81c5c693859b,2632,,"[112.6, 65.2]",3869152,65,,,,,-1.3986055,7591bf5f-3557-4f9a-b967-485aebef76d4,Right Foot,True,,"[115.8, 46.8]",,Low Pass,,18.676188,,,,,Olivier Giroud,3604.0,True,,,,,2,Regular Play,Jules Koundé,4445.0,Right Back,107,France,771,['2843b8d4-ca2c-477a-86e2-3e9e9876a261'],8,,,,,,,,,,,,,,,,France,771,00:20:08.154,Pass,
,,,,,,,,,,,,,,3.561279,,,,,,,,,,,,,939eabc3-0edc-4122-811b-5f56cb5ee603,2638,,"[6.0, 44.0]",3869152,65,,,,,0.28596854,,Right Foot,,,"[71.3, 63.2]",,High Pass,,68.06416,,,Incomplete,,,,,,,,Goal Kick,2,From Goal Kick,Wojciech Szczęsny,5669.0,Goalkeeper,108,Poland,789,['abb0f463-a386-47aa-8006-190b02ffcaf5'],50,,,,,,,,,,,,,,,,Poland,789,00:20:50.260,Pass,
,,,,,,,,,,,,,,1.578387,,,,,,,,,,,,,72167677-e084-4e04-bb24-8f2c3c5ce520,2641,,"[38.0, 18.1]",3869152,65,,,,,-0.20687395,,Head,,,"[46.1, 16.4]",,High Pass,,8.276473,,,,,Adrien Rabiot,3026.0,,,,,Recovery,2,From Goal Kick,Theo Bernard François Hernández,6704.0,Left Back,108,Poland,789,['f2989c22-0e04-405a-b6a7-48587288da59'],54,,,,,,,,,,,,,,,,France,771,00:20:54.603,Pass,
,,,,,,,,,,,,,,0.683496,,,,,,,,,,,,,d6a2aa1d-5275-40f7-a713-51a54531d9e1,2645,,"[77.8, 66.1]",3869152,65,,,,,2.1112158,,Right Foot,,,"[75.7, 69.6]",,Ground Pass,,4.0816665,,,,,Robert Lewandowski,5668.0,,,,,Recovery,2,From Goal Kick,Jakub Kamiński,31955.0,Right Wing,108,Poland,789,['4f934075-4e63-4586-9414-508c317d7824'],57,,,,,,,,,,,,,,,,Poland,789,00:20:57.130,Pass,
,,,,,,,,,,,,,,1.249817,,,,,,,,,,,,,0892379a-f53a-46eb-8751-1072637ef7e8,2654,,"[48.4, 5.9]",3869152,66,,,,,0.13176227,,Left Foot,,,"[56.7, 7.0]",,Ground Pass,,8.372574,,,Incomplete,,,,,,,,,2,From Goal Kick,Adrien Rabiot,3026.0,Left Defensive Midfield,108,Poland,789,['0a849a4e-0eda-42a5-86fc-09f8928a801a'],4,,,,,,,,,,,,,,,,France,771,00:21:04.398,Pass,
,,,,,,,,,,,,,,1.15357,,,,,,,,,,,,,020fae48-0a98-44f9-8b18-cd4e5221a069,2657,,"[69.8, 63.7]",3869152,66,,,,,0.51345974,,Right Foot,,,"[83.1, 71.2]",,Ground Pass,,15.268923,,,,,Arkadiusz Milik,5665.0,,,,,,2,From Goal Kick,Piotr Zieliński,5660.0,Right Defensive Midfield,108,Poland,789,['cdc88f1a-1c94-4ae1-9127-0d2b3a564dcf'],8,,,,,,,,,,,,,,,,Poland,789,00:21:08.047,Pass,
,,,,,,,,,,,,,,5.368544,,,,,,,,,,,,,765843c4-1aab-46f2-a326-97831eb70707,2661,,"[91.6, 72.9]",3869152,66,,,,,0.16514868,,Right Foot,,,"[119.8, 77.6]",,Ground Pass,,28.588984,,,Out,,,,,,,,,2,From Goal Kick,Arkadiusz Milik,5665.0,Center Attacking Midfield,108,Poland,789,,11,,,,,,,,,,,,,,,,Poland,789,00:21:11.896,Pass,
,,,,,,,,,,,,,,3.493057,,,,,,,,,,,,,01df2de7-0578-4eee-aec0-9f4d790328bd,2664,,"[7.0, 36.1]",3869152,66,,,,,0.0032733108,,Left Foot,,,"[68.1, 36.3]",,High Pass,,61.100327,,,Incomplete,,Olivier Giroud,3604.0,,,,,Goal Kick,2,From Goal Kick,Hugo Lloris,3099.0,Goalkeeper,109,France,771,"['3fa4bd9b-3068-46d0-a25b-ddf8ba73fd5f', '75d221ba-3607-40ef-b5cc-c6734908af4b']",51,,,,,,,,,,,,,,,,France,771,00:21:51.418,Pass,
,,,,,,,,,,,,,,2.611847,,,,,,,,,,,,,75d221ba-3607-40ef-b5cc-c6734908af4b,2666,,"[52.0, 43.8]",3869152,66,,,,,-0.070236035,,Head,,,"[91.8, 41.0]",,High Pass,,39.898373,,,Incomplete,,,,,,,,Recovery,2,From Goal Kick,Grzegorz Krychowiak,3637.0,Left Defensive Midfield,109,France,771,"['01df2de7-0578-4eee-aec0-9f4d790328bd', 'ffd34d40-dbfb-4611-b437-e0e0a6ee9947']",54,,,,,,,,,,,,,,,,Poland,789,00:21:54.911,Pass,
,,,,,,,,,,,,,,1.469119,,,,,,,,,,,,,ffd34d40-dbfb-4611-b437-e0e0a6ee9947,2667,,"[28.3, 39.1]",3869152,66,,,,,-2.9795642,,Head,,,"[7.5, 35.7]",,Low Pass,,21.076054,,,,,Hugo Lloris,3099.0,,,,,Recovery,2,From Goal Kick,Raphaël Varane,5485.0,Right Center Back,109,France,771,"['75d221ba-3607-40ef-b5cc-c6734908af4b', 'ae15dd85-0a42-4c48-85cf-ba905da2b331']",57,,,,,,,,,,,,,,,,France,771,00:21:57.523,Pass,
,,,,,,,,,,,,,,4.079354,,,,,,,,,,,,,e64eab94-5057-4bcf-82c0-c62bf614d97e,2671,,"[17.2, 33.5]",3869152,67,,,,,0.30390915,,Drop Kick,,,"[95.0, 57.9]",,High Pass,,81.53649,,,Incomplete,,Olivier Giroud,3604.0,,,,,,2,From Goal Kick,Hugo Lloris,3099.0,Goalkeeper,109,France,771,"['20ab6653-f4a8-4030-8b6e-5a01ad5f447b', 'e0e24a07-5291-4867-a64a-c38de2f7c18a']",13,,,,,,,,,,,,,,,,France,771,00:22:13.805,Pass,
,,,,,,,,,,,,,,2.724044,,,,,,,,,,,,,20ab6653-f4a8-4030-8b6e-5a01ad5f447b,2673,,"[25.1, 22.2]",3869152,67,,,,,0.7788623,,Right Foot,,,"[40.5, 37.4]",,High Pass,,21.63793,,,,,Grzegorz Krychowiak,3637.0,,,,,Recovery,2,Regular Play,Bartosz Bereszyński,5673.0,Left Back,110,Poland,789,"['3c8b20c2-4f2c-4570-8e98-5ba3ab1430b0', 'e64eab94-5057-4bcf-82c0-c62bf614d97e']",17,,,,,,,,,,,,,,,,Poland,789,00:22:17.885,Pass,
,,,,,,,,,,,,,,1.585105,,,,,,,,,,,,,b912a23f-bebb-419f-868d-edec741e2a05,2676,,"[40.5, 37.4]",3869152,67,,,,,2.395722,,Left Foot,,,"[31.3, 45.9]",,High Pass,,12.525574,,,,,Matty Cash,4734.0,,,,,,2,Regular Play,Grzegorz Krychowiak,3637.0,Left Defensive Midfield,110,Poland,789,['9406b338-47bf-4c9f-a747-f5840c0004c9'],20,,,,,,,,,,,,,,,,Poland,789,00:22:20.891,Pass,
,,,,,,,,,,,,,,1.177407,,,,,,,,,,,,,62537ddd-8394-46e1-82a2-bcac24d1a5f0,2678,,"[31.3, 45.9]",3869152,67,,,,,-2.7217126,,Right Foot,,,"[25.7, 43.4]",,Ground Pass,,6.132699,,,,,Kamil Glik,3034.0,,,,,,2,Regular Play,Matty Cash,4734.0,Right Back,110,Poland,789,['1433cdc6-cf40-4b1e-a3d2-337bf523d7f5'],22,,,,,,,,,,,,,,,,Poland,789,00:22:22.476,Pass,
,,,,,,,,,,,,,,2.31544,,,,,,,,,,,,,c8d3aeb3-f2c7-45ec-86e8-536841d70998,2681,,"[25.7, 43.4]",3869152,67,,,,,0.17896894,,Right Foot,,,"[65.5, 50.6]",,High Pass,,40.446014,,,Incomplete,,,,,,,,,2,Regular Play,Kamil Glik,3034.0,Right Center Back,110,Poland,789,['6627f4bf-752f-4184-ba26-0302d2afb137'],25,,,,,,,,,,,,,,,,Poland,789,00:22:25.369,Pass,
,,,,,,,,,,,,,,1.607814,,,,,,,,,,,,,6627f4bf-752f-4184-ba26-0302d2afb137,2682,,"[54.6, 29.5]",3869152,67,,,,,0.09212975,,Head,,,"[73.0, 31.2]",,Low Pass,,18.478365,,,Incomplete,,Adrien Rabiot,3026.0,,,,,Recovery,2,Regular Play,Dayotchanculle Upamecano,8519.0,Left Center Back,110,Poland,789,"['4163a3a5-2ca9-45ec-acaf-f572e2243449', 'aa101f2a-4f4d-4a52-98d1-d45fceaa4574', 'c8d3aeb3-f2c7-45ec-86e8-536841d70998']",27,,,,,,,,,,,,,,,,France,771,00:22:27.684,Pass,
,,,,,,,,,,,,,,3.347311,,,,,,,,,,,,,c01eeca0-f33a-4a42-badf-260c490b1665,2687,,"[66.8, 60.3]",3869152,67,,,,,-0.87105334,,Right Foot,,,"[101.4, 19.2]",,High Pass,,53.72495,,,,,Przemysław Frankowski,7979.0,,True,,,,2,Regular Play,Piotr Zieliński,5660.0,Right Defensive Midfield,110,Poland,789,['aee277d2-d302-4905-9865-1be8d0ec60f3'],34,,,,,,,,,,,,,,,,Poland,789,00:22:34.480,Pass,
,,,,,,,,,,,,,,2.604689,,,,,,,,,,,,,518bcd38-5ab2-45aa-911a-d3396e5657ab,2690,,"[116.4, 12.3]",3869152,67,,,,,1.8515515,,Left Foot,True,,"[104.0, 55.3]",,High Pass,,44.752205,,,Incomplete,,,,,True,,,,2,Regular Play,Przemysław Frankowski,7979.0,Left Wing,110,Poland,789,['b8e15c9b-0879-4c9a-a016-aaff8b766661'],40,,,,,,,,,,,,,,,,Poland,789,00:22:40.490,Pass,
,,,,,,,,,,,,,,2.478837,,,,,,,,,,,,,b8e15c9b-0879-4c9a-a016-aaff8b766661,2691,,"[16.1, 24.8]",3869152,67,,,,,3.0074818,,Other,,,"[3.5, 26.5]",,Low Pass,,12.714166,,,,,Hugo Lloris,3099.0,,,,,Recovery,2,Regular Play,Adrien Rabiot,3026.0,Left Defensive Midfield,111,France,771,"['518bcd38-5ab2-45aa-911a-d3396e5657ab', '7e9040fa-6314-4245-a38c-ff1cf9211662']",43,,,,,,,,,,,,,,,,France,771,00:22:43.095,Pass,
,,,,,,,,,,,,,,3.598296,,,,,,,,,,,,,c231be4c-a283-4b93-9ca5-9677f3d54a30,2694,,"[16.5, 33.8]",3869152,68,,,,,-0.46138516,,Drop Kick,,,"[69.6, 7.4]",,High Pass,,59.300674,,,,,Kylian Mbappé Lottin,3009.0,,,,,,2,Regular Play,Hugo Lloris,3099.0,Goalkeeper,111,France,771,['4d3aec82-c9e9-4fc1-b18d-c1bf0f5978ce'],6,,,,,,,,,,,,,,,,France,771,00:23:06.758,Pass,
,,,,,,,,,,,,,,1.626103,,,,,,,,,,,,,7ef9af72-1c05-4b1c-bad4-500a8078d341,2698,,"[43.5, 60.3]",3869152,68,,,,,0.6121525,,Right Foot,,,"[52.9, 66.9]",,Ground Pass,,11.485643,,,,,Jakub Kamiński,31955.0,,,,,Recovery,2,Regular Play,Piotr Zieliński,5660.0,Right Defensive Midfield,112,Poland,789,['6191748f-1a76-46a4-b3bb-84ad4c674b14'],12,,,,,,,,,,,,,,,,Poland,789,00:23:12.293,Pass,
,,,,,,,,,,,,,,0.890406,,,,,,,,,,,,,322f3094-9fa7-44cc-a9ac-0d7219ec99ab,2702,,"[51.0, 66.5]",3869152,68,,,,,-2.5665205,,Right Foot,,,"[45.6, 63.0]",,Ground Pass,,6.43506,,,,,Piotr Zieliński,5660.0,,,,,,2,Regular Play,Jakub Kamiński,31955.0,Right Wing,112,Poland,789,['e4bb30dd-927f-4f22-9e78-5c4e52481222'],15,,,,,,,,,,,,,,,,Poland,789,00:23:15.905,Pass,
,,,,,,,,,,,,,,0.945939,,,,,,,,,,,,,a1379326-a389-43bd-b76e-711412aff935,2705,,"[49.7, 60.3]",3869152,68,,,,,-1.4056476,,Right Foot,,,"[51.6, 48.9]",,Ground Pass,,11.557249,,,,,Grzegorz Krychowiak,3637.0,,,,,,2,Regular Play,Piotr Zieliński,5660.0,Right Defensive Midfield,112,Poland,789,['90b9af40-85ea-4f8e-8afc-b5f6fadce074'],18,,,,,,,,,,,,,,,,Poland,789,00:23:18.187,Pass,
,,,,,,,,,,,,,,1.035282,,,,,,,,,,,,,a2c9ea5c-a7de-4a9b-aff9-91800c2fb004,2708,,"[51.6, 48.9]",3869152,68,,,,,-0.367723,,Right Foot,,,"[63.8, 44.2]",,Ground Pass,,13.07402,,,,,Arkadiusz Milik,5665.0,,,,,,2,Regular Play,Grzegorz Krychowiak,3637.0,Left Defensive Midfield,112,Poland,789,['9b89b17c-a9b9-407d-b610-a7179c1b4fca'],19,,,,,,,,,,,,,,,,Poland,789,00:23:19.798,Pass,
,,,,,,,,,,,,,,1.191485,,,,,,,,,,,,,6f8e9e0a-4fb7-483e-acc9-22d88383b139,2711,,"[63.8, 44.2]",3869152,68,,,,,-2.3561945,,Left Foot,,,"[49.9, 30.3]",,Ground Pass,,19.657568,,,,,Jakub Piotr Kiwior,44166.0,,,,,,2,Regular Play,Arkadiusz Milik,5665.0,Center Attacking Midfield,112,Poland,789,['bd5dc772-e211-4486-bacf-d1d0c20811e2'],21,,,,,,,,,,,,,,,,Poland,789,00:23:21.517,Pass,
,,,,,,,,,,,,,,1.565641,,,,,,,,,,,,,dd89168e-767f-4c5c-941e-55321bc176e5,2714,,"[52.5, 29.7]",3869152,68,,,,,-0.8437124,,Left Foot,,,"[77.5, 1.6]",,Ground Pass,,37.6113,,,,,Przemysław Frankowski,7979.0,,,,,,2,Regular Play,Jakub Piotr Kiwior,44166.0,Left Center Back,112,Poland,789,['0223eb5a-eb01-4665-9781-6f66566b822d'],24,,,,,,,,,,,,,,,,Poland,789,00:23:24.114,Pass,
,,,,,,,,,,,,,,1.200439,,,,,,,,,,,,,44cec865-d282-483b-8723-a2bf7747165a,2717,,"[82.4, 2.1]",3869152,68,,,,,1.1335742,,Right Foot,,,"[86.7, 11.3]",,Ground Pass,,10.155294,,,,,Arkadiusz Milik,5665.0,,,,,,2,Regular Play,Przemysław Frankowski,7979.0,Left Wing,112,Poland,789,['772ad42c-8d5a-405a-bccb-429944cedc86'],26,,,,,,,,,,,,,,,,Poland,789,00:23:26.730,Pass,
,,,,,,,,,,,,,,2.67608,,,,,,,,,,,,,165928f5-61e5-4b49-8f4d-8df7845c6386,2724,,"[49.5, 64.1]",3869152,68,,,,,0.17921574,,Right Foot,,,"[90.9, 71.6]",,Ground Pass,,42.073864,,,Incomplete,,,,,,,,,2,Regular Play,Youssouf Fofana,11990.0,Right Defensive Midfield,112,Poland,789,['76e4aebf-4abb-4b41-b530-c4a7d91be1b0'],32,,,,,,,,,,,,,,,,France,771,00:23:32.751,Pass,
,,,,,,,,,,,,,,1.137062,,,,,,,,,,,,,d7b9c8f7-2321-4195-998a-f2fe2c64c784,2727,,"[24.7, 14.5]",3869152,68,,,,,0.51830435,,Left Foot,,,"[37.5, 21.8]",,Ground Pass,,14.735332,,,,,Grzegorz Krychowiak,3637.0,,,,,,2,Regular Play,Jakub Piotr Kiwior,44166.0,Left Center Back,112,Poland,789,['874d028e-1e9b-4214-8b2b-f946c3729310'],38,,,,,,,,,,,,,,,,Poland,789,00:23:38.539,Pass,
,,,,,,,,,,,,,,1.078945,,,,,,,,,,,,,5ea624d8-0e03-42c4-bca7-79cb91d878d6,2730,,"[49.9, 20.0]",3869152,68,,,,,-2.6057813,,Right Foot,,,"[43.5, 16.2]",,Ground Pass,,7.4431176,,,,,Bartosz Bereszyński,5673.0,,,,,,2,Regular Play,Grzegorz Krychowiak,3637.0,Left Defensive Midfield,112,Poland,789,['7f508254-f4ad-44dc-8aad-24363f3c966a'],44,,,,,,,,,,,,,,,,Poland,789,00:23:44.320,Pass,
