50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.000801,,,,,,,,,,,,2a6cf27e-ed96-4a8f-82f2-26f656e3c570,942,,,"[45.4, 22.4]",3857295,21,,,,,1.8778421,,Right Foot,,,,"[38.9, 42.9]",,Ground Pass,,21.505814,,,,Óscar Esau Duarte Gaitán,5598.0,,,,,,1,From Keeper,Kendall Jamaal Waston Manley,6328.0,Center Back,43,Costa Rica,795,['9312b45e-ff3e-44df-8f39-4c118d58376d'],32,,,,,,,,,,,,,,,,Costa Rica,795,00:21:32.864,Pass,
,,,,,,,,,,,,,,,,,,2.032345,,,,,,,,,,,,566b641f-3165-402f-89ba-947c2320f8c1,945,,,"[39.9, 40.2]",3857295,21,,,,,-1.4247841,,Right Foot,,,,"[44.9, 6.2]",,Ground Pass,,34.36568,,,,Francisco Javier Calvo Quesada,5600.0,,,,,,1,From Keeper,Óscar Esau Duarte Gaitán,5598.0,Right Center Back,43,Costa Rica,795,['def1400a-c1b6-4265-8f94-84e19025de2f'],37,,,,,,,,,,,,,,,,Costa Rica,795,00:21:37.802,Pass,
,,,,,,,,,,,,,,,,,,1.388075,,,,,,,,,,,,46c52fc6-cfb1-41a4-a8aa-d1432fa5cf34,947,,,"[44.9, 6.2]",3857295,21,,,,,1.2409159,,Left Foot,,,,"[51.2, 24.6]",,Ground Pass,,19.44865,,,,Yeltsin Ignacio Tejeda Valverde,5839.0,,,,,,1,From Keeper,Francisco Javier Calvo Quesada,5600.0,Left Center Back,43,Costa Rica,795,['32bd1b63-4dc4-42cb-ade7-a9d28f035f67'],39,,,,,,,,,,,,,,,,Costa Rica,795,00:21:39.835,Pass,
,,,,,,,,,,,,,,,,,,1.845893,,,,,,,,,,,,098ef9b0-8399-454c-9eb3-8a8d0dacf49a,949,,,"[51.2, 24.6]",3857295,21,,,,,-1.3134726,,Right Foot,,,,"[56.7, 3.7]",,Ground Pass,,21.61157,,,,Bryan Oviedo,5836.0,,,,,,1,From Keeper,Yeltsin Ignacio Tejeda Valverde,5839.0,Left Defensive Midfield,43,Costa Rica,795,['341029a5-ff39-4a04-b335-eaf0c744e92d'],41,,,,,,,,,,,,,,,,Costa Rica,795,00:21:41.223,Pass,
,,,,,,,,,,,,,,,,,,0.652797,,,,,,,,,,,,533c9616-1b5c-4b22-9f57-ad67f14e3ea5,953,,,"[57.2, 5.9]",3857295,21,,,,,1.6191458,,Left Foot,,,,"[56.9, 12.1]",,Low Pass,,6.207254,,Incomplete,,,,,,,,,1,From Keeper,Bryan Oviedo,5836.0,Left Wing Back,43,Costa Rica,795,"['700c5f95-faf5-4b02-b52d-412efe788766', 'e53e5a81-0444-4ab1-bf29-1fd26279b54d']",44,,,,,,,,,,,,,,,,Costa Rica,795,00:21:44.328,Pass,True
,,,,,,,,,,,,,,,,,,2.180922,,,,,,,,,,,,5ea68e8a-a68b-47cf-9861-cfd45c774c73,961,,,"[56.7, 10.3]",3857295,22,,True,,,2.590351,,Right Foot,,,,"[43.2, 18.6]",,Ground Pass,,15.847397,,,,Kendall Jamaal Waston Manley,6328.0,,,,,Free Kick,1,From Free Kick,Yeltsin Ignacio Tejeda Valverde,5839.0,Left Defensive Midfield,44,Costa Rica,795,['9fe48689-4ed5-47fc-aec9-03d5ad7b77e5'],0,,,,,,,,,,,,,,,,Costa Rica,795,00:22:00.469,Pass,
,,,,,,,,,,,,,,,,,,0.97147,,,,,,,,,,,,7e4dd512-2384-4fba-95b5-fbcafde47049,963,,,"[43.2, 18.6]",3857295,22,,,,,1.716012,,Right Foot,,,,"[39.5, 43.9]",,Ground Pass,,25.569122,,,,Óscar Esau Duarte Gaitán,5598.0,,,,,,1,From Free Kick,Kendall Jamaal Waston Manley,6328.0,Center Back,44,Costa Rica,795,['e1be9c56-b1c2-4b29-8619-d1e8c8e73bb3'],3,,,,,,,,,,,,,,,,Costa Rica,795,00:22:03.026,Pass,
,,,,,,,,,,,,,,,,,,1.148838,,,,,,,,,,,,e2075594-4955-4950-914a-df3b2a08fb01,966,,,"[39.5, 43.9]",3857295,22,,,,,1.2785938,,Left Foot,,,,"[43.2, 56.2]",,Ground Pass,,12.844454,,,,Celso Borges Mora,5582.0,,,,,,1,From Free Kick,Óscar Esau Duarte Gaitán,5598.0,Right Center Back,44,Costa Rica,795,['d0425631-95c1-4827-91c3-d4549057893a'],5,,,,,,,,,,,,,,,,Costa Rica,795,00:22:05.261,Pass,
,,,,,,,,,,,,,,,,,,0.934556,,,,,,,,,,,,a7f4b3b3-7b12-4911-b2ac-031dd0216e08,970,,,"[43.8, 55.7]",3857295,22,,,,,-0.85704565,,Right Foot,,,,"[53.5, 44.5]",,Ground Pass,,14.816545,,,,Yeltsin Ignacio Tejeda Valverde,5839.0,,,,,,1,From Free Kick,Celso Borges Mora,5582.0,Right Defensive Midfield,44,Costa Rica,795,"['d0abb3b6-e601-4990-96c5-a743e561335b', 'ff8a9fb0-8905-43e1-a373-4fa703b357f1']",6,,,,,,,,,,,,,,,,Costa Rica,795,00:22:06.874,Pass,True
,,,,,,,,,,,,,,,,,,0.412338,,,,,,,,,,,,870aa451-c1cd-4c67-8904-741c8524da86,972,,,"[53.5, 44.5]",3857295,22,,,,,0.57133746,,Right Foot,,,,"[57.7, 47.2]",,Ground Pass,,4.9929953,,Incomplete,,Gerson Torres Barrantes,132497.0,,,,,,1,From Free Kick,Yeltsin Ignacio Tejeda Valverde,5839.0,Left Defensive Midfield,44,Costa Rica,795,"['2cebfba3-c3f5-48a2-bc2b-78fd28a97b95', '4d9269a3-5e74-4ef1-b231-f8158078f997']",7,,,,,,,,,,,,,,,,Costa Rica,795,00:22:07.808,Pass,
,,,,,,,,,,,,,,,,,,0.820212,,,,,,,,,,,,8de8fa74-3a53-423b-afa7-8cf86b720eed,978,,,"[51.6, 65.1]",3857295,22,,,,,-0.22679885,,Left Foot,,,,"[63.3, 62.4]",,Ground Pass,,12.007498,,,,Gerson Torres Barrantes,132497.0,,,,,,1,From Free Kick,Celso Borges Mora,5582.0,Right Defensive Midfield,44,Costa Rica,795,['cd2f5aec-c009-4e3b-8ed5-ba0150b8d6d2'],11,,,,,,,,,,,,,,,,Costa Rica,795,00:22:11.981,Pass,
,,,,,,,,,,,,,,,,,,2.308828,,,,,,,,,,,,4400cc51-2687-43c2-8a67-88486367fb54,982,,,"[63.3, 62.4]",3857295,22,,,,,2.641954,,Left Foot,,,,"[39.3, 75.5]",,Ground Pass,,27.342459,,,,Keysher Fuller Spence,130185.0,,,,,,1,From Free Kick,Gerson Torres Barrantes,132497.0,Right Wing,44,Costa Rica,795,"['4d988c10-22a6-4ca1-b035-e877b209bee0', '869c1cc0-5660-4c21-9459-5b683152deec']",13,,,,,,,,,,,,,,,,Costa Rica,795,00:22:13.186,Pass,True
,,,,,,,,,,,,,,,,,,1.609433,,,,,,,,,,,,196095f1-c3f5-4353-996f-f8ea4a8fc63f,985,,,"[39.3, 75.5]",3857295,22,,,,,-1.927016,,Left Foot,,,,"[31.3, 54.0]",,Ground Pass,,22.94014,,,,Óscar Esau Duarte Gaitán,5598.0,,,,,,1,From Free Kick,Keysher Fuller Spence,130185.0,Right Wing Back,44,Costa Rica,795,['866247e5-3f46-46c3-a89b-d8271797ff63'],15,,,,,,,,,,,,,,,,Costa Rica,795,00:22:15.732,Pass,
,,,,,,,,,,,,,,,,,,3.135515,,,,,,,,,,,,4a695dc5-39bc-4e09-a208-4934c591b06b,988,,,"[38.2, 52.6]",3857295,22,,,,,-0.8776143,,Right Foot,,,,"[75.0, 8.3]",,High Pass,,57.591057,,Incomplete,,Bryan Oviedo,5836.0,,True,,,,1,From Free Kick,Óscar Esau Duarte Gaitán,5598.0,Right Center Back,44,Costa Rica,795,"['5f606520-8519-44ee-9163-e49eb7432563', 'c1865ac3-2db2-4f79-85d1-14c4d8357c63']",19,,,,,,,,,,,,,,,,Costa Rica,795,00:22:19.302,Pass,
,,,,,,,,,,,,,,,,,,1.785295,,,,,,,,,,,,5f606520-8519-44ee-9163-e49eb7432563,990,,,"[45.1, 71.8]",3857295,22,,,,,-0.5404195,,Head,,,,"[58.6, 63.7]",,High Pass,,15.74357,,,,Daichi Kamada,9411.0,,,,,Interception,1,From Free Kick,Miki Yamane,37209.0,Right Back,44,Costa Rica,795,"['3eaafc36-5222-4b9a-9efb-bacb5f85c3af', '4a695dc5-39bc-4e09-a208-4934c591b06b']",22,,,,,,,,,,,,,,,,Japan,778,00:22:22.438,Pass,
,,,,,,,,,,,,,,,,,,1.398616,,,,,,,,,,,,d5a2c131-7aae-40b1-859e-1d32883a1130,997,,,"[116.7, 19.3]",3857295,22,,,,,1.6801149,,Left Foot,,,,"[115.8, 27.5]",,Ground Pass,,8.249243,,Incomplete,,,,,,,,,1,From Free Kick,Anthony Daniel Contreras Enríquez,132296.0,Center Forward,44,Costa Rica,795,['2b2b0333-964b-4bc0-bcb1-2d10ba5a1fb8'],31,,,,,,,,,,,,,,,,Costa Rica,795,00:22:31.833,Pass,
,,,,,,,,,,,,,,,,,,2.928707,,,,,,,,,,,,2f14ab70-b871-4f5b-8a2d-ca122257534e,1001,,,"[4.9, 54.6]",3857295,22,,,,,0.6075585,,Right Foot,,,,"[41.0, 79.7]",,High Pass,,43.9684,,Out,,,,,,,,,1,From Free Kick,Ko Itakura,29595.0,Right Center Back,44,Costa Rica,795,['10b6fc6c-30ec-40da-bb1b-d560aac7888f'],34,,,,,,,,,,,,,,,,Japan,778,00:22:34.056,Pass,True
,,,,,,,,,,,,,,,,,,1.489646,,,,,,,,,,,,06df9cab-50c6-4ef8-a748-8659da6cf1ff,1002,,,"[87.3, 0.1]",3857295,22,,,,,1.9862884,,,,,,"[81.3, 13.7]",,Low Pass,,14.864723,,,,Yeltsin Ignacio Tejeda Valverde,5839.0,,,,,Throw-in,1,From Throw In,Bryan Oviedo,5836.0,Left Wing Back,45,Costa Rica,795,['1d1c9444-b833-4921-8556-46727300f75a'],53,,,,,,,,,,,,,,,,Costa Rica,795,00:22:53.015,Pass,
,,,,,,,,,,,,,,,,,,1.049186,,,,,,,,,,,,191c7d74-44c0-4cbe-89c8-d8cf263f486d,1004,,,"[81.3, 13.7]",3857295,22,,,,,-1.5912017,,Right Foot,,,,"[81.1, 3.9]",,Ground Pass,,9.802041,,,,Bryan Oviedo,5836.0,,,,,,1,From Throw In,Yeltsin Ignacio Tejeda Valverde,5839.0,Left Defensive Midfield,45,Costa Rica,795,['f268999f-3e50-4888-8eaa-b49f95572058'],54,,,,,,,,,,,,,,,,Costa Rica,795,00:22:54.505,Pass,
,,,,,,,,,,,,,,,,,,1.524179,,,,,,,,,,,,720b4801-d93b-4b2e-81cd-afa8d3262b0d,1007,,,"[74.8, 3.5]",3857295,22,,,,,2.8274424,,Right Foot,,,,"[47.1, 12.5]",,Ground Pass,,29.125418,,,,Kendall Jamaal Waston Manley,6328.0,,,,,,1,From Throw In,Bryan Oviedo,5836.0,Left Wing Back,45,Costa Rica,795,['92c38f36-f398-432a-9c9b-d90a022c2b16'],56,,,,,,,,,,,,,,,,Costa Rica,795,00:22:56.800,Pass,
,,,,,,,,,,,,,,,,,,1.463177,,,,,,,,,,,,f53b4721-0f86-4fa4-932a-317bf03fbb08,1010,,,"[46.0, 14.0]",3857295,22,,,,,1.672767,,Left Foot,,,,"[43.8, 35.5]",,Ground Pass,,21.612265,,,,Óscar Esau Duarte Gaitán,5598.0,,,,,,1,From Throw In,Kendall Jamaal Waston Manley,6328.0,Center Back,45,Costa Rica,795,['b4f30265-7f3d-45cb-8e9e-f8e771eec73a'],59,,,,,,,,,,,,,,,,Costa Rica,795,00:22:59.094,Pass,
,,,,,,,,,,,,,,,,,,2.222024,,,,,,,,,,,,488b6680-b352-4c9f-8d30-239e0cf201ab,1013,,,"[38.8, 56.6]",3857295,23,,,,,-1.7748142,,Left Foot,,,,"[31.6, 21.8]",,Ground Pass,,35.53702,,,,Kendall Jamaal Waston Manley,6328.0,,,,,,1,From Throw In,Óscar Esau Duarte Gaitán,5598.0,Right Center Back,45,Costa Rica,795,['cc56a5c5-2b51-4d5a-b30d-4e79a91a0b49'],5,,,,,,,,,,,,,,,,Costa Rica,795,00:23:05.035,Pass,
,,,,,,,,,,,,,,,,,,1.222322,,,,,,,,,,,,4ffc6a27-b159-415b-82c0-3abd81f2971b,1016,,,"[31.6, 21.8]",3857295,23,,,,,-1.2140692,,Right Foot,,,,"[37.6, 5.7]",,Ground Pass,,17.181677,,,,Francisco Javier Calvo Quesada,5600.0,,,,,,1,From Throw In,Kendall Jamaal Waston Manley,6328.0,Center Back,45,Costa Rica,795,['ccf0bfd4-a2c5-462a-9af1-5157c45551c2'],8,,,,,,,,,,,,,,,,Costa Rica,795,00:23:08.045,Pass,
,,,,,,,,,,,,,,,,,,1.148156,,,,,,,,,,,,e14907f7-6f57-4f09-9d35-afe3c23f3fe3,1018,,,"[37.6, 5.7]",3857295,23,,,,,-0.031078074,,Left Foot,,,,"[56.9, 5.1]",,Ground Pass,,19.309324,,,,Bryan Oviedo,5836.0,,,,,,1,From Throw In,Francisco Javier Calvo Quesada,5600.0,Left Center Back,45,Costa Rica,795,['475bf45c-74da-47d1-b4cb-40df1a98ba19'],9,,,,,,,,,,,,,,,,Costa Rica,795,00:23:09.267,Pass,
,,,,,,,,,,,,,,,,,,1.617777,,,,,,,,,,,,47a063bb-eed9-41a7-826c-a8d329f3e559,1020,,,"[56.9, 5.1]",3857295,23,,,,,0.22307636,,Left Foot,,,,"[78.5, 10.0]",,Low Pass,,22.148815,,,,Joel Nathaniel Campbell Samuels,5581.0,,,,,,1,From Throw In,Bryan Oviedo,5836.0,Left Wing Back,45,Costa Rica,795,['adf11849-aeef-4e15-ba3d-3a23e0d7b520'],10,,,,,,,,,,,,,,,,Costa Rica,795,00:23:10.415,Pass,
,,,,,,,,,,,,,,,,,,0.806933,,,,,,,,,,,,ae4f3853-e1ff-4f41-bd74-960f24350622,1024,,,"[77.9, 5.3]",3857295,23,,,,,1.4288993,,Left Foot,,,,"[78.7, 10.9]",,Ground Pass,,5.656854,,Incomplete,,Bryan Oviedo,5836.0,,,,,,1,From Throw In,Joel Nathaniel Campbell Samuels,5581.0,Left Wing,45,Costa Rica,795,"['231cfbfa-43e2-4ac6-a473-97f4b65e1b0f', 'dab1be8b-7921-438f-a462-085c06ae15f0', 'db30a167-2e5c-4f59-938f-6463a331e4ac']",12,,,,,,,,,,,,,,,,Costa Rica,795,00:23:12.714,Pass,True
,,,,,,,,,,,,True,,,,,,1.274101,,,,,,,,,,,,231cfbfa-43e2-4ac6-a473-97f4b65e1b0f,1026,,,"[41.4, 69.2]",3857295,23,,,,,-2.0573158,,Right Foot,,,,"[35.0, 57.1]",,Low Pass,,13.688316,,,,Maya Yoshida,3300.0,,,,,Interception,1,Regular Play,Miki Yamane,37209.0,Right Back,46,Japan,778,"['51a769b5-053a-41f8-9f01-a2cab0f6de31', 'ae4f3853-e1ff-4f41-bd74-960f24350622']",13,,,,,,,,,,,,,,,,Japan,778,00:23:13.521,Pass,
,,,,,,,,,,,,,,,,,,1.289372,,,,,,,,,,,,b9437b9e-405b-408e-acf2-2c6e7d5a90bf,1029,,,"[35.0, 57.1]",3857295,23,,,,,0.64552337,,Right Foot,,,,"[50.8, 69.0]",,Ground Pass,,19.78004,,,,Wataru Endo,23721.0,,,,,,1,Regular Play,Maya Yoshida,3300.0,Left Center Back,46,Japan,778,['69a960c9-3c61-4463-902a-7bef8c18bfca'],14,,,,,,,,,,,,,,,,Japan,778,00:23:14.835,Pass,
,,,,,,,,,,,,,,,,,,0.89791,,,,,,,,,,,,79c3e977-f5f6-4f06-8f2f-194ae9c222b1,1036,,,"[68.9, 67.2]",3857295,23,,,,,2.3070538,,Left Foot,,,,"[66.0, 70.4]",,Ground Pass,,4.3185644,,Incomplete,,Ritsu Doan,8361.0,,,,,Recovery,1,Regular Play,Ayase Ueda,38285.0,Right Center Forward,47,Costa Rica,795,"['728bd562-093c-426d-859f-a6a40c7d092f', '75e11dc2-ca26-4418-973e-3527b1fab439', 'b0f062ab-dbe7-470d-ac7a-fa66bfbab9b6']",18,,,,,,,,,,,,,,,,Japan,778,00:23:18.278,Pass,True
,,,,,,,,,,,,,,,,,,1.02622,,,,,,,,,,,,12368b8d-9e68-4922-84e4-f349f85d199f,1040,,,"[57.1, 7.4]",3857295,23,,,,,1.5397183,,Left Foot,,,,"[57.7, 26.7]",,Ground Pass,,19.309324,,,,Celso Borges Mora,5582.0,,,,,,1,Regular Play,Francisco Javier Calvo Quesada,5600.0,Left Center Back,47,Costa Rica,795,['a1cff33e-9a8b-42b9-8c59-e5e667879eca'],20,,,,,,,,,,,,,,,,Costa Rica,795,00:23:20.328,Pass,
,,,,,,,,,,,,,,,,,,1.870319,,,,,,,,,,,,2ed7a018-0cf6-4d8d-8c46-7d5d9a6ff3aa,1043,,,"[57.7, 38.2]",3857295,23,,,,,1.5676713,,Right Foot,,,,"[57.8, 70.2]",,Ground Pass,,32.000156,,,,Keysher Fuller Spence,130185.0,,,,,,1,Regular Play,Celso Borges Mora,5582.0,Right Defensive Midfield,47,Costa Rica,795,['3241a793-6c47-4b95-99dc-819716a72521'],23,,,,,,,,,,,,,,,,Costa Rica,795,00:23:23.797,Pass,
,,,,,,,,,,,,,,,,,,1.126627,,,,,,,,,,,,0475b651-7bc3-4323-9632-f6b6e4c2defa,1046,,,"[57.8, 70.2]",3857295,23,,,,,-1.6579536,,Right Foot,,,,"[56.9, 59.9]",,Ground Pass,,10.339246,,,,Celso Borges Mora,5582.0,,,,,,1,Regular Play,Keysher Fuller Spence,130185.0,Right Wing Back,47,Costa Rica,795,['a875b0ac-1e44-4a1c-8226-704cab7c5d28'],26,,,,,,,,,,,,,,,,Costa Rica,795,00:23:26.696,Pass,
,,,,,,,,,,,,,,,,,,1.075059,,,,,,,,,,,,7f3b5740-566b-46cd-aaa4-ee1dc5954444,1049,,,"[56.9, 59.9]",3857295,23,,,,,-1.4164776,,Right Foot,,,,"[58.3, 50.9]",,Ground Pass,,9.108238,,,,Joel Nathaniel Campbell Samuels,5581.0,,,,,,1,Regular Play,Celso Borges Mora,5582.0,Right Defensive Midfield,47,Costa Rica,795,['545dcbc4-7d30-4eb6-b985-e7983994c87d'],30,,,,,,,,,,,,,,,,Costa Rica,795,00:23:30.384,Pass,
,,,,,,,,,,,,,,,,,,1.193008,,,,,,,,,,,,4ef47c24-1aa3-4c32-a551-46cf45e169e5,1052,,,"[63.7, 54.4]",3857295,23,,,,,1.3388655,,Left Foot,,,,"[68.4, 74.3]",,Ground Pass,,20.447495,,,,Celso Borges Mora,5582.0,,,,,,1,Regular Play,Joel Nathaniel Campbell Samuels,5581.0,Left Wing,47,Costa Rica,795,['6ff8dec7-acd6-4e07-973e-8975cead44ef'],33,,,,,,,,,,,,,,,,Costa Rica,795,00:23:33.048,Pass,
,,,,,,,,,,,,,,,,,,1.337522,,,,,,,,,,,,da360882-be19-4ef4-b33a-3d7770488bde,1055,,,"[69.0, 74.1]",3857295,23,,,,,0.13255154,,Right Foot,,,,"[84.0, 76.1]",,Ground Pass,,15.132746,,,,Keysher Fuller Spence,130185.0,,,,,,1,Regular Play,Celso Borges Mora,5582.0,Right Defensive Midfield,47,Costa Rica,795,['9fa9b35f-7318-4c66-9dbf-0309a1bdd181'],35,,,,,,,,,,,,,,,,Costa Rica,795,00:23:35.312,Pass,
,,,,,,,,,,,,,,,,,,1.622098,,,,,,,,,,,,9403a245-3105-4c15-ae8c-a0d27344718f,1061,,,"[51.7, 0.1]",3857295,23,,,,,2.6629248,,,,,,"[33.2, 9.7]",,Low Pass,,20.842505,,,,Maya Yoshida,3300.0,,,,,Throw-in,1,From Throw In,Yuto Nagatomo,5690.0,Left Back,48,Japan,778,['dd1626eb-1bef-4eb5-86cb-496bc83db684'],48,,,,,,,,,,,,,,,,Japan,778,00:23:48.552,Pass,
,,,,,,,,,,,,,,,,,,1.781243,,,,,,,,,,,,03f48672-49b1-40ff-bc1b-3d70b8574ea6,1064,,,"[33.2, 9.7]",3857295,23,,,,,1.6142472,,Left Foot,,,,"[32.1, 35.0]",,Ground Pass,,25.323902,,,,Ko Itakura,29595.0,,,,,,1,From Throw In,Maya Yoshida,3300.0,Left Center Back,48,Japan,778,['88de0c42-c7c2-443d-bd18-4aa387c610d3'],52,,,,,,,,,,,,,,,,Japan,778,00:23:52.172,Pass,
,,,,,,,,,,,,,,,,,,1.452537,,,,,,,,,,,,3170c190-4344-4280-a8dd-73233177b7ac,1067,,,"[32.6, 41.1]",3857295,23,,,,,1.0511652,,Right Foot,,,,"[45.3, 63.3]",,Ground Pass,,25.575966,,,,Miki Yamane,37209.0,,,,,,1,From Throw In,Ko Itakura,29595.0,Right Center Back,48,Japan,778,['91246e21-102f-4676-90f4-a48259f4297b'],55,,,,,,,,,,,,,,,,Japan,778,00:23:55.704,Pass,
,,,,,,,,,,,,,,,,,,1.303521,,,,,,,,,,,,5b1c29b1-437f-4876-a5f4-410ae78fbcf8,1070,,,"[45.3, 63.3]",3857295,23,,,,,-1.4972451,,Right Foot,,,,"[46.0, 53.8]",,Ground Pass,,9.525755,,,,Ko Itakura,29595.0,,,,,,1,From Throw In,Miki Yamane,37209.0,Right Back,48,Japan,778,['42f904c0-e0e7-4273-946f-986c222136d2'],58,,,,,,,,,,,,,,,,Japan,778,00:23:58.619,Pass,
,,,,,,,,,,,,,,,,,,1.504779,,,,,,,,,,,,c02ba937-e5d5-4c69-8621-cd23a8aded0c,1073,,,"[45.7, 54.3]",3857295,24,,,,,-1.2460784,,Right Foot,,,,"[52.5, 34.1]",,Ground Pass,,21.313845,,,,Hidemasa Morita,37221.0,,,,,,1,From Throw In,Ko Itakura,29595.0,Right Center Back,48,Japan,778,['326c141f-3df0-4b05-95f5-bcbdce877389'],1,,,,,,,,,,,,,,,,Japan,778,00:24:01.145,Pass,
,,,,,,,,,,,,,,,,,,1.829243,,,,,,,,,,,,90fc5060-48ea-4c3f-b59a-8444dadc172d,1076,,,"[55.7, 30.8]",3857295,24,,,,,-1.2679114,,Right Foot,,,,"[63.2, 6.8]",,Ground Pass,,25.144583,,,,Yuto Nagatomo,5690.0,,,,,,1,From Throw In,Hidemasa Morita,37221.0,Left Defensive Midfield,48,Japan,778,['2406c2c7-d82d-47aa-a37a-4432c3f1bd02'],4,,,,,,,,,,,,,,,,Japan,778,00:24:04.690,Pass,
,,,,,,,,,,,,,,,,,,1.945707,,,,,,,,,,,,9ee6449f-4365-4213-89d1-1c015e0a4a14,1079,,,"[63.2, 6.8]",3857295,24,,,,,2.3619416,,Right Foot,,,,"[45.7, 24.1]",,Ground Pass,,24.607723,,,,Maya Yoshida,3300.0,,,,,,1,From Throw In,Yuto Nagatomo,5690.0,Left Back,48,Japan,778,['1e587c48-8a6c-4243-b31b-c6f2381082ef'],9,,,,,,,,,,,,,,,,Japan,778,00:24:09.337,Pass,
,,,,,,,,,,,,,,,,,,1.252656,,,,,,,,,,,,f6414d70-17ef-4e90-aea5-8d56e3764b75,1082,,,"[50.8, 25.9]",3857295,24,,,,,1.2590789,,Right Foot,,,,"[56.6, 43.9]",,Ground Pass,,18.911373,,,,Wataru Endo,23721.0,,,,,,1,From Throw In,Maya Yoshida,3300.0,Left Center Back,48,Japan,778,['42480755-030d-4bfc-b792-71e00e205429'],12,,,,,,,,,,,,,,,,Japan,778,00:24:12.861,Pass,
,,,,,,,,,,,,,,,,,,1.123496,,,,,,,,,,,,417ad144-1ec9-4ae9-9d95-38951f826a5c,1085,,,"[56.6, 44.8]",3857295,24,,,,,1.2830133,,Right Foot,,,,"[64.0, 69.8]",,Ground Pass,,26.072206,,,,Miki Yamane,37209.0,,,,,,1,From Throw In,Wataru Endo,23721.0,Right Defensive Midfield,48,Japan,778,['29424913-701b-40af-8781-c3a5f2a9c39f'],15,,,,,,,,,,,,,,,,Japan,778,00:24:15.274,Pass,
,,,,,,,,,,,,,,,,,,2.124786,,,,,,,,,,,,1657164b-cc53-4769-9d3a-c4b880dc5952,1088,,,"[64.0, 69.8]",3857295,24,,,,,-2.5257227,,Right Foot,,,,"[44.5, 56.0]",,Ground Pass,,23.889118,,,,Ko Itakura,29595.0,,,,,,1,From Throw In,Miki Yamane,37209.0,Right Back,48,Japan,778,['360cbf02-82b1-4ebc-be0c-cca5cf3ba4af'],16,,,,,,,,,,,,,,,,Japan,778,00:24:16.925,Pass,
,,,,,,,,,,,,,,,,,,1.693806,,,,,,,,,,,,34981b8a-2bf2-41dc-bb5f-426eefc215ca,1091,,,"[44.5, 56.0]",3857295,24,,,,,-1.2124921,,Right Foot,,,,"[53.3, 32.5]",,Ground Pass,,25.093624,,,,Maya Yoshida,3300.0,,,,,,1,From Throw In,Ko Itakura,29595.0,Right Center Back,48,Japan,778,['b5dd4c03-43ac-4220-9e1c-d710bcbba707'],19,,,,,,,,,,,,,,,,Japan,778,00:24:19.816,Pass,
,,,,,,,,,,,,,,,,,,1.534243,,,,,,,,,,,,629a8ad9-f7c6-459d-a369-f3816faa71c5,1094,,,"[67.2, 32.3]",3857295,24,,,,,-1.297531,,Right Foot,,,,"[75.3, 3.4]",,Ground Pass,,30.013664,,,,Yuto Nagatomo,5690.0,,,,,,1,From Throw In,Maya Yoshida,3300.0,Left Center Back,48,Japan,778,['ee895d80-1d8a-468d-a3ec-ece57f669d23'],24,,,,,,,,,,,,,,,,Japan,778,00:24:24.841,Pass,
,,,,,,,,,,,,,,,,,,3.18857,,,,,,,,,,,,05e1e8f3-898e-4a28-a3b4-3abac8acb482,1097,,,"[75.5, 3.4]",3857295,24,,,,,0.2958001,,Right Foot,,,,"[119.8, 16.9]",,Low Pass,,46.311337,,Out,,Yuki Soma,37122.0,,,,,,1,From Throw In,Yuto Nagatomo,5690.0,Left Back,48,Japan,778,['05532780-271b-48f4-a115-64c5181415d8'],27,,,,,,,,,,,,,,,,Japan,778,00:24:27.969,Pass,
,,,,,,,,,,,,,,,,,,1.897588,,,,,,,,,,,,3be9fd82-c23d-424e-a39e-29761c070072,1099,,,"[7.0, 44.1]",3857295,24,,,,,-1.6539376,,Right Foot,,,,"[3.8, 5.7]",,Ground Pass,,38.533104,,,,Francisco Javier Calvo Quesada,5600.0,,,,,Goal Kick,1,From Goal Kick,Keylor Navas Gamboa,5597.0,Goalkeeper,49,Costa Rica,795,['e14c9104-6026-46da-b61f-53ea2c820eb1'],43,,,,,,,,,,,,,,,,Costa Rica,795,00:24:43.257,Pass,
