ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.51043,,,,,,,,,,,,,d477a7d5-374a-4922-a105-bbf030c670cf,2995,,,"[52.6, 52.1]",3857285,93,,,True,0.33929262,,,,,,"[59.4, 54.5]",,High Pass,,7.2111025,Unknown,,Davy Klaassen,4318.0,,,,,Recovery,2,From Goal Kick,Frenkie de Jong,8118.0,Left Defensive Midfield,167,Netherlands,941,"['695f8323-7c61-47c3-8d2b-b9af9b7042c9', 'ab857fce-54c3-4bb2-ae86-492e76857526', 'f5a31bb0-e7f0-4b3f-80fb-5ab46ea78a01']",46,,,,,,,,,,,,,,,,,Netherlands,941,00:48:46.690,Pass,True
,,,,,,,,,,,,,,,,2.969837,,,,,,,,,,,,,b1f27de0-a087-420e-ac61-eee9cced7e2d,3000,,,"[60.4, 53.7]",3857285,94,,,,0.4171126,,Right Foot,,,,"[110.5, 75.9]",,High Pass,,54.798267,Incomplete,,Denzel Dumfries,8125.0,,,,,Free Kick,2,From Free Kick,Virgil van Dijk,3669.0,Center Back,168,Netherlands,941,"['3d2e4ada-8121-4016-88d0-f7d40708d2fd', '45fb492e-bae7-4414-ba71-a349da8eaeda']",39,,,,,,,,,,,,,,,,,Netherlands,941,00:49:39.859,Pass,
,,,,,,,,,,,,,,,,3.448882,,,,,,,,,,,,,9fb40c5d-bffc-4fe3-bdff-e674ec76917e,3007,,,"[11.5, 1.8]",3857285,95,,,,0.25155753,,Right Foot,,,,"[72.2, 17.4]",,High Pass,,62.67256,Incomplete,,Cheikh Ahmadou Bamba Mbacke Dieng,88123.0,,,,,Free Kick,2,From Free Kick,Pape Abou Cissé,15970.0,Left Center Back,169,Senegal,787,"['3b1ca0f5-68a3-4d04-9c7c-5e4d10243986', 'b783a6dc-280a-41e7-aaea-4407957fd696']",7,,,,,,,,,,,,,,,,,Senegal,787,00:50:07.711,Pass,
,,,,,,,,,,,,,,,,1.622478,,,,,,,,,,,,,3b1ca0f5-68a3-4d04-9c7c-5e4d10243986,3010,,,"[47.9, 62.7]",3857285,95,,,True,-0.20624489,,,,,,"[76.1, 56.8]",,High Pass,,28.810589,Incomplete,,Teun Koopmeiners,7891.0,,,,,Recovery,2,From Free Kick,Virgil van Dijk,3669.0,Center Back,169,Senegal,787,"['130a1d43-3962-4260-8ec3-11b63302e6da', '3438f40c-dbcc-4682-89cb-63939835de1d', '717227a0-b318-4d55-bf82-66d62c802245', '9fb40c5d-bffc-4fe3-bdff-e674ec76917e']",11,,,,,,,,,,,,,,,,,Netherlands,941,00:50:11.160,Pass,True
,,,,,,,,,,,,,,,,1.393483,,,,,,,,,,,,,717227a0-b318-4d55-bf82-66d62c802245,3012,,,"[44.0, 23.3]",3857285,95,,,,0.033182837,,Head,,,,"[68.1, 24.1]",,High Pass,,24.113274,Incomplete,,Cheikh Ahmadou Bamba Mbacke Dieng,88123.0,,,,,Recovery,2,From Free Kick,Nampalys Mendy,4506.0,Center Defensive Midfield,169,Senegal,787,"['32db35c1-58a5-4b3c-b1f0-33d4bdcfdfb7', '3b1ca0f5-68a3-4d04-9c7c-5e4d10243986', 'ca3facda-d0f5-47a0-9a94-b0464a5fd8dd']",12,,,,,,,,,,,,,,,,,Senegal,787,00:50:12.783,Pass,
,,,,,,,,,,,,,,,,1.689781,,,,,,,,,,,,,ca3facda-d0f5-47a0-9a94-b0464a5fd8dd,3014,,,"[52.0, 56.0]",3857285,95,,,,0.2758059,,Head,,,,"[62.6, 59.0]",,High Pass,,11.016352,Unknown,,Davy Klaassen,4318.0,,,,,Recovery,2,From Free Kick,Marten de Roon,6994.0,Right Defensive Midfield,169,Senegal,787,"['717227a0-b318-4d55-bf82-66d62c802245', 'c08cacdb-77f4-45db-a2e4-584c7246aca5']",14,,,,,,,,,,,,,,,,,Netherlands,941,00:50:14.176,Pass,
,,,,,,,,,,,,,,,,5.044716,,,,,,,,,,,,,11c0f05b-5a13-4d58-ad6d-c70ffeb8933e,3018,,,"[61.6, 56.2]",3857285,96,,,,-0.82146025,,Right Foot,,,,"[113.7, 0.2]",,High Pass,,76.487976,Out,,,,,True,,,Free Kick,2,From Free Kick,Virgil van Dijk,3669.0,Center Back,170,Netherlands,941,,24,,,,,,,,,,,,,,,,,Netherlands,941,00:51:24.425,Pass,
,,,,,,,,,,,,,,,,0.954851,,,,,,,,,,,,,4060e6cf-abd1-485b-b8cd-586dee2448ca,3019,,,"[8.8, 80.0]",3857285,96,,,,-0.39334115,,,,,,"[23.5, 73.9]",,Low Pass,,15.915401,,,Nicolas Jackson,50497.0,,,,,Throw-in,2,From Throw In,Youssouf Sabaly,3404.0,Right Back,171,Senegal,787,['325cf286-97ae-49e5-a1d0-ff2555a0a6cb'],39,,,,,,,,,,,,,,,,,Senegal,787,00:51:39.708,Pass,
,,,,,,,,,,,,,,,,0.714383,,,,,,,,,,,,,be3b65c0-eab8-411a-8a15-c41eb7d3f076,3023,,,"[24.3, 73.8]",3857285,96,,,,2.9799714,,Right Foot,,,,"[15.1, 75.3]",,Ground Pass,,9.321481,,,Youssouf Sabaly,3404.0,,,,,,2,From Throw In,Nicolas Jackson,50497.0,Right Wing,171,Senegal,787,"['1bbca370-ca15-483a-92c8-0a97c0231a08', 'ee35950d-b9c4-4a09-b574-01aee9489657']",41,,,,,,,,,,,,,,,,,Senegal,787,00:51:41.612,Pass,True
,,,,,,,,,,,,,,,,0.735081,,,,,,,,,,,,,1ab17415-9420-4f3d-806b-cee3c71c9236,3026,,,"[16.3, 74.9]",3857285,96,,,,0.10827059,,Right Foot,,,,"[25.5, 75.9]",,Low Pass,,9.254189,,,Nicolas Jackson,50497.0,,,,,,2,From Throw In,Youssouf Sabaly,3404.0,Right Back,171,Senegal,787,['b23b6533-7b50-454e-b398-7118d17d2426'],43,,,,,,,,,,,,,,,,,Senegal,787,00:51:43.242,Pass,
,,,,,,,,,,,,,,,,1.058242,,,,,,,,,,,,,b447cb14-1399-4822-b552-21338818313f,3029,,,"[23.9, 76.3]",3857285,96,,,,-1.5308176,,Left Foot,,,,"[24.2, 68.8]",,Low Pass,,7.5059977,Incomplete,,Youssouf Sabaly,3404.0,,,,,,2,From Throw In,Nicolas Jackson,50497.0,Right Wing,171,Senegal,787,"['ac69f751-15af-47f4-8ef9-24564801c9c4', 'f737a7d9-7712-4a87-81eb-865671956f53']",44,,,,,,,,,,,,,,,,,Senegal,787,00:51:44.528,Pass,
,,,,,,,,,,,,,,,,1.038823,,,,,,,,,,,,,53bb15d9-4370-45db-b3ed-b4ca9690e680,3032,,,"[22.1, 80.0]",3857285,96,,,,-0.6171914,,,,,,"[31.4, 73.4]",,Low Pass,,11.403947,,,Nicolas Jackson,50497.0,,,,,Throw-in,2,From Throw In,Youssouf Sabaly,3404.0,Right Back,172,Senegal,787,['81e7d20b-42ae-49a9-a2c3-e194f18544b4'],59,,,,,,,,,,,,,,,,,Senegal,787,00:51:59.913,Pass,
,,,,,,,,,,,,,,,,1.391898,,,,,,,,,,,,,ff5e10af-e7bc-4889-bb00-75550bf94812,3036,,,"[93.7, 0.1]",3857285,97,,,,0.5173933,,,,,,"[106.0, 7.1]",,Low Pass,,14.152385,Incomplete,,Memphis Depay,2988.0,,,,,Throw-in,2,From Throw In,Daley Blind,3311.0,Left Wing Back,173,Netherlands,941,"['145e14e8-5a8c-4249-982b-d0cc934261ce', '268942bb-917f-49d5-a65e-806529a582e1']",12,,,,,,,,,,,,,,,,,Netherlands,941,00:52:12.269,Pass,
,,,,,,,,,,,,,,,,0.193341,,,,,,,,,,,,,e1a2f796-c5e8-404b-80e0-35c9686720d4,3041,,,"[3.2, 76.3]",3857285,97,,,,-1.6020361,,Left Foot,,,,"[3.1, 73.1]",,Ground Pass,,3.2015622,Incomplete,,Youssouf Sabaly,3404.0,,,,,,2,From Throw In,Pape Gueye,21026.0,Right Center Midfield,173,Netherlands,941,"['3cf3fc70-4b04-429f-80cc-bc857782024d', '84c076ab-9134-4d4c-9e14-e7fe767c3048', 'ba13b193-0b1d-4d90-969e-9a1dccbf5612']",16,,,,,,,,,,,,,,,,,Senegal,787,00:52:16.261,Pass,True
,,,,,,,,,,,,,,,,1.838089,,,,,,,,,,,,,dd540b39-f5e9-44b6-a48b-d0bc8e6f7c0c,3054,,,"[6.9, 59.3]",3857285,97,,,,-1.2945778,,Left Foot,,,,"[10.5, 46.6]",,Ground Pass,,13.200378,,,Pape Abou Cissé,15970.0,,,,,,2,From Throw In,Nicolas Jackson,50497.0,Right Wing,173,Netherlands,941,['e38638f7-7c6f-4954-8fe9-b238d3022b7d'],22,,,,,,,,,,,,,,,,,Senegal,787,00:52:22.596,Pass,
,,,,,,,,,,,,,,,,2.047451,,,,,,,,,,,,,25cff7f3-0f73-4453-ade1-f17b7b7d39a1,3057,,,"[13.8, 33.6]",3857285,97,,,,-0.7303358,,Left Foot,,,,"[33.9, 15.6]",,Ground Pass,,26.98166,Incomplete,,Ismail Jakobs,32915.0,,,,,,2,From Throw In,Pape Abou Cissé,15970.0,Left Center Back,173,Netherlands,941,"['94c57b09-1220-4639-9037-ffa9b2e07aac', 'df1d8f11-a3f2-4f3d-ad46-bc698bc913da']",25,,,,,,,,,,,,,,,,,Senegal,787,00:52:25.739,Pass,
,,,,,,,,,,,,,,,,2.664011,,,,,,,,,,,,,3a17c1de-96f5-42ef-b6f8-459df7702d94,3068,,,"[14.9, 10.0]",3857285,97,,,,1.7616804,,Right Foot,,,,"[10.9, 30.7]",,Ground Pass,,21.082932,,,Kalidou Koulibaly,5675.0,,,,,Free Kick,2,From Free Kick,Nampalys Mendy,4506.0,Center Defensive Midfield,175,Senegal,787,['ceea0c67-6d5f-4f09-9995-6d4cfd86f82c'],42,,,,,,,,,,,,,,,,,Senegal,787,00:52:42.768,Pass,
,,,,,,,,,,,,,,,,2.470371,,,,,,,,,,,,,69ded0eb-425e-46cc-9a43-bfd3140583cc,3071,,,"[40.1, 43.9]",3857285,97,,,,0.13018502,,Right Foot,,,,"[84.4, 49.7]",,High Pass,,44.67807,Incomplete,,Nicolas Jackson,50497.0,,,,,,2,From Free Kick,Kalidou Koulibaly,5675.0,Right Center Back,175,Senegal,787,"['139e40ea-1563-4677-93cd-4bbb16309a28', 'd6ccb7d1-349b-4524-a333-77d4859463fd']",51,,,,,,,,,,,,,,,,,Senegal,787,00:52:51.742,Pass,
,,,,,,,,,,,,,,,,1.112583,,,,,,,,,,,,,d6ccb7d1-349b-4524-a333-77d4859463fd,3074,,,"[35.7, 30.4]",3857285,97,,,True,0.70991164,,,,,,"[42.1, 35.9]",,High Pass,,8.4386015,,,Davy Klaassen,4318.0,,,,,Recovery,2,Regular Play,Daley Blind,3311.0,Left Wing Back,176,Netherlands,941,"['4847ca2e-1579-4524-a887-627a2b5eb78b', '69ded0eb-425e-46cc-9a43-bfd3140583cc', '8ec7749e-1f02-437d-933e-fee72dff6d83']",54,,,,,,,,,,,,,,,,,Netherlands,941,00:52:54.212,Pass,True
,,,,,,,,,,,,,,,,0.694362,,,,,,,,,,,,,94375c18-33e6-49f2-8f5d-96a52083af61,3077,,,"[41.7, 34.3]",3857285,97,,,,-1.5974567,,Other,,,,"[41.5, 26.8]",,Low Pass,,7.502666,,,Frenkie de Jong,8118.0,,,,,,2,Regular Play,Davy Klaassen,4318.0,Left Attacking Midfield,176,Netherlands,941,['9720c8bc-5f25-4715-8ca1-65e4420dacd8'],55,,,,,,,,,,,,,,,,,Netherlands,941,00:52:55.360,Pass,
,,,,,,,,,,,,,,,,1.30457,,,,,,,,,,,,,03d86393-6a76-4fae-846b-daef42e1e31c,3080,,,"[40.3, 22.2]",3857285,97,,,,0.33346877,,Left Foot,,,,"[55.6, 27.5]",,Low Pass,,16.191973,,,Memphis Depay,2988.0,,,,,,2,Regular Play,Frenkie de Jong,8118.0,Left Defensive Midfield,176,Netherlands,941,['a8ac9b4d-046e-48c6-9219-1627d5afd7d2'],56,,,,,,,,,,,,,,,,,Netherlands,941,00:52:56.943,Pass,
,,,,,,,,,,,,,,,,2.125359,,,,,,,,,,,,,1be156c2-1b7a-4276-858e-722b93781be8,3082,,,"[55.6, 27.5]",3857285,97,,,,2.1625,,Right Foot,,,,"[34.7, 58.6]",,High Pass,,37.470253,,,Denzel Dumfries,8125.0,,,,,,2,Regular Play,Memphis Depay,2988.0,Center Forward,176,Netherlands,941,['d397b913-d630-4548-b948-68e1252dbcd5'],58,,,,,,,,,,,,,,,,,Netherlands,941,00:52:58.248,Pass,
,,,,,,,,,,,,,,,,1.782534,,,,,,,,,,,,,5e6b5d6d-b38e-4788-9152-43f2387dfd10,3085,,,"[37.3, 63.8]",3857285,98,,,,-2.4839003,,Right Foot,,,,"[22.8, 52.6]",,Ground Pass,,18.321844,,,Matthijs de Ligt,8069.0,,,,,,2,Regular Play,Denzel Dumfries,8125.0,Right Wing Back,176,Netherlands,941,['80e45424-3d8a-4cbe-96e8-96ad0e2030f5'],2,,,,,,,,,,,,,,,,,Netherlands,941,00:53:02.426,Pass,
,,,,,,,,,,,,,,,,2.255522,,,,,,,,,,,,,cf146956-6bf2-4f4f-9e98-8c1b85197ea7,3088,,,"[18.6, 53.3]",3857285,98,,,,-2.1889405,,Right Foot,,,,"[5.8, 35.3]",,Ground Pass,,22.087101,,,Andries Noppert,8326.0,,,,,,2,Regular Play,Matthijs de Ligt,8069.0,Right Center Back,176,Netherlands,941,['9d64229f-cf7a-487d-863b-ef07f3204b1a'],4,,,,,,,,,,,,,,,,,Netherlands,941,00:53:04.888,Pass,
,,,,,,,,,,,,,,,,3.647733,,,,,,,,,,,,,187ac48a-8f30-48ce-b45f-e4cc1d0f3d40,3090,,,"[5.8, 35.3]",3857285,98,,,,0.38164955,,Left Foot,,,,"[66.1, 59.5]",,High Pass,,64.97484,,,Teun Koopmeiners,7891.0,,,,,,2,Regular Play,Andries Noppert,8326.0,Goalkeeper,176,Netherlands,941,['47ae3515-d3dd-4633-a8bf-e03dc5ce15f5'],7,,,,,,,,,,,,,,,,,Netherlands,941,00:53:07.144,Pass,
,,,,,,,,,,,,,,,,1.325168,,,,,,,,,,,,,c1735065-915c-407c-988f-400eb9db49b0,3093,,,"[66.1, 59.5]",3857285,98,,,True,-0.42260787,411e11a1-10a0-4fb5-842c-4b115df49259,,,,,"[83.0, 51.9]",,Low Pass,,18.530245,,,Memphis Depay,2988.0,True,,,,,2,Regular Play,Teun Koopmeiners,7891.0,Right Attacking Midfield,176,Netherlands,941,"['2f85256f-fdd4-4002-b506-069e640d3057', 'd3d6052b-e885-4061-b717-5e10437ef383']",10,,,,,,,,,,,,,,,,,Netherlands,941,00:53:10.792,Pass,True
,,,,,,,,,,,,,,,,1.658274,,,,,,,,,,,,,3dc40b40-d6ba-43d3-a217-dfe0263cd62e,3101,,,"[60.0, 40.0]",3857285,99,True,,,2.6914577,,Right Foot,,,,"[45.1, 47.2]",,Ground Pass,,16.548414,,,Nampalys Mendy,4506.0,,,,,Kick Off,2,From Kick Off,Cheikh Ahmadou Bamba Mbacke Dieng,88123.0,Center Forward,177,Senegal,787,['ec523e61-7608-4b4b-9a2c-2696e75eb664'],20,,,,,,,,,,,,,,,,,Senegal,787,00:54:20.799,Pass,
,,,,,,,,,,,,,,,,2.575526,,,,,,,,,,,,,2d2a5f00-7826-4a65-96bf-35e1016e04a3,3103,,,"[44.7, 48.0]",3857285,99,True,,,1.0845045,,Left Foot,,,,"[56.7, 70.7]",,Ground Pass,,25.676643,,,Youssouf Sabaly,3404.0,,,,,,2,From Kick Off,Nampalys Mendy,4506.0,Center Defensive Midfield,177,Senegal,787,['cb6933fa-b9ff-4537-a6e1-ecafedc2ffba'],24,,,,,,,,,,,,,,,,,Senegal,787,00:54:24.274,Pass,
,,,,,,,,,,,,,,,,1.54971,,,,,,,,,,,,,8dd25593-59be-4b4c-ab3a-f6846c5b3bea,3105,,,"[55.1, 72.1]",3857285,99,,,,-2.4149504,,Left Foot,,,,"[37.1, 56.1]",,Low Pass,,24.083189,,,Kalidou Koulibaly,5675.0,,,,,,2,From Kick Off,Youssouf Sabaly,3404.0,Right Back,177,Senegal,787,['d4d63d4d-bee4-4818-9704-a12ba96c32e3'],30,,,,,,,,,,,,,,,,,Senegal,787,00:54:30.646,Pass,
,,,,,,,,,,,,,,,,2.451087,,,,,,,,,,,,,d41d7f18-7374-4b02-b116-771be748b6e3,3108,,,"[35.7, 49.2]",3857285,99,,,,-1.1984897,,Left Foot,,,,"[53.0, 4.9]",,Low Pass,,47.558174,,,Ismail Jakobs,32915.0,,True,,,,2,From Kick Off,Kalidou Koulibaly,5675.0,Right Center Back,177,Senegal,787,['21711988-655b-45b2-997e-768d478e011e'],33,,,,,,,,,,,,,,,,,Senegal,787,00:54:33.832,Pass,
,,,,,,,,,,,,,,,,0.983732,,,,,,,,,,,,,b6b96d6c-ca14-4c89-9344-775614b991b5,3111,,,"[56.5, 3.6]",3857285,99,,,,0.60145473,,Left Foot,,,,"[66.7, 10.6]",,Ground Pass,,12.370934,,,Ismaïla Sarr,2941.0,,,,,,2,From Kick Off,Ismail Jakobs,32915.0,Left Back,177,Senegal,787,['0abac5a4-2b40-46f1-a0e6-59d10e042203'],37,,,,,,,,,,,,,,,,,Senegal,787,00:54:37.704,Pass,
,,,,,,,,,,,,,,,,0.32709,,,,,,,,,,,,,da0596cd-9b61-4b43-952e-dd85b538a39e,3115,,,"[62.7, 11.3]",3857285,99,,,,2.283154,,Right Foot,,,,"[60.8, 13.5]",,Ground Pass,,2.9068885,Incomplete,,Pape Gueye,21026.0,,,,,,2,From Kick Off,Ismaïla Sarr,2941.0,Left Wing,177,Senegal,787,"['0571c7dd-ca91-42ad-8d12-a2501aa88eb8', '31e94259-a0df-4453-ad85-437bb15a849b', '84bd72b9-bf63-43d5-8f90-6c1424b5bf19']",39,,,,,,,,,,,,,,,,,Senegal,787,00:54:39.248,Pass,True
,,,,,,,,,,,,,,,,2.380142,,,,,,,,,,,,,1abc2dd5-d558-4588-8bf5-502fc24f1d99,3118,,,"[41.5, 0.1]",3857285,99,,,,2.5150652,,,,,,"[31.0, 7.7]",,Low Pass,,12.961867,,,Pape Abou Cissé,15970.0,,,,,Throw-in,2,From Throw In,Idrissa Gana Gueye,3436.0,Left Center Midfield,178,Senegal,787,['c39ece76-f830-43d4-99b7-c34039f7a4e7'],45,,,,,,,,,,,,,,,,,Senegal,787,00:54:45.175,Pass,
,,,,,,,,,,,,,,,,1.385177,,,,,,,,,,,,,cadf515a-3b85-4c07-961f-f914dc587f2c,3121,,,"[33.2, 9.6]",3857285,99,,,,0.648145,,Left Foot,,,,"[43.5, 17.4]",,Ground Pass,,12.920139,,,Nampalys Mendy,4506.0,,,,,,2,From Throw In,Pape Abou Cissé,15970.0,Left Center Back,178,Senegal,787,['db9b25ee-aeb4-4489-a7c7-dfb451474307'],48,,,,,,,,,,,,,,,,,Senegal,787,00:54:48.208,Pass,
,,,,,,,,,,,,,,,,2.036587,,,,,,,,,,,,,683efce8-d4d1-4b9c-822c-9f084344ef68,3124,,,"[43.5, 17.4]",3857285,99,,,,-1.1504653,,Right Foot,,,,"[49.4, 4.2]",,Ground Pass,,14.458562,,,Idrissa Gana Gueye,3436.0,,,,,,2,From Throw In,Nampalys Mendy,4506.0,Center Defensive Midfield,178,Senegal,787,['60309f79-bbda-4bd1-a019-1bbc8fe52dea'],50,,,,,,,,,,,,,,,,,Senegal,787,00:54:50.541,Pass,
,,,,,,,,,,,,,,,,1.75382,,,,,,,,,,,,,bb072541-99bc-40f4-b0c4-5377ab401e82,3128,,,"[59.0, 5.2]",3857285,99,,,,2.4025748,,Right Foot,,,,"[46.6, 16.5]",,Ground Pass,,16.776472,,,Nampalys Mendy,4506.0,,,,,,2,From Throw In,Idrissa Gana Gueye,3436.0,Left Center Midfield,178,Senegal,787,"['31587241-9635-49cc-9b21-c434b9d41b22', '84633fc6-2cd8-413d-85ac-265c186ba8ac']",54,,,,,,,,,,,,,,,,,Senegal,787,00:54:54.483,Pass,True
,,,,,,,,,,,,,,,,3.378568,,,,,,,,,,,,,a501679e-68c6-4ea6-b44b-dd50d8bc75eb,3131,,,"[45.2, 25.1]",3857285,99,,,,1.014376,,Right Foot,,,,"[78.6, 78.8]",,High Pass,,63.239624,Out,,Youssouf Sabaly,3404.0,,True,,,,2,From Throw In,Nampalys Mendy,4506.0,Center Defensive Midfield,178,Senegal,787,,57,,,,,,,,,,,,,,,,,Senegal,787,00:54:57.139,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2579c34a-0d48-4fe0-b2f1-daea5475d64f,6,,,"[45.8, 35.7]",3857285,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Frenkie de Jong,8118.0,Left Defensive Midfield,2,Netherlands,941,['555d8141-1057-45f0-a665-1421d851d17d'],1,,,,,,,,,,,,,,,,,Netherlands,941,00:00:01.296,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e6570720-747f-47d9-978f-170329249fdf,9,,,"[49.0, 3.1]",3857285,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Daley Blind,3311.0,Left Wing Back,2,Netherlands,941,['a6ae20d5-f259-4246-a3e3-3d1d6b53fccb'],6,,,,,,,,,,,,,,,,,Netherlands,941,00:00:06.030,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62315388-43c7-4715-948a-f8f21a96c586,12,,,"[49.8, 20.4]",3857285,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Frenkie de Jong,8118.0,Left Defensive Midfield,2,Netherlands,941,['c412b31f-bff5-46a9-b772-07b7f7e82552'],8,,,,,,,,,,,,,,,,,Netherlands,941,00:00:08.289,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1211ea16-0460-4ecc-8f5a-62381a4ca8c8,14,,,"[32.3, 18.2]",3857285,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Nathan Aké,3306.0,Left Center Back,2,Netherlands,941,['43a24cbf-fa90-45c4-b594-210d3ece2cd1'],9,,,,,,,,,,,,,,,,,Netherlands,941,00:00:09.500,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e52d5d41-6ac2-4512-87c2-57388af990fb,17,,,"[26.7, 46.1]",3857285,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Virgil van Dijk,3669.0,Center Back,2,Netherlands,941,['6cc97331-5a0d-4446-8dda-d3441061f68d'],13,,,,,,,,,,,,,,,,,Netherlands,941,00:00:13.418,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0b1a9fe8-c02c-4b5c-a9db-c5298424caeb,20,,,"[32.9, 24.1]",3857285,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Nathan Aké,3306.0,Left Center Back,2,Netherlands,941,['893412b8-c70f-46cb-9b27-9912dc337890'],16,,,,,,,,,,,,,,,,,Netherlands,941,00:00:16.472,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21924ad2-e71a-41e9-a53a-e014813be373,23,,,"[32.3, 39.1]",3857285,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Virgil van Dijk,3669.0,Center Back,2,Netherlands,941,['53b96fa8-3276-4c5f-859e-8547c0da383a'],22,,,,,,,,,,,,,,,,,Netherlands,941,00:00:22.238,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b850593-4c6f-4bcf-a504-643d5518341b,26,,,"[37.6, 25.4]",3857285,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Nathan Aké,3306.0,Left Center Back,2,Netherlands,941,['9639ecc9-17a8-41bf-9049-714e826f7050'],26,,,,,,,,,,,,,,,,,Netherlands,941,00:00:26.637,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e7b88f03-a3e3-41e1-8b84-e80d38bf7d11,29,,,"[46.6, 1.6]",3857285,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Daley Blind,3311.0,Left Wing Back,2,Netherlands,941,['892ad5ee-1463-41d9-9cf7-b52a4c806d63'],28,,,,,,,,,,,,,,,,,Netherlands,941,00:00:28.679,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3fe494d0-e17f-4875-8a49-255945d24165,31,,,"[31.5, 15.3]",3857285,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Nathan Aké,3306.0,Left Center Back,2,Netherlands,941,['dbda9ef0-9273-4d00-8d87-cb1c1ff78515'],30,,,,,,,,,,,,,,,,,Netherlands,941,00:00:30.213,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3177e626-8288-42ec-b7e0-8535d93f71b4,34,,,"[43.0, 20.4]",3857285,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Steven Berghuis,7745.0,Right Defensive Midfield,2,Netherlands,941,['203458b6-4c2f-4a52-ad98-a635d9474700'],32,,,,,,,,,,,,,,,,,Netherlands,941,00:00:32.485,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e1032c0f-1cce-4628-bc80-c98c2da518e8,38,,,"[26.4, 19.5]",3857285,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Nathan Aké,3306.0,Left Center Back,2,Netherlands,941,['02d95e67-0b82-4650-b54b-02df19f2f225'],34,,,,,,,,,,,,,,,,,Netherlands,941,00:00:34.140,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0f056939-b6cc-4c77-9cbe-2928b76a7475,41,,,"[22.7, 46.7]",3857285,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Virgil van Dijk,3669.0,Center Back,2,Netherlands,941,['2b4867e6-9f92-44f5-b422-d8aa462a1797'],36,,,,,,,,,,,,,,,,,Netherlands,941,00:00:36.217,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad1da7b9-94fe-4540-b513-1116ef1f2653,44,,,"[34.5, 74.4]",3857285,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Matthijs de Ligt,8069.0,Right Center Back,2,Netherlands,941,['aa5db76d-a0b1-4749-9cfb-7e23db4c0f08'],39,,,,,,,,,,,,,,,,,Netherlands,941,00:00:39.290,Ball Receipt*,
