50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ab3417c6-9e22-4365-b9c7-e4b7abcc0fae,1,,,3857290,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Switzerland,773,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 5550, 'name': 'Yann Sommer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7796, 'name': 'Silvan Widmer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 5549, 'name': 'Manuel Obafemi Akanji'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8814, 'name': 'Nico Elvedi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 6983, 'name': 'Remo Freuler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 3533, 'name': 'Xherdan Shaqiri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 23}, {'player': {'id': 16026, 'name': 'Djibril Sow'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 15}, {'player': {'id': 30401, 'name': 'Ruben Vargas'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 5545, 'name': 'Breel-Donald Embolo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Switzerland,773,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,77f5a16e-9873-4fc2-93d1-cb5265615742,2,,,3857290,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Switzerland,773,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 8064, 'name': 'André Onana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 16346, 'name': 'Ngoran Suiru Fai Collins'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 7426, 'name': 'Jean-Charles Castelletto'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 21}, {'player': {'id': 7472, 'name': ""Nicolas Alexis Julio N'Koulou Ndoubena""}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 13454, 'name': 'Nouhou Tolo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 8591, 'name': 'Samuel Yves Oum Gwet'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3141, 'name': 'André-Frank Zambo Anguissa'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 30016, 'name': 'Martin Hongla Yma II'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 4935, 'name': 'Bryan Mbeumo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 3551, 'name': 'Karl Brillant Toko Ekambi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 12}, {'player': {'id': 3499, 'name': 'Jean-Eric Maxim Choupo-Moting'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 13}]}",Cameroon,2722,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a64d52e5-8f9d-4286-bf4b-64c2e2965c21,3,,,3857290,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Switzerland,773,['cde6079b-a52d-42d9-8d2c-102ff7e0bb97'],0,,,,,,,,,,,,,,,,,Switzerland,773,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,cde6079b-a52d-42d9-8d2c-102ff7e0bb97,4,,,3857290,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Switzerland,773,['a64d52e5-8f9d-4286-bf4b-64c2e2965c21'],0,,,,,,,,,,,,,,,,,Cameroon,2722,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b329b40c-a38a-49b4-a4f8-91aa03d910f5,1917,,,3857290,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,79,Cameroon,2722,['78b59bb5-b882-44b6-8b77-deca587e5d48'],0,,,,,,,,,,,,,,,,,Switzerland,773,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,78b59bb5-b882-44b6-8b77-deca587e5d48,1918,,,3857290,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,79,Cameroon,2722,['b329b40c-a38a-49b4-a4f8-91aa03d910f5'],0,,,,,,,,,,,,,,,,,Cameroon,2722,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.703521,,,,,,,,,,,,bcac28a4-f10e-4952-849b-36887e980215,5,,"[60.0, 40.0]",3857290,0,,,,,3.1172073,,Left Foot,,,"[35.4, 40.6]",,Ground Pass,,24.607315,,,,Manuel Obafemi Akanji,5549.0,,,,,,Kick Off,1,From Kick Off,Xherdan Shaqiri,3533.0,Right Wing,2,Switzerland,773,['165df569-1155-4898-ba3e-a240321b539c'],0,,,,,,,,,,,,,,,,,Switzerland,773,00:00:00.175,Pass,
,,,,,,,,,,,,,,,2.88479,,,,,,,,,,,,e64ad623-583d-461e-bcf7-bf2f3acb5dc6,8,,"[37.7, 41.0]",3857290,0,,,,,-0.68644875,,Right Foot,,,"[83.1, 3.8]",,High Pass,,58.694122,,Incomplete,,Ruben Vargas,30401.0,,,,,,,1,From Kick Off,Manuel Obafemi Akanji,5549.0,Right Center Back,2,Switzerland,773,"['008eb0c3-bcdd-42b4-8672-1b164c8f0801', '2b66a347-5344-46e7-a121-3fa0feaa3ef0']",3,,,,,,,,,,,,,,,,,Switzerland,773,00:00:03.296,Pass,
,,,,,,,,,,,,,,,1.016501,,,,,,,,,,,,2b66a347-5344-46e7-a121-3fa0feaa3ef0,11,,"[37.0, 76.3]",3857290,0,,,,True,0.026542438,,,,,"[48.3, 76.6]",,High Pass,,11.303982,,,,Bryan Mbeumo,4935.0,,,,,,Recovery,1,From Kick Off,Ngoran Suiru Fai Collins,16346.0,Right Back,2,Switzerland,773,"['446b983d-7ffb-401e-994a-721740daff3d', 'be68e818-e980-4caa-9189-f4d443106327', 'e64ad623-583d-461e-bcf7-bf2f3acb5dc6']",6,,,,,,,,,,,,,,,,,Cameroon,2722,00:00:06.181,Pass,True
,,,,,,,,,,,,,,,1.453728,,,,,,,,,,,,c34bdff2-47bb-481d-af3c-642b5a745ecc,14,,"[48.3, 76.6]",3857290,0,,,,True,-0.6857295,,,,,"[51.6, 73.9]",,High Pass,,4.263801,,Incomplete,,,,,,,,,,1,From Kick Off,Bryan Mbeumo,4935.0,Right Wing,2,Switzerland,773,"['130eb2fc-79d2-4bc2-873d-6f3f15f290de', '2e035302-91b0-496a-9507-6ccc529b7697']",7,,,,,,,,,,,,,,,,,Cameroon,2722,00:00:07.198,Pass,True
,,,,,,,,,,,,,,,1.39118,,,,,,,,,,,,130eb2fc-79d2-4bc2-873d-6f3f15f290de,15,,"[68.5, 6.2]",3857290,0,,,,,2.6958003,,Head,,,"[57.2, 11.6]",,Low Pass,,12.523977,,,,Nico Elvedi,8814.0,,,,,,Recovery,1,From Kick Off,Granit Xhaka,3500.0,Left Defensive Midfield,2,Switzerland,773,"['87aecc15-d8b1-4bb9-952d-fa60bf55de7d', 'c34bdff2-47bb-481d-af3c-642b5a745ecc']",8,,,,,,,,,,,,,,,,,Switzerland,773,00:00:08.651,Pass,
,,,,,,,,,,,,,,,3.059046,,,,,,,,,,,,8ac175c5-4b85-4402-bdda-8c28bcd9b7ef,17,,"[58.1, 12.0]",3857290,0,,,,,0.5446508,,Right Foot,,,"[89.3, 30.9]",,High Pass,,36.478077,,Incomplete,,Breel-Donald Embolo,5545.0,,,,,,,1,From Kick Off,Nico Elvedi,8814.0,Left Center Back,2,Switzerland,773,"['2f7f233d-6c7f-481e-bdeb-3c322ec037e3', 'b6d0e741-7dcf-4fbf-b70b-bb0803fc548c']",10,,,,,,,,,,,,,,,,,Switzerland,773,00:00:10.043,Pass,
,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,b6d0e741-7dcf-4fbf-b70b-bb0803fc548c,20,,"[30.8, 49.2]",3857290,0,,,,True,0.08430673,,,,,"[37.9, 49.8]",,Low Pass,,7.125307,,,,Samuel Yves Oum Gwet,8591.0,,,,,,Recovery,1,From Kick Off,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Left Center Back,2,Switzerland,773,"['081b82f8-fe01-488e-865b-567eb4546a0a', '42f0f64a-5e1f-4802-8bb0-4aea167163c1', '8ac175c5-4b85-4402-bdda-8c28bcd9b7ef']",13,,,,,,,,,,,,,,,,,Cameroon,2722,00:00:13.102,Pass,True
,,,,,,,,,,,,,,,2.472413,,,,,,,,,,,,6913275c-105d-4821-bbba-c34d24ea1454,23,,"[37.9, 49.8]",3857290,0,,,,,-0.08749534,,Right Foot,,,"[66.4, 47.3]",,High Pass,,28.60944,,Incomplete,,,,,,,,,,1,From Kick Off,Samuel Yves Oum Gwet,8591.0,Center Defensive Midfield,2,Switzerland,773,['b479b599-bf4d-4b0f-b093-a77160876dc7'],14,,,,,,,,,,,,,,,,,Cameroon,2722,00:00:14.116,Pass,
,,,,,,,,,,,,,,,1.745427,,,,,,,,,,,,b479b599-bf4d-4b0f-b093-a77160876dc7,25,,"[53.7, 32.8]",3857290,0,,,,True,0.43490154,,,,,"[66.4, 38.7]",,High Pass,,14.003571,,,,Djibril Sow,16026.0,,,,,,Recovery,1,From Kick Off,Nico Elvedi,8814.0,Left Center Back,2,Switzerland,773,"['1798bf60-2f38-4763-9101-82662d4e6e16', '439046ca-3cab-4e90-82db-32452e686ad1', '6913275c-105d-4821-bbba-c34d24ea1454']",16,,,,,,,,,,,,,,,,,Switzerland,773,00:00:16.588,Pass,True
,,,,,,,,,,,,,,,1.22911,,,,,,,,,,,,89643896-3f57-4592-88cc-48f300141625,27,,"[66.4, 38.7]",3857290,0,,,,,0.26396373,,Head,,,"[70.1, 39.7]",,Low Pass,,3.8327537,,Incomplete,,Xherdan Shaqiri,3533.0,,,,,,,1,From Kick Off,Djibril Sow,16026.0,Center Attacking Midfield,2,Switzerland,773,"['b04692f2-870a-4353-bc58-2e8032b55869', 'bab6a718-cf8c-4045-a2f7-5046d0a8816e']",18,,,,,,,,,,,,,,,,,Switzerland,773,00:00:18.334,Pass,
,,,,,,,,,,,,,,,1.094936,,,,,,,,,,,,bab6a718-cf8c-4045-a2f7-5046d0a8816e,29,,"[50.0, 40.4]",3857290,0,,,,,-0.2536741,,Head,,,"[58.1, 38.3]",,High Pass,,8.367795,,,,Martin Hongla Yma II,30016.0,,,,,,Recovery,1,From Kick Off,Samuel Yves Oum Gwet,8591.0,Center Defensive Midfield,2,Switzerland,773,"['3e41fb10-7eae-4f8a-bf84-8d52c4a8f551', '89643896-3f57-4592-88cc-48f300141625']",19,,,,,,,,,,,,,,,,,Cameroon,2722,00:00:19.563,Pass,
,,,,,,,,,,,,,,,2.191017,,,,,,,,,,,,b80e470a-cabc-4e3d-9be5-7019f54f924d,32,,"[58.1, 38.3]",3857290,0,,,,True,0.6480056,,,,,"[75.8, 51.7]",,High Pass,,22.200226,,Incomplete,,,,,,,,,,1,From Kick Off,Martin Hongla Yma II,30016.0,Left Center Midfield,2,Switzerland,773,"['ba778760-929e-403a-be0b-0fdcaacf85fc', 'c3c78bb2-840a-485d-ace8-4fa8a92e2a3b']",20,,,,,,,,,,,,,,,,,Cameroon,2722,00:00:20.658,Pass,True
,,,,,,,,,,,,,,,0.806357,,,,,,,,,,,,8ba17d26-2d9d-4441-8f0d-1fd474f9ea24,35,,"[42.6, 28.9]",3857290,0,,,,,0.40629432,,Right Foot,,,"[51.2, 32.6]",,Ground Pass,,9.362158,,,,Remo Freuler,6983.0,,,,,,,1,From Kick Off,Ricardo Iván Rodríguez Araya,5544.0,Left Back,2,Switzerland,773,['53584573-4289-49eb-bec9-07fbc1f4c6d0'],25,,,,,,,,,,,,,,,,,Switzerland,773,00:00:25.258,Pass,
,,,,,,,,,,,,,,,1.626783,,,,,,,,,,,,d099ba0c-b4a9-4ccd-9756-df80184eb185,37,,"[51.2, 32.6]",3857290,0,,,,,-2.9441972,,Right Foot,,,"[32.7, 28.9]",,Ground Pass,,18.866373,,,,Nico Elvedi,8814.0,,,,,,,1,From Kick Off,Remo Freuler,6983.0,Right Defensive Midfield,2,Switzerland,773,['cb0b5b9e-de7a-4dca-aa0c-9556ad13b1b7'],26,,,,,,,,,,,,,,,,,Switzerland,773,00:00:26.064,Pass,
,,,,,,,,,,,,,,,1.500781,,,,,,,,,,,,1767d97b-91d7-4083-ac44-d4ba78c756b2,40,,"[32.2, 29.5]",3857290,0,,,,,1.6736351,,Right Foot,,,"[29.3, 57.6]",,Ground Pass,,28.249249,,,,Manuel Obafemi Akanji,5549.0,,,,,,,1,From Kick Off,Nico Elvedi,8814.0,Left Center Back,2,Switzerland,773,['1e40664f-fde9-4890-b59d-1ff56ff58e77'],28,,,,,,,,,,,,,,,,,Switzerland,773,00:00:28.834,Pass,
,,,,,,,,,,,,,,,1.282709,,,,,,,,,,,,c1777a20-4295-4be6-952f-4d53878f7bfb,43,,"[29.3, 57.6]",3857290,0,,,,,-0.8822372,,Right Foot,,,"[37.2, 48.0]",,Ground Pass,,12.432618,,,,Remo Freuler,6983.0,,,,,,,1,From Kick Off,Manuel Obafemi Akanji,5549.0,Right Center Back,2,Switzerland,773,['34119ad5-2ca5-4ec7-8fae-bc664f38254d'],31,,,,,,,,,,,,,,,,,Switzerland,773,00:00:31.230,Pass,
,,,,,,,,,,,,,,,1.049948,,,,,,,,,,,,0bac7bce-fe4a-4257-8802-8b1e3b2f1eda,46,,"[48.1, 59.5]",3857290,0,,,,,0.6819437,,Right Foot,,,"[68.3, 75.9]",,Ground Pass,,26.019224,,,,Silvan Widmer,7796.0,,,,,,,1,From Kick Off,Remo Freuler,6983.0,Right Defensive Midfield,2,Switzerland,773,['a9279351-1e33-45c6-b3be-20fbf96d53b2'],35,,,,,,,,,,,,,,,,,Switzerland,773,00:00:35.981,Pass,
,,,,,,,,,,,,,,,0.604452,,,,,,,,,,,,9ab876df-841c-4ad8-b008-822bb20b88f7,50,,"[68.1, 76.8]",3857290,0,,,,,-1.0109994,,Right Foot,,,"[72.8, 69.3]",,Ground Pass,,8.850988,,,,Xherdan Shaqiri,3533.0,,,,,,,1,From Kick Off,Silvan Widmer,7796.0,Right Back,2,Switzerland,773,"['9518dc23-1e4f-4b7f-aaec-5fade5da2f0c', 'f88cb669-9244-40b8-8859-db7d8518b3a4']",37,,,,,,,,,,,,,,,,,Switzerland,773,00:00:37.648,Pass,True
,,,,,,,,,,,,,,,0.838602,,,,,,,,,,,,90206545-a671-414f-97ef-f58f21b210a2,55,,"[75.5, 69.9]",3857290,0,,,,,0.5200661,,Right Foot,,,"[87.2, 76.6]",,Ground Pass,,13.482581,,,,Silvan Widmer,7796.0,,,,,,,1,From Kick Off,Xherdan Shaqiri,3533.0,Right Wing,2,Switzerland,773,"['0a5fb306-7288-4af1-ac77-b1b0a6a422a8', 'd5cd4e4d-2d02-4b24-9595-0479093581ea']",39,,,,,,,,,,,,,,,,,Switzerland,773,00:00:39.780,Pass,True
,,,,,,,,,,,,,,,3.007032,,,,,,,,,,,,148bd39f-133f-4751-866e-dfeff7b2f5ab,59,,"[90.5, 75.7]",3857290,0,,,,,-0.032246884,,Right Foot,,True,"[115.3, 74.9]",,Ground Pass,,24.8129,,,,Djibril Sow,16026.0,,,,,,,1,From Kick Off,Silvan Widmer,7796.0,Right Back,2,Switzerland,773,['3da6a3f2-4f0f-447e-b33d-0aead5cd97ef'],41,,,,,,,,,,,,,,,,,Switzerland,773,00:00:41.245,Pass,
,,,,,,,,,,,,,,,1.060885,,,,,,,,,,,,7c2065e2-7f73-44fc-b373-abb8fb205d6f,65,,"[120.0, 80.0]",3857290,1,,,,,-1.7148532,,Left Foot,,,"[115.3, 47.6]",,High Pass,True,32.73912,,Incomplete,,,,,,,Inswinging,,Corner,1,From Corner,Xherdan Shaqiri,3533.0,Right Wing,3,Switzerland,773,['2d664869-cad1-4c90-99a8-21e0cdec4fe7'],10,,,,,,,,,,,,,,,,,Switzerland,773,00:01:10.967,Pass,
,,,,,,,,,,,,,,,0.803538,,,,,,,,,,,,2951f1e1-02b8-49bb-b618-81930900a612,73,,"[29.8, 70.6]",3857290,1,,,,,1.5707964,,Right Foot,,,"[29.8, 77.9]",,Ground Pass,,7.3,,,,André-Frank Zambo Anguissa,3141.0,,,,,,,1,Regular Play,Ngoran Suiru Fai Collins,16346.0,Right Back,4,Cameroon,2722,['974a6595-3577-493a-8b2c-fbafc0d5da61'],22,,,,,,,,,,,,,,,,,Cameroon,2722,00:01:22.758,Pass,
,,,,,,,,,,,,,,,1.093685,,,,,,,,,,,,9d413b0f-bd40-407b-ac56-6f0b51ee576c,76,,"[28.3, 72.9]",3857290,1,,,,,-1.1471274,,Left Foot,,,"[32.9, 62.7]",,Ground Pass,,11.1892805,,,,Samuel Yves Oum Gwet,8591.0,,,,,,,1,Regular Play,André-Frank Zambo Anguissa,3141.0,Right Center Midfield,4,Cameroon,2722,['ea4885b9-1933-4825-a0b0-133eb3044ff1'],24,,,,,,,,,,,,,,,,,Cameroon,2722,00:01:24.978,Pass,
,,,,,,,,,,,,,,,0.906805,,,,,,,,,,,,e0b81af7-2937-41f7-af4a-b75a03f9f148,80,,"[33.3, 62.3]",3857290,1,,,,,3.0638278,,Right Foot,,,"[25.6, 62.9]",,Ground Pass,,7.7233415,,,,André-Frank Zambo Anguissa,3141.0,,,,,,,1,Regular Play,Samuel Yves Oum Gwet,8591.0,Center Defensive Midfield,4,Cameroon,2722,"['1db31fd0-f637-4245-8c15-d8194af332f7', '747812dd-13df-4cfb-9dee-b478220f5789']",26,,,,,,,,,,,,,,,,,Cameroon,2722,00:01:26.576,Pass,True
,,,,,,,,,,,,,,,2.134479,,,,,,,,,,,,ed20cab9-b187-4012-8b5c-fe6d9ca131a1,83,,"[22.3, 61.6]",3857290,1,,,,,-2.4508016,,Right Foot,,,"[7.3, 49.2]",,Ground Pass,,19.461758,,,,André Onana,8064.0,,,,,,,1,Regular Play,André-Frank Zambo Anguissa,3141.0,Right Center Midfield,4,Cameroon,2722,['61eafe50-3cca-49c6-95cf-da8b9880662a'],28,,,,,,,,,,,,,,,,,Cameroon,2722,00:01:28.821,Pass,
,,,,,,,,,,,,,,,3.611242,,,,,,,,,,,,37c47c34-3dee-4038-9227-799bb380e351,86,,"[7.1, 48.1]",3857290,1,,,,,-0.030647336,,Right Foot,,,"[75.6, 46.0]",,High Pass,,68.53218,,Incomplete,,,,,,,,,,1,Regular Play,André Onana,8064.0,Goalkeeper,4,Cameroon,2722,"['37eb7a9f-0102-4d2e-aa5c-38e6ba837d66', '9568b611-3939-4149-b3b3-7dd29f9004c8']",30,,,,,,,,,,,,,,,,,Cameroon,2722,00:01:30.956,Pass,True
,,,,,,,,,,,,,,,0.606034,,,,,,,,,,,,9568b611-3939-4149-b3b3-7dd29f9004c8,87,,"[44.5, 34.1]",3857290,1,,,,,0.043450896,,Head,,,"[53.7, 34.5]",,Low Pass,,9.208692,,,,Remo Freuler,6983.0,,,,,,Recovery,1,Regular Play,Manuel Obafemi Akanji,5549.0,Right Center Back,4,Cameroon,2722,"['03ae8ea2-8a9f-46a5-98ae-0aefdf940ede', '37c47c34-3dee-4038-9227-799bb380e351']",34,,,,,,,,,,,,,,,,,Switzerland,773,00:01:34.567,Pass,
,,,,,,,,,,,,,,,1.879235,,,,,,,,,,,,231732e1-8653-4724-9d93-d1f8f7697304,96,,"[66.8, 26.2]",3857290,1,,,,,2.7301364,,Right Foot,,,"[55.8, 31.0]",,Low Pass,,12.001667,,,,Djibril Sow,16026.0,,,,,,Recovery,1,Regular Play,Ruben Vargas,30401.0,Left Wing,5,Switzerland,773,"['333fa390-a3e3-436f-8504-245be129d10e', 'b5651a5a-c2f7-4a82-b971-ed4245587263']",39,,,,,,,,,,,,,,,,,Switzerland,773,00:01:39.036,Pass,True
,,,,,,,,,,,,,,,0.982365,,,,,,,,,,,,9069a8d5-f834-4a9d-918c-0e982c49e69e,99,,"[54.9, 31.0]",3857290,1,,,,,3.1415927,,Right Foot,,,"[42.9, 31.0]",,Ground Pass,,12.0,,,,Nico Elvedi,8814.0,,,,,,,1,Regular Play,Djibril Sow,16026.0,Center Attacking Midfield,5,Switzerland,773,['9a944695-99da-44d3-b31e-f9c0770064ff'],41,,,,,,,,,,,,,,,,,Switzerland,773,00:01:41.714,Pass,
,,,,,,,,,,,,,,,1.115738,,,,,,,,,,,,98e17ff9-4e1c-4eff-a816-4cf8a8129ea0,102,,"[42.9, 31.0]",3857290,1,,,,,0.47872186,,Right Foot,,,"[50.8, 35.1]",,Ground Pass,,8.900561,,,,Djibril Sow,16026.0,,,,,,,1,Regular Play,Nico Elvedi,8814.0,Left Center Back,5,Switzerland,773,['5460a24a-a1ad-497d-8b47-734b4e58abde'],43,,,,,,,,,,,,,,,,,Switzerland,773,00:01:43.506,Pass,
,,,,,,,,,,,,,,,1.101611,,,,,,,,,,,,2dc7c0ad-e0fc-41de-b95b-5f083c82ce71,104,,"[49.7, 34.5]",3857290,1,,,,,-2.5640335,,Left Foot,,,"[40.8, 28.7]",,Ground Pass,,10.623088,,,,Nico Elvedi,8814.0,,,,,,,1,Regular Play,Djibril Sow,16026.0,Center Attacking Midfield,5,Switzerland,773,['f1c5ea60-64e5-4a15-a1ca-fe8d8f132f69'],44,,,,,,,,,,,,,,,,,Switzerland,773,00:01:44.622,Pass,
,,,,,,,,,,,,,,,1.563868,,,,,,,,,,,,584ae201-de43-4dae-ba86-26846ce1f76e,107,,"[40.8, 28.0]",3857290,1,,,,,-1.4405849,,Right Foot,,,"[44.1, 2.8]",,Ground Pass,,25.415154,,,,Ricardo Iván Rodríguez Araya,5544.0,,,,,,,1,Regular Play,Nico Elvedi,8814.0,Left Center Back,5,Switzerland,773,['da3a734c-82c6-4544-a81a-e3086a87cc3a'],46,,,,,,,,,,,,,,,,,Switzerland,773,00:01:46.353,Pass,
,,,,,,,,,,,,,,,1.467838,,,,,,,,,,,,c57c25b6-a571-4a4e-87b0-4713f0567f5d,111,,"[44.7, 3.3]",3857290,1,,,,,2.0372767,,Left Foot,,,"[37.6, 17.4]",,Ground Pass,,15.786703,,,,Nico Elvedi,8814.0,,,,,,,1,Regular Play,Ricardo Iván Rodríguez Araya,5544.0,Left Back,5,Switzerland,773,"['d6b310d4-05f5-4fb0-9523-2e7781b33a05', 'f1775b22-13cc-4494-b32e-84e4d7772a71']",49,,,,,,,,,,,,,,,,,Switzerland,773,00:01:49.232,Pass,True
,,,,,,,,,,,,,,,2.432809,,,,,,,,,,,,fc271a81-abee-4474-93de-1ce9cf68f5d6,114,,"[37.6, 17.4]",3857290,1,,,,,1.5636022,,Right Foot,,,"[37.9, 59.1]",,Ground Pass,,41.70108,,,,Manuel Obafemi Akanji,5549.0,,,True,,,,1,Regular Play,Nico Elvedi,8814.0,Left Center Back,5,Switzerland,773,['425cb20e-4141-45e2-a97d-5922d4dfa138'],52,,,,,,,,,,,,,,,,,Switzerland,773,00:01:52.746,Pass,
,,,,,,,,,,,,,,,0.821428,,,,,,,,,,,,d34db02e-f2b0-4d42-8823-a3072b01d294,117,,"[56.0, 65.3]",3857290,1,,,,,-0.019799393,,Right Foot,,,"[76.2, 64.9]",,Ground Pass,,20.20396,,,,Breel-Donald Embolo,5545.0,,,,,,,1,Regular Play,Manuel Obafemi Akanji,5549.0,Right Center Back,5,Switzerland,773,['d5f541bc-4ed8-4863-ad3c-e438de2a167c'],57,,,,,,,,,,,,,,,,,Switzerland,773,00:01:57.601,Pass,
,,,,,,,,,,,,,,,1.540481,,,,,,,,,,,,64c92527-3e89-461e-bb80-c0bf2c16a94a,125,,"[22.9, 45.2]",3857290,2,,,,,-3.049958,,Right Foot,,,"[4.4, 43.5]",,Ground Pass,,18.577944,,,,André Onana,8064.0,,,,,,,1,Regular Play,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Left Center Back,5,Switzerland,773,"['58c5bf2f-7531-44f1-8650-a431ca352d8a', '95399e65-55fe-43fb-8358-bada91b30d1a']",8,,,,,,,,,,,,,,,,,Cameroon,2722,00:02:08.981,Pass,True
,,,,,,,,,,,,,,,2.91877,,,,,,,,,,,,ea2d110c-1c62-4a2d-8a77-f15c2cd5bae2,129,,"[4.1, 46.2]",3857290,2,,,,,0.30470675,,Right Foot,,,"[57.2, 62.9]",,High Pass,,55.664173,,Incomplete,,,,,,,,,,1,Regular Play,André Onana,8064.0,Goalkeeper,5,Switzerland,773,"['585db666-c59e-4c9c-be69-133d837a4033', 'a8c1f285-0e2b-4d6f-954a-2f38240b1cbc']",11,,,,,,,,,,,,,,,,,Cameroon,2722,00:02:11.684,Pass,True
,,,,,,,,,,,,,,,1.528571,,,,,,,,,,,,585db666-c59e-4c9c-be69-133d837a4033,131,,"[62.9, 17.2]",3857290,2,,,,True,-0.14024961,,,,,"[71.4, 16.0]",,High Pass,,8.584288,,,,Ruben Vargas,30401.0,,,,,,Recovery,1,Regular Play,Ricardo Iván Rodríguez Araya,5544.0,Left Back,5,Switzerland,773,"['2435f0cf-b4e6-4db7-981c-295ee34d70eb', '2769ec77-ec5f-4f14-b758-692789040114', 'ea2d110c-1c62-4a2d-8a77-f15c2cd5bae2']",14,,,,,,,,,,,,,,,,,Switzerland,773,00:02:14.603,Pass,True
