50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,"[75.1, 6.0]",,,,,,,,,,,,,0.564332,,,,,,,,,,,,,7525431a-007d-4d8a-883d-b14ba70cb27a,271,,"[76.2, 5.1]",3857296,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Timothy Castagne,6989.0,Left Back,13,Belgium,782,"['bf88e703-0e68-46b2-84bd-787a91e43f3b', 'f0ea9f86-9d05-49a6-934b-22ed39bc77c9']",9,,,,,,,,,,,,,,,,,Belgium,782,00:05:09.863,Carry,
,,,,,"[69.4, 18.6]",,,,,,,,,,,,,1.254198,,,,,,,,,,,,,e1785629-2d89-4908-b74f-4a324560026b,274,,"[72.0, 18.3]",3857296,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Axel Witsel,5642.0,Left Defensive Midfield,13,Belgium,782,"['8626a4a3-e7c4-449b-978e-8af429a7a054', 'b08750ed-68c3-465f-b918-98dc0becaf61']",11,,,,,,,,,,,,,,,,,Belgium,782,00:05:11.554,Carry,
,,,,,"[87.1, 16.5]",,,,,,,,,,,,,1.139701,,,,,,,,,,,,,bdc653fe-f283-41b4-a122-4f0fb47bae51,279,,"[81.9, 16.5]",3857296,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dries Mertens,5630.0,Center Attacking Midfield,13,Belgium,782,"['1561d26e-5aa5-4ad8-a7c8-25365298c7ad', 'f4911133-8d90-484c-ab4a-fe04ee5aee1d']",15,,,,,,,,,,,,,,,,,Belgium,782,00:05:15.254,Carry,
,,,,,"[90.0, 4.6]",,,,,,,,,,,,,5.152603,,,,,,,,,,,,,aa7f8b7a-1351-4d06-b735-a865a4f17eaf,282,,"[96.8, 2.3]",3857296,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Yannick Ferreira Carrasco,5633.0,Left Wing,13,Belgium,782,"['761328d9-a687-451d-bd78-27f88d20f3ce', '7a51ffac-fc5f-48d9-8344-9d3492eed6dc']",17,,,,,,,,,,,,,,,,,Belgium,782,00:05:17.513,Carry,
,,,,,"[77.9, 7.7]",,,,,,,,,,,,,1.590368,,,,,,,,,,,,,ca8fd039-3405-4aaa-ba31-002a854073c6,285,,"[80.5, 3.7]",3857296,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Timothy Castagne,6989.0,Left Back,13,Belgium,782,"['70d60dd8-89a6-4d9b-9b3b-153927b21c25', '8eb4715a-d7c6-4ec5-9c80-ed007cafb101']",23,,,,,,,,,,,,,,,,,Belgium,782,00:05:23.729,Carry,
,,,,,"[56.2, 32.8]",,,,,,,,,,,,,1.301507,,,,,,,,,,,,,12441880-b105-4982-9a1a-7a2cfca6d54c,288,,"[55.6, 32.3]",3857296,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jan Vertonghen,3077.0,Left Center Back,13,Belgium,782,"['a2717e58-2baf-477a-b9f7-9800c1f93cd9', 'b73bc601-42d8-4bf3-9d44-94c0515629cd']",26,,,,,,,,,,,,,,,,,Belgium,782,00:05:26.692,Carry,
,,,,,"[57.0, 46.9]",,,,,,,,,,,,,0.849646,,,,,,,,,,,,,8e24d3c2-f5a1-413b-a57c-b2989bdc056b,292,,"[57.0, 48.3]",3857296,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Toby Alderweireld,20005.0,Right Center Back,13,Belgium,782,"['1b14ba6d-73e4-424e-823c-585404432d2e', '21e0f58d-db00-4552-a593-8f0a20046087', '486c246f-f09b-41b7-833d-1056a1d017a2']",29,,,,,,,,,,,,,,,,,Belgium,782,00:05:29.082,Carry,True
,,,,,"[50.8, 31.8]",,,,,,,,,,,,,0.880685,,,,,,,,,,,,,fa638a09-a614-4f15-8621-10cab3dbf91e,295,,"[50.8, 31.8]",3857296,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jan Vertonghen,3077.0,Left Center Back,13,Belgium,782,"['1d5b5e29-56ee-4eb6-8ca7-fb2d625439a4', 'f638cbbc-3cf0-415d-9c99-dfbf09cdb78e']",31,,,,,,,,,,,,,,,,,Belgium,782,00:05:31.192,Carry,
,,,,,"[39.9, 5.7]",,,,,,,,,,,,,1.503837,,,,,,,,,,,,,2ddb2d34-7d18-4890-a009-a2d5f8207cd5,298,,"[54.5, 3.4]",3857296,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Timothy Castagne,6989.0,Left Back,13,Belgium,782,"['7ad55127-40e5-4230-a928-2500d34bb1fc', 'f525176d-bb8d-4fe9-8b03-16b76e071b35']",33,,,,,,,,,,,,,,,,,Belgium,782,00:05:33.829,Carry,
,,,,,"[10.2, 39.7]",,,,,,,,,,,,,0.08,,,,,,,,,,,,,3ae0f980-6033-42d1-896e-be471087cbd7,302,,"[10.8, 37.7]",3857296,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Thibaut Courtois,3509.0,Goalkeeper,13,Belgium,782,"['0f7f0874-056a-4bd5-8098-0f547152fe79', '2b8abcf9-d9c8-420b-b247-4736055b1fbc', '45386fc8-5da5-480e-a094-67524a21bb18']",38,,,,,,,,,,,,,,,,,Belgium,782,00:05:38.787,Carry,True
