50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.490142,,,,,,,,,,,,,,8c34496b-2f16-44bd-bcf6-a7e9c98f1f32,5073,,,"[81.9, 65.6]",3869420,119,,,,,0.57133746,,Left Foot,,,,"[98.7, 76.4]",,Ground Pass,,19.971981,,,,,Josip Juranović,29163.0,,,,,,4,From Free Kick,Lovro Majer,28914.0,Right Defensive Midfield,252,Croatia,785,['11732f33-0cb4-40c0-8fa1-e8fca0b55bb3'],33,,,,,,,,,,,,,,,,,,Croatia,785,00:14:33.380,Pass,
,,,,,,,,,,,,,,,,,,,1.292443,,,,,,,,,,,,,,abb8dbb5-bc9f-481c-a7da-567795151512,5076,,,"[97.3, 78.1]",3869420,119,,,,,-2.827972,,Right Foot,,,,"[86.2, 74.5]",,Ground Pass,,11.66919,,,,,Lovro Majer,28914.0,,,,,,4,From Free Kick,Josip Juranović,29163.0,Right Back,252,Croatia,785,['5c40ca10-b3f3-4a9d-a6bd-d20eaf2aac21'],35,,,,,,,,,,,,,,,,,,Croatia,785,00:14:35.890,Pass,
,,,,,,,,,,,,,,,,,,,0.986188,,,,,,,,,,,,,,9df5f9f6-04c3-44d1-a252-7295bebcf76e,5079,,,"[86.2, 74.5]",3869420,119,,,,,-2.1341126,,Left Foot,,,,"[80.2, 65.0]",,Ground Pass,,11.236102,,,,,Luka Modrić,5463.0,,,,,,4,From Free Kick,Lovro Majer,28914.0,Right Defensive Midfield,252,Croatia,785,['ddaa8187-8f49-4ece-b506-7f0b8a50a7a5'],38,,,,,,,,,,,,,,,,,,Croatia,785,00:14:38.028,Pass,
,,,,,,,,,,,,,,,,,,,0.878387,,,,,,,,,,,,,,93c7c9a5-4353-4da4-8776-86139d93cb55,5082,,,"[80.2, 65.0]",3869420,119,,,,,1.5707964,,Right Foot,,,,"[80.2, 74.5]",,Ground Pass,,9.5,,,,,Lovro Majer,28914.0,,,,,,4,From Free Kick,Luka Modrić,5463.0,Left Defensive Midfield,252,Croatia,785,['b0438cb9-0811-42ed-abda-2d0cfc9de2e1'],40,,,,,,,,,,,,,,,,,,Croatia,785,00:14:40.051,Pass,
,,,,,,,,,,,,,,,,,,,0.831469,,,,,,,,,,,,,,8a6a326c-47a7-45eb-b395-a3c0c97f4f0a,5085,,,"[80.2, 74.5]",3869420,119,,,,,0.12169778,,Left Foot,,,,"[94.1, 76.2]",,Ground Pass,,14.003571,,,,,Josip Juranović,29163.0,,,,,,4,From Free Kick,Lovro Majer,28914.0,Right Defensive Midfield,252,Croatia,785,['8c5cc1b1-4db2-4ceb-9be4-9b8f0ac34f8a'],41,,,,,,,,,,,,,,,,,,Croatia,785,00:14:41.639,Pass,
,,,,,,,,,,,,,,,,,,,1.488667,,,,,,,,,,,,,,94c39911-2382-4d0f-b6e1-bff65a6a79f1,5088,,,"[94.1, 76.7]",3869420,119,,,,,-2.2549376,35169461-baba-4e96-9af0-7be390f73bc0,Left Foot,,,,"[85.7, 66.4]",,Ground Pass,,13.290975,,,,,Lovro Majer,28914.0,True,,,,,4,From Free Kick,Josip Juranović,29163.0,Right Back,252,Croatia,785,['a49302ef-abf9-497a-a69d-a80551f68651'],42,,,,,,,,,,,,,,,,,,Croatia,785,00:14:42.511,Pass,
,,,,,,,,,,,,,,,,,,,3.784907,,,,,,,,,,,,,,ff5f9ac5-df1a-4454-a308-b05d08a33cfa,5093,,,"[6.0, 44.0]",3869420,120,,,,,-0.31441572,,Right Foot,,,,"[67.5, 24.0]",,High Pass,,64.67032,,,Unknown,,Pedro Guilherme Abreu dos Santos,25305.0,,,,,Goal Kick,4,From Goal Kick,Alisson Ramsés Becker,5547.0,Goalkeeper,253,Brazil,781,['e072766e-0118-4d1b-beac-fd464796a67a'],8,,,,,,,,,,,,,,,,,,Brazil,781,00:15:08.286,Pass,
,,,,,,,,,,,,,,,,,,,2.232326,,,,,,,,,,,,,,07ecbfc5-9514-4041-9681-38506124019d,5097,,,"[56.9, 52.8]",3869420,120,,,,,-0.94807637,,Right Foot,,,,"[81.6, 18.4]",,High Pass,,42.349144,,,Incomplete,,,,,,,,Free Kick,4,From Free Kick,Luka Modrić,5463.0,Left Defensive Midfield,254,Croatia,785,['54e8d7ca-8b24-4c33-bba4-538e74d90c51'],21,,,,,,,,,,,,,,,,,,Croatia,785,00:15:21.587,Pass,
,,,,,,,,,,,,,,,,,,,0.699045,,,,,,,,,,,,,,54e8d7ca-8b24-4c33-bba4-538e74d90c51,5098,,,"[38.5, 61.7]",3869420,120,,,,,0.08168915,,Head,,,,"[55.6, 63.1]",,Low Pass,,17.157215,,,,,Antony Matheus dos Santos,25363.0,,,,,Recovery,4,Regular Play,Danilo Luiz da Silva,3063.0,Right Back,255,Brazil,781,"['07ecbfc5-9514-4041-9681-38506124019d', '803623c1-6c0a-4df1-9bd5-10a7ae0a6b45']",23,,,,,,,,,,,,,,,,,,Brazil,781,00:15:23.820,Pass,
,,,,,,,,,,,,,,,,,,,1.523827,,,,,,,,,,,,,,56d843ff-0480-4d9f-b2aa-59d323762fb4,5109,,,"[106.1, 74.2]",3869420,121,,,,,-1.3587359,,Right Foot,True,,,"[113.7, 38.9]",,High Pass,,36.108864,,,Incomplete,,,,,,,,Free Kick,4,From Free Kick,Neymar da Silva Santos Junior,4320.0,Center Attacking Midfield,256,Brazil,781,['56b897db-2e51-45ef-a833-cb8df3510dc8'],15,,,,,,,,,,,,,,,,,,Brazil,781,00:16:15.106,Pass,
,,,,,,,,,,,,,,,,,,,1.148755,,,,,,,,,,,,,,6d7b2d78-9a45-4744-bf0e-8940a0bd691b,5113,,,"[112.0, 33.0]",3869420,121,,,,True,-0.7853982,3dd7d256-6e97-47b6-a7bf-ce13448396cf,,,,,"[114.0, 31.0]",,High Pass,,2.828427,,,,,Carlos Henrique Casimiro,5539.0,True,,,,Recovery,4,From Free Kick,Marcos Aoás Corrêa,4372.0,Left Center Back,256,Brazil,781,"['07ddc0ae-51f2-4933-b346-1009522103c2', '26c7b44f-d8c1-4e53-ac8a-d8c1d5afa635']",18,,,,,,,,,,,,,,,,,,Brazil,781,00:16:18.600,Pass,True
,,,,,,,,,,,,,,,,,,,1.412047,,,,,,,,,,,,,,0e4a18a3-a657-41dc-92bc-2d06b552eaf5,5123,,,"[23.5, 63.1]",3869420,122,,,,,-0.10335381,,Right Foot,,,,"[98.7, 55.3]",,High Pass,,75.60344,,,Unknown,,,,,,,,Free Kick,4,From Free Kick,Dominik Livaković,16531.0,Goalkeeper,257,Croatia,785,,1,,,,,,,,,,,,,,,,,,Croatia,785,00:17:01.254,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687facae-c228-459f-bd4f-cb901dfbd0ef,6,,,"[44.6, 38.4]",3869420,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Marcelo Brozović,5469.0,Center Defensive Midfield,2,Croatia,785,['9f66f598-c069-4beb-8b57-b836f4d14a40'],1,,,,,,,,,,,,,,,,,,Croatia,785,00:00:01.355,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ffc0b6bd-faf4-4582-ae96-df9e5d1569da,9,,,"[63.7, 37.4]",3869420,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Luka Modrić,5463.0,Right Center Midfield,2,Croatia,785,['33f72bd6-436c-499f-af29-85e564e001cc'],3,,,,,,,,,,,,,,,,,,Croatia,785,00:00:03.103,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21bcedf0-d449-4cbe-8cbe-6fbd033545ef,12,,,"[48.3, 52.5]",3869420,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Dejan Lovren,3471.0,Right Center Back,2,Croatia,785,['c824d580-b89c-4d71-86df-79c8013361cb'],4,,,,,,,,,,,,,,,,,,Croatia,785,00:00:04.822,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aa0e03bf-a648-4bee-80e6-86da382a1107,15,,,"[81.5, 74.5]",3869420,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Josip Juranović,29163.0,Right Back,2,Croatia,785,['695be0c1-9ec9-4ba7-a56b-acc9773cc872'],7,,,,,,,,,,,,,,,,,,Croatia,785,00:00:07.525,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5968908e-55ba-475a-adca-7caecfd14089,22,,,"[44.9, 8.1]",3869420,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Carlos Henrique Casimiro,5539.0,Left Defensive Midfield,3,Brazil,781,['7a5af064-c7a0-4a3d-a300-a998f0d5a8d0'],16,,,,,,,,,,,,,,,,,,Brazil,781,00:00:16.460,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51bc12f6-7e80-4320-b7fe-c19a1d58da58,25,,,"[23.0, 16.5]",3869420,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Thiago Emiliano da Silva,3295.0,Left Center Back,3,Brazil,781,['f904af04-2df1-4bd0-b1cd-90a86f2b9fae'],19,,,,,,,,,,,,,,,,,,Brazil,781,00:00:19.074,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84792093-a930-4a1b-af0a-333ddcbdc806,28,,,"[26.3, 47.1]",3869420,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Marcos Aoás Corrêa,4372.0,Right Center Back,3,Brazil,781,['0a3b56af-a6ad-44ca-a265-73e0703a8a8c'],22,,,,,,,,,,,,,,,,,,Brazil,781,00:00:22.100,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b9ba6596-5bfe-4c26-af8f-7f3a3ca92f02,31,,,"[34.8, 65.6]",3869420,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Éder Gabriel Militão,13620.0,Right Back,3,Brazil,781,['00511f0f-0933-4277-b746-6b6eb574aac2'],24,,,,,,,,,,,,,,,,,,Brazil,781,00:00:24.549,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e93cd3b-462e-46aa-bc7d-cde75d852bc5,34,,,"[34.5, 57.6]",3869420,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Marcos Aoás Corrêa,4372.0,Right Center Back,3,Brazil,781,['44e93837-b626-438a-9877-8b57c1b238a0'],28,,,,,,,,,,,,,,,,,,Brazil,781,00:00:28.039,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708f8068-08a5-4328-b62c-7616f5c0f9ad,37,,,"[46.1, 34.5]",3869420,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Danilo Luiz da Silva,3063.0,Left Back,3,Brazil,781,['7b6e9c2c-923f-47ab-bca3-6c88c7822ab4'],30,,,,,,,,,,,,,,,,,,Brazil,781,00:00:30.433,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74f87716-3387-4e11-b67d-8c6cd633d67b,40,,,"[58.3, 27.6]",3869420,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Neymar da Silva Santos Junior,4320.0,Center Attacking Midfield,3,Brazil,781,['83ea3084-3b10-45ba-9e73-6241b89caba9'],33,,,,,,,,,,,,,,,,,,Brazil,781,00:00:33.062,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44910fee-84b6-4379-8639-db47f1a88f69,42,,,"[51.9, 28.0]",3869420,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Danilo Luiz da Silva,3063.0,Left Back,3,Brazil,781,['ac830197-40af-47f0-9204-dd395c2373d9'],33,,,,,,,,,,,,,,,,,,Brazil,781,00:00:33.788,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b51b8a8e-2a38-4312-a7bb-d4f55a21b88d,45,,,"[40.1, 22.7]",3869420,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Thiago Emiliano da Silva,3295.0,Left Center Back,3,Brazil,781,['0edc550f-9199-4fce-83c7-cf5a87a76227'],36,,,,,,,,,,,,,,,,,,Brazil,781,00:00:36.051,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00d2292e-adb9-43ae-a2c5-187b5a828f57,48,,,"[38.9, 49.0]",3869420,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Marcos Aoás Corrêa,4372.0,Right Center Back,3,Brazil,781,['8a1abd70-53d2-4f28-adaf-4a401624af7c'],39,,,,,,,,,,,,,,,,,,Brazil,781,00:00:39.133,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668a866f-3b50-437e-a8d3-30815e6035f1,51,,,"[48.2, 33.3]",3869420,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Danilo Luiz da Silva,3063.0,Left Back,3,Brazil,781,['861b0401-8d21-49b2-bdfa-b500582d19b7'],43,,,,,,,,,,,,,,,,,,Brazil,781,00:00:43.767,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98c877ae-8426-4248-b606-f607dbe92dd3,54,,,"[43.7, 68.9]",3869420,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Éder Gabriel Militão,13620.0,Right Back,3,Brazil,781,['31cc71b9-6fd0-4bc1-9fb4-c33cb80ef10f'],46,,,,,,,,,,,,,,,,,,Brazil,781,00:00:46.290,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4cc4a86f-9c35-43ff-af42-1a591fb10c18,57,,,"[65.8, 77.4]",3869420,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Raphael Dias Belloli,10595.0,Right Midfield,3,Brazil,781,['8749065a-2dac-4455-ad8a-f20d1771fa6a'],48,,,,,,,,,,,,,,,,,,Brazil,781,00:00:48.536,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e2b4181c-62cc-4eeb-b613-1a1d8ba27f8e,62,,,"[68.2, 71.4]",3869420,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lucas Tolentino Coelho de Lima,22600.0,Right Defensive Midfield,3,Brazil,781,"['4146a8a8-6531-4291-b063-6d3d714475fa', '65c01039-d14f-4bc6-a3cc-280886f761d1']",50,,,,,,,,,,,,,,,,,,Brazil,781,00:00:50.309,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7c8f6235-40ca-4455-becc-dfb4477867ea,64,,,"[67.0, 75.4]",3869420,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Raphael Dias Belloli,10595.0,Right Midfield,3,Brazil,781,['f9e62e13-879a-43e4-bd29-2c3303d2af55'],50,,,,,,,,,,,,,,,,,,Brazil,781,00:00:50.627,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532e528f-6e04-4bfb-a169-f0603e0ac04e,69,,,"[77.1, 67.0]",3869420,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Richarlison de Andrade,3280.0,Center Forward,3,Brazil,781,"['98a4a935-9bbf-402d-9bca-439312cd3c0a', '9c251482-47fc-4ff4-8b25-8f2c9ff74815', 'c7cf0c0a-b79f-4afe-907d-c297e0b72bb4']",51,,,,,,,,,,,,,,,,,,Brazil,781,00:00:51.754,Ball Receipt*,True
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9d364d67-c3a8-4138-929c-96d151c8abc8,71,,,"[70.2, 65.3]",3869420,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lucas Tolentino Coelho de Lima,22600.0,Right Defensive Midfield,3,Brazil,781,['4472dfb0-6963-40ca-8044-6f7ca2fb80f5'],52,,,,,,,,,,,,,,,,,,Brazil,781,00:00:52.173,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52ff4273-1e40-4e16-b129-4eea59813ba0,75,,,"[43.4, 5.4]",3869420,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mateo Kovačić,5456.0,Left Center Midfield,4,Croatia,785,['0b6be00c-95ba-42b8-9945-eeb1a6451234'],9,,,,,,,,,,,,,,,,,,Croatia,785,00:01:09.140,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72440ff4-d636-4832-afe6-67fbe37c5abd,78,,,"[39.4, 2.5]",3869420,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Borna Sosa,12625.0,Left Back,4,Croatia,785,['36893d91-adf2-428a-8c09-ff8b616e52ce'],10,,,,,,,,,,,,,,,,,,Croatia,785,00:01:10.118,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0b166382-a4f4-4213-9e54-89e6356521c6,81,,,"[43.4, 5.9]",3869420,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mateo Kovačić,5456.0,Left Center Midfield,4,Croatia,785,['0dbc33d7-7272-4e20-aba5-5ac46848d722'],10,,,,,,,,,,,,,,,,,,Croatia,785,00:01:10.532,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b95d27fe-9f55-4b93-b90d-c3ef3376a359,84,,,"[37.7, 5.8]",3869420,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Joško Gvardiol,33018.0,Left Center Back,5,Croatia,785,['2557b0ee-fdf6-4d22-8369-a41d6822add7'],25,,,,,,,,,,,,,,,,,,Croatia,785,00:01:25.221,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87dd85d2-79fd-4480-b6fc-b8b87249b28f,86,,,"[52.8, 2.5]",3869420,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Borna Sosa,12625.0,Left Back,5,Croatia,785,['9434720e-129c-4f6c-ae63-28d835477e57'],27,,,,,,,,,,,,,,,,,,Croatia,785,00:01:27.461,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92835f1c-18f0-4167-af59-3c1e17ab2327,92,,,"[38.9, 58.9]",3869420,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marcos Aoás Corrêa,4372.0,Right Center Back,6,Brazil,781,['c2894aa4-e4fd-4408-9a2e-c8cd6f7910ab'],33,,,,,,,,,,,,,,,,,,Brazil,781,00:01:33.362,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61a30102-6a37-4e2a-9874-7e92c0c88609,95,,,"[12.9, 36.0]",3869420,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alisson Ramsés Becker,5547.0,Goalkeeper,6,Brazil,781,['0879fe6f-64cc-4d4d-810e-86d9ce20209a'],37,,,,,,,,,,,,,,,,,,Brazil,781,00:01:37.105,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dac1a6e8-a7f5-4053-8181-5c3164441b36,98,,,"[15.0, 24.4]",3869420,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Thiago Emiliano da Silva,3295.0,Left Center Back,6,Brazil,781,['7fbcf430-7d59-4867-a271-c034d9af44dc'],42,,,,,,,,,,,,,,,,,,Brazil,781,00:01:42.120,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634e09c7-6fc0-42bd-9856-2b683f4b63b7,101,,,"[9.3, 55.2]",3869420,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marcos Aoás Corrêa,4372.0,Right Center Back,6,Brazil,781,['a4a9f262-3bbe-409d-9f02-3a6dce2c3812'],45,,,,,,,,,,,,,,,,,,Brazil,781,00:01:45.212,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce69ae91-d8ec-4289-84fa-0fbe1c545cb0,104,,,"[18.6, 25.6]",3869420,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Thiago Emiliano da Silva,3295.0,Left Center Back,6,Brazil,781,['bdcf321b-ffe3-46e8-a988-add81d420a72'],49,,,,,,,,,,,,,,,,,,Brazil,781,00:01:49.153,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b26c2cd-62ae-4516-9e9c-6234be568611,107,,,"[21.0, 12.2]",3869420,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Danilo Luiz da Silva,3063.0,Left Back,6,Brazil,781,['35ee4cf0-eb58-4479-b1fa-a3fe6ca6ce84'],52,,,,,,,,,,,,,,,,,,Brazil,781,00:01:52.861,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b71b515-4023-43fb-9668-0043d421656e,111,,,"[8.5, 37.4]",3869420,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alisson Ramsés Becker,5547.0,Goalkeeper,6,Brazil,781,['24499187-11ba-46aa-9738-2c0fd07bf709'],55,,,,,,,,,,,,,,,,,,Brazil,781,00:01:55.473,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7d4c7b01-1c1b-4345-82d0-f7e8687eaf73,114,,,"[8.1, 72.1]",3869420,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Éder Gabriel Militão,13620.0,Right Back,6,Brazil,781,['cb6891f4-7812-4dee-bd89-cf3e0aa3d5df'],58,,,,,,,,,,,,,,,,,,Brazil,781,00:01:58.472,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44ef8a6b-1cfc-42f1-aa4e-d1ab2d1ba73a,117,,,"[43.4, 71.1]",3869420,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lucas Tolentino Coelho de Lima,22600.0,Right Defensive Midfield,6,Brazil,781,['78c07d54-902c-4db0-9b49-799c117142ae'],1,,,,,,,,,,,,,,,,,,Brazil,781,00:02:01.249,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f851ce6e-6495-497e-9ed2-1fe409bafdb2,121,,,"[57.1, 68.9]",3869420,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Richarlison de Andrade,3280.0,Center Forward,6,Brazil,781,"['7c5f8b20-f735-468c-bb7b-4ebd8c1d5f3c', 'a0c05d38-3283-4f51-9df7-81d22d63b7d3']",2,,,,,,,,,,,,,,,,,,Brazil,781,00:02:02.384,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c410821d-fb13-4330-9851-1f12a46caa0e,124,,,"[50.7, 68.9]",3869420,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lucas Tolentino Coelho de Lima,22600.0,Right Defensive Midfield,6,Brazil,781,"['4e4866e6-4afe-4533-ab7d-85549335ba4e', '7108bc19-3035-4b6b-807c-e26964f3dceb']",3,,,,,,,,,,,,,,,,,,Brazil,781,00:02:03.244,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375859c8-d43c-428a-bc7a-513e6b3f6326,134,,,"[86.5, 13.5]",3869420,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Luka Modrić,5463.0,Right Center Midfield,8,Croatia,785,['c4850a5a-7d88-4009-9e52-334d4efbd717'],30,,,,,,,,,,,,,,,,,,Croatia,785,00:02:30.799,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78050369-1132-4df9-be30-68293decf2b0,139,,,"[63.0, 43.2]",3869420,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Josip Juranović,29163.0,Right Back,8,Croatia,785,['bd548918-df9f-455b-898c-78ea2554b5bc'],36,,,,,,,,,,,,,,,,,,Croatia,785,00:02:36.733,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e1f3dc3-b996-42dc-b027-86e8bcdcde88,142,,,"[13.1, 42.7]",3869420,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Dominik Livaković,16531.0,Goalkeeper,8,Croatia,785,['f62ed9a9-e481-4938-9fa6-fef0bc1c81dd'],43,,,,,,,,,,,,,,,,,,Croatia,785,00:02:43.340,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78656e14-1f20-41fd-96f7-2bd793f84e85,150,,,"[84.8, 53.3]",3869420,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Andrej Kramarić,5460.0,Center Forward,8,Croatia,785,['dc5e930e-c1d0-41db-85a1-127aa1f50843'],55,,,,,,,,,,,,,,,,,,Croatia,785,00:02:55.770,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55c00cf4-7735-49ac-a015-0fb4da35bf31,153,,,"[85.8, 62.7]",3869420,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Dejan Lovren,3471.0,Right Center Back,8,Croatia,785,['47076bc8-8937-4fdb-8a7f-0efb02810951'],57,,,,,,,,,,,,,,,,,,Croatia,785,00:02:57.289,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32e604b9-0654-4fff-8260-8bd0d5a79ef7,156,,,"[93.5, 73.2]",3869420,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Josip Juranović,29163.0,Right Back,8,Croatia,785,['fcea710c-8a43-464a-ab27-ff2ee88f7fa7'],58,,,,,,,,,,,,,,,,,,Croatia,785,00:02:58.898,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49d0dbc8-cfd2-4322-a9c2-0d23994de18b,159,,,"[92.6, 56.6]",3869420,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Luka Modrić,5463.0,Right Center Midfield,8,Croatia,785,['d7a1289a-d4b6-4ffb-95d0-17cfbd82987f'],1,,,,,,,,,,,,,,,,,,Croatia,785,00:03:01.006,Ball Receipt*,
