50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,4.462499,,,,,,,,,,,,,d2251d08-7f4e-42d0-9fba-561eace0c096,1144,,"[43.1, 29.4]",3857289,34,,,,True,0.32420754,,,,,,"[67.5, 37.6]",,High Pass,25.741018,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,Recovery,1,From Free Kick,Guido Rodríguez,26404.0,Left Defensive Midfield,51,Mexico,794,"['0e290926-3a9f-4f0f-af7a-1485547f3b1c', '4168b3a0-3438-4e1f-a5f7-242493748c9f', '7714473f-8af1-44df-87c9-1b8810d9ae62', '91361e23-e744-40cf-8c3c-e2bf08485d24']",39,,,,,,,,,,,,,,,,Argentina,779,00:34:39.458,Pass,True
,,,,,,,,,,,,,,,,,3.276244,,,,,,,,,,,,,1f1477f6-7671-472f-94ee-12dca6f7aa8d,1149,,"[53.1, 43.6]",3857289,34,,,,,-0.3189177,,Left Foot,,,,"[63.7, 40.1]",,High Pass,11.162885,,Incomplete,,Hirving Rodrigo Lozano Bahena,5571.0,,,,,1,From Free Kick,Héctor Alfredo Moreno Herrera,5573.0,Left Center Back,51,Mexico,794,"['e1dddc98-f91b-4b7f-8b61-59726d14453d', 'f2eba6b4-a1ee-4780-8551-7ea914cf4114']",44,,,,,,,,,,,,,,,,Mexico,794,00:34:44.973,Pass,
,,,,,,,,,,,,,,,,,1.611329,,,,,,,,,,,,,f2eba6b4-a1ee-4780-8551-7ea914cf4114,1151,,"[56.4, 40.0]",3857289,34,,,,,0.45720991,,Head,,,,"[75.1, 49.2]",,Low Pass,20.840586,,Incomplete,,,,,,,Recovery,1,From Free Kick,Guido Rodríguez,26404.0,Left Defensive Midfield,51,Mexico,794,"['1f1477f6-7671-472f-94ee-12dca6f7aa8d', '634a7717-230a-446b-8eb4-f63f7bbf4c69']",48,,,,,,,,,,,,,,,,Argentina,779,00:34:48.249,Pass,
,,,,,,,,,,,,,,,,,1.838149,,,,,,,,,,,,,634a7717-230a-446b-8eb4-f63f7bbf4c69,1152,,"[45.0, 30.9]",3857289,34,,,,,0.29532874,,Right Foot,,,,"[80.5, 41.7]",,High Pass,37.10647,,Incomplete,,Ernesto Alexis Vega Rojas,26301.0,,,,Recovery,1,From Free Kick,Jesús Daniel Gallardo Vasconcelos,5576.0,Left Wing Back,51,Mexico,794,"['060f127c-0ddd-4efd-acb7-5315fe6eadeb', '50e18882-b40c-4d34-a99c-82884c91602f', 'f2eba6b4-a1ee-4780-8551-7ea914cf4114']",49,,,,,,,,,,,,,,,,Mexico,794,00:34:49.860,Pass,
,,,,,,,,,,,,,,,,,1.740602,,,,,,,,,,,,,060f127c-0ddd-4efd-acb7-5315fe6eadeb,1154,,"[39.6, 38.4]",3857289,34,,,,,-0.13536777,,Head,,,,"[67.5, 34.6]",,High Pass,28.157593,,,,Lautaro Javier Martínez,11456.0,,,,Recovery,1,Regular Play,Lisandro Martínez,27768.0,Left Center Back,52,Argentina,779,"['1351d5e9-9e29-4f41-b44d-ee2195d8f9fd', '634a7717-230a-446b-8eb4-f63f7bbf4c69']",51,,,,,,,,,,,,,,,,Argentina,779,00:34:51.698,Pass,
,,,,,,,,,,,,,,,,,1.953827,,,,,,,,,,,,,bd111435-0cb3-41f6-8566-b999a8b0efb2,1156,,"[67.5, 34.6]",3857289,34,,,,,0.8569482,,Head,,,,"[81.1, 50.3]",,Low Pass,20.771374,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,1,Regular Play,Lautaro Javier Martínez,11456.0,Left Center Forward,52,Argentina,779,"['4520e402-7d61-4f8e-a312-a4269e6930ea', 'c56a7c4f-4740-4987-a067-248edbdef1b1']",53,,,,,,,,,,,,,,,,Argentina,779,00:34:53.439,Pass,
,,,,,,,,,,,,,,,,,3.625879,,,,,,,,,,,,,4520e402-7d61-4f8e-a312-a4269e6930ea,1158,,"[39.0, 29.8]",3857289,34,,,,,0.2967368,,Right Foot,,,,"[78.9, 42.0]",,High Pass,41.723495,,Unknown,,Hirving Rodrigo Lozano Bahena,5571.0,,,,Recovery,1,Regular Play,Jesús Daniel Gallardo Vasconcelos,5576.0,Left Wing Back,52,Argentina,779,"['67a8755b-2efd-4267-9812-51b5b932876e', 'bd111435-0cb3-41f6-8566-b999a8b0efb2']",55,,,,,,,,,,,,,,,,Mexico,794,00:34:55.393,Pass,
,,,,,,,,,,,,,,,,,0.846868,,,,,,,,,,,,,d326db03-aafc-4806-bb51-26171777e230,1163,,"[39.6, 42.5]",3857289,35,,,,,-1.4405849,,Right Foot,,,,"[40.7, 34.1]",,Ground Pass,8.471718,,,,Guido Rodríguez,26404.0,,,,Free Kick,1,From Free Kick,Nicolás Hernán Otamendi,3090.0,Right Center Back,53,Argentina,779,['0d0988c0-c444-48e2-89da-9cb8c94b7f7a'],49,,,,,,,,,,,,,,,,Argentina,779,00:35:49.418,Pass,
,,,,,,,,,,,,,,,,,0.881106,,,,,,,,,,,,,b0743f70-ac3c-4dbe-87e5-3cee37a37599,1166,,"[40.7, 34.1]",3857289,35,,,,,1.5902743,,Right Foot,,,,"[40.4, 49.5]",,Ground Pass,15.402922,,,,Nicolás Hernán Otamendi,3090.0,,,,,1,From Free Kick,Guido Rodríguez,26404.0,Left Defensive Midfield,53,Argentina,779,['5c2d035e-6a21-4dce-9c97-f5d7aefbd0ab'],51,,,,,,,,,,,,,,,,Argentina,779,00:35:51.848,Pass,
,,,,,,,,,,,,,,,,,1.183121,,,,,,,,,,,,,ed68a2a6-4814-4354-a100-929462ef0a3d,1169,,"[41.8, 51.7]",3857289,35,,,,,0.7437556,,Right Foot,,,,"[61.8, 70.1]",,Ground Pass,27.17646,,,,Ángel Fabián Di María Hernández,2995.0,,,,,1,From Free Kick,Nicolás Hernán Otamendi,3090.0,Right Center Back,53,Argentina,779,['acb7b602-95a5-4548-91bd-bd5dd2e35e5f'],53,,,,,,,,,,,,,,,,Argentina,779,00:35:53.833,Pass,
,,,,,,,,,,,,,,,,,2.070822,,,,,,,,,,,,,9ea5781b-8c9d-42dc-8551-cdb95efe4331,1180,,"[28.7, 17.0]",3857289,36,,,,,-0.80346847,,Right Foot,,,,"[45.0, 0.1]",,Ground Pass,23.479778,,Out,,Ernesto Alexis Vega Rojas,26301.0,,,,,1,From Free Kick,José Andrés Guardado Hernández,5563.0,Left Center Midfield,53,Argentina,779,['1fffad30-9f59-472b-9418-8b7c99da7753'],2,,,,,,,,,,,,,,,,Mexico,794,00:36:02.613,Pass,
,,,,,,,,,,,,,,,,,1.234887,,,,,,,,,,,,,834ee41a-dfb5-4200-a942-9e8401e4e84d,1182,,"[69.2, 80.0]",3857289,36,,,,,-2.617413,,,,,,"[56.4, 72.6]",,Low Pass,14.785128,,,,Rodrigo Javier De Paul,7797.0,,,,Throw-in,1,From Throw In,Nicolás Hernán Otamendi,3090.0,Right Center Back,54,Argentina,779,['3021bbd8-bb35-40d4-92d7-51448a32db07'],8,,,,,,,,,,,,,,,,Argentina,779,00:36:08.716,Pass,
,,,,,,,,,,,,,,,,,1.387455,,,,,,,,,,,,,b912da30-5ae0-4117-b47e-efe3f0b7b1dc,1185,,"[56.1, 71.0]",3857289,36,,,,,-1.82914,,Right Foot,,,,"[51.0, 51.7]",,Ground Pass,19.962465,,,,Guido Rodríguez,26404.0,,,,,1,From Throw In,Rodrigo Javier De Paul,7797.0,Right Defensive Midfield,54,Argentina,779,['c1d49f9d-abfa-4978-8c34-eab0ea9361db'],10,,,,,,,,,,,,,,,,Argentina,779,00:36:10.963,Pass,
,,,,,,,,,,,,,,,,,1.993926,,,,,,,,,,,,,17291732-b2ba-4b26-a31f-935131b0db6b,1188,,"[50.7, 48.2]",3857289,36,,,,,-1.124846,,Right Foot,,,,"[61.6, 25.4]",,Ground Pass,25.271526,,,,Lisandro Martínez,27768.0,,,,,1,From Throw In,Guido Rodríguez,26404.0,Left Defensive Midfield,54,Argentina,779,['3b2fe015-6fe7-49c7-a98f-89ed29238b53'],13,,,,,,,,,,,,,,,,Argentina,779,00:36:13.155,Pass,
,,,,,,,,,,,,,,,,,1.01382,,,,,,,,,,,,,5f2c85a7-5ccf-49af-8f05-90b568e38f0b,1191,,"[65.9, 20.8]",3857289,36,,,,,-0.8603563,,Left Foot,,,,"[77.6, 7.2]",,Ground Pass,17.940178,,,,Marcos Javier Acuña,19597.0,,,,,1,From Throw In,Lisandro Martínez,27768.0,Left Center Back,54,Argentina,779,['05bfdf7c-2eaf-4214-b246-4e6bb2175bb8'],16,,,,,,,,,,,,,,,,Argentina,779,00:36:16.879,Pass,
,,,,,,,,,,,,,,,,,2.070372,,,,,,,,,,,,,46df8bd9-688f-4bc8-8302-4fc7eb7f2d82,1195,,"[57.8, 9.6]",3857289,36,,,,,-0.028401451,,Left Foot,,,,"[75.4, 9.1]",,Ground Pass,17.607101,,,,Lisandro Martínez,27768.0,,,,,1,From Throw In,Marcos Javier Acuña,19597.0,Left Back,54,Argentina,779,['06b99f3f-148b-4cff-9ac9-ea51b744e632'],22,,,,,,,,,,,,,,,,Argentina,779,00:36:22.845,Pass,
,,,,,,,,,,,,,,,,,2.824193,,,,,,,,,,,,,98831d8f-27b3-464f-befc-719bca2792b8,1203,,"[40.1, 80.0]",3857289,36,,True,,,-2.390124,,,,,,"[20.3, 61.5]",,Low Pass,27.097786,,,,César Jasib Montes Castro,26368.0,,,,Throw-in,1,From Throw In,Néstor Alejandro Araújo Razo,11388.0,Right Center Back,55,Mexico,794,['dc5d2b7e-17ad-41b8-a6c7-bc2ba7942308'],32,,,,,,,,,,,,,,,,Mexico,794,00:36:32.204,Pass,
,,,,,,,,,,,,,,,,,2.221369,,,,,,,,,,,,,95c42699-c724-4d4c-a5fc-c9b0af329c76,1205,,"[20.0, 61.2]",3857289,36,,,,,-2.0997221,,Right Foot,,,,"[7.2, 39.3]",,Ground Pass,25.366316,,,,Francisco Guillermo Ochoa Magaña,5577.0,,,,,1,From Throw In,César Jasib Montes Castro,26368.0,Center Back,55,Mexico,794,['e371bd68-9fea-4427-a6bf-10f0ecd5b8c2'],35,,,,,,,,,,,,,,,,Mexico,794,00:36:35.386,Pass,
,,,,,,,,,,,,,,,,,3.17667,,,,,,,,,,,,,0f07e5c8-ff1a-47eb-8e0c-be3cc689f3b8,1209,,"[9.4, 38.2]",3857289,36,,,,,-0.5764952,,Right Foot,,,,"[68.0, 0.1]",,High Pass,69.89685,,Out,,José Andrés Guardado Hernández,5563.0,,,,,1,From Throw In,Francisco Guillermo Ochoa Magaña,5577.0,Goalkeeper,55,Mexico,794,['cf8a4ac1-4201-459a-b5da-1b28492e9b3e'],38,,,,,,,,,,,,,,,,Mexico,794,00:36:38.936,Pass,
,,,,,,,,,,,,,,,,,1.384996,,,,,,,,,,,,,e94669be-dabf-4885-bb1d-8983510d8309,1211,,"[52.3, 80.0]",3857289,36,,True,,,-2.4447653,,,,,,"[38.2, 68.2]",,Low Pass,18.386137,,,,Nicolás Hernán Otamendi,3090.0,,,,Throw-in,1,From Throw In,Gonzalo Ariel Montiel,28263.0,Right Back,56,Argentina,779,['5fa6d6b2-ec74-4bb2-81fe-a89fa39a4833'],46,,,,,,,,,,,,,,,,Argentina,779,00:36:46.968,Pass,
,,,,,,,,,,,,,,,,,1.110728,,,,,,,,,,,,,a772e537-a257-4c70-9bf3-bcc510a51b26,1213,,"[38.2, 68.2]",3857289,36,,,,,-2.043848,,Right Foot,,,,"[31.7, 55.5]",,Ground Pass,14.266745,,,,Guido Rodríguez,26404.0,,,,,1,From Throw In,Nicolás Hernán Otamendi,3090.0,Right Center Back,56,Argentina,779,['e3efbfb9-3d6f-4d4b-9670-7a99e86545c1'],49,,,,,,,,,,,,,,,,Argentina,779,00:36:49.032,Pass,
,,,,,,,,,,,,,,,,,1.140904,,,,,,,,,,,,,430769a1-995e-414b-bbac-044bf92aa6b9,1216,,"[31.7, 55.5]",3857289,36,,,,,1.1103033,,Right Foot,,,,"[38.0, 68.2]",,Ground Pass,14.176742,,,,Nicolás Hernán Otamendi,3090.0,,,,,1,From Throw In,Guido Rodríguez,26404.0,Left Defensive Midfield,56,Argentina,779,['140cad3a-6fd6-48df-9768-7771b088e956'],51,,,,,,,,,,,,,,,,Argentina,779,00:36:51.635,Pass,
,,,,,,,,,,,,,,,,,1.930531,,,,,,,,,,,,,1f1e1141-0f19-41d9-ba02-c7ee79acbd69,1220,,"[40.1, 71.0]",3857289,36,,,,,-0.27094686,,Right Foot,,,,"[83.3, 59.0]",,High Pass,44.8357,,Incomplete,,Lautaro Javier Martínez,11456.0,,,,,1,From Throw In,Nicolás Hernán Otamendi,3090.0,Right Center Back,56,Argentina,779,"['4c3fa34c-bf9a-4450-b7ef-a5066826b619', '5de57498-d3fc-46ac-a636-8d7cb001b753', 'be95dc4d-e5f3-4ec6-a773-e82ef1c36b76']",53,,,,,,,,,,,,,,,,Argentina,779,00:36:53.970,Pass,True
,,,,,,,,,,,,,,,,,1.594213,,,,,,,,,,,,,5de57498-d3fc-46ac-a636-8d7cb001b753,1222,,"[36.8, 21.1]",3857289,36,,,,,-0.4064185,,Head,,,,"[52.6, 14.3]",,High Pass,17.201162,,,,José Andrés Guardado Hernández,5563.0,,,,Recovery,1,Regular Play,Héctor Alfredo Moreno Herrera,5573.0,Left Center Back,57,Mexico,794,"['1f1e1141-0f19-41d9-ba02-c7ee79acbd69', '210a140f-6925-44a3-99e3-b3fb59fdbaeb']",55,,,,,,,,,,,,,,,,Mexico,794,00:36:55.900,Pass,
,,,,,,,,,,,,,,,,,0.83851,,,,,,,,,,,,,58787c33-8af6-4360-bade-5c1468cb4ede,1226,,"[49.8, 16.5]",3857289,36,,,,,-2.7258787,,Left Foot,,,,"[38.7, 11.6]",,Low Pass,12.133425,,,,Jesús Daniel Gallardo Vasconcelos,5576.0,,,,,1,Regular Play,José Andrés Guardado Hernández,5563.0,Left Center Midfield,57,Mexico,794,['df8cec42-8457-4153-a6fb-23d9801c6fdb'],58,,,,,,,,,,,,,,,,Mexico,794,00:36:58.343,Pass,
,,,,,,,,,,,,,,,,,0.777951,,,,,,,,,,,,,789fcecc-42bd-41f0-a518-6321079b4f24,1229,,"[39.5, 11.6]",3857289,37,,,,,1.1600794,,Left Foot,,,,"[42.2, 17.8]",,Ground Pass,6.762396,,,,José Andrés Guardado Hernández,5563.0,,,,,1,Regular Play,Jesús Daniel Gallardo Vasconcelos,5576.0,Left Wing Back,57,Mexico,794,['621591f1-09c9-4994-b79d-3c44eae3079a'],0,,,,,,,,,,,,,,,,Mexico,794,00:37:00.814,Pass,
,,,,,,,,,,,,,,,,,0.842321,,,,,,,,,,,,,65b4b062-627e-4f40-9366-70f767ee2126,1231,,"[42.2, 17.8]",3857289,37,,,,,2.9237916,,Left Foot,,,,"[30.0, 20.5]",,Ground Pass,12.495199,,,,Héctor Alfredo Moreno Herrera,5573.0,,,,,1,Regular Play,José Andrés Guardado Hernández,5563.0,Left Center Midfield,57,Mexico,794,['ac3a4dec-c54c-41fe-99c3-ac9e5ee21b08'],1,,,,,,,,,,,,,,,,Mexico,794,00:37:01.592,Pass,
,,,,,,,,,,,,,,,,,1.357562,,,,,,,,,,,,,5a8e4706-0864-436c-afe3-d79c22178fc7,1233,,"[30.0, 20.5]",3857289,37,,,,,-0.42778155,,Right Foot,,,,"[56.1, 8.6]",,High Pass,28.68484,,Incomplete,,Ernesto Alexis Vega Rojas,26301.0,,,,,1,Regular Play,Héctor Alfredo Moreno Herrera,5573.0,Left Center Back,57,Mexico,794,"['a9196119-507c-4fb2-b100-a77125d9c3dc', 'd2d536c4-ef71-411f-9573-e340391e6618']",2,,,,,,,,,,,,,,,,Mexico,794,00:37:02.435,Pass,
,,,,,,,,,,,,,,,,,1.244852,,,,,,,,,,,,,d2d536c4-ef71-411f-9573-e340391e6618,1235,,"[64.0, 71.5]",3857289,37,,,,True,-0.692074,,,,,,"[75.1, 62.3]",,Low Pass,14.417004,,Incomplete,,Rodrigo Javier De Paul,7797.0,,,,Recovery,1,Regular Play,Nicolás Hernán Otamendi,3090.0,Right Center Back,57,Mexico,794,"['23f6d526-396b-44c9-a979-091251e52c6e', '5a8e4706-0864-436c-afe3-d79c22178fc7', '8a4a7a57-162c-4c00-a7c9-fd47c2c0a697', '937eccba-3244-4f2d-9b28-78c55e483aca']",3,,,,,,,,,,,,,,,,Argentina,779,00:37:03.792,Pass,True
,,,,,,,,,,,,,,,,,1.019587,,,,,,,,,,,,,aceea171-6e4c-4034-a675-0333b1fb002a,1240,,"[45.8, 25.7]",3857289,37,,,,,1.4777325,,Right Foot,,,,"[47.9, 48.2]",,Ground Pass,22.597788,,,,Luis Gerardo Chávez Magallón,28825.0,,,,,1,Regular Play,Héctor Miguel Herrera López,5575.0,Center Defensive Midfield,57,Mexico,794,['069d3413-cae8-4c63-8942-1a004aa39b50'],6,,,,,,,,,,,,,,,,Mexico,794,00:37:06.553,Pass,
,,,,,,,,,,,,,,,,,2.286178,,,,,,,,,,,,,275ae8e3-2ea4-4d3e-8717-1a20275ed937,1244,,"[44.7, 55.0]",3857289,37,,,,,1.669573,,Left Foot,,,,"[43.6, 66.1]",,Ground Pass,11.154371,,,,Néstor Alejandro Araújo Razo,11388.0,,,,,1,Regular Play,Luis Gerardo Chávez Magallón,28825.0,Right Center Midfield,57,Mexico,794,"['168b9129-3e0e-40cc-b115-227d6ded6b74', '9bb2d7b6-5c6c-45bf-83d1-b591765228a7']",8,,,,,,,,,,,,,,,,Mexico,794,00:37:08.365,Pass,True
,,,,,,,,,,,,,,,,,4.180051,,,,,,,,,,,,,60d974a7-baaa-4485-83ab-31bd9d141954,1247,,"[68.3, 73.2]",3857289,37,,,,,-0.22550963,,Right Foot,,,,"[119.3, 61.5]",,Ground Pass,52.324852,True,Incomplete,,Hirving Rodrigo Lozano Bahena,5571.0,,,,,1,Regular Play,Néstor Alejandro Araújo Razo,11388.0,Right Center Back,57,Mexico,794,"['4b7afc8b-d6c6-4714-b2e2-32e6d9ef944d', 'feab4e2f-1f11-4814-9f86-8c52e2c8b016']",15,,,,,,,,,,,,,,,,Mexico,794,00:37:15.978,Pass,
,,,,,,,,,,,,,,,,,3.607797,,,,,,,,,,,,,8dc4b61f-72d3-4ea6-b643-787ec41e7e1b,1250,,"[6.2, 35.4]",3857289,37,,True,,,0.911097,,Left Foot,,,,"[34.2, 71.5]",,Ground Pass,45.685993,,,,Gonzalo Ariel Montiel,28263.0,,,,,1,Regular Play,Damián Emiliano Martínez,6909.0,Goalkeeper,58,Argentina,779,['bbc3e325-6b62-4518-bba4-4023c7834f4e'],27,,,,,,,,,,,,,,,,Argentina,779,00:37:27.758,Pass,
,,,,,,,,,,,,,,,,,0.744911,,,,,,,,,,,,,0d78b148-c90d-45b6-8227-b2d74759bfd2,1252,,"[36.1, 71.8]",3857289,37,,,,,-1.1392232,,Right Foot,,,,"[39.6, 64.2]",,Ground Pass,8.367198,,,,Ángel Fabián Di María Hernández,2995.0,,,,,1,Regular Play,Gonzalo Ariel Montiel,28263.0,Right Back,58,Argentina,779,['10e5a4ca-0b3a-476f-aef4-0ae6f724f9e9'],33,,,,,,,,,,,,,,,,Argentina,779,00:37:33.573,Pass,
,,,,,,,,,,,,,,,,,1.242251,,,,,,,,,,,,,47da07e4-f2e2-4dc5-8fb7-c52ad0b92e19,1255,,"[39.6, 64.2]",3857289,37,,,,,-2.5917394,,Left Foot,,,,"[24.1, 54.7]",,Ground Pass,18.179659,,,,Nicolás Hernán Otamendi,3090.0,,,,,1,Regular Play,Ángel Fabián Di María Hernández,2995.0,Right Midfield,58,Argentina,779,['ce2b7201-51dc-4dee-9bc1-eb51f93c51c5'],34,,,,,,,,,,,,,,,,Argentina,779,00:37:34.357,Pass,
,,,,,,,,,,,,,,,,,0.995721,,,,,,,,,,,,,4bfeaf39-27da-4987-828a-0bf22ace3c9f,1258,,"[22.5, 50.3]",3857289,37,,,,,-1.6233793,,Right Foot,,,,"[21.4, 29.4]",,Ground Pass,20.928926,,,,Guido Rodríguez,26404.0,,,,,1,Regular Play,Nicolás Hernán Otamendi,3090.0,Right Center Back,58,Argentina,779,['c904c7bb-d39b-491b-8890-896ee381f536'],36,,,,,,,,,,,,,,,,Argentina,779,00:37:36.913,Pass,
,,,,,,,,,,,,,,,,,0.996806,,,,,,,,,,,,,3d5cb218-313b-4639-8032-3d00bdf4386a,1261,,"[21.4, 29.2]",3857289,37,,,,,0.752801,,Right Foot,,,,"[30.9, 38.1]",,Ground Pass,13.01768,,,,Alexis Mac Allister,27886.0,,,,,1,Regular Play,Guido Rodríguez,26404.0,Left Defensive Midfield,58,Argentina,779,['20f1f39a-63d1-41cf-80f6-34379efdebf1'],38,,,,,,,,,,,,,,,,Argentina,779,00:37:38.959,Pass,
,,,,,,,,,,,,,,,,,1.791233,,,,,,,,,,,,,fc0a2582-d952-4de5-b194-2e97f25fe5f5,1263,,"[31.4, 37.9]",3857289,37,,,,,-1.5042281,,Left Foot,,,,"[33.3, 9.4]",,Ground Pass,28.563263,,,,Lisandro Martínez,27768.0,,,,,1,Regular Play,Alexis Mac Allister,27886.0,Left Midfield,58,Argentina,779,['1a4ae57b-9e1b-45ff-90a1-077f8df14acb'],39,,,,,,,,,,,,,,,,Argentina,779,00:37:39.955,Pass,
,,,,,,,,,,,,,,,,,1.550263,,,,,,,,,,,,,892155d2-8956-40eb-a3d4-392120246646,1266,,"[32.8, 5.6]",3857289,37,,,,,0.36520144,,Left Foot,,,,"[53.2, 13.4]",,Ground Pass,21.84033,,,,Alexis Mac Allister,27886.0,,,,,1,Regular Play,Lisandro Martínez,27768.0,Left Center Back,58,Argentina,779,['baae02d0-f0a0-4113-bb5a-018f6c39e6a1'],44,,,,,,,,,,,,,,,,Argentina,779,00:37:44.489,Pass,
,,,,,,,,,,,,,,,,,0.852455,,,,,,,,,,,,,ae7359c4-14c8-4ea6-b6e8-292fd14227c5,1270,,"[65.1, 12.6]",3857289,37,,,,,1.7181578,,Left Foot,,,,"[63.2, 25.4]",,Ground Pass,12.940248,,,,Rodrigo Javier De Paul,7797.0,,,,,1,Regular Play,Alexis Mac Allister,27886.0,Left Midfield,58,Argentina,779,['cab409cc-c7be-432c-b292-ef9293176879'],47,,,,,,,,,,,,,,,,Argentina,779,00:37:47.789,Pass,
,,,,,,,,,,,,,,,,,1.794237,,,,,,,,,,,,,d5a3ec82-f1b7-4a19-bb42-2d4b2b3f9263,1273,,"[73.2, 30.8]",3857289,37,,,,,1.4340708,,Right Foot,,,,"[77.3, 60.6]",,Ground Pass,30.080725,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,1,Regular Play,Rodrigo Javier De Paul,7797.0,Right Defensive Midfield,58,Argentina,779,['feb0ab4b-c5a7-4886-8ddb-65757ec16bd2'],50,,,,,,,,,,,,,,,,Argentina,779,00:37:50.551,Pass,
,,,,,,,,,,,,,,,,,0.549599,,,,,,,,,,,,,6f7afe86-40dc-455c-8a26-55e301e2c716,1276,,"[91.2, 54.7]",3857289,37,,,,,-0.7853982,,Left Foot,,,,"[97.7, 48.2]",,Ground Pass,9.192389,,,,Rodrigo Javier De Paul,7797.0,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,58,Argentina,779,['18fe4f39-8300-45ee-a47d-2967a778ae6c'],55,,,,,,,,,,,,,,,,Argentina,779,00:37:55.207,Pass,
,,,,,,,,,,,,,,,,,3.626846,,,,,,,,,,,,,124737ca-e139-4a2f-9e0a-84d05018eeb0,1281,,"[7.0, 44.1]",3857289,38,,,,,0.28514,,Right Foot,,,,"[78.3, 65.0]",,High Pass,74.300064,,Incomplete,,Kevin Nahin Álvarez Campos,30500.0,,,,Goal Kick,1,From Goal Kick,Francisco Guillermo Ochoa Magaña,5577.0,Goalkeeper,59,Mexico,794,"['1f862aa2-c9dd-4b39-83fe-da8f8b4ddebb', '865447b2-33af-4dfc-b51a-131b39b7068e']",36,,,,,,,,,,,,,,,,Mexico,794,00:38:36.669,Pass,
,,,,,,,,,,,,,,,,,1.205959,,,,,,,,,,,,,4887f594-c707-45e8-bde4-bb5cf5eaa07c,1285,,"[70.2, 80.0]",3857289,39,,,,,-1.0349851,,,,,,"[77.8, 67.2]",,Low Pass,14.886235,,,,Hirving Rodrigo Lozano Bahena,5571.0,,,,Throw-in,1,From Throw In,Néstor Alejandro Araújo Razo,11388.0,Right Center Back,60,Mexico,794,['19171fb2-df4d-43b8-8b1c-166ce52ac270'],5,,,,,,,,,,,,,,,,Mexico,794,00:39:05.429,Pass,
,,,,,,,,,,,,,,,,,0.160325,,,,,,,,,,,,,d3d34d44-1935-4d98-b6a9-a19ffc4d2363,1290,,"[43.7, 17.8]",3857289,39,,,,,-0.85843873,,Right Foot,,,,"[45.6, 15.6]",,Low Pass,2.9068885,,Incomplete,,Lautaro Javier Martínez,11456.0,,,,Recovery,1,From Throw In,Rodrigo Javier De Paul,7797.0,Right Defensive Midfield,60,Mexico,794,"['124d0447-3c28-494b-8bc9-48f7854bd881', '2c2d260a-545a-4932-91f0-f07d8df63ac9', 'e5a069de-c62e-49ab-a149-768e661478c7']",7,,,,,,,,,,,,,,,,Argentina,779,00:39:07.407,Pass,True
,,,,,,,,,,,,,,,,,0.849186,,,,,,,,,,,,,83506852-d2ec-46fe-9703-57ce71aa402b,1293,,"[65.6, 64.5]",3857289,39,,,,,-1.6064954,,Right Foot,,,,"[65.3, 56.1]",,Ground Pass,8.405355,,,,José Andrés Guardado Hernández,5563.0,,,,Recovery,1,From Throw In,Héctor Miguel Herrera López,5575.0,Center Defensive Midfield,60,Mexico,794,['0e7d2a54-008a-4ad1-8b36-049128463c3e'],8,,,,,,,,,,,,,,,,Mexico,794,00:39:08.673,Pass,
,,,,,,,,,,,,,,,,,2.62024,,,,,,,,,,,,,4a3cd67c-6e85-4b2a-907d-4facc9e9e923,1296,,"[66.1, 56.9]",3857289,39,,,,,-2.3419607,,Left Foot,,,,"[38.4, 28.4]",,Ground Pass,39.743427,,,,Héctor Alfredo Moreno Herrera,5573.0,,,,,1,From Throw In,José Andrés Guardado Hernández,5563.0,Left Center Midfield,60,Mexico,794,['697f70ea-2d35-40d4-90cb-905bfe96283d'],10,,,,,,,,,,,,,,,,Mexico,794,00:39:10.342,Pass,
