50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.796615,,,,,,,,,,,,7e61deaa-1696-4b9d-82a7-f42879067605,3298,,,"[111.7, 47.7]",3857261,93,,,,,2.2896264,4f2b3941-7a5b-47c7-80cc-10fc7c13d90e,Right Foot,,"[111.0, 48.5]",,Ground Pass,,1.0630146,,,,,Philip Foden,4354.0,True,,,,,,2,From Free Kick,Jack Grealish,9638.0,Left Wing,156,England,768,['9e0c67f4-ef33-4a0f-ad8b-b7df08b6dd66'],24,,,,,,,,,,,,,,,,,,England,768,00:48:24.541,Pass,
,,,,,,,,,,,,,,,,,2.85523,,,,,,,,,,,,259a1b8b-3ed8-4ed9-ba17-dd4baec49796,3305,,,"[3.2, 33.6]",3857261,93,,,,,-1.4696501,,Left Foot,,"[6.6, 0.1]",,Low Pass,,33.672096,,,Out,,,,,,,,,,2,From Free Kick,Connor Roberts,4774.0,Left Back,156,England,768,,27,,,,,,,,,,,,,,,,,,Wales,907,00:48:27.239,Pass,
,,,,,,,,,,,,,,,,,1.672468,,,,,,,,,,,,be72239d-9012-4b3d-9049-d7fae8227736,3306,,,"[113.5, 80.0]",3857261,93,,,,,-1.9693187,,,,"[103.9, 57.2]",,Low Pass,,24.738634,,,,,Jack Grealish,9638.0,,,,,,Throw-in,2,From Throw In,Trent Alexander-Arnold,3664.0,Right Back,157,England,768,['069ae913-ee12-4380-88d9-e7ccdc0f62ac'],55,,,,,,,,,,,,,,,,,,England,768,00:48:55.723,Pass,
,,,,,,,,,,,,,,,,,1.17544,,,,,,,,,,,,359aa65d-c58b-4caf-abca-8609d499ed0e,3313,,,"[107.8, 66.6]",3857261,93,,,,,2.4932606,,Right Foot,,"[97.9, 74.1]",,Ground Pass,,12.420145,,,,,Jordan Brian Henderson,3532.0,,,,,,,2,From Throw In,Jack Grealish,9638.0,Left Wing,157,England,768,['c31aab2d-a019-45fd-8578-50ad9b897442'],59,,,,,,,,,,,,,,,,,,England,768,00:48:59.551,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7e37843-7498-42db-b117-ad4d40e0ed8c,6,,,"[36.5, 28.7]",3857261,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Ben Davies,3086.0,Left Back,2,Wales,907,['285b3d0e-ed65-4f11-84ee-1ac2e6b0491e'],1,,,,,,,,,,,,,,,,,,Wales,907,00:00:01.986,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,dd4b8fa7-35bb-4415-a82c-e434a96bc54d,10,,,"[35.8, 73.1]",3857261,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Philip Foden,4354.0,Right Wing,2,Wales,907,['916f2f17-c7ba-44b0-bce6-711b100f6d29'],9,,,,,,,,,,,,,,,,,,England,768,00:00:09.502,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,9c31f4d8-8fed-4074-83f8-d07996d5c65c,13,,,"[85.0, 3.0]",3857261,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kieffer Roberto Francisco Moore,3853.0,Center Forward,3,Wales,907,['544d2090-8f94-48d1-b78b-f3ffa62ba544'],25,,,,,,,,,,,,,,,,,,Wales,907,00:00:25.598,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,b4c94739-cd55-492e-87a3-a80964868fca,15,,,"[62.8, 74.2]",3857261,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Harry Kane,10955.0,Center Forward,3,Wales,907,['88a6c333-6ec0-4019-98c7-d1109c3c14ef'],30,,,,,,,,,,,,,,,,,,England,768,00:00:30.224,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9bc9a6f7-86bd-4a8c-80f6-c530fe42df8f,17,,,"[51.0, 4.8]",3857261,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Aaron Ramsey,3517.0,Center Attacking Midfield,4,Wales,907,['ab0839fc-7a71-4559-a581-fa72af71234a'],40,,,,,,,,,,,,,,,,,,Wales,907,00:00:40.698,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8ac43856-0fbb-4f9e-a341-52c9486e2eae,20,,,"[42.4, 0.9]",3857261,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ben Davies,3086.0,Left Back,4,Wales,907,['93ba4ae1-07e8-404b-be6b-fa772c50d067'],41,,,,,,,,,,,,,,,,,,Wales,907,00:00:41.504,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cc50354e-07cc-41fe-b799-c094dc3232bf,22,,,"[48.3, 2.5]",3857261,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Aaron Ramsey,3517.0,Center Attacking Midfield,4,Wales,907,['82685247-32a1-4c6c-8187-8b7f2816b9d0'],43,,,,,,,,,,,,,,,,,,Wales,907,00:00:43.338,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0a96bfa0-04f5-4d6a-88b4-2926abd673f7,25,,,"[33.9, 6.8]",3857261,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Joe Rodon,11250.0,Left Center Back,4,Wales,907,['12be8f9f-7519-4f2c-a419-53e36cfec623'],46,,,,,,,,,,,,,,,,,,Wales,907,00:00:46.049,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06a437d0-b1ae-4476-b8b4-916a1e91ba83,28,,,"[40.1, 7.9]",3857261,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ethan Ampadu,4934.0,Left Defensive Midfield,4,Wales,907,['fa447980-c57e-4ce9-9e77-8052d0aa29bc'],46,,,,,,,,,,,,,,,,,,Wales,907,00:00:46.849,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4f00b46f-ee51-4377-8a43-4b4054cc0364,31,,,"[80.2, 78.7]",3857261,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jude Bellingham,30714.0,Left Center Midfield,5,England,768,['1c2c98b6-af71-4ad6-843d-899281a4b25b'],48,,,,,,,,,,,,,,,,,,England,768,00:00:48.479,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e6b312b3-f913-4835-8a4a-b6b3722ca506,35,,,"[84.7, 70.1]",3857261,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Harry Kane,10955.0,Center Forward,5,England,768,['2004b16b-4f5f-49d0-9dc7-36dbebd7e931'],50,,,,,,,,,,,,,,,,,,England,768,00:00:50.751,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a8cdb84-358c-4820-9c83-aff4ffb1f8bb,38,,,"[68.2, 76.7]",3857261,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kyle Walker,3205.0,Right Back,5,England,768,['0db547b3-4279-49a0-baad-ac7319f58903'],52,,,,,,,,,,,,,,,,,,England,768,00:00:52.186,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,eb45dc45-09e6-471b-b249-2f24efb0d37b,40,,,"[77.9, 2.0]",3857261,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kieffer Roberto Francisco Moore,3853.0,Center Forward,6,Wales,907,['28e48067-04fd-4735-bec6-70209848b3b3'],5,,,,,,,,,,,,,,,,,,Wales,907,00:01:05.372,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dbdf9540-1e5a-41e2-854f-33e596228286,43,,,"[45.1, 68.6]",3857261,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordan Brian Henderson,3532.0,Right Center Midfield,7,England,768,['39b26bd5-e3db-4cdb-a69f-8ef4aa37d4d5'],7,,,,,,,,,,,,,,,,,,England,768,00:01:07.263,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79c141da-d6b9-4b43-b470-b7452efdcaa4,47,,,"[48.3, 67.5]",3857261,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jude Bellingham,30714.0,Left Center Midfield,7,England,768,"['8345ef22-df68-4a6e-93b1-1db814b60589', 'ba25abe8-23be-4174-a6cf-81ee4b532174']",8,,,,,,,,,,,,,,,,,,England,768,00:01:08.666,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51abba94-63a1-4c94-9a8b-e3cfd180648b,50,,,"[51.6, 71.7]",3857261,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Philip Foden,4354.0,Right Wing,7,England,768,['1f575e93-7153-40e6-bd0d-e39284532850'],9,,,,,,,,,,,,,,,,,,England,768,00:01:09.167,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27759c64-0b72-411e-88f0-63840630afa2,56,,,"[30.9, 55.9]",3857261,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Chris Mepham,4767.0,Right Center Back,8,Wales,907,['c64d5455-5735-4374-b483-41ccaa5239f8'],15,,,,,,,,,,,,,,,,,,Wales,907,00:01:15.918,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37fbdcea-2e98-4e07-af6c-922c373470da,59,,,"[10.3, 48.7]",3857261,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Danny Ward,9914.0,Goalkeeper,8,Wales,907,['d6f6895a-b591-440d-9c18-c2658cb35459'],20,,,,,,,,,,,,,,,,,,Wales,907,00:01:20.473,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f8ee99a2-45d5-43f0-aebc-b898df517883,63,,,"[39.6, 3.6]",3857261,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ben Davies,3086.0,Left Back,8,Wales,907,['8e36d284-2b2a-474b-8ec4-f9ec44a344b7'],25,,,,,,,,,,,,,,,,,,Wales,907,00:01:25.099,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1ed4b35-fbfd-4a90-a739-fb5bce1ed6f0,66,,,"[69.2, 28.2]",3857261,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kieffer Roberto Francisco Moore,3853.0,Center Forward,8,Wales,907,['46b7371e-1344-4318-bd93-abd592ecfebf'],27,,,,,,,,,,,,,,,,,,Wales,907,00:01:27.010,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4f07183b-edb4-4ae0-9e3b-d81549ecf53c,72,,,"[34.7, 76.5]",3857261,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kyle Walker,3205.0,Right Back,9,England,768,['46616426-3860-4c16-a654-75ee18675db2'],33,,,,,,,,,,,,,,,,,,England,768,00:01:33.705,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6f37f018-7d81-48c2-bea6-5b725fc480c7,75,,,"[28.8, 53.6]",3857261,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Harry Maguire,3336.0,Left Center Back,9,England,768,['6c1862e4-c9c5-44f3-b48b-73f3c4c3cdc1'],35,,,,,,,,,,,,,,,,,,England,768,00:01:35.899,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257097ab-ed37-4cd8-9593-8e5dd1274eee,78,,,"[63.4, 14.7]",3857261,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marcus Rashford,3318.0,Left Wing,9,England,768,['3f6b4326-2571-4466-b9b7-a0677b64e1ae'],42,,,,,,,,,,,,,,,,,,England,768,00:01:42.450,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5128d8a9-f91f-4a5c-a21d-967b3a4305cf,81,,,"[69.5, 23.5]",3857261,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jude Bellingham,30714.0,Left Center Midfield,9,England,768,['5f2e29c7-d5fb-4e33-b6e0-44d6ec2b11ac'],45,,,,,,,,,,,,,,,,,,England,768,00:01:45.256,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57dbf37b-bd79-4643-9d0c-e4b70c408821,84,,,"[63.4, 13.8]",3857261,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marcus Rashford,3318.0,Left Wing,9,England,768,['60212737-fb32-42bf-84fd-e0e10f581e2e'],46,,,,,,,,,,,,,,,,,,England,768,00:01:46.361,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7bf09b1c-90a1-4d22-b929-48c8b57ef096,87,,,"[63.2, 26.0]",3857261,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Declan Rice,3943.0,Center Defensive Midfield,9,England,768,['80a54a3e-e1bb-4a84-a53c-7c5001bac192'],48,,,,,,,,,,,,,,,,,,England,768,00:01:48.332,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c0f935e7-64dd-4389-8aff-59f62770bf9c,90,,,"[55.9, 15.4]",3857261,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jude Bellingham,30714.0,Left Center Midfield,9,England,768,['6377267c-bf6d-473e-8528-6e780783e23c'],49,,,,,,,,,,,,,,,,,,England,768,00:01:49.768,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6b7f3ad1-dfab-4b2f-a5e0-987eb6598b5c,93,,,"[42.4, 43.4]",3857261,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,9,England,768,['f8cd479b-0dec-462f-bc23-92c883d7d451'],52,,,,,,,,,,,,,,,,,,England,768,00:01:52.398,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56d8e16f-84d0-4dcb-8514-ac08f999ddd7,96,,,"[61.6, 79.4]",3857261,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordan Brian Henderson,3532.0,Right Center Midfield,9,England,768,['5dd38f6d-0b6e-4547-a778-4d6e47d7a45b'],55,,,,,,,,,,,,,,,,,,England,768,00:01:55.962,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1da58573-2208-4978-98e2-96441b5eb21e,99,,,"[33.5, 65.6]",3857261,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,9,England,768,['e7f8e2f0-c358-4286-b38d-a02b1588bc67'],59,,,,,,,,,,,,,,,,,,England,768,00:01:59.062,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34370080-da1a-46f5-8069-fa05544f38e4,102,,,"[19.7, 41.0]",3857261,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordan Pickford,3468.0,Goalkeeper,9,England,768,['abb2d621-eb78-4b8f-9780-817132a8e3c7'],1,,,,,,,,,,,,,,,,,,England,768,00:02:01.962,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e2b8991b-df79-4cb4-8e9c-0723381d8609,105,,,"[25.4, 30.3]",3857261,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Harry Maguire,3336.0,Left Center Back,9,England,768,['03ff843a-aeac-4121-97a8-557bb56561f3'],4,,,,,,,,,,,,,,,,,,England,768,00:02:04.957,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f0f24660-7379-45f9-9646-88aaf2e78484,108,,,"[56.6, 2.4]",3857261,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luke Shaw,3382.0,Left Back,9,England,768,['9fb2f627-4bfa-4d65-a3c1-d880786ca5f4'],10,,,,,,,,,,,,,,,,,,England,768,00:02:10.055,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59437690-285b-40a5-977c-54a2d52329ad,112,,,"[66.1, 3.4]",3857261,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marcus Rashford,3318.0,Left Wing,9,England,768,"['6079bb1e-b884-4816-a1c1-9fd42b4c4e8d', '9fbf9499-71be-462e-affa-429202e879db']",11,,,,,,,,,,,,,,,,,,England,768,00:02:11.533,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e72baa8b-7524-4607-99ca-cc135d249576,115,,,"[50.7, 11.1]",3857261,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luke Shaw,3382.0,Left Back,9,England,768,['ec84a1fb-90c0-46ef-9fd3-6235e8ccb3ab'],13,,,,,,,,,,,,,,,,,,England,768,00:02:13.196,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e27dc1b-5015-4fec-a39b-b1504bc8acfb,118,,,"[32.6, 21.7]",3857261,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Harry Maguire,3336.0,Left Center Back,9,England,768,['a3fbbb5e-bbbd-4d46-b753-f0e699c98386'],16,,,,,,,,,,,,,,,,,,England,768,00:02:16.034,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8105f731-0ea6-4294-95b2-93a758aec119,121,,,"[40.7, 56.8]",3857261,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,9,England,768,['c6d7399d-2971-4351-b085-c6b2014c4637'],19,,,,,,,,,,,,,,,,,,England,768,00:02:19.985,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551d1a1f-b25d-410c-840b-feff6e6db630,124,,,"[34.4, 42.3]",3857261,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Harry Maguire,3336.0,Left Center Back,9,England,768,['653fddd2-c2ad-4375-be30-3e94f024484f'],24,,,,,,,,,,,,,,,,,,England,768,00:02:24.021,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12381a40-5b62-4fe2-863d-43cfcb7799ce,127,,,"[39.4, 19.7]",3857261,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luke Shaw,3382.0,Left Back,9,England,768,['9666c64f-5bda-458f-a50e-569c6c27d5f9'],26,,,,,,,,,,,,,,,,,,England,768,00:02:26.576,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,012c143e-4c09-4ab5-bc84-eafe9084103b,130,,,"[51.2, 7.0]",3857261,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jude Bellingham,30714.0,Left Center Midfield,9,England,768,['9f035789-38b9-4de0-99ec-f4e87c3ef1aa'],29,,,,,,,,,,,,,,,,,,England,768,00:02:29.403,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88bc24ed-c483-459c-a421-fac102671516,133,,,"[42.2, 55.4]",3857261,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,9,England,768,['c6e5acb1-22ae-4fe5-b34c-f8f5f6895f0a'],34,,,,,,,,,,,,,,,,,,England,768,00:02:34.050,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f857d26d-2752-48d7-81dd-928f16c4e38f,137,,,"[78.3, 54.8]",3857261,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordan Brian Henderson,3532.0,Right Center Midfield,9,England,768,['400c6ec4-1ac5-4c55-be59-0877110f0313'],40,,,,,,,,,,,,,,,,,,England,768,00:02:40.193,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,afa1c08a-4f38-4839-b028-bc700f5eb5da,140,,,"[76.5, 78.1]",3857261,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Philip Foden,4354.0,Right Wing,9,England,768,['c2f22672-418b-4d23-9d35-094256029a5e'],41,,,,,,,,,,,,,,,,,,England,768,00:02:41.356,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4126a060-83a4-4712-b849-eb6ae3c0ea93,143,,,"[57.6, 66.5]",3857261,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,9,England,768,['f2798e37-8b4a-40ba-8a0e-9a0a651e30bd'],45,,,,,,,,,,,,,,,,,,England,768,00:02:45.852,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf0fd0b5-b5f5-412b-8f69-1757955fdd2d,146,,,"[62.0, 40.3]",3857261,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Declan Rice,3943.0,Center Defensive Midfield,9,England,768,['7689cf9f-7082-414e-8409-2dc7f397ec63'],48,,,,,,,,,,,,,,,,,,England,768,00:02:48.284,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362133d-6624-4ce1-8f27-94acc0291775,150,,,"[78.3, 15.6]",3857261,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luke Shaw,3382.0,Left Back,9,England,768,['79374545-dc87-4712-889b-5bbeb2aa40ac'],51,,,,,,,,,,,,,,,,,,England,768,00:02:51.893,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d97fb793-a0ef-4dd3-a9ae-807dfe57823d,153,,,"[92.4, 4.7]",3857261,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marcus Rashford,3318.0,Left Wing,9,England,768,['0031baa7-95b1-4cc2-bfea-ef1405e83f1c'],53,,,,,,,,,,,,,,,,,,England,768,00:02:53.921,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,7c21871c-9d93-4f3e-bb3e-750e78b9929c,156,,,"[102.3, 12.6]",3857261,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luke Shaw,3382.0,Left Back,9,England,768,['8b83740d-8522-4ecf-9335-09882fcb1f75'],57,,,,,,,,,,,,,,,,,,England,768,00:02:57.361,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b3a7c1a6-5c13-4be9-a17e-839a314244db,163,,,"[80.4, 37.1]",3857261,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kyle Walker,3205.0,Right Back,9,England,768,['e70e0bbe-65a2-4df9-86b6-60e57e274ba0'],3,,,,,,,,,,,,,,,,,,England,768,00:03:03.384,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddebd83c-9798-4756-aaaf-8e933e1cf7e1,166,,,"[85.4, 29.6]",3857261,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jude Bellingham,30714.0,Left Center Midfield,9,England,768,['23b2cd23-da78-4923-8dcc-990479842969'],4,,,,,,,,,,,,,,,,,,England,768,00:03:04.442,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4c0fa148-e36b-4572-b568-bcd458901197,170,,,"[83.1, 16.3]",3857261,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luke Shaw,3382.0,Left Back,9,England,768,['7d74142a-62da-41f5-9bc2-e46b504ea1f9'],6,,,,,,,,,,,,,,,,,,England,768,00:03:06.499,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4867f050-fa46-4429-956b-f25d6d0cfa69,174,,,"[50.1, 25.8]",3857261,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Harry Maguire,3336.0,Left Center Back,9,England,768,['1e73eef2-37f1-471c-9692-eb59ef1ec2b0'],10,,,,,,,,,,,,,,,,,,England,768,00:03:10.178,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,be5ccdb7-29fd-4534-9047-e59775e8408b,177,,,"[84.9, 9.3]",3857261,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jude Bellingham,30714.0,Left Center Midfield,9,England,768,['802f395f-9add-470e-bf07-50403b191b1b'],15,,,,,,,,,,,,,,,,,,England,768,00:03:15.174,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d1b798df-7e34-429f-b379-a9011308d1ad,185,,,"[45.3, 18.6]",3857261,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Harry Maguire,3336.0,Left Center Back,9,England,768,['eafd9f6e-6baa-4333-a4e0-4fd2e7509695'],24,,,,,,,,,,,,,,,,,,England,768,00:03:24.038,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405875b0-8803-4c77-bb10-fcd0977b86d2,188,,,"[47.8, 50.9]",3857261,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,9,England,768,['dcb4648c-f5b3-47a1-97eb-c02e7749a22b'],27,,,,,,,,,,,,,,,,,,England,768,00:03:27.502,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a593b68f-411f-49a1-a664-415dfaa38d22,193,,,"[67.2, 42.0]",3857261,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Declan Rice,3943.0,Center Defensive Midfield,9,England,768,"['f155a863-6e24-4ba9-9358-b839dd3252e4', 'f2643186-f881-4670-9a72-e512a9d45a43']",35,,,,,,,,,,,,,,,,,,England,768,00:03:35.224,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beb2cea2-ff6d-4273-8bca-679c1d595ab0,196,,,"[70.4, 13.5]",3857261,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luke Shaw,3382.0,Left Back,9,England,768,['d070f09c-dd08-4f68-9e8e-c89db5cbe05e'],39,,,,,,,,,,,,,,,,,,England,768,00:03:39.320,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9710a5f6-324c-41cb-a768-5583353c3528,199,,,"[81.3, 2.4]",3857261,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marcus Rashford,3318.0,Left Wing,9,England,768,['b11c5a37-9eb0-4b17-ab36-36a7878c8cbf'],42,,,,,,,,,,,,,,,,,,England,768,00:03:42.561,Ball Receipt*,
