50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,3.107098,,,,,,,,,,,,,adfbaf36-2a52-434d-b14f-b34da2c508b3,1495,,,"[40.3, 37.4]",3939975,47,,,,0.21288982,,Left Foot,,,"[93.5, 48.9]",,High Pass,54.42876,,Incomplete,,,,,,,,,1,Regular Play,Omar Federico Alderete Fernández,29009.0,Left Center Back,82,Paraguay,3567,['fb64652d-b450-466b-b954-1362889b20bd'],54,,,,,,,,,,,,,,,,,Paraguay,3567,00:47:54.147,Pass,
,,,,,,,,,,,,,,,,1.782133,,,,,,,,,,,,,fb64652d-b450-466b-b954-1362889b20bd,1496,,,"[26.6, 31.2]",3939975,47,,,,-2.5910432,,Head,,,"[16.5, 25.0]",,High Pass,11.85116,,,,Johan Andrés Mojica Palacio,5691.0,,,,,Recovery,1,Regular Play,Davinson Sánchez Mina,3494.0,Left Center Back,83,Colombia,769,"['20b7a07d-f228-4248-9566-6c5a2b745201', 'adfbaf36-2a52-434d-b14f-b34da2c508b3']",57,,,,,,,,,,,,,,,,,Colombia,769,00:47:57.254,Pass,
,,,,,,,,,,,,,,,,0.857369,,,,,,,,,,,,,4e2b4ebd-cf20-4bbb-b29d-5f135e42b874,1499,,,"[21.2, 12.8]",3939975,48,,,,0.22635618,,Left Foot,,,"[37.7, 16.6]",,Ground Pass,16.931923,,,,James David Rodríguez Rubio,5695.0,,,,,,1,Regular Play,Johan Andrés Mojica Palacio,5691.0,Left Back,83,Colombia,769,['87e742bc-dcbf-44e9-a53b-47ba0b4c3c79'],2,,,,,,,,,,,,,,,,,Colombia,769,00:48:02.636,Pass,
,,,,,,,,,,,,,,,,1.25031,,,,,,,,,,,,,e4f0960f-2ce9-4415-af82-35f38fd2c57d,1501,,,"[37.7, 16.6]",3939975,48,,,,2.274615,,Left Foot,,,"[30.4, 25.2]",,Low Pass,11.280514,,,,Jefferson Andrés Lerma Solís,5678.0,,,,,,1,Regular Play,James David Rodríguez Rubio,5695.0,Center Attacking Midfield,83,Colombia,769,['f2066ec9-a9ab-4e0a-b085-ab7fa828693f'],3,,,,,,,,,,,,,,,,,Colombia,769,00:48:03.493,Pass,
,,,,,,,,,,,,,,,,1.577984,,,,,,,,,,,,,8ab41daf-7ceb-467f-af5c-69a0ab2d46b1,1503,,,"[30.4, 25.2]",3939975,48,,,,-0.3533702,,Right Foot,,,"[42.6, 20.7]",,Ground Pass,13.003461,,Unknown,,James David Rodríguez Rubio,5695.0,,,,,,1,Regular Play,Jefferson Andrés Lerma Solís,5678.0,Center Defensive Midfield,83,Colombia,769,,4,,,,,,,,,,,,,,,,,Colombia,769,00:48:04.744,Pass,
,,,,,,,,,,,,,,,,2.1285,,,,,,,,,,,,,f3d1dc45-21f5-46bd-802e-afc61b0809b3,1508,,,"[60.0, 40.0]",3939975,45,,,,-2.6659875,,Right Foot,,,"[33.4, 26.3]",,Ground Pass,29.920729,,,,Davinson Sánchez Mina,3494.0,,,,,Kick Off,2,From Kick Off,Rafael Santos Borré Amaury,28266.0,Right Center Forward,84,Colombia,769,['dc3256da-ccd4-462e-a6c2-1bfefeb18252'],1,,,,,,,,,,,,,,,,,Colombia,769,00:00:01.247,Pass,
,,,,,,,,,,,,,,,,3.421605,,,,,,,,,,,,,0ec76dba-47cb-4520-bf07-343adf9c966b,1511,,,"[33.1, 31.4]",3939975,45,,,,0.7074611,,Right Foot,,,"[89.7, 79.8]",,High Pass,74.472275,,Out,,,,,True,,,,2,From Kick Off,Davinson Sánchez Mina,3494.0,Left Center Back,84,Colombia,769,,5,,,,,,,,,,,,,,,,,Colombia,769,00:00:05.200,Pass,
,,,,,,,,,,,,,,,,2.101046,,,,,,,,,,,,,3cfffc76-fe53-4e8e-86a7-506c556f250b,1512,,,"[40.2, 0.1]",3939975,45,,,,0.2100343,,,,,"[66.0, 5.6]",,High Pass,26.379726,,Incomplete,,,,,,,,Throw-in,2,From Throw In,Matías David Espinoza Acosta,46677.0,Left Back,85,Paraguay,3567,['7b096ceb-1897-4da7-8b2f-b67d2cecccbb'],21,,,,,,,,,,,,,,,,,Paraguay,3567,00:00:21.386,Pass,
,,,,,,,,,,,,,,,,0.988198,,,,,,,,,,,,,7b096ceb-1897-4da7-8b2f-b67d2cecccbb,1513,,,"[54.1, 74.5]",3939975,45,,,True,-0.24053425,,,,,"[59.4, 73.2]",,High Pass,5.4571056,,Incomplete,,,,,,,,Recovery,2,From Throw In,Yerry Fernando Mina González,6196.0,Right Center Back,85,Paraguay,3567,"['3cfffc76-fe53-4e8e-86a7-506c556f250b', '4b5ce879-b096-4664-916c-360a7c6a7846', '7b0d2415-3d16-411c-8461-bb503331e3db']",23,,,,,,,,,,,,,,,,,Colombia,769,00:00:23.487,Pass,True
,,,,,,,,,,,,,,,,0.22139,,,,,,,,,,,,,4b5ce879-b096-4664-916c-360a7c6a7846,1516,,,"[60.7, 6.9]",3939975,45,,,,0.1746722,,Right Foot,,,"[62.4, 7.2]",,Low Pass,1.7262677,,Incomplete,,,,,,,,Recovery,2,From Throw In,Hernesto Ezequiel Caballero Benítez,47186.0,Left Center Midfield,85,Paraguay,3567,"['7b096ceb-1897-4da7-8b2f-b67d2cecccbb', 'b16e040a-1ea0-4f06-8d3b-f690ab2e880b']",24,,,,,,,,,,,,,,,,,Paraguay,3567,00:00:24.475,Pass,
,,,,,,,,,,,,,,,,0.616094,,,,,,,,,,,,,575c3642-03de-412c-b0cc-c2328dba7047,1519,,,"[56.0, 64.2]",3939975,45,,,,-0.90914077,,Left Foot,,,"[64.8, 52.9]",,Ground Pass,14.32236,,Unknown,,,,,,,,Recovery,2,From Throw In,Jefferson Andrés Lerma Solís,5678.0,Center Defensive Midfield,85,Paraguay,3567,,25,,,,,,,,,,,,,,,,,Colombia,769,00:00:25.814,Pass,
,,,,,,,,,,,,,,,,4.141289,,,,,,,,,,,,,63f212b4-6c7c-429d-b7ea-bcda9a95c28b,1522,,,"[50.4, 29.7]",3939975,45,,,,-0.1253754,,Left Foot,,,"[110.7, 22.1]",,High Pass,60.77705,,Incomplete,,,,,,,,Free Kick,2,From Free Kick,Omar Federico Alderete Fernández,29009.0,Left Center Back,86,Paraguay,3567,['e8033689-5781-409e-bca6-190fe5e4309f'],47,,,,,,,,,,,,,,,,,Paraguay,3567,00:00:47.818,Pass,
,,,,,,,,,,,,,,,,3.468208,,,,,,,,,,,,,adf2d677-efcd-4d6a-9b55-10821a1cf380,1530,,,"[14.8, 64.2]",3939975,46,,,,-0.28086236,,Left Foot,,,"[86.9, 43.4]",,High Pass,75.04032,,Incomplete,,,,,,,,Free Kick,2,From Free Kick,Camilo Andrés Vargas Gil,27225.0,Goalkeeper,88,Colombia,769,['bdd09a48-2b37-4748-86a9-acf1617cf58b'],24,,,,,,,,,,,,,,,,,Colombia,769,00:01:24.156,Pass,
,,,,,,,,,,,,,,,,1.371298,,,,,,,,,,,,,bdd09a48-2b37-4748-86a9-acf1617cf58b,1531,,,"[33.2, 36.7]",3939975,46,,,True,-0.25933173,,,,,"[47.9, 32.8]",,High Pass,15.20855,,Incomplete,,,,,,,,Recovery,2,From Free Kick,Fabián Cornelio Balbuena González,10290.0,Right Center Back,88,Colombia,769,"['3a88e935-7b58-4f01-8c3a-0bbbb1c39364', '6dfa638a-8fb3-49b0-be5d-ca02022a39b0', 'adf2d677-efcd-4d6a-9b55-10821a1cf380']",27,,,,,,,,,,,,,,,,,Paraguay,3567,00:01:27.624,Pass,True
,,,,,,,,,,,,,,,,2.118973,,,,,,,,,,,,,6dfa638a-8fb3-49b0-be5d-ca02022a39b0,1533,,,"[72.2, 47.3]",3939975,46,,,,-1.7550462,,Right Foot,,,"[68.1, 25.3]",,Low Pass,22.378784,,,,Johan Andrés Mojica Palacio,5691.0,,,,,Recovery,2,From Free Kick,Jefferson Andrés Lerma Solís,5678.0,Center Defensive Midfield,88,Colombia,769,"['bdd09a48-2b37-4748-86a9-acf1617cf58b', 'cc805f2c-75c4-4e6d-a6a2-ca2b6b346082']",28,,,,,,,,,,,,,,,,,Colombia,769,00:01:28.996,Pass,
,,,,,,,,,,,,,,,,1.127217,,,,,,,,,,,,,57908ba7-3a00-4228-9087-edcfed0c4f6d,1536,,,"[68.1, 25.3]",3939975,46,,,,2.8864102,,Left Foot,,,"[49.7, 30.1]",,Ground Pass,19.015783,,,,Davinson Sánchez Mina,3494.0,,,,,,2,From Free Kick,Johan Andrés Mojica Palacio,5691.0,Left Back,88,Colombia,769,['3725082a-9fdb-47da-8ab8-4955bfb592b6'],32,,,,,,,,,,,,,,,,,Colombia,769,00:01:32.371,Pass,
,,,,,,,,,,,,,,,,1.67152,,,,,,,,,,,,,77b87699-843e-4616-afb6-2e3d62b18d9e,1539,,,"[46.9, 32.9]",3939975,46,,,,1.9472866,,Left Foot,,,"[38.4, 54.4]",,Ground Pass,23.119257,,,,Yerry Fernando Mina González,6196.0,,,,,,2,From Free Kick,Davinson Sánchez Mina,3494.0,Left Center Back,88,Colombia,769,['e8513f3a-c2ca-4bc6-a3d3-8a3884abdb8b'],34,,,,,,,,,,,,,,,,,Colombia,769,00:01:34.925,Pass,
,,,,,,,,,,,,,,,,1.074876,,,,,,,,,,,,,46d35de6-6f5f-4908-9926-13ff0215ec2c,1542,,,"[38.4, 54.4]",3939975,46,,,,-0.8712084,,Right Foot,,,"[46.9, 44.3]",,Ground Pass,13.200758,,,,Jefferson Andrés Lerma Solís,5678.0,,,,,,2,From Free Kick,Yerry Fernando Mina González,6196.0,Right Center Back,88,Colombia,769,['27414381-d4ea-448f-8479-37463b5db5c1'],37,,,,,,,,,,,,,,,,,Colombia,769,00:01:37.573,Pass,
,,,,,,,,,,,,,,,,1.652776,,,,,,,,,,,,,a0ec1a6e-a3e6-4d14-857a-e17446418d6b,1545,,,"[46.9, 44.3]",3939975,46,,,,1.2894975,,Right Foot,,,"[55.8, 75.1]",,Ground Pass,32.0601,,,,Daniel Muñoz Mejía,27423.0,,,,,,2,From Free Kick,Jefferson Andrés Lerma Solís,5678.0,Center Defensive Midfield,88,Colombia,769,['645a5d8d-38c5-4427-93b2-81cdd0666c8d'],38,,,,,,,,,,,,,,,,,Colombia,769,00:01:38.688,Pass,
,,,,,,,,,,,,,,,,1.131355,,,,,,,,,,,,,e4df3a83-1ae4-44fb-8038-de87a966b4c2,1548,,,"[49.2, 69.1]",3939975,46,,,,-1.5399419,,Right Foot,,,"[49.7, 52.9]",,Ground Pass,16.207714,,,,Jefferson Andrés Lerma Solís,5678.0,,,,,,2,From Free Kick,Daniel Muñoz Mejía,27423.0,Right Back,88,Colombia,769,['352406c7-266b-44b7-bbc9-a7e36d15ed9b'],41,,,,,,,,,,,,,,,,,Colombia,769,00:01:41.921,Pass,
,,,,,,,,,,,,,,,,1.651472,,,,,,,,,,,,,19f865b9-76d3-430a-b35c-01e89998e49f,1552,,,"[48.7, 51.8]",3939975,46,,,,-2.0152156,,Right Foot,,,"[39.7, 32.9]",,Ground Pass,20.933466,,,,Davinson Sánchez Mina,3494.0,,,,,,2,From Free Kick,Jefferson Andrés Lerma Solís,5678.0,Center Defensive Midfield,88,Colombia,769,['a92af589-9856-4945-8382-e7a99a840af3'],43,,,,,,,,,,,,,,,,,Colombia,769,00:01:43.797,Pass,
,,,,,,,,,,,,,,,,1.457,,,,,,,,,,,,,9afe0499-2f37-4e5f-96b2-fea00b0bdc59,1555,,,"[39.7, 32.9]",3939975,46,,,,-1.2069653,,Right Foot,,,"[50.4, 4.8]",,Ground Pass,30.068256,,,,Johan Andrés Mojica Palacio,5691.0,,,,,,2,From Free Kick,Davinson Sánchez Mina,3494.0,Left Center Back,88,Colombia,769,['c04e4628-9f38-4e59-9e49-b1bd03375c99'],46,,,,,,,,,,,,,,,,,Colombia,769,00:01:46.205,Pass,
,,,,,,,,,,,,,,,,1.242188,,,,,,,,,,,,,c8facf74-ac6e-467a-bc6f-6fbccb7aba0f,1558,,,"[62.7, 23.8]",3939975,46,,,,-1.2912333,,Left Foot,,,"[68.7, 2.9]",,Ground Pass,21.744194,,,,Luis Fernando Díaz Marulanda,27158.0,,,,,,2,From Free Kick,Johan Andrés Mojica Palacio,5691.0,Left Back,88,Colombia,769,['3619bb2f-35ba-4a22-bc0b-7ed798eeb6f1'],52,,,,,,,,,,,,,,,,,Colombia,769,00:01:52.809,Pass,
,,,,,,,,,,,,,,,,0.992307,,,,,,,,,,,,,d4f764df-e5c4-4a54-bd2d-749e2e72f161,1561,,,"[69.6, 24.4]",3939975,46,,,,2.3279533,,Right Foot,,,"[61.0, 33.5]",,Ground Pass,12.520782,,,,Jefferson Andrés Lerma Solís,5678.0,,,,,,2,From Free Kick,Luis Fernando Díaz Marulanda,27158.0,Left Center Forward,88,Colombia,769,['9e0c820d-0d16-429c-b067-30b76def643f'],59,,,,,,,,,,,,,,,,,Colombia,769,00:01:59.300,Pass,
,,,,,,,,,,,,,,,,1.270111,,,,,,,,,,,,,e047ec0d-1d18-43e1-b43b-4675fd2cccb2,1564,,,"[57.3, 36.1]",3939975,47,,,,1.8320149,,Right Foot,,,"[51.9, 56.3]",,Ground Pass,20.909328,,,,Yerry Fernando Mina González,6196.0,,,,,,2,From Free Kick,Jefferson Andrés Lerma Solís,5678.0,Center Defensive Midfield,88,Colombia,769,['a0e4ec75-6cb2-493f-8ffb-ccd371de9829'],1,,,,,,,,,,,,,,,,,Colombia,769,00:02:01.666,Pass,
,,,,,,,,,,,,,,,,1.263629,,,,,,,,,,,,,d98730f6-3666-47fc-b3bb-8b09cfae395c,1567,,,"[51.2, 57.0]",3939975,47,,,,0.8556189,,Right Foot,,,"[66.4, 74.5]",,Ground Pass,23.179518,,,,Daniel Muñoz Mejía,27423.0,,,,,,2,From Free Kick,Yerry Fernando Mina González,6196.0,Right Center Back,88,Colombia,769,['8afe9a63-81d6-41d2-857c-e0a24524ac10'],3,,,,,,,,,,,,,,,,,Colombia,769,00:02:03.881,Pass,
,,,,,,,,,,,,,,,,1.407239,,,,,,,,,,,,,fa21afa4-370d-432f-bddc-93bbd184137c,1570,,,"[60.1, 57.3]",3939975,47,,,,-2.8329418,,Left Foot,,,"[46.3, 52.9]",,Ground Pass,14.484474,,,,Yerry Fernando Mina González,6196.0,,,,,,2,From Free Kick,Daniel Muñoz Mejía,27423.0,Right Back,88,Colombia,769,['46155fb1-8197-4ff7-8faa-fbef6af4e6f8'],9,,,,,,,,,,,,,,,,,Colombia,769,00:02:09.101,Pass,
,,,,,,,,,,,,,,,,2.042475,,,,,,,,,,,,,5a18e3c2-fdba-43e7-bec7-88da73111151,1573,,,"[46.4, 54.5]",3939975,47,,,,-1.5815102,,Right Foot,,,"[46.1, 26.5]",,Ground Pass,28.001608,,,,Davinson Sánchez Mina,3494.0,,,,,,2,From Free Kick,Yerry Fernando Mina González,6196.0,Right Center Back,88,Colombia,769,['92429a7c-cb61-43f8-a515-ad12ad873f9e'],11,,,,,,,,,,,,,,,,,Colombia,769,00:02:11.599,Pass,
,,,,,,,,,,,,,,,,1.185811,,,,,,,,,,,,,73dd9952-ba05-4390-bae5-23e7aaaa1b73,1576,,,"[52.0, 24.4]",3939975,47,,,,0.10244385,,Right Foot,,,"[62.7, 25.5]",,Ground Pass,10.756393,,,,Luis Fernando Díaz Marulanda,27158.0,,,,,,2,From Free Kick,Davinson Sánchez Mina,3494.0,Left Center Back,88,Colombia,769,['33ad2ff8-14f1-4b3d-b78f-7da0debaf899'],15,,,,,,,,,,,,,,,,,Colombia,769,00:02:15.609,Pass,
,,,,,,,,,,,,,,,,1.121684,,,,,,,,,,,,,160e0b34-553f-4446-9e56-c93225ec4a0d,1578,,,"[62.7, 25.5]",3939975,47,,,,2.0276413,,Right Foot,,,"[56.9, 37.3]",,Ground Pass,13.148384,,,,Jefferson Andrés Lerma Solís,5678.0,,,,,,2,From Free Kick,Luis Fernando Díaz Marulanda,27158.0,Left Center Forward,88,Colombia,769,['529734fd-41d6-4a89-8de5-08b180150d83'],16,,,,,,,,,,,,,,,,,Colombia,769,00:02:16.794,Pass,
,,,,,,,,,,,,,,,,2.1633,,,,,,,,,,,,,8f01fca9-e515-45c2-8749-e94f17c05535,1581,,,"[57.7, 44.0]",3939975,47,,,,0.8931387,,Right Foot,,,"[81.2, 73.2]",,High Pass,37.48186,,,,Richard Rios Montoya,49395.0,,,,,,2,From Free Kick,Jefferson Andrés Lerma Solís,5678.0,Center Defensive Midfield,88,Colombia,769,['8b6afda8-ecea-4b19-b9cd-e2ebfab2a93a'],19,,,,,,,,,,,,,,,,,Colombia,769,00:02:19.312,Pass,
,,,,,,,,,,,,,,,,0.013287,,,,,,,,,,,,,0cdc4b30-c44b-4925-af34-26e6859cd7c2,1584,,,"[79.5, 73.2]",3939975,47,,,,0.104876935,,Right Foot,,,"[81.4, 73.4]",,Ground Pass,1.9104973,,Incomplete,,,,,,,,,2,From Free Kick,Richard Rios Montoya,49395.0,Right Center Midfield,88,Colombia,769,['92b734d2-ca82-4069-b2c5-12681ec3cadb'],21,,,,,,,,,,,,,,,,,Colombia,769,00:02:21.476,Pass,
,,,,,,,,,,,,,,,,1.742622,,,,,,,,,,,,,7d58a975-2c2a-46bc-a476-fd171555282c,1587,,,"[44.5, 4.6]",3939975,47,,,,0.2896331,,Left Foot,,,"[59.6, 9.1]",,Ground Pass,15.7562685,,,,Julio César Enciso Espínola,47112.0,,,,,Recovery,2,From Counter,Matías David Espinoza Acosta,46677.0,Left Back,89,Paraguay,3567,['485d7056-dd1d-4a9c-8cbd-b51d4c3d2d1e'],23,,,,,,,,,,,,,,,,,Paraguay,3567,00:02:23.108,Pass,
,,,,,,,,,,,,,,,,3.019213,,,,,,,,,,,,,9c3535c8-c605-456e-9d44-83efd653d2e1,1593,,,"[73.2, 20.3]",3939975,47,,,,1.2080895,,Right Foot,,,"[94.3, 75.9]",,High Pass,59.469067,,,,Víctor Gustavo Velázquez Ramos,28943.0,,True,,,Free Kick,2,From Free Kick,Julio César Enciso Espínola,47112.0,Left Wing,90,Paraguay,3567,['c721fe1b-ae02-428c-9f0b-9b91a2bc97c2'],48,,,,,,,,,,,,,,,,,Paraguay,3567,00:02:48.113,Pass,
,,,,,,,,,,,,,,,,1.70769,,,,,,,,,,,,,cc1c21b8-5f24-4617-b264-b113e2d0cfe8,1595,,,"[94.3, 75.9]",3939975,47,,,,-1.3495774,,Head,,,"[99.9, 51.0]",,High Pass,25.521952,,Incomplete,,,,,,,,,2,From Free Kick,Víctor Gustavo Velázquez Ramos,28943.0,Right Back,90,Paraguay,3567,['624ad341-96d4-4f1f-9108-affb27ab7ba0'],51,,,,,,,,,,,,,,,,,Paraguay,3567,00:02:51.132,Pass,
,,,,,,,,,,,,,,,,1.228991,,,,,,,,,,,,,624ad341-96d4-4f1f-9108-affb27ab7ba0,1596,,,"[20.2, 29.1]",3939975,47,,,,-0.81813204,,Head,,,"[39.4, 8.6]",,High Pass,28.087185,,,,Luis Fernando Díaz Marulanda,27158.0,,,,,Recovery,2,From Free Kick,Davinson Sánchez Mina,3494.0,Left Center Back,90,Paraguay,3567,"['79225a4b-60b5-4aeb-9c9b-7cd60484747b', 'cc1c21b8-5f24-4617-b264-b113e2d0cfe8']",52,,,,,,,,,,,,,,,,,Colombia,769,00:02:52.840,Pass,
,,,,,,,,,,,,,,,,1.301199,,,,,,,,,,,,,f26abc6c-21cb-476a-9f0b-22bcfcc0212b,1605,,,"[8.6, 73.8]",3939975,48,,,,-1.6139793,,Left Foot,,,"[7.9, 57.6]",,Ground Pass,16.215117,,,,Fabián Cornelio Balbuena González,10290.0,,,,,,2,From Free Kick,Miguel Ángel Almirón Rejala,12603.0,Right Wing,90,Paraguay,3567,['a499792c-6cae-4533-99ab-24b66f4fb7e7'],10,,,,,,,,,,,,,,,,,Paraguay,3567,00:03:10.922,Pass,
,,,,,,,,,,,,,,,,1.755629,,,,,,,,,,,,,f3cabc06-7d1c-4fe5-affd-8af56d51cce8,1608,,,"[8.2, 59.7]",3939975,48,,,,0.16261382,,Right Foot,,,"[46.6, 66.0]",,High Pass,38.913364,,Incomplete,,,,,,,,,2,From Free Kick,Fabián Cornelio Balbuena González,10290.0,Right Center Back,90,Paraguay,3567,['a9058b3a-dc97-4441-b329-890b473e3fae'],13,,,,,,,,,,,,,,,,,Paraguay,3567,00:03:13.126,Pass,
,,,,,,,,,,,,,,,,1.248572,,,,,,,,,,,,,8b33d586-2fe2-4a44-b13f-dc98e29115f2,1611,,,"[49.9, 57.4]",3939975,48,,,,-3.0027077,,Right Foot,,,"[40.6, 56.1]",,Ground Pass,9.390421,,,,Hernesto Ezequiel Caballero Benítez,47186.0,,,,,Recovery,2,From Free Kick,Alex Adrián Arce Barrios,170230.0,Center Forward,90,Paraguay,3567,"['7013a799-db38-4966-8c4e-909204c61340', 'af088366-105c-4900-a4d5-9c26aeb705c0']",15,,,,,,,,,,,,,,,,,Paraguay,3567,00:03:15.983,Pass,True
,,,,,,,,,,,,,,,,1.753045,,,,,,,,,,,,,2ef7c4b2-1cdf-4b6d-a883-c13b747e3370,1613,,,"[40.6, 56.1]",3939975,48,,,,-0.41337553,,Right Foot,,,"[73.2, 41.8]",,High Pass,35.598454,,Incomplete,,,,,,,,,2,From Free Kick,Hernesto Ezequiel Caballero Benítez,47186.0,Left Center Midfield,90,Paraguay,3567,['826268fd-1bf1-4cdb-97c2-34185ae48b21'],17,,,,,,,,,,,,,,,,,Paraguay,3567,00:03:17.232,Pass,
,,,,,,,,,,,,,,,,3.370767,,,,,,,,,,,,,826268fd-1bf1-4cdb-97c2-34185ae48b21,1614,,,"[46.9, 38.3]",3939975,48,,,,-1.6195382,,Left Foot,,,"[45.7, 13.7]",,High Pass,24.629251,,,,Jefferson Andrés Lerma Solís,5678.0,,,,,Recovery,2,Regular Play,Yerry Fernando Mina González,6196.0,Right Center Back,91,Colombia,769,"['194cd5ea-5827-4ec9-9872-55782313f47c', '2ef7c4b2-1cdf-4b6d-a883-c13b747e3370']",18,,,,,,,,,,,,,,,,,Colombia,769,00:03:18.985,Pass,
,,,,,,,,,,,,,,,,1.119946,,,,,,,,,,,,,afca4aa2-6608-477f-993b-6ebe386a5ccc,1616,,,"[45.4, 13.5]",3939975,48,,,,0.20333609,,Left Foot,,,"[55.1, 15.5]",,Ground Pass,9.904039,,,,James David Rodríguez Rubio,5695.0,,,,,,2,Regular Play,Jefferson Andrés Lerma Solís,5678.0,Center Defensive Midfield,91,Colombia,769,['d35633bd-73cd-4a7f-b1e6-0115fa2d2a3b'],22,,,,,,,,,,,,,,,,,Colombia,769,00:03:22.356,Pass,
,,,,,,,,,,,,,,,,4.07273,,,,,,,,,,,,,a8abd246-acaf-4576-ac98-0c181ccbd371,1619,,,"[51.5, 21.6]",3939975,48,,,,1.3543116,,Left Foot,,,"[64.3, 79.8]",,Low Pass,59.59094,,Out,,,,,True,,,,2,Regular Play,James David Rodríguez Rubio,5695.0,Center Attacking Midfield,91,Colombia,769,,24,,,,,,,,,,,,,,,,,Colombia,769,00:03:24.895,Pass,
,,,,,,,,,,,,,,,,1.062924,,,,,,,,,,,,,ac696c5b-d9c2-45be-8a10-22c81669d703,1620,,,"[56.6, 0.1]",3939975,48,,,,1.6356404,,,,,"[56.1, 7.8]",,Low Pass,7.7162166,,,,Mathías Adalberto Villasanti Rolón,87429.0,,,,,Throw-in,2,From Throw In,Matías David Espinoza Acosta,46677.0,Left Back,92,Paraguay,3567,['98e4e82e-71ce-4065-a928-7e714652802b'],31,,,,,,,,,,,,,,,,,Paraguay,3567,00:03:31.660,Pass,
,,,,,,,,,,,,,,,,1.196692,,,,,,,,,,,,,e5c6dd6f-64ce-4def-8b5a-cbe393cd9505,1623,,,"[56.1, 7.8]",3939975,48,,,,-1.3352513,,Right Foot,,,"[57.3, 2.8]",,Ground Pass,5.141984,,,,Matías David Espinoza Acosta,46677.0,,,,,,2,From Throw In,Mathías Adalberto Villasanti Rolón,87429.0,Right Center Midfield,92,Paraguay,3567,['c7652b1b-8237-4087-8145-56cc60753e4a'],32,,,,,,,,,,,,,,,,,Paraguay,3567,00:03:32.803,Pass,
,,,,,,,,,,,,,,,,1.103911,,,,,,,,,,,,,dac6f546-e420-4ed2-958d-e8fe10bfb588,1627,,,"[58.6, 3.1]",3939975,48,,,,1.19029,,Left Foot,,,"[63.2, 14.6]",,Ground Pass,12.3858795,,,,Hernesto Ezequiel Caballero Benítez,47186.0,,,,,,2,From Throw In,Matías David Espinoza Acosta,46677.0,Left Back,92,Paraguay,3567,"['33cbd7ac-b4e9-4fd0-82e2-a7d622f7ca12', 'fbc5e7d6-d6ad-4324-a64a-6caddcba2c55']",34,,,,,,,,,,,,,,,,,Paraguay,3567,00:03:34.615,Pass,True
,,,,,,,,,,,,,,,,0.96534,,,,,,,,,,,,,a1780565-2f65-451d-95ec-41673d37eb63,1629,,,"[63.2, 14.6]",3939975,48,,,,-2.668077,,Right Foot,,,"[51.1, 8.4]",,Ground Pass,13.595955,,,,Mathías Adalberto Villasanti Rolón,87429.0,,,,,,2,From Throw In,Hernesto Ezequiel Caballero Benítez,47186.0,Left Center Midfield,92,Paraguay,3567,['abeb90ed-49b0-4faf-96e1-227cb850129e'],35,,,,,,,,,,,,,,,,,Paraguay,3567,00:03:35.719,Pass,
,,,,,,,,,,,,,,,,0.848276,,,,,,,,,,,,,4164df20-141a-49f6-a680-4dfdf373bd87,1632,,,"[51.1, 8.4]",3939975,48,,,,2.1341126,,Right Foot,,,"[46.3, 16.0]",,Ground Pass,8.988882,,,,Adrián Andrés Cubas,28657.0,,,,,,2,From Throw In,Mathías Adalberto Villasanti Rolón,87429.0,Right Center Midfield,92,Paraguay,3567,['6beeb41b-f988-48ce-8496-ab525e68430c'],37,,,,,,,,,,,,,,,,,Paraguay,3567,00:03:37.773,Pass,
,,,,,,,,,,,,,,,,1.356314,,,,,,,,,,,,,b4ce3a89-f90c-4841-97a7-7a49457958d3,1635,,,"[45.1, 22.5]",3939975,48,,,,1.7932948,,Right Foot,,,"[40.1, 44.6]",,Ground Pass,22.658552,,,,Fabián Cornelio Balbuena González,10290.0,,,,,,2,From Throw In,Adrián Andrés Cubas,28657.0,Center Defensive Midfield,92,Paraguay,3567,['8fd22304-bd15-41a0-a7aa-6a4b4bc0919d'],40,,,,,,,,,,,,,,,,,Paraguay,3567,00:03:40.135,Pass,
