50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,4.029962,,,,,,,,,,,,,,e023b259-b756-4020-966a-9068fa9a6f33,1245,,,"[79.2, 73.8]",3939980,45,,,,,-2.5420687,,Left Foot,,,"[31.5, 41.2]",Ground Pass,,57.77586,,,Alexander Domínguez Carabalí,32677.0,,,,,,2,From Throw In,Moisés Isaac Caicedo Corozo,37726.0,Left Defensive Midfield,84,Ecuador,3565,['55efb901-a364-4ee2-a1a8-ac5ca3846fb4'],27,,,,,,,,,,,,,,,,,Ecuador,3565,00:00:27.607,Pass,
,,,,,,,,,,,,,,,,,,,3.487505,,,,,,,,,,,,,,fbdb0a1f-c967-45d9-be51-e0ddbacfcf42,1248,,,"[37.0, 41.1]",3939980,45,,,,,0.5284467,,Right Foot,,,"[70.4, 60.6]",High Pass,,38.6757,Incomplete,,,,,,,,,2,From Throw In,Alexander Domínguez Carabalí,32677.0,Goalkeeper,84,Ecuador,3565,['0ab8882d-516d-4578-bdbd-3f34ff60f425'],31,,,,,,,,,,,,,,,,,Ecuador,3565,00:00:31.637,Pass,
,,,,,,,,,,,,,,,,,,,1.370053,,,,,,,,,,,,,,0ab8882d-516d-4578-bdbd-3f34ff60f425,1249,,,"[49.7, 19.5]",3939980,45,,,,,-0.03789654,,Head,,,"[70.8, 18.7]",Low Pass,,21.11516,,,Michail Antonio,3349.0,,,,,Recovery,2,From Throw In,Gregory Leigh,3159.0,Left Back,84,Ecuador,3565,"['da398a6f-e0bd-4665-9c3d-df585698ad71', 'fbdb0a1f-c967-45d9-be51-e0ddbacfcf42']",35,,,,,,,,,,,,,,,,,Jamaica,2305,00:00:35.124,Pass,
,,,,,,,,,,,,,,,,,,,1.585694,,,,,,,,,,,,,,4e4e650b-18f8-4fb4-941d-f929bb02b215,1253,,,"[67.0, 28.3]",3939980,45,,,,True,-0.30704573,,,,,"[75.2, 25.7]",High Pass,,8.602325,Incomplete,,,,,,,,Recovery,2,From Throw In,Kasey Palmer,3317.0,Center Attacking Midfield,84,Ecuador,3565,"['02bf43b2-d3ff-47b3-a682-9920dba0f0a6', 'ae4be576-40f7-490a-8897-ac9ff99dc39b']",37,,,,,,,,,,,,,,,,,Jamaica,2305,00:00:37.968,Pass,True
,,,,,,,,,,,,,,,,,,,2.558578,,,,,,,,,,,,,,ae4be576-40f7-490a-8897-ac9ff99dc39b,1255,,,"[44.9, 54.4]",3939980,45,,,,,-1.4240916,,Right Foot,,,"[49.2, 25.3]",High Pass,,29.415981,,,Piero Martín Hincapié Reyna,38004.0,,,,,Recovery,2,From Throw In,Felix Eduardo Torres Caicedo,30111.0,Right Center Back,84,Ecuador,3565,"['4e4e650b-18f8-4fb4-941d-f929bb02b215', '5e51310f-cc06-477d-af8d-1c3147810768']",39,,,,,,,,,,,,,,,,,Ecuador,3565,00:00:39.553,Pass,
,,,,,,,,,,,,,,,,,,,0.939577,,,,,,,,,,,,,,ab1d7067-90e4-4b56-ab0e-e82cf83a0560,1258,,,"[82.9, 7.2]",3939980,45,,,,,-2.2545056,,Right Foot,,,"[78.5, 1.8]",Ground Pass,,6.96563,,,Jeremy Leonel Sarmiento Morante,40211.0,,,,,,2,From Throw In,Piero Martín Hincapié Reyna,38004.0,Left Back,84,Ecuador,3565,['44a72e69-7758-4c50-bbc8-1a04289b20ef'],46,,,,,,,,,,,,,,,,,Ecuador,3565,00:00:46.908,Pass,
,,,,,,,,,,,,,,,,,,,1.10081,,,,,,,,,,,,,,11cb3392-e1a8-43ff-86e9-908238633fa0,1261,,,"[76.9, 4.8]",3939980,45,,,,,3.1149323,,Right Foot,,,"[61.9, 5.2]",Ground Pass,,15.005332,,,Alan Steven Franco Palma,37945.0,,,,,,2,From Throw In,Jeremy Leonel Sarmiento Morante,40211.0,Left Wing,84,Ecuador,3565,['dc27baee-e7a8-47c2-a17e-cac9e0af646c'],49,,,,,,,,,,,,,,,,,Ecuador,3565,00:00:49.847,Pass,
,,,,,,,,,,,,,,,,,,,1.259729,,,,,,,,,,,,,,62460551-db48-4ff7-8da8-b5e1628568d9,1264,,,"[60.8, 7.5]",3939980,45,,,,,1.7186457,,Right Foot,,,"[58.0, 26.3]",Ground Pass,,19.007366,,,Moisés Isaac Caicedo Corozo,37726.0,,,,,,2,From Throw In,Alan Steven Franco Palma,37945.0,Right Defensive Midfield,84,Ecuador,3565,['40ee1ad0-3b35-4f73-92c9-e1c139729126'],51,,,,,,,,,,,,,,,,,Ecuador,3565,00:00:51.898,Pass,
,,,,,,,,,,,,,,,,,,,0.789037,,,,,,,,,,,,,,592f345d-dbfd-4b27-bf41-4f57e5829c5b,1268,,,"[58.1, 26.7]",3939980,45,,,,,-0.35399744,,Right Foot,,,"[67.3, 23.3]",Ground Pass,,9.80816,,,Ray Kendry Páez Andrade,384888.0,,,,,,2,From Throw In,Moisés Isaac Caicedo Corozo,37726.0,Left Defensive Midfield,84,Ecuador,3565,['a8d5b340-8d56-4f30-a016-101926d42900'],53,,,,,,,,,,,,,,,,,Ecuador,3565,00:00:53.484,Pass,
,,,,,,,,,,,,,,,,,,,0.765681,,,,,,,,,,,,,,3b11f1a2-f043-4b66-b351-d9d29945628a,1271,,,"[67.3, 23.9]",3939980,45,,,,,-2.145685,,Right Foot,,,"[62.7, 16.8]",Ground Pass,,8.459906,,,Alan Steven Franco Palma,37945.0,,,,,,2,From Throw In,Ray Kendry Páez Andrade,384888.0,Center Attacking Midfield,84,Ecuador,3565,['b58ff94d-e67e-42b9-bd61-f2d92d9ca73b'],54,,,,,,,,,,,,,,,,,Ecuador,3565,00:00:54.466,Pass,
,,,,,,,,,,,,,,,,,,,0.330696,,,,,,,,,,,,,,6017ec76-4b59-4674-8589-3739899bd820,1273,,,"[63.0, 16.8]",3939980,45,,,,,0.7681585,,Left Foot,,,"[68.9, 22.5]",Ground Pass,,8.203658,,,Jeremy Leonel Sarmiento Morante,40211.0,,,,,,2,From Throw In,Alan Steven Franco Palma,37945.0,Right Defensive Midfield,84,Ecuador,3565,['bfde6e10-96ce-4b39-9028-881eef4cb08f'],55,,,,,,,,,,,,,,,,,Ecuador,3565,00:00:55.232,Pass,
,,,,,,,,,,,,,,,,,,,0.989684,,,,,,,,,,,,,,049095a2-cde9-4e96-9017-4418040df433,1277,,,"[97.4, 17.3]",3939980,46,,,,,2.1046705,,Right Foot,,,"[85.4, 37.6]",Ground Pass,,23.58156,,,Moisés Isaac Caicedo Corozo,37726.0,,,,,,2,From Throw In,Jeremy Leonel Sarmiento Morante,40211.0,Left Wing,84,Ecuador,3565,['474d4982-cf36-4e8b-95a3-435848ec98ee'],3,,,,,,,,,,,,,,,,,Ecuador,3565,00:01:03.243,Pass,
,,,,,,,,,,,,,,,,,,,0.733633,,,,,,,,,,,,,,ee267f32-bdcf-41f8-bbb4-6b441a63f959,1281,,,"[85.6, 36.0]",3939980,46,,,,,1.3400414,,Left Foot,,,"[89.5, 52.6]",Ground Pass,,17.05198,,,Angelo Smit Preciado Quiñónez,37737.0,,,,,,2,From Throw In,Moisés Isaac Caicedo Corozo,37726.0,Left Defensive Midfield,84,Ecuador,3565,"['21682fae-b9be-4652-9873-a7905365567e', '2bba7965-b31e-4e82-9704-b4639902b3b6']",5,,,,,,,,,,,,,,,,,Ecuador,3565,00:01:05.153,Pass,True
,,,,,,,,,,,,,,,,,,,2.050231,,,,,,,,,,,,,,b1c64d03-5c21-4821-82e7-e0fa7d48dffd,1285,,,"[88.6, 53.8]",3939980,46,,,,,1.3896362,,Right Foot,,,"[92.3, 74.0]",Ground Pass,,20.536066,,,John Yeboah Zamora,21131.0,,,,,,2,From Throw In,Angelo Smit Preciado Quiñónez,37737.0,Right Back,84,Ecuador,3565,['265daf17-0fc5-4660-8c99-1f1505cd8787'],6,,,,,,,,,,,,,,,,,Ecuador,3565,00:01:06.430,Pass,
,,,,,,,,,,,,,,,,,,,0.733322,,,,,,,,,,,,,,dd89ba35-9492-42cd-bc38-acc0ac2453ac,1288,,,"[98.3, 74.8]",3939980,46,,,,,-1.5063695,,Left Foot,,,"[99.1, 62.4]",Ground Pass,,12.425779,,,Ray Kendry Páez Andrade,384888.0,,,,,,2,From Throw In,John Yeboah Zamora,21131.0,Right Wing,84,Ecuador,3565,['f1577e1e-1283-4ca0-95f1-03e7f317dbe1'],12,,,,,,,,,,,,,,,,,Ecuador,3565,00:01:12.740,Pass,
,,,,,,,,,,,,,,,,,,,0.507652,,,,,,,,,,,,,,2513b35f-eb15-4932-b62f-c24d4734c174,1291,,,"[103.5, 60.3]",3939980,46,,,,,-1.19029,,Left Foot,,,"[107.1, 51.3]",Low Pass,,9.693296,,,Angelo Smit Preciado Quiñónez,37737.0,,,,,,2,From Throw In,Ray Kendry Páez Andrade,384888.0,Center Attacking Midfield,84,Ecuador,3565,['08c87729-3d07-44e0-8de4-0521e1c0297f'],14,,,,,,,,,,,,,,,,,Ecuador,3565,00:01:14.494,Pass,
,,,,,,,,,,,,,,,,,,,0.444796,,,,,,,,,,,,,,33b90a91-ca80-4ab0-a610-ad3a3bd9ae3e,1293,,,"[107.1, 51.3]",3939980,46,,,,,-2.9147937,72bab02c-f2d3-4ddc-86b8-11b0d3c5ba70,Right Foot,,,"[103.2, 50.4]",Low Pass,,4.002499,,,Ray Kendry Páez Andrade,384888.0,True,,,,,2,From Throw In,Angelo Smit Preciado Quiñónez,37737.0,Right Back,84,Ecuador,3565,['5a2f553f-5726-43f9-b91c-9f9476176138'],15,,,,,,,,,,,,,,,,,Ecuador,3565,00:01:15.002,Pass,
,,,,,,,,,,,,,,,,,,,1.513434,,,,,,,,,,,,,,b4949fd7-98ac-4efa-b8e7-15b4ae6abf00,1303,,,"[78.5, 39.7]",3939980,46,,,,,-1.5989014,,Right Foot,,,"[77.8, 14.8]",Ground Pass,,24.909838,,,Piero Martín Hincapié Reyna,38004.0,,,,,,2,From Throw In,Alan Steven Franco Palma,37945.0,Right Defensive Midfield,84,Ecuador,3565,"['22875750-e3a6-4465-9673-f5d313e6bca4', '60860dd4-adc6-4b95-9a8d-b1e461eae9e3']",20,,,,,,,,,,,,,,,,,Ecuador,3565,00:01:20.100,Pass,True
,,,,,,,,,,,,,,,,,,,1.545725,,,,,,,,,,,,,,e4fd6357-f35d-4f69-bb6b-cefa4c084277,1311,,,"[66.3, 42.6]",3939980,47,,,,,-0.39319184,,Left Foot,,,"[97.4, 29.7]",High Pass,,33.669273,Incomplete,,Kevin José Rodríguez Cortez,348757.0,,,Through Ball,True,,2,Other,Moisés Isaac Caicedo Corozo,37726.0,Left Defensive Midfield,86,Ecuador,3565,"['735de899-fef6-472c-b0b8-6ae9e0e45da3', 'fd77ee19-8296-4be7-b9ba-7f65c52ea5b0']",39,,,,,,,,,,,,,,,,,Ecuador,3565,00:02:39.562,Pass,
,,,,,,,,,,,,,,,,,,,0.962095,,,,,,,,,,,,,,b6eb3915-7179-4d18-b57f-7960b25752d4,1314,,,"[19.3, 41.2]",3939980,47,,,,,-2.907551,,Head,,,"[4.2, 37.6]",Low Pass,,15.523209,,,Jahmali Waite,226523.0,,,,,Recovery,2,Regular Play,Ethan Pinnock,4610.0,Left Center Back,87,Jamaica,2305,['8590d62a-4890-4166-a1ec-3d9bdb821d23'],42,,,,,,,,,,,,,,,,,Jamaica,2305,00:02:42.721,Pass,
,,,,,,,,,,,,,,,,,,,1.947198,,,,,,,,,,,,,,4d154d6d-c1ba-4989-86a2-b6aaa0a0f547,1316,,,"[10.8, 36.7]",3939980,47,,True,,,-0.9238509,,Keeper Arm,,,"[21.3, 22.8]",Ground Pass,,17.420103,,,Ethan Pinnock,4610.0,,,,,,2,Regular Play,Jahmali Waite,226523.0,Goalkeeper,87,Jamaica,2305,['90d43d59-5fd5-4fb1-9c50-90dd0902ef5c'],46,,,,,,,,,,,,,,,,,Jamaica,2305,00:02:46.069,Pass,
,,,,,,,,,,,,,,,,,,,2.220777,,,,,,,,,,,,,,aafdb36c-c7d7-47f8-9546-6b35f9ed279e,1318,,,"[22.7, 22.8]",3939980,47,,,,,1.5651784,,Left Foot,,,"[22.9, 58.4]",Ground Pass,,35.600563,,,Michael Hector,16768.0,,,,,,2,Regular Play,Ethan Pinnock,4610.0,Left Center Back,87,Jamaica,2305,['b48b1e54-d18d-40df-9dde-bc6322df9aa0'],51,,,,,,,,,,,,,,,,,Jamaica,2305,00:02:51.892,Pass,
,,,,,,,,,,,,,,,,,,,2.294111,,,,,,,,,,,,,,16d912b4-68d4-4daa-9976-d2c8913ab917,1321,,,"[33.5, 59.0]",3939980,47,,,,,0.8178543,,Right Foot,,,"[48.4, 74.9]",Ground Pass,,21.790365,,,Dexter Lembikisa,61204.0,,,,,,2,Regular Play,Michael Hector,16768.0,Right Center Back,87,Jamaica,2305,['e9fb5ecf-2056-4026-908e-935dd1fdb3e5'],56,,,,,,,,,,,,,,,,,Jamaica,2305,00:02:56.319,Pass,
,,,,,,,,,,,,,,,,,,,2.848752,,,,,,,,,,,,,,7c0e2fe1-4b4f-498a-923c-2c78598199ad,1324,,,"[49.4, 72.1]",3939980,47,,,,,-0.06738249,,Right Foot,,,"[98.3, 68.8]",High Pass,,49.011223,,,Shamar Nicholson,31455.0,,,,,,2,Regular Play,Dexter Lembikisa,61204.0,Right Back,87,Jamaica,2305,['9e9c8f67-aa99-493c-a074-ef44a86af600'],59,,,,,,,,,,,,,,,,,Jamaica,2305,00:02:59.162,Pass,
,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,7688091e-851c-4432-8271-a80ab4eced7b,1328,,,"[97.9, 77.9]",3939980,48,,,,,-2.4980915,,Right Foot,,,"[88.7, 71.0]",Ground Pass,,11.5,,,Bobby Armani De Cordova-Reid,9923.0,,,,,,2,Regular Play,Shamar Nicholson,31455.0,Right Wing,87,Jamaica,2305,"['2135f9b0-69a9-40aa-bda5-4fa270351ca6', '8ff022ce-123d-49bf-96e2-9f5f4dd4e63a']",4,,,,,,,,,,,,,,,,,Jamaica,2305,00:03:04.367,Pass,True
,,,,,,,,,,,,,,,,,,,1.24974,,,,,,,,,,,,,,94761873-61e1-4443-976f-518de88880c5,1331,,,"[88.9, 68.5]",3939980,48,,,,,-0.9246427,,Right Foot,True,,"[111.6, 38.4]",High Pass,,37.700134,Incomplete,,Kasey Palmer,3317.0,,,,,,2,Regular Play,Bobby Armani De Cordova-Reid,9923.0,Right Defensive Midfield,87,Jamaica,2305,"['87fede76-052e-49dd-8416-ed1fedd78533', 'ca3b1615-0837-46ee-82f0-e5947a4299a0']",6,,,,,,,,,,,,,,,,,Jamaica,2305,00:03:06.720,Pass,
,,,,,,,,,,,,,,,,,,,3.735701,,,,,,,,,,,,,,e4fcb0a8-c51a-45bc-8b40-0c2d6935cc68,1335,,,"[85.7, 56.2]",3939980,48,,,,,1.2770283,,Head,,,"[92.9, 80.0]",High Pass,,24.865236,Out,,,,,,,,Recovery,2,Regular Play,Joël Latibeaudiere,32685.0,Left Defensive Midfield,87,Jamaica,2305,,11,,,,,,,,,,,,,,,,,Jamaica,2305,00:03:11.043,Pass,
,,,,,,,,,,,,,,,,,,,2.264871,,,,,,,,,,,,,,c5079e91-b1b9-42e7-bc6a-900e9ec26f38,1337,,,"[27.2, 0.1]",3939980,48,,True,,,1.1877192,,,,,"[32.6, 13.5]",High Pass,,14.447145,,,Kevin José Rodríguez Cortez,348757.0,,,,,Throw-in,2,From Throw In,Piero Martín Hincapié Reyna,38004.0,Left Back,88,Ecuador,3565,['b7d0245a-68a8-49aa-978b-5e826c28459f'],29,,,,,,,,,,,,,,,,,Ecuador,3565,00:03:29.308,Pass,
,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,d99cf892-632b-4c57-9995-6ba6df7cf0ea,1346,,,"[57.2, 8.6]",3939980,48,,True,,,2.7635343,,Left Foot,,,"[29.0, 19.8]",Ground Pass,,30.342709,,,Willian Joel Pacho Tenorio,41593.0,,,,,Free Kick,2,From Free Kick,Piero Martín Hincapié Reyna,38004.0,Left Back,89,Ecuador,3565,['ead702de-9b12-4952-adb2-1c667d313a6d'],54,,,,,,,,,,,,,,,,,Ecuador,3565,00:03:54.943,Pass,
,,,,,,,,,,,,,,,,,,,3.118292,,,,,,,,,,,,,,04efc0c0-ae11-4560-a0f4-e73ce07926ed,1348,,,"[30.0, 21.1]",3939980,48,,,,,0.30928236,,Left Foot,,,"[90.4, 40.4]",High Pass,,63.408596,,,Angelo Smit Preciado Quiñónez,37737.0,,,,,,2,From Free Kick,Willian Joel Pacho Tenorio,41593.0,Left Center Back,89,Ecuador,3565,['8e8b91ee-94df-4710-ae7a-ecfc9852eb09'],59,,,,,,,,,,,,,,,,,Ecuador,3565,00:03:59.736,Pass,
,,,,,,,,,,,,,,,,,,,0.730455,,,,,,,,,,,,,,89179372-2a42-404c-a74b-81b88bfb4e93,1351,,,"[107.1, 22.8]",3939980,49,,,,,1.706324,b0699975-dc37-4d92-8375-e9dc8437c536,Right Foot,,,"[104.1, 44.8]",Ground Pass,,22.203604,,,Kevin José Rodríguez Cortez,348757.0,True,,,,,2,From Free Kick,Angelo Smit Preciado Quiñónez,37737.0,Right Back,89,Ecuador,3565,['0c24fba4-6c6c-4980-836c-dbde8ae14961'],7,,,,,,,,,,,,,,,,,Ecuador,3565,00:04:07.073,Pass,
,,,,,,,,,,,,,,,,,,,0.874345,,,,,,,,,,,,,,52e99701-beaf-47bc-99f5-5b407f27a76f,1360,,,"[9.5, 44.8]",3939980,49,,True,,,0.41543522,,Keeper Arm,,,"[52.8, 63.9]",Ground Pass,,47.32547,,,Bobby Armani De Cordova-Reid,9923.0,,,,,,2,Regular Play,Jahmali Waite,226523.0,Goalkeeper,90,Jamaica,2305,['09c6ce8c-378a-49ed-89d2-e5e38e12e7e2'],38,,,,,,,,,,,,,,,,,Jamaica,2305,00:04:38.577,Pass,
,,,,,,,,,,,,,,,,,,,2.093949,,,,,,,,,,,,,,d9bfc0d1-2456-4b81-9b50-463d012f04f2,1362,,,"[53.3, 62.4]",3939980,49,,,,,-0.15935165,,Right Foot,,,"[86.9, 57.0]",Ground Pass,,34.031162,Incomplete,,Demarai Gray,3312.0,,,,,,2,Regular Play,Bobby Armani De Cordova-Reid,9923.0,Right Defensive Midfield,90,Jamaica,2305,"['3e721733-6d44-4136-951d-00fa78c173b1', '79008f2c-269d-48f5-8c35-12b91e3bcc4e']",39,,,,,,,,,,,,,,,,,Jamaica,2305,00:04:39.739,Pass,
,,,,,,,,,,,,,,,,,,,2.04114,,,,,,,,,,,,,,c579a64a-3aa0-43a1-9f37-5a34c948e0f4,1367,,,"[22.9, 77.1]",3939980,49,,,,,-1.3617734,,Right Foot,,,"[27.8, 54.0]",Ground Pass,,23.61398,,,Ethan Pinnock,4610.0,,,,,,2,Regular Play,Michael Hector,16768.0,Right Center Back,90,Jamaica,2305,['ac2e04e9-aca6-4818-b1b1-104256efc41d'],49,,,,,,,,,,,,,,,,,Jamaica,2305,00:04:49.815,Pass,
,,,,,,,,,,,,,,,,,,,1.136811,,,,,,,,,,,,,,7c8f7595-bca1-4ba2-8352-190d7ee30e88,1370,,,"[38.8, 49.1]",3939980,49,,,,,-1.4513674,,Right Foot,,,"[40.9, 31.6]",Ground Pass,,17.62555,,,Joël Latibeaudiere,32685.0,,,,,,2,Regular Play,Ethan Pinnock,4610.0,Left Center Back,90,Jamaica,2305,['db82fb86-2dfe-410f-a8b5-9a75866072e4'],56,,,,,,,,,,,,,,,,,Jamaica,2305,00:04:56.969,Pass,
,,,,,,,,,,,,,,,,,,,0.84414,,,,,,,,,,,,,,9ee5bfd6-317a-4e57-a2d5-726adac9fc23,1372,,,"[40.9, 31.6]",3939980,49,,,,,1.5366216,,Left Foot,,,"[41.3, 43.3]",Ground Pass,,11.706836,,,Ethan Pinnock,4610.0,,,,,,2,Regular Play,Joël Latibeaudiere,32685.0,Left Defensive Midfield,90,Jamaica,2305,['c6bec8fd-88aa-4f17-a9ec-e6d95043b5ac'],58,,,,,,,,,,,,,,,,,Jamaica,2305,00:04:58.106,Pass,
,,,,,,,,,,,,,,,,,,,1.313265,,,,,,,,,,,,,,caba5eee-6f4a-4639-a732-de800a430ab7,1375,,,"[41.3, 42.6]",3939980,49,,,,,1.2850239,,Left Foot,,,"[47.0, 62.0]",Ground Pass,,20.22004,,,Bobby Armani De Cordova-Reid,9923.0,,,,,,2,Regular Play,Ethan Pinnock,4610.0,Left Center Back,90,Jamaica,2305,['f8032ec4-ea90-4ef8-abd8-7281d88deb9b'],59,,,,,,,,,,,,,,,,,Jamaica,2305,00:04:59.912,Pass,
,,,,,,,,,,,,,,,,,,,0.909592,,,,,,,,,,,,,,5e936800-048d-4654-a893-8fba454f2a7a,1377,,,"[47.0, 62.0]",3939980,50,,,,,3.1213934,,Right Foot,,,"[37.1, 62.2]",Ground Pass,,9.90202,,,Michael Hector,16768.0,,,,,,2,Regular Play,Bobby Armani De Cordova-Reid,9923.0,Right Defensive Midfield,90,Jamaica,2305,['3fc22b24-0b70-48e3-a7c4-dfb325a37429'],1,,,,,,,,,,,,,,,,,Jamaica,2305,00:05:01.226,Pass,
,,,,,,,,,,,,,,,,,,,1.717309,,,,,,,,,,,,,,636f35c7-b45a-44d9-9cbd-f7a63f61d2ed,1380,,,"[36.9, 60.8]",3939980,50,,,,,-1.5912017,,Right Foot,,,"[36.5, 41.2]",Ground Pass,,19.604082,,,Ethan Pinnock,4610.0,,,,,,2,Regular Play,Michael Hector,16768.0,Right Center Back,90,Jamaica,2305,['031d029b-ee69-4389-8f35-93b43f517ccc'],3,,,,,,,,,,,,,,,,,Jamaica,2305,00:05:03.560,Pass,
,,,,,,,,,,,,,,,,,,,2.903183,,,,,,,,,,,,,,fcf9a4e3-b605-4a11-a728-bf2b48cb267a,1383,,,"[42.9, 39.5]",3939980,50,,,,,0.43093202,,Left Foot,,,"[98.8, 65.2]",High Pass,,61.52479,Incomplete,,Shamar Nicholson,31455.0,,,,,,2,Regular Play,Ethan Pinnock,4610.0,Left Center Back,90,Jamaica,2305,"['34cf7686-b239-4e07-b1ca-498697e968b4', 'c7bd4fde-d296-4ec2-ac5e-32165ccf9640']",8,,,,,,,,,,,,,,,,,Jamaica,2305,00:05:08.419,Pass,
,,,,,,,,,,,,,,,,,,,1.951908,,,,,,,,,,,,,,c7bd4fde-d296-4ec2-ac5e-32165ccf9640,1385,,,"[21.3, 14.9]",3939980,50,,,,,1.3972356,,Head,,,"[24.0, 30.3]",Low Pass,,15.634897,,,Willian Joel Pacho Tenorio,41593.0,,,,,Recovery,2,Regular Play,Piero Martín Hincapié Reyna,38004.0,Left Back,91,Ecuador,3565,"['10cd98d2-c4c1-413f-a8db-6a79ac1c1321', 'fcf9a4e3-b605-4a11-a728-bf2b48cb267a']",11,,,,,,,,,,,,,,,,,Ecuador,3565,00:05:11.322,Pass,
,,,,,,,,,,,,,,,,,,,1.567498,,,,,,,,,,,,,,28524996-fb99-4c10-a29c-1d797cdb97fb,1388,,,"[24.8, 28.3]",3939980,50,,,,,-1.1025964,,Left Foot,,,"[38.1, 2.0]",Ground Pass,,29.471682,,,Piero Martín Hincapié Reyna,38004.0,,,,,,2,Regular Play,Willian Joel Pacho Tenorio,41593.0,Left Center Back,91,Ecuador,3565,['7bae33cf-c8e7-420a-98d2-76573c679211'],14,,,,,,,,,,,,,,,,,Ecuador,3565,00:05:14.741,Pass,
,,,,,,,,,,,,,,,,,,,1.397668,,,,,,,,,,,,,,93c804ee-42ea-4837-b5ef-32274a095ebc,1392,,,"[39.7, 5.2]",3939980,50,,,,,2.9878163,,Left Foot,,,"[19.7, 8.3]",Ground Pass,,20.238825,,,Willian Joel Pacho Tenorio,41593.0,,,,,,2,Regular Play,Piero Martín Hincapié Reyna,38004.0,Left Back,91,Ecuador,3565,['79da1f3c-d24d-45ce-bcd1-a3a7fab059dc'],19,,,,,,,,,,,,,,,,,Ecuador,3565,00:05:19.917,Pass,
,,,,,,,,,,,,,,,,,,,1.516824,,,,,,,,,,,,,,7c6f28c5-ee9d-4c10-bc65-745054840b16,1395,,,"[15.4, 8.0]",3939980,50,,,,,2.0296516,,Left Foot,,,"[3.0, 33.1]",Ground Pass,,27.995893,,,Alexander Domínguez Carabalí,32677.0,,,,,,2,Regular Play,Willian Joel Pacho Tenorio,41593.0,Left Center Back,91,Ecuador,3565,['e1fe752c-7301-4471-acf1-e916e52e3975'],22,,,,,,,,,,,,,,,,,Ecuador,3565,00:05:22.247,Pass,
,,,,,,,,,,,,,,,,,,,3.547942,,,,,,,,,,,,,,d2088ca7-87a7-4c8c-96eb-941aa2b7eb6d,1398,,,"[3.0, 33.1]",3939980,50,,,,,0.8839228,,Right Foot,,,"[38.1, 75.9]",High Pass,,55.352055,,,Angelo Smit Preciado Quiñónez,37737.0,,True,,,,2,Regular Play,Alexander Domínguez Carabalí,32677.0,Goalkeeper,91,Ecuador,3565,['d3f8d0b4-fcaa-4e72-a17c-b8925f6cd8b3'],24,,,,,,,,,,,,,,,,,Ecuador,3565,00:05:24.796,Pass,
,,,,,,,,,,,,,,,,,,,1.631762,,,,,,,,,,,,,,b91355f5-a48e-41b3-a386-626673b8b792,1402,,,"[36.7, 77.0]",3939980,50,,,,,-0.8245938,,Right Foot,,,"[46.5, 66.4]",Ground Pass,,14.436066,,,Moisés Isaac Caicedo Corozo,37726.0,,,,,,2,Regular Play,Angelo Smit Preciado Quiñónez,37737.0,Right Back,91,Ecuador,3565,['7abd7126-76c5-464a-9f11-6bc4154e3fc7'],29,,,,,,,,,,,,,,,,,Ecuador,3565,00:05:29.557,Pass,
,,,,,,,,,,,,,,,,,,,0.702817,,,,,,,,,,,,,,7a209bda-5735-4661-91b2-c3912918cfd2,1407,,,"[76.8, 8.5]",3939980,50,,,,,1.1184264,,Right Foot,,,"[82.0, 19.2]",Low Pass,,11.896638,,,Demarai Gray,3312.0,,,,,Recovery,2,Regular Play,Joël Latibeaudiere,32685.0,Left Defensive Midfield,92,Jamaica,2305,['c6d4a505-a25d-4b7b-bdaf-af141f61eb03'],31,,,,,,,,,,,,,,,,,Jamaica,2305,00:05:31.189,Pass,
