50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.265887,,,,,,,,,,,,,,ef433724-4769-469b-864d-795fa26ac1d5,1223,,,"[20.2, 25.9]",3939984,45,,,,,0.7626748,,Left Foot,,,"[29.2, 34.5]",,Ground Pass,,12.448293,,,,Brandon Aguilera Zamora,108340.0,,,,,,1,Regular Play,Ariel Lassiter,19101.0,Left Wing Back,78,Costa Rica,795,['bca1433f-9f22-4a74-971f-caafb142ef50'],52,,,,,,,,,,,,,,,,,,Costa Rica,795,00:45:52.434,Pass,
,,,,,,,,,,,,,,,,2.690667,,,,,,,,,,,,,,e1354976-f484-4427-92b1-b0e8a1fd576d,1226,,,"[31.1, 33.6]",3939984,45,,,,,0.34909213,,Left Foot,,,"[81.1, 51.8]",,High Pass,,53.209396,,Incomplete,,Manfred Ugalde,36251.0,,,,,,1,Regular Play,Brandon Aguilera Zamora,108340.0,Left Defensive Midfield,78,Costa Rica,795,"['1c49ce23-9437-40af-8f05-94cbf10a8c38', '65eb7e26-b4b6-4793-931d-431055746836']",54,,,,,,,,,,,,,,,,,,Costa Rica,795,00:45:54.947,Pass,
,,,,,,,,,,,,,,,,0.956987,,,,,,,,,,,,,,62eaedbf-318f-468a-a2b6-84e0adcab13f,1232,,,"[53.8, 77.2]",3939984,46,,,,,-0.56931317,,Left Foot,,,"[56.3, 75.6]",,Ground Pass,,2.9681644,,,,Richard Rios Montoya,49395.0,,,,,,1,Regular Play,Daniel Muñoz Mejía,27423.0,Right Back,79,Colombia,769,['f337d096-cd3c-44f2-b702-6a43f5701032'],3,,,,,,,,,,,,,,,,,,Colombia,769,00:46:03.509,Pass,
,,,,,,,,,,,,,,,,0.689499,,,,,,,,,,,,,,4620b852-0bd5-429a-b82f-1e76de61bf0b,1234,,,"[56.3, 75.6]",3939984,46,,,,,-2.2937758,,Right Foot,,,"[54.8, 73.9]",,Ground Pass,,2.2671568,,,,James David Rodríguez Rubio,5695.0,,,,,,1,Regular Play,Richard Rios Montoya,49395.0,Right Center Midfield,79,Colombia,769,['6d5e23d8-94ee-4ed1-9ddf-17353216e35a'],4,,,,,,,,,,,,,,,,,,Colombia,769,00:46:04.466,Pass,
,,,,,,,,,,,,,,,,0.480905,,,,,,,,,,,,,,7e6ec687-bf9b-4ec9-9f74-fa9188a139a2,1236,,,"[55.3, 73.9]",3939984,46,,,,,0.66404617,,Left Foot,,,"[57.6, 75.7]",,Ground Pass,,2.9206164,,,,Richard Rios Montoya,49395.0,,,,,,1,Regular Play,James David Rodríguez Rubio,5695.0,Center Attacking Midfield,79,Colombia,769,['5226c0ca-55fa-4741-abef-b1ac9a8b0c15'],5,,,,,,,,,,,,,,,,,,Colombia,769,00:46:05.156,Pass,
,,,,,,,,,,,,,,,,0.954006,,,,,,,,,,,,,,3485d8c6-161c-4d77-b1fd-436058e44f53,1238,,,"[57.6, 75.7]",3939984,46,,,,,-2.2424026,,Right Foot,,,"[54.5, 71.8]",,Ground Pass,,4.9819674,,,,James David Rodríguez Rubio,5695.0,,,,,,1,Regular Play,Richard Rios Montoya,49395.0,Right Center Midfield,79,Colombia,769,['287b06f7-7c66-47fa-9baa-fc59cfc3aeee'],5,,,,,,,,,,,,,,,,,,Colombia,769,00:46:05.637,Pass,
,,,,,,,,,,,,,,,,0.877451,,,,,,,,,,,,,,62cd2138-3029-404e-97d7-6a62ded7b948,1241,,,"[56.3, 70.1]",3939984,46,,,,,-0.9704704,,Left Foot,,,"[65.2, 57.1]",,Ground Pass,,15.754682,,,,Jhon Adolfo Arias Andrade,27277.0,,,,,,1,Regular Play,James David Rodríguez Rubio,5695.0,Center Attacking Midfield,79,Colombia,769,['b581a39e-d119-4e3a-99ec-2b4ebf99c5a2'],8,,,,,,,,,,,,,,,,,,Colombia,769,00:46:08.167,Pass,
,,,,,,,,,,,,,,,,1.084128,,,,,,,,,,,,,,f9f8dbb1-018c-481f-bc08-3322b5f614a1,1244,,,"[65.4, 57.3]",3939984,46,,,,,2.8872247,,Right Foot,,,"[55.4, 59.9]",,Ground Pass,,10.332473,,,,James David Rodríguez Rubio,5695.0,,,,,,1,Regular Play,Jhon Adolfo Arias Andrade,27277.0,Left Center Midfield,79,Colombia,769,['2446f42c-8298-4d24-a880-2013c1245d3b'],9,,,,,,,,,,,,,,,,,,Colombia,769,00:46:09.045,Pass,
,,,,,,,,,,,,,,,,0.86774,,,,,,,,,,,,,,0ee040f3-d026-4570-9087-7f2e9adbebcb,1247,,,"[56.0, 59.9]",3939984,46,,,,,0.1071826,,Left Foot,,,"[71.8, 61.6]",,Ground Pass,,15.891192,,,,Jhon Adolfo Arias Andrade,27277.0,,,,,,1,Regular Play,James David Rodríguez Rubio,5695.0,Center Attacking Midfield,79,Colombia,769,['e0f13f15-89ee-4694-91b0-f66e172326bf'],11,,,,,,,,,,,,,,,,,,Colombia,769,00:46:11.694,Pass,
,,,,,,,,,,,,,,,,0.735663,,,,,,,,,,,,,,77ada963-a61e-449f-ab59-c1813ee7e797,1251,,,"[85.2, 68.9]",3939984,46,,,,,1.7025586,,Left Foot,,,"[84.1, 77.2]",,Ground Pass,,8.372574,,,,Daniel Muñoz Mejía,27423.0,,,,,,1,Regular Play,Jhon Adolfo Arias Andrade,27277.0,Left Center Midfield,79,Colombia,769,['529114db-4a4b-44c3-9445-173a63f08cb5'],15,,,,,,,,,,,,,,,,,,Colombia,769,00:46:15.138,Pass,
,,,,,,,,,,,,,,,,1.202708,,,,,,,,,,,,,,b62763ac-fc5f-423a-b170-2a5b33b8e35d,1254,,,"[84.3, 77.0]",3939984,46,,,,,-2.2142975,,Right Foot,,,"[77.7, 68.2]",,Ground Pass,,11.0,,,,James David Rodríguez Rubio,5695.0,,,,,,1,Regular Play,Daniel Muñoz Mejía,27423.0,Right Back,79,Colombia,769,['1d7fedd4-9814-429b-9a6b-b4b486692b8f'],16,,,,,,,,,,,,,,,,,,Colombia,769,00:46:16.280,Pass,
,,,,,,,,,,,,,,,,2.186983,,,,,,,,,,,,,,62080874-c1d5-4e2f-8ef0-15152a409033,1258,,,"[74.3, 56.4]",3939984,46,,,,,-1.5557975,,Left Foot,,,"[74.9, 16.4]",,Low Pass,,40.0045,,,,Johan Andrés Mojica Palacio,5691.0,,True,,,,1,Regular Play,James David Rodríguez Rubio,5695.0,Center Attacking Midfield,79,Colombia,769,"['8f111698-c3c1-4caa-9981-aa5785f86d17', 'a4d535f5-ffd6-41e9-8244-facdb9f78841']",18,,,,,,,,,,,,,,,,,,Colombia,769,00:46:18.777,Pass,True
,,,,,,,,,,,,,,,,1.080088,,,,,,,,,,,,,,4acd5a2b-1ba1-4777-bed4-2356c886e0d4,1261,,,"[77.9, 9.7]",3939984,46,,,,,-0.3893167,,Left Foot,,,"[89.6, 4.9]",,Ground Pass,,12.646343,,,,Luis Fernando Díaz Marulanda,27158.0,,,,,,1,Regular Play,Johan Andrés Mojica Palacio,5691.0,Left Back,79,Colombia,769,['1c8687f8-4518-4743-a17c-e3ea1bd288f6'],22,,,,,,,,,,,,,,,,,,Colombia,769,00:46:22.684,Pass,
,,,,,,,,,,,,,,,,1.80847,,,,,,,,,,,,,,303f4172-982f-4920-ad4b-99d6cc9366f8,1264,,,"[90.5, 16.9]",3939984,46,,,,,2.0094492,,Right Foot,,,"[79.1, 41.2]",,Ground Pass,,26.8412,,,,James David Rodríguez Rubio,5695.0,,,,,,1,Regular Play,Luis Fernando Díaz Marulanda,27158.0,Left Center Forward,79,Colombia,769,['5f554bfd-4634-4a2e-b5cf-e2e3236d03b8'],27,,,,,,,,,,,,,,,,,,Colombia,769,00:46:27.568,Pass,
,,,,,,,,,,,,,,,,0.934155,,,,,,,,,,,,,,2825a5a9-ff4c-4e4b-ae13-7d5b84de5350,1267,,,"[80.8, 41.3]",3939984,46,,,,,0.70192724,,Left Foot,,,"[94.4, 52.8]",,Ground Pass,,17.81039,,,,Jhon Adolfo Arias Andrade,27277.0,,,,,,1,Regular Play,James David Rodríguez Rubio,5695.0,Center Attacking Midfield,79,Colombia,769,['29373471-c314-4621-8cd6-6ea3e84dc2c3'],31,,,,,,,,,,,,,,,,,,Colombia,769,00:46:31.259,Pass,
,,,,,,,,,,,,,,,,0.619064,,,,,,,,,,,,,,4526b267-544e-4d87-97b1-05637fa304b4,1271,,,"[95.1, 52.8]",3939984,46,,,,,-0.3416155,,Right Foot,,,"[104.1, 49.6]",,Ground Pass,,9.551963,,,,Luis Fernando Díaz Marulanda,27158.0,,,,,,1,Regular Play,Jhon Adolfo Arias Andrade,27277.0,Left Center Midfield,79,Colombia,769,"['4ecbb5c0-95e3-493c-a61a-35c90ead1b2c', 'cfa537f9-9811-4965-9aa7-fe0425e009d7']",32,,,,,,,,,,,,,,,,,,Colombia,769,00:46:32.827,Pass,True
,,,,,,,,,,,,,,,,2.649139,,,,,,,,,,,,,,0dae6f8a-47cc-459e-98ed-ed0dc6a5e1f5,1274,,,"[119.4, 58.1]",3939984,46,,,,,-1.6575347,,Right Foot,True,,"[116.6, 25.9]",,High Pass,,32.32151,,Incomplete,,,,,,,,,1,Regular Play,Luis Fernando Díaz Marulanda,27158.0,Left Center Forward,79,Colombia,769,['9afd261c-0d19-4f21-b49a-9ac1e1402af1'],35,,,,,,,,,,,,,,,,,,Colombia,769,00:46:35.729,Pass,
,,,,,,,,,,,,,,,,2.020446,,,,,,,,,,,,,,939c2484-838c-4a5e-a4dc-b6f04b4b3481,1276,,,"[109.6, 0.1]",3939984,46,,,,,2.7624888,,,,,"[85.0, 9.9]",,Low Pass,,26.48018,,,,Jefferson Andrés Lerma Solís,5678.0,,,,,Throw-in,1,From Throw In,James David Rodríguez Rubio,5695.0,Center Attacking Midfield,80,Colombia,769,['c55c0722-9bfc-4faf-87e9-d16fa9eddd78'],45,,,,,,,,,,,,,,,,,,Colombia,769,00:46:45.915,Pass,
,,,,,,,,,,,,,,,,2.037517,,,,,,,,,,,,,,ae94fbe2-7eb2-4cd6-bd6c-ab5427667608,1279,,,"[75.5, 10.1]",3939984,46,,,,,3.1415927,,Right Foot,,,"[50.8, 10.1]",,Ground Pass,,24.7,,,,Carlos Eccehomo Cuesta Figueroa,28567.0,,,,,,1,From Throw In,Jefferson Andrés Lerma Solís,5678.0,Center Defensive Midfield,80,Colombia,769,['73c04ef0-dc5e-4cb5-afd1-41597bfdbba2'],49,,,,,,,,,,,,,,,,,,Colombia,769,00:46:49.763,Pass,
,,,,,,,,,,,,,,,,1.094001,,,,,,,,,,,,,,8a1c793c-916b-47d4-a73e-5d2ef99e3a10,1282,,,"[50.8, 10.1]",3939984,46,,,,,0.2754261,,Right Foot,,,"[60.0, 12.7]",,Ground Pass,,9.560335,,,,Jefferson Andrés Lerma Solís,5678.0,,,,,,1,From Throw In,Carlos Eccehomo Cuesta Figueroa,28567.0,Left Center Back,80,Colombia,769,['89dc791a-3a82-4821-be9a-f1af84c9d03f'],52,,,,,,,,,,,,,,,,,,Colombia,769,00:46:52.649,Pass,
,,,,,,,,,,,,,,,,1.690566,,,,,,,,,,,,,,e2cf8414-a420-4d70-b664-e87cfd772a3f,1285,,,"[59.8, 13.4]",3939984,46,,,,,1.7921108,,Right Foot,,,"[52.6, 45.4]",,Ground Pass,,32.8,,,,Davinson Sánchez Mina,3494.0,,,,,,1,From Throw In,Jefferson Andrés Lerma Solís,5678.0,Center Defensive Midfield,80,Colombia,769,,57,,,,,,,,,,,,,,,,,,Colombia,769,00:46:57.277,Pass,
,,,,,,,,,,,,,,,,0.78157,,,,,,,,,,,,,,3bac2eb5-4b7b-45d5-aa2b-1cd374b663ea,1294,,,"[60.0, 40.0]",3939984,45,,,,,2.8603604,,Right Foot,,,"[51.0, 42.6]",,Ground Pass,,9.368031,,,,James David Rodríguez Rubio,5695.0,,,,,Kick Off,2,From Kick Off,Jhon Andrés Córdoba Copete,8817.0,Right Center Forward,81,Colombia,769,['3dcf2e17-907a-44d4-b194-6e4720abf7dd'],0,,,,,,,,,,,,,,,,,,Colombia,769,00:00:00.114,Pass,
,,,,,,,,,,,,,,,,2.086407,,,,,,,,,,,,,,0322e763-6dd0-4965-accc-528df4315bd8,1297,,,"[53.8, 38.9]",3939984,45,,,,,-1.6012052,,Left Foot,,,"[53.0, 12.6]",,Ground Pass,,26.312164,,,,Johan Andrés Mojica Palacio,5691.0,,,,,,2,From Kick Off,James David Rodríguez Rubio,5695.0,Center Attacking Midfield,81,Colombia,769,['1999c7f3-21bf-4d32-923f-efa7819cc417'],3,,,,,,,,,,,,,,,,,,Colombia,769,00:00:03.359,Pass,
,,,,,,,,,,,,,,,,1.607337,,,,,,,,,,,,,,b49b6ad2-2302-49dc-a70b-c71a8936cd00,1300,,,"[52.6, 12.9]",3939984,45,,,,,2.3940773,,Left Foot,,,"[34.8, 29.4]",,Ground Pass,,24.271175,,,,Carlos Eccehomo Cuesta Figueroa,28567.0,,,,,,2,From Kick Off,Johan Andrés Mojica Palacio,5691.0,Left Back,81,Colombia,769,['d5e251c8-42f2-45bb-bbbf-323a3ba4ea88'],6,,,,,,,,,,,,,,,,,,Colombia,769,00:00:06.321,Pass,
,,,,,,,,,,,,,,,,2.081246,,,,,,,,,,,,,,5fc4f296-231b-4db8-89a5-d230d51e3430,1303,,,"[33.8, 29.2]",3939984,45,,,,,-0.8653309,,Right Foot,,,"[51.6, 8.3]",,Ground Pass,,27.452686,,,,Johan Andrés Mojica Palacio,5691.0,,,,,,2,From Kick Off,Carlos Eccehomo Cuesta Figueroa,28567.0,Left Center Back,81,Colombia,769,['6365f45c-103c-42ad-a476-065ec04aca91'],9,,,,,,,,,,,,,,,,,,Colombia,769,00:00:09.908,Pass,
,,,,,,,,,,,,,,,,1.739968,,,,,,,,,,,,,,a7958f21-e7f0-4afa-a903-15497375062d,1306,,,"[51.6, 8.0]",3939984,45,,,,,2.3435369,,Left Foot,,,"[36.0, 24.0]",,Ground Pass,,22.346365,,,,Carlos Eccehomo Cuesta Figueroa,28567.0,,,,,,2,From Kick Off,Johan Andrés Mojica Palacio,5691.0,Left Back,81,Colombia,769,['a8bf6310-246b-48d2-b034-518dbd30e484'],13,,,,,,,,,,,,,,,,,,Colombia,769,00:00:13.273,Pass,
,,,,,,,,,,,,,,,,1.516873,,,,,,,,,,,,,,307bf98d-21bf-4fb6-8090-ff3ed20d4858,1309,,,"[35.8, 24.6]",3939984,45,,,,,-1.1953712,,Right Foot,,,"[42.5, 7.6]",,Ground Pass,,18.272657,,,,Johan Andrés Mojica Palacio,5691.0,,,,,,2,From Kick Off,Carlos Eccehomo Cuesta Figueroa,28567.0,Left Center Back,81,Colombia,769,['f24812b2-4d46-4c3c-93bc-f5024f39d10d'],17,,,,,,,,,,,,,,,,,,Colombia,769,00:00:17.900,Pass,
,,,,,,,,,,,,,,,,0.951744,,,,,,,,,,,,,,ed612955-069e-4eb2-bee0-444408135886,1312,,,"[46.6, 4.0]",3939984,45,,,,,-0.21961412,,Left Foot,,,"[57.8, 1.5]",,Ground Pass,,11.475626,,,,Jhon Adolfo Arias Andrade,27277.0,,,,,,2,From Kick Off,Johan Andrés Mojica Palacio,5691.0,Left Back,81,Colombia,769,['0dd5cbb3-fdaf-4899-b0d9-23fdd80834f6'],21,,,,,,,,,,,,,,,,,,Colombia,769,00:00:21.697,Pass,
,,,,,,,,,,,,,,,,1.48842,,,,,,,,,,,,,,2537588a-c5c7-4550-8b36-d37760f17e8b,1315,,,"[57.8, 1.6]",3939984,45,,,,,2.9927027,,Right Foot,,,"[43.8, 3.7]",,Low Pass,,14.156624,,,,Johan Andrés Mojica Palacio,5691.0,,,,,,2,From Kick Off,Jhon Adolfo Arias Andrade,27277.0,Left Center Midfield,81,Colombia,769,['b32016d4-269e-468c-a66e-19326230f885'],24,,,,,,,,,,,,,,,,,,Colombia,769,00:00:24.012,Pass,
,,,,,,,,,,,,,,,,2.016366,,,,,,,,,,,,,,83303b31-d83b-4ecc-b8f2-1b22a48aa222,1319,,,"[41.4, 4.8]",3939984,45,,,,,2.3021295,,Left Foot,,,"[21.3, 27.2]",,Ground Pass,,30.096012,,,,Carlos Eccehomo Cuesta Figueroa,28567.0,,,,,,2,From Kick Off,Johan Andrés Mojica Palacio,5691.0,Left Back,81,Colombia,769,"['76729377-b9aa-49ec-af92-14650f3fe4fe', 'f9fbddc5-2bcb-44c6-bdf1-55f88d69da35']",26,,,,,,,,,,,,,,,,,,Colombia,769,00:00:26.098,Pass,True
,,,,,,,,,,,,,,,,1.28,,,,,,,,,,,,,,54ffbb52-cabc-4129-9c3c-c42e15212598,1322,,,"[21.3, 27.2]",3939984,45,,,,,2.5199327,,Right Foot,,,"[7.9, 36.8]",,Ground Pass,,16.483932,,,,Camilo Andrés Vargas Gil,27225.0,,,,,,2,From Kick Off,Carlos Eccehomo Cuesta Figueroa,28567.0,Left Center Back,81,Colombia,769,['7f7b49f2-618e-4937-ba6e-8b7b6aa6f0e3'],28,,,,,,,,,,,,,,,,,,Colombia,769,00:00:28.299,Pass,
,,,,,,,,,,,,,,,,3.388237,,,,,,,,,,,,,,2adb6673-89e8-4c42-98cb-0268d538d1cc,1324,,,"[7.9, 36.8]",3939984,45,,,,,0.042667028,,Left Foot,,,"[68.8, 39.4]",,High Pass,,60.955475,,Incomplete,,,,,,,,,2,From Kick Off,Camilo Andrés Vargas Gil,27225.0,Goalkeeper,81,Colombia,769,['b46ed0d2-a956-4b6e-aafb-b162664b0a9e'],29,,,,,,,,,,,,,,,,,,Colombia,769,00:00:29.579,Pass,
,,,,,,,,,,,,,,,,2.929955,,,,,,,,,,,,,,b46ed0d2-a956-4b6e-aafb-b162664b0a9e,1325,,,"[51.3, 40.7]",3939984,45,,,,,-0.068620615,,Head,,,"[80.4, 38.7]",,High Pass,,29.168648,,,,Álvaro José Zamora Mata,184468.0,,,,,Recovery,2,From Kick Off,Juan Pablo Vargas Campos,27163.0,Center Back,81,Colombia,769,"['2adb6673-89e8-4c42-98cb-0268d538d1cc', 'ea1db0c6-0503-4272-97ca-3ef62f1ebe18']",32,,,,,,,,,,,,,,,,,,Costa Rica,795,00:00:32.967,Pass,
,,,,,,,,,,,,,,,,0.050337,,,,,,,,,,,,,,fdc7a0f5-adf5-4d74-97e5-f8d187f4edef,1327,,,"[80.4, 38.7]",3939984,45,,,,,0.38831872,,Other,,,"[82.6, 39.6]",,Low Pass,,2.376973,,Incomplete,,,,,,,,,2,From Kick Off,Álvaro José Zamora Mata,184468.0,Left Attacking Midfield,81,Colombia,769,['62d2002d-bbe9-4099-92b3-60413cb88d2c'],35,,,,,,,,,,,,,,,,,,Costa Rica,795,00:00:35.897,Pass,
,,,,,,,,,,,,,,,,3.238908,,,,,,,,,,,,,,e28bfaf8-392d-4b26-b543-2b34bf93789a,1329,,,"[35.3, 43.8]",3939984,45,,,,,0.06580742,,Right Foot,,,"[70.2, 46.1]",,High Pass,,34.975704,,,,Jhon Andrés Córdoba Copete,8817.0,,,,,Recovery,2,From Kick Off,Davinson Sánchez Mina,3494.0,Right Center Back,81,Colombia,769,['ae8c63d2-3c1f-41ce-8185-47c29d3b7d93'],37,,,,,,,,,,,,,,,,,,Colombia,769,00:00:37.058,Pass,
,,,,,,,,,,,,,,,,0.976385,,,,,,,,,,,,,,c8e6c77b-8d10-4139-8b36-aff6cb1b8c72,1338,,,"[99.4, 78.3]",3939984,45,,,,,-2.9229238,,Right Foot,,,"[84.1, 74.9]",,Ground Pass,,15.673225,,,,James David Rodríguez Rubio,5695.0,,,,,,2,From Kick Off,Jhon Andrés Córdoba Copete,8817.0,Right Center Forward,81,Colombia,769,['a039f105-69e1-412e-9e58-23fbe17cc64e'],48,,,,,,,,,,,,,,,,,,Colombia,769,00:00:48.674,Pass,
,,,,,,,,,,,,,,,,0.756543,,,,,,,,,,,,,,6e247b83-c18c-4ec6-ad45-156084003a54,1342,,,"[83.8, 74.5]",3939984,45,,,,,0.32175055,,Left Foot,,,"[89.5, 76.4]",,Ground Pass,,6.0083275,,,,Daniel Muñoz Mejía,27423.0,,,,,,2,From Kick Off,James David Rodríguez Rubio,5695.0,Center Attacking Midfield,81,Colombia,769,"['1f9596b3-d809-4a5f-9ec8-2dce9848d2b6', '9e7d6407-c73e-4855-b504-c8ee807fa705']",49,,,,,,,,,,,,,,,,,,Colombia,769,00:00:49.690,Pass,True
,,,,,,,,,,,,,,,,1.289789,,,,,,,,,,,,,,7a46a1e9-f2f5-4678-a9e5-db98c00ee63d,1344,,,"[89.5, 76.4]",3939984,45,,,,,-1.6979265,,Right Foot,,,"[87.8, 63.1]",,Ground Pass,,13.408206,,,,Andrés Mateus Uribe Villa,6193.0,,,,,,2,From Kick Off,Daniel Muñoz Mejía,27423.0,Right Back,81,Colombia,769,['5e7e8018-7325-4686-aa23-11c39340d563'],50,,,,,,,,,,,,,,,,,,Colombia,769,00:00:50.447,Pass,
,,,,,,,,,,,,,,,,1.012523,,,,,,,,,,,,,,f677f6d0-cda2-4d79-9d23-a0d174fcd3d2,1347,,,"[91.2, 59.6]",3939984,45,,,,,-1.6124389,,Right Foot,,,"[90.5, 42.8]",,Ground Pass,,16.814577,,,,Jhon Adolfo Arias Andrade,27277.0,,,,,,2,From Kick Off,Andrés Mateus Uribe Villa,6193.0,Right Center Midfield,81,Colombia,769,['f3b1a365-d276-4084-8d13-4160e78b74e8'],53,,,,,,,,,,,,,,,,,,Colombia,769,00:00:53.236,Pass,
,,,,,,,,,,,,,,,,0.859518,,,,,,,,,,,,,,16f6a6b6-cea9-45fd-9552-4d5d0fc9a661,1351,,,"[88.2, 39.5]",3939984,45,,,,,-1.3352513,,Right Foot,,,"[91.2, 27.0]",,Ground Pass,,12.85496,,,,Luis Fernando Díaz Marulanda,27158.0,,,,,,2,From Kick Off,Jhon Adolfo Arias Andrade,27277.0,Left Center Midfield,81,Colombia,769,['e0945a9b-18c6-4009-8c1a-d800989ca8ef'],55,,,,,,,,,,,,,,,,,,Colombia,769,00:00:55.236,Pass,
,,,,,,,,,,,,,,,,1.956015,,,,,,,,,,,,,,c7435942-e760-452c-b9f6-4d4549859917,1355,,,"[96.4, 26.4]",3939984,45,,,,,-0.4949573,,Left Foot,,,"[114.0, 16.9]",,Ground Pass,,20.00025,,,,Johan Andrés Mojica Palacio,5691.0,,,,,,2,From Kick Off,Luis Fernando Díaz Marulanda,27158.0,Left Center Forward,81,Colombia,769,"['014868b5-69a1-4ec4-8f2f-a6b454124e1a', '7b76c316-43d4-4ca2-9794-dd82e695b32f']",57,,,,,,,,,,,,,,,,,,Colombia,769,00:00:57.532,Pass,True
,,,,,,,,,,,,,,,,0.550855,,,,,,,,,,,,,,60ba93bf-7163-4cb4-8f31-f247351a59fd,1357,,,"[114.0, 16.9]",3939984,45,,,,,1.9134167,,Left Foot,True,,"[108.4, 32.6]",,Ground Pass,,16.668833,,Incomplete,,Luis Fernando Díaz Marulanda,27158.0,,,,,,2,From Kick Off,Johan Andrés Mojica Palacio,5691.0,Left Back,81,Colombia,769,"['26cdc3f1-83e5-4347-a239-14aacc3865fc', 'a26e993a-f215-44e5-ace7-d0387fde3ed4']",59,,,,,,,,,,,,,,,,,,Colombia,769,00:00:59.488,Pass,
,,,,,,,,,,,,,,,,1.042244,,,,,,,,,,,,,,d12c9970-1d98-4010-b553-22f07da91da9,1361,,,"[99.9, 0.1]",3939984,46,,,,,2.4142687,,,,,"[90.8, 8.2]",,Low Pass,,12.182775,,,,Jhon Adolfo Arias Andrade,27277.0,,,,,Throw-in,2,From Throw In,Johan Andrés Mojica Palacio,5691.0,Left Back,82,Colombia,769,['cd977384-dd43-4c93-b40c-e30c991dc257'],11,,,,,,,,,,,,,,,,,,Colombia,769,00:01:11.453,Pass,
,,,,,,,,,,,,,,,,2.101146,,,,,,,,,,,,,,fba992f9-f463-48d9-8159-543a8c755ce6,1365,,,"[84.7, 2.8]",3939984,46,,,,,2.2367656,,Right Foot,,,"[62.7, 30.8]",,Ground Pass,,35.608986,,,,Carlos Eccehomo Cuesta Figueroa,28567.0,,,,,,2,From Throw In,Jhon Adolfo Arias Andrade,27277.0,Left Center Midfield,82,Colombia,769,"['79894329-e309-4c6a-97f5-5ca2177498fb', '8f83aec8-d9e3-44fc-8ba4-ad5ae356b630']",14,,,,,,,,,,,,,,,,,,Colombia,769,00:01:14.039,Pass,True
,,,,,,,,,,,,,,,,1.401001,,,,,,,,,,,,,,c38d10a6-f8a7-4a3e-897a-31eecb1aaa0f,1368,,,"[61.5, 32.2]",3939984,46,,,,,1.6439639,,Right Foot,,,"[60.1, 51.3]",,Ground Pass,,19.15124,,,,Davinson Sánchez Mina,3494.0,,,,,,2,From Throw In,Carlos Eccehomo Cuesta Figueroa,28567.0,Left Center Back,82,Colombia,769,['c20efba4-b2cb-4ffb-9f68-c165c07ff968'],17,,,,,,,,,,,,,,,,,,Colombia,769,00:01:17.582,Pass,
,,,,,,,,,,,,,,,,2.66526,,,,,,,,,,,,,,9c6a5812-2c77-4fc2-9f73-b029563070d5,1371,,,"[54.2, 43.3]",3939984,46,,,,,-2.0696938,,Right Foot,,,"[45.7, 27.7]",,Ground Pass,,17.765415,,,,Carlos Eccehomo Cuesta Figueroa,28567.0,,,,,,2,From Throw In,Davinson Sánchez Mina,3494.0,Right Center Back,82,Colombia,769,['8f38e68e-2b1a-46b5-b2eb-ba2468e4f455'],20,,,,,,,,,,,,,,,,,,Colombia,769,00:01:20.711,Pass,
,,,,,,,,,,,,,,,,1.530971,,,,,,,,,,,,,,9a9070d3-e47a-4c01-afdc-8612bb0d5744,1373,,,"[45.7, 27.7]",3939984,46,,,,,-1.3023071,,Right Foot,,,"[50.9, 8.8]",,Ground Pass,,19.602295,,,,Jhon Adolfo Arias Andrade,27277.0,,,,,,2,From Throw In,Carlos Eccehomo Cuesta Figueroa,28567.0,Left Center Back,82,Colombia,769,['f0197bc5-ffa1-4f37-8d12-ab24410ad9c6'],23,,,,,,,,,,,,,,,,,,Colombia,769,00:01:23.377,Pass,
,,,,,,,,,,,,,,,,0.800276,,,,,,,,,,,,,,e55efa0a-3e91-4932-911f-f74b7ebccc95,1376,,,"[48.6, 8.6]",3939984,46,,,,,1.0949169,,Right Foot,,,"[55.3, 21.6]",,Ground Pass,,14.624979,,,,Jefferson Andrés Lerma Solís,5678.0,,,,,,2,From Throw In,Jhon Adolfo Arias Andrade,27277.0,Left Center Midfield,82,Colombia,769,['2428baa7-3156-4ac0-8a7e-08643d61a20c'],25,,,,,,,,,,,,,,,,,,Colombia,769,00:01:25.638,Pass,
