50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,4.740386,,,,,,,,,,,,,dedb9bba-5796-4ec1-b48b-932de3cc9018,481,,,"[45.1, 66.6]",3939972,11,,,,-0.2731954,,Right Foot,,,,"[104.7, 49.9]",,High Pass,,61.895477,,Incomplete,,,,,,,,1,From Keeper,Nahuel Adolfo Ferraresi Hernández,49587.0,Right Center Back,23,Venezuela,3563,['0fa5d456-e96f-466c-8a0e-12ef13d6f2da'],35,,,,,,,,,,,,,,,,,Venezuela,3563,00:11:35.440,Pass,
,,,,,,,,,,,,,,,,,1.443502,,,,,,,,,,,,,88c6f7ea-d7bb-4b75-a08d-6af5c2486150,484,,,"[13.5, 44.7]",3939972,11,,,,1.3925289,,Keeper Arm,,,,"[15.5, 55.8]",,Ground Pass,,11.278741,,,,Felix Eduardo Torres Caicedo,30111.0,,,,,1,Regular Play,Alexander Domínguez Carabalí,32677.0,Goalkeeper,24,Ecuador,3565,['fbbeeda1-ff75-4940-9b7a-00b4259acce4'],50,,,,,,,,,,,,,,,,,Ecuador,3565,00:11:50.531,Pass,
,,,,,,,,,,,,,,,,,1.21787,,,,,,,,,,,,,f3763290-5dc1-498a-8b0d-ed8b68a2ad57,487,,,"[28.1, 52.3]",3939972,11,,,,-1.8736812,,Right Foot,,,,"[20.6, 28.3]",,Ground Pass,,25.144583,,,,Willian Joel Pacho Tenorio,41593.0,,,,,1,Regular Play,Felix Eduardo Torres Caicedo,30111.0,Right Center Back,24,Ecuador,3565,['afc6001d-947d-4887-af69-a37840654e08'],58,,,,,,,,,,,,,,,,,Ecuador,3565,00:11:58.217,Pass,
,,,,,,,,,,,,,,,,,2.10877,,,,,,,,,,,,,a324ae5b-b3c4-4293-a7a7-ec44a8652629,490,,,"[20.6, 28.3]",3939972,12,,,,1.7348028,,Left Foot,,,,"[15.9, 56.7]",,Ground Pass,,28.786282,,,,Felix Eduardo Torres Caicedo,30111.0,,,,,1,Regular Play,Willian Joel Pacho Tenorio,41593.0,Left Center Back,24,Ecuador,3565,['07baa1e7-ea33-49d3-9d9d-bc487015f118'],1,,,,,,,,,,,,,,,,,Ecuador,3565,00:12:01.669,Pass,
,,,,,,,,,,,,,,,,,0.985207,,,,,,,,,,,,,8db8ae95-c485-4e24-b478-6eaa142c2b77,493,,,"[22.4, 57.0]",3939972,12,,,,0.08396057,,Right Foot,,,,"[42.6, 58.7]",,Ground Pass,,20.271408,,,,John Yeboah Zamora,21131.0,,,,,1,Regular Play,Felix Eduardo Torres Caicedo,30111.0,Right Center Back,24,Ecuador,3565,['79b91e91-1548-45c3-b555-501d122dff8b'],5,,,,,,,,,,,,,,,,,Ecuador,3565,00:12:05.668,Pass,
,,,,,,,,,,,,,,,,,1.088059,,,,,,,,,,,,,4dfd91b8-1cdb-400a-864e-59926255159d,496,,,"[41.2, 56.8]",3939972,12,,,,-1.4459872,,Left Foot,,,,"[44.6, 29.7]",,Ground Pass,,27.312452,,Incomplete,,Ray Kendry Páez Andrade,384888.0,,,,,1,Regular Play,John Yeboah Zamora,21131.0,Right Wing,24,Ecuador,3565,"['2d53055d-4613-48fe-962d-3280478cf02c', '90ee5982-27f3-442f-951c-53888e61ff45']",8,,,,,,,,,,,,,,,,,Ecuador,3565,00:12:08.288,Pass,
,,,,,,,,,,,,,,,,,0.117141,,,,,,,,,,,,,fc0d3579-5c63-442d-a310-808290f05a49,501,,,"[83.7, 42.8]",3939972,12,,,,-0.9440534,,Right Foot,,,,"[85.8, 39.9]",,Low Pass,,3.5805027,,Incomplete,,,,,,,,1,Regular Play,Darwin Daniel Machís Marcano,11501.0,Right Wing,25,Venezuela,3563,['05f132ae-af69-4ef4-bf24-4dea78ad354b'],10,,,,,,,,,,,,,,,,,Venezuela,3563,00:12:10.799,Pass,
,,,,,,,,,,,,,,,,,1.399731,,,,,,,,,,,,,e730a7a4-488e-4a71-958d-4f52b60f96fa,503,,,"[37.7, 34.2]",3939972,12,,,,1.3866326,,Left Foot,,,,"[39.6, 44.4]",,Ground Pass,,10.375452,,Incomplete,,Moisés Isaac Caicedo Corozo,37726.0,,,,Recovery,1,Regular Play,Ray Kendry Páez Andrade,384888.0,Center Attacking Midfield,25,Venezuela,3563,"['33a8b82b-e8eb-4671-b1c2-32824927bf05', 'a4841a42-7971-4878-906a-1608f776369a']",11,,,,,,,,,,,,,,,,,Ecuador,3565,00:12:11.880,Pass,
,,,,,,,,,,,,,,,,,0.0305,,,,,,,,,,,,,33a8b82b-e8eb-4671-b1c2-32824927bf05,506,,,"[80.5, 35.7]",3939972,12,,,,-0.8685394,,Right Foot,,,,"[81.6, 34.4]",,Ground Pass,,1.7029387,,Incomplete,,,,,,,Recovery,1,Regular Play,Yangel Clemente Herrera Ravelo,16249.0,Left Defensive Midfield,25,Venezuela,3563,"['16eaf6af-db23-415d-b8c5-7e155fef2794', '97e91a9b-e52e-4e64-8e87-60a2fefe5bba', 'e730a7a4-488e-4a71-958d-4f52b60f96fa']",13,,,,,,,,,,,,,,,,,Venezuela,3563,00:12:13.280,Pass,True
,,,,,,,,,,,,,,,,,0.635587,,,,,,,,,,,,,16554756-beac-4cc0-adb6-83d54cf8d35a,510,,,"[89.5, 31.2]",3939972,12,,,,1.0688899,d9c9a7d4-62a3-4f03-9cb8-e0cf7f262741,Left Foot,,,,"[94.0, 39.4]",,Ground Pass,,9.353609,,,,José Salomón Rondón Giménez,4041.0,True,,,,1,Regular Play,Yangel Clemente Herrera Ravelo,16249.0,Left Defensive Midfield,25,Venezuela,3563,['e61a37b7-ac73-44bd-8e60-ed51a64b5d2e'],15,,,,,,,,,,,,,,,,,Venezuela,3563,00:12:15.601,Pass,
,,,,,,,,,,,,,,,,,3.675303,,,,,,,,,,,,,136e3614-bc00-4faa-a525-1407a1df4ebe,515,,,"[7.0, 41.6]",3939972,12,,,,0.15741688,,Right Foot,,,,"[76.3, 52.6]",,High Pass,,70.16759,,,,Enner Remberto Valencia Lastra,28559.0,,,,Goal Kick,1,From Goal Kick,Alexander Domínguez Carabalí,32677.0,Goalkeeper,26,Ecuador,3565,['805fd6c3-dd6b-4810-853c-17b18a57264c'],49,,,,,,,,,,,,,,,,,Ecuador,3565,00:12:49.923,Pass,
,,,,,,,,,,,,,,,,,0.552305,,,,,,,,,,,,,cb61e3c7-a25c-442d-b2ff-91a66928e869,517,,,"[76.3, 52.6]",3939972,12,,,,1.7268212,,Head,,,,"[74.9, 61.5]",,Low Pass,,9.009439,,,,John Yeboah Zamora,21131.0,,,,,1,From Goal Kick,Enner Remberto Valencia Lastra,28559.0,Center Forward,26,Ecuador,3565,['47894ad1-e6ec-4b05-a58a-4bfdeeee7155'],53,,,,,,,,,,,,,,,,,Ecuador,3565,00:12:53.598,Pass,
,,,,,,,,,,,,,,,,,1.205987,,,,,,,,,,,,,a31543e2-6d3c-43bc-b42d-cc00b9bc3379,523,,,"[73.6, 79.4]",3939972,12,,,,-2.5767877,,Right Foot,,,,"[63.5, 73.0]",,Ground Pass,,11.957006,,,,Alan Steven Franco Palma,37945.0,,,,,1,From Goal Kick,Enner Remberto Valencia Lastra,28559.0,Center Forward,26,Ecuador,3565,['4c81e73a-0efd-44a5-a6f3-662f882daaf9'],58,,,,,,,,,,,,,,,,,Ecuador,3565,00:12:58.783,Pass,
,,,,,,,,,,,,,,,,,0.677948,,,,,,,,,,,,,c04a89f8-be00-45a5-9497-a328a91c9ee1,525,,,"[63.5, 73.0]",3939972,12,,,,1.79129,,Left Foot,,,,"[62.2, 78.8]",,Ground Pass,,5.9439044,,,,Angelo Smit Preciado Quiñónez,37737.0,,,,,1,From Goal Kick,Alan Steven Franco Palma,37945.0,Left Defensive Midfield,26,Ecuador,3565,['e70dcc40-8d0b-4884-b9a4-b9a475a26465'],59,,,,,,,,,,,,,,,,,Ecuador,3565,00:12:59.989,Pass,
,,,,,,,,,,,,,,,,,3.392016,,,,,,,,,,,,,25ff8a78-6f58-4a02-8601-84ec9ecc7907,528,,,"[63.1, 77.7]",3939972,13,,,,-1.1378025,,Right Foot,,,,"[93.1, 12.8]",,High Pass,,71.49832,,,,Jeremy Leonel Sarmiento Morante,40211.0,,True,,,1,From Goal Kick,Angelo Smit Preciado Quiñónez,37737.0,Right Back,26,Ecuador,3565,['051d1fdc-79dc-4cbb-8168-ec1a5e819281'],2,,,,,,,,,,,,,,,,,Ecuador,3565,00:13:02.366,Pass,
,,,,,,,,,,,,,,,,,1.545453,,,,,,,,,,,,,4b2bbaf5-0a30-4380-9fea-b5395b16ca38,535,,,"[82.9, 18.6]",3939972,13,,,,0.689539,,Left Foot,,,,"[111.4, 42.1]",,High Pass,,36.93914,,Incomplete,,,,,,,Free Kick,1,From Free Kick,Ray Kendry Páez Andrade,384888.0,Center Attacking Midfield,27,Ecuador,3565,['4de1f2af-0641-4fed-befd-0a241ad12f94'],46,,,,,,,,,,,,,,,,,Ecuador,3565,00:13:46.132,Pass,
,,,,,,,,,,,,,,,,,2.228097,,,,,,,,,,,,,4a7b1855-ac45-4c73-b29d-15333a2fc874,539,,,"[97.3, 80.0]",3939972,14,,,,-0.3289189,,,,,,"[114.0, 74.3]",,Low Pass,,17.645962,,,,Alan Steven Franco Palma,37945.0,,,,Throw-in,1,From Throw In,Angelo Smit Preciado Quiñónez,37737.0,Right Back,28,Ecuador,3565,['981a175a-a8bf-4661-b3a5-d594a95d202d'],21,,,,,,,,,,,,,,,,,Ecuador,3565,00:14:21.521,Pass,
,,,,,,,,,,,,,,,,,0.086423,,,,,,,,,,,,,07fb775a-4b5c-499f-a232-55aed546ecf5,543,,,"[115.3, 74.0]",3939972,14,,,,-1.4909663,,Right Foot,,,,"[115.5, 71.5]",,Ground Pass,,2.5079873,,Incomplete,,,,,,,,1,From Throw In,Alan Steven Franco Palma,37945.0,Left Defensive Midfield,28,Ecuador,3565,"['66a8f7c7-ba11-424b-a15f-1a1c01ee052a', 'f4765a1e-d8a7-4d5d-bd03-05c387bb8f5f']",24,,,,,,,,,,,,,,,,,Ecuador,3565,00:14:24.344,Pass,True
,,,,,,,,,,,,,,,,,1.467998,,,,,,,,,,,,,07a2d4e3-e6ac-400b-9592-ff4a19c06033,545,,,"[111.0, 80.0]",3939972,14,,,,-1.5641739,,,,,,"[111.2, 49.8]",,High Pass,,30.200663,,Incomplete,,,,,,,Throw-in,1,From Throw In,Angelo Smit Preciado Quiñónez,37737.0,Right Back,29,Ecuador,3565,['748bacc5-155b-4270-a673-7fabc09560c7'],49,,,,,,,,,,,,,,,,,Ecuador,3565,00:14:49.516,Pass,
,,,,,,,,,,,,,,,,,1.334215,,,,,,,,,,,,,b065e8cf-0651-411d-a0bf-ec0feb81efb8,561,,,"[58.0, 17.7]",3939972,15,,,,2.5320249,,Left Foot,,,,"[46.4, 25.8]",,Ground Pass,,14.148145,,,,Willian Joel Pacho Tenorio,41593.0,,,,Free Kick,1,From Free Kick,Piero Martín Hincapié Reyna,38004.0,Left Back,30,Ecuador,3565,['0bf3ce91-9297-4e53-9e4f-ade3bd82a53d'],9,,,,,,,,,,,,,,,,,Ecuador,3565,00:15:09.751,Pass,
,,,,,,,,,,,,,,,,,1.061312,,,,,,,,,,,,,a203b75d-279e-4ead-98ed-0d9b131c17dd,564,,,"[46.4, 26.2]",3939972,15,,,,1.6085143,,Left Foot,,,,"[45.4, 52.7]",,Ground Pass,,26.518862,,,,Felix Eduardo Torres Caicedo,30111.0,,,,,1,From Free Kick,Willian Joel Pacho Tenorio,41593.0,Left Center Back,30,Ecuador,3565,['736fd598-c0b5-4ce9-a49a-ba1d48894975'],12,,,,,,,,,,,,,,,,,Ecuador,3565,00:15:12.220,Pass,
,,,,,,,,,,,,,,,,,2.063656,,,,,,,,,,,,,482458e8-c845-4c1f-867f-50155fcb95f2,567,,,"[45.4, 52.7]",3939972,15,,,,-1.6036128,,Right Foot,,,,"[44.1, 13.1]",,Ground Pass,,39.621334,,,,Moisés Isaac Caicedo Corozo,37726.0,,,,,1,From Free Kick,Felix Eduardo Torres Caicedo,30111.0,Right Center Back,30,Ecuador,3565,['5fc25e7d-8c60-4963-99d6-fafe3d9efbff'],15,,,,,,,,,,,,,,,,,Ecuador,3565,00:15:15.435,Pass,
,,,,,,,,,,,,,,,,,1.43391,,,,,,,,,,,,,a6d764c2-c6e6-4ee3-a4f6-92d3605c7376,570,,,"[45.0, 18.0]",3939972,15,,,,2.0025399,,Right Foot,,,,"[36.2, 37.1]",,Ground Pass,,21.029741,,,,Willian Joel Pacho Tenorio,41593.0,,,,,1,From Free Kick,Moisés Isaac Caicedo Corozo,37726.0,Right Defensive Midfield,30,Ecuador,3565,['f651b539-688c-4910-8c20-32e8c066b5f9'],21,,,,,,,,,,,,,,,,,Ecuador,3565,00:15:21.715,Pass,
,,,,,,,,,,,,,,,,,1.159662,,,,,,,,,,,,,b857b61c-f772-478c-8c46-311917c6565c,573,,,"[39.9, 44.7]",3939972,15,,,,1.1436493,,Left Foot,,,,"[46.5, 59.2]",,Ground Pass,,15.931416,,,,Felix Eduardo Torres Caicedo,30111.0,,,,,1,From Free Kick,Willian Joel Pacho Tenorio,41593.0,Left Center Back,30,Ecuador,3565,['ae0a4349-a6bc-4fee-8dcf-31bed08edcee'],24,,,,,,,,,,,,,,,,,Ecuador,3565,00:15:24.988,Pass,
,,,,,,,,,,,,,,,,,1.354885,,,,,,,,,,,,,7dd69e99-a2ce-482f-a401-068483c0a972,576,,,"[46.5, 58.8]",3939972,15,,,,-1.9890207,,Right Foot,,,,"[39.3, 42.6]",,Ground Pass,,17.727943,,,,Willian Joel Pacho Tenorio,41593.0,,,,,1,From Free Kick,Felix Eduardo Torres Caicedo,30111.0,Right Center Back,30,Ecuador,3565,['faca72cc-5ade-4db6-9c6a-3517d50d0643'],27,,,,,,,,,,,,,,,,,Ecuador,3565,00:15:27.671,Pass,
,,,,,,,,,,,,,,,,,1.232306,,,,,,,,,,,,,db32d741-a15a-424b-997a-2c3bfe1fe9a6,579,,,"[42.9, 40.7]",3939972,15,,,,-1.6839473,,Left Foot,,,,"[39.9, 14.3]",,Ground Pass,,26.569908,,,,Moisés Isaac Caicedo Corozo,37726.0,,,,,1,From Free Kick,Willian Joel Pacho Tenorio,41593.0,Left Center Back,30,Ecuador,3565,['34d85dc3-ffce-4625-a88f-95d8e940ed9d'],31,,,,,,,,,,,,,,,,,Ecuador,3565,00:15:31.384,Pass,
,,,,,,,,,,,,,,,,,2.335818,,,,,,,,,,,,,24d51a0c-b876-45cd-8891-13d845e0e0ea,583,,,"[38.2, 16.0]",3939972,15,,,,1.6516432,,Right Foot,,,,"[34.4, 62.9]",,High Pass,,47.05369,,,,Felix Eduardo Torres Caicedo,30111.0,,True,,,1,From Free Kick,Moisés Isaac Caicedo Corozo,37726.0,Right Defensive Midfield,30,Ecuador,3565,"['450a455f-7e4b-4488-9628-ad38dfb17c5b', '773bd3f8-bdac-4bfa-9716-4b3fa6676138']",34,,,,,,,,,,,,,,,,,Ecuador,3565,00:15:34.498,Pass,True
,,,,,,,,,,,,,,,,,2.053202,,,,,,,,,,,,,e2df9434-838e-460d-a794-190db49c854d,585,,,"[34.4, 62.9]",3939972,15,,,,0.75736815,,Head,,,,"[50.9, 78.5]",,Low Pass,,22.707047,,,,John Yeboah Zamora,21131.0,,,,,1,From Free Kick,Felix Eduardo Torres Caicedo,30111.0,Right Center Back,30,Ecuador,3565,['fae3f756-8cee-4f48-bc9e-ed4415b2a188'],36,,,,,,,,,,,,,,,,,Ecuador,3565,00:15:36.834,Pass,
,,,,,,,,,,,,,,,,,1.375559,,,,,,,,,,,,,d655dd35-7129-4592-925a-1276439c737c,588,,,"[50.9, 78.5]",3939972,15,,,,-0.16725394,,Left Foot,,,,"[66.3, 75.9]",,Ground Pass,,15.617938,,,,Angelo Smit Preciado Quiñónez,37737.0,,,,,1,From Free Kick,John Yeboah Zamora,21131.0,Right Wing,30,Ecuador,3565,['192fc000-938d-45a4-b06f-30deced878e6'],38,,,,,,,,,,,,,,,,,Ecuador,3565,00:15:38.927,Pass,
,,,,,,,,,,,,,,,,,2.0321,,,,,,,,,,,,,49971e65-2679-4641-ad1f-5da98ae51900,591,,,"[66.3, 75.9]",3939972,15,,,,-2.4980915,,Right Foot,,,,"[53.9, 66.6]",,High Pass,,15.5,,Incomplete,,John Yeboah Zamora,21131.0,,,,,1,From Free Kick,Angelo Smit Preciado Quiñónez,37737.0,Right Back,30,Ecuador,3565,"['5b64c3bc-0123-4fa1-a790-f0b8a3ab2d87', '6aedb0b4-56fb-4c5c-b6d4-8a54d5397a1b']",40,,,,,,,,,,,,,,,,,Ecuador,3565,00:15:40.361,Pass,
,,,,,,,,,,,,,,,,,0.445115,,,,,,,,,,,,,3a7a134b-b1e6-4a43-afcc-cb2099c6be89,594,,,"[67.6, 15.0]",3939972,15,,,,1.8692952,,Right Foot,,,,"[66.8, 17.6]",,Ground Pass,,2.720294,,,,Yeferson Julio Soteldo Martínez,25115.0,,,,Recovery,1,Regular Play,Yangel Clemente Herrera Ravelo,16249.0,Left Defensive Midfield,31,Venezuela,3563,['34113842-e227-4c90-874d-01a60d27cef3'],43,,,,,,,,,,,,,,,,,Venezuela,3563,00:15:43.829,Pass,
,,,,,,,,,,,,,,,,,0.862139,,,,,,,,,,,,,416d011b-2877-4d1e-8b3f-0008f5119447,598,,,"[65.8, 20.9]",3939972,15,,,,1.8327513,,Right Foot,,,,"[62.1, 34.7]",,Ground Pass,,14.287407,,,,José Andrés Martínez Torres,36917.0,,,,,1,Regular Play,Yeferson Julio Soteldo Martínez,25115.0,Left Wing,31,Venezuela,3563,"['8b42c830-de8e-4254-8bd7-6e22595c4fd0', 'c46e4d6f-3590-43a6-b2f9-0550bee89265']",45,,,,,,,,,,,,,,,,,Venezuela,3563,00:15:45.235,Pass,True
,,,,,,,,,,,,,,,,,1.839112,,,,,,,,,,,,,64fb8d74-b607-42c9-8f85-0d58a81197ba,607,,,"[60.4, 38.5]",3939972,15,,,,1.6956054,,Right Foot,,,,"[57.0, 65.6]",,Ground Pass,,27.312452,,,,Alexander David González Sibulo,24168.0,,,,,1,Regular Play,José Andrés Martínez Torres,36917.0,Right Defensive Midfield,31,Venezuela,3563,"['4cac4da6-9431-4c44-9847-01cd9e17a9d0', 'bdff290f-eda1-4f40-834e-dcaade9b18d8']",48,,,,,,,,,,,,,,,,,Venezuela,3563,00:15:48.885,Pass,True
,,,,,,,,,,,,,,,,,0.018851,,,,,,,,,,,,,cb5c8f53-cd50-47ab-b5d8-40283d24e4e7,611,,,"[66.4, 75.3]",3939972,15,,,,-1.5707964,,Right Foot,,,,"[66.4, 73.5]",,Ground Pass,,1.8,,Incomplete,,,,,,,,1,Regular Play,Alexander David González Sibulo,24168.0,Right Back,31,Venezuela,3563,['1ade7806-5182-45df-a3ce-1dbcd677a2b0'],53,,,,,,,,,,,,,,,,,Venezuela,3563,00:15:53.769,Pass,
,,,,,,,,,,,,,,,,,0.117302,,,,,,,,,,,,,297b2a6c-d796-4cdb-b597-0ed714525b34,623,,,"[43.7, 5.6]",3939972,15,,,,0.0,,Left Foot,,,True,"[46.0, 5.6]",,Low Pass,,2.3,,Incomplete,,Jeremy Leonel Sarmiento Morante,40211.0,,,,Recovery,1,Regular Play,Piero Martín Hincapié Reyna,38004.0,Left Back,31,Venezuela,3563,"['47e08ab0-ac48-4970-9ad0-c43dfc4b19f2', '9bfdf749-c295-45d3-b3b7-440ef3c6b69b', 'fb9cc3e6-1c46-4828-b795-daea5db1c4c6']",59,,,,,,,,,,,,,,,,,Ecuador,3565,00:15:59.032,Pass,True
,,,,,,,,,,,,,,,,,0.875722,,,,,,,,,,,,,ae22fd02-e136-435f-a20e-9011093d57db,628,,,"[56.7, 5.9]",3939972,16,,,,1.7467359,,Right Foot,,,,"[54.3, 19.4]",,Ground Pass,,13.711674,,,,Moisés Isaac Caicedo Corozo,37726.0,,,,,1,Regular Play,Jeremy Leonel Sarmiento Morante,40211.0,Left Wing,32,Ecuador,3565,['226f00dc-2ad5-4f80-a6ca-faa66b5b9b7c'],1,,,,,,,,,,,,,,,,,Ecuador,3565,00:16:01.266,Pass,
,,,,,,,,,,,,,,,,,1.426681,,,,,,,,,,,,,2fbf3da1-320f-4b63-99a6-67027701b0c5,631,,,"[54.3, 19.4]",3939972,16,,,,-1.9713309,,Right Foot,,,,"[49.6, 8.3]",,Ground Pass,,12.054045,,,,Piero Martín Hincapié Reyna,38004.0,,,,,1,Regular Play,Moisés Isaac Caicedo Corozo,37726.0,Right Defensive Midfield,32,Ecuador,3565,['7abb208a-710f-4130-9c2f-e12895cbb895'],2,,,,,,,,,,,,,,,,,Ecuador,3565,00:16:02.376,Pass,
,,,,,,,,,,,,,,,,,1.046135,,,,,,,,,,,,,fbb5468a-145e-4203-b461-682429ba972c,634,,,"[54.7, 7.9]",3939972,16,,,,-0.12275627,,Right Foot,,,,"[70.1, 6.0]",,Ground Pass,,15.516766,,,,Jeremy Leonel Sarmiento Morante,40211.0,,,,,1,Regular Play,Piero Martín Hincapié Reyna,38004.0,Left Back,32,Ecuador,3565,['1f2a9096-968a-4307-99be-f8ace515b64e'],7,,,,,,,,,,,,,,,,,Ecuador,3565,00:16:07.422,Pass,
,,,,,,,,,,,,,,,,,4.118027,,,,,,,,,,,,,29a1b189-dcca-49fe-8033-b9bc984a0695,638,,,"[81.1, 20.8]",3939972,16,,,,0.96299434,,Right Foot,,,,"[117.9, 73.7]",,High Pass,,64.441055,,,,Angelo Smit Preciado Quiñónez,37737.0,,True,,,1,Regular Play,Jeremy Leonel Sarmiento Morante,40211.0,Left Wing,32,Ecuador,3565,['39265362-5620-41ee-b02d-5e643d53897c'],14,,,,,,,,,,,,,,,,,Ecuador,3565,00:16:14.705,Pass,
,,,,,,,,,,,,,,,,,1.011844,,,,,,,,,,,,,57c82d29-9fe4-4170-80ab-556b14109e81,640,,,"[117.9, 73.7]",3939972,16,,,,-1.430779,,Right Foot,,,,"[120.0, 58.8]",,High Pass,,15.047259,,Out,,,,,,,,1,Regular Play,Angelo Smit Preciado Quiñónez,37737.0,Right Back,32,Ecuador,3565,,18,,,,,,,,,,,,,,,,,Ecuador,3565,00:16:18.823,Pass,
,,,,,,,,,,,,,,,,,1.491197,,,,,,,,,,,,,505941e4-f729-4cf3-9827-84a57d29dc7d,641,,,"[3.4, 39.8]",3939972,16,,,,1.2107949,,Left Foot,,,,"[10.1, 57.6]",,Ground Pass,,19.019201,,,,Nahuel Adolfo Ferraresi Hernández,49587.0,,,,Goal Kick,1,From Goal Kick,Rafael Enrique Romo Pérez,32012.0,Goalkeeper,33,Venezuela,3563,['08b9f975-7efa-4ff6-9707-e1953b49d5cc'],45,,,,,,,,,,,,,,,,,Venezuela,3563,00:16:45.488,Pass,
,,,,,,,,,,,,,,,,,1.158291,,,,,,,,,,,,,d4dfd4b2-802d-474b-926d-55d081f862fd,644,,,"[9.6, 57.9]",3939972,16,,,,0.9920283,,Right Foot,,,,"[21.1, 75.5]",,Ground Pass,,21.024035,,,,Alexander David González Sibulo,24168.0,,,,,1,From Goal Kick,Nahuel Adolfo Ferraresi Hernández,49587.0,Right Center Back,33,Venezuela,3563,['1bc46d82-055e-484d-9a1d-6b314490a82f'],48,,,,,,,,,,,,,,,,,Venezuela,3563,00:16:48.399,Pass,
,,,,,,,,,,,,,,,,,1.567576,,,,,,,,,,,,,1cac2644-5040-43f5-8805-dda9def9ccc2,647,,,"[20.2, 74.2]",3939972,16,,,,-2.5107312,,Right Foot,,,,"[8.7, 65.8]",,Ground Pass,,14.2411375,,,,Nahuel Adolfo Ferraresi Hernández,49587.0,,,,,1,From Goal Kick,Alexander David González Sibulo,24168.0,Right Back,33,Venezuela,3563,['8b32ae5e-8b84-43e6-bdbf-967318512343'],50,,,,,,,,,,,,,,,,,Venezuela,3563,00:16:50.819,Pass,
,,,,,,,,,,,,,,,,,1.039393,,,,,,,,,,,,,7d9153c9-d621-4670-a0da-aeef80e7d908,650,,,"[8.7, 65.8]",3939972,16,,,,-0.7774618,,Right Foot,,,,"[21.4, 53.3]",,Ground Pass,,17.819653,,,,Yangel Clemente Herrera Ravelo,16249.0,,,,,1,From Goal Kick,Nahuel Adolfo Ferraresi Hernández,49587.0,Right Center Back,33,Venezuela,3563,['7f2f7afa-2b2b-43a3-b512-6cdbaa0ad361'],53,,,,,,,,,,,,,,,,,Venezuela,3563,00:16:53.510,Pass,
,,,,,,,,,,,,,,,,,1.482066,,,,,,,,,,,,,0ef3b496-e78a-4c48-be49-f4ea76c7ca6e,653,,,"[26.4, 55.0]",3939972,16,,,,-0.5527231,,Right Foot,,,,"[52.5, 38.9]",,Ground Pass,,30.666267,,,,Cristian Sleiker Cásseres Yepes,13493.0,,,,,1,From Goal Kick,Yangel Clemente Herrera Ravelo,16249.0,Left Defensive Midfield,33,Venezuela,3563,['1afd3844-1cec-4ceb-beed-cebd7fa1e204'],55,,,,,,,,,,,,,,,,,Venezuela,3563,00:16:55.924,Pass,
,,,,,,,,,,,,,,,,,1.724268,,,,,,,,,,,,,0e5f0f13-07f8-4cb7-9346-6f53bc18a2cf,662,,,"[65.7, 53.4]",3939972,17,,,,0.640873,,Right Foot,,,,"[77.9, 62.5]",,Ground Pass,,15.220053,,,,Angelo Smit Preciado Quiñónez,37737.0,,,,,1,Regular Play,Enner Remberto Valencia Lastra,28559.0,Center Forward,34,Ecuador,3565,['2f2991af-2f63-4692-99c7-cd859cdd6946'],4,,,,,,,,,,,,,,,,,Ecuador,3565,00:17:04.336,Pass,
,,,,,,,,,,,,,,,,,1.916467,,,,,,,,,,,,,1557c0e3-91c5-45d3-8f02-df03f553a681,672,,,"[63.2, 74.3]",3939972,17,,,,-2.6637616,,Left Foot,,,,"[46.4, 65.6]",,Ground Pass,,18.919039,,,,Felix Eduardo Torres Caicedo,30111.0,,,,,1,Regular Play,Angelo Smit Preciado Quiñónez,37737.0,Right Back,34,Ecuador,3565,"['34957b24-fa42-4cb6-85fc-3bb8aa51a3de', '9e073b60-a80c-4037-8d1c-55282619ac63']",11,,,,,,,,,,,,,,,,,Ecuador,3565,00:17:11.502,Pass,True
