50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,06aa5eec-003e-4f2a-a5f2-7f5aa15e9e2f,1,,,,3939979,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Venezuela,3563,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 32012, 'name': 'Rafael Enrique Romo Pérez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 113450, 'name': 'Jon Mikel Aramburu Mejías'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 49587, 'name': 'Nahuel Adolfo Ferraresi Hernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 10337, 'name': 'Yordan Hernando Osorio Paredes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 36520, 'name': 'Miguel Ángel Navarro Zárate'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 36917, 'name': 'José Andrés Martínez Torres'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 16249, 'name': 'Yangel Clemente Herrera Ravelo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 35785, 'name': 'Eduard Alexander Bello Gil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 13025, 'name': 'Jefferson David Savarino Quintero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 25115, 'name': 'Yeferson Julio Soteldo Martínez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Venezuela,3563,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1e1016b8-8f85-4a83-9152-5cc60908bc1b,2,,,,3939979,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Venezuela,3563,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 36949, 'name': 'Julio José González Vela-Alvizu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 26406, 'name': 'Jorge Eduardo Sánchez Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 26368, 'name': 'César Jasib Montes Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 26336, 'name': 'Johan Felipe Vásquez Ibarra'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 27896, 'name': 'Gerardo Daniel Arteaga Zamora'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 26386, 'name': 'Luis Francisco Romo Barrón'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 15452, 'name': 'Carlos Uriel Antuna Romero'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 15}, {'player': {'id': 26297, 'name': 'Carlos Alberto Rodríguez Gómez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 28825, 'name': 'Luis Gerardo Chávez Magallón'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 35375, 'name': 'Julián Andrés Quiñones Quiñones'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 9}, {'player': {'id': 31053, 'name': 'Santiago Tomás Giménez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Mexico,794,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2ded12bc-71d8-45dd-8f0e-257e31bab5a9,3,,,,3939979,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Venezuela,3563,['b2469991-2283-4e49-ae95-1f487cc8c7c1'],0,,,,,,,,,,,,,,,,,Mexico,794,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,b2469991-2283-4e49-ae95-1f487cc8c7c1,4,,,,3939979,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Venezuela,3563,['2ded12bc-71d8-45dd-8f0e-257e31bab5a9'],0,,,,,,,,,,,,,,,,,Venezuela,3563,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3ca6b68f-40a9-4ef3-bd54-e62882053435,1735,,,,3939979,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,91,Mexico,794,['63f6e5d2-9b89-4d7f-9439-bbfc47df7091'],0,,,,,,,,,,,,,,,,,Venezuela,3563,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,63f6e5d2-9b89-4d7f-9439-bbfc47df7091,1736,,,,3939979,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,91,Mexico,794,['3ca6b68f-40a9-4ef3-bd54-e62882053435'],0,,,,,,,,,,,,,,,,,Mexico,794,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,1.239999,,,,,,,,,,,,,,,122f535e-f0ac-47b2-9725-d5c726aea147,5,,,"[60.0, 40.0]",3939979,0,,,,,-2.8654957,,Right Foot,,,,"[42.0, 34.9]",Ground Pass,,18.708553,,,Luis Francisco Romo Barrón,26386.0,,,,,,Kick Off,1,From Kick Off,Santiago Tomás Giménez,31053.0,Center Forward,2,Mexico,794,['bfa9d27b-f344-41ee-bab3-00139bac8ed1'],0,,,,,,,,,,,,,,,,,Mexico,794,00:00:00.489,Pass,
,,,,,,,,,,,,,,,,,,1.92,,,,,,,,,,,,,,,72e3df3e-6160-4b3a-8b08-f2d352d93a95,8,,,"[42.0, 36.7]",3939979,0,,,,,-2.2220838,,Right Foot,,,,"[31.1, 22.4]",Ground Pass,,17.980545,,,Johan Felipe Vásquez Ibarra,26336.0,,,,,,,1,From Kick Off,Luis Francisco Romo Barrón,26386.0,Center Defensive Midfield,2,Mexico,794,['89f394b5-e34a-4c01-bf95-6759d637fe20'],3,,,,,,,,,,,,,,,,,Mexico,794,00:00:03.369,Pass,
,,,,,,,,,,,,,,,,,,1.359997,,,,,,,,,,,,,,,9d0531b8-f2fe-4e91-a560-11b1cd51a042,11,,,"[31.5, 23.8]",3939979,0,,,,,2.4865375,,Left Foot,,,,"[16.4, 35.4]",Ground Pass,,19.041271,,,Julio José González Vela-Alvizu,36949.0,,,,,,,1,From Kick Off,Johan Felipe Vásquez Ibarra,26336.0,Left Center Back,2,Mexico,794,['d9d6ddbb-0888-48cb-9f3e-78ad3ad54a0d'],6,,,,,,,,,,,,,,,,,Mexico,794,00:00:06.209,Pass,
,,,,,,,,,,,,,,,,,,1.319998,,,,,,,,,,,,,,,56e6dfe2-45d4-4a26-b154-c3abbc52d715,14,,,"[16.3, 36.8]",3939979,0,,,,,-1.2666651,,Right Foot,,,,"[20.6, 23.1]",Ground Pass,,14.35897,,,Johan Felipe Vásquez Ibarra,26336.0,,,,,,,1,From Kick Off,Julio José González Vela-Alvizu,36949.0,Goalkeeper,2,Mexico,794,['16888491-9259-43b2-a698-9ebd1d85aaad'],8,,,,,,,,,,,,,,,,,Mexico,794,00:00:08.689,Pass,
,,,,,,,,,,,,,,,,,,2.679995,,,,,,,,,,,,,,,3b7e7523-673b-47ad-b16d-979d44e44951,17,,,"[27.6, 18.1]",3939979,0,,,,,0.19346115,,Left Foot,,,,"[86.3, 29.6]",High Pass,,59.815884,,,Santiago Tomás Giménez,31053.0,,,,,,,1,From Kick Off,Johan Felipe Vásquez Ibarra,26336.0,Left Center Back,2,Mexico,794,['e447f4c6-4843-4fef-b723-14fb9c928cd6'],12,,,,,,,,,,,,,,,,,Mexico,794,00:00:12.169,Pass,
,,,,,,,,,,,,,,,,,,0.639998,,,,,,,,,,,,,,,21d924e9-3c56-4a1c-a0f1-b16d82027ff2,20,,,"[87.0, 30.2]",3939979,0,,,,True,0.7853982,,,,,,"[93.9, 37.1]",Low Pass,,9.758074,,,Carlos Alberto Rodríguez Gómez,26297.0,,,,,,,1,From Kick Off,Santiago Tomás Giménez,31053.0,Center Forward,2,Mexico,794,"['161778f5-7090-4ca2-a336-1508b41ab33e', 'fdf5e691-4e6f-4620-b02f-39c026cb8ccf']",14,,,,,,,,,,,,,,,,,Mexico,794,00:00:14.849,Pass,True
,,,,,,,,,,,,,,,,,,1.599995,,,,,,,,,,,,,,,214ee2e0-bb96-4c18-933a-d56b551e4300,23,,,"[98.5, 38.1]",3939979,0,,,,,1.1164943,769d3e75-e489-4552-b7a1-fcb600ed4390,Right Foot,,,,"[104.8, 51.0]",High Pass,,14.356183,,,Carlos Uriel Antuna Romero,15452.0,True,,,,,,1,From Kick Off,Carlos Alberto Rodríguez Gómez,26297.0,Right Center Midfield,2,Mexico,794,['98cc57b8-58aa-443b-a770-1b4679718e25'],16,,,,,,,,,,,,,,,,,Mexico,794,00:00:16.482,Pass,
,,,,,,,,,,,,,,,,,,5.42416,,,,,,,,,,,,,,,439b8d0b-e5e4-468a-8234-7b14f21829c6,28,,,"[7.0, 37.7]",3939979,0,,,,,0.02728851,,Right Foot,,,,"[87.6, 39.9]",High Pass,,80.63002,,,Jefferson David Savarino Quintero,13025.0,,,,,,Goal Kick,1,From Goal Kick,Rafael Enrique Romo Pérez,32012.0,Goalkeeper,3,Venezuela,3563,['5b3244e7-aa7c-42d4-bfdf-8865a27fe760'],52,,,,,,,,,,,,,,,,,Venezuela,3563,00:00:52.474,Pass,
,,,,,,,,,,,,,,,,,,1.119999,,,,,,,,,,,,,,,71c15295-bea7-4d31-b35b-61d50596750e,36,,,"[26.0, 37.5]",3939979,0,,,,,-0.9424647,,Left Foot,,,,"[35.3, 24.7]",Ground Pass,,15.82182,,,Luis Gerardo Chávez Magallón,28825.0,,,,,,,1,Regular Play,Johan Felipe Vásquez Ibarra,26336.0,Left Center Back,4,Mexico,794,"['010fd596-349a-4863-a710-28b208ecd463', '36d9650c-9da1-40c2-aec9-9799ee893496']",59,,,,,,,,,,,,,,,,,Mexico,794,00:00:59.962,Pass,True
,,,,,,,,,,,,,,,,,,1.64,,,,,,,,,,,,,,,dd4bac1f-9a20-4cb8-8ed6-7635eb111969,42,,,"[46.8, 22.0]",3939979,1,,,,,-2.7367008,,Right Foot,,,,"[34.9, 16.9]",Ground Pass,,12.946815,,,Johan Felipe Vásquez Ibarra,26336.0,,,,,,Free Kick,1,From Free Kick,Luis Francisco Romo Barrón,26386.0,Center Defensive Midfield,5,Mexico,794,['c14964bb-6214-4697-baec-96e60d13c8b1'],14,,,,,,,,,,,,,,,,,Mexico,794,00:01:14.131,Pass,
,,,,,,,,,,,,,,,,,,1.16,,,,,,,,,,,,,,,b6cd7e31-6ea6-47c5-a39f-fcd64811d3a6,45,,,"[42.0, 14.5]",3939979,1,,,,,-1.3237727,,Left Foot,,,,"[44.9, 3.0]",Ground Pass,,11.860017,,,Gerardo Daniel Arteaga Zamora,27896.0,,,,,,,1,From Free Kick,Johan Felipe Vásquez Ibarra,26336.0,Left Center Back,5,Mexico,794,['e26b46fa-321e-4bd5-8084-4dbeee2d60f2'],17,,,,,,,,,,,,,,,,,Mexico,794,00:01:17.961,Pass,
,,,,,,,,,,,,,,,,,,1.04,,,,,,,,,,,,,,,878bff9c-90ff-43cf-ab7a-49baea8b6ddb,48,,,"[45.2, 3.8]",3939979,1,,,,,-0.10972699,,Left Foot,,,,"[57.0, 2.5]",Ground Pass,,11.871394,,,Julián Andrés Quiñones Quiñones,35375.0,,,,,,,1,From Free Kick,Gerardo Daniel Arteaga Zamora,27896.0,Left Back,5,Mexico,794,['882f203b-4aaf-45af-a978-36fcf12b5313'],19,,,,,,,,,,,,,,,,,Mexico,794,00:01:19.844,Pass,
,,,,,,,,,,,,,,,,,,2.439999,,,,,,,,,,,,,,,f37057e6-f808-43a5-bb45-8350b79c2513,54,,,"[50.3, 3.1]",3939979,1,,True,,,2.6096594,,Right Foot,,,,"[29.4, 15.4]",Ground Pass,,24.250772,,,Johan Felipe Vásquez Ibarra,26336.0,,,,,,Free Kick,1,From Free Kick,Gerardo Daniel Arteaga Zamora,27896.0,Left Back,6,Mexico,794,['751eda48-b690-4100-8f51-38f6075a665b'],32,,,,,,,,,,,,,,,,,Mexico,794,00:01:32.195,Pass,
,,,,,,,,,,,,,,,,,,1.959999,,,,,,,,,,,,,,,9ccc73ea-dceb-4b6b-9328-8c4be17dca07,56,,,"[26.7, 15.5]",3939979,1,,,,,2.3706026,,Left Foot,,,,"[9.1, 32.6]",Ground Pass,,24.539152,,,Julio José González Vela-Alvizu,36949.0,,,,,,,1,From Free Kick,Johan Felipe Vásquez Ibarra,26336.0,Left Center Back,6,Mexico,794,['63683ca5-3ba3-4a5e-ae2b-07c67ca536e5'],35,,,,,,,,,,,,,,,,,Mexico,794,00:01:35.202,Pass,
,,,,,,,,,,,,,,,,,,3.119998,,,,,,,,,,,,,,,bca2cdf5-920a-4c7d-bbe5-150798ed76b1,58,,,"[8.7, 36.7]",3939979,1,,,,,1.2140692,,Left Foot,,,,"[14.7, 52.8]",Ground Pass,,17.181677,,,César Jasib Montes Castro,26368.0,,,,,,,1,From Free Kick,Julio José González Vela-Alvizu,36949.0,Goalkeeper,6,Mexico,794,['558d531f-1765-4915-81c2-f9c99f2f8d61'],37,,,,,,,,,,,,,,,,,Mexico,794,00:01:37.162,Pass,
,,,,,,,,,,,,,,,,,,1.719999,,,,,,,,,,,,,,,47ba634b-673c-4f22-9881-695a39426694,61,,,"[11.3, 64.8]",3939979,1,,,,,-1.7577755,,Left Foot,,,,"[7.1, 42.6]",Ground Pass,,22.593805,,,Julio José González Vela-Alvizu,36949.0,,,,,,,1,From Free Kick,César Jasib Montes Castro,26368.0,Right Center Back,6,Mexico,794,['7d3c675b-dbe2-4739-82e8-52d790fa6367'],42,,,,,,,,,,,,,,,,,Mexico,794,00:01:42.601,Pass,
,,,,,,,,,,,,,,,,,,1.319998,,,,,,,,,,,,,,,cca87878-7c8b-40b0-bbeb-f0be3f65eecb,64,,,"[7.1, 33.9]",3939979,1,,,,,-1.1728436,,Right Foot,,,,"[13.7, 18.2]",Ground Pass,,17.030855,,,Johan Felipe Vásquez Ibarra,26336.0,,,,,,,1,From Free Kick,Julio José González Vela-Alvizu,36949.0,Goalkeeper,6,Mexico,794,['608504a7-71c8-4d53-a69c-d3975a50435e'],47,,,,,,,,,,,,,,,,,Mexico,794,00:01:47.921,Pass,
,,,,,,,,,,,,,,,,,,1.719998,,,,,,,,,,,,,,,5b32fcbf-b28e-4981-a844-8232e096cbe9,67,,,"[14.7, 9.3]",3939979,1,,,,,2.1201708,,Left Foot,,,,"[2.7, 28.9]",Ground Pass,,22.981731,,,Julio José González Vela-Alvizu,36949.0,,,,,,,1,From Free Kick,Johan Felipe Vásquez Ibarra,26336.0,Left Center Back,6,Mexico,794,['07627ca3-ab26-419a-9d00-b61ccaf197ff'],52,,,,,,,,,,,,,,,,,Mexico,794,00:01:52.348,Pass,
,,,,,,,,,,,,,,,,,,1.599999,,,,,,,,,,,,,,,0f98ddd5-744c-458f-97e8-e78e11e18ad8,70,,,"[7.2, 29.4]",3939979,1,,,,,1.271742,,Left Foot,,,,"[15.0, 54.7]",Ground Pass,,26.475082,,,César Jasib Montes Castro,26368.0,,,,,,,1,From Free Kick,Julio José González Vela-Alvizu,36949.0,Goalkeeper,6,Mexico,794,['4b263c5b-b79c-4b3b-9503-b8858bfa096b'],55,,,,,,,,,,,,,,,,,Mexico,794,00:01:55.108,Pass,
,,,,,,,,,,,,,,,,,,5.119998,,,,,,,,,,,,,,,69d7cb8e-beaa-4333-9fd5-411762574ff1,73,,,"[31.7, 56.2]",3939979,2,,,,,-0.4789917,,Right Foot,,,,"[109.3, 15.9]",High Pass,,87.44055,,,Julián Andrés Quiñones Quiñones,35375.0,,,True,,,,1,From Free Kick,César Jasib Montes Castro,26368.0,Right Center Back,6,Mexico,794,['af09239d-47be-46e8-b6aa-16414c8326a3'],0,,,,,,,,,,,,,,,,,Mexico,794,00:02:00.388,Pass,
,,,,,,,,,,,,,,,,,,0.425935,,,,,,,,,,,,,,,5060f29e-447a-4910-8121-a8d365795de9,77,,,"[112.5, 22.0]",3939979,2,,,,,2.3629057,,Right Foot,,,,"[105.0, 29.4]",Ground Pass,,10.536128,Incomplete,,Luis Gerardo Chávez Magallón,28825.0,,,,,,,1,From Free Kick,Julián Andrés Quiñones Quiñones,35375.0,Left Midfield,6,Mexico,794,"['874bb1ec-536d-40a6-b93f-1739ea6877fc', 'cbba8c11-3df5-4763-b37b-9504fc70065f', 'cd5bdf70-6c23-47ca-9829-c5d9c9e5f10d']",8,,,,,,,,,,,,,,,,,Mexico,794,00:02:08.398,Pass,True
,,,,,,,,,,,,,,,,,,2.390952,,,,,,,,,,,,,,,c11ab6fd-ace4-4511-b981-dfbe3e90af23,86,,,"[47.8, 30.4]",3939979,2,,True,,,-1.1770982,,Right Foot,,,,"[50.5, 23.9]",Ground Pass,,7.038466,,,Miguel Ángel Navarro Zárate,36520.0,,,,,,Free Kick,1,From Free Kick,Yangel Clemente Herrera Ravelo,16249.0,Left Defensive Midfield,8,Venezuela,3563,['98695435-0252-4e4a-ac69-9fa0e2d9a66b'],38,,,,,,,,,,,,,,,,,Venezuela,3563,00:02:38.616,Pass,
,,,,,,,,,,,,,,,,,,0.921013,,,,,,,,,,,,,,,6cc16047-0e19-4b43-95c2-175914a19c2f,88,,,"[44.7, 22.7]",3939979,2,,,,,-0.7775243,,Left Foot,,,,"[57.5, 10.1]",Ground Pass,,17.96107,,,Yeferson Julio Soteldo Martínez,25115.0,,,,,,,1,From Free Kick,Miguel Ángel Navarro Zárate,36520.0,Left Back,8,Venezuela,3563,['502440b4-850c-4598-9068-48ebeab01703'],42,,,,,,,,,,,,,,,,,Venezuela,3563,00:02:42.232,Pass,
,,,,,,,,,,,,,,,,,,0.689013,,,,,,,,,,,,,,,68fb1a23-839d-4332-96db-63109b385b60,96,,,"[44.9, 76.3]",3939979,2,,,,,-0.1736712,,Right Foot,,,,"[50.6, 75.3]",Ground Pass,,5.7870545,,,Carlos Uriel Antuna Romero,15452.0,,,,,,,1,Regular Play,Jorge Eduardo Sánchez Ramos,26406.0,Right Back,9,Mexico,794,"['004bf10e-5032-47f0-a7a0-cfd733be2d55', '298f8428-8b51-4659-8713-24f30256ad39']",47,,,,,,,,,,,,,,,,,Mexico,794,00:02:47.377,Pass,True
,,,,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,,,1b797991-84dc-4c99-a384-33380aec3283,99,,,"[52.0, 75.5]",3939979,2,,,,,-2.4306834,,Right Foot,,,,"[48.4, 72.4]",Ground Pass,,4.7507896,,,Jorge Eduardo Sánchez Ramos,26406.0,,,,,,,1,Regular Play,Carlos Uriel Antuna Romero,15452.0,Right Midfield,9,Mexico,794,"['a9defa5d-e326-4dfe-b2d4-20003c280bc8', 'c3891688-a658-4eee-ab92-07b8a4a8a69d']",48,,,,,,,,,,,,,,,,,Mexico,794,00:02:48.066,Pass,True
,,,,,,,,,,,,,,,,,,0.462814,,,,,,,,,,,,,,,b6ee5f39-f53d-4603-9961-e7705669f522,109,,,"[106.8, 23.7]",3939979,2,,,,,1.4382448,,Left Foot,,,,"[107.4, 28.2]",Ground Pass,,4.539824,Incomplete,,Yangel Clemente Herrera Ravelo,16249.0,,,,,,,1,Regular Play,Yeferson Julio Soteldo Martínez,25115.0,Left Wing,9,Mexico,794,"['0dc25e63-cfcb-4a53-929b-1aa595f5e332', '24a6b068-7d14-44af-a877-95a24af6e5bd', '51641603-44fb-4989-9ef5-f53245aee42c']",57,,,,,,,,,,,,,,,,,Venezuela,3563,00:02:57.566,Pass,True
,,,,,,,,,,,,,,,,,,1.359999,,,,,,,,,,,,,,,298fc347-316d-4fa6-9de1-7f9d220970c7,115,,,"[14.2, 57.6]",3939979,2,,,,,0.4133304,,Right Foot,,,,"[25.6, 62.6]",Ground Pass,,12.448293,,,Jorge Eduardo Sánchez Ramos,26406.0,,,,,,,1,Regular Play,Luis Francisco Romo Barrón,26386.0,Center Defensive Midfield,9,Mexico,794,"['12cbb1bc-ba82-4bcc-acd6-8a1f3dc83616', 'a2c86a32-e5b9-4779-9204-122a6e9165fa']",59,,,,,,,,,,,,,,,,,Mexico,794,00:02:59.823,Pass,True
,,,,,,,,,,,,,,,,,,1.559997,,,,,,,,,,,,,,,72d64585-ac09-4d2d-aa62-7d2b80bbfb43,119,,,"[31.8, 73.7]",3939979,3,,,,,0.26975808,,Right Foot,,,,"[53.5, 79.7]",Ground Pass,,22.514217,Out,,Carlos Uriel Antuna Romero,15452.0,,,,,,,1,Regular Play,Jorge Eduardo Sánchez Ramos,26406.0,Right Back,9,Mexico,794,"['0664b07f-92f9-4556-b43c-4ef3e445b363', '7065af81-b330-4c0f-96a1-56d3af9e4e94']",2,,,,,,,,,,,,,,,,,Mexico,794,00:03:02.503,Pass,True
,,,,,,,,,,,,,,,,,,1.890649,,,,,,,,,,,,,,,3215fa2d-ac02-4e63-bb99-0f550f67433c,121,,,"[59.4, 0.1]",3939979,3,,,,,0.28923318,,,,,,"[88.3, 8.7]",High Pass,,30.152447,Incomplete,,José Salomón Rondón Giménez,4041.0,,,,,,Throw-in,1,From Throw In,Miguel Ángel Navarro Zárate,36520.0,Left Back,10,Venezuela,3563,"['a8763a28-f231-41cb-b866-c304054fa9b9', 'eb33a7dc-ca78-4d8a-9609-4ced6a89491b']",24,,,,,,,,,,,,,,,,,Venezuela,3563,00:03:24.238,Pass,
,,,,,,,,,,,,,,,,,,4.413452,,,,,,,,,,,,,,,85a66b9c-081b-47ef-b8ca-3ec83d042bea,133,,,"[8.7, 74.5]",3939979,3,,,,,-0.0063290293,,Right Foot,,,,"[56.1, 74.2]",High Pass,,47.400948,,,Santiago Tomás Giménez,31053.0,,,,,,,1,Regular Play,Jorge Eduardo Sánchez Ramos,26406.0,Right Back,11,Mexico,794,['f80de42b-2c2a-4420-8766-4f933184997b'],31,,,,,,,,,,,,,,,,,Mexico,794,00:03:31.445,Pass,
,,,,,,,,,,,,,,,,,,1.279996,,,,,,,,,,,,,,,8478c4a2-e94d-49dc-8808-83b801fcbbb6,141,,,"[62.3, 76.1]",3939979,3,,,,,-0.07878396,,Left Foot,,,,"[69.9, 75.5]",Ground Pass,,7.623647,,,Carlos Alberto Rodríguez Gómez,26297.0,,,,,,,1,Regular Play,Santiago Tomás Giménez,31053.0,Center Forward,11,Mexico,794,"['079cc5d2-458f-48a8-a3b2-72db0c48ccae', '3ceecef2-b458-4f13-8148-ef465807bc0b']",36,,,,,,,,,,,,,,,,,Mexico,794,00:03:36.651,Pass,True
,,,,,,,,,,,,,,,,,,0.700953,,,,,,,,,,,,,,,f1890214-d338-4c86-a128-8e985beca449,144,,,"[73.1, 76.5]",3939979,3,,,,,-1.9540805,,Right Foot,,,,"[70.6, 70.3]",Ground Pass,,6.685058,Incomplete,,Santiago Tomás Giménez,31053.0,,,,,,,1,Regular Play,Carlos Alberto Rodríguez Gómez,26297.0,Right Center Midfield,11,Mexico,794,"['03bf3478-82d6-4136-822e-d33bc90351f7', 'c446df56-fcff-4a9d-8122-087490e25483', 'fba5a1ae-fb83-4d99-837b-516f76cff41e']",37,,,,,,,,,,,,,,,,,Mexico,794,00:03:37.931,Pass,True
,,,,,,,,,,,,,,,,,,1.632527,,,,,,,,,,,,,,,03bf3478-82d6-4136-822e-d33bc90351f7,146,,,"[49.5, 9.8]",3939979,3,,,,,2.4715827,,Right Foot,,,,"[28.8, 26.2]",Ground Pass,,26.409279,,,Nahuel Adolfo Ferraresi Hernández,49587.0,,,,,,Recovery,1,Regular Play,Yordan Hernando Osorio Paredes,10337.0,Left Center Back,12,Venezuela,3563,"['6b239b8c-18f6-4b0a-a72e-499165bd85a2', 'f1890214-d338-4c86-a128-8e985beca449']",38,,,,,,,,,,,,,,,,,Venezuela,3563,00:03:38.632,Pass,
,,,,,,,,,,,,,,,,,,2.250515,,,,,,,,,,,,,,,ed9b1ae0-8e34-4120-ae07-3682a59464f0,149,,,"[26.6, 27.6]",3939979,3,,,,,2.5367672,,Left Foot,,,,"[4.9, 42.6]",Ground Pass,,26.379726,,,Rafael Enrique Romo Pérez,32012.0,,,,,,,1,Regular Play,Nahuel Adolfo Ferraresi Hernández,49587.0,Right Center Back,12,Venezuela,3563,['27560972-1ed5-4467-8563-ebc7c71f5d1a'],40,,,,,,,,,,,,,,,,,Venezuela,3563,00:03:40.853,Pass,
,,,,,,,,,,,,,,,,,,6.835372,,,,,,,,,,,,,,,633026fc-e024-4139-8666-e9bb48a49b8e,153,,,"[4.9, 43.3]",3939979,3,,,,,0.43830383,,Right Foot,,,,"[83.2, 80.0]",High Pass,,86.47416,Out,,Eduard Alexander Bello Gil,35785.0,,,,,,,1,Regular Play,Rafael Enrique Romo Pérez,32012.0,Goalkeeper,12,Venezuela,3563,"['4d2c7af1-3f99-49d4-a91e-a1207f9f65ab', 'c5002753-e58e-492e-ac97-7fcf1e3b09c4']",44,,,,,,,,,,,,,,,,,Venezuela,3563,00:03:44.567,Pass,True
,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,5d3df246-75fa-4409-aec7-f83b3f498f0c,155,,,"[36.9, 0.1]",3939979,4,,True,,,2.4815392,,,,,,"[15.9, 16.4]",Low Pass,,26.583641,,,Johan Felipe Vásquez Ibarra,26336.0,,,,,,Throw-in,1,From Throw In,Gerardo Daniel Arteaga Zamora,27896.0,Left Back,13,Mexico,794,['67a4d78c-da83-46ee-a8b4-397fcd99ac36'],0,,,,,,,,,,,,,,,,,Mexico,794,00:04:00.301,Pass,
