50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3188cf2d-d836-4c00-b1c3-e3f8b0800ca6,1,,,,3939992,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Costa Rica,795,,0,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 97291, 'name': 'Patrick Gilmar Sequeira Mejías'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 143385, 'name': 'Jeyland Yahir Mitchell Baltodano'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 27163, 'name': 'Juan Pablo Vargas Campos'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 5600, 'name': 'Francisco Javier Calvo Quesada'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 193965, 'name': 'Gerald Taylor'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 13367, 'name': 'Joseph Martín Mora Cortéz'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 8}, {'player': {'id': 132516, 'name': 'Orlando Moisés Galo Calderón'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 130193, 'name': 'Jefferson Brenes Rojas'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 154895, 'name': 'Warren Steven Madrigal Molina'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 132257, 'name': 'Josimar Alcócer'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 5581, 'name': 'Joel Nathaniel Campbell Samuels'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Costa Rica,795,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2529c69b-4a23-429f-ba4d-a15428b3d6df,2,,,,3939992,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Costa Rica,795,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 62016, 'name': 'Rodrigo Mario Morínigo Acosta'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 28943, 'name': 'Víctor Gustavo Velázquez Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 10290, 'name': 'Fabián Cornelio Balbuena González'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 29009, 'name': 'Omar Federico Alderete Fernández'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 195989, 'name': 'Néstor Rafael Giménez Florentín'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 87449, 'name': 'Damián Josué Bobadilla Benítez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 87429, 'name': 'Mathías Adalberto Villasanti Rolón'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 12603, 'name': 'Miguel Ángel Almirón Rejala'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 47112, 'name': 'Julio César Enciso Espínola'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 87603, 'name': 'Ramón Sosa Acosta'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 26306, 'name': 'Adam Fernando Bareiro Gamarra'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Paraguay,3567,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8276f744-bac5-4ec2-9fa2-805fdc260728,3,,,,3939992,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Costa Rica,795,['01032e38-ea99-4d94-94e5-29299b76da0d'],0,,,,,,,,,,,,,,,,Paraguay,3567,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,01032e38-ea99-4d94-94e5-29299b76da0d,4,,,,3939992,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Costa Rica,795,['8276f744-bac5-4ec2-9fa2-805fdc260728'],0,,,,,,,,,,,,,,,,Costa Rica,795,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e311f168-c8d9-4638-810b-8cc46f4918a3,1473,,,,3939992,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,78,Costa Rica,795,['a4ba0d1d-c663-42e3-82d0-1d7dc74f4673'],0,,,,,,,,,,,,,,,,Costa Rica,795,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a4ba0d1d-c663-42e3-82d0-1d7dc74f4673,1474,,,,3939992,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,78,Costa Rica,795,['e311f168-c8d9-4638-810b-8cc46f4918a3'],0,,,,,,,,,,,,,,,,Paraguay,3567,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,2.422218,,,,,,,,,,,,,4bca56fa-27d4-455d-bdee-242c16bb26f8,5,,,"[60.0, 40.0]",3939992,0,,,,,-2.8041365,,Right Foot,,,,"[25.8, 28.0]",,Ground Pass,,36.24417,,,,Francisco Javier Calvo Quesada,5600.0,,,,Kick Off,1,From Kick Off,Joel Nathaniel Campbell Samuels,5581.0,Center Forward,2,Costa Rica,795,['d3e861ee-45f9-4c89-a16c-f79ea048c4aa'],0,,,,,,,,,,,,,,,,Costa Rica,795,00:00:00.040,Pass,
,,,,,,,,,,,,,,,,,2.968549,,,,,,,,,,,,,2fe13ba7-89a5-4ed5-bf96-71146b4adc26,8,,,"[30.0, 28.0]",3939992,0,,,,,0.722544,,Left Foot,,,,"[83.2, 74.9]",,High Pass,,70.92143,,,,Warren Steven Madrigal Molina,154895.0,,True,,,1,From Kick Off,Francisco Javier Calvo Quesada,5600.0,Left Center Back,2,Costa Rica,795,['8beb44fa-6d08-46ca-8e12-39cc32077e47'],4,,,,,,,,,,,,,,,,Costa Rica,795,00:00:04.305,Pass,
,,,,,,,,,,,,,,,,,1.448605,,,,,,,,,,,,,afbf5173-42ee-4cdf-bfad-b49c941356cd,11,,,"[83.2, 74.9]",3939992,0,,,,True,-0.7853982,,,,,,"[92.8, 65.3]",,High Pass,,13.57645,,,,Josimar Alcócer,132257.0,,,,,1,From Kick Off,Warren Steven Madrigal Molina,154895.0,Right Wing,2,Costa Rica,795,"['0cc4c37a-ab8e-4f38-a153-2a9c77f624ba', 'fc216a32-f4b0-47a3-8898-54185cfe2dd2']",7,,,,,,,,,,,,,,,,Costa Rica,795,00:00:07.274,Pass,True
,,,,,,,,,,,,,,,,,0.720252,,,,,,,,,,,,,e56ab5d1-eda7-4aed-be6a-cd65ea173fb4,15,,,"[91.4, 66.9]",3939992,0,,,,,2.2844226,,Right Foot,,,,"[84.3, 75.1]",,Ground Pass,,10.846659,,,,Warren Steven Madrigal Molina,154895.0,,,,,1,From Kick Off,Josimar Alcócer,132257.0,Left Wing,2,Costa Rica,795,['12ad4c06-91e6-49b4-9672-22daf88b770b'],10,,,,,,,,,,,,,,,,Costa Rica,795,00:00:10.088,Pass,
,,,,,,,,,,,,,,,,,0.402553,,,,,,,,,,,,,9dbd2db4-8e4a-4a99-81a3-b297ca715ff5,19,,,"[85.6, 76.8]",3939992,0,,,,,-0.32175055,,Right Foot,,,,"[87.4, 76.2]",,Ground Pass,,1.8973666,,Incomplete,,,,,,,,1,From Kick Off,Warren Steven Madrigal Molina,154895.0,Right Wing,2,Costa Rica,795,['1cb6cfa5-2f80-44eb-a05f-695b883366e4'],11,,,,,,,,,,,,,,,,Costa Rica,795,00:00:11.898,Pass,
,,,,,,,,,,,,,,,,,1.580843,,,,,,,,,,,,,42d2b557-c566-4684-a4ad-ae0b9542e31b,21,,,"[90.1, 80.0]",3939992,0,,,,,-0.9721145,,,,,,"[106.2, 56.4]",,Low Pass,,28.56869,,,,Warren Steven Madrigal Molina,154895.0,,,,Throw-in,1,From Throw In,Jeyland Yahir Mitchell Baltodano,143385.0,Right Center Back,3,Costa Rica,795,['1a2556a6-afef-42d2-9c7b-0cd78a578326'],37,,,,,,,,,,,,,,,,Costa Rica,795,00:00:37.073,Pass,
,,,,,,,,,,,,,,,,,2.065428,,,,,,,,,,,,,a7e075ea-f249-4cd0-950c-f9ffd9006d42,33,,,"[73.9, 2.2]",3939992,0,,,,,0.8367998,,Left Foot,,,,"[103.4, 34.9]",,High Pass,,44.04021,,Incomplete,,Warren Steven Madrigal Molina,154895.0,,,,,1,From Throw In,Francisco Javier Calvo Quesada,5600.0,Left Center Back,3,Costa Rica,795,"['9c970e28-0963-4f91-8d98-98b3192416a1', 'ca4432c0-7957-4343-909b-bbf2d81d0acd', 'f8385a6f-dffb-421e-9f84-22003fab01ca']",47,,,,,,,,,,,,,,,,Costa Rica,795,00:00:47.523,Pass,True
,,,,,,,,,,,,,,,,,1.049865,,,,,,,,,,,,,c9e70295-0057-47b6-8be6-db37e8312bc0,36,,,"[69.5, 0.1]",3939992,0,,True,,,2.6814294,,,,,,"[58.0, 5.8]",,Low Pass,,12.835108,,,,Jefferson Brenes Rojas,130193.0,,,,Throw-in,1,From Throw In,Francisco Javier Calvo Quesada,5600.0,Left Center Back,4,Costa Rica,795,['7fd8f98c-26e9-4a06-9b2f-f222cab3fc2d'],58,,,,,,,,,,,,,,,,Costa Rica,795,00:00:58.442,Pass,
,,,,,,,,,,,,,,,,,1.679914,,,,,,,,,,,,,ac64d28e-7f0b-4c74-b6c8-00d87fed2587,38,,,"[55.5, 22.9]",3939992,1,,,,,2.5578363,,Right Foot,,,,"[44.6, 30.1]",,Ground Pass,,13.063308,,,,Juan Pablo Vargas Campos,27163.0,,,,,1,From Throw In,Jefferson Brenes Rojas,130193.0,Left Defensive Midfield,4,Costa Rica,795,['29abd582-b4ef-4eaf-b1fb-8a7c020881ed'],3,,,,,,,,,,,,,,,,Costa Rica,795,00:01:03.375,Pass,
,,,,,,,,,,,,,,,,,1.692889,,,,,,,,,,,,,d53c5560-eca3-4bfc-ac55-9aa12cb1c7e5,41,,,"[44.6, 30.1]",3939992,1,,,,,1.5853584,,Left Foot,,,,"[44.3, 50.7]",,Ground Pass,,20.602184,,,,Jeyland Yahir Mitchell Baltodano,143385.0,,,,,1,From Throw In,Juan Pablo Vargas Campos,27163.0,Center Back,4,Costa Rica,795,['d9ae9684-23fd-4e8a-89b9-00b099d0fdd5'],5,,,,,,,,,,,,,,,,Costa Rica,795,00:01:05.940,Pass,
,,,,,,,,,,,,,,,,,1.221515,,,,,,,,,,,,,918f3832-daa3-46da-bc60-153a217cb85b,43,,,"[44.1, 51.4]",3939992,1,,,,,-2.053832,,Right Foot,,,,"[36.6, 37.1]",,Ground Pass,,16.147446,,,,Juan Pablo Vargas Campos,27163.0,,,,,1,From Throw In,Jeyland Yahir Mitchell Baltodano,143385.0,Right Center Back,4,Costa Rica,795,['036a1bbd-77b2-4baf-b125-63c1f68d3930'],7,,,,,,,,,,,,,,,,Costa Rica,795,00:01:07.633,Pass,
,,,,,,,,,,,,,,,,,2.087087,,,,,,,,,,,,,d86b6363-134a-4e7e-9813-2f7d2c546fbd,47,,,"[32.0, 28.0]",3939992,1,,,,,-1.0951911,,Left Foot,,,,"[45.7, 1.4]",,High Pass,,29.920729,,,,Joseph Martín Mora Cortéz,13367.0,,,,,1,From Throw In,Juan Pablo Vargas Campos,27163.0,Center Back,4,Costa Rica,795,['d62311bc-7994-435c-ada7-112e3486a376'],10,,,,,,,,,,,,,,,,Costa Rica,795,00:01:10.377,Pass,
,,,,,,,,,,,,,,,,,1.68313,,,,,,,,,,,,,1e19f3d6-8ef7-47f0-be78-411bc3d4e3a8,56,,,"[51.6, 78.6]",3939992,1,,,,,-2.6387494,,Left Foot,,,,"[41.6, 73.1]",,Ground Pass,,11.412712,,,,Fabián Cornelio Balbuena González,10290.0,,,,Recovery,1,From Throw In,Víctor Gustavo Velázquez Ramos,28943.0,Right Back,4,Costa Rica,795,['ea3cbd8e-330e-4185-b3d6-b0166cdcc8c3'],16,,,,,,,,,,,,,,,,Paraguay,3567,00:01:16.776,Pass,
,,,,,,,,,,,,,,,,,1.16261,,,,,,,,,,,,,789cc937-849c-4cab-8be2-dff211f5009a,60,,,"[43.8, 76.4]",3939992,1,,,,,0.15728046,,Right Foot,,,,"[66.5, 80.0]",,Ground Pass,,22.98369,,Out,,,,,,,,1,From Throw In,Fabián Cornelio Balbuena González,10290.0,Right Center Back,4,Costa Rica,795,,19,,,,,,,,,,,,,,,,Paraguay,3567,00:01:19.020,Pass,
,,,,,,,,,,,,,,,,,0.646259,,,,,,,,,,,,,8ae4b981-2c86-474a-bc62-a3f8629412aa,61,,,"[47.6, 0.1]",3939992,1,,,,,1.7681919,,,,,,"[46.5, 5.6]",,Low Pass,,5.6089215,,,,Jefferson Brenes Rojas,130193.0,,,,Throw-in,1,From Throw In,Francisco Javier Calvo Quesada,5600.0,Left Center Back,5,Costa Rica,795,['c2e13199-2ec3-459b-909c-4480a6eeceb7'],34,,,,,,,,,,,,,,,,Costa Rica,795,00:01:34.983,Pass,
,,,,,,,,,,,,,,,,,0.735232,,,,,,,,,,,,,f8d30a28-0ab0-414a-859c-a31e1cf51981,63,,,"[46.5, 5.6]",3939992,1,,,,,-1.5707964,,Right Foot,,,,"[46.5, 1.4]",,Ground Pass,,4.2,,,,Francisco Javier Calvo Quesada,5600.0,,,,,1,From Throw In,Jefferson Brenes Rojas,130193.0,Left Defensive Midfield,5,Costa Rica,795,['8bbc498f-8919-4849-a920-ad1cc3558bd2'],35,,,,,,,,,,,,,,,,Costa Rica,795,00:01:35.629,Pass,
,,,,,,,,,,,,,,,,,1.75192,,,,,,,,,,,,,a3428017-c329-4f99-9d10-fcca4e0cf90d,66,,,"[46.5, 1.4]",3939992,1,,,,,-3.1317408,,Left Foot,,,,"[26.2, 1.2]",,Ground Pass,,20.300985,,,,Juan Pablo Vargas Campos,27163.0,,,,,1,From Throw In,Francisco Javier Calvo Quesada,5600.0,Left Center Back,5,Costa Rica,795,['75848f37-d55e-426e-9404-a1b9daa187a7'],36,,,,,,,,,,,,,,,,Costa Rica,795,00:01:36.461,Pass,
,,,,,,,,,,,,,,,,,2.720896,,,,,,,,,,,,,9a677454-7a19-496c-95b2-935ea4fe3e0e,69,,,"[25.0, 2.0]",3939992,1,,,,,1.7452263,,Left Foot,,,,"[16.7, 49.1]",,Ground Pass,,47.825726,,,,Jeyland Yahir Mitchell Baltodano,143385.0,,True,,,1,From Throw In,Juan Pablo Vargas Campos,27163.0,Center Back,5,Costa Rica,795,['006d8d1b-27a0-4329-bd0f-23f1193c194d'],39,,,,,,,,,,,,,,,,Costa Rica,795,00:01:39.508,Pass,
,,,,,,,,,,,,,,,,,1.583316,,,,,,,,,,,,,e308cdd5-28b5-41ba-a880-4f738feeff64,72,,,"[19.8, 56.6]",3939992,1,,,,,1.1505996,,Right Foot,,,,"[28.2, 75.4]",,Ground Pass,,20.59126,,,,Gerald Taylor,193965.0,,,,,1,From Throw In,Jeyland Yahir Mitchell Baltodano,143385.0,Right Center Back,5,Costa Rica,795,['4b89b913-f7b1-40a4-a9eb-9e281e8c2083'],44,,,,,,,,,,,,,,,,Costa Rica,795,00:01:44.226,Pass,
,,,,,,,,,,,,,,,,,0.939278,,,,,,,,,,,,,812abcf2-dc24-45e4-a828-e1c8aa3aaa1c,75,,,"[27.8, 74.0]",3939992,1,,,,,-2.3426206,,Right Foot,,,,"[16.9, 62.8]",,Ground Pass,,15.6285,,,,Jeyland Yahir Mitchell Baltodano,143385.0,,,,,1,From Throw In,Gerald Taylor,193965.0,Right Wing Back,5,Costa Rica,795,['726b6cd8-a568-4879-914f-6a84c0504629'],46,,,,,,,,,,,,,,,,Costa Rica,795,00:01:46.750,Pass,
,,,,,,,,,,,,,,,,,2.119039,,,,,,,,,,,,,e6faf613-80a0-4ee5-8237-52048b6584fa,78,,,"[21.6, 60.8]",3939992,1,,,,,-0.20932342,,Right Foot,,,,"[60.2, 52.6]",,Ground Pass,,39.461372,,,,Warren Steven Madrigal Molina,154895.0,,,,,1,From Throw In,Jeyland Yahir Mitchell Baltodano,143385.0,Right Center Back,5,Costa Rica,795,['079c3b77-dfa0-48e4-94f9-4bfdeb8b3bb8'],49,,,,,,,,,,,,,,,,Costa Rica,795,00:01:49.244,Pass,
,,,,,,,,,,,,,,,,,1.302665,,,,,,,,,,,,,232068a2-80e0-44ea-81e5-31ad9af68dca,83,,,"[58.3, 50.8]",3939992,1,,,,,-2.7675483,,Right Foot,,,,"[47.6, 46.6]",,Ground Pass,,11.4947815,,,,Jefferson Brenes Rojas,130193.0,,,,,1,From Throw In,Warren Steven Madrigal Molina,154895.0,Right Wing,5,Costa Rica,795,['5132e758-26bf-4328-8b97-992a38eb1e6e'],52,,,,,,,,,,,,,,,,Costa Rica,795,00:01:52.438,Pass,
,,,,,,,,,,,,,,,,,7.431741,,,,,,,,,,,,,a3fd3e5a-2a6e-4acd-822b-3893517a5a70,86,,,"[50.3, 47.7]",3939992,1,,,,,0.16064082,,Right Foot,,,,"[115.1, 58.2]",,High Pass,,65.64518,,Incomplete,,Josimar Alcócer,132257.0,,,,,1,From Throw In,Jefferson Brenes Rojas,130193.0,Left Defensive Midfield,5,Costa Rica,795,"['091c6892-be8f-4ccc-a9ae-d9655af9cfc3', '4ee7f31b-afbe-4193-bf55-53bda75f4df3']",54,,,,,,,,,,,,,,,,Costa Rica,795,00:01:54.280,Pass,
,,,,,,,,,,,,,,,,,1.76333,,,,,,,,,,,,,6062316c-a048-4a3a-a37e-6d70769fcd91,90,,,"[120.0, 80.0]",3939992,2,,,,,-1.7974421,,Right Foot,,,,"[109.0, 32.3]",,High Pass,,48.951916,,,True,Juan Pablo Vargas Campos,27163.0,,True,Outswinging,Corner,1,From Corner,Jefferson Brenes Rojas,130193.0,Left Defensive Midfield,6,Costa Rica,795,['4d109ba6-7d55-4333-a0e7-78f8cb2d8c36'],34,,,,,,,,,,,,,,,,Costa Rica,795,00:02:34.302,Pass,
,,,,,,,,,,,,,,,,,1.961288,,,,,,,,,,,,,2b1f7875-891c-465d-8bbd-2b9bcb862738,92,,,"[111.5, 30.1]",3939992,2,,,,,-3.0744667,,Head,,,,"[99.6, 29.3]",,High Pass,,11.926861,,Incomplete,,,,,,,,1,From Corner,Juan Pablo Vargas Campos,27163.0,Center Back,6,Costa Rica,795,['5c14d8d9-fd5d-4507-b493-18fdbd7dddc0'],36,,,,,,,,,,,,,,,,Costa Rica,795,00:02:36.109,Pass,
,,,,,,,,,,,,,,,,,2.10541,,,,,,,,,,,,,e6ea31cc-f404-4e6a-abce-fcc56a2fb56e,95,,,"[98.8, 29.3]",3939992,2,,,,,0.39345065,,Left Foot,,,,"[104.1, 31.5]",,High Pass,,5.7384667,,Incomplete,,Francisco Javier Calvo Quesada,5600.0,,,,Recovery,1,From Corner,Joseph Martín Mora Cortéz,13367.0,Left Wing Back,6,Costa Rica,795,"['bfc6aa95-5524-42fa-a083-77674a099970', 'f8a399ba-d3c1-4b34-86bb-6f6551d7d433']",39,,,,,,,,,,,,,,,,Costa Rica,795,00:02:39.329,Pass,
,,,,,,,,,,,,,,,,,1.69994,,,,,,,,,,,,,5d6e30f9-e15c-4f28-945e-56ec3882ead4,102,,,"[84.8, 5.0]",3939992,2,,,,,0.38862526,,Right Foot,,,,"[97.5, 10.2]",,Ground Pass,,13.723338,,,,Joseph Martín Mora Cortéz,13367.0,,,,,1,From Corner,Orlando Moisés Galo Calderón,132516.0,Right Defensive Midfield,6,Costa Rica,795,['b43ff988-6f2c-4b56-9382-23c2d3c871a1'],45,,,,,,,,,,,,,,,,Costa Rica,795,00:02:45.190,Pass,
,,,,,,,,,,,,,,,,,1.26376,,,,,,,,,,,,,a8e42523-2184-48a6-afbe-cae0d119a711,105,,,"[99.1, 14.9]",3939992,2,,,,,1.093131,6df4f7f9-aae8-4bf7-aa2c-154704c50e30,Left Foot,True,,,"[112.3, 40.4]",True,High Pass,,28.713934,,,,Francisco Javier Calvo Quesada,5600.0,,,,,1,From Corner,Joseph Martín Mora Cortéz,13367.0,Left Wing Back,6,Costa Rica,795,['2a3019de-4944-4bf9-abc3-2097b0894c3d'],47,,,,,,,,,,,,,,,,Costa Rica,795,00:02:47.859,Pass,
,,,,,,,,,,,,,,,,,1.896146,,,,,,,,,,,,,6be22d8f-799a-4aa7-b993-7e4eca97b540,109,,,"[61.0, 40.1]",3939992,4,,,,,2.6694708,,Right Foot,,,,"[37.5, 52.1]",,Ground Pass,,26.386549,,,,Fabián Cornelio Balbuena González,10290.0,,,,Kick Off,1,From Kick Off,Julio César Enciso Espínola,47112.0,Center Attacking Midfield,7,Paraguay,3567,['46be57d0-14e1-4563-b105-c82f02947b8b'],4,,,,,,,,,,,,,,,,Paraguay,3567,00:04:04.111,Pass,
,,,,,,,,,,,,,,,,,4.457868,,,,,,,,,,,,,137aaa91-b0d3-4fb2-9be7-db2f5b418893,112,,,"[45.1, 53.0]",3939992,4,,,,,-0.45668095,,Right Foot,,,,"[120.0, 16.2]",,High Pass,,83.45208,,Out,,,,,,,,1,From Kick Off,Fabián Cornelio Balbuena González,10290.0,Right Center Back,7,Paraguay,3567,,8,,,,,,,,,,,,,,,,Paraguay,3567,00:04:08.718,Pass,
,,,,,,,,,,,,,,,,,2.147602,,,,,,,,,,,,,27e4cac9-607d-4a91-ba61-92b2e5614a50,113,,,"[6.0, 39.5]",3939992,4,,,,,-1.4078698,,Right Foot,,,,"[9.6, 17.6]",,Ground Pass,,22.193918,,,,Francisco Javier Calvo Quesada,5600.0,,,,Goal Kick,1,From Goal Kick,Patrick Gilmar Sequeira Mejías,97291.0,Goalkeeper,8,Costa Rica,795,['38123012-9dd7-4bd9-8a86-caf1eebd2290'],46,,,,,,,,,,,,,,,,Costa Rica,795,00:04:46.660,Pass,
,,,,,,,,,,,,,,,,,1.320433,,,,,,,,,,,,,f1d1b712-d107-474f-a502-8faf312a9bf9,116,,,"[17.5, 8.0]",3939992,4,,,,,1.1199275,,Left Foot,,,,"[23.6, 20.6]",,Ground Pass,,13.998928,,,,Jefferson Brenes Rojas,130193.0,,,,,1,From Goal Kick,Francisco Javier Calvo Quesada,5600.0,Left Center Back,8,Costa Rica,795,['aadfc820-14d4-49be-99aa-20e18d0715f9'],50,,,,,,,,,,,,,,,,Costa Rica,795,00:04:50.408,Pass,
,,,,,,,,,,,,,,,,,0.90345,,,,,,,,,,,,,f0c47d9c-5a18-43f2-9019-223f26e92aa9,120,,,"[21.3, 18.5]",3939992,4,,,,,-1.6016507,,Left Foot,,,,"[20.8, 2.3]",,Ground Pass,,16.207714,,,,Francisco Javier Calvo Quesada,5600.0,,,,,1,From Goal Kick,Jefferson Brenes Rojas,130193.0,Left Defensive Midfield,8,Costa Rica,795,['12ebac75-1500-4f6d-beba-f80e0e983d34'],53,,,,,,,,,,,,,,,,Costa Rica,795,00:04:53.318,Pass,
,,,,,,,,,,,,,,,,,0.601239,,,,,,,,,,,,,eacbd642-9acd-4f67-962a-3fb77b3f2e35,124,,,"[20.8, 2.3]",3939992,4,,,,,-0.058755822,,Left Foot,,,,"[29.3, 1.8]",,High Pass,,8.514693,,Incomplete,,,,,,,,1,From Goal Kick,Francisco Javier Calvo Quesada,5600.0,Left Center Back,8,Costa Rica,795,['6cc0c324-532e-4e38-a71d-5699d4117960'],55,,,,,,,,,,,,,,,,Costa Rica,795,00:04:55.247,Pass,
,,,,,,,,,,,,,,,,,0.999682,,,,,,,,,,,,,6cc0c324-532e-4e38-a71d-5699d4117960,125,,,"[90.8, 78.3]",3939992,4,,,,,-1.0303768,,Head,,,,"[92.9, 74.8]",,High Pass,,4.0816665,,Incomplete,,,,,,,Recovery,1,From Goal Kick,Miguel Ángel Almirón Rejala,12603.0,Right Wing,8,Costa Rica,795,"['0811be98-e5e8-4ba0-9b95-5646b69105db', 'eacbd642-9acd-4f67-962a-3fb77b3f2e35']",55,,,,,,,,,,,,,,,,Paraguay,3567,00:04:55.849,Pass,
,,,,,,,,,,,,,,,,,3.184697,,,,,,,,,,,,,0811be98-e5e8-4ba0-9b95-5646b69105db,126,,,"[27.2, 5.3]",3939992,4,,,,,-0.16158816,,Left Foot,,,,"[59.1, 0.1]",,Ground Pass,,32.321045,,Out,,,,,,,Recovery,1,From Goal Kick,Jefferson Brenes Rojas,130193.0,Left Defensive Midfield,8,Costa Rica,795,['6cc0c324-532e-4e38-a71d-5699d4117960'],56,,,,,,,,,,,,,,,,Costa Rica,795,00:04:56.848,Pass,
,,,,,,,,,,,,,,,,,1.595633,,,,,,,,,,,,,b8146f88-9337-4302-a0c1-6f663243c2c3,127,,,"[63.6, 80.0]",3939992,5,,True,,,-3.0424423,,,,,,"[44.5, 78.1]",,Low Pass,,19.19427,,,,Fabián Cornelio Balbuena González,10290.0,,,,Throw-in,1,From Throw In,Víctor Gustavo Velázquez Ramos,28943.0,Right Back,9,Paraguay,3567,['c44f456f-512b-4a5b-ac50-95dd1f1f1aa0'],3,,,,,,,,,,,,,,,,Paraguay,3567,00:05:03.947,Pass,
,,,,,,,,,,,,,,,,,1.25946,,,,,,,,,,,,,83e314c7-fb1f-46ec-a306-4fe6ebe67947,129,,,"[44.6, 78.1]",3939992,5,,,,,-1.844594,,Right Foot,,,,"[38.0, 54.6]",,Ground Pass,,24.40922,,,,Omar Federico Alderete Fernández,29009.0,,,,,1,From Throw In,Fabián Cornelio Balbuena González,10290.0,Right Center Back,9,Paraguay,3567,['d97fd099-07ec-43d8-8c4e-d4926c868304'],6,,,,,,,,,,,,,,,,Paraguay,3567,00:05:06.588,Pass,
