50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_penalty_saved_to_post,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,10a8a719-f162-4403-888a-e0076854724b,1,,,,3942229,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Venezuela,3563,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 32012, 'name': 'Rafael Enrique Romo Pérez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 113450, 'name': 'Jon Mikel Aramburu Mejías'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 49587, 'name': 'Nahuel Adolfo Ferraresi Hernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 10337, 'name': 'Yordan Hernando Osorio Paredes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 36520, 'name': 'Miguel Ángel Navarro Zárate'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 13493, 'name': 'Cristian Sleiker Cásseres Yepes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 35785, 'name': 'Eduard Alexander Bello Gil'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 25}, {'player': {'id': 36917, 'name': 'José Andrés Martínez Torres'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 13}, {'player': {'id': 16249, 'name': 'Yangel Clemente Herrera Ravelo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 25115, 'name': 'Yeferson Julio Soteldo Martínez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Venezuela,3563,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7b695fd7-1b7c-4792-bd89-789b5b911eac,2,,,,3942229,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Venezuela,3563,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 23758, 'name': 'Maxime Crépeau'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 44703, 'name': 'Alistair Johnston'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 383250, 'name': 'Moise Bombito'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 23760, 'name': 'Derek Cornelius'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 12365, 'name': 'Alphonso Davies'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 12770, 'name': 'Jonathan Osorio'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 11187, 'name': 'Stephen Antunes Eustáquio'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 16120, 'name': 'Richie Laryea'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 23640, 'name': 'Jonathan David'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 26152, 'name': 'Jacob Shaffelburg'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 16459, 'name': 'Cyle Larin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Canada,1833,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,778c3b95-31c3-42d3-bf5f-5ec8e1c5452e,3,,,,3942229,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Venezuela,3563,['b6d529c2-624c-486f-b40e-b37bca59dbd4'],0,,,,,,,,,,,,,,,,,,Venezuela,3563,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b6d529c2-624c-486f-b40e-b37bca59dbd4,4,,,,3942229,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Venezuela,3563,['778c3b95-31c3-42d3-bf5f-5ec8e1c5452e'],0,,,,,,,,,,,,,,,,,,Canada,1833,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4df5f2d0-2102-45b1-95c2-2bc012c73ee2,1638,,,,3942229,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,96,Venezuela,3563,['7caba592-9263-4b8d-a9c5-fe12f5e7d725'],0,,,,,,,,,,,,,,,,,,Canada,1833,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7caba592-9263-4b8d-a9c5-fe12f5e7d725,1639,,,,3942229,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,96,Venezuela,3563,['4df5f2d0-2102-45b1-95c2-2bc012c73ee2'],0,,,,,,,,,,,,,,,,,,Venezuela,3563,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,bec95759-679a-40f5-aef2-733400a61d92,3092,,,,3942229,120,,,,,,,,,,,,,,,,,,,,,,,,,5,From Free Kick,,,,194,Canada,1833,['26910894-5f2e-4cc2-b91f-26147bca4b5c'],0,,,,,,,,,,,,,,,,,,Canada,1833,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,26910894-5f2e-4cc2-b91f-26147bca4b5c,3093,,,,3942229,120,,,,,,,,,,,,,,,,,,,,,,,,,5,From Free Kick,,,,194,Canada,1833,['bec95759-679a-40f5-aef2-733400a61d92'],0,,,,,,,,,,,,,,,,,,Venezuela,3563,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,,0.636715,,,,,,,,,,,,90a894ba-0e43-4027-8027-b1c6a3fcff31,5,,,"[60.0, 40.0]",3942229,0,,,,0.8567056,,Right Foot,,,"[61.3, 41.5]",,Ground Pass,,1.9849433,,,,Jonathan David,23640.0,,,,,,Kick Off,1,From Kick Off,Cyle Larin,16459.0,Center Forward,2,Canada,1833,['4eb9b029-7bff-47fc-b3e5-261f750a0faf'],1,,,,,,,,,,,,,,,,,,Canada,1833,00:00:01.525,Pass,
,,,,,,,,,,,,,,,,,,,,,1.070335,,,,,,,,,,,,d5f0baab-7ded-4a48-bf19-7f6ba32997e4,8,,,"[61.6, 41.5]",3942229,0,,,,-1.0815133,,Right Foot,,,"[69.8, 26.1]",,Ground Pass,,17.447063,,,,Jacob Shaffelburg,26152.0,,,,,,,1,From Kick Off,Jonathan David,23640.0,Center Attacking Midfield,2,Canada,1833,['fd4a1ed5-584c-4d9f-8266-a77ebf838a5c'],2,,,,,,,,,,,,,,,,,,Canada,1833,00:00:02.634,Pass,
,,,,,,,,,,,,,,,,,,,,,2.185743,,,,,,,,,,,,6ec5dfa5-1cdf-4f7d-8c08-bdbaad6376c0,15,,,"[31.9, 80.0]",3942229,0,,,,-2.8978593,,,,,"[13.0, 75.3]",,Low Pass,,19.475626,,,,Nahuel Adolfo Ferraresi Hernández,49587.0,,,,,,Throw-in,1,From Throw In,Jon Mikel Aramburu Mejías,113450.0,Right Back,3,Venezuela,3563,['750a2233-f557-4048-bf3e-4d561f4f253c'],13,,,,,,,,,,,,,,,,,,Venezuela,3563,00:00:13.332,Pass,
,,,,,,,,,,,,,,,,,,,,,1.780192,,,,,,,,,,,,cd51c964-e530-4db0-88b0-a42a7747c6a4,18,,,"[10.4, 74.8]",3942229,0,,,,-1.8534747,,Right Foot,,,"[3.4, 50.7]",,Ground Pass,,25.096016,,,,Rafael Enrique Romo Pérez,32012.0,,,,,,,1,From Throw In,Nahuel Adolfo Ferraresi Hernández,49587.0,Right Center Back,3,Venezuela,3563,['bc4b406b-893f-455c-8fdd-b1c76be63d60'],15,,,,,,,,,,,,,,,,,,Venezuela,3563,00:00:15.846,Pass,
,,,,,,,,,,,,,,,,,,,,,2.155663,,,,,,,,,,,,6ecf097e-f925-44e6-9114-48ab390068e8,21,,,"[6.8, 45.9]",3942229,0,,,,-1.1945022,,Right Foot,,,"[14.9, 25.4]",,Ground Pass,,22.042233,,,,Yordan Hernando Osorio Paredes,10337.0,,,,,,,1,From Throw In,Rafael Enrique Romo Pérez,32012.0,Goalkeeper,3,Venezuela,3563,['9572a07e-06f7-4c70-8fac-f506906b2078'],19,,,,,,,,,,,,,,,,,,Venezuela,3563,00:00:19.685,Pass,
,,,,,,,,,,,,,,,,,,,,,2.373342,,,,,,,,,,,,a799ab4d-d105-4d12-8e15-938503ce7bf6,24,,,"[17.0, 25.4]",3942229,0,,,,1.6548086,,Left Foot,,,"[15.4, 44.4]",,Ground Pass,,19.06725,,,,Rafael Enrique Romo Pérez,32012.0,,,,,,,1,From Throw In,Yordan Hernando Osorio Paredes,10337.0,Left Center Back,3,Venezuela,3563,['9890a758-cb57-4565-96b0-d67331ad7272'],25,,,,,,,,,,,,,,,,,,Venezuela,3563,00:00:25.393,Pass,
,,,,,,,,,,,,,,,,,,,,,1.822961,,,,,,,,,,,,cb724c59-524b-42c1-b36c-fa1cc59b1b91,27,,,"[18.8, 43.8]",3942229,0,,,,-1.2352942,,Right Foot,,,"[24.1, 28.6]",,Ground Pass,,16.097515,,,,Yordan Hernando Osorio Paredes,10337.0,,,,,,,1,From Throw In,Rafael Enrique Romo Pérez,32012.0,Goalkeeper,3,Venezuela,3563,['2db89517-5711-41ba-9cd1-268c12367ce5'],29,,,,,,,,,,,,,,,,,,Venezuela,3563,00:00:29.739,Pass,
,,,,,,,,,,,,,,,,,,,,,2.000443,,,,,,,,,,,,f65092d2-da69-41fa-9a3e-6eb0025cddbb,30,,,"[31.4, 24.4]",3942229,0,,,,-1.2013252,,Right Foot,,,"[39.3, 4.0]",,Ground Pass,,21.876244,,,,Miguel Ángel Navarro Zárate,36520.0,,,,,,,1,From Throw In,Yordan Hernando Osorio Paredes,10337.0,Left Center Back,3,Venezuela,3563,['5d7cbf8e-c188-4be5-bfd1-58743b2655c1'],32,,,,,,,,,,,,,,,,,,Venezuela,3563,00:00:32.167,Pass,
,,,,,,,,,,,,,,,,,,,,,1.818537,,,,,,,,,,,,58fe4a17-a1e6-44c6-9746-e4f3d37ac24e,33,,,"[43.2, 3.4]",3942229,0,,,,0.18722956,,Left Foot,,,"[84.9, 11.3]",,High Pass,,42.441723,,Incomplete,,Yangel Clemente Herrera Ravelo,16249.0,,,,,,,1,From Throw In,Miguel Ángel Navarro Zárate,36520.0,Left Back,3,Venezuela,3563,"['0a5a7939-866d-4e3f-8cf8-957c48655a3f', 'e901d641-0b2f-46de-b081-876879e69f10']",34,,,,,,,,,,,,,,,,,,Venezuela,3563,00:00:34.914,Pass,
,,,,,,,,,,,,,,,,,,,,,1.811028,,,,,,,,,,,,360eb6e9-f7c4-435c-8b86-b8096430282d,37,,,"[65.8, 0.1]",3942229,0,True,,,2.89552,,,,,"[44.3, 5.5]",,Low Pass,,22.167768,,,,Yordan Hernando Osorio Paredes,10337.0,,,,,,Throw-in,1,From Throw In,Miguel Ángel Navarro Zárate,36520.0,Left Back,4,Venezuela,3563,['87af3682-1f7a-4182-aafa-02ccbbc09329'],45,,,,,,,,,,,,,,,,,,Venezuela,3563,00:00:45.964,Pass,
,,,,,,,,,,,,,,,,,,,,,2.197071,,,,,,,,,,,,f8e49988-64fe-45e3-a0f9-bcf4242db857,39,,,"[36.4, 12.3]",3942229,0,,,,2.3873594,,Right Foot,,,"[14.9, 32.5]",,Ground Pass,,29.500677,,,,Rafael Enrique Romo Pérez,32012.0,,,,,,,1,From Throw In,Yordan Hernando Osorio Paredes,10337.0,Left Center Back,4,Venezuela,3563,['06b5ec65-9090-49dc-b65e-cbbaaf3652ca'],49,,,,,,,,,,,,,,,,,,Venezuela,3563,00:00:49.186,Pass,
,,,,,,,,,,,,,,,,,,,,,1.826321,,,,,,,,,,,,aaf9589e-ce02-4b78-ba94-4bea19764020,42,,,"[15.4, 35.7]",3942229,0,,,,1.2629162,,Right Foot,,,"[23.0, 59.6]",,Ground Pass,,25.079275,,,,Nahuel Adolfo Ferraresi Hernández,49587.0,,,,,,,1,From Throw In,Rafael Enrique Romo Pérez,32012.0,Goalkeeper,4,Venezuela,3563,['655d43d4-8bf6-4ce4-bc58-2d8fb43dba20'],54,,,,,,,,,,,,,,,,,,Venezuela,3563,00:00:54.790,Pass,
,,,,,,,,,,,,,,,,,,,,,2.61559,,,,,,,,,,,,de70c609-0bab-4a31-99d2-6aeb0917d897,45,,,"[25.1, 58.8]",3942229,0,,,,-1.752515,,Right Foot,,,"[19.9, 30.5]",,Ground Pass,,28.773773,,,,Yordan Hernando Osorio Paredes,10337.0,,,,,,,1,From Throw In,Nahuel Adolfo Ferraresi Hernández,49587.0,Right Center Back,4,Venezuela,3563,['03cac2e3-6da9-4039-ba00-3581561bec25'],57,,,,,,,,,,,,,,,,,,Venezuela,3563,00:00:57.597,Pass,
,,,,,,,,,,,,,,,,,,,,,1.999998,,,,,,,,,,,,63e770b6-3d6e-4879-9ea7-77c611f7bf38,48,,,"[19.9, 30.5]",3942229,1,,,,1.2577983,,Right Foot,,,"[28.8, 58.0]",,Ground Pass,,28.904325,,,,Nahuel Adolfo Ferraresi Hernández,49587.0,,,,,,,1,From Throw In,Yordan Hernando Osorio Paredes,10337.0,Left Center Back,4,Venezuela,3563,['8cc863f6-b76c-46af-91be-6209188e5b9e'],0,,,,,,,,,,,,,,,,,,Venezuela,3563,00:01:00.725,Pass,
,,,,,,,,,,,,,,,,,,,,,1.79648,,,,,,,,,,,,90cb92d6-b91c-48c6-b052-66fac686b26e,51,,,"[37.2, 68.7]",3942229,1,,,,-0.063023224,,Right Foot,,,"[78.4, 66.1]",,High Pass,,41.281956,,Incomplete,,Eduard Alexander Bello Gil,35785.0,,,,,,,1,From Throw In,Nahuel Adolfo Ferraresi Hernández,49587.0,Right Center Back,4,Venezuela,3563,"['221c3bb2-bb5e-4e0d-9dd6-0446eea2739b', '60c4cb55-38b8-464b-a0af-2e86e165fbb6']",4,,,,,,,,,,,,,,,,,,Venezuela,3563,00:01:04.601,Pass,
,,,,,,,,,,,,,,,,,,,,,1.074986,,,,,,,,,,,,221c3bb2-bb5e-4e0d-9dd6-0446eea2739b,53,,,"[41.7, 14.0]",3942229,1,,,,-0.52391934,,Head,,,"[50.7, 8.8]",,Low Pass,,10.394229,,,,Jacob Shaffelburg,26152.0,,,,,,Recovery,1,Regular Play,Alphonso Davies,12365.0,Left Back,5,Canada,1833,"['02af15c8-8a24-499f-a230-f1fc7d046483', '90cb92d6-b91c-48c6-b052-66fac686b26e']",6,,,,,,,,,,,,,,,,,,Canada,1833,00:01:06.398,Pass,
,,,,,,,,,,,,,,,,,,,,,1.328747,,,,,,,,,,,,88763b12-ded4-4fc8-bd92-67f269169ed0,56,,,"[50.9, 8.7]",3942229,1,,,,0.09275632,,Left Foot,,,"[59.5, 9.5]",,Low Pass,,8.637129,,,,Cyle Larin,16459.0,,,,,,,1,Regular Play,Jacob Shaffelburg,26152.0,Left Wing,5,Canada,1833,"['4b1f0f00-d065-4ea1-a336-749de30b6cac', '4c5b0214-1bcf-4056-87bf-d3318be1e588']",7,,,,,,,,,,,,,,,,,,Canada,1833,00:01:07.473,Pass,True
,,,,,,,,,,,,,,,,,,,,,0.735365,,,,,,,,,,,,6bedb427-9721-4632-b4bf-61c8af205a29,59,,,"[59.3, 9.6]",3942229,1,,,,2.2807078,,Right Foot,,,"[48.3, 22.4]",,Ground Pass,,16.877203,,Incomplete,,Jonathan Osorio,12770.0,,,,,,,1,Regular Play,Cyle Larin,16459.0,Center Forward,5,Canada,1833,"['13508047-cdd3-408f-9dd7-a7959e8940e9', '60441473-4a0e-4d1d-accb-94520be25b83', '9a3ad6ff-1e89-4c00-906e-df04797b47a3']",8,,,,,,,,,,,,,,,,,,Canada,1833,00:01:08.801,Pass,True
,,,,,,,,,,,,,,,,,,,,,1.735571,,,,,,,,,,,,eaf076a6-e947-4382-9670-04d4b5081ff0,65,,,"[39.3, 3.0]",3942229,1,,,,2.367103,,Left Foot,,,"[25.4, 16.6]",,Ground Pass,,19.446594,,,,Derek Cornelius,23760.0,,,,,,,1,Regular Play,Alphonso Davies,12365.0,Left Back,5,Canada,1833,['7bbd39e2-625f-4150-a7eb-09c6f5ac4d34'],13,,,,,,,,,,,,,,,,,,Canada,1833,00:01:13.205,Pass,
,,,,,,,,,,,,,,,,,,,,,4.56402,,,,,,,,,,,,80606bda-1c8e-4c2d-a666-629611e374d6,68,,,"[27.2, 16.9]",3942229,1,,,,0.035744667,,Left Foot,,,"[105.5, 19.7]",,High Pass,,78.350044,,Incomplete,,Jacob Shaffelburg,26152.0,,,,,,,1,Regular Play,Derek Cornelius,23760.0,Left Center Back,5,Canada,1833,"['3ba02185-3a94-4039-80ad-506057bacadf', '781143d7-099b-48ee-b7b3-345a98b51b6d']",21,,,,,,,,,,,,,,,,,,Canada,1833,00:01:21.504,Pass,
,,,,,,,,,,,,,,,,,,,,,0.859213,,,,,,,,,,,,ccc939d0-3956-4c80-875c-a132e67fc5a6,72,,,"[86.3, 0.1]",3942229,1,,,,2.7768579,,,,,"[80.8, 2.2]",,Low Pass,,5.8872743,,,,Stephen Antunes Eustáquio,11187.0,,,,,,Throw-in,1,From Throw In,Alphonso Davies,12365.0,Left Back,6,Canada,1833,['40235ea4-6cb9-46d1-b0b9-78564c917f52'],34,,,,,,,,,,,,,,,,,,Canada,1833,00:01:34.968,Pass,
,,,,,,,,,,,,,,,,,,,,,0.86293,,,,,,,,,,,,b69320a1-ee9b-4afa-bae7-eba24e241baf,75,,,"[80.5, 4.6]",3942229,1,,,,1.9154437,,Right Foot,,,"[77.7, 12.4]",,Ground Pass,,8.28734,,,,Jonathan Osorio,12770.0,,,,,,,1,From Throw In,Stephen Antunes Eustáquio,11187.0,Left Defensive Midfield,6,Canada,1833,['1482186f-b3ef-4e95-a4f0-cb5122174e4b'],37,,,,,,,,,,,,,,,,,,Canada,1833,00:01:37.127,Pass,
,,,,,,,,,,,,,,,,,,,,,0.789381,,,,,,,,,,,,921921a3-4151-42d6-818c-a360745b773c,78,,,"[74.8, 11.4]",3942229,1,,,,-1.6588037,,Right Foot,,,"[73.9, 1.2]",,Ground Pass,,10.239629,,,,Stephen Antunes Eustáquio,11187.0,,,,,,,1,From Throw In,Jonathan Osorio,12770.0,Right Defensive Midfield,6,Canada,1833,['8441bfe7-f93f-413d-b3d6-82bab5ec1ac3'],38,,,,,,,,,,,,,,,,,,Canada,1833,00:01:38.905,Pass,
,,,,,,,,,,,,,,,,,,,,,2.546397,,,,,,,,,,,,d07f82af-0033-42a3-893d-bd17648bd6b2,81,,,"[69.3, 1.4]",3942229,1,,,,1.9396402,,Right Foot,,,"[53.8, 41.5]",,Ground Pass,,42.991394,,,,Moise Bombito,383250.0,,,True,,,,1,From Throw In,Stephen Antunes Eustáquio,11187.0,Left Defensive Midfield,6,Canada,1833,['e666ee0f-c5f7-4638-9edb-1dd1ffca116c'],40,,,,,,,,,,,,,,,,,,Canada,1833,00:01:40.696,Pass,
,,,,,,,,,,,,,,,,,,,,,1.24677,,,,,,,,,,,,ebc2393b-5efc-4b3d-b8ff-579389e7f356,84,,,"[57.2, 47.5]",3942229,1,,,,0.9718851,,Right Foot,,,"[70.1, 66.4]",,Ground Pass,,22.882744,,,,Alistair Johnston,44703.0,,,,,,,1,From Throw In,Moise Bombito,383250.0,Right Center Back,6,Canada,1833,['b176df57-c8ac-464d-85b6-5e3e13cc178e'],44,,,,,,,,,,,,,,,,,,Canada,1833,00:01:44.505,Pass,
,,,,,,,,,,,,,,,,,,,,,1.335825,,,,,,,,,,,,ace446f6-afce-4bdd-b462-77212837ef7a,87,,,"[72.1, 67.3]",3942229,1,,,,-2.4105341,,Right Foot,,,"[59.5, 56.0]",,Ground Pass,,16.924833,,,,Moise Bombito,383250.0,,,,,,,1,From Throw In,Alistair Johnston,44703.0,Right Back,6,Canada,1833,['63ff6b06-d325-4abc-bc56-5b26c74a97ab'],47,,,,,,,,,,,,,,,,,,Canada,1833,00:01:47.262,Pass,
,,,,,,,,,,,,,,,,,,,,,6.210228,,,,,,,,,,,,759ec25d-fb7b-4aa0-9c4e-7c707bb2fb7e,91,,,"[60.0, 55.2]",3942229,1,,,,0.08148583,,Right Foot,,,"[120.0, 60.1]",,High Pass,,60.19975,,Out,,Richie Laryea,16120.0,,,,,,,1,From Throw In,Moise Bombito,383250.0,Right Center Back,6,Canada,1833,"['bf08c636-ffe8-4a60-82e3-c169728e0d94', 'dba2e65b-f324-4a43-bce4-174625800411']",48,,,,,,,,,,,,,,,,,,Canada,1833,00:01:48.817,Pass,True
,,,,,,,,,,,,,,,,,,,,,0.455368,,,,,,,,,,,,0be95cab-fdcf-4280-b8f4-2114dfd19d88,95,,,"[7.0, 42.8]",3942229,2,True,,,1.0414,,Right Foot,,,"[12.5, 52.2]",,Ground Pass,,10.890821,,,,Nahuel Adolfo Ferraresi Hernández,49587.0,,,,,,Goal Kick,1,From Goal Kick,Rafael Enrique Romo Pérez,32012.0,Goalkeeper,7,Venezuela,3563,['95ccbe7f-1aa3-474d-95f6-063e66894d38'],2,,,,,,,,,,,,,,,,,,Venezuela,3563,00:02:02.992,Pass,
,,,,,,,,,,,,,,,,,,,,,1.848564,,,,,,,,,,,,8a3043f3-15b5-48b1-9e37-651ecd2b3c87,97,,,"[12.5, 50.9]",3942229,2,True,,,-0.72097135,,Right Foot,,,"[19.1, 45.1]",,Ground Pass,,8.786353,,,,Cristian Sleiker Cásseres Yepes,13493.0,,,,,,,1,From Goal Kick,Nahuel Adolfo Ferraresi Hernández,49587.0,Right Center Back,7,Venezuela,3563,['684f49fe-97ee-41d9-b995-fccad445742d'],4,,,,,,,,,,,,,,,,,,Venezuela,3563,00:02:04.406,Pass,
,,,,,,,,,,,,,,,,,,,,,1.760737,,,,,,,,,,,,75713fa4-7ab7-4998-9eff-272125c42d93,99,,,"[25.7, 46.0]",3942229,2,,,,1.6459967,,Right Foot,,,"[24.6, 60.6]",,Ground Pass,,14.641379,,,,Nahuel Adolfo Ferraresi Hernández,49587.0,,,,,,,1,From Goal Kick,Cristian Sleiker Cásseres Yepes,13493.0,Center Defensive Midfield,7,Venezuela,3563,['bf865fe5-8f83-4b15-8052-70b1dea379e3'],9,,,,,,,,,,,,,,,,,,Venezuela,3563,00:02:09.479,Pass,
,,,,,,,,,,,,,,,,,,,,,2.255977,,,,,,,,,,,,e96ccac6-04a4-44f0-b9e8-6f3c662c06eb,101,,,"[24.1, 59.9]",3942229,2,,,,-1.9088625,,Right Foot,,,"[15.1, 34.3]",,Ground Pass,,27.135954,,,,Rafael Enrique Romo Pérez,32012.0,,,,,,,1,From Goal Kick,Nahuel Adolfo Ferraresi Hernández,49587.0,Right Center Back,7,Venezuela,3563,['c700ba45-b24c-4dc5-aef7-e1e1c3762d7a'],11,,,,,,,,,,,,,,,,,,Venezuela,3563,00:02:11.239,Pass,
,,,,,,,,,,,,,,,,,,,,,1.884922,,,,,,,,,,,,4180ccb7-df9b-4101-96c5-2683da7eaa88,103,,,"[15.1, 34.4]",3942229,2,,,,-1.1366605,,Right Foot,,,"[20.2, 23.4]",,Ground Pass,,12.124768,,,,Yordan Hernando Osorio Paredes,10337.0,,,,,,,1,From Goal Kick,Rafael Enrique Romo Pérez,32012.0,Goalkeeper,7,Venezuela,3563,['94583d4c-c9e6-4b14-b470-67dd19ea0136'],13,,,,,,,,,,,,,,,,,,Venezuela,3563,00:02:13.495,Pass,
,,,,,,,,,,,,,,,,,,,,,1.375514,,,,,,,,,,,,d71c6340-9e8b-452e-af28-37146a6c39f4,106,,,"[23.6, 22.5]",3942229,2,,,,-0.9391893,,Right Foot,,,"[37.5, 3.5]",,Ground Pass,,23.541666,,,,Miguel Ángel Navarro Zárate,36520.0,,,,,,,1,From Goal Kick,Yordan Hernando Osorio Paredes,10337.0,Left Center Back,7,Venezuela,3563,['1c84b39a-633e-46ad-aea5-f6b98b2c7bf0'],16,,,,,,,,,,,,,,,,,,Venezuela,3563,00:02:16.107,Pass,
,,,,,,,,,,,,,,,,,,,,,2.591695,,,,,,,,,,,,ffa657a0-2fd3-4130-982a-c71abe35827c,109,,,"[36.2, 5.2]",3942229,2,,,,2.3692486,,Left Foot,,,"[16.8, 24.1]",,Ground Pass,,27.084497,,,,Yordan Hernando Osorio Paredes,10337.0,,,,,,,1,From Goal Kick,Miguel Ángel Navarro Zárate,36520.0,Left Back,7,Venezuela,3563,['7154ff04-f9ee-434a-a2f8-056598488cf3'],17,,,,,,,,,,,,,,,,,,Venezuela,3563,00:02:17.826,Pass,
,,,,,,,,,,,,,,,,,,,,,2.193169,,,,,,,,,,,,40cbe406-af02-41b6-aa66-4321a33687a9,112,,,"[16.0, 23.9]",3942229,2,,,,1.7587937,,Right Foot,,,"[12.1, 44.4]",,Ground Pass,,20.867678,,,,Rafael Enrique Romo Pérez,32012.0,,,,,,,1,From Goal Kick,Yordan Hernando Osorio Paredes,10337.0,Left Center Back,7,Venezuela,3563,"['c1061c63-1e58-411e-a787-16f477cbcb74', 'cfdcf284-aad7-4dd8-93dd-78a32917da41']",20,,,,,,,,,,,,,,,,,,Venezuela,3563,00:02:20.417,Pass,True
,,,,,,,,,,,,,,,,,,,,,2.919608,,,,,,,,,,,,1413b132-08c3-414a-b020-8978ad4cf0f9,115,,,"[12.3, 44.3]",3942229,2,,,,0.011160251,,Right Foot,,,"[57.1, 44.8]",,High Pass,,44.80279,,Incomplete,,José Andrés Martínez Torres,36917.0,,,,,,,1,From Goal Kick,Rafael Enrique Romo Pérez,32012.0,Goalkeeper,7,Venezuela,3563,"['601adad2-c5a6-4031-8ab2-71a41733b607', '7aa2aa6f-1891-46bc-b2c1-ac4548ffc74e', '98ccc449-0568-44e1-aa60-bc7b9e818a5b']",22,,,,,,,,,,,,,,,,,,Venezuela,3563,00:02:22.611,Pass,True
