50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.983551,,,,,,,,,,,,,c5f2424d-e729-433a-abd8-c05a9fcc0c06,1461,,,"[55.0, 63.9]",3939982,39,,,,,-1.5984391,,Right Foot,,,,"[54.4, 42.2]",,Ground Pass,,21.708294,,,,Mathías Olivera Miramontes,7104.0,,,,,,,1,From Goal Kick,Ronald Federico Araújo da Silva,32480.0,Right Center Back,66,Uruguay,783,['97e0b64f-3e23-40c2-bb7c-6338aa20814a'],14,,,,,,,,,,,,,,,,,,,Uruguay,783,00:39:14.660,Pass,
,,,,,,,,,,,,,,,,0.990028,,,,,,,,,,,,,1d6adcb4-36c8-48fe-adcb-418f64ac638d,1464,,,"[63.4, 33.2]",3939982,39,,,,,-0.65140957,,Left Foot,,,,"[81.5, 19.4]",,Ground Pass,,22.760712,,,,Diego Nicolás De La Cruz Arcosa,28729.0,,,,,,,1,From Goal Kick,Mathías Olivera Miramontes,7104.0,Left Center Back,66,Uruguay,783,['2a7ed2b5-4985-4a22-b36a-7a385d50a2cc'],19,,,,,,,,,,,,,,,,,,,Uruguay,783,00:39:19.571,Pass,
,,,,,,,,,,,,,,,,0.272189,,,,,,,,,,,,,7627a62a-6e53-4201-9299-14fdcb34df63,1466,,,"[82.0, 20.4]",3939982,39,,,,,1.5422326,,Right Foot,,,,"[82.1, 23.9]",,Ground Pass,,3.5014284,,Incomplete,,,,,,,,,,1,From Goal Kick,Diego Nicolás De La Cruz Arcosa,28729.0,Center Attacking Midfield,66,Uruguay,783,['f0670dcf-6a27-4271-b76c-e34c3f912c32'],20,,,,,,,,,,,,,,,,,,,Uruguay,783,00:39:20.561,Pass,
,,,,,,,,,,,,,,,,0.406163,,,,,,,,,,,,,6b42c39e-aba6-448a-a065-5b4510f1a29a,1469,,,"[93.5, 26.8]",3939982,39,,,,,0.5404195,,Right Foot,,,,"[95.5, 28.0]",,Ground Pass,,2.3323808,,Incomplete,,Darwin Gabriel Núñez Ribeiro,32478.0,,,,,,Recovery,1,From Goal Kick,Maximiliano Javier Araújo Vilches,35492.0,Left Wing,66,Uruguay,783,"['18b69e17-5807-4efc-a603-195031c57361', '877eaa57-d7e2-4847-b096-33a6812f5820', 'ddecdd8a-17d2-4ff7-b3ed-12252b0747b8']",21,,,,,,,,,,,,,,,,,,,Uruguay,783,00:39:21.869,Pass,True
,,,,,,,,,,,,,,,,0.658531,,,,,,,,,,,,,ae6b1dc0-7acc-4b43-aba0-db358b6f99d4,1476,,,"[74.0, 18.0]",3939982,39,,,,,0.8794594,,Left Foot,,,,"[78.8, 23.8]",,Ground Pass,,7.528612,,,,Manuel Ugarte Ribeiro,36659.0,,,,,,,1,From Goal Kick,Mathías Olivera Miramontes,7104.0,Left Center Back,66,Uruguay,783,['fc3e0940-16f6-45a8-b641-a571612687ff'],29,,,,,,,,,,,,,,,,,,,Uruguay,783,00:39:29.448,Pass,
,,,,,,,,,,,,,,,,0.975102,,,,,,,,,,,,,f8687ddd-8e78-4a66-9657-5426b35bd889,1478,,,"[78.8, 23.8]",3939982,39,,,,,-2.5948038,,Right Foot,,,,"[71.9, 19.6]",,Ground Pass,,8.077747,,,,Mathías Olivera Miramontes,7104.0,,,,,,,1,From Goal Kick,Manuel Ugarte Ribeiro,36659.0,Right Defensive Midfield,66,Uruguay,783,['7c750dca-ffee-4c02-bdfd-02f0e003e5de'],30,,,,,,,,,,,,,,,,,,,Uruguay,783,00:39:30.106,Pass,
,,,,,,,,,,,,,,,,1.290596,,,,,,,,,,,,,4ea8b099-6b37-47b4-b9ec-315e3cfd5ab8,1481,,,"[71.9, 19.6]",3939982,39,,,,,-0.7921095,,Left Foot,,,,"[86.7, 4.6]",,Ground Pass,,21.072256,,,,Matías Nicolás Viña Susperreguy,34476.0,,,,,,,1,From Goal Kick,Mathías Olivera Miramontes,7104.0,Left Center Back,66,Uruguay,783,['16f27a9b-2b41-4a54-88fc-5068e30a70de'],33,,,,,,,,,,,,,,,,,,,Uruguay,783,00:39:33.115,Pass,
,,,,,,,,,,,,,,,,0.843193,,,,,,,,,,,,,2ee1c7e5-5248-4907-8bfa-18401fa5492e,1484,,,"[91.2, 6.5]",3939982,39,,,,,1.467462,,Left Foot,,,,"[92.6, 20.0]",,Ground Pass,,13.572398,,,,Diego Nicolás De La Cruz Arcosa,28729.0,,,,,,,1,From Goal Kick,Matías Nicolás Viña Susperreguy,34476.0,Left Back,66,Uruguay,783,['c9c28068-a7e5-41c7-86b4-fc74207d8c49'],35,,,,,,,,,,,,,,,,,,,Uruguay,783,00:39:35.741,Pass,
,,,,,,,,,,,,,,,,0.652783,,,,,,,,,,,,,6c3e07cc-9f0f-440e-8e00-0a0cbb0c3069,1487,,,"[94.5, 21.1]",3939982,39,,,,,0.9155002,,Right Foot,,,,"[103.8, 33.2]",,Ground Pass,,15.261062,,Incomplete,,Darwin Gabriel Núñez Ribeiro,32478.0,,,,,,,1,From Goal Kick,Diego Nicolás De La Cruz Arcosa,28729.0,Center Attacking Midfield,66,Uruguay,783,"['8c08bfed-785b-433a-9b19-cc3fb7bf006e', 'e1bb474f-ebf9-40e3-8429-8dc1a4530955']",37,,,,,,,,,,,,,,,,,,,Uruguay,783,00:39:37.330,Pass,
,,,,,,,,,,,,,,,,0.622483,,,,,,,,,,,,,49a264b1-f709-4a40-b15d-51bf47acd6b0,1492,,,"[63.0, 13.3]",3939982,39,,,,,0.6353712,,Left Foot,,,,"[72.9, 20.6]",,Ground Pass,,12.300406,,,,Manuel Ugarte Ribeiro,36659.0,,,,,,,1,From Goal Kick,Mathías Olivera Miramontes,7104.0,Left Center Back,66,Uruguay,783,['106a975d-4eb2-49b2-8bd3-a092e04e7799'],45,,,,,,,,,,,,,,,,,,,Uruguay,783,00:39:45.534,Pass,
,,,,,,,,,,,,,,,,1.424783,,,,,,,,,,,,,25b637d1-8917-4ac0-b0a2-1dd66f9c47a3,1495,,,"[62.3, 32.6]",3939982,39,,,,,1.9523666,,Right Foot,,,,"[55.8, 48.8]",,Ground Pass,,17.455372,,,,Ronald Federico Araújo da Silva,32480.0,,,,,,,1,From Goal Kick,Manuel Ugarte Ribeiro,36659.0,Right Defensive Midfield,66,Uruguay,783,['fb884980-51cf-442b-bdff-1f586771b3f1'],50,,,,,,,,,,,,,,,,,,,Uruguay,783,00:39:50.341,Pass,
,,,,,,,,,,,,,,,,1.109936,,,,,,,,,,,,,07986b5d-ec46-4157-85b9-1659baeef0bf,1498,,,"[69.0, 63.5]",3939982,39,,,,,-0.4488239,,Right Foot,,,,"[98.9, 49.1]",,High Pass,,33.186893,,Incomplete,,,,,,,,,,1,From Goal Kick,Ronald Federico Araújo da Silva,32480.0,Right Center Back,66,Uruguay,783,['bb510567-a948-4c6b-aabf-10b76688e0aa'],56,,,,,,,,,,,,,,,,,,,Uruguay,783,00:39:56.848,Pass,
,,,,,,,,,,,,,,,,1.09381,,,,,,,,,,,,,bb510567-a948-4c6b-aabf-10b76688e0aa,1499,,,"[21.2, 31.0]",3939982,39,,,,,-0.26417017,,Head,,,,"[33.4, 27.7]",,Low Pass,,12.638433,,,,Gabriel Alejandro Villamíl Cortéz,113732.0,,,,,,Recovery,1,Regular Play,Luis Fernando Haquín Lopez,37070.0,Center Back,67,Bolivia,3564,"['07986b5d-ec46-4157-85b9-1659baeef0bf', '6812374c-a8a9-4c09-a661-bd5d84569764']",57,,,,,,,,,,,,,,,,,,,Bolivia,3564,00:39:57.958,Pass,
,,,,,,,,,,,,,,,,0.901397,,,,,,,,,,,,,3e73efb9-7bb3-4eb2-9a22-0c582e0312f4,1501,,,"[33.4, 27.7]",3939982,39,,,,,2.0636327,,Right Foot,,,,"[30.5, 33.1]",,Ground Pass,,6.129437,,,,Boris Cespedes,28949.0,,,,,,,1,Regular Play,Gabriel Alejandro Villamíl Cortéz,113732.0,Left Defensive Midfield,67,Bolivia,3564,['0b860c6d-c4ff-4595-8073-8a9d8289db66'],59,,,,,,,,,,,,,,,,,,,Bolivia,3564,00:39:59.052,Pass,
,,,,,,,,,,,,,,,,1.049056,,,,,,,,,,,,,8ca24d49-5221-4125-a244-69e326e99939,1503,,,"[30.5, 33.1]",3939982,39,,,,,-0.670122,,Left Foot,,,,"[41.1, 24.7]",,Ground Pass,,13.524792,,,,Miguel Ángel Terceros,336796.0,,,,,,,1,Regular Play,Boris Cespedes,28949.0,Right Defensive Midfield,67,Bolivia,3564,['969a1dcd-443e-47cc-b4f5-672284e11c19'],59,,,,,,,,,,,,,,,,,,,Bolivia,3564,00:39:59.953,Pass,
,,,,,,,,,,,,,,,,0.555853,,,,,,,,,,,,,8ba83f36-4292-4858-90bf-94764cff69c2,1505,,,"[41.1, 24.7]",3939982,40,,,,,1.5195591,,Left Foot,,,,"[41.3, 28.6]",,Ground Pass,,3.905125,,,,Gabriel Alejandro Villamíl Cortéz,113732.0,,,,,,,1,Regular Play,Miguel Ángel Terceros,336796.0,Left Wing,67,Bolivia,3564,['d001cd59-24e2-49d7-a7a3-80f930cb7362'],1,,,,,,,,,,,,,,,,,,,Bolivia,3564,00:40:01.003,Pass,
,,,,,,,,,,,,,,,,2.053213,,,,,,,,,,,,,6b18006d-e95a-4fb2-b1c0-ca8d925182c8,1509,,,"[50.9, 26.3]",3939982,40,,,,,-0.9674746,,Right Foot,,,,"[62.2, 9.9]",,Ground Pass,,19.916075,,Incomplete,,Miguel Ángel Terceros,336796.0,,,,,,,1,Regular Play,Gabriel Alejandro Villamíl Cortéz,113732.0,Left Defensive Midfield,67,Bolivia,3564,"['6c39b87c-e49a-4c5a-96ab-7168a136cc87', 'a3d30296-3542-4309-aa51-8aee68861de2', 'e3052f13-370a-4c8e-8120-9bfbac3cebbd']",2,,,,,,,,,,,,,,,,,,,Bolivia,3564,00:40:02.477,Pass,True
,,,,,,,,,,,,,,,,0.212205,,,,,,,,,,,,,697ebd86-6d09-44fe-aba0-3e74e20e0aa7,1520,,,"[27.8, 20.3]",3939982,40,,,,,-0.5585993,,Right Foot,,,,"[30.2, 18.8]",,Ground Pass,,2.8301942,,Incomplete,,,,,,,,,Recovery,1,Regular Play,José Manuel Sagredo Chávez,114003.0,Left Center Back,67,Bolivia,3564,['364f398b-40bc-43b7-a557-cf6000095327'],10,,,,,,,,,,,,,,,,,,,Bolivia,3564,00:40:10.167,Pass,
,,,,,,,,,,,,,,,,1.360535,,,,,,,,,,,,,5c5fff77-61d7-4f37-98f0-607b52b92206,1525,,,"[34.4, 23.3]",3939982,40,,,,,2.0613432,,Right Foot,,,,"[25.0, 40.9]",,Ground Pass,,19.952944,,,,Héctor Manuel Cuellar Rosales,398489.0,,,,,,,1,Regular Play,Boris Cespedes,28949.0,Right Defensive Midfield,67,Bolivia,3564,"['61dcb01c-2c10-4957-a017-0c2d1903414d', 'e592e111-b7d4-4035-84cf-1917f0f85b0b']",14,,,,,,,,,,,,,,,,,,,Bolivia,3564,00:40:14.121,Pass,True
,,,,,,,,,,,,,,,,1.201477,,,,,,,,,,,,,b850a42e-e55b-472c-82a5-f6f6bdc47e24,1529,,,"[26.9, 44.2]",3939982,40,,,,,0.39670867,,Right Foot,,,,"[41.7, 50.4]",,Ground Pass,,16.046183,,Incomplete,,Ramiro Vaca Ponce,113995.0,,,,,,,1,Regular Play,Héctor Manuel Cuellar Rosales,398489.0,Right Center Back,67,Bolivia,3564,"['2d57dfb7-4ea9-4afb-9ee0-5b077666f8a8', 'd92fa301-a35b-4005-8843-1191fa7d5b75', 'fcd678d8-1fb6-44bb-b05d-ce24966de5ab']",16,,,,,,,,,,,,,,,,,,,Bolivia,3564,00:40:16.291,Pass,True
,,,,,,,,,,,,,,,,1.117639,,,,,,,,,,,,,0dde7b5a-f24b-490b-aabf-74230ef2a52e,1534,,,"[30.7, 54.9]",3939982,40,,,,,1.4042853,,Right Foot,,,,"[32.7, 66.8]",,Ground Pass,,12.066896,,,,Yomar Rene Rocha Rodriguez,367353.0,,,,,,Recovery,1,Regular Play,Héctor Manuel Cuellar Rosales,398489.0,Right Center Back,67,Bolivia,3564,"['1d3144a9-d96b-4a86-9032-3bff6d83fa6e', '60d37974-4d8f-467e-b714-a0895d8e4122']",19,,,,,,,,,,,,,,,,,,,Bolivia,3564,00:40:19.142,Pass,True
,,,,,,,,,,,,,,,,1.621556,,,,,,,,,,,,,324565e6-9b71-4d27-afbd-986453bc7f4d,1537,,,"[37.5, 67.4]",3939982,40,,,,,0.7008544,,Right Foot,,,,"[47.1, 75.5]",,Ground Pass,,12.560653,,,,Ramiro Vaca Ponce,113995.0,,,,,,,1,Regular Play,Yomar Rene Rocha Rodriguez,367353.0,Right Wing Back,67,Bolivia,3564,['5d9ecf28-93c8-445c-ba78-850e82e34562'],21,,,,,,,,,,,,,,,,,,,Bolivia,3564,00:40:21.174,Pass,
,,,,,,,,,,,,,,,,4.171538,,,,,,,,,,,,,a243e70f-61fb-475f-af87-60e93afb1659,1541,,,"[52.3, 76.4]",3939982,40,,,,,-0.8990526,,Right Foot,,,,"[97.7, 19.3]",,High Pass,,72.94909,,,,Miguel Ángel Terceros,336796.0,,,True,,,,1,Regular Play,Ramiro Vaca Ponce,113995.0,Right Wing,67,Bolivia,3564,['7f1d9797-1d7a-4bbf-974c-0cab7ae621ad'],24,,,,,,,,,,,,,,,,,,,Bolivia,3564,00:40:24.158,Pass,
,,,,,,,,,,,,,,,,0.971959,,,,,,,,,,,,,f0244f5f-f55a-4412-8849-4291b613192b,1547,,,"[120.0, 0.1]",3939982,41,,,,,1.6309646,,Right Foot,,,,"[118.0, 33.3]",,High Pass,True,33.260185,,Incomplete,,,,,,,Inswinging,,Corner,1,From Corner,Ramiro Vaca Ponce,113995.0,Right Wing,68,Bolivia,3564,['0aa8d87d-8a62-4012-8180-ea1ae3a225c1'],6,,,,,,,,,,,,,,,,,,,Bolivia,3564,00:41:06.143,Pass,
,,,,,,,,,,,,,,,,1.398203,,,,,,,,,,,,,31e2c334-8e0c-4930-b21b-7b05c951c0a4,1549,,,"[120.0, 0.1]",3939982,41,,,,,1.6306207,,Right Foot,,,,"[117.7, 38.5]",,High Pass,True,38.46882,,Incomplete,,Luis Fernando Haquín Lopez,37070.0,,,,Inswinging,,Corner,1,From Corner,Ramiro Vaca Ponce,113995.0,Right Wing,69,Bolivia,3564,"['1a00941b-f3f1-4a61-b926-910092b0574c', 'db50f102-50df-4626-9d93-d97a073bc82c']",25,,,,,,,,,,,,,,,,,,,Bolivia,3564,00:41:25.454,Pass,
,,,,,,,,,,,,,,,,2.950352,,,,,,,,,,,,,b47f2404-21c0-4858-a684-dcce547cfa2e,1552,,,"[20.1, 54.2]",3939982,41,,,,,-0.9581653,,Left Foot,,,,"[47.3, 15.5]",,Ground Pass,,47.302536,,Incomplete,,,,,,,,,Recovery,1,From Corner,Diego Nicolás De La Cruz Arcosa,28729.0,Center Attacking Midfield,69,Bolivia,3564,['75f56d3e-fe06-4e8e-92c8-82e864ec75be'],28,,,,,,,,,,,,,,,,,,,Uruguay,783,00:41:28.492,Pass,
,,,,,,,,,,,,,,,,1.714428,,,,,,,,,,,,,75f56d3e-fe06-4e8e-92c8-82e864ec75be,1553,,,"[72.8, 64.6]",3939982,41,,,,,0.5467888,,Other,,,,"[84.3, 71.6]",,Low Pass,,13.462912,,,,Miguel Ángel Terceros,336796.0,,,,,,Recovery,1,From Corner,Yomar Rene Rocha Rodriguez,367353.0,Right Wing Back,69,Bolivia,3564,"['b47f2404-21c0-4858-a684-dcce547cfa2e', 'c6730d7d-e1c1-42bc-b6ba-1a2f48c39e71']",31,,,,,,,,,,,,,,,,,,,Bolivia,3564,00:41:31.442,Pass,
,,,,,,,,,,,,,,,,1.28577,,,,,,,,,,,,,36400d23-1f92-4f9b-8de9-fb626f9086cf,1557,,,"[74.1, 63.4]",3939982,41,,,,,-2.6510458,,Left Foot,,,,"[56.5, 54.0]",,Ground Pass,,19.952944,,,,Héctor Manuel Cuellar Rosales,398489.0,,,,,,,1,From Corner,Miguel Ángel Terceros,336796.0,Left Wing,69,Bolivia,3564,['db28cdad-b2e0-43f2-9811-a415f5e21045'],36,,,,,,,,,,,,,,,,,,,Bolivia,3564,00:41:36.215,Pass,
,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,72b83b4a-5b97-489e-8a7c-e7148aa9256b,1560,,,"[56.9, 47.5]",3939982,41,,,,,-1.5146055,,Right Foot,,,,"[57.8, 31.5]",,Ground Pass,,16.025293,,,,Gabriel Alejandro Villamíl Cortéz,113732.0,,,,,,,1,From Corner,Héctor Manuel Cuellar Rosales,398489.0,Right Center Back,69,Bolivia,3564,['dae15a3a-2318-42d3-afbd-931c7c3892e2'],38,,,,,,,,,,,,,,,,,,,Bolivia,3564,00:41:38.556,Pass,
,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,e5e7da1c-575a-4271-9eeb-cf160622244d,1563,,,"[57.6, 31.5]",3939982,41,,,,,1.675352,,Left Foot,,,,"[55.9, 47.7]",,Ground Pass,,16.288954,,,,Héctor Manuel Cuellar Rosales,398489.0,,,,,,,1,From Corner,Gabriel Alejandro Villamíl Cortéz,113732.0,Left Defensive Midfield,69,Bolivia,3564,['576fd289-ec21-4e09-a720-1567c0009deb'],40,,,,,,,,,,,,,,,,,,,Bolivia,3564,00:41:40.887,Pass,
,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,57923f9f-f29a-464e-8c0d-ab944a87dfc0,1566,,,"[55.9, 47.7]",3939982,41,,,,,0.8086498,,Right Foot,,,,"[64.3, 56.5]",,Ground Pass,,12.165525,,,,Miguel Ángel Terceros,336796.0,,,,,,,1,From Corner,Héctor Manuel Cuellar Rosales,398489.0,Right Center Back,69,Bolivia,3564,['6356716f-0bca-474e-9bdc-27968311a902'],42,,,,,,,,,,,,,,,,,,,Bolivia,3564,00:41:42.647,Pass,
,,,,,,,,,,,,,,,,1.720656,,,,,,,,,,,,,0da16052-b68a-4c71-9771-05b03611242f,1569,,,"[59.1, 56.9]",3939982,41,,,,,2.5250263,,Left Foot,,,,"[48.8, 64.2]",,Ground Pass,,12.624579,,,,Héctor Manuel Cuellar Rosales,398489.0,,,,,,,1,From Corner,Miguel Ángel Terceros,336796.0,Left Wing,69,Bolivia,3564,['3ab936cc-3c76-4233-9558-b7b8a3200a6f'],48,,,,,,,,,,,,,,,,,,,Bolivia,3564,00:41:48.362,Pass,
,,,,,,,,,,,,,,,,2.264039,,,,,,,,,,,,,88c7c120-1641-4e01-884f-8d5b7ce6290e,1572,,,"[49.2, 64.6]",3939982,41,,,,,-1.9303907,,Right Foot,,,,"[34.2, 24.7]",,Ground Pass,,42.6264,,,,Boris Cespedes,28949.0,,,,,,,1,From Corner,Héctor Manuel Cuellar Rosales,398489.0,Right Center Back,69,Bolivia,3564,['0f48c528-575a-4e35-8e54-029ac860127c'],51,,,,,,,,,,,,,,,,,,,Bolivia,3564,00:41:51.683,Pass,
,,,,,,,,,,,,,,,,1.646998,,,,,,,,,,,,,0e3d20c9-2079-403f-8588-992f18d35b7e,1575,,,"[34.2, 24.7]",3939982,41,,,,,0.97100973,,Right Foot,,,,"[43.5, 38.3]",,Ground Pass,,16.47574,,,,Luis Fernando Haquín Lopez,37070.0,,,,,,,1,From Corner,Boris Cespedes,28949.0,Right Defensive Midfield,69,Bolivia,3564,['2dd61ecd-540d-4c00-9f13-c8114cf20781'],55,,,,,,,,,,,,,,,,,,,Bolivia,3564,00:41:55.702,Pass,
,,,,,,,,,,,,,,,,0.801319,,,,,,,,,,,,,dc2e4856-0d1b-40d3-9b27-595de8c1a122,1577,,,"[40.0, 38.5]",3939982,41,,,,,-2.1129858,,Right Foot,,,,"[35.0, 30.2]",,Ground Pass,,9.689685,,,,Boris Cespedes,28949.0,,,,,,,1,From Corner,Luis Fernando Haquín Lopez,37070.0,Center Back,69,Bolivia,3564,['4dbfc7e9-65c1-464f-bf80-06f1b0947b97'],57,,,,,,,,,,,,,,,,,,,Bolivia,3564,00:41:57.349,Pass,
,,,,,,,,,,,,,,,,1.348329,,,,,,,,,,,,,3dfd5e72-bd3e-464e-bb64-2d73c2a16a27,1580,,,"[41.3, 34.2]",3939982,42,,,,,2.2947335,,Right Foot,,,,"[35.2, 41.1]",,Ground Pass,,9.209778,,,,Luis Fernando Haquín Lopez,37070.0,,,,,,,1,From Corner,Boris Cespedes,28949.0,Right Defensive Midfield,69,Bolivia,3564,['7911126c-d64f-4af5-aa86-65e36c8b2996'],2,,,,,,,,,,,,,,,,,,,Bolivia,3564,00:42:02.130,Pass,
,,,,,,,,,,,,,,,,1.606363,,,,,,,,,,,,,1726b065-2f5d-442b-9fd6-c4f821157903,1583,,,"[33.6, 42.3]",3939982,42,,,,,1.2593076,,Right Foot,,,,"[42.1, 68.7]",,Ground Pass,,27.734636,,,,Héctor Manuel Cuellar Rosales,398489.0,,,,,,,1,From Corner,Luis Fernando Haquín Lopez,37070.0,Center Back,69,Bolivia,3564,['0dd83834-b85e-4bb4-ade0-88e8692f7b26'],4,,,,,,,,,,,,,,,,,,,Bolivia,3564,00:42:04.504,Pass,
,,,,,,,,,,,,,,,,1.652743,,,,,,,,,,,,,99ade972-c389-4def-a82d-5816cb3efb74,1586,,,"[41.7, 70.7]",3939982,42,,,,,-2.092518,,Right Foot,,,,"[32.1, 54.0]",,Ground Pass,,19.26266,,,,Luis Fernando Haquín Lopez,37070.0,,,,,,,1,From Corner,Héctor Manuel Cuellar Rosales,398489.0,Right Center Back,69,Bolivia,3564,['e586eb9a-099c-42e3-bc81-61347ca07331'],8,,,,,,,,,,,,,,,,,,,Bolivia,3564,00:42:08.422,Pass,
,,,,,,,,,,,,,,,,2.453222,,,,,,,,,,,,,5d71a82c-79f5-46e0-ac5f-dff6e1b3e198,1589,,,"[36.5, 49.0]",3939982,42,,,,,-1.5008825,,Right Foot,,,,"[39.0, 13.3]",,Ground Pass,,35.78743,,,,José Manuel Sagredo Chávez,114003.0,,,,,,,1,From Corner,Luis Fernando Haquín Lopez,37070.0,Center Back,69,Bolivia,3564,['c4873702-6570-4123-a1d1-bbd7183f1970'],12,,,,,,,,,,,,,,,,,,,Bolivia,3564,00:42:12.905,Pass,
,,,,,,,,,,,,,,,,0.938006,,,,,,,,,,,,,170832db-1c92-4b53-8cc2-8d0a9fdcbc95,1592,,,"[45.7, 10.9]",3939982,42,,,,,0.21711132,,Left Foot,,,,"[59.3, 13.9]",,Ground Pass,,13.926952,,,,Ramiro Vaca Ponce,113995.0,,,,,,,1,From Corner,José Manuel Sagredo Chávez,114003.0,Left Center Back,69,Bolivia,3564,['2ee5faf7-278d-493c-8b7d-bf857bc75606'],16,,,,,,,,,,,,,,,,,,,Bolivia,3564,00:42:16.409,Pass,
,,,,,,,,,,,,,,,,0.8996,,,,,,,,,,,,,ef2f604c-cb23-45c5-8d30-8c8810b35ae1,1594,,,"[59.3, 13.9]",3939982,42,,,,,1.8697765,,Right Foot,,,,"[54.8, 28.5]",,Ground Pass,,15.277761,,,,Miguel Ángel Terceros,336796.0,,,,,,,1,From Corner,Ramiro Vaca Ponce,113995.0,Right Wing,69,Bolivia,3564,['c57e3b04-2b99-4554-99f3-20f076921b41'],17,,,,,,,,,,,,,,,,,,,Bolivia,3564,00:42:17.347,Pass,
,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,cb255b45-c76e-4b6d-8ab1-8347c3d27c1b,1597,,,"[54.8, 28.5]",3939982,42,,,,,-2.09923,,Left Foot,,,,"[44.7, 11.2]",,Ground Pass,,20.032475,,,,José Manuel Sagredo Chávez,114003.0,,,,,,,1,From Corner,Miguel Ángel Terceros,336796.0,Left Wing,69,Bolivia,3564,['52f2f6cd-ec01-4468-a2b1-a371c477cdb3'],19,,,,,,,,,,,,,,,,,,,Bolivia,3564,00:42:19.280,Pass,
,,,,,,,,,,,,,,,,1.558984,,,,,,,,,,,,,0e078560-1c1b-4537-86af-e15448ce7ff7,1599,,,"[44.7, 11.2]",3939982,42,,,,,-0.8208443,,Right Foot,,,,"[51.5, 3.9]",,Ground Pass,,9.976472,,,,Ramiro Vaca Ponce,113995.0,,,,,,,1,From Corner,José Manuel Sagredo Chávez,114003.0,Left Center Back,69,Bolivia,3564,['829ab3eb-b8c5-43ed-ad13-7bb058f1f31f'],20,,,,,,,,,,,,,,,,,,,Bolivia,3564,00:42:20.880,Pass,
,,,,,,,,,,,,,,,,1.818814,,,,,,,,,,,,,21fabaa2-dcf1-4cd3-95d9-cbe85e0522a8,1602,,,"[51.9, 6.8]",3939982,42,,,,,2.249206,,Right Foot,,,,"[33.2, 30.0]",,Ground Pass,,29.798155,,,,Luis Fernando Haquín Lopez,37070.0,,,,,,,1,From Corner,Ramiro Vaca Ponce,113995.0,Right Wing,69,Bolivia,3564,['83c935a7-d9b8-465c-82f9-14f4a4b7ad9e'],24,,,,,,,,,,,,,,,,,,,Bolivia,3564,00:42:24.839,Pass,
,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,90357236-beb9-41e7-a9ef-9d8be49524ff,1605,,,"[33.1, 33.9]",3939982,42,,,,,1.3684108,,Right Foot,,,,"[41.0, 72.4]",,Ground Pass,,39.302162,,,,Héctor Manuel Cuellar Rosales,398489.0,,,,,,,1,From Corner,Luis Fernando Haquín Lopez,37070.0,Center Back,69,Bolivia,3564,['9cd2ce66-9c39-4680-b7cf-2a51aa2a1be0'],28,,,,,,,,,,,,,,,,,,,Bolivia,3564,00:42:28.405,Pass,
,,,,,,,,,,,,,,,,2.494045,,,,,,,,,,,,,3eac6cd5-4271-41dd-b357-02d3fef1d0d1,1608,,,"[46.9, 72.4]",3939982,42,,,,,0.10110337,,Right Foot,,,,"[81.4, 75.9]",,High Pass,,34.677082,,Incomplete,,Yomar Rene Rocha Rodriguez,367353.0,,,,,,,1,From Corner,Héctor Manuel Cuellar Rosales,398489.0,Right Center Back,69,Bolivia,3564,"['4781c6d2-9a74-4d98-9ec2-66abdda13cb0', '5899ce75-c32b-4949-9993-5cb7eb32d037']",33,,,,,,,,,,,,,,,,,,,Bolivia,3564,00:42:33.562,Pass,
