50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cef4fd69-584b-447d-9511-f56581af9dfb,1,,,,3939977,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chile,3562,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4691, 'name': 'Claudio Andrés Bravo Muñoz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 18874, 'name': 'Mauricio Aníbal Isla Isla'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 26256, 'name': 'Igor Lichnovsky Osorio'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 31012, 'name': 'Paulo César Díaz Huincales'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 36212, 'name': 'Gabriel Alonso Suazo Urbina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 7175, 'name': 'Erick Antonio Pulgar Farfán'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 35738, 'name': 'Rodrigo Eduardo Echeverría Sáez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 204925, 'name': 'Darío Esteban Osorio Osorio'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 30944, 'name': 'Víctor Alejandro Dávila Zavala'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 27317, 'name': 'Eduardo Jesús Vargas Rojas'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Chile,3562,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bf6dae10-a354-49a7-806a-6326cf04b559,2,,,,3939977,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chile,3562,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6909, 'name': 'Damián Emiliano Martínez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 29201, 'name': 'Nahuel Molina Lucero'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 20572, 'name': 'Cristian Gabriel Romero'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 27768, 'name': 'Lisandro Martínez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 5507, 'name': 'Nicolás Alejandro Tagliafico'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 27886, 'name': 'Alexis Mac Allister'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 38718, 'name': 'Enzo Fernandez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 7797, 'name': 'Rodrigo Javier De Paul'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 20687, 'name': 'Nicolás Iván González'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 15}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 29560, 'name': 'Julián Álvarez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Argentina,779,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1f59208b-c809-4115-a21a-bc591997b569,3,,,,3939977,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chile,3562,['1adabdc8-2f49-4926-a0c9-0784435a8937'],0,,,,,,,,,,,,,,,,,,Chile,3562,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1adabdc8-2f49-4926-a0c9-0784435a8937,4,,,,3939977,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chile,3562,['1f59208b-c809-4115-a21a-bc591997b569'],0,,,,,,,,,,,,,,,,,,Argentina,779,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0ff65d2d-8637-430d-b7ab-31ed76337387,2051,,,,3939977,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,88,Argentina,779,['3c46db83-de5e-4aa3-9ab9-ba4061597320'],0,,,,,,,,,,,,,,,,,,Chile,3562,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3c46db83-de5e-4aa3-9ab9-ba4061597320,2052,,,,3939977,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,88,Argentina,779,['0ff65d2d-8637-430d-b7ab-31ed76337387'],0,,,,,,,,,,,,,,,,,,Argentina,779,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.08587,,,,,,,,,,,,,470b5061-2676-4fff-95ce-5a411f01a490,5,,,"[60.0, 40.0]",3939977,0,,,,-2.9694018,,Left Foot,,,"[50.8, 38.4]",Ground Pass,,9.338094,,,,Alexis Mac Allister,27886.0,,,,,,Kick Off,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,2,Argentina,779,['850930df-dcba-478c-a429-f5d0e3f891e5'],0,,,,,,,,,,,,,,,,,,Argentina,779,00:00:00.343,Pass,
,,,,,,,,,,,,,,,,1.272906,,,,,,,,,,,,,afbb20b2-6fcc-466c-8bf6-2f605a0d8a69,8,,,"[49.5, 38.9]",3939977,0,,,,1.6188363,,Right Foot,,,"[49.0, 49.3]",Ground Pass,,10.412012,,,,Rodrigo Javier De Paul,7797.0,,,,,,,1,From Kick Off,Alexis Mac Allister,27886.0,Right Defensive Midfield,2,Argentina,779,['21b03fc1-f7a6-4def-99ee-a60056a3ee23'],2,,,,,,,,,,,,,,,,,,Argentina,779,00:00:02.420,Pass,
,,,,,,,,,,,,,,,,1.186401,,,,,,,,,,,,,c44c5eba-cdaa-45f6-a27c-9fd52b5f9a94,11,,,"[49.5, 51.1]",3939977,0,,,,3.050448,,Right Foot,,,"[30.9, 52.8]",Ground Pass,,18.677526,,,,Cristian Gabriel Romero,20572.0,,,,,,,1,From Kick Off,Rodrigo Javier De Paul,7797.0,Right Midfield,2,Argentina,779,['5f01133b-17d2-4b5e-9148-7fece7092124'],4,,,,,,,,,,,,,,,,,,Argentina,779,00:00:04.459,Pass,
,,,,,,,,,,,,,,,,0.849739,,,,,,,,,,,,,bf5e1996-5fd7-499d-b5aa-cce2d64497f6,15,,,"[35.1, 53.4]",3939977,0,,,,0.09966865,,Right Foot,,,"[44.1, 54.3]",Ground Pass,,9.0448885,,,,Rodrigo Javier De Paul,7797.0,,,,,,,1,From Kick Off,Cristian Gabriel Romero,20572.0,Right Center Back,2,Argentina,779,"['2b501ea2-ce8d-4862-b4f2-bd8e905d2f14', '86378313-0828-459c-a514-49d80cc3b088']",7,,,,,,,,,,,,,,,,,,Argentina,779,00:00:07.612,Pass,True
,,,,,,,,,,,,,,,,1.83777,,,,,,,,,,,,,611a6643-c209-4a87-a81d-031b07ad60bb,17,,,"[45.2, 53.2]",3939977,0,,,,-2.2024286,,Right Foot,,,"[25.3, 26.0]",Ground Pass,,33.702374,,,,Lisandro Martínez,27768.0,,,,,,,1,From Kick Off,Rodrigo Javier De Paul,7797.0,Right Midfield,2,Argentina,779,['4479366b-7714-4707-9846-7ec4065a67db'],8,,,,,,,,,,,,,,,,,,Argentina,779,00:00:08.461,Pass,
,,,,,,,,,,,,,,,,1.665703,,,,,,,,,,,,,37aaada6-f2ec-4642-bc00-f6a8a9703e22,20,,,"[47.1, 20.3]",3939977,0,,,,1.9691579,,Left Foot,,,"[35.4, 48.1]",Ground Pass,,30.16173,,,,Cristian Gabriel Romero,20572.0,,,,,,,1,From Kick Off,Lisandro Martínez,27768.0,Left Center Back,2,Argentina,779,['7c8c3c24-ccdb-4e5c-b018-da177e66408a'],15,,,,,,,,,,,,,,,,,,Argentina,779,00:00:15.568,Pass,
,,,,,,,,,,,,,,,,1.108221,,,,,,,,,,,,,ffed7a5d-3672-478b-bd3a-f21461b90495,23,,,"[38.6, 48.1]",3939977,0,,,,-0.32549587,,Right Foot,,,"[54.6, 42.7]",Ground Pass,,16.88668,,,,Alexis Mac Allister,27886.0,,,,,,,1,From Kick Off,Cristian Gabriel Romero,20572.0,Right Center Back,2,Argentina,779,['8f76e2c6-962d-47fd-97dc-93af5e72c8a3'],19,,,,,,,,,,,,,,,,,,Argentina,779,00:00:19.089,Pass,
,,,,,,,,,,,,,,,,0.907947,,,,,,,,,,,,,b7ab7605-fd4e-4de7-bcfd-a30534048dac,26,,,"[56.5, 45.3]",3939977,0,,,,0.15204327,,Right Foot,,,"[68.9, 47.2]",Ground Pass,,12.54472,,,,Julián Álvarez,29560.0,,,,,,,1,From Kick Off,Alexis Mac Allister,27886.0,Right Defensive Midfield,2,Argentina,779,['a3dca1b5-721f-4f43-a982-62dfb3b56f62'],21,,,,,,,,,,,,,,,,,,Argentina,779,00:00:21.289,Pass,
,,,,,,,,,,,,,,,,0.880479,,,,,,,,,,,,,380a8ae6-8c5f-42d0-895d-572df94f82d7,29,,,"[66.8, 49.8]",3939977,0,,,,1.4035424,,Right Foot,,,"[68.1, 57.5]",Ground Pass,,7.808969,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Kick Off,Julián Álvarez,29560.0,Left Center Forward,2,Argentina,779,['0f2f9d9f-417a-4ba4-bc03-132f90e72976'],22,,,,,,,,,,,,,,,,,,Argentina,779,00:00:22.237,Pass,
,,,,,,,,,,,,,,,,0.575712,,,,,,,,,,,,,96552249-dbaa-4656-abd6-bfe18820c1eb,33,,,"[72.6, 57.3]",3939977,0,,,,3.1415927,,Left Foot,,,"[63.4, 57.3]",Ground Pass,,9.2,,,,Rodrigo Javier De Paul,7797.0,,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,2,Argentina,779,"['68acca88-7900-4e0d-a58c-921fb95ad4bd', 'fa9b4d09-5c1d-4ce4-ae7d-bc405569ce5a']",23,,,,,,,,,,,,,,,,,,Argentina,779,00:00:23.198,Pass,True
,,,,,,,,,,,,,,,,1.76161,,,,,,,,,,,,,4bf9ef76-4fa3-4103-84ac-f55cc9ee2594,36,,,"[63.2, 58.3]",3939977,0,,,,0.97566116,,Right Foot,,,"[74.1, 74.4]",Ground Pass,,19.442736,,,,Nahuel Molina Lucero,29201.0,,,,,,,1,From Kick Off,Rodrigo Javier De Paul,7797.0,Right Midfield,2,Argentina,779,['a98ccc29-f8fe-4251-a8c2-319d3ef02980'],24,,,,,,,,,,,,,,,,,,Argentina,779,00:00:24.173,Pass,
,,,,,,,,,,,,,,,,0.721851,,,,,,,,,,,,,534c89ed-8cd6-4f92-acc9-e84096000885,38,,,"[74.5, 74.8]",3939977,0,,,,-2.336966,,Right Foot,,,"[69.4, 69.5]",Ground Pass,,7.3552704,,,,Rodrigo Javier De Paul,7797.0,,,,,,,1,From Kick Off,Nahuel Molina Lucero,29201.0,Right Back,2,Argentina,779,['eb942850-3901-41b2-9fb5-a23f9b6aa180'],25,,,,,,,,,,,,,,,,,,Argentina,779,00:00:25.935,Pass,
,,,,,,,,,,,,,,,,0.461388,,,,,,,,,,,,,0fa87cdb-6f81-46b6-902f-ecf426d66b5c,42,,,"[69.6, 72.4]",3939977,0,,,,1.3521274,,Right Foot,,,"[70.6, 76.9]",Ground Pass,,4.609772,,,,Nahuel Molina Lucero,29201.0,,,,,,,1,From Kick Off,Rodrigo Javier De Paul,7797.0,Right Midfield,2,Argentina,779,"['37ba2ba1-6c67-4f0a-804f-2001d8133505', 'ac4f4a99-c3de-4deb-9dbc-0536f314a527']",26,,,,,,,,,,,,,,,,,,Argentina,779,00:00:26.717,Pass,True
,,,,,,,,,,,,,,,,1.252482,,,,,,,,,,,,,5bdb3376-f14f-40fe-917e-851d21b2d12d,45,,,"[70.6, 76.9]",3939977,0,,,,-2.1630602,,Right Foot,,,"[59.7, 60.7]",Ground Pass,,19.525623,,,,Alexis Mac Allister,27886.0,,,,,,,1,From Kick Off,Nahuel Molina Lucero,29201.0,Right Back,2,Argentina,779,['17a5deb6-14fb-4479-8f1e-9d70f7c19fef'],27,,,,,,,,,,,,,,,,,,Argentina,779,00:00:27.253,Pass,
,,,,,,,,,,,,,,,,1.86002,,,,,,,,,,,,,f9268ee5-4483-4474-b4c8-e31e53623b48,48,,,"[56.5, 55.8]",3939977,0,,,,-2.000709,,Right Foot,,,"[46.0, 32.9]",Ground Pass,,25.19246,,,,Lisandro Martínez,27768.0,,,,,,,1,From Kick Off,Alexis Mac Allister,27886.0,Right Defensive Midfield,2,Argentina,779,['83958af2-c217-4d06-9ca3-5544ce7b392d'],30,,,,,,,,,,,,,,,,,,Argentina,779,00:00:30.578,Pass,
,,,,,,,,,,,,,,,,1.1824,,,,,,,,,,,,,f07c2670-1790-4625-969b-c9850f64ac08,51,,,"[50.8, 27.5]",3939977,0,,,,-1.2021004,,Left Foot,,,"[55.9, 14.3]",Ground Pass,,14.150971,,,,Nicolás Alejandro Tagliafico,5507.0,,,,,,,1,From Kick Off,Lisandro Martínez,27768.0,Left Center Back,2,Argentina,779,['d6e3d0db-aabd-41f6-8d66-4bbe2f7093d2'],33,,,,,,,,,,,,,,,,,,Argentina,779,00:00:33.442,Pass,
,,,,,,,,,,,,,,,,0.717503,,,,,,,,,,,,,92c182ec-b84b-4db6-8902-05bc22b2408d,54,,,"[55.2, 16.8]",3939977,0,,,,0.7690062,,Left Foot,,,"[61.4, 22.8]",Ground Pass,,8.627862,,,,Enzo Fernandez,38718.0,,,,,,,1,From Kick Off,Nicolás Alejandro Tagliafico,5507.0,Left Back,2,Argentina,779,['1c699102-0535-47f9-bb5d-fb493e158a56'],35,,,,,,,,,,,,,,,,,,Argentina,779,00:00:35.559,Pass,
,,,,,,,,,,,,,,,,0.843619,,,,,,,,,,,,,c09e0152-a0b0-4c57-b4c2-acc21517f181,57,,,"[63.2, 22.8]",3939977,0,,,,2.9430594,,Right Foot,,,"[46.3, 26.2]",Ground Pass,,17.238619,,,,Lisandro Martínez,27768.0,,,,,,,1,From Kick Off,Enzo Fernandez,38718.0,Left Defensive Midfield,2,Argentina,779,"['612473e8-df3b-4ced-b001-92bcce428b4f', 'e9ca42a1-0991-46d4-8a6c-d73e697b7a22']",36,,,,,,,,,,,,,,,,,,Argentina,779,00:00:36.277,Pass,True
,,,,,,,,,,,,,,,,1.719812,,,,,,,,,,,,,c4e763d7-205d-4c43-92f5-a2f4730559b5,60,,,"[44.8, 30.7]",3939977,0,,,,1.8880626,,Left Foot,,,"[36.0, 57.5]",Ground Pass,,28.2078,,,,Cristian Gabriel Romero,20572.0,,,,,,,1,From Kick Off,Lisandro Martínez,27768.0,Left Center Back,2,Argentina,779,['264bca61-bd18-400f-9306-4f60b886c65a'],39,,,,,,,,,,,,,,,,,,Argentina,779,00:00:39.091,Pass,
,,,,,,,,,,,,,,,,1.037404,,,,,,,,,,,,,5c4685c7-4e99-45b6-8853-51e7b5723273,64,,,"[47.5, 62.0]",3939977,0,,,,0.9013417,,Right Foot,,,"[58.5, 75.9]",Ground Pass,,17.72597,,,,Nahuel Molina Lucero,29201.0,,,,,,,1,From Kick Off,Cristian Gabriel Romero,20572.0,Right Center Back,2,Argentina,779,['5ef718a9-f510-473e-8249-224fe1bfce4c'],44,,,,,,,,,,,,,,,,,,Argentina,779,00:00:44.679,Pass,
,,,,,,,,,,,,,,,,2.589381,,,,,,,,,,,,,898626ea-b5b8-464c-bb3f-1e9a6289251c,68,,,"[52.3, 73.9]",3939977,0,,,,-2.519855,,Left Foot,,,"[14.2, 46.6]",Low Pass,,46.8711,,,,Damián Emiliano Martínez,6909.0,,,,,,,1,From Kick Off,Nahuel Molina Lucero,29201.0,Right Back,2,Argentina,779,"['510a52a9-e235-462b-834b-04aa02d2d0a6', 'cfc49bb0-f701-44ca-85fb-aba00787cf13']",46,,,,,,,,,,,,,,,,,,Argentina,779,00:00:46.800,Pass,True
,,,,,,,,,,,,,,,,1.643446,,,,,,,,,,,,,3c9f3078-9ff8-4937-b43c-d324303abd3b,71,,,"[15.5, 45.7]",3939977,0,,,,-1.097149,,Right Foot,,,"[25.7, 25.8]",Ground Pass,,22.361797,,,,Lisandro Martínez,27768.0,,,,,,,1,From Kick Off,Damián Emiliano Martínez,6909.0,Goalkeeper,2,Argentina,779,['a00ce2e4-1198-4bec-aaa2-09f51706d764'],50,,,,,,,,,,,,,,,,,,Argentina,779,00:00:50.629,Pass,
,,,,,,,,,,,,,,,,2.056919,,,,,,,,,,,,,8d652dbe-add1-4d0c-8014-6e07d7ad0a30,74,,,"[25.7, 24.3]",3939977,0,,,,1.7283579,,Left Foot,,,"[20.6, 56.4]",Ground Pass,,32.502617,,,,Cristian Gabriel Romero,20572.0,,,,,,,1,From Kick Off,Lisandro Martínez,27768.0,Left Center Back,2,Argentina,779,['043ac05c-f437-466b-8385-285807e74a36'],54,,,,,,,,,,,,,,,,,,Argentina,779,00:00:54.082,Pass,
,,,,,,,,,,,,,,,,2.086633,,,,,,,,,,,,,bd046e71-04f7-44c3-a8ab-551bb6dfb8a2,77,,,"[25.5, 58.1]",3939977,0,,,,-1.6475682,,Right Foot,,,"[22.9, 24.3]",Ground Pass,,33.899853,,,,Lisandro Martínez,27768.0,,,,,,,1,From Kick Off,Cristian Gabriel Romero,20572.0,Right Center Back,2,Argentina,779,['511a46fc-bb63-4294-a5bb-404bfc663dfa'],59,,,,,,,,,,,,,,,,,,Argentina,779,00:00:59.866,Pass,
,,,,,,,,,,,,,,,,1.368724,,,,,,,,,,,,,35d0268d-e5a9-4e1b-8aae-02b3d6b91183,80,,,"[30.9, 19.0]",3939977,1,,,,-0.9926781,,Right Foot,,,"[40.1, 4.9]",Ground Pass,,16.835974,,,,Nicolás Alejandro Tagliafico,5507.0,,,,,,,1,From Kick Off,Lisandro Martínez,27768.0,Left Center Back,2,Argentina,779,['04bd7b17-dcbf-4941-8fd9-ca157fbf371c'],3,,,,,,,,,,,,,,,,,,Argentina,779,00:01:03.919,Pass,
,,,,,,,,,,,,,,,,1.198501,,,,,,,,,,,,,72e7520f-81f0-4b41-9f86-97699cd6b83e,84,,,"[40.7, 6.1]",3939977,1,,,,2.6817617,,Left Foot,,,"[30.2, 11.3]",Ground Pass,,11.717082,,,,Lisandro Martínez,27768.0,,,,,,,1,From Kick Off,Nicolás Alejandro Tagliafico,5507.0,Left Back,2,Argentina,779,"['85ad5450-a3ba-4e08-ad2a-c4a2a68c357c', 'f0820e98-7096-4457-87ab-d5cbc91b7ece']",6,,,,,,,,,,,,,,,,,,Argentina,779,00:01:06.741,Pass,True
,,,,,,,,,,,,,,,,1.964067,,,,,,,,,,,,,bc87f103-6cb9-4db6-83de-d28cbb34b010,87,,,"[33.0, 24.7]",3939977,1,,,,1.7422975,,Left Foot,,,"[27.7, 55.3]",Ground Pass,,31.055595,,,,Cristian Gabriel Romero,20572.0,,,,,,,1,From Kick Off,Lisandro Martínez,27768.0,Left Center Back,2,Argentina,779,['70fdebbd-643f-4bd7-a1df-dee9986bc32b'],11,,,,,,,,,,,,,,,,,,Argentina,779,00:01:11.198,Pass,
,,,,,,,,,,,,,,,,1.610741,,,,,,,,,,,,,61260216-e307-4925-aae8-6481f3a899b4,90,,,"[28.5, 56.4]",3939977,1,,,,-2.2142975,,Right Foot,,,"[15.0, 38.4]",Ground Pass,,22.5,,,,Damián Emiliano Martínez,6909.0,,,,,,,1,From Kick Off,Cristian Gabriel Romero,20572.0,Right Center Back,2,Argentina,779,['cab02673-ae2a-42d5-9075-09f9e680c47a'],15,,,,,,,,,,,,,,,,,,Argentina,779,00:01:15.795,Pass,
,,,,,,,,,,,,,,,,1.609376,,,,,,,,,,,,,a9e98810-a9e6-46ea-8baf-bee63ce58e74,94,,,"[23.8, 39.3]",3939977,1,,,,-1.336174,,Right Foot,,,"[28.7, 18.8]",Ground Pass,,21.077477,,,,Lisandro Martínez,27768.0,,,,,,,1,From Kick Off,Damián Emiliano Martínez,6909.0,Goalkeeper,2,Argentina,779,['00974be1-f540-4bbe-9781-6e312f392b97'],22,,,,,,,,,,,,,,,,,,Argentina,779,00:01:22.233,Pass,
,,,,,,,,,,,,,,,,0.658234,,,,,,,,,,,,,ad7b17d7-d770-44b7-bc7a-1d3081dda2e1,97,,,"[40.5, 13.0]",3939977,1,,,,0.94200003,,Left Foot,,,"[46.9, 21.8]",Ground Pass,,10.881176,,,,Alexis Mac Allister,27886.0,,,,,,,1,From Kick Off,Lisandro Martínez,27768.0,Left Center Back,2,Argentina,779,['1e784aac-cc5f-4179-a5aa-6760129d9b39'],28,,,,,,,,,,,,,,,,,,Argentina,779,00:01:28.496,Pass,
,,,,,,,,,,,,,,,,0.94381,,,,,,,,,,,,,00158b16-c19f-4986-ad1c-1fa65c951e2f,100,,,"[46.7, 21.5]",3939977,1,,,,-1.856351,,Right Foot,,,"[43.5, 10.6]",Ground Pass,,11.360018,,,,Lisandro Martínez,27768.0,,,,,,,1,From Kick Off,Alexis Mac Allister,27886.0,Right Defensive Midfield,2,Argentina,779,['ae2b78cb-017b-44dc-acd5-a6dd7302c744'],29,,,,,,,,,,,,,,,,,,Argentina,779,00:01:29.697,Pass,
,,,,,,,,,,,,,,,,1.330803,,,,,,,,,,,,,68186bfa-5c81-408c-b3d1-6519b5f827e0,103,,,"[44.6, 9.6]",3939977,1,,,,-0.22402364,,Left Foot,,,"[68.3, 4.2]",Ground Pass,,24.307405,,,,Nicolás Iván González,20687.0,,,,,,,1,From Kick Off,Lisandro Martínez,27768.0,Left Center Back,2,Argentina,779,['197a81a7-dc16-4f85-8467-a3d892867cf8'],32,,,,,,,,,,,,,,,,,,Argentina,779,00:01:32.636,Pass,
,,,,,,,,,,,,,,,,0.779813,,,,,,,,,,,,,80dbf0ef-2f08-410b-a213-be713be59b1b,107,,,"[69.8, 3.8]",3939977,1,,,,3.1415927,,Left Foot,,,"[62.1, 3.8]",Ground Pass,,7.7,,,,Enzo Fernandez,38718.0,,,,,,,1,From Kick Off,Nicolás Iván González,20687.0,Left Midfield,2,Argentina,779,['a6d0914a-de5c-4bb7-90f5-ffa185551089'],35,,,,,,,,,,,,,,,,,,Argentina,779,00:01:35.429,Pass,
,,,,,,,,,,,,,,,,1.109871,,,,,,,,,,,,,97158932-89a2-4314-97e0-3fe3dbd49e5d,110,,,"[62.7, 4.9]",3939977,1,,,,1.2539718,,Right Foot,,,"[68.7, 23.2]",Ground Pass,,19.258505,,,,Alexis Mac Allister,27886.0,,,,,,,1,From Kick Off,Enzo Fernandez,38718.0,Left Defensive Midfield,2,Argentina,779,['9109ee91-367c-4fdf-8b98-bbf46ce324d3'],37,,,,,,,,,,,,,,,,,,Argentina,779,00:01:37.189,Pass,
,,,,,,,,,,,,,,,,1.894444,,,,,,,,,,,,,d59743de-35c1-4db8-a11c-48f058c82749,115,,,"[80.3, 39.1]",3939977,1,,,,1.4442571,,Right Foot,,,"[84.6, 72.9]",Ground Pass,,34.072422,,,,Nahuel Molina Lucero,29201.0,,,,,,,1,From Kick Off,Alexis Mac Allister,27886.0,Right Defensive Midfield,2,Argentina,779,"['01828e88-f834-483b-aaa0-cd87597f74be', '9079a562-b0d8-4288-9c15-67e60d9f4424']",42,,,,,,,,,,,,,,,,,,Argentina,779,00:01:42.064,Pass,True
,,,,,,,,,,,,,,,,1.273509,,,,,,,,,,,,,a4e57705-6665-4ecb-8dad-8584af11bc1e,117,,,"[85.0, 73.3]",3939977,1,,,,-2.8012106,,Right Foot,,,"[75.4, 69.9]",Ground Pass,,10.184301,,,,Rodrigo Javier De Paul,7797.0,,,,,,,1,From Kick Off,Nahuel Molina Lucero,29201.0,Right Back,2,Argentina,779,['2ea1c622-33c1-480c-be53-7174839f3c49'],43,,,,,,,,,,,,,,,,,,Argentina,779,00:01:43.959,Pass,
,,,,,,,,,,,,,,,,1.544803,,,,,,,,,,,,,7d32f6e0-77c1-4460-8b64-d12678bc6c16,120,,,"[77.9, 69.7]",3939977,1,,,,-2.2974386,,Right Foot,,,"[62.7, 52.6]",Ground Pass,,22.87903,,,,Cristian Gabriel Romero,20572.0,,,,,,,1,From Kick Off,Rodrigo Javier De Paul,7797.0,Right Midfield,2,Argentina,779,['95fe0a72-a2a0-40c0-8592-33a0ae6f2e9f'],47,,,,,,,,,,,,,,,,,,Argentina,779,00:01:47.571,Pass,
,,,,,,,,,,,,,,,,1.136658,,,,,,,,,,,,,f0e7f9a5-6c56-4a67-a5a5-0207ee9ca9cf,124,,,"[62.3, 56.0]",3939977,1,,,,0.09795143,,Right Foot,,,"[79.6, 57.7]",Ground Pass,,17.383326,,,,Julián Álvarez,29560.0,,,,,,,1,From Kick Off,Cristian Gabriel Romero,20572.0,Right Center Back,2,Argentina,779,"['4d3897ba-44af-4c9c-8f30-24448a12458f', 'eaa67641-d487-49a7-a5a6-73335f37e17a']",50,,,,,,,,,,,,,,,,,,Argentina,779,00:01:50.586,Pass,True
,,,,,,,,,,,,,,,,0.929952,,,,,,,,,,,,,4fd8bdfd-8d0c-457a-9bd2-35ccd077adc7,127,,,"[84.8, 47.0]",3939977,1,,,,-1.1808785,,Left Foot,,,"[90.8, 32.4]",Ground Pass,,15.784802,,,,Enzo Fernandez,38718.0,,,,,,,1,From Kick Off,Julián Álvarez,29560.0,Left Center Forward,2,Argentina,779,['b2b7b519-4fba-49cb-ad67-3a7975e6b493'],53,,,,,,,,,,,,,,,,,,Argentina,779,00:01:53.679,Pass,
