50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,812e3ae8-9403-402b-8c85-2763d001d190,1,,,,3939988,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Mexico,794,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 36949, 'name': 'Julio José González Vela-Alvizu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 26406, 'name': 'Jorge Eduardo Sánchez Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 26368, 'name': 'César Jasib Montes Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 26336, 'name': 'Johan Felipe Vásquez Ibarra'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 27896, 'name': 'Gerardo Daniel Arteaga Zamora'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 26386, 'name': 'Luis Francisco Romo Barrón'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 27889, 'name': 'César Saúl Huerta Valera'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 21}, {'player': {'id': 26280, 'name': 'Orbelín Pineda Alvarado'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 28825, 'name': 'Luis Gerardo Chávez Magallón'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 35375, 'name': 'Julián Andrés Quiñones Quiñones'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 9}, {'player': {'id': 31053, 'name': 'Santiago Tomás Giménez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Mexico,794,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6940089b-73ef-4f21-b43d-aff401d940e2,2,,,,3939988,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Mexico,794,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 32677, 'name': 'Alexander Domínguez Carabalí'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 37737, 'name': 'Angelo Smit Preciado Quiñónez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 30111, 'name': 'Felix Eduardo Torres Caicedo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 41593, 'name': 'Willian Joel Pacho Tenorio'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 38004, 'name': 'Piero Martín Hincapié Reyna'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 37945, 'name': 'Alan Steven Franco Palma'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 37726, 'name': 'Moisés Isaac Caicedo Corozo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 384888, 'name': 'Ray Kendry Páez Andrade'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 40211, 'name': 'Jeremy Leonel Sarmiento Morante'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 16}, {'player': {'id': 348757, 'name': 'Kevin José Rodríguez Cortez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 28559, 'name': 'Enner Remberto Valencia Lastra'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 13}]}",Ecuador,3565,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,febeeb2e-63e0-4aa5-8020-4a04595a854a,3,,,,3939988,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Mexico,794,['ab82e3d0-267a-4981-b851-c0f91db09f84'],0,,,,,,,,,,,,,,,,,Ecuador,3565,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ab82e3d0-267a-4981-b851-c0f91db09f84,4,,,,3939988,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Mexico,794,['febeeb2e-63e0-4aa5-8020-4a04595a854a'],0,,,,,,,,,,,,,,,,,Mexico,794,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8e310ed1-a35f-420f-b5cb-474afe43a5b1,1543,,,,3939988,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,Mexico,794,['be1ba2fb-24fa-436e-88a5-15348090b663'],0,,,,,,,,,,,,,,,,,Mexico,794,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,be1ba2fb-24fa-436e-88a5-15348090b663,1544,,,,3939988,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,Mexico,794,['8e310ed1-a35f-420f-b5cb-474afe43a5b1'],0,,,,,,,,,,,,,,,,,Ecuador,3565,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.228396,,,,,,,,,,,,104a0d3b-98a9-4d25-8555-863ed9fd6bca,5,,,"[61.0, 40.1]",3939988,0,,,,3.1248345,,Right Foot,,,,"[43.1, 40.4]",Ground Pass,,17.902514,,,Luis Francisco Romo Barrón,26386.0,,,,,,Kick Off,1,From Kick Off,Santiago Tomás Giménez,31053.0,Center Forward,2,Mexico,794,['b303fb6e-d3a8-4506-9059-58b44e8c5706'],0,,,,,,,,,,,,,,,,,Mexico,794,00:00:00.689,Pass,
,,,,,,,,,,,,,,,,,1.664781,,,,,,,,,,,,ea9990e4-89c3-44df-8202-b6e9f7789a1d,8,,,"[42.0, 43.1]",3939988,0,,,,2.585837,,Left Foot,,,,"[32.5, 49.0]",Ground Pass,,11.1830225,,,César Jasib Montes Castro,26368.0,,,,,,,1,From Kick Off,Luis Francisco Romo Barrón,26386.0,Center Defensive Midfield,2,Mexico,794,['e0d3a5ba-d019-4af2-a2bf-e9d723f5025a'],2,,,,,,,,,,,,,,,,,Mexico,794,00:00:02.478,Pass,
,,,,,,,,,,,,,,,,,1.972031,,,,,,,,,,,,c81592a3-cfc4-4cfb-84b5-24ce5bac697f,10,,,"[32.5, 49.0]",3939988,0,,,,-1.3756379,,Right Foot,,,,"[37.6, 23.2]",Ground Pass,,26.29924,,,Johan Felipe Vásquez Ibarra,26336.0,,,,,,,1,From Kick Off,César Jasib Montes Castro,26368.0,Right Center Back,2,Mexico,794,['2a349e1c-aee8-4b1a-b267-2700de71a813'],4,,,,,,,,,,,,,,,,,Mexico,794,00:00:04.143,Pass,
,,,,,,,,,,,,,,,,,1.942986,,,,,,,,,,,,a0b5de14-8549-47e8-82e0-1a95d0e53a5b,13,,,"[35.0, 23.6]",3939988,0,,,,2.5291479,,Left Foot,,,,"[15.5, 37.3]",Ground Pass,,23.831491,,,Julio José González Vela-Alvizu,36949.0,,,,,,,1,From Kick Off,Johan Felipe Vásquez Ibarra,26336.0,Left Center Back,2,Mexico,794,['e3b66ea3-9f0e-4916-b8b3-5facbeb70c6b'],6,,,,,,,,,,,,,,,,,Mexico,794,00:00:06.809,Pass,
,,,,,,,,,,,,,,,,,1.255525,,,,,,,,,,,,1d10391d-bec4-42b7-bcbc-ebf5f23e75b2,16,,,"[15.3, 37.4]",3939988,0,,,,-1.2204821,,Right Foot,,,,"[21.0, 21.8]",Ground Pass,,16.608732,,,Johan Felipe Vásquez Ibarra,26336.0,,,,,,,1,From Kick Off,Julio José González Vela-Alvizu,36949.0,Goalkeeper,2,Mexico,794,['bf254de0-0351-4cd9-9936-4d870a6de807'],10,,,,,,,,,,,,,,,,,Mexico,794,00:00:10.577,Pass,
,,,,,,,,,,,,,,,,,2.131638,,,,,,,,,,,,11d50814-7c3d-453d-8425-8f71a3a21d59,20,,,"[27.3, 22.0]",3939988,0,,,,0.13713014,,Left Foot,,,,"[80.2, 29.3]",High Pass,,53.40131,Incomplete,,Santiago Tomás Giménez,31053.0,,,,,,,1,From Kick Off,Johan Felipe Vásquez Ibarra,26336.0,Left Center Back,2,Mexico,794,"['88b74278-cbac-421c-9371-67fa15a3eb3a', 'c21005ba-cc45-46e1-84d0-2c4225b9723b', 'c8e7bbcf-ef4e-44a4-a61e-409106b6a725']",13,,,,,,,,,,,,,,,,,Mexico,794,00:00:13.397,Pass,True
,,,,,,,,,,,,,,,,,4.192292,,,,,,,,,,,,88b74278-cbac-421c-9371-67fa15a3eb3a,22,,,"[39.9, 50.8]",3939988,0,,,,0.31121406,,Right Foot,,,,"[99.9, 70.1]",High Pass,,63.02769,Incomplete,,,,,,,,,Recovery,1,From Kick Off,Felix Eduardo Torres Caicedo,30111.0,Right Center Back,2,Mexico,794,"['11d50814-7c3d-453d-8425-8f71a3a21d59', 'da206bcb-99ed-4c09-8dca-1aed52f46259']",15,,,,,,,,,,,,,,,,,Ecuador,3565,00:00:15.529,Pass,
,,,,,,,,,,,,,,,,,2.925497,,,,,,,,,,,,c12c9594-454c-4bb1-90dd-ab63b24564e7,25,,,"[93.1, 80.0]",3939988,0,,,,-0.87919873,,,,,,"[106.1, 64.3]",High Pass,,20.383572,Incomplete,,,,,,,,,Throw-in,1,From Throw In,Angelo Smit Preciado Quiñónez,37737.0,Right Back,3,Ecuador,3565,['521c65d8-ed98-455a-bb7f-311f39554fc1'],42,,,,,,,,,,,,,,,,,Ecuador,3565,00:00:42.128,Pass,
,,,,,,,,,,,,,,,,,1.088203,,,,,,,,,,,,521c65d8-ed98-455a-bb7f-311f39554fc1,27,,,"[14.0, 15.8]",3939988,0,,,,1.8808515,,Right Foot,,,,"[10.7, 26.1]",Ground Pass,,10.815729,,,Johan Felipe Vásquez Ibarra,26336.0,,,,,,Recovery,1,Regular Play,Gerardo Daniel Arteaga Zamora,27896.0,Left Back,4,Mexico,794,"['b09e571f-1ff9-4a32-b9ef-438a5e5e2d8c', 'c12c9594-454c-4bb1-90dd-ab63b24564e7']",45,,,,,,,,,,,,,,,,,Mexico,794,00:00:45.053,Pass,
,,,,,,,,,,,,,,,,,1.404692,,,,,,,,,,,,f2ba626e-4a8f-4967-a085-7e8b428aeacc,31,,,"[11.0, 27.3]",3939988,0,,,,2.1053128,,Left Foot,,,,"[3.6, 39.8]",Ground Pass,,14.526183,,,Julio José González Vela-Alvizu,36949.0,,,,,,,1,Regular Play,Johan Felipe Vásquez Ibarra,26336.0,Left Center Back,4,Mexico,794,"['7b67ccfe-d189-428e-9b76-07758e3c9743', '98f772e4-8e64-4397-8b32-8bc0b2fa8702']",46,,,,,,,,,,,,,,,,,Mexico,794,00:00:46.775,Pass,True
,,,,,,,,,,,,,,,,,3.344299,,,,,,,,,,,,b21bce1e-5f96-46a0-9212-9257e7ff9ca1,34,,,"[3.2, 40.8]",3939988,0,,,,-0.16048385,,Left Foot,,,,"[69.3, 30.1]",High Pass,,66.960434,Incomplete,,,,,,,,,,1,Regular Play,Julio José González Vela-Alvizu,36949.0,Goalkeeper,4,Mexico,794,"['e2f8f433-167f-48dd-b66c-23582dcc62f4', 'f0e63be0-3b68-4a06-9c5b-722f978e1888']",48,,,,,,,,,,,,,,,,,Mexico,794,00:00:48.179,Pass,True
,,,,,,,,,,,,,,,,,2.240371,,,,,,,,,,,,f0e63be0-3b68-4a06-9c5b-722f978e1888,35,,,"[50.8, 50.0]",3939988,0,,,,0.16514868,,Head,,,,"[64.0, 52.2]",High Pass,,13.382077,,,Moisés Isaac Caicedo Corozo,37726.0,,,,,,Recovery,1,Regular Play,Willian Joel Pacho Tenorio,41593.0,Left Center Back,4,Mexico,794,"['0bd20ad8-9475-4902-a1f2-cac7a4683f27', 'b21bce1e-5f96-46a0-9212-9257e7ff9ca1']",51,,,,,,,,,,,,,,,,,Ecuador,3565,00:00:51.524,Pass,
,,,,,,,,,,,,,,,,,1.752037,,,,,,,,,,,,9fc11f90-a5b6-458b-ac48-176246f321f1,38,,,"[64.0, 52.2]",3939988,0,,,True,0.96356535,,,,,,"[74.7, 67.6]",High Pass,,18.752333,Incomplete,,,,,,,,,,1,Regular Play,Moisés Isaac Caicedo Corozo,37726.0,Left Defensive Midfield,4,Mexico,794,"['48074c1f-8419-485e-9ae1-1e2621223557', 'b07054dd-73e1-4f89-b147-1120225dc5e3']",53,,,,,,,,,,,,,,,,,Ecuador,3565,00:00:53.844,Pass,True
,,,,,,,,,,,,,,,,,1.058903,,,,,,,,,,,,b00a447b-ccff-496f-9821-ba8c6e380008,41,,,"[58.3, 12.6]",3939988,0,,,,-1.092444,,Left Foot,,,,"[62.5, 4.5]",Ground Pass,,9.124144,,,Julián Andrés Quiñones Quiñones,35375.0,,,,,,,1,Regular Play,Gerardo Daniel Arteaga Zamora,27896.0,Left Back,4,Mexico,794,['431200ba-822b-4e39-b017-6bfceaf3de32'],57,,,,,,,,,,,,,,,,,Mexico,794,00:00:57.312,Pass,
,,,,,,,,,,,,,,,,,1.894648,,,,,,,,,,,,a43d0821-3ca4-4473-8fcb-7797a0a70879,44,,,"[59.2, 5.1]",3939988,0,,,,2.643277,,Right Foot,,,,"[38.8, 16.2]",Ground Pass,,23.22434,,,Johan Felipe Vásquez Ibarra,26336.0,,,,,,,1,Regular Play,Julián Andrés Quiñones Quiñones,35375.0,Left Midfield,4,Mexico,794,['0428df69-5501-427f-9a38-388390692e79'],59,,,,,,,,,,,,,,,,,Mexico,794,00:00:59.239,Pass,
,,,,,,,,,,,,,,,,,1.750486,,,,,,,,,,,,38840da4-d021-4ebe-8a3d-fedf9f8f81eb,47,,,"[39.7, 30.8]",3939988,1,,,,1.6233793,,Left Foot,,,,"[38.2, 59.3]",Ground Pass,,28.539446,,,César Jasib Montes Castro,26368.0,,,,,,,1,Regular Play,Johan Felipe Vásquez Ibarra,26336.0,Left Center Back,4,Mexico,794,['5cd398f0-e1b2-4a2a-bc99-92ec08b8c1bc'],3,,,,,,,,,,,,,,,,,Mexico,794,00:01:03.888,Pass,
,,,,,,,,,,,,,,,,,1.438347,,,,,,,,,,,,efef87b5-3cc5-4cb2-b0a7-7943c1e9c312,50,,,"[40.9, 60.3]",3939988,1,,,,0.99003994,,Left Foot,,,,"[51.4, 76.3]",Ground Pass,,19.13766,,,Jorge Eduardo Sánchez Ramos,26406.0,,,,,,,1,Regular Play,César Jasib Montes Castro,26368.0,Right Center Back,4,Mexico,794,['be9d5c78-592b-4e04-bbd8-e8b191630de2'],7,,,,,,,,,,,,,,,,,Mexico,794,00:01:07.742,Pass,
,,,,,,,,,,,,,,,,,1.586438,,,,,,,,,,,,6ff0bbea-c52b-432f-918a-65c8c1973607,53,,,"[51.4, 76.3]",3939988,1,,,,-0.15907237,,Right Foot,,,,"[70.1, 73.3]",Ground Pass,,18.939114,,,Luis Francisco Romo Barrón,26386.0,,,,,,,1,Regular Play,Jorge Eduardo Sánchez Ramos,26406.0,Right Back,4,Mexico,794,['0acafa1e-3777-4dac-90fe-226128d09c76'],9,,,,,,,,,,,,,,,,,Mexico,794,00:01:09.976,Pass,
,,,,,,,,,,,,,,,,,0.962784,,,,,,,,,,,,ed904843-d984-48ed-a327-f0baebc27fe6,56,,,"[82.2, 73.7]",3939988,1,,,,-0.8986371,b308613c-906e-46c1-b06c-a2f2611f1936,Right Foot,,,,"[93.5, 59.5]",Ground Pass,,18.147451,,,Orbelín Pineda Alvarado,26280.0,True,,,,,,1,Regular Play,Luis Francisco Romo Barrón,26386.0,Center Defensive Midfield,4,Mexico,794,['c4a3ebeb-7c0f-4d63-b0c9-01fed7c7760a'],13,,,,,,,,,,,,,,,,,Mexico,794,00:01:13.186,Pass,
,,,,,,,,,,,,,,,,,0.971068,,,,,,,,,,,,cc3b283d-d90f-4f57-a5a3-d333b83b3868,63,,,"[108.1, 80.0]",3939988,1,,,,-1.0595657,,,,,,"[112.7, 71.8]",Low Pass,,9.402127,,,César Saúl Huerta Valera,27889.0,,,,,,Throw-in,1,From Throw In,Jorge Eduardo Sánchez Ramos,26406.0,Right Back,5,Mexico,794,['514e623a-f14b-40ca-bb16-ef2cd2d67292'],24,,,,,,,,,,,,,,,,,Mexico,794,00:01:24.569,Pass,
,,,,,,,,,,,,,,,,,1.114312,,,,,,,,,,,,07b4ae74-db8d-4ef7-9574-6278f209d30b,70,,,"[9.0, 4.3]",3939988,1,,,,0.29376805,,Right Foot,,,,"[32.8, 11.5]",High Pass,,24.865236,Incomplete,,,,,,,,,Recovery,1,Regular Play,Jeremy Leonel Sarmiento Morante,40211.0,Left Midfield,6,Ecuador,3565,"['6c4a1d1f-d2df-4f65-a09d-09280cbe221f', '85a0d2f0-b8c8-4d56-bd14-e583daa16046']",27,,,,,,,,,,,,,,,,,Ecuador,3565,00:01:27.592,Pass,True
,,,,,,,,,,,,,,,,,2.415997,,,,,,,,,,,,85a0d2f0-b8c8-4d56-bd14-e583daa16046,71,,,"[87.3, 68.6]",3939988,1,,,,-0.51384467,,Right Foot,,,,"[119.9, 50.2]",High Pass,,37.434208,Out,,,,,,,,,Recovery,1,Regular Play,César Jasib Montes Castro,26368.0,Right Center Back,6,Ecuador,3565,['07b4ae74-db8d-4ef7-9574-6278f209d30b'],28,,,,,,,,,,,,,,,,,Mexico,794,00:01:28.707,Pass,
,,,,,,,,,,,,,,,,,1.041935,,,,,,,,,,,,90c4753e-faf8-40b9-b65a-5cd614d26baf,72,,,"[6.0, 39.5]",3939988,1,,,,-1.5203341,,Right Foot,,,,"[6.5, 29.6]",Ground Pass,,9.912619,,,Willian Joel Pacho Tenorio,41593.0,,,,,,Goal Kick,1,From Goal Kick,Alexander Domínguez Carabalí,32677.0,Goalkeeper,7,Ecuador,3565,['f9344b3c-8e64-489f-b44e-d9d4504ce822'],48,,,,,,,,,,,,,,,,,Ecuador,3565,00:01:48.931,Pass,
,,,,,,,,,,,,,,,,,0.719848,,,,,,,,,,,,ddce95ce-0d38-4ff5-b59e-ffbd267da9e7,75,,,"[6.5, 29.6]",3939988,1,,,,1.7894653,,Left Foot,,,,"[4.9, 36.8]",Ground Pass,,7.3756356,,,Alexander Domínguez Carabalí,32677.0,,,,,,,1,From Goal Kick,Willian Joel Pacho Tenorio,41593.0,Left Center Back,7,Ecuador,3565,['7aad75b9-7963-4fa7-bdd9-9779c533c1d1'],50,,,,,,,,,,,,,,,,,Ecuador,3565,00:01:50.903,Pass,
,,,,,,,,,,,,,,,,,3.019878,,,,,,,,,,,,92323f06-ff71-471e-93d6-e7557eceabe7,79,,,"[4.3, 38.8]",3939988,1,,,,0.40660378,,Right Foot,,,,"[67.7, 66.1]",High Pass,,69.02789,Incomplete,,,,,,,,,,1,From Goal Kick,Alexander Domínguez Carabalí,32677.0,Goalkeeper,7,Ecuador,3565,['7a6c2506-2743-4487-9c0b-07f2b91a14b7'],54,,,,,,,,,,,,,,,,,Ecuador,3565,00:01:54.066,Pass,
,,,,,,,,,,,,,,,,,1.490986,,,,,,,,,,,,7a6c2506-2743-4487-9c0b-07f2b91a14b7,80,,,"[52.4, 14.0]",3939988,1,,,,0.018070322,,Head,,,,"[69.0, 14.3]",Low Pass,,16.60271,,,Julián Andrés Quiñones Quiñones,35375.0,,,,,,Recovery,1,Regular Play,Gerardo Daniel Arteaga Zamora,27896.0,Left Back,8,Mexico,794,"['0850f049-5cf0-420f-a351-445567999e37', '92323f06-ff71-471e-93d6-e7557eceabe7']",57,,,,,,,,,,,,,,,,,Mexico,794,00:01:57.086,Pass,
,,,,,,,,,,,,,,,,,1.629419,,,,,,,,,,,,4a48b2f6-3ec9-4507-9bdd-afe493af1980,84,,,"[68.6, 16.0]",3939988,1,,,,1.1309538,,Right Foot,,,,"[75.0, 29.6]",Ground Pass,,15.030636,,,Santiago Tomás Giménez,31053.0,,,,,,,1,Regular Play,Julián Andrés Quiñones Quiñones,35375.0,Left Midfield,8,Mexico,794,"['17994d78-6002-425f-b3f5-d2bdc53e287f', 'c26e65ca-9cf6-4efa-a1e1-0b68212bea25']",58,,,,,,,,,,,,,,,,,Mexico,794,00:01:58.651,Pass,True
,,,,,,,,,,,,,,,,,1.398089,,,,,,,,,,,,1cb626b3-ca73-40cc-a021-69a5851e8305,86,,,"[75.0, 29.6]",3939988,2,,,,1.6259129,,Left Foot,,,,"[74.2, 44.1]",Ground Pass,,14.522052,,,Luis Francisco Romo Barrón,26386.0,,,,,,,1,Regular Play,Santiago Tomás Giménez,31053.0,Center Forward,8,Mexico,794,['f17f7ba1-7db4-4e5f-8397-940efad68c6a'],0,,,,,,,,,,,,,,,,,Mexico,794,00:02:00.281,Pass,
,,,,,,,,,,,,,,,,,0.979939,,,,,,,,,,,,b0ff92c2-627b-4d6b-877c-5eb141cc3688,88,,,"[74.2, 44.1]",3939988,2,,,,0.052860763,f2fde3ef-fdb4-4772-9e42-2daa132e649e,Right Foot,,,,"[93.1, 45.1]",Ground Pass,,18.926437,,,César Saúl Huerta Valera,27889.0,True,,,,,,1,Regular Play,Luis Francisco Romo Barrón,26386.0,Center Defensive Midfield,8,Mexico,794,['3fdc8eb4-cb31-4ea5-aecf-e968092a4b5e'],1,,,,,,,,,,,,,,,,,Mexico,794,00:02:01.679,Pass,
,,,,,,,,,,,,,,,,,1.796033,,,,,,,,,,,,29ef657e-7b32-4ac4-874e-859064949290,97,,,"[6.0, 37.1]",3939988,2,,,,-1.3806098,,Right Foot,,,,"[9.6, 18.4]",Ground Pass,,19.043371,,,Willian Joel Pacho Tenorio,41593.0,,,,,,Goal Kick,1,From Goal Kick,Alexander Domínguez Carabalí,32677.0,Goalkeeper,9,Ecuador,3565,['fede16eb-9499-444e-b563-8d4b83c9b0db'],32,,,,,,,,,,,,,,,,,Ecuador,3565,00:02:32.386,Pass,
,,,,,,,,,,,,,,,,,2.824551,,,,,,,,,,,,83798e04-d9f7-4ba3-be52-6399904428c6,100,,,"[13.7, 14.7]",3939988,2,,,,-0.15251017,,Left Foot,,,,"[67.7, 6.4]",High Pass,,54.634148,Incomplete,,,,,,,,,,1,From Goal Kick,Willian Joel Pacho Tenorio,41593.0,Left Center Back,9,Ecuador,3565,['1521dc97-3671-41f9-aabe-60b6208f2415'],35,,,,,,,,,,,,,,,,,Ecuador,3565,00:02:35.495,Pass,
,,,,,,,,,,,,,,,,,1.986694,,,,,,,,,,,,1521dc97-3671-41f9-aabe-60b6208f2415,102,,,"[52.4, 73.7]",3939988,2,,,True,-0.93650097,,,,,,"[62.7, 59.7]",High Pass,,17.380737,,,Luis Gerardo Chávez Magallón,28825.0,,,,,,Recovery,1,Regular Play,Jorge Eduardo Sánchez Ramos,26406.0,Right Back,10,Mexico,794,"['2c9b1333-7b01-4007-91b1-f1edf9b8b18f', '48ccbff8-4c86-4bce-8622-0c848c4166ef', '83798e04-d9f7-4ba3-be52-6399904428c6']",38,,,,,,,,,,,,,,,,,Mexico,794,00:02:38.319,Pass,True
,,,,,,,,,,,,,,,,,1.087885,,,,,,,,,,,,89b22329-4196-48de-9b11-0ce45c829334,104,,,"[64.1, 60.3]",3939988,2,,,,0.16098781,,Head,,,,"[75.8, 62.2]",Low Pass,,11.85327,,,Orbelín Pineda Alvarado,26280.0,,,,,,,1,Regular Play,Luis Gerardo Chávez Magallón,28825.0,Left Center Midfield,10,Mexico,794,['af6956b1-7c68-4df5-9c31-511b1374a25d'],40,,,,,,,,,,,,,,,,,Mexico,794,00:02:40.306,Pass,
,,,,,,,,,,,,,,,,,0.834956,,,,,,,,,,,,bace324c-68ac-4d2c-bd3f-cd19371e7dad,108,,,"[76.0, 62.6]",3939988,2,,,,-1.439969,,Left Foot,,,,"[77.0, 55.0]",Low Pass,,7.6655073,,,Santiago Tomás Giménez,31053.0,,,,,,,1,Regular Play,Orbelín Pineda Alvarado,26280.0,Right Center Midfield,10,Mexico,794,['4d1aeec8-b2b1-42b3-ad19-53f090446912'],41,,,,,,,,,,,,,,,,,Mexico,794,00:02:41.423,Pass,
,,,,,,,,,,,,,,,,,1.181137,,,,,,,,,,,,60bc15d4-2bbb-4628-87f0-167e6e52c3e8,110,,,"[77.0, 55.0]",3939988,2,,,,3.1415927,,Left Foot,,,,"[72.7, 55.0]",Ground Pass,,4.3,,,Luis Gerardo Chávez Magallón,28825.0,,,,,,,1,Regular Play,Santiago Tomás Giménez,31053.0,Center Forward,10,Mexico,794,['72299fe7-42ee-463d-bfd6-93bf204d6bf4'],42,,,,,,,,,,,,,,,,,Mexico,794,00:02:42.258,Pass,
,,,,,,,,,,,,,,,,,1.637568,,,,,,,,,,,,2d47dfc4-a0ed-4e95-9a4a-d90a4c7846f0,113,,,"[73.3, 55.0]",3939988,2,,,,-1.3129318,,Left Foot,,,,"[80.5, 27.7]",Ground Pass,,28.23349,Incomplete,,Julián Andrés Quiñones Quiñones,35375.0,,,,,,,1,Regular Play,Luis Gerardo Chávez Magallón,28825.0,Left Center Midfield,10,Mexico,794,"['0cafc099-a89d-42b7-a2aa-1e937eb1fcf4', '5ef342e4-858b-4459-abfd-2bcce0981ead']",43,,,,,,,,,,,,,,,,,Mexico,794,00:02:43.439,Pass,
,,,,,,,,,,,,,,,,,1.687142,,,,,,,,,,,,e6537be1-812f-4776-873c-508fe94733f2,118,,,"[17.3, 25.2]",3939988,2,,,,2.040062,,Left Foot,,,,"[10.1, 39.4]",Ground Pass,,15.921055,,,Julio José González Vela-Alvizu,36949.0,,,,,,,1,Regular Play,Johan Felipe Vásquez Ibarra,26336.0,Left Center Back,11,Mexico,794,['3089d06e-a12c-45dd-b1e4-3750d8b9fc68'],57,,,,,,,,,,,,,,,,,Mexico,794,00:02:57.046,Pass,
,,,,,,,,,,,,,,,,,1.620974,,,,,,,,,,,,8fddaaf1-6697-43a4-9b41-0ab73daf6d2c,121,,,"[10.9, 46.0]",3939988,2,,,,1.0787011,,Left Foot,,,,"[21.3, 65.4]",Ground Pass,,22.011814,,,César Jasib Montes Castro,26368.0,,,,,,,1,Regular Play,Julio José González Vela-Alvizu,36949.0,Goalkeeper,11,Mexico,794,['4ac12ea7-a57a-4ca4-a9a3-1e25bfc84ea0'],59,,,,,,,,,,,,,,,,,Mexico,794,00:02:59.537,Pass,
