ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.720115,,,,,,,,,,,3d04868c-4f94-4d65-833d-e0a097209da2,703,,"[66.4, 57.2]",3939973,20,,,,0.720273,,Right Foot,,,"[90.9, 78.7]",,High Pass,,32.596012,,,,Giorgian Daniel De Arrascaeta Benedetti,5258.0,,,,,,,1,From Throw In,Ronald Federico Araújo da Silva,32480.0,Right Center Back,38,Uruguay,783,"['528c7a2e-afec-41b4-91ce-996ebb3fb005', 'd56baaa4-b2d9-4f83-bcfd-d16788667d15']",23,,,,,,,,,,,,,,,,,Uruguay,783,00:20:23.303,Pass,True
,,,,,,,,,,,,,,,0.858634,,,,,,,,,,,0dd6b453-4a95-4325-bc27-8084bfc5e623,705,,"[91.9, 78.9]",3939973,20,,,,0.14189705,,Head,,,"[99.6, 80.0]",,High Pass,,7.7781744,,Out,,,,,,,,,,1,From Throw In,Giorgian Daniel De Arrascaeta Benedetti,5258.0,Center Attacking Midfield,38,Uruguay,783,,25,,,,,,,,,,,,,,,,,Uruguay,783,00:20:25.024,Pass,
,,,,,,,,,,,,,,,3.405641,,,,,,,,,,,b4f7bc36-280f-4a93-9101-fa8384a34633,706,,"[26.5, 0.1]",3939973,20,,,,0.08159415,,,,,"[69.3, 3.6]",,High Pass,,42.942867,,,,Edgar Yoel Bárcenas Herrera,5637.0,,,,,,Throw-in,1,From Throw In,Erick Javier Davis Grajales,5634.0,Left Wing Back,39,Panama,798,['e5168686-1f74-475d-a8d0-a2251ee01f36'],28,,,,,,,,,,,,,,,,,Panama,798,00:20:28.816,Pass,
,,,,,,,,,,,,,,,1.229914,,,,,,,,,,,e927be66-6275-49e4-b4a5-cd9d9a9dc774,716,,"[45.4, 80.0]",3939973,20,,,,-1.6426723,,,,,"[44.5, 67.5]",,Low Pass,,12.532358,,,,Federico Santiago Valverde Dipetta,6773.0,,,,,,Throw-in,1,From Throw In,Nahitan Michel Nández Acosta,5247.0,Right Back,41,Uruguay,783,['918435f7-2a16-4922-b0e1-f69eeb078268'],59,,,,,,,,,,,,,,,,,Uruguay,783,00:20:59.975,Pass,
,,,,,,,,,,,,,,,1.119076,,,,,,,,,,,6eeea9b4-a97b-4906-b30e-f35dc56077f2,718,,"[43.8, 67.5]",3939973,21,,,,0.10438115,,Right Foot,,,"[64.8, 69.7]",,Low Pass,,21.114923,,,,Darwin Gabriel Núñez Ribeiro,32478.0,,,,,,,1,From Throw In,Federico Santiago Valverde Dipetta,6773.0,Right Defensive Midfield,41,Uruguay,783,['0f334523-69ce-44a7-88f9-714e1f7ec173'],1,,,,,,,,,,,,,,,,,Uruguay,783,00:21:01.205,Pass,
,,,,,,,,,,,,,,,1.99712,,,,,,,,,,,21d758b1-38c6-44d2-b0cd-c3bb452840b0,722,,"[65.4, 66.8]",3939973,21,,,,-1.9448837,,Right Foot,,,"[50.6, 29.1]",,High Pass,,40.500988,,,,Matías Nicolás Viña Susperreguy,34476.0,,,,,,,1,From Throw In,Darwin Gabriel Núñez Ribeiro,32478.0,Center Forward,41,Uruguay,783,"['2d4bfbc0-9491-4c31-bb40-fa4047d7b46b', 'd7908993-6a2c-45a9-889f-04a3dd7f06bd']",3,,,,,,,,,,,,,,,,,Uruguay,783,00:21:03.785,Pass,True
,,,,,,,,,,,,,,,1.770881,,,,,,,,,,,b3ec409d-c30b-4299-b7f5-cad3b5bba263,725,,"[60.4, 22.5]",3939973,21,,,,-0.5834281,,Left Foot,,,"[85.7, 5.8]",,Ground Pass,,30.314682,,,,Maximiliano Javier Araújo Vilches,35492.0,,,,,,,1,From Throw In,Matías Nicolás Viña Susperreguy,34476.0,Left Back,41,Uruguay,783,['fb51cca4-5e7d-4d7c-8eb1-99f117374f87'],7,,,,,,,,,,,,,,,,,Uruguay,783,00:21:07.435,Pass,
,,,,,,,,,,,,,,,1.230488,,,,,,,,,,,6e78db89-7bad-4a4f-bca5-b1fcad3e2faf,728,,"[93.1, 9.7]",3939973,21,,,,0.9423965,,Left Foot,,,"[104.0, 24.7]",,Ground Pass,,18.542114,,Incomplete,,,,,,,,,,1,From Throw In,Maximiliano Javier Araújo Vilches,35492.0,Left Wing,41,Uruguay,783,['cdc5559b-9ffd-4f18-8336-fd31649d741b'],10,,,,,,,,,,,,,,,,,Uruguay,783,00:21:10.786,Pass,
,,,,,,,,,,,,,,,0.88326,,,,,,,,,,,25512c70-5869-4b17-a1a5-7330c17cc077,731,,"[6.0, 30.0]",3939973,21,,,,1.9322373,,Left Foot,,,"[2.9, 38.2]",,Ground Pass,,8.766413,,,,Orlando Mosquera,104179.0,,,,,,Goal Kick,1,From Goal Kick,José Ángel Córdoba Chambers,223971.0,Center Back,42,Panama,798,['094b3c56-3d39-4526-a3d0-493437a66280'],28,,,,,,,,,,,,,,,,,Panama,798,00:21:28.705,Pass,
,,,,,,,,,,,,,,,3.360183,,,,,,,,,,,ca8a9e73-07f3-460a-adc4-98b21ddc2b7a,735,,"[10.1, 44.1]",3939973,21,,,,0.5910329,,Right Foot,,,"[63.3, 79.8]",,High Pass,,64.06817,,Out,,Michael Amir Murillo Bermudez,5641.0,,,,,,,1,From Goal Kick,Orlando Mosquera,104179.0,Goalkeeper,42,Panama,798,"['09de0b3d-f7ba-4f88-8f38-29d3e4d53d4d', '1bbd0415-4e03-408b-b17d-a85989d90638']",33,,,,,,,,,,,,,,,,,Panama,798,00:21:33.045,Pass,True
,,,,,,,,,,,,,,,1.670166,,,,,,,,,,,f3794700-4b01-4c0c-8c55-afa21a344393,737,,"[69.4, 0.1]",3939973,21,,,,0.19963938,,,,,"[95.1, 5.3]",,High Pass,,26.220793,,Incomplete,,Federico Santiago Valverde Dipetta,6773.0,,,,,,Throw-in,1,From Throw In,Matías Nicolás Viña Susperreguy,34476.0,Left Back,43,Uruguay,783,"['4b1abc35-bba6-42ee-8771-43e5b61d9d90', 'cd44baf6-e1ee-47ee-aa12-dbf717bcc39d']",48,,,,,,,,,,,,,,,,,Uruguay,783,00:21:48.887,Pass,
,,,,,,,,,,,,,,,0.728265,,,,,,,,,,,b99b9f0b-3c7a-498f-80ec-7dd96aa4624c,740,,"[91.7, 0.1]",3939973,22,,,,0.9103716,,,,,"[100.4, 11.3]",,Low Pass,,14.182031,,Incomplete,,,,,,,,,Throw-in,1,From Throw In,Matías Nicolás Viña Susperreguy,34476.0,Left Back,44,Uruguay,783,['14f34c7a-02bd-429b-89d4-d59bd68c1ed0'],16,,,,,,,,,,,,,,,,,Uruguay,783,00:22:16.310,Pass,
,,,,,,,,,,,,,,,0.733773,,,,,,,,,,,69cc2254-02da-40c5-b2b5-44f784a385fc,743,,"[21.4, 73.2]",3939973,22,,,,-0.043831557,,Right Foot,,,"[32.8, 72.7]",,Ground Pass,,11.410959,,,,José Luis Rodríguez Francis,5628.0,,,,,,,1,Regular Play,Christian Jesús Martinez,16637.0,Right Defensive Midfield,45,Panama,798,['cb202bfe-5348-4de6-bf03-9f77149291ae'],17,,,,,,,,,,,,,,,,,Panama,798,00:22:17.838,Pass,
,,,,,,,,,,,,,,,0.79171,,,,,,,,,,,ab4e648e-b15f-4d64-9304-a666837eba9c,745,,"[32.8, 72.7]",3939973,22,,,,2.9471126,,Left Foot,,,"[26.2, 74.0]",,Ground Pass,,6.726812,,,,Christian Jesús Martinez,16637.0,,,,,,,1,Regular Play,José Luis Rodríguez Francis,5628.0,Right Wing,45,Panama,798,['a02bfda5-3464-4e0f-8556-e60491928e2a'],18,,,,,,,,,,,,,,,,,Panama,798,00:22:18.572,Pass,
,,,,,,,,,,,,,,,1.583875,,,,,,,,,,,0a4cd9b3-dd76-47ac-9cfb-770f67b156e7,747,,"[27.4, 74.1]",3939973,22,,,,-0.30781418,,Left Foot,,,"[44.7, 68.6]",,Ground Pass,,18.153236,,Incomplete,,José Fajardo Nelson,91089.0,,,,,,,1,Regular Play,Christian Jesús Martinez,16637.0,Right Defensive Midfield,45,Panama,798,"['4c9337ec-1112-44cb-b5ce-e6e9a942d7b5', '7205e60d-f682-4df7-93d5-6ea3fa448dbe']",19,,,,,,,,,,,,,,,,,Panama,798,00:22:19.364,Pass,
,,,,,,,,,,,,,,,0.668942,,,,,,,,,,,4c9337ec-1112-44cb-b5ce-e6e9a942d7b5,750,,"[75.4, 11.5]",3939973,22,,,,1.0140336,,Left Foot,,,"[81.5, 21.3]",,Ground Pass,,11.543396,,,,Federico Santiago Valverde Dipetta,6773.0,,,,,,Recovery,1,Regular Play,Mathías Olivera Miramontes,7104.0,Left Center Back,46,Uruguay,783,"['0a4cd9b3-dd76-47ac-9cfb-770f67b156e7', 'c34cf867-f368-402c-b7ab-c579864e55c8', 'ea56ef6c-40b1-4e27-8dc0-d179f33d5508']",20,,,,,,,,,,,,,,,,,Uruguay,783,00:22:20.947,Pass,True
,,,,,,,,,,,,,,,2.582721,,,,,,,,,,,d6686e2f-d5f1-4b6f-9b34-d959d90c2a06,753,,"[74.4, 25.5]",3939973,22,,,,1.92921,,Right Foot,,,"[62.9, 56.2]",,Ground Pass,,32.783226,,,,Nahitan Michel Nández Acosta,5247.0,,,,,,,1,Regular Play,Federico Santiago Valverde Dipetta,6773.0,Right Defensive Midfield,46,Uruguay,783,['6a4b0606-cae6-460f-af06-6d886007da5f'],22,,,,,,,,,,,,,,,,,Uruguay,783,00:22:22.454,Pass,
,,,,,,,,,,,,,,,1.294326,,,,,,,,,,,9b897058-cc90-4c52-8397-3370fe282544,756,,"[71.6, 60.2]",3939973,22,,,,-1.6898882,,Right Foot,,,"[70.2, 48.5]",,Ground Pass,,11.783463,,,,Federico Santiago Valverde Dipetta,6773.0,,,,,,,1,Regular Play,Nahitan Michel Nández Acosta,5247.0,Right Back,46,Uruguay,783,['8935872a-ad4a-48b2-93e5-29ee7659102e'],26,,,,,,,,,,,,,,,,,Uruguay,783,00:22:26.045,Pass,
,,,,,,,,,,,,,,,1.557411,,,,,,,,,,,da423b1a-b2cf-499b-ad88-1b8e9881f2a2,759,,"[70.2, 48.5]",3939973,22,,,,-0.569864,,Right Foot,,,"[80.5, 41.9]",,Ground Pass,,12.233151,,,,Manuel Ugarte Ribeiro,36659.0,,,,,,,1,Regular Play,Federico Santiago Valverde Dipetta,6773.0,Right Defensive Midfield,46,Uruguay,783,['a663f66e-d258-4eb9-afbb-2dffeb90e6b4'],27,,,,,,,,,,,,,,,,,Uruguay,783,00:22:27.964,Pass,
,,,,,,,,,,,,,,,1.708657,,,,,,,,,,,01b0f346-fb13-42f7-aab6-4a6d5f07f1f3,767,,"[95.3, 31.6]",3939973,22,,,,-0.30323416,,Right Foot,,,"[111.6, 26.5]",,Ground Pass,,17.079227,,Pass Offside,,Maximiliano Javier Araújo Vilches,35492.0,,,,Through Ball,True,,1,Regular Play,Manuel Ugarte Ribeiro,36659.0,Left Defensive Midfield,46,Uruguay,783,['3d4e67c5-c517-4f5b-b066-2f9f1e5fd164'],31,,,,,,,,,,,,,,,,,Uruguay,783,00:22:31.493,Pass,
,,,,,,,,,,,,,,,1.396676,,,,,,,,,,,ceedcdf8-c575-4e9a-9699-fbe83e8af822,769,,"[14.8, 47.8]",3939973,23,,,,-0.26540002,,Right Foot,,,"[44.6, 39.7]",,Ground Pass,,30.881224,,Incomplete,,Edgar Yoel Bárcenas Herrera,5637.0,,,,,,Free Kick,1,From Free Kick,Orlando Mosquera,104179.0,Goalkeeper,47,Panama,798,"['9ffd3f42-2ff5-42ef-9672-85228411f70b', 'd64062ba-f1e3-45a2-ada4-81130264694a']",4,,,,,,,,,,,,,,,,,Panama,798,00:23:04.535,Pass,
,,,,,,,,,,,,,,,1.721279,,,,,,,,,,,f72759f4-6be6-4996-9931-7e3235c4c49d,773,,"[79.1, 43.4]",3939973,23,,,,-0.58421,,Right Foot,,,"[97.4, 31.3]",,Ground Pass,,21.93855,,,,Darwin Gabriel Núñez Ribeiro,32478.0,,,,,,,1,Regular Play,Federico Santiago Valverde Dipetta,6773.0,Right Defensive Midfield,48,Uruguay,783,['c1e9c32c-f492-4126-91f4-a1137cc0385c'],6,,,,,,,,,,,,,,,,,Uruguay,783,00:23:06.519,Pass,
,,,,,,,,,,,,,,,1.092377,,,,,,,,,,,0402fe36-daab-41e3-b8ba-9dc56c851b63,777,,"[100.7, 39.8]",3939973,23,,,,0.9316336,,Right Foot,,,"[106.2, 47.2]",,Ground Pass,,9.220087,,,,Giorgian Daniel De Arrascaeta Benedetti,5258.0,,,,,,,1,Regular Play,Darwin Gabriel Núñez Ribeiro,32478.0,Center Forward,48,Uruguay,783,"['234ff5c0-863a-431a-ace9-87fe58621291', '816feda7-533e-4981-b4db-6f5b9bf4128b']",9,,,,,,,,,,,,,,,,,Uruguay,783,00:23:09.185,Pass,True
,,,,,,,,,,,,,,,2.546251,,,,,,,,,,,320bfc04-da44-4e51-b720-ad18be992005,784,,"[13.2, 32.7]",3939973,23,,,,0.0075756125,,Left Foot,,,"[39.6, 32.9]",,High Pass,,26.400757,,Incomplete,,Edgar Yoel Bárcenas Herrera,5637.0,,,,,,,1,Regular Play,José Ángel Córdoba Chambers,223971.0,Center Back,48,Uruguay,783,"['0ff6a00d-5943-4a65-8cdc-98afaba085c0', 'd462a6b3-73ed-4955-bf7b-c12cfd21fe38']",11,,,,,,,,,,,,,,,,,Panama,798,00:23:11.182,Pass,
,,,,,,,,,,,,,,,1.291182,,,,,,,,,,,d462a6b3-73ed-4955-bf7b-c12cfd21fe38,787,,"[80.5, 47.2]",3939973,23,,,True,-0.6444942,,,,,"[96.6, 35.1]",,High Pass,,20.14001,,Incomplete,,Darwin Gabriel Núñez Ribeiro,32478.0,,,,,,Recovery,1,Regular Play,Ronald Federico Araújo da Silva,32480.0,Right Center Back,48,Uruguay,783,"['320bfc04-da44-4e51-b720-ad18be992005', '56dedc4f-1234-4cfe-8761-05307dd80dd2', 'b382f43a-9600-4c4a-8c85-72a547b4e96b', 'c8088ddb-723b-411f-975b-69aac5143f04']",13,,,,,,,,,,,,,,,,,Uruguay,783,00:23:13.728,Pass,True
,,,,,,,,,,,,,,,1.221278,,,,,,,,,,,cc636e6b-9ce2-4ba0-b40e-44111bdc6c26,790,,"[68.0, 0.1]",3939973,23,,,,1.9903549,,,,,"[61.8, 14.0]",,Low Pass,,15.220053,,,,Manuel Ugarte Ribeiro,36659.0,,,,,,Throw-in,1,From Throw In,Matías Nicolás Viña Susperreguy,34476.0,Left Back,49,Uruguay,783,['265caa1e-e5fc-4d91-851d-9c542fd3e7d7'],22,,,,,,,,,,,,,,,,,Uruguay,783,00:23:22.614,Pass,
,,,,,,,,,,,,,,,2.870835,,,,,,,,,,,f6622a99-7177-4da1-88df-486eb557f6bb,793,,"[60.6, 14.5]",3939973,23,,,,-3.1324606,,Right Foot,,,"[38.7, 14.3]",,Low Pass,,21.900913,,,,Mathías Olivera Miramontes,7104.0,,,,,,,1,From Throw In,Manuel Ugarte Ribeiro,36659.0,Left Defensive Midfield,49,Uruguay,783,['137186e3-2dc1-4e6f-b5a3-6feb9581d685'],24,,,,,,,,,,,,,,,,,Uruguay,783,00:23:24.667,Pass,
,,,,,,,,,,,,,,,2.364358,,,,,,,,,,,2ef2bfc2-f1c3-4249-bc1d-7a40af4ff947,796,,"[45.4, 18.1]",3939973,23,,,,1.5634164,,Left Foot,,,"[45.6, 45.2]",,Ground Pass,,27.100739,,,,Ronald Federico Araújo da Silva,32480.0,,,,,,,1,From Throw In,Mathías Olivera Miramontes,7104.0,Left Center Back,49,Uruguay,783,['d0de98f0-2d1d-4911-b614-c14041ac9d5e'],28,,,,,,,,,,,,,,,,,Uruguay,783,00:23:28.397,Pass,
,,,,,,,,,,,,,,,0.916202,,,,,,,,,,,4eecb2dc-7018-4b69-ba22-118eb26e76a7,799,,"[54.9, 48.8]",3939973,23,,,,-0.02438541,,Right Foot,,,"[67.2, 48.5]",,Ground Pass,,12.303658,,,,Giorgian Daniel De Arrascaeta Benedetti,5258.0,,,,,,,1,From Throw In,Ronald Federico Araújo da Silva,32480.0,Right Center Back,49,Uruguay,783,['bca4c6df-a875-4c8f-b627-9ad9c6b6dfe2'],33,,,,,,,,,,,,,,,,,Uruguay,783,00:23:33.750,Pass,
,,,,,,,,,,,,,,,1.240542,,,,,,,,,,,b0105b51-cb9f-4e1b-a211-0befc4c0612d,801,,"[67.0, 48.2]",3939973,23,,,,3.1181595,,Right Foot,,,"[54.2, 48.5]",,Ground Pass,,12.803515,,,,Ronald Federico Araújo da Silva,32480.0,,,,,,,1,From Throw In,Giorgian Daniel De Arrascaeta Benedetti,5258.0,Center Attacking Midfield,49,Uruguay,783,['297855f8-6e61-4c43-9033-8b49e5887d18'],34,,,,,,,,,,,,,,,,,Uruguay,783,00:23:34.666,Pass,
,,,,,,,,,,,,,,,1.304999,,,,,,,,,,,0fb1978e-75f6-4182-af1b-acb6b6fc8d15,804,,"[54.2, 48.5]",3939973,23,,,,-1.3734008,,Right Foot,,,"[56.6, 36.5]",,Ground Pass,,12.237647,,,,Mathías Olivera Miramontes,7104.0,,,,,,,1,From Throw In,Ronald Federico Araújo da Silva,32480.0,Right Center Back,49,Uruguay,783,['fb69f165-b660-4a29-ab6a-d710b69cd394'],36,,,,,,,,,,,,,,,,,Uruguay,783,00:23:36.105,Pass,
,,,,,,,,,,,,,,,1.715394,,,,,,,,,,,d23cd119-e482-4de0-8a54-d8c81483ca1e,808,,"[66.8, 29.9]",3939973,23,,,,-0.8540264,,Left Foot,,,"[87.8, 5.8]",,Ground Pass,,31.965763,,,,Matías Nicolás Viña Susperreguy,34476.0,,,,,,,1,From Throw In,Mathías Olivera Miramontes,7104.0,Left Center Back,49,Uruguay,783,"['7248a652-6e23-488c-a920-910c85c7367e', 'c71d965a-354d-46ec-97db-a9d8a59f0caf']",41,,,,,,,,,,,,,,,,,Uruguay,783,00:23:41.857,Pass,True
,,,,,,,,,,,,,,,1.527949,,,,,,,,,,,8b175f16-303e-4998-95ae-32f4de64bf8b,811,,"[87.5, 5.8]",3939973,23,,,,2.6521206,,Left Foot,,,"[76.8, 11.5]",,Ground Pass,,12.12353,,,,Manuel Ugarte Ribeiro,36659.0,,,,,,,1,From Throw In,Matías Nicolás Viña Susperreguy,34476.0,Left Back,49,Uruguay,783,['b34a4e6d-2ebd-49a2-8e64-bea5834bd121'],45,,,,,,,,,,,,,,,,,Uruguay,783,00:23:45.219,Pass,
,,,,,,,,,,,,,,,1.009934,,,,,,,,,,,44c1c44a-b1f8-429f-9d94-8ab454c8dacf,814,,"[74.4, 11.9]",3939973,23,,,,1.7628443,,Right Foot,,,"[71.6, 26.3]",,Ground Pass,,14.669697,,,,Mathías Olivera Miramontes,7104.0,,,,,,,1,From Throw In,Manuel Ugarte Ribeiro,36659.0,Left Defensive Midfield,49,Uruguay,783,['ec27d902-8840-4e5b-8ab6-5320d8d6a1b0'],47,,,,,,,,,,,,,,,,,Uruguay,783,00:23:47.338,Pass,
,,,,,,,,,,,,,,,2.058543,,,,,,,,,,,1f0cbb58-2e70-4dbb-8ec3-e2883a041942,818,,"[73.8, 39.7]",3939973,23,,,,2.7046647,,Left Foot,,,"[55.6, 48.2]",,Ground Pass,,20.08706,,,,Ronald Federico Araújo da Silva,32480.0,,,,,,,1,From Throw In,Mathías Olivera Miramontes,7104.0,Left Center Back,49,Uruguay,783,['031ded5b-e0b7-47ac-9593-7946e9b7ddfc'],50,,,,,,,,,,,,,,,,,Uruguay,783,00:23:50.620,Pass,
,,,,,,,,,,,,,,,2.170713,,,,,,,,,,,1015d377-aec3-43f6-b479-e0ec3974ba16,821,,"[55.6, 48.6]",3939973,23,,,,1.3062307,,Right Foot,,,"[62.4, 73.7]",,Ground Pass,,26.004807,,,,Nahitan Michel Nández Acosta,5247.0,,,,,,,1,From Throw In,Ronald Federico Araújo da Silva,32480.0,Right Center Back,49,Uruguay,783,['98f9736d-649b-4931-b56b-2f1b3536b0ec'],52,,,,,,,,,,,,,,,,,Uruguay,783,00:23:52.894,Pass,
,,,,,,,,,,,,,,,2.116063,,,,,,,,,,,6d78fcc1-807e-4bc2-84e4-45ae057f8d7e,824,,"[61.8, 69.6]",3939973,23,,,,-1.7569712,,Right Foot,,,"[56.3, 40.4]",,Ground Pass,,29.713465,,,,Mathías Olivera Miramontes,7104.0,,,,,,,1,From Throw In,Nahitan Michel Nández Acosta,5247.0,Right Back,49,Uruguay,783,['ff556760-b021-4084-a159-b5f1cae9d5fb'],55,,,,,,,,,,,,,,,,,Uruguay,783,00:23:55.528,Pass,
,,,,,,,,,,,,,,,1.766308,,,,,,,,,,,901898bf-bd1e-497c-8d12-98901ddd2057,827,,"[61.2, 38.4]",3939973,23,,,,-0.96743983,,Left Foot,,,"[69.4, 26.5]",,Ground Pass,,14.451644,,,,Manuel Ugarte Ribeiro,36659.0,,,,,,,1,From Throw In,Mathías Olivera Miramontes,7104.0,Left Center Back,49,Uruguay,783,['46d77192-8819-47c2-af7a-fc1622c504cc'],58,,,,,,,,,,,,,,,,,Uruguay,783,00:23:58.888,Pass,
,,,,,,,,,,,,,,,2.899,,,,,,,,,,,6639346b-40f5-49d4-8313-40c3148fccc3,830,,"[75.8, 30.2]",3939973,24,,,,1.2956786,,Right Foot,,,"[88.7, 75.9]",,High Pass,,47.485786,,,,Nahitan Michel Nández Acosta,5247.0,,,True,,,,1,From Throw In,Manuel Ugarte Ribeiro,36659.0,Left Defensive Midfield,49,Uruguay,783,['420248f3-2466-4c61-9baa-93402e7e31b1'],5,,,,,,,,,,,,,,,,,Uruguay,783,00:24:05.560,Pass,
,,,,,,,,,,,,,,,1.703099,,,,,,,,,,,e6b69f8f-b5ad-468e-a550-7cb2dcd07d3e,833,,"[93.6, 76.5]",3939973,24,,,,-1.140221,,Right Foot,True,,"[111.1, 38.4]",,High Pass,,41.92684,,Incomplete,,Darwin Gabriel Núñez Ribeiro,32478.0,,,,,,,1,From Throw In,Nahitan Michel Nández Acosta,5247.0,Right Back,49,Uruguay,783,"['314d7e43-e4a6-4d49-98b0-7a8ebf819959', 'ba35033c-f2ca-49ad-a3a7-ee9c30d3f36e']",9,,,,,,,,,,,,,,,,,Uruguay,783,00:24:09.747,Pass,
,,,,,,,,,,,,,,,1.473178,,,,,,,,,,,eaba7567-4452-4bf9-b398-1e10a1ab8dfd,837,,"[93.1, 42.0]",3939973,24,,,True,-1.8867666,,,,,"[89.7, 31.6]",,High Pass,,10.941664,,,,Matías Nicolás Viña Susperreguy,34476.0,,,,,,Recovery,1,From Throw In,Giorgian Daniel De Arrascaeta Benedetti,5258.0,Center Attacking Midfield,49,Uruguay,783,"['3354afe0-54e5-492c-9640-38dba85d7053', '9d95e29c-a3ce-4490-90c7-b177b9490956']",14,,,,,,,,,,,,,,,,,Uruguay,783,00:24:14.335,Pass,True
,,,,,,,,,,,,,,,1.023535,,,,,,,,,,,567810fc-1f5f-4562-a8bb-2efbc7e1bcc9,840,,"[89.5, 30.5]",3939973,24,,,,2.0123887,,Left Foot,,,"[86.9, 36.0]",,Ground Pass,,6.0835843,,,,Manuel Ugarte Ribeiro,36659.0,,,,,,,1,From Throw In,Matías Nicolás Viña Susperreguy,34476.0,Left Back,49,Uruguay,783,['88bc5843-af02-4227-bca1-fcd4eb7962ad'],15,,,,,,,,,,,,,,,,,Uruguay,783,00:24:15.876,Pass,
,,,,,,,,,,,,,,,0.883689,,,,,,,,,,,8c62a7ab-bf65-40cd-993f-4bc222c2a9dd,844,,"[86.9, 33.2]",3939973,24,,,,-0.3094055,,Right Foot,,,"[99.1, 29.3]",,Ground Pass,,12.808201,,,,Darwin Gabriel Núñez Ribeiro,32478.0,,,,,,,1,From Throw In,Manuel Ugarte Ribeiro,36659.0,Left Defensive Midfield,49,Uruguay,783,"['21ce777d-98d2-4482-9e03-1882f7b736f2', '360863b4-1939-437c-bdba-85b4f025f185']",17,,,,,,,,,,,,,,,,,Uruguay,783,00:24:17.563,Pass,True
,,,,,,,,,,,,,,,3.605997,,,,,,,,,,,9ce14e2b-ee94-453c-8b07-5e7c811d5f93,848,,"[89.9, 40.6]",3939973,24,,,,1.0486472,,Right Foot,,,"[110.5, 76.4]",,High Pass,,41.303753,,,,Nahitan Michel Nández Acosta,5247.0,,,,,,,1,From Throw In,Darwin Gabriel Núñez Ribeiro,32478.0,Center Forward,49,Uruguay,783,['2babf433-f06b-4313-9c1d-cb83c678f4ef'],21,,,,,,,,,,,,,,,,,Uruguay,783,00:24:21.538,Pass,
,,,,,,,,,,,,,,,1.467682,,,,,,,,,,,8fee071c-9984-414f-ac6c-00c1dbeac41d,855,,"[10.3, 3.7]",3939973,24,,,,0.049040403,,Left Foot,,,"[26.6, 4.5]",,Ground Pass,,16.31962,,,,Edgar Yoel Bárcenas Herrera,5637.0,,,,,,,1,From Throw In,Erick Javier Davis Grajales,5634.0,Left Wing Back,49,Uruguay,783,['d8c90eb0-2a1a-4bdd-a2a3-43f3fe960fd2'],27,,,,,,,,,,,,,,,,,Panama,798,00:24:27.917,Pass,
,,,,,,,,,,,,,,,1.145883,,,,,,,,,,,ecf6ba25-14ef-4b96-914d-f62a04deb434,862,,"[87.5, 66.9]",3939973,24,,,,-2.0549688,,Right Foot,,,"[80.4, 53.4]",,Ground Pass,,15.253197,,,,Manuel Ugarte Ribeiro,36659.0,,,,,,,1,From Throw In,Facundo Pellistri Rebollo,36288.0,Right Wing,49,Uruguay,783,['a6d218f7-80cc-4a39-a7a0-89eb95812b4a'],31,,,,,,,,,,,,,,,,,Uruguay,783,00:24:31.698,Pass,
,,,,,,,,,,,,,,,0.810639,,,,,,,,,,,8392c16c-9333-4fab-97eb-bb1ff30ffad9,865,,"[85.6, 55.4]",3939973,24,,,,-0.1746722,,Right Foot,,,"[95.8, 53.6]",,Ground Pass,,10.357606,,,,Giorgian Daniel De Arrascaeta Benedetti,5258.0,,,,,,,1,From Throw In,Manuel Ugarte Ribeiro,36659.0,Left Defensive Midfield,49,Uruguay,783,['42022449-fa7c-4046-9382-675d162b7e4d'],34,,,,,,,,,,,,,,,,,Uruguay,783,00:24:34.922,Pass,
,,,,,,,,,,,,,,,1.659456,,,,,,,,,,,a2203e86-2b9d-4c43-a18e-67fbe20a7fc0,868,,"[93.1, 54.2]",3939973,24,,,,1.2719644,,Right Foot,,,"[99.6, 75.3]",,Ground Pass,,22.078497,,,,Nahitan Michel Nández Acosta,5247.0,,,,,,,1,From Throw In,Giorgian Daniel De Arrascaeta Benedetti,5258.0,Center Attacking Midfield,49,Uruguay,783,['7cdeb6bb-7564-4baf-b2b8-e4b151c25748'],36,,,,,,,,,,,,,,,,,Uruguay,783,00:24:36.587,Pass,
