50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,32c3aaf4-6d3c-4847-98c7-67d8c4851c76,1,,,3939970,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Peru,784,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 5528, 'name': 'Pedro David Gallese Quiróz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 33176, 'name': 'Miguel Gianpierre Araujo Blanco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 36359, 'name': 'Carlos Augusto Zambrano Ochandarte'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 15481, 'name': 'Alexander Martín Marquinho Callens Asín'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 13435, 'name': 'Andy Jorman Polo Andrade'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 7}, {'player': {'id': 5521, 'name': 'Luis Jan Piers Advíncula Castrillón'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 17}, {'player': {'id': 6313, 'name': 'Wilder José Cartagena Mendoza'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 10836, 'name': 'Sergio Fernando Peña Flores'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 101509, 'name': 'Piero Aldair Quispe Córdova'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 7143, 'name': 'Gianluca Lapadula Vargas'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 14}, {'player': {'id': 5525, 'name': 'Édison Michael Flores Peralta'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 20}]}",Peru,784,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,61ce2d6a-e64f-4c39-9ef7-9f2300c5d34f,2,,,3939970,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Peru,784,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4691, 'name': 'Claudio Andrés Bravo Muñoz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 18874, 'name': 'Mauricio Aníbal Isla Isla'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 26256, 'name': 'Igor Lichnovsky Osorio'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 31012, 'name': 'Paulo César Díaz Huincales'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 36212, 'name': 'Gabriel Alonso Suazo Urbina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 36532, 'name': 'Marcelino Ignacio Nuñez Espinoza'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 7175, 'name': 'Erick Antonio Pulgar Farfán'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 30944, 'name': 'Víctor Alejandro Dávila Zavala'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 26369, 'name': 'Diego Alfonso Valdés Contreras'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 15}, {'player': {'id': 27317, 'name': 'Eduardo Jesús Vargas Rojas'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Chile,3562,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,46a4024a-3d63-40e5-bba4-434aa7a2bc34,3,,,3939970,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Peru,784,['b5e2e9a8-060e-40d1-8f6a-6ee31327d39f'],0,,,,,,,,,,,,,,,,,Chile,3562,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b5e2e9a8-060e-40d1-8f6a-6ee31327d39f,4,,,3939970,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Peru,784,['46a4024a-3d63-40e5-bba4-434aa7a2bc34'],0,,,,,,,,,,,,,,,,,Peru,784,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0e5cbbe4-661f-4ae4-bcac-20827544e543,1625,,,3939970,45,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,88,Chile,3562,['a4dd2233-60ac-4c88-a624-05e86680170a'],0,,,,,,,,,,,,,,,,,Chile,3562,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a4dd2233-60ac-4c88-a624-05e86680170a,1626,,,3939970,45,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,88,Chile,3562,['0e5cbbe4-661f-4ae4-bcac-20827544e543'],0,,,,,,,,,,,,,,,,,Peru,784,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.478722,,,,,,,,,,,,,ed46c3d9-bd50-40d8-92ff-6e1970833c29,5,,"[61.0, 40.1]",3939970,0,,,,2.732814,,Left Foot,,"[39.3, 49.5]",Ground Pass,,23.648468,,,,Miguel Gianpierre Araujo Blanco,33176.0,,,,,Kick Off,1,From Kick Off,Édison Michael Flores Peralta,5525.0,Left Center Forward,2,Peru,784,['2dc4ec15-7ac7-4fd6-a672-20f1224d990b'],0,,,,,,,,,,,,,,,,,Peru,784,00:00:00.325,Pass,
,,,,,,,,,,,,,,,,,0.199943,,,,,,,,,,,,,346399e9-783e-4041-b1e8-f067b24a3139,8,,"[41.0, 48.8]",3939970,0,,,,-0.41368923,,Right Foot,,"[45.1, 47.0]",High Pass,,4.4777226,,Incomplete,,,,,,,,,1,From Kick Off,Miguel Gianpierre Araujo Blanco,33176.0,Right Center Back,2,Peru,784,['866b25b2-51a5-4ed5-a635-22d91f4dee0f'],3,,,,,,,,,,,,,,,,,Peru,784,00:00:03.242,Pass,
,,,,,,,,,,,,,,,,,1.093129,,,,,,,,,,,,,dba904f4-b98a-4155-adfd-95baf63aed7d,10,,"[61.4, 47.9]",3939970,0,,,,-0.14727747,,Left Foot,,"[79.6, 45.2]",High Pass,,18.399185,,Incomplete,,Eduardo Jesús Vargas Rojas,27317.0,,,,,Recovery,1,From Kick Off,Víctor Alejandro Dávila Zavala,30944.0,Right Wing,2,Peru,784,"['984e2001-2dc2-4772-925b-c57bea602f90', 'c8d4b284-b500-47f1-85fc-e2d4141d790c']",5,,,,,,,,,,,,,,,,,Chile,3562,00:00:05.828,Pass,
,,,,,,,,,,,,,,,,,3.05533,,,,,,,,,,,,,984e2001-2dc2-4772-925b-c57bea602f90,12,,"[40.5, 34.9]",3939970,0,,,,-0.53647995,,Right Foot,,"[85.4, 8.2]",High Pass,,52.238873,,,,Luis Jan Piers Advíncula Castrillón,5521.0,,,,,Recovery,1,From Kick Off,Alexander Martín Marquinho Callens Asín,15481.0,Left Center Back,2,Peru,784,"['22854cef-5272-42af-9360-9c436f55376e', 'dba904f4-b98a-4155-adfd-95baf63aed7d']",6,,,,,,,,,,,,,,,,,Peru,784,00:00:06.921,Pass,
,,,,,,,,,,,,,,,,,3.409627,,,,,,,,,,,,,40b34e03-5c4b-4ea0-af14-95b58af626a0,14,,"[85.4, 8.2]",3939970,0,,,,0.061565932,,Head,,"[114.6, 10.0]",High Pass,,29.255426,,Incomplete,,,,,,,,,1,From Kick Off,Luis Jan Piers Advíncula Castrillón,5521.0,Left Wing Back,2,Peru,784,['e5234484-373d-46a6-ad0d-52abe1fcc9f3'],10,,,,,,,,,,,,,,,,,Peru,784,00:00:10.206,Pass,
,,,,,,,,,,,,,,,,,1.356798,,,,,,,,,,,,,97bfdb9c-a953-4a94-9429-8f3e37a9ebff,17,,"[110.5, 0.1]",3939970,0,,,,1.1139513,,,,"[116.3, 11.9]",Low Pass,,13.148384,,Incomplete,,Piero Aldair Quispe Córdova,101509.0,,,,,Throw-in,1,From Throw In,Luis Jan Piers Advíncula Castrillón,5521.0,Left Wing Back,3,Peru,784,"['8c2017a1-f6d9-4882-a236-c6c7cc361072', 'a01b6405-3f90-441d-9c41-ebc5e2a013a0']",36,,,,,,,,,,,,,,,,,Peru,784,00:00:36.785,Pass,
,,,,,,,,,,,,,,,,,1.423644,,,,,,,,,,,,,e563997f-2015-4d18-b8eb-baf36dafda10,20,,"[114.4, 0.1]",3939970,0,,,,1.5707964,,,True,"[114.4, 30.2]",High Pass,,30.1,,Incomplete,,Gianluca Lapadula Vargas,7143.0,,,,,Throw-in,1,From Throw In,Luis Jan Piers Advíncula Castrillón,5521.0,Left Wing Back,4,Peru,784,"['13d2d055-36a9-4cc2-82c6-be556c99fe01', '82e5ab41-1258-461d-8c2e-80d170c0c3e7']",54,,,,,,,,,,,,,,,,,Peru,784,00:00:54.176,Pass,
,,,,,,,,,,,,,,,,,1.24042,,,,,,,,,,,,,a845d140-7ad4-468f-ad30-8a9022b0b5f2,24,,"[92.4, 0.1]",3939970,1,,,,0.45066133,,,,"[101.7, 4.6]",Low Pass,,10.331505,,,,Édison Michael Flores Peralta,5525.0,,,,,Throw-in,1,From Throw In,Luis Jan Piers Advíncula Castrillón,5521.0,Left Wing Back,5,Peru,784,['f715ed29-f6a4-4671-b914-da11321951d3'],9,,,,,,,,,,,,,,,,,Peru,784,00:01:09.129,Pass,
,,,,,,,,,,,,,,,,,0.21134,,,,,,,,,,,,,0e28f139-3757-4125-b8b4-85f7057af7dd,28,,"[101.9, 6.5]",3939970,1,,,,-1.9832067,,Left Foot,,"[100.5, 3.3]",Ground Pass,,3.4928498,,,,Luis Jan Piers Advíncula Castrillón,5521.0,,,,,,1,From Throw In,Édison Michael Flores Peralta,5525.0,Left Center Forward,5,Peru,784,['f80b48f7-0871-413c-918a-ebace4aaad98'],11,,,,,,,,,,,,,,,,,Peru,784,00:01:11.186,Pass,
,,,,,,,,,,,,,,,,,0.704376,,,,,,,,,,,,,c9d6ff4d-4553-4444-bb68-8d3c64311336,34,,"[108.1, 0.1]",3939970,1,,,,1.0405805,,,,"[113.2, 8.8]",Low Pass,,10.084641,,,,Piero Aldair Quispe Córdova,101509.0,,,,,Throw-in,1,From Throw In,Luis Jan Piers Advíncula Castrillón,5521.0,Left Wing Back,6,Peru,784,['ceae3cb4-e59c-4d4d-ba4e-f3e40b8c8805'],31,,,,,,,,,,,,,,,,,Peru,784,00:01:31.380,Pass,
,,,,,,,,,,,,,,,,,1.221217,,,,,,,,,,,,,2e161434-a151-4107-a62b-4a0a937f89d9,37,,"[103.0, 7.8]",3939970,1,,,,1.3848807,,Right Foot,True,"[109.0, 39.7]",High Pass,,32.45936,,Incomplete,,Luis Jan Piers Advíncula Castrillón,5521.0,,,,,,1,From Throw In,Piero Aldair Quispe Córdova,101509.0,Left Center Midfield,6,Peru,784,"['71d0c992-ac1e-4e2e-b0aa-e0cd234f5b6f', '952d0a48-94ba-411c-8cbd-a3c26de14158']",36,,,,,,,,,,,,,,,,,Peru,784,00:01:36.366,Pass,
,,,,,,,,,,,,,,,,,2.191608,,,,,,,,,,,,,096e74ab-46ac-4bc3-b283-75adcf697852,41,,"[95.9, 25.3]",3939970,1,,,True,-1.3169347,,,,"[100.7, 6.8]",Low Pass,,19.112562,,Pass Offside,,Luis Jan Piers Advíncula Castrillón,5521.0,,,,,Recovery,1,From Throw In,Sergio Fernando Peña Flores,10836.0,Right Center Midfield,6,Peru,784,"['a04f1fd8-0c41-4c52-88b2-aa356de8c75e', 'c5411792-fa41-4545-b7b3-9ebacbc40aed']",40,,,,,,,,,,,,,,,,,Peru,784,00:01:40.414,Pass,True
,,,,,,,,,,,,,,,,,1.907912,,,,,,,,,,,,,5b2e943a-efe6-4c38-80a7-7a8a35d9f5b1,43,,"[23.5, 72.4]",3939970,1,,,,-1.4829402,,Right Foot,,"[25.2, 53.1]",Ground Pass,,19.374725,,,,Igor Lichnovsky Osorio,26256.0,,,,,Free Kick,1,From Free Kick,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,7,Chile,3562,['d91920cf-85fe-423a-84ac-7041977dc4b2'],59,,,,,,,,,,,,,,,,,Chile,3562,00:01:59.629,Pass,
,,,,,,,,,,,,,,,,,2.194003,,,,,,,,,,,,,99e60d87-115d-4140-bf13-92bdcf177a44,46,,"[27.4, 50.9]",3939970,2,,,,-1.4233038,,Right Foot,,"[32.6, 15.9]",Ground Pass,,35.38418,,,,Paulo César Díaz Huincales,31012.0,,,,,,1,From Free Kick,Igor Lichnovsky Osorio,26256.0,Right Center Back,7,Chile,3562,['60309525-b534-4840-bc21-f9561f6b7215'],4,,,,,,,,,,,,,,,,,Chile,3562,00:02:04.738,Pass,
,,,,,,,,,,,,,,,,,1.569314,,,,,,,,,,,,,f2e32a09-5cd8-4bc1-b723-8a17712cfb5f,49,,"[32.6, 15.7]",3939970,2,,,,1.6582917,,Right Foot,,"[30.1, 44.2]",Ground Pass,,28.60944,,,,Igor Lichnovsky Osorio,26256.0,,,,,,1,From Free Kick,Paulo César Díaz Huincales,31012.0,Left Center Back,7,Chile,3562,['d55e342d-e8cf-422a-9e8f-074ed09ac9ca'],9,,,,,,,,,,,,,,,,,Chile,3562,00:02:09.976,Pass,
,,,,,,,,,,,,,,,,,1.739996,,,,,,,,,,,,,2035ad1c-0ec2-4911-b00a-f194f274b93c,52,,"[27.7, 49.9]",3939970,2,,,,1.3221446,,Right Foot,,"[34.2, 75.5]",Ground Pass,,26.412308,,,,Mauricio Aníbal Isla Isla,18874.0,,,,,,1,From Free Kick,Igor Lichnovsky Osorio,26256.0,Right Center Back,7,Chile,3562,['9b5d6696-7774-4e23-9ea2-5b04fc54fedc'],13,,,,,,,,,,,,,,,,,Chile,3562,00:02:13.036,Pass,
,,,,,,,,,,,,,,,,,1.697879,,,,,,,,,,,,,864a42d6-a7bf-4fe0-8d8d-a1a00e5a1701,55,,"[34.2, 75.5]",3939970,2,,,,-2.1800723,,Right Foot,,"[24.5, 61.6]",Ground Pass,,16.949926,,,,Igor Lichnovsky Osorio,26256.0,,,,,,1,From Free Kick,Mauricio Aníbal Isla Isla,18874.0,Right Back,7,Chile,3562,['e9ce1645-8a5f-4a9a-a438-ca2f56d42f3a'],15,,,,,,,,,,,,,,,,,Chile,3562,00:02:15.268,Pass,
,,,,,,,,,,,,,,,,,2.090009,,,,,,,,,,,,,0020169b-2af8-41d1-b3d8-9a79e0040f1b,58,,"[25.2, 54.1]",3939970,2,,,,-1.5275663,,Right Foot,,"[26.9, 14.8]",Ground Pass,,39.33675,,,,Paulo César Díaz Huincales,31012.0,,,,,,1,From Free Kick,Igor Lichnovsky Osorio,26256.0,Right Center Back,7,Chile,3562,['ce733728-d0cb-4497-90aa-2a050682bda7'],18,,,,,,,,,,,,,,,,,Chile,3562,00:02:18.047,Pass,
,,,,,,,,,,,,,,,,,1.397816,,,,,,,,,,,,,80923932-e27b-4c52-bc57-5e3c57ed515d,61,,"[31.3, 12.5]",3939970,2,,,,-0.8258385,,Right Foot,,"[39.6, 3.5]",Ground Pass,,12.242957,,,,Gabriel Alonso Suazo Urbina,36212.0,,,,,,1,From Free Kick,Paulo César Díaz Huincales,31012.0,Left Center Back,7,Chile,3562,['5e864fb1-7e20-488c-abd8-518bc53a386d'],21,,,,,,,,,,,,,,,,,Chile,3562,00:02:21.005,Pass,
,,,,,,,,,,,,,,,,,1.204358,,,,,,,,,,,,,df6cbf74-2636-406c-a6b6-47bb55f97ec6,64,,"[39.6, 3.5]",3939970,2,,,,0.44965163,,Left Foot,,"[65.5, 16.0]",Ground Pass,,28.758652,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,From Free Kick,Gabriel Alonso Suazo Urbina,36212.0,Left Back,7,Chile,3562,['c22394ca-e83c-45b7-a923-ebfddd73d926'],22,,,,,,,,,,,,,,,,,Chile,3562,00:02:22.965,Pass,
,,,,,,,,,,,,,,,,,1.455164,,,,,,,,,,,,,0a7658ec-c04c-4c08-9efc-be82bd5b5c9d,70,,"[64.3, 8.6]",3939970,2,True,,,2.4238203,,Right Foot,,"[50.9, 20.3]",Ground Pass,,17.789042,,,,Paulo César Díaz Huincales,31012.0,,,,,Free Kick,1,From Free Kick,Gabriel Alonso Suazo Urbina,36212.0,Left Back,8,Chile,3562,['3498d637-4ad7-4a22-b69b-002338f3a3e6'],36,,,,,,,,,,,,,,,,,Chile,3562,00:02:36.562,Pass,
,,,,,,,,,,,,,,,,,0.719346,,,,,,,,,,,,,8cfb1f3c-f5c8-45af-9b52-d0b0c3fc248f,72,,"[50.6, 20.1]",3939970,2,,,,0.48166367,,Right Foot,,"[59.4, 24.7]",Ground Pass,,9.929753,,,,Marcelino Ignacio Nuñez Espinoza,36532.0,,,,,,1,From Free Kick,Paulo César Díaz Huincales,31012.0,Left Center Back,8,Chile,3562,['68eb3dd8-132c-4a00-99f2-708a0f589c23'],40,,,,,,,,,,,,,,,,,Chile,3562,00:02:40.169,Pass,
,,,,,,,,,,,,,,,,,1.189021,,,,,,,,,,,,,f661336c-9619-437c-b02d-d0481cf90e69,74,,"[59.9, 24.7]",3939970,2,,,,-2.6979425,,Right Foot,,"[49.8, 19.9]",Ground Pass,,11.182576,,,,Paulo César Díaz Huincales,31012.0,,,,,,1,From Free Kick,Marcelino Ignacio Nuñez Espinoza,36532.0,Right Defensive Midfield,8,Chile,3562,['5730b691-7def-4bbb-8b5c-bd26ab52ec13'],40,,,,,,,,,,,,,,,,,Chile,3562,00:02:40.888,Pass,
,,,,,,,,,,,,,,,,,1.418077,,,,,,,,,,,,,226aaed6-e094-4d27-b739-13f2765296d0,77,,"[49.6, 19.9]",3939970,2,,,,2.2215965,,Left Foot,,"[41.3, 30.8]",Ground Pass,,13.700365,,,,Erick Antonio Pulgar Farfán,7175.0,,,,,,1,From Free Kick,Paulo César Díaz Huincales,31012.0,Left Center Back,8,Chile,3562,['4105917e-59c7-4cdd-83b7-56340dde2b1b'],42,,,,,,,,,,,,,,,,,Chile,3562,00:02:42.543,Pass,
,,,,,,,,,,,,,,,,,1.602318,,,,,,,,,,,,,66c6dcd0-89e7-4560-8abd-c06d87f82cf9,80,,"[41.3, 30.8]",3939970,2,,,,1.467004,,Right Foot,,"[43.8, 54.8]",Ground Pass,,24.129856,,,,Igor Lichnovsky Osorio,26256.0,,,,,,1,From Free Kick,Erick Antonio Pulgar Farfán,7175.0,Left Defensive Midfield,8,Chile,3562,['a87fd0a9-7df5-4166-8823-3473006ba277'],45,,,,,,,,,,,,,,,,,Chile,3562,00:02:45.262,Pass,
,,,,,,,,,,,,,,,,,1.482812,,,,,,,,,,,,,a6ac773c-a367-4595-872c-b4578e49f565,83,,"[43.8, 54.8]",3939970,2,,,,-1.7287612,,Right Foot,,"[42.0, 43.5]",Ground Pass,,11.442465,,,,Erick Antonio Pulgar Farfán,7175.0,,,,,,1,From Free Kick,Igor Lichnovsky Osorio,26256.0,Right Center Back,8,Chile,3562,['fb1edf12-0bf6-453e-b918-8b5740066fd9'],47,,,,,,,,,,,,,,,,,Chile,3562,00:02:47.340,Pass,
,,,,,,,,,,,,,,,,,1.526704,,,,,,,,,,,,,7671330c-96f8-4e6e-ba8f-c92f683e029b,86,,"[40.3, 32.1]",3939970,2,,,,-1.3780956,,Right Foot,,"[44.3, 11.6]",Ground Pass,,20.886599,,,,Paulo César Díaz Huincales,31012.0,,,,,,1,From Free Kick,Erick Antonio Pulgar Farfán,7175.0,Left Defensive Midfield,8,Chile,3562,['849c3d58-fbbb-49ac-97a9-9a284aa66a76'],50,,,,,,,,,,,,,,,,,Chile,3562,00:02:50.037,Pass,
,,,,,,,,,,,,,,,,,1.519103,,,,,,,,,,,,,1256052b-db57-4810-94ef-a86005f6aea8,89,,"[44.3, 11.6]",3939970,2,,,,2.0611043,,Right Foot,,"[36.4, 26.4]",Ground Pass,,16.776472,,,,Erick Antonio Pulgar Farfán,7175.0,,,,,,1,From Free Kick,Paulo César Díaz Huincales,31012.0,Left Center Back,8,Chile,3562,['6bcd82f6-9ab9-465d-8fe8-b208e5cd2911'],52,,,,,,,,,,,,,,,,,Chile,3562,00:02:52.979,Pass,
,,,,,,,,,,,,,,,,,1.567575,,,,,,,,,,,,,f418ae95-9246-4a6d-af4b-7a75a633fc75,93,,"[35.9, 28.7]",3939970,2,,,,1.4056476,,Right Foot,,"[41.3, 61.1]",Ground Pass,,32.846916,,,,Igor Lichnovsky Osorio,26256.0,,,,,,1,From Free Kick,Erick Antonio Pulgar Farfán,7175.0,Left Defensive Midfield,8,Chile,3562,"['241d93b0-2a11-452e-9d5e-ea4c6e222197', '5aaea614-42e6-4cd0-96b5-474c45eef859']",55,,,,,,,,,,,,,,,,,Chile,3562,00:02:55.319,Pass,True
,,,,,,,,,,,,,,,,,2.015124,,,,,,,,,,,,,ba49939d-57ce-4339-a0d4-0dbf31f445ab,96,,"[51.3, 63.3]",3939970,2,,,,-0.9315415,,Right Foot,,"[79.4, 25.5]",High Pass,,47.100426,,Incomplete,,Eduardo Jesús Vargas Rojas,27317.0,,,,,,1,From Free Kick,Igor Lichnovsky Osorio,26256.0,Right Center Back,8,Chile,3562,"['6088dbe2-d18e-48b0-8ce8-eea9c04cb176', 'd3097de4-c6bd-471a-ba55-3f8d740537e4']",59,,,,,,,,,,,,,,,,,Chile,3562,00:02:59.128,Pass,
,,,,,,,,,,,,,,,,,1.765138,,,,,,,,,,,,,d3097de4-c6bd-471a-ba55-3f8d740537e4,98,,"[40.7, 54.6]",3939970,3,,,,-0.7668129,,Head,,"[68.1, 28.2]",High Pass,,38.048916,,,,Édison Michael Flores Peralta,5525.0,,,,,Recovery,1,From Free Kick,Miguel Gianpierre Araujo Blanco,33176.0,Right Center Back,8,Chile,3562,"['277f16cc-04bb-4b97-9c6c-174efaec108c', 'ba49939d-57ce-4339-a0d4-0dbf31f445ab']",1,,,,,,,,,,,,,,,,,Peru,784,00:03:01.143,Pass,
,,,,,,,,,,,,,,,,,0.490571,,,,,,,,,,,,,d05ca5d8-5729-4fac-ae16-1310a6977b07,101,,"[68.1, 28.2]",3939970,3,,,,2.3561945,,Left Foot,,"[63.9, 32.4]",Ground Pass,,5.939697,,Incomplete,,Gianluca Lapadula Vargas,7143.0,,,,,,1,From Free Kick,Édison Michael Flores Peralta,5525.0,Left Center Forward,8,Chile,3562,"['c131f758-f7f2-499e-bf8b-4c76e290130e', 'd8fd8f59-88ab-4c6e-a9e0-ee5bd4b2d202']",3,,,,,,,,,,,,,,,,,Peru,784,00:03:03.147,Pass,
,,,,,,,,,,,,,,,,,2.094166,,,,,,,,,,,,,c131f758-f7f2-499e-bf8b-4c76e290130e,103,,"[56.2, 47.7]",3939970,3,,,,2.0859997,,Left Foot,,"[43.8, 69.6]",High Pass,,25.166843,,,,Mauricio Aníbal Isla Isla,18874.0,,,,,Recovery,1,From Free Kick,Marcelino Ignacio Nuñez Espinoza,36532.0,Right Defensive Midfield,8,Chile,3562,"['bd1525c1-e34f-4d03-87b3-8a42db4088b1', 'd05ca5d8-5729-4fac-ae16-1310a6977b07']",3,,,,,,,,,,,,,,,,,Chile,3562,00:03:03.638,Pass,
,,,,,,,,,,,,,,,,,1.845861,,,,,,,,,,,,,8b9b741a-8e72-482c-aeaf-29eaba064423,107,,"[45.5, 69.1]",3939970,3,,,,-1.0207894,,Right Foot,,"[64.2, 38.6]",High Pass,,35.77625,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,From Free Kick,Mauricio Aníbal Isla Isla,18874.0,Right Back,8,Chile,3562,"['230289d1-2c4d-43d0-8aad-4fcd6778e386', '4557d774-5b54-4724-a9da-744337437de0']",6,,,,,,,,,,,,,,,,,Chile,3562,00:03:06.718,Pass,True
,,,,,,,,,,,,,,,,,1.488117,,,,,,,,,,,,,b0ca039a-853f-47f7-b771-9371116a62e7,112,,"[53.6, 43.9]",3939970,3,,,,-1.1071488,,Other,,"[58.1, 34.9]",Low Pass,,10.062305,,,,Gianluca Lapadula Vargas,7143.0,,,,,Recovery,1,Regular Play,Miguel Gianpierre Araujo Blanco,33176.0,Right Center Back,9,Peru,784,['815cb306-0d15-4721-be9b-33a3a37bf192'],9,,,,,,,,,,,,,,,,,Peru,784,00:03:09.180,Pass,
,,,,,,,,,,,,,,,,,3.081552,,,,,,,,,,,,,61a83e3a-3df0-4fc4-9ce0-de4ca6609d67,119,,"[58.1, 30.0]",3939970,3,,,,0.8201576,,Right Foot,,"[103.9, 79.1]",High Pass,,67.14499,,,,Andy Jorman Polo Andrade,13435.0,,True,,,Free Kick,1,From Free Kick,Carlos Augusto Zambrano Ochandarte,36359.0,Center Back,10,Peru,784,['a607c37f-dd6c-4750-b2fc-17a0efafebe1'],53,,,,,,,,,,,,,,,,,Peru,784,00:03:53.574,Pass,
,,,,,,,,,,,,,,,,,1.015005,,,,,,,,,,,,,4eda43a0-6f04-4b31-a8b9-68d5fbfce57d,128,,"[15.5, 22.5]",3939970,4,True,,,-0.008213367,,Right Foot,,"[64.2, 22.1]",Ground Pass,,48.70164,,,,Diego Alfonso Valdés Contreras,26369.0,,,,,Free Kick,1,From Free Kick,Paulo César Díaz Huincales,31012.0,Left Center Back,12,Chile,3562,['eef9d369-a5c5-4774-bfe9-b1a696b1d14a'],30,,,,,,,,,,,,,,,,,Chile,3562,00:04:30.102,Pass,
,,,,,,,,,,,,,,,,,1.249037,,,,,,,,,,,,,b25a2163-a9e8-4185-9e20-5a9583a26d5b,130,,"[64.2, 22.1]",3939970,4,,,,-1.2778027,,Right Foot,,"[69.6, 4.2]",Ground Pass,,18.69679,,,,Gabriel Alonso Suazo Urbina,36212.0,,,,,,1,From Free Kick,Diego Alfonso Valdés Contreras,26369.0,Left Wing,12,Chile,3562,['851897af-c3b0-462f-828f-05619174eba2'],31,,,,,,,,,,,,,,,,,Chile,3562,00:04:31.314,Pass,
