,Country,Game,Total Links,Network Density,Diameter,Clustering Coefficient
0,Serbia,1,41.0,0.8363636363636363,2.0,0.8714285714285714
1,Serbia,2,45.27272727272727,0.9454545454545454,2.0,0.9452380952380952
2,Serbia,3,37.90909090909091,1.0,1.0,1.0
3,Serbia,Average,41.3939393939394,0.9272727272727272,1.6666666666666667,0.9388888888888888
