,Country,Game,Total Links,Network Density,Diameter,Clustering Coefficient
0,Netherlands,1,35.0,0.9636363636363636,2.0,0.9676767676767678
1,Netherlands,2,44.09090909090909,0.8909090909090909,2.0,0.8994227994227995
2,Netherlands,3,35.36363636363637,0.9454545454545454,2.0,0.9452380952380952
3,Netherlands,4,42.0,0.8909090909090909,2.0,0.908008658008658
4,Netherlands,5,33.0,0.9272727272727272,2.0,0.9278499278499278
5,Netherlands,6,50.18181818181818,0.9636363636363636,2.0,0.9676767676767678
6,Netherlands,Average,39.939393939393945,0.9303030303030302,2.0,0.9359788359788359
