,Country,Game,Total Links,Network Density,Diameter,Clustering Coefficient,Centralisation
0,Paraguay,1,42.27272727272727,0.9454545454545454,2.0,0.9575757575757575,0.06666666666666665
1,Paraguay,2,31.0,0.8545454545454545,2.0,0.8937950937950938,0.17777777777777773
2,Paraguay,3,15.909090909090908,0.8727272727272727,2.0,0.8962481962481963,0.15555555555555556
3,Paraguay,Average,29.72727272727273,0.8909090909090908,2.0,0.9158730158730158,0.1333333333333333
