,Country,Game,Total Links,Network Density,Diameter,Clustering Coefficient,Centralisation
0,Uruguay,1,21.90909090909091,0.8727272727272727,2.0,0.8821789321789322,0.15555555555555553
1,Uruguay,2,17.0,0.8909090909090909,2.0,0.8857142857142858,0.1333333333333333
2,Uruguay,3,23.363636363636363,0.8363636363636363,2.0,0.876046176046176,0.19999999999999998
3,Uruguay,4,32.0,0.9272727272727272,2.0,0.9278499278499278,0.08888888888888886
4,Uruguay,5,33.09090909090909,0.9272727272727272,2.0,0.9515151515151515,0.08888888888888886
5,Uruguay,6,40.09090909090909,0.8909090909090909,2.0,0.8842712842712843,0.1333333333333333
6,Uruguay,Average,27.909090909090907,0.890909090909091,2.0,0.9012626262626263,0.13333333333333333
