,Country,Game,Total Links,Network Density,Diameter,Clustering Coefficient,Centralisation
0,Chile,1,22.363636363636363,0.8909090909090909,2.0,0.9038239538239538,0.1333333333333333
1,Chile,2,40.18181818181818,0.9272727272727272,2.0,0.9207792207792207,0.08888888888888886
2,Chile,3,27.09090909090909,0.8545454545454545,2.0,0.854040404040404,0.17777777777777773
3,Chile,Average,29.87878787878788,0.890909090909091,2.0,0.8928811928811928,0.1333333333333333
