,Country,Game,Total Links,Network Density,Diameter,Clustering Coefficient,Centralisation
0,Canada,1,33.18181818181818,0.8909090909090909,2.0,0.8776334776334775,0.1333333333333333
1,Canada,2,36.63636363636363,0.8909090909090909,2.0,0.8981240981240982,0.1333333333333333
2,Canada,3,24.09090909090909,0.8727272727272727,2.0,0.8832611832611832,0.15555555555555553
3,Canada,4,27.09090909090909,0.9272727272727272,2.0,0.9207792207792207,0.08888888888888886
4,Canada,5,25.363636363636363,0.9090909090909091,2.0,0.9065656565656565,0.11111111111111109
5,Canada,6,24.0,0.8363636363636363,2.0,0.8431457431457432,0.19999999999999996
6,Canada,Average,28.393939393939394,0.8878787878787877,2.0,0.8882515632515632,0.137037037037037
