,Country,Game,Total Links,Network Density,Diameter,Clustering Coefficient,Centralisation
0,Bolivia,1,26.454545454545453,0.9090909090909091,2.0,0.9134199134199134,0.11111111111111109
1,Bolivia,2,24.545454545454547,0.8363636363636363,2.0,0.8695526695526695,0.19999999999999996
2,Bolivia,3,34.72727272727273,0.9454545454545454,2.0,0.9525252525252526,0.06666666666666665
3,Bolivia,Average,28.575757575757574,0.896969696969697,2.0,0.9118326118326118,0.1259259259259259
