,Country,Game,Total Links,Network Density,Diameter,Clustering Coefficient
0,Georgia,1,19.90909090909091,0.8181818181818182,2.0,0.8020202020202021
1,Georgia,2,36.81818181818182,0.9818181818181818,2.0,0.9818181818181817
2,Georgia,3,23.181818181818183,0.8181818181818182,2.0,0.8246753246753247
3,Georgia,4,19.727272727272727,0.8181818181818182,2.0,0.8373015873015873
4,Georgia,Average,24.909090909090914,0.8590909090909091,2.0,0.861453823953824
