,Country,Game,Total Links,Network Density,Diameter,Clustering Coefficient
0,Slovakia,1,46.09090909090909,0.9090909090909091,2.0,0.9343434343434343
1,Slovakia,2,34.0,0.8727272727272727,2.0,0.8883838383838384
2,Slovakia,3,34.63636363636363,0.9636363636363636,2.0,0.9676767676767678
3,Slovakia,4,26.818181818181817,0.9454545454545454,2.0,0.9525252525252526
4,Slovakia,Average,35.38636363636363,0.9227272727272726,2.0,0.9357323232323234
