,Country,Game,Total Links,Network Density,Diameter,Clustering Coefficient
0,Ukraine,1,48.09090909090909,0.8909090909090909,2.0,0.9147186147186147
1,Ukraine,2,30.454545454545453,0.9636363636363636,2.0,0.9616161616161616
2,Ukraine,3,33.90909090909091,0.9090909090909091,2.0,0.9108946608946608
3,Ukraine,Average,37.484848484848484,0.9212121212121213,2.0,0.9290764790764791
