,Country,Game,Total Links,Network Density,Diameter,Clustering Coefficient
0,Austria,1,36.90909090909091,0.9454545454545454,2.0,0.9452380952380952
1,Austria,2,45.63636363636363,0.9272727272727272,2.0,0.9325396825396826
2,Austria,3,37.63636363636363,0.9636363636363636,2.0,0.9616161616161616
3,Austria,4,29.272727272727273,0.9090909090909091,2.0,0.9343434343434343
4,Austria,Average,37.36363636363636,0.9363636363636363,2.0,0.9434343434343434
