,Country,Game,Total Links,Network Density,Diameter,Clustering Coefficient,Centralisation
0,Venezuela,1,40.54545454545455,0.9090909090909091,2.0,0.9065656565656565,0.11111111111111109
1,Venezuela,2,22.454545454545453,0.8545454545454545,2.0,0.8536796536796537,0.17777777777777773
2,Venezuela,3,30.09090909090909,0.9272727272727272,2.0,0.9414141414141415,0.08888888888888886
3,Venezuela,4,31.636363636363637,0.9090909090909091,2.0,0.9080086580086579,0.11111111111111109
4,Venezuela,Average,31.181818181818183,0.9,2.0,0.9024170274170273,0.12222222222222219
