,Country,Game,Total Links,Network Density,Diameter,Clustering Coefficient,Centralisation
0,Ecuador,1,21.454545454545453,0.9090909090909091,2.0,0.8997113997113998,0.11111111111111109
1,Ecuador,2,17.545454545454547,0.8727272727272727,2.0,0.8842712842712843,0.15555555555555553
2,Ecuador,3,19.181818181818183,0.8545454545454545,2.0,0.8468253968253968,0.17777777777777773
3,Ecuador,4,27.636363636363637,0.8909090909090909,2.0,0.9318181818181818,0.1333333333333333
4,Ecuador,Average,21.454545454545457,0.8818181818181818,2.0,0.8906565656565657,0.1444444444444444
